,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
143,2,7:21.0,,Offensive rebound by S. Dekker,35,32
144,2,7:21.0,,S. Dekker misses 2-pt layup from 2 ft,35,32
145,2,7:20.0,Defensive rebound by J. Simmons,,35,32
146,2,7:05.0,D. Lee makes 2-pt hook shot from 7 ft,,37,32
147,2,6:49.0,,Turnover by R. Anderson (offensive foul),37,32
148,2,6:49.0,,Offensive foul by R. Anderson (drawn by J. Simmons),37,32
149,2,6:49.0,K. Leonard enters the game for P. Mills,,37,32
150,2,6:49.0,P. Gasol enters the game for D. Dedmon,,37,32
151,2,6:49.0,T. Parker enters the game for J. Simmons,,37,32
152,2,6:49.0,,T. Ariza enters the game for E. Gordon,37,32
153,2,6:49.0,,J. Harden enters the game for S. Dekker,37,32
154,2,6:27.0,Shooting foul by T. Ariza (drawn by K. Leonard),,37,32
155,2,6:27.0,K. Leonard makes free throw 1 of 2,,38,32
156,2,6:27.0,,N. Hilário enters the game for C. Brewer,38,32
157,2,6:27.0,L. Aldridge enters the game for D. Lee,,38,32
158,2,6:27.0,K. Leonard makes free throw 2 of 2,,39,32
159,2,6:10.0,,N. Hilário misses 2-pt layup from 3 ft (block by L. Aldridge),39,32
160,2,6:09.0,Defensive rebound by L. Aldridge,,39,32
161,2,6:04.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. Green),,41,32
162,2,5:54.0,,T. Ariza misses 3-pt jump shot from 25 ft,41,32
163,2,5:53.0,,Offensive rebound by N. Hilário,41,32
164,2,5:53.0,,Shooting foul by L. Aldridge (drawn by N. Hilário),41,32
165,2,5:53.0,,Houston full timeout,41,32
166,2,5:53.0,,N. Hilário makes free throw 1 of 2,41,33
167,2,5:53.0,,N. Hilário makes free throw 2 of 2,41,34
168,2,5:32.0,P. Gasol makes 2-pt jump shot from 8 ft (assist by K. Leonard),,43,34
169,2,5:12.0,,P. Beverley misses 3-pt jump shot from 25 ft,43,34
170,2,5:12.0,Defensive rebound by P. Gasol,,43,34
171,2,5:03.0,K. Leonard misses 3-pt jump shot from 26 ft,,43,34
172,2,5:03.0,,Defensive rebound by T. Ariza,43,34
173,2,4:51.0,,J. Harden misses 2-pt layup from 2 ft,43,34
174,2,4:50.0,Defensive rebound by P. Gasol,,43,34
175,2,4:43.0,Personal foul by P. Beverley (drawn by K. Leonard),,43,34
176,2,4:43.0,,Technical foul by P. Beverley,43,34
177,2,4:43.0,,E. Gordon enters the game for P. Beverley,43,34
178,2,4:43.0,K. Leonard makes technical free throw,,44,34
179,2,4:33.0,Turnover by K. Leonard (traveling),,44,34
180,2,4:20.0,,E. Gordon misses 2-pt layup from 2 ft,44,34
181,2,4:19.0,Defensive rebound by L. Aldridge,,44,34
182,2,4:12.0,K. Leonard misses 3-pt jump shot from 25 ft,,44,34
183,2,4:11.0,,Defensive rebound by N. Hilário,44,34
184,2,4:04.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),44,37
185,2,3:43.0,L. Aldridge misses 2-pt jump shot from 8 ft,,44,37
186,2,3:42.0,,Defensive rebound by J. Harden,44,37
187,2,3:33.0,,J. Harden makes 3-pt jump shot from 25 ft,44,40
188,2,3:32.0,San Antonio full timeout,,44,40
189,2,3:32.0,,M. Harrell enters the game for N. Hilário,44,40
190,2,3:12.0,Turnover by K. Leonard (lost ball; steal by T. Ariza),,44,40
191,2,3:04.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),44,43
192,2,2:41.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,47,43
193,2,2:18.0,,J. Harden misses 2-pt jump shot from 9 ft (block by P. Gasol),47,43
194,2,2:17.0,,Offensive rebound by Team,47,43
195,2,2:17.0,,Houston full timeout,47,43
196,2,2:15.0,,Turnover by T. Ariza (bad pass; steal by K. Leonard),47,43
197,2,2:07.0,Turnover by K. Leonard (bad pass; steal by T. Ariza),,47,43
198,2,1:57.0,,E. Gordon misses 3-pt jump shot from 26 ft,47,43
199,2,1:57.0,Defensive rebound by Team,,47,43
200,2,1:57.0,P. Mills enters the game for T. Parker,,47,43
201,2,1:48.0,Shooting foul by T. Ariza (drawn by K. Leonard),,47,43
202,2,1:48.0,K. Leonard makes free throw 1 of 2,,48,43
203,2,1:48.0,,P. Beverley enters the game for T. Ariza,48,43
204,2,1:48.0,K. Leonard makes free throw 2 of 2,,49,43
205,2,1:34.0,,J. Harden misses 3-pt jump shot from 26 ft,49,43
206,2,1:33.0,Defensive rebound by P. Gasol,,49,43
207,2,1:20.0,L. Aldridge misses 2-pt jump shot from 12 ft,,49,43
208,2,1:19.0,,Defensive rebound by P. Beverley,49,43
209,2,1:10.0,,P. Beverley makes 2-pt jump shot from 8 ft (assist by M. Harrell),49,45
210,2,0:43.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,52,45
211,2,0:34.0,,J. Harden misses 2-pt layup from 4 ft (block by P. Gasol),52,45
212,2,0:34.0,,Offensive rebound by Team,52,45
213,2,0:33.0,,Turnover by E. Gordon (bad pass; steal by D. Green),52,45
214,2,0:13.0,Turnover by K. Leonard (traveling),,52,45
215,2,0:03.0,,Turnover by J. Harden (bad pass; steal by P. Mills),52,45
216,2,0:00.0,P. Mills misses 3-pt jump shot from 26 ft,,52,45
217,2,0:00.0,Offensive rebound by Team,,52,45
218,3,11:44.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Harden),52,47
219,3,11:26.0,Turnover by D. Green (bad pass),,52,47
220,3,11:14.0,,J. Harden misses 3-pt jump shot from 27 ft,52,47
221,3,11:13.0,,Offensive rebound by P. Beverley,52,47
222,3,11:02.0,,T. Ariza makes 2-pt layup from 2 ft,52,49
223,3,10:40.0,Def 3 sec tech foul by P. Beverley,,52,49
224,3,10:40.0,K. Leonard makes technical free throw,,53,49
225,3,10:27.0,L. Aldridge misses 2-pt jump shot from 10 ft,,53,49
226,3,10:26.0,,Defensive rebound by P. Beverley,53,49
227,3,10:19.0,,T. Ariza misses 2-pt layup from 1 ft,53,49
228,3,10:18.0,Defensive rebound by T. Parker,,53,49
229,3,10:07.0,P. Gasol makes 2-pt hook shot from 9 ft,,55,49
230,3,9:57.0,,Turnover by T. Ariza (bad pass; steal by K. Leonard),55,49
231,3,9:51.0,D. Green misses 3-pt jump shot from 26 ft,,55,49
232,3,9:50.0,,Defensive rebound by J. Harden,55,49
233,3,9:44.0,,T. Ariza misses 3-pt jump shot from 25 ft,55,49
234,3,9:43.0,Defensive rebound by K. Leonard,,55,49
235,3,9:30.0,P. Gasol misses 2-pt jump shot from 20 ft,,55,49
236,3,9:29.0,,Defensive rebound by J. Harden,55,49
237,3,9:22.0,,J. Harden makes 2-pt jump shot from 13 ft,55,51
238,3,9:18.0,San Antonio full timeout,,55,51
239,3,9:05.0,K. Leonard makes 2-pt layup from 1 ft,,57,51
240,3,8:49.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by T. Ariza),57,53
241,3,8:33.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),,59,53
242,3,8:26.0,,T. Ariza misses 3-pt jump shot from 25 ft,59,53
243,3,8:25.0,Defensive rebound by L. Aldridge,,59,53
244,3,8:15.0,Turnover by P. Gasol (bad pass; steal by N. Hilário),,59,53
245,3,8:01.0,,J. Harden misses 3-pt jump shot from 27 ft,59,53
246,3,8:00.0,,Offensive rebound by P. Beverley,59,53
247,3,7:53.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by T. Ariza),59,56
248,3,7:37.0,Shooting foul by R. Anderson (drawn by L. Aldridge),,59,56
249,3,7:37.0,L. Aldridge makes free throw 1 of 2,,60,56
250,3,7:37.0,L. Aldridge makes free throw 2 of 2,,61,56
251,3,7:18.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),61,58
252,3,7:04.0,Turnover by K. Leonard (bad pass; steal by J. Harden),,61,58
253,3,6:58.0,,P. Beverley misses 2-pt layup from 2 ft,61,58
254,3,6:57.0,,Offensive rebound by P. Beverley,61,58
255,3,6:47.0,,J. Harden misses 3-pt jump shot from 26 ft,61,58
256,3,6:47.0,Defensive rebound by K. Leonard,,61,58
257,3,6:34.0,K. Leonard makes 2-pt jump shot from 20 ft,,63,58
258,3,6:22.0,,J. Harden makes 2-pt layup from 2 ft (assist by R. Anderson),63,60
259,3,6:22.0,,Shooting foul by P. Gasol (drawn by J. Harden),63,60
260,3,6:22.0,,E. Gordon enters the game for P. Beverley,63,60
261,3,6:22.0,,M. Harrell enters the game for N. Hilário,63,60
262,3,6:22.0,,J. Harden makes free throw 1 of 1,63,61
263,3,6:08.0,P. Gasol misses 2-pt jump shot from 19 ft,,63,61
264,3,6:07.0,,Defensive rebound by J. Harden,63,61
265,3,6:03.0,,Turnover by M. Harrell (bad pass; steal by T. Parker),63,61
266,3,5:51.0,D. Green misses 3-pt jump shot from 24 ft,,63,61
267,3,5:51.0,Offensive rebound by L. Aldridge,,63,61
268,3,5:50.0,L. Aldridge misses 2-pt layup from 2 ft (block by T. Ariza),,63,61
269,3,5:49.0,,Defensive rebound by R. Anderson,63,61
270,3,5:41.0,D. Lee enters the game for P. Gasol,,63,61
271,3,5:41.0,P. Mills enters the game for T. Parker,,63,61
272,3,5:25.0,,J. Harden misses 3-pt jump shot from 25 ft,63,61
273,3,5:25.0,Defensive rebound by D. Green,,63,61
274,3,5:20.0,D. Lee makes 2-pt dunk at rim (assist by D. Green),,65,61
275,3,5:10.0,,R. Anderson misses 2-pt layup from 2 ft,65,61
276,3,5:10.0,Defensive rebound by Team,,65,61
277,3,5:10.0,,S. Dekker enters the game for R. Anderson,65,61
278,3,4:50.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,67,61
279,3,4:34.0,,M. Harrell makes 2-pt dunk at rim (assist by E. Gordon),67,63
280,3,4:34.0,,Shooting foul by D. Lee (drawn by M. Harrell),67,63
281,3,4:34.0,,M. Harrell misses free throw 1 of 1,67,63
282,3,4:34.0,Defensive rebound by K. Leonard,,67,63
283,3,4:34.0,M. Ginóbili enters the game for D. Green,,67,63
284,3,4:18.0,Shooting foul by M. Harrell (drawn by L. Aldridge),,67,63
285,3,4:18.0,L. Aldridge makes free throw 1 of 2,,68,63
286,3,4:18.0,L. Aldridge makes free throw 2 of 2,,69,63
287,3,4:00.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by E. Gordon),69,66
288,3,3:45.0,K. Leonard misses 2-pt jump shot from 17 ft,,69,66
289,3,3:44.0,,Defensive rebound by M. Harrell,69,66
290,3,3:31.0,,Shooting foul by K. Leonard (drawn by J. Harden),69,66
291,3,3:31.0,,J. Harden makes free throw 1 of 3,69,67
292,3,3:31.0,,J. Harden makes free throw 2 of 3,69,68
293,3,3:31.0,,J. Harden makes free throw 3 of 3,69,69
294,3,3:15.0,K. Leonard misses 3-pt jump shot from 23 ft,,69,69
295,3,3:14.0,,Defensive rebound by E. Gordon,69,69
296,3,2:51.0,,J. Harden makes 2-pt layup from 2 ft,69,71
297,3,2:34.0,D. Lee misses 2-pt layup from 2 ft,,69,71
298,3,2:33.0,,Defensive rebound by S. Dekker,69,71
299,3,2:30.0,,Shooting foul by M. Ginóbili (drawn by S. Dekker),69,71
300,3,2:30.0,,Houston full timeout,69,71
301,3,2:30.0,,S. Dekker makes free throw 1 of 2,69,72
302,3,2:30.0,J. Simmons enters the game for K. Leonard,,69,71
303,3,2:30.0,,S. Dekker makes free throw 2 of 2,69,73
304,3,2:16.0,M. Ginóbili misses 2-pt layup from 3 ft,,69,73
305,3,2:14.0,,Defensive rebound by M. Harrell,69,73
306,3,2:06.0,,J. Harden misses 3-pt jump shot from 25 ft,69,73
307,3,2:05.0,Defensive rebound by J. Simmons,,69,73
308,3,1:46.0,J. Simmons misses 2-pt jump shot from 13 ft,,69,73
309,3,1:45.0,,Defensive rebound by Team,69,73
310,3,1:45.0,Violation by J. Simmons (kicked ball),,69,73
311,3,1:45.0,D. Dedmon enters the game for L. Aldridge,,69,73
312,3,1:32.0,,Turnover by E. Gordon (bad pass; steal by P. Mills),69,73
313,3,1:25.0,J. Simmons makes 2-pt layup from 2 ft (assist by P. Mills),,71,73
314,3,1:10.0,,Shooting foul by J. Simmons (drawn by J. Harden),71,73
315,3,1:10.0,,J. Harden makes free throw 1 of 3,71,74
316,3,1:10.0,,J. Harden makes free throw 2 of 3,71,75
317,3,1:10.0,,J. Harden makes free throw 3 of 3,71,76
318,3,0:53.0,Turnover by J. Simmons (lost ball; steal by T. Ariza),,71,76
319,3,0:43.0,,M. Harrell makes 2-pt layup from 3 ft (assist by J. Harden),71,78
320,3,0:28.0,M. Ginóbili misses 2-pt jump shot from 15 ft,,71,78
321,3,0:27.0,,Defensive rebound by M. Harrell,71,78
322,3,0:03.0,,J. Harden misses 3-pt jump shot from 26 ft,71,78
323,3,0:02.0,Defensive rebound by D. Lee,,71,78
324,4,11:49.0,Offensive foul by P. Mills (drawn by M. Harrell),,71,78
325,4,11:49.0,Turnover by P. Mills (offensive foul),,71,78
326,4,11:39.0,,Turnover by P. Beverley (back court),71,78
327,4,11:29.0,Turnover by J. Simmons (bad pass),,71,78
328,4,11:13.0,,E. Gordon misses 2-pt jump shot from 5 ft,71,78
329,4,11:12.0,,Offensive rebound by M. Harrell,71,78
330,4,11:11.0,,Shooting foul by J. Simmons (drawn by M. Harrell),71,78
331,4,11:11.0,,M. Harrell misses free throw 1 of 2,71,78
332,4,11:11.0,,Offensive rebound by Team,71,78
333,4,11:11.0,,M. Harrell makes free throw 2 of 2,71,79
334,4,10:55.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,74,79
335,4,10:39.0,,M. Harrell misses 2-pt jump shot from 19 ft,74,79
336,4,10:38.0,Defensive rebound by D. Lee,,74,79
337,4,10:31.0,Personal foul by R. Anderson (drawn by D. Dedmon),,74,79
338,4,10:31.0,D. Bertāns enters the game for D. Lee,,74,79
339,4,10:24.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,77,79
340,4,10:08.0,,Turnover by S. Dekker (lost ball; steal by M. Ginóbili),77,79
341,4,9:51.0,P. Mills makes 3-pt jump shot from 26 ft,,80,79
342,4,9:51.0,,Houston full timeout,80,79
343,4,9:51.0,D. Green enters the game for J. Simmons,,80,79
344,4,9:39.0,,Shooting foul by D. Green (drawn by E. Gordon),80,79
345,4,9:39.0,,E. Gordon makes free throw 1 of 2,80,80
346,4,9:39.0,,E. Gordon makes free throw 2 of 2,80,81
347,4,9:25.0,P. Mills misses 2-pt layup from 3 ft,,80,81
348,4,9:24.0,Offensive rebound by D. Dedmon,,80,81
349,4,9:20.0,P. Mills misses 3-pt jump shot from 23 ft,,80,81
350,4,9:18.0,Offensive rebound by D. Dedmon,,80,81
351,4,9:08.0,Offensive foul by D. Bertāns (drawn by P. Beverley),,80,81
352,4,9:08.0,Turnover by D. Bertāns (offensive foul),,80,81
353,4,8:51.0,,E. Gordon makes 2-pt layup from 2 ft,80,83
354,4,8:25.0,M. Ginóbili misses 2-pt jump shot from 21 ft,,80,83
355,4,8:24.0,,Defensive rebound by P. Beverley,80,83
356,4,8:10.0,,E. Gordon misses 3-pt jump shot from 27 ft,80,83
357,4,8:09.0,Defensive rebound by M. Ginóbili,,80,83
358,4,8:06.0,Turnover by M. Ginóbili (bad pass; steal by S. Dekker),,80,83
359,4,8:02.0,,Shooting foul by D. Dedmon (drawn by S. Dekker),80,83
360,4,8:02.0,,S. Dekker makes free throw 1 of 2,80,84
361,4,8:02.0,T. Parker enters the game for M. Ginóbili,,80,84
362,4,8:02.0,K. Leonard enters the game for P. Mills,,80,84
363,4,8:02.0,P. Gasol enters the game for D. Dedmon,,80,84
364,4,8:02.0,L. Aldridge enters the game for D. Bertāns,,80,84
365,4,8:02.0,,N. Hilário enters the game for M. Harrell,80,84
366,4,8:02.0,,S. Dekker makes free throw 2 of 2,80,85
367,4,7:42.0,T. Parker misses 2-pt jump shot from 5 ft (block by P. Beverley),,80,85
368,4,7:41.0,,Defensive rebound by P. Beverley,80,85
369,4,7:34.0,,Shooting foul by P. Gasol (drawn by E. Gordon),80,85
370,4,7:34.0,,E. Gordon makes free throw 1 of 2,80,86
371,4,7:34.0,San Antonio full timeout,,80,86
372,4,7:34.0,,E. Gordon makes free throw 2 of 2,80,87
373,4,7:16.0,Shooting foul by E. Gordon (drawn by K. Leonard),,80,87
374,4,7:16.0,K. Leonard makes free throw 1 of 2,,81,87
375,4,7:16.0,K. Leonard makes free throw 2 of 2,,82,87
376,4,6:59.0,,E. Gordon misses 3-pt jump shot from 26 ft,82,87
377,4,6:59.0,Defensive rebound by L. Aldridge,,82,87
378,4,6:40.0,L. Aldridge misses 2-pt jump shot from 20 ft,,82,87
379,4,6:40.0,,Defensive rebound by S. Dekker,82,87
380,4,6:19.0,,S. Dekker misses 3-pt jump shot from 25 ft,82,87
381,4,6:17.0,,Offensive rebound by N. Hilário,82,87
382,4,6:12.0,,E. Gordon makes 2-pt layup from 2 ft (assist by N. Hilário),82,89
383,4,5:59.0,Turnover by K. Leonard (lost ball),,82,89
384,4,5:59.0,,T. Ariza enters the game for S. Dekker,82,89
385,4,5:59.0,,J. Harden enters the game for E. Gordon,82,89
