,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
387,4,1:47.0,Offensive rebound by Team,,102,90
388,4,1:33.0,J. Wall misses 2-pt jump shot from 16 ft,,102,90
389,4,1:32.0,,Defensive rebound by A. Davis,102,90
390,4,1:27.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft (assist by T. Evans),102,92
391,4,1:05.0,B. Beal makes 3-pt jump shot from 26 ft,,105,92
392,4,0:56.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),105,94
393,4,0:42.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,107,94
394,4,0:31.0,,S. Hill misses 3-pt jump shot from 23 ft,107,94
395,4,0:30.0,Defensive rebound by M. Gortat,,107,94
396,4,0:07.0,Turnover by Team (shot clock),,107,94
