,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
276,3,6:34.0,,Defensive rebound by J. Embiid,63,53
277,3,6:22.0,,J. Embiid misses 2-pt jump shot from 12 ft,63,53
278,3,6:21.0,,Offensive rebound by R. Covington,63,53
279,3,6:20.0,,R. Covington misses 2-pt layup from 1 ft,63,53
280,3,6:19.0,Defensive rebound by S. Ibaka,,63,53
281,3,6:04.0,S. Ibaka misses 2-pt hook shot from 5 ft,,63,53
282,3,6:03.0,,Defensive rebound by R. Covington,63,53
283,3,5:56.0,,G. Henderson makes 2-pt layup from 1 ft (assist by S. Rodríguez),63,55
284,3,5:56.0,Orlando full timeout,,63,55
285,3,5:56.0,,J. Okafor enters the game for J. Embiid,63,55
286,3,5:39.0,A. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),,65,55
287,3,5:25.0,,Turnover by S. Rodríguez (bad pass; steal by E. Fournier),65,55
288,3,5:21.0,E. Fournier misses 2-pt layup from 1 ft,,65,55
289,3,5:19.0,Offensive rebound by S. Ibaka,,65,55
290,3,5:18.0,S. Ibaka makes 2-pt layup from 2 ft,,67,55
291,3,5:03.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,67,55
292,3,5:01.0,Defensive rebound by N. Vučević,,67,55
293,3,4:49.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,70,55
294,3,4:25.0,,J. Okafor makes 2-pt jump shot from 12 ft (assist by S. Rodríguez),70,57
295,3,3:59.0,D. Augustin makes 3-pt jump shot from 27 ft (assist by N. Vučević),,73,57
296,3,3:42.0,,S. Rodríguez misses 2-pt layup from 2 ft (block by N. Vučević),73,57
297,3,3:40.0,Defensive rebound by N. Vučević,,73,57
298,3,3:35.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by D. Augustin),,76,57
299,3,3:34.0,,Philadelphia full timeout,76,57
300,3,3:34.0,,T. McConnell enters the game for S. Rodríguez,76,57
301,3,3:34.0,,N. Stauskas enters the game for G. Henderson,76,57
302,3,3:34.0,E. Payton enters the game for E. Fournier,,76,57
303,3,3:34.0,,H. Thompson enters the game for R. Covington,76,57
304,3,3:20.0,,D. Šarić misses 2-pt jump shot from 18 ft,76,57
305,3,3:18.0,,Offensive rebound by J. Okafor,76,57
306,3,3:10.0,,Turnover by D. Šarić (lost ball; steal by S. Ibaka),76,57
307,3,2:57.0,A. Gordon misses 3-pt jump shot from 27 ft,,76,57
308,3,2:55.0,,Defensive rebound by Team,76,57
309,3,2:45.0,,J. Okafor makes 2-pt layup from 2 ft (assist by N. Stauskas),76,59
310,3,2:45.0,,Shooting foul by E. Payton (drawn by J. Okafor),76,59
311,3,2:45.0,,J. Okafor misses free throw 1 of 1,76,59
312,3,2:45.0,Defensive rebound by J. Green,,76,59
313,3,2:45.0,E. Fournier enters the game for D. Augustin,,76,59
314,3,2:45.0,B. Biyombo enters the game for S. Ibaka,,76,59
315,3,2:45.0,J. Green enters the game for A. Gordon,,76,59
316,3,2:18.0,B. Biyombo makes 2-pt layup from 2 ft (assist by E. Fournier),,78,59
317,3,2:08.0,,T. McConnell misses 3-pt jump shot from 27 ft,78,59
318,3,2:07.0,Defensive rebound by N. Vučević,,78,59
319,3,1:54.0,J. Green misses 2-pt jump shot from 12 ft,,78,59
320,3,1:53.0,,Defensive rebound by H. Thompson,78,59
321,3,1:34.0,,N. Stauskas misses 2-pt jump shot from 10 ft,78,59
322,3,1:33.0,Defensive rebound by J. Green,,78,59
323,3,1:22.0,N. Vučević misses 2-pt hook shot from 12 ft,,78,59
324,3,1:20.0,,Defensive rebound by J. Okafor,78,59
325,3,1:02.0,,N. Stauskas misses 3-pt jump shot from 26 ft,78,59
326,3,1:01.0,,Offensive rebound by J. Okafor,78,59
327,3,0:59.0,,J. Okafor makes 2-pt layup from 3 ft,78,61
328,3,0:45.0,E. Fournier makes 2-pt jump shot from 11 ft,,80,61
329,3,0:24.0,,H. Thompson misses 2-pt jump shot from 14 ft,80,61
330,3,0:23.0,Defensive rebound by N. Vučević,,80,61
331,3,0:17.0,E. Fournier makes 2-pt layup from 2 ft (assist by B. Biyombo),,82,61
332,3,0:03.0,,D. Šarić misses 3-pt jump shot from 26 ft,82,61
333,3,0:01.0,Defensive rebound by B. Biyombo,,82,61
334,4,11:43.0,,D. Šarić misses 3-pt jump shot from 26 ft,82,61
335,4,11:42.0,,Offensive rebound by H. Thompson,82,61
336,4,11:29.0,,Turnover by D. Šarić (traveling),82,61
337,4,11:09.0,Shooting foul by J. Embiid (drawn by J. Meeks),,82,61
338,4,11:09.0,J. Meeks makes free throw 1 of 2,,83,61
339,4,11:09.0,,J. Okafor enters the game for D. Šarić,83,61
340,4,11:09.0,J. Meeks makes free throw 2 of 2,,84,61
341,4,10:45.0,,H. Thompson makes 2-pt jump shot from 12 ft (assist by T. McConnell),84,63
342,4,10:27.0,J. Green makes 2-pt jump shot from 14 ft,,86,63
343,4,10:01.0,,N. Stauskas misses 2-pt jump shot from 16 ft,86,63
344,4,9:59.0,,Offensive rebound by J. Okafor,86,63
345,4,9:53.0,,H. Thompson misses 3-pt jump shot from 25 ft,86,63
346,4,9:52.0,Defensive rebound by B. Biyombo,,86,63
347,4,9:33.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by J. Green),,89,63
348,4,9:21.0,,Turnover by N. Stauskas (lost ball; steal by J. Meeks),89,63
349,4,9:17.0,J. Meeks makes 3-pt jump shot from 24 ft,,92,63
350,4,9:16.0,,Philadelphia full timeout,92,63
351,4,9:16.0,,R. Covington enters the game for N. Stauskas,92,63
352,4,9:07.0,,T. McConnell makes 2-pt layup from 2 ft,92,65
353,4,8:41.0,J. Green misses 2-pt jump shot from 17 ft,,92,65
354,4,8:40.0,Offensive rebound by B. Biyombo,,92,65
355,4,8:39.0,Shooting foul by J. Embiid (drawn by B. Biyombo),,92,65
356,4,8:39.0,B. Biyombo misses free throw 1 of 2,,92,65
357,4,8:39.0,Offensive rebound by Team,,92,65
358,4,8:39.0,B. Biyombo misses free throw 2 of 2,,92,65
359,4,8:39.0,,Defensive rebound by J. Embiid,92,65
360,4,8:29.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),92,68
361,4,8:07.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by E. Payton),,95,68
362,4,7:55.0,,J. Okafor makes 2-pt layup from 2 ft (assist by T. McConnell),95,70
363,4,7:45.0,Turnover by J. Meeks (lost ball; steal by H. Thompson),,95,70
364,4,7:30.0,,R. Covington misses 3-pt jump shot from 25 ft,95,70
365,4,7:28.0,Defensive rebound by B. Biyombo,,95,70
366,4,7:09.0,,Offensive charge foul by J. Green (drawn by R. Covington),95,70
367,4,7:09.0,Turnover by J. Green (offensive foul),,95,70
368,4,6:51.0,,Shooting foul by E. Payton (drawn by J. Embiid),95,70
369,4,6:51.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. McConnell),95,72
370,4,6:51.0,,J. Embiid makes free throw 1 of 1,95,73
371,4,6:29.0,Turnover by N. Vučević (lost ball; steal by R. Covington),,95,73
372,4,6:22.0,,Turnover by J. Okafor (bad pass; steal by J. Meeks),95,73
373,4,6:17.0,J. Meeks misses 2-pt layup from 3 ft (block by T. McConnell),,95,73
374,4,6:15.0,Offensive rebound by B. Biyombo,,95,73
375,4,6:13.0,J. Green makes 2-pt layup from 1 ft (assist by B. Biyombo),,97,73
376,4,6:11.0,,Philadelphia full timeout,97,73
377,4,6:11.0,C. Watson enters the game for B. Biyombo,,97,73
378,4,6:11.0,,T. Luwawu-Cabarrot enters the game for R. Covington,97,73
379,4,5:48.0,,H. Thompson misses 3-pt jump shot from 28 ft,97,73
380,4,5:46.0,,Offensive rebound by J. Okafor,97,73
381,4,5:46.0,Loose ball foul by J. Green (drawn by J. Okafor),,97,73
