,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:46.0,,L. Deng misses 2-pt jump shot from 17 ft,0,0
1,1,11:44.0,Defensive rebound by J. Nelson,,0,0
2,1,11:31.0,J. Nurkić misses 2-pt layup from 3 ft,,0,0
3,1,11:29.0,,Defensive rebound by T. Mozgov,0,0
4,1,11:23.0,,N. Young makes 2-pt layup from 1 ft (assist by D. Russell),0,2
5,1,11:12.0,J. Nurkić misses 2-pt jump shot from 3 ft,,0,2
6,1,11:08.0,,Defensive rebound by N. Young,0,2
7,1,11:03.0,,N. Young makes 2-pt jump shot from 15 ft,0,4
8,1,10:44.0,Turnover by G. Harris (step out of bounds),,0,4
9,1,10:21.0,,D. Russell misses 2-pt jump shot from 18 ft,0,4
10,1,10:18.0,Defensive rebound by G. Harris,,0,4
11,1,10:14.0,G. Harris misses 2-pt layup from 2 ft,,0,4
12,1,10:12.0,,Defensive rebound by D. Russell,0,4
13,1,10:04.0,,D. Russell misses 2-pt jump shot from 3 ft,0,4
14,1,10:01.0,Defensive rebound by K. Faried,,0,4
15,1,9:48.0,J. Nelson misses 2-pt jump shot from 17 ft,,0,4
16,1,9:47.0,,Defensive rebound by Team,0,4
17,1,9:47.0,Loose ball foul by J. Nurkić (drawn by T. Mozgov),,0,4
18,1,9:33.0,,L. Deng misses 3-pt jump shot from 25 ft,0,4
19,1,9:32.0,,Offensive rebound by T. Black,0,4
20,1,9:29.0,,T. Black makes 2-pt hook shot from 3 ft,0,6
21,1,9:16.0,K. Faried misses 2-pt jump shot from 4 ft (block by T. Mozgov),,0,6
22,1,9:13.0,,Defensive rebound by T. Mozgov,0,6
23,1,8:59.0,,D. Russell makes 2-pt jump shot from 5 ft,0,8
24,1,8:59.0,Denver full timeout,,0,8
25,1,8:47.0,G. Harris makes 2-pt jump shot from 20 ft (assist by D. Gallinari),,2,8
26,1,8:20.0,,L. Deng makes 2-pt jump shot from 3 ft (assist by D. Russell),2,10
27,1,8:03.0,K. Faried makes 2-pt layup from 2 ft (assist by J. Nurkić),,4,10
28,1,7:53.0,,D. Russell makes 2-pt jump shot from 13 ft,4,12
29,1,7:35.0,J. Nurkić misses 2-pt layup from 2 ft,,4,12
30,1,7:34.0,Offensive rebound by K. Faried,,4,12
31,1,7:34.0,Shooting foul by T. Black (drawn by K. Faried),,4,12
32,1,7:34.0,K. Faried makes free throw 1 of 2,,5,12
33,1,7:34.0,K. Faried makes free throw 2 of 2,,6,12
34,1,7:20.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),6,15
35,1,7:05.0,J. Nurkić misses 2-pt hook shot from 3 ft,,6,15
36,1,7:03.0,,Defensive rebound by T. Black,6,15
37,1,6:53.0,,N. Young misses 3-pt jump shot from 23 ft,6,15
38,1,6:52.0,Defensive rebound by K. Faried,,6,15
39,1,6:42.0,Turnover by D. Gallinari (lost ball; steal by T. Black),,6,15
40,1,6:36.0,,D. Russell misses 3-pt jump shot from 27 ft,6,15
