,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
166,2,7:07.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,43,43
167,2,7:06.0,,Offensive rebound by L. Scola,43,43
168,2,6:57.0,,Shooting foul by G. Dieng (drawn by B. Bogdanović),43,43
169,2,6:57.0,,B. Bogdanović makes free throw 1 of 2,43,44
170,2,6:57.0,A. Wiggins enters the game for S. Muhammad,,43,44
171,2,6:57.0,,S. Kilpatrick enters the game for R. Foye,43,44
172,2,6:57.0,,B. Lopez enters the game for L. Scola,43,44
173,2,6:57.0,,B. Bogdanović makes free throw 2 of 2,43,45
174,2,6:43.0,A. Wiggins misses 2-pt jump shot from 22 ft,,43,45
175,2,6:42.0,,Defensive rebound by T. Booker,43,45
176,2,6:34.0,,Turnover by B. Lopez (traveling),43,45
177,2,6:34.0,,J. Harris enters the game for B. Bogdanović,43,45
178,2,6:24.0,Offensive foul by G. Dieng (drawn by I. Whitehead),,43,45
179,2,6:24.0,Turnover by G. Dieng (offensive foul),,43,45
180,2,6:14.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by I. Whitehead),43,48
181,2,5:53.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by K. Towns),,46,48
182,2,5:42.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by I. Whitehead),46,51
183,2,5:23.0,K. Towns misses 3-pt jump shot from 25 ft,,46,51
184,2,5:22.0,Offensive rebound by A. Wiggins,,46,51
185,2,5:06.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Jones),,49,51
186,2,4:45.0,,S. Kilpatrick makes 2-pt jump shot from 19 ft,49,53
187,2,4:29.0,G. Dieng makes 2-pt hook shot from 5 ft (assist by T. Jones),,51,53
188,2,4:15.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by J. Harris),51,55
189,2,4:08.0,A. Wiggins misses 2-pt layup from 2 ft,,51,55
190,2,4:07.0,,Defensive rebound by T. Booker,51,55
191,2,4:03.0,,Shooting foul by K. Towns (drawn by T. Booker),51,55
192,2,4:03.0,,T. Booker makes 2-pt layup from 2 ft,51,57
193,2,4:03.0,,Brooklyn full timeout,51,57
194,2,4:03.0,,T. Booker misses free throw 1 of 1,51,57
195,2,4:03.0,C. Aldrich enters the game for G. Dieng,,51,57
196,2,4:03.0,,R. Hollis-Jefferson enters the game for I. Whitehead,51,57
197,2,4:02.0,Defensive rebound by K. Towns,,51,57
198,2,3:48.0,K. Towns makes 2-pt dunk at rim,,53,57
199,2,3:32.0,,T. Booker makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),53,59
200,2,3:06.0,T. Jones makes 3-pt jump shot from 24 ft (assist by K. Towns),,56,59
201,2,2:48.0,,Turnover by S. Kilpatrick (lost ball; steal by C. Aldrich),56,59
202,2,2:42.0,T. Jones misses 2-pt layup from 3 ft,,56,59
203,2,2:41.0,Offensive rebound by K. Towns,,56,59
204,2,2:40.0,K. Towns makes 2-pt dunk at rim,,58,59
205,2,2:26.0,,T. Booker misses 2-pt layup from 2 ft,58,59
206,2,2:26.0,Defensive rebound by Team,,58,59
207,2,2:26.0,Minnesota full timeout,,58,59
208,2,2:26.0,,L. Scola enters the game for T. Booker,58,59
209,2,2:07.0,Z. LaVine makes 2-pt jump shot from 22 ft (assist by K. Towns),,60,59
210,2,1:42.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),60,62
211,2,1:36.0,Turnover by C. Aldrich (lost ball),,60,62
212,2,1:23.0,,L. Scola makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),60,64
213,2,1:09.0,K. Towns misses 2-pt jump shot from 18 ft,,60,64
214,2,1:08.0,,Defensive rebound by J. Harris,60,64
215,2,1:00.0,,Turnover by B. Lopez (bad pass; steal by T. Jones),60,64
216,2,0:53.0,A. Wiggins makes 3-pt jump shot from 22 ft (assist by T. Jones),,63,64
217,2,0:38.0,,B. Lopez misses 3-pt jump shot from 24 ft,63,64
218,2,0:37.0,Defensive rebound by T. Jones,,63,64
219,2,0:29.0,Z. LaVine makes 2-pt jump shot from 8 ft,,65,64
220,2,0:18.0,,Shooting foul by C. Aldrich (drawn by B. Lopez),65,64
221,2,0:18.0,,B. Lopez makes free throw 1 of 2,65,65
222,2,0:18.0,,R. Foye enters the game for J. Harris,65,65
223,2,0:18.0,,I. Whitehead enters the game for S. Kilpatrick,65,65
224,2,0:18.0,,B. Lopez makes free throw 2 of 2,65,66
225,2,0:01.0,Z. LaVine misses 3-pt jump shot from 29 ft,,65,66
226,2,0:00.0,Offensive rebound by Team,,65,66
227,3,11:43.0,A. Wiggins misses 2-pt layup from 2 ft,,65,66
228,3,11:42.0,,Defensive rebound by T. Booker,65,66
229,3,11:23.0,,B. Lopez misses 2-pt layup from 3 ft,65,66
230,3,11:19.0,,Offensive rebound by Team,65,66
231,3,11:09.0,,Shooting foul by K. Towns (drawn by R. Hollis-Jefferson),65,66
232,3,11:09.0,,R. Hollis-Jefferson makes free throw 1 of 2,65,67
233,3,11:09.0,,R. Hollis-Jefferson makes free throw 2 of 2,65,68
234,3,10:53.0,K. Towns makes 2-pt hook shot from 6 ft,,67,68
235,3,10:38.0,,B. Lopez makes 2-pt jump shot from 7 ft,67,70
236,3,10:38.0,,Shooting foul by G. Dieng (drawn by B. Lopez),67,70
237,3,10:38.0,C. Aldrich enters the game for G. Dieng,,67,70
238,3,10:38.0,,B. Lopez makes free throw 1 of 1,67,71
239,3,10:25.0,K. Towns misses 3-pt jump shot from 25 ft,,67,71
240,3,10:24.0,,Defensive rebound by T. Booker,67,71
241,3,10:12.0,Violation by C. Aldrich (kicked ball),,67,71
242,3,10:03.0,,Turnover by B. Lopez (traveling),67,71
243,3,9:53.0,K. Towns misses 2-pt jump shot from 5 ft (block by B. Lopez),,67,71
244,3,9:52.0,Offensive rebound by Team,,67,71
245,3,9:40.0,A. Wiggins makes 3-pt jump shot from 28 ft,,70,71
246,3,9:24.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by I. Whitehead),70,74
247,3,9:08.0,Shooting foul by T. Booker (drawn by C. Aldrich),,70,74
248,3,9:08.0,C. Aldrich makes free throw 1 of 2,,71,74
249,3,9:08.0,C. Aldrich makes free throw 2 of 2,,72,74
250,3,8:53.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,72,74
251,3,8:52.0,,Offensive rebound by I. Whitehead,72,74
252,3,8:44.0,,Turnover by T. Booker (traveling),72,74
253,3,8:34.0,A. Wiggins misses 2-pt layup from 3 ft (block by B. Lopez),,72,74
254,3,8:32.0,,Defensive rebound by B. Lopez,72,74
255,3,8:28.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,72,74
256,3,8:25.0,Defensive rebound by C. Aldrich,,72,74
257,3,8:17.0,Offensive foul by K. Towns (drawn by B. Lopez),,72,74
258,3,8:17.0,Turnover by K. Towns (offensive foul),,72,74
259,3,8:17.0,,J. Hamilton enters the game for T. Booker,72,74
260,3,8:08.0,,I. Whitehead misses 3-pt jump shot from 25 ft,72,74
261,3,8:07.0,Defensive rebound by Team,,72,74
262,3,7:53.0,A. Wiggins misses 2-pt jump shot from 20 ft,,72,74
263,3,7:52.0,,Defensive rebound by I. Whitehead,72,74
264,3,7:43.0,,B. Lopez misses 3-pt jump shot from 24 ft,72,74
265,3,7:41.0,,Offensive rebound by I. Whitehead,72,74
266,3,7:39.0,,B. Lopez makes 2-pt dunk at rim (assist by I. Whitehead),72,76
267,3,7:18.0,K. Dunn misses 3-pt jump shot from 24 ft,,72,76
268,3,7:17.0,,Defensive rebound by B. Lopez,72,76
269,3,7:01.0,,Shooting foul by C. Aldrich (drawn by R. Hollis-Jefferson),72,76
270,3,7:01.0,,R. Hollis-Jefferson makes free throw 1 of 2,72,77
271,3,7:01.0,,J. Harris enters the game for B. Bogdanović,72,77
272,3,7:01.0,,R. Hollis-Jefferson makes free throw 2 of 2,72,78
273,3,6:48.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,75,78
274,3,6:31.0,,Turnover by B. Lopez (lost ball; steal by C. Aldrich),75,78
275,3,6:10.0,Z. LaVine misses 2-pt jump shot from 10 ft,,75,78
276,3,6:09.0,,Defensive rebound by J. Hamilton,75,78
277,3,5:59.0,,R. Hollis-Jefferson misses 2-pt layup at rim,75,78
278,3,5:58.0,Defensive rebound by K. Dunn,,75,78
279,3,5:54.0,,Offensive charge foul by K. Towns (drawn by I. Whitehead),75,78
280,3,5:54.0,Turnover by K. Towns (offensive foul),,75,78
281,3,5:54.0,,Brooklyn full timeout,75,78
282,3,5:54.0,N. Bjelica enters the game for K. Towns,,75,78
283,3,5:54.0,,S. Kilpatrick enters the game for I. Whitehead,75,78
284,3,5:43.0,,S. Kilpatrick makes 2-pt jump shot from 5 ft,75,80
285,3,5:22.0,A. Wiggins misses 2-pt jump shot from 4 ft (block by B. Lopez),,75,80
286,3,5:20.0,,Defensive rebound by R. Hollis-Jefferson,75,80
287,3,5:10.0,,T. Booker enters the game for B. Lopez,75,80
288,3,4:58.0,,T. Booker misses 2-pt jump shot from 19 ft,75,80
289,3,4:57.0,Defensive rebound by A. Wiggins,,75,80
290,3,4:45.0,A. Wiggins makes 2-pt jump shot from 18 ft,,77,80
291,3,4:31.0,,Turnover by S. Kilpatrick (bad pass; steal by K. Dunn),77,80
292,3,4:28.0,Personal foul by J. Harris (drawn by Z. LaVine),,77,80
293,3,4:28.0,Z. LaVine makes free throw 1 of 2,,78,80
294,3,4:28.0,Z. LaVine makes free throw 2 of 2,,79,80
295,3,4:06.0,,J. Harris makes 2-pt layup from 2 ft,79,82
296,3,3:45.0,Z. LaVine misses 2-pt jump shot from 13 ft,,79,82
297,3,3:44.0,,Defensive rebound by R. Hollis-Jefferson,79,82
298,3,3:24.0,,T. Booker makes 2-pt jump shot from 11 ft,79,84
299,3,3:13.0,Minnesota full timeout,,79,84
300,3,3:13.0,T. Jones enters the game for K. Dunn,,79,84
301,3,3:13.0,,R. Foye enters the game for R. Hollis-Jefferson,79,84
302,3,3:06.0,A. Wiggins misses 2-pt layup from 1 ft,,79,84
303,3,3:05.0,Offensive rebound by A. Wiggins,,79,84
304,3,3:04.0,A. Wiggins makes 2-pt layup from 2 ft,,81,84
305,3,2:53.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,81,84
306,3,2:51.0,Defensive rebound by Team,,81,84
307,3,2:51.0,S. Muhammad enters the game for Z. LaVine,,81,84
308,3,2:36.0,A. Wiggins misses 3-pt jump shot from 26 ft,,81,84
309,3,2:35.0,,Defensive rebound by S. Kilpatrick,81,84
310,3,2:31.0,Offensive charge foul by S. Kilpatrick (drawn by T. Jones),,81,84
311,3,2:31.0,,Turnover by S. Kilpatrick (offensive foul),81,84
312,3,2:12.0,A. Wiggins misses 2-pt dunk at rim,,81,84
313,3,2:11.0,,Defensive rebound by T. Booker,81,84
314,3,2:06.0,,T. Booker makes 2-pt layup from 2 ft,81,86
315,3,1:52.0,N. Bjelica misses 3-pt jump shot from 26 ft,,81,86
316,3,1:51.0,,Defensive rebound by J. Hamilton,81,86
317,3,1:35.0,,J. Harris misses 3-pt jump shot from 24 ft,81,86
318,3,1:34.0,Defensive rebound by C. Aldrich,,81,86
319,3,1:25.0,A. Wiggins makes 3-pt jump shot from 24 ft,,84,86
320,3,1:07.0,,T. Booker makes 2-pt layup from 1 ft,84,88
321,3,0:49.0,S. Muhammad misses 2-pt jump shot from 20 ft,,84,88
322,3,0:48.0,,Defensive rebound by S. Kilpatrick,84,88
323,3,0:35.0,,T. Booker misses 3-pt jump shot from 25 ft,84,88
324,3,0:34.0,Defensive rebound by A. Wiggins,,84,88
325,3,0:29.0,Turnover by T. Jones (bad pass),,84,88
326,3,0:29.0,,L. Scola enters the game for J. Hamilton,84,88
327,3,0:07.0,,R. Foye misses 3-pt jump shot from 25 ft,84,88
328,3,0:04.0,Defensive rebound by T. Jones,,84,88
329,3,0:02.0,Turnover by T. Jones (lost ball),,84,88
330,3,0:01.0,,Turnover by S. Kilpatrick (bad pass),84,88
331,3,0:01.0,,B. Lopez enters the game for J. Harris,84,88
332,3,0:00.0,Turnover by A. Wiggins (bad pass; steal by T. Booker),,84,88
333,4,11:56.0,,Turnover by R. Foye (bad pass; steal by T. Jones),84,88
334,4,11:52.0,T. Jones makes 2-pt layup from 3 ft,,86,88
335,4,11:35.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by L. Scola),86,90
336,4,11:17.0,A. Wiggins misses 2-pt jump shot from 12 ft,,86,90
337,4,11:16.0,,Defensive rebound by R. Foye,86,90
338,4,11:06.0,,Personal foul by C. Aldrich (drawn by L. Scola),86,90
339,4,11:06.0,K. Towns enters the game for C. Aldrich,,86,90
340,4,11:06.0,Z. LaVine enters the game for A. Wiggins,,86,90
341,4,11:06.0,G. Dieng enters the game for N. Bjelica,,86,90
342,4,10:54.0,,Turnover by I. Whitehead (bad pass),86,90
343,4,10:41.0,T. Jones makes 3-pt jump shot from 24 ft,,89,90
344,4,10:25.0,,I. Whitehead misses 2-pt layup from 2 ft (block by G. Dieng),89,90
345,4,10:24.0,,Offensive rebound by L. Scola,89,90
346,4,10:21.0,,L. Scola makes 2-pt layup from 1 ft,89,92
347,4,10:11.0,Shooting foul by L. Scola (drawn by G. Dieng),,89,92
348,4,10:11.0,G. Dieng makes free throw 1 of 2,,90,92
349,4,10:11.0,G. Dieng makes free throw 2 of 2,,91,92
350,4,10:02.0,,L. Scola misses 3-pt jump shot from 24 ft,91,92
351,4,10:00.0,,Offensive rebound by Team,91,92
352,4,10:00.0,,B. Bogdanović enters the game for R. Foye,91,92
353,4,9:54.0,,J. Harris makes 2-pt layup from 1 ft (assist by L. Scola),91,94
354,4,9:41.0,T. Jones misses 3-pt jump shot from 25 ft,,91,94
355,4,9:40.0,,Defensive rebound by J. Hamilton,91,94
356,4,9:21.0,,J. Hamilton makes 3-pt jump shot from 25 ft (assist by I. Whitehead),91,97
357,4,9:01.0,S. Muhammad misses 3-pt jump shot from 24 ft,,91,97
358,4,9:00.0,,Defensive rebound by I. Whitehead,91,97
359,4,8:56.0,,J. Harris misses 3-pt jump shot from 25 ft,91,97
360,4,8:55.0,,Offensive rebound by L. Scola,91,97
361,4,8:54.0,,Shooting foul by K. Towns (drawn by L. Scola),91,97
362,4,8:54.0,Official timeout,,91,97
363,4,8:54.0,,L. Scola misses free throw 1 of 2,91,97
364,4,8:54.0,,Offensive rebound by Team,91,97
365,4,8:54.0,A. Wiggins enters the game for K. Towns,,91,97
366,4,8:54.0,,L. Scola makes free throw 2 of 2,91,98
367,4,8:43.0,Shooting foul by L. Scola (drawn by A. Wiggins),,91,98
368,4,8:43.0,A. Wiggins makes free throw 1 of 2,,92,98
369,4,8:43.0,A. Wiggins makes free throw 2 of 2,,93,98
370,4,8:34.0,,J. Harris misses 3-pt jump shot from 26 ft,93,98
371,4,8:33.0,Defensive rebound by G. Dieng,,93,98
372,4,8:23.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,95,98
373,4,8:07.0,,L. Scola makes 2-pt layup from 1 ft,95,100
374,4,7:45.0,Z. LaVine makes 2-pt jump shot from 19 ft,,97,100
375,4,7:34.0,,Offensive foul by L. Scola (drawn by T. Jones),97,100
376,4,7:34.0,,Turnover by L. Scola (offensive foul),97,100
377,4,7:34.0,,B. Lopez enters the game for L. Scola,97,100
378,4,7:34.0,,S. Kilpatrick enters the game for J. Harris,97,100
