,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
14,1,10:05.0,Defensive rebound by M. Turner,,1,5
15,1,9:59.0,J. Teague makes 2-pt jump shot from 5 ft (assist by M. Ellis),,3,5
16,1,9:45.0,,Shooting foul by P. George (drawn by Z. Pachulia),3,5
17,1,9:45.0,,Z. Pachulia misses free throw 1 of 2,3,5
18,1,9:45.0,,Offensive rebound by Team,3,5
19,1,9:45.0,,Z. Pachulia makes free throw 2 of 2,3,6
20,1,9:25.0,M. Turner misses 2-pt jump shot from 20 ft,,3,6
21,1,9:24.0,,Defensive rebound by K. Durant,3,6
22,1,9:10.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),3,8
23,1,8:51.0,P. George makes 2-pt jump shot from 19 ft (assist by J. Teague),,5,8
24,1,8:43.0,,K. Durant misses 3-pt jump shot from 26 ft,5,8
25,1,8:41.0,Defensive rebound by T. Young,,5,8
26,1,8:34.0,Shooting foul by Z. Pachulia (drawn by J. Teague),,5,8
27,1,8:34.0,J. Teague makes free throw 1 of 2,,6,8
28,1,8:34.0,J. Teague makes free throw 2 of 2,,7,8
29,1,8:18.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),7,10
30,1,8:01.0,P. George makes 2-pt jump shot from 12 ft,,9,10
31,1,7:49.0,,K. Durant misses 2-pt jump shot from 10 ft,9,10
32,1,7:49.0,Defensive rebound by P. George,,9,10
33,1,7:37.0,P. George makes 2-pt jump shot from 18 ft (assist by J. Teague),,11,10
34,1,7:25.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),11,13
35,1,7:13.0,T. Young makes 2-pt jump shot from 7 ft (assist by J. Teague),,13,13
36,1,7:05.0,,K. Thompson misses 2-pt jump shot from 17 ft,13,13
37,1,7:03.0,,Offensive rebound by Z. Pachulia,13,13
38,1,6:57.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by D. Green),13,15
39,1,6:48.0,Turnover by M. Ellis (bad pass),,13,15
40,1,6:34.0,,K. Thompson makes 2-pt layup from 2 ft (assist by Z. Pachulia),13,17
41,1,6:19.0,Turnover by J. Teague (lost ball; steal by Z. Pachulia),,13,17
42,1,6:08.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),13,19
43,1,6:02.0,Indiana full timeout,,13,19
44,1,6:02.0,,A. Iguodala enters the game for K. Durant,13,19
45,1,5:46.0,M. Turner makes 2-pt jump shot from 16 ft (assist by J. Teague),,15,19
46,1,5:39.0,Violation by P. George (kicked ball),,15,19
47,1,5:39.0,R. Stuckey enters the game for M. Ellis,,15,19
48,1,5:33.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),15,21
49,1,5:16.0,M. Turner makes 2-pt layup from 3 ft (assist by R. Stuckey),,17,21
50,1,5:07.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),17,23
51,1,4:55.0,T. Young misses 3-pt jump shot from 24 ft,,17,23
52,1,4:55.0,,Defensive rebound by Z. Pachulia,17,23
53,1,4:45.0,,D. Green misses 3-pt jump shot from 25 ft,17,23
54,1,4:45.0,Defensive rebound by P. George,,17,23
55,1,4:38.0,Shooting foul by A. Iguodala (drawn by P. George),,17,23
56,1,4:38.0,P. George makes free throw 1 of 2,,18,23
57,1,4:38.0,A. Jefferson enters the game for M. Turner,,18,23
58,1,4:38.0,,J. McGee enters the game for Z. Pachulia,18,23
59,1,4:38.0,P. George makes free throw 2 of 2,,19,23
60,1,4:25.0,,K. Thompson misses 2-pt jump shot from 16 ft,19,23
61,1,4:23.0,,Offensive rebound by J. McGee,19,23
62,1,4:21.0,,K. Thompson misses 3-pt jump shot from 26 ft,19,23
63,1,4:19.0,Defensive rebound by R. Stuckey,,19,23
64,1,4:06.0,P. George misses 2-pt jump shot from 18 ft,,19,23
65,1,4:05.0,,Defensive rebound by S. Curry,19,23
66,1,4:00.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),19,25
67,1,3:39.0,J. Teague makes 2-pt jump shot from 6 ft (assist by P. George),,21,25
68,1,3:26.0,,K. Thompson misses 2-pt layup from 3 ft,21,25
69,1,3:25.0,,Offensive rebound by J. McGee,21,25
70,1,3:25.0,,J. McGee makes 2-pt layup from 1 ft,21,27
71,1,3:13.0,P. George misses 2-pt jump shot from 16 ft,,21,27
72,1,3:12.0,Offensive rebound by T. Young,,21,27
73,1,3:11.0,T. Young makes 2-pt layup from 3 ft,,23,27
74,1,3:04.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),23,29
75,1,2:52.0,J. Teague misses 2-pt jump shot from 10 ft,,23,29
76,1,2:50.0,Offensive rebound by A. Jefferson,,23,29
77,1,2:50.0,A. Jefferson misses 2-pt layup from 1 ft (block by J. McGee),,23,29
78,1,2:47.0,,Defensive rebound by S. Curry,23,29
79,1,2:45.0,,A. Iguodala makes 2-pt layup from 3 ft (assist by S. Curry),23,31
80,1,2:45.0,,Shooting foul by R. Stuckey (drawn by A. Iguodala),23,31
81,1,2:45.0,C. Miles enters the game for T. Young,,23,31
82,1,2:45.0,M. Ellis enters the game for J. Teague,,23,31
83,1,2:45.0,,I. Clark enters the game for K. Thompson,23,31
84,1,2:45.0,,A. Iguodala makes free throw 1 of 1,23,32
85,1,2:24.0,R. Stuckey misses 2-pt jump shot from 18 ft (block by I. Clark),,23,32
86,1,2:23.0,Offensive rebound by R. Stuckey,,23,32
87,1,2:22.0,R. Stuckey misses 2-pt jump shot from 12 ft,,23,32
88,1,2:19.0,,Defensive rebound by D. Green,23,32
89,1,2:12.0,,I. Clark makes 2-pt jump shot from 5 ft (assist by D. Green),23,34
90,1,1:53.0,A. Jefferson makes 2-pt layup from 1 ft (assist by C. Miles),,25,34
91,1,1:41.0,,S. Curry misses 2-pt jump shot from 4 ft,25,34
92,1,1:41.0,,Offensive rebound by J. McGee,25,34
93,1,1:41.0,,J. McGee makes 2-pt layup from 1 ft,25,36
94,1,1:23.0,Shooting foul by I. Clark (drawn by R. Stuckey),,25,36
95,1,1:23.0,R. Stuckey makes free throw 1 of 2,,26,36
96,1,1:23.0,,K. Durant enters the game for D. Green,25,36
97,1,1:23.0,G. Robinson enters the game for P. George,,26,36
