,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
0,1,11:46.0,E. İlyasova misses 2-pt jump shot from 16 ft,,0,0
1,1,11:44.0,,Defensive rebound by T. Luwawu-Cabarrot,0,0
2,1,11:37.0,,D. Šarić misses 3-pt jump shot from 25 ft,0,0
3,1,11:36.0,Defensive rebound by D. Howard,,0,0
4,1,11:18.0,T. Prince misses 2-pt jump shot from 7 ft,,0,0
5,1,11:17.0,Offensive rebound by D. Howard,,0,0
6,1,11:16.0,D. Howard misses 2-pt hook shot from 2 ft,,0,0
7,1,11:16.0,,Defensive rebound by Team,0,0
8,1,11:00.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by J. Anderson),0,3
9,1,10:42.0,D. Howard makes 2-pt jump shot from 19 ft,,2,3
10,1,10:15.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,2,3
11,1,10:14.0,Defensive rebound by D. Howard,,2,3
12,1,9:58.0,T. Hardaway misses 3-pt jump shot from 24 ft,,2,3
13,1,9:57.0,Offensive rebound by D. Howard,,2,3
14,1,9:50.0,D. Howard misses 2-pt layup from 3 ft,,2,3
15,1,9:48.0,Offensive rebound by D. Howard,,2,3
16,1,9:46.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by D. Howard),,5,3
17,1,9:27.0,,Turnover by J. Anderson (traveling),5,3
18,1,9:17.0,Turnover by E. İlyasova (bad pass; steal by R. Holmes),,5,3
19,1,9:12.0,,Turnover by T. McConnell (bad pass; steal by T. Prince),5,3
20,1,9:06.0,T. Hardaway misses 3-pt jump shot from 26 ft,,5,3
21,1,9:03.0,,Defensive rebound by D. Šarić,5,3
22,1,8:55.0,,R. Holmes misses 3-pt jump shot from 24 ft,5,3
23,1,8:54.0,Defensive rebound by D. Howard,,5,3
24,1,8:41.0,D. Howard makes 2-pt jump shot from 11 ft (assist by D. Schröder),,7,3
25,1,8:30.0,,D. Šarić misses 2-pt jump shot from 19 ft,7,3
26,1,8:28.0,,Offensive rebound by T. McConnell,7,3
27,1,8:26.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. McConnell),7,6
28,1,8:09.0,Personal block foul by T. McConnell (drawn by T. Prince),,7,6
29,1,8:03.0,D. Schröder misses 2-pt layup from 3 ft (block by D. Šarić),,7,6
30,1,8:03.0,Offensive rebound by Team,,7,6
31,1,8:00.0,E. İlyasova makes 2-pt jump shot from 10 ft (assist by T. Hardaway),,9,6
32,1,7:37.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,9,6
33,1,7:36.0,,Offensive rebound by T. Luwawu-Cabarrot,9,6
34,1,7:30.0,,D. Šarić makes 2-pt layup from 3 ft (assist by T. Luwawu-Cabarrot),9,8
35,1,7:16.0,Turnover by D. Schröder (bad pass; steal by T. McConnell),,9,8
36,1,7:13.0,,Turnover by T. McConnell (bad pass; steal by T. Prince),9,8
37,1,6:58.0,E. İlyasova makes 2-pt layup from 1 ft,,11,8
38,1,6:42.0,,R. Holmes misses 2-pt dunk at rim,11,8
39,1,6:40.0,Defensive rebound by T. Hardaway,,11,8
40,1,6:32.0,E. İlyasova misses 2-pt layup from 2 ft,,11,8
41,1,6:31.0,Offensive rebound by E. İlyasova,,11,8
42,1,6:30.0,E. İlyasova makes 2-pt layup at rim,,13,8
43,1,6:09.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),13,10
44,1,5:53.0,D. Schröder misses 2-pt jump shot from 13 ft,,13,10
45,1,5:52.0,Offensive rebound by D. Schröder,,13,10
46,1,5:49.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),,16,10
47,1,5:49.0,,Philadelphia full timeout,16,10
48,1,5:49.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,16,10
49,1,5:49.0,,G. Henderson enters the game for J. Anderson,16,10
50,1,5:49.0,K. Bazemore enters the game for T. Prince,,16,10
51,1,5:34.0,,G. Henderson misses 3-pt jump shot from 25 ft,16,10
52,1,5:33.0,Defensive rebound by K. Bazemore,,16,10
53,1,5:18.0,D. Howard misses 2-pt hook shot from 4 ft,,16,10
54,1,5:16.0,,Defensive rebound by G. Henderson,16,10
55,1,5:01.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by N. Stauskas),16,13
56,1,4:43.0,D. Howard makes 2-pt dunk at rim (assist by E. İlyasova),,18,13
57,1,4:17.0,,T. McConnell misses 3-pt jump shot from 26 ft,18,13
58,1,4:15.0,Defensive rebound by K. Bazemore,,18,13
59,1,4:04.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),,21,13
60,1,3:46.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),21,15
61,1,3:44.0,Atlanta full timeout,,21,15
62,1,3:44.0,,S. Long enters the game for R. Holmes,21,15
63,1,3:44.0,T. Prince enters the game for E. İlyasova,,21,15
64,1,3:44.0,K. Humphries enters the game for D. Howard,,21,15
65,1,3:44.0,M. Muscala enters the game for T. Hardaway,,21,15
66,1,3:44.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,21,15
67,1,3:44.0,,J. Anderson enters the game for T. McConnell,21,15
68,1,3:30.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Bazemore),,21,15
