,QUARTER,TIME_REMAINING,BOSTON_ACTION,DALLAS_ACTION,BOSTON_SCORE,DALLAS_SCORE
93,2,10:18.0,Defensive rebound by Team,,35,30
94,2,10:04.0,K. Olynyk misses 3-pt jump shot from 24 ft,,35,30
95,2,10:03.0,Offensive rebound by A. Johnson,,35,30
96,2,10:02.0,A. Johnson makes 2-pt layup from 2 ft,,37,30
97,2,9:49.0,,Personal foul by A. Johnson (drawn by D. Nowitzki),37,30
98,2,9:36.0,,D. Harris misses 2-pt jump shot from 19 ft,37,30
99,2,9:35.0,,Offensive rebound by D. Powell,37,30
100,2,9:32.0,,D. Harris misses 3-pt jump shot from 25 ft,37,30
101,2,9:30.0,Defensive rebound by K. Olynyk,,37,30
102,2,9:23.0,G. Green makes 3-pt jump shot from 25 ft,,40,30
103,2,9:22.0,,Dallas full timeout,40,30
104,2,9:10.0,,Personal block foul by M. Smart (drawn by D. Harris),40,30
105,2,8:58.0,,D. Nowitzki makes 2-pt jump shot from 9 ft (assist by S. Curry),40,32
106,2,8:38.0,G. Green makes 2-pt jump shot from 14 ft (assist by M. Smart),,42,32
107,2,8:27.0,,S. Curry makes 3-pt jump shot from 25 ft,42,35
108,2,8:06.0,G. Green makes 2-pt jump shot from 16 ft,,44,35
109,2,7:53.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,44,35
110,2,7:52.0,Defensive rebound by T. Rozier,,44,35
111,2,7:44.0,T. Rozier misses 2-pt jump shot from 15 ft,,44,35
112,2,7:43.0,,Defensive rebound by D. Harris,44,35
113,2,7:38.0,,Shooting block foul by T. Rozier (drawn by D. Harris),44,35
114,2,7:38.0,,D. Harris makes free throw 1 of 2,44,36
115,2,7:38.0,A. Horford enters the game for K. Olynyk,,44,36
116,2,7:38.0,,H. Barnes enters the game for D. Nowitzki,44,36
117,2,7:38.0,,W. Matthews enters the game for D. Finney-Smith,44,36
118,2,7:38.0,,D. Harris makes free throw 2 of 2,44,37
119,2,7:24.0,Turnover by A. Johnson (lost ball; steal by H. Barnes),,44,37
120,2,7:17.0,,Turnover by H. Barnes (bad pass; steal by M. Smart),44,37
121,2,7:14.0,Shooting foul by S. Curry (drawn by M. Smart),,44,37
122,2,7:14.0,M. Smart makes free throw 1 of 2,,45,37
123,2,7:14.0,M. Smart makes free throw 2 of 2,,46,37
124,2,6:49.0,,W. Matthews makes 2-pt jump shot from 20 ft,46,39
125,2,6:32.0,G. Green misses 3-pt jump shot from 23 ft,,46,39
126,2,6:31.0,,Defensive rebound by H. Barnes,46,39
127,2,6:20.0,,H. Barnes misses 2-pt hook shot from 6 ft,46,39
128,2,6:18.0,Defensive rebound by G. Green,,46,39
129,2,6:14.0,A. Horford makes 2-pt layup from 1 ft (assist by G. Green),,48,39
130,2,6:05.0,,Dallas full timeout,48,39
131,2,6:05.0,,D. Williams enters the game for S. Curry,48,39
132,2,6:05.0,,Y. Ferrell enters the game for D. Powell,48,39
133,2,6:05.0,,S. Mejri enters the game for D. Harris,48,39
134,2,6:05.0,I. Thomas enters the game for M. Smart,,48,39
135,2,5:57.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by Y. Ferrell),48,41
136,2,5:43.0,T. Rozier misses 2-pt jump shot from 5 ft,,48,41
137,2,5:42.0,,Defensive rebound by S. Mejri,48,41
138,2,5:33.0,,Turnover by D. Williams (bad pass; steal by A. Horford),48,41
139,2,5:26.0,I. Thomas misses 2-pt jump shot from 23 ft,,48,41
140,2,5:25.0,,Defensive rebound by S. Mejri,48,41
141,2,5:07.0,,H. Barnes misses 3-pt jump shot from 25 ft,48,41
142,2,5:06.0,Defensive rebound by T. Rozier,,48,41
143,2,4:55.0,G. Green makes 3-pt jump shot from 25 ft (assist by T. Rozier),,51,41
144,2,4:35.0,,Shooting foul by A. Johnson (drawn by H. Barnes),51,41
145,2,4:35.0,Official timeout,,51,41
146,2,4:35.0,,H. Barnes makes free throw 1 of 2,51,42
147,2,4:35.0,J. Crowder enters the game for A. Johnson,,51,41
148,2,4:35.0,K. Olynyk enters the game for T. Rozier,,51,41
149,2,4:35.0,,H. Barnes misses free throw 2 of 2,51,42
150,2,4:34.0,Defensive rebound by K. Olynyk,,51,42
151,2,4:20.0,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Horford),,53,42
152,2,4:06.0,,D. Williams makes 2-pt jump shot from 20 ft (assist by W. Matthews),53,44
153,2,3:44.0,G. Green misses 2-pt jump shot from 5 ft,,53,44
154,2,3:43.0,,Defensive rebound by S. Mejri,53,44
155,2,3:28.0,,W. Matthews misses 3-pt jump shot from 25 ft,53,44
156,2,3:27.0,,Offensive rebound by S. Mejri,53,44
157,2,3:22.0,,S. Mejri makes 2-pt jump shot from 4 ft,53,46
158,2,2:56.0,G. Green misses 2-pt jump shot from 14 ft,,53,46
159,2,2:55.0,,Defensive rebound by W. Matthews,53,46
160,2,2:47.0,,Turnover by D. Williams (back court),53,46
161,2,2:47.0,Boston full timeout,,53,46
162,2,2:47.0,M. Smart enters the game for G. Green,,53,46
163,2,2:28.0,J. Crowder misses 2-pt jump shot from 21 ft,,53,46
164,2,2:27.0,,Defensive rebound by S. Mejri,53,46
165,2,2:09.0,,W. Matthews misses 3-pt jump shot from 24 ft,53,46
166,2,2:07.0,,Offensive rebound by S. Mejri,53,46
167,2,1:48.0,,Y. Ferrell makes 2-pt layup from 1 ft (assist by W. Matthews),53,48
168,2,1:23.0,J. Crowder misses 2-pt jump shot from 19 ft,,53,48
169,2,1:22.0,,Defensive rebound by D. Williams,53,48
170,2,1:12.0,,H. Barnes makes 2-pt jump shot from 18 ft,53,50
171,2,0:58.0,M. Smart makes 2-pt hook shot from 2 ft (assist by I. Thomas),,55,50
172,2,0:36.0,,Offensive foul by D. Williams (drawn by M. Smart),55,50
173,2,0:36.0,,Turnover by D. Williams (offensive foul),55,50
174,2,0:36.0,,Technical foul by D. Williams,55,50
175,2,0:36.0,,Technical foul by D. Williams,55,50
176,2,0:36.0,I. Thomas misses technical free throw,,55,50
177,2,0:36.0,Offensive rebound by Team,,55,50
178,2,0:36.0,,S. Curry enters the game for D. Williams,55,50
179,2,0:36.0,I. Thomas makes technical free throw,,56,50
180,2,0:29.0,I. Thomas makes 2-pt layup from 2 ft,,58,50
181,2,0:08.0,,H. Barnes misses 2-pt hook shot from 7 ft,58,50
182,2,0:07.0,Defensive rebound by A. Horford,,58,50
183,2,0:01.0,Shooting block foul by Y. Ferrell (drawn by I. Thomas),,58,50
184,2,0:01.0,I. Thomas makes free throw 1 of 3,,59,50
185,2,0:01.0,I. Thomas makes free throw 2 of 3,,60,50
186,2,0:01.0,A. Johnson enters the game for K. Olynyk,,60,50
187,2,0:01.0,I. Thomas makes free throw 3 of 3,,61,50
188,2,0:00.0,,W. Matthews misses 3-pt jump shot from 66 ft (block by M. Smart),61,50
189,2,0:00.0,,Offensive rebound by Team,61,50
190,3,11:43.0,Violation by A. Horford (def goaltending),,61,50
191,3,11:43.0,,H. Barnes makes 2-pt jump shot from 5 ft,61,52
192,3,11:22.0,I. Thomas makes 2-pt jump shot from 23 ft,,63,52
193,3,11:07.0,,Turnover by Y. Ferrell (lost ball),63,52
194,3,10:55.0,J. Crowder misses 3-pt jump shot from 24 ft,,63,52
195,3,10:54.0,,Defensive rebound by S. Curry,63,52
196,3,10:43.0,,Shooting foul by J. Crowder (drawn by W. Matthews),63,52
197,3,10:43.0,,W. Matthews makes free throw 1 of 2,63,53
198,3,10:43.0,,W. Matthews makes free throw 2 of 2,63,54
199,3,10:26.0,M. Smart misses 2-pt jump shot from 11 ft,,63,54
200,3,10:24.0,,Defensive rebound by W. Matthews,63,54
201,3,10:16.0,,W. Matthews misses 2-pt jump shot from 13 ft,63,54
202,3,10:15.0,Defensive rebound by A. Johnson,,63,54
203,3,10:05.0,A. Horford misses 2-pt jump shot from 11 ft,,63,54
204,3,10:03.0,,Defensive rebound by H. Barnes,63,54
205,3,9:55.0,,Y. Ferrell makes 2-pt jump shot from 12 ft,63,56
206,3,9:34.0,M. Smart misses 3-pt jump shot from 24 ft,,63,56
207,3,9:32.0,,Defensive rebound by D. Nowitzki,63,56
208,3,9:28.0,,Personal foul by J. Crowder (drawn by D. Nowitzki),63,56
209,3,9:21.0,,Shooting foul by I. Thomas (drawn by Y. Ferrell),63,56
210,3,9:21.0,,Y. Ferrell makes free throw 1 of 2,63,57
211,3,9:21.0,,Y. Ferrell makes free throw 2 of 2,63,58
212,3,9:08.0,I. Thomas misses 3-pt jump shot from 24 ft,,63,58
213,3,9:07.0,,Defensive rebound by S. Curry,63,58
214,3,8:50.0,,Turnover by S. Curry (bad pass),63,58
215,3,8:36.0,I. Thomas makes 2-pt layup from 3 ft (assist by A. Horford),,65,58
216,3,8:19.0,,S. Curry makes 2-pt layup from 5 ft,65,60
217,3,8:01.0,A. Horford misses 2-pt jump shot from 17 ft,,65,60
218,3,8:01.0,Offensive rebound by A. Johnson,,65,60
219,3,7:59.0,A. Johnson makes 2-pt hook shot from 6 ft,,67,60
220,3,7:46.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),67,63
221,3,7:30.0,I. Thomas misses 3-pt jump shot from 25 ft,,67,63
222,3,7:29.0,,Defensive rebound by D. Nowitzki,67,63
223,3,7:23.0,,Shooting foul by J. Crowder (drawn by W. Matthews),67,63
224,3,7:23.0,,W. Matthews misses free throw 1 of 2,67,63
225,3,7:23.0,,Offensive rebound by Team,67,63
226,3,7:23.0,,W. Matthews misses free throw 2 of 2,67,63
227,3,7:22.0,Defensive rebound by M. Smart,,67,63
228,3,7:05.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Crowder),,70,63
229,3,7:03.0,,Dallas full timeout,70,63
230,3,6:47.0,,H. Barnes misses 2-pt jump shot from 8 ft,70,63
231,3,6:46.0,Defensive rebound by J. Crowder,,70,63
232,3,6:30.0,Shooting foul by S. Curry (drawn by M. Smart),,70,63
233,3,6:30.0,M. Smart makes free throw 1 of 2,,71,63
234,3,6:30.0,M. Smart makes free throw 2 of 2,,72,63
235,3,6:18.0,,Personal foul by A. Johnson (drawn by W. Matthews),72,63
236,3,6:18.0,,W. Matthews makes free throw 1 of 2,72,64
237,3,6:18.0,,W. Matthews misses free throw 2 of 2,72,64
238,3,6:17.0,Defensive rebound by A. Johnson,,72,64
239,3,6:06.0,Personal foul by Y. Ferrell (drawn by A. Johnson),,72,64
240,3,6:06.0,,D. Harris enters the game for Y. Ferrell,72,64
241,3,5:56.0,A. Horford makes 2-pt hook shot from 8 ft,,74,64
242,3,5:40.0,,Personal foul by A. Horford (drawn by H. Barnes),74,64
243,3,5:40.0,,H. Barnes makes free throw 1 of 2,74,65
244,3,5:40.0,K. Olynyk enters the game for A. Johnson,,74,65
245,3,5:40.0,,H. Barnes makes free throw 2 of 2,74,66
246,3,5:28.0,Turnover by K. Olynyk (bad pass; steal by S. Curry),,74,66
247,3,5:14.0,,Turnover by H. Barnes (bad pass; steal by M. Smart),74,66
248,3,5:09.0,I. Thomas misses 3-pt jump shot from 25 ft,,74,66
249,3,5:08.0,Offensive rebound by A. Horford,,74,66
250,3,5:06.0,A. Horford misses 2-pt layup from 2 ft,,74,66
251,3,5:05.0,,Defensive rebound by D. Nowitzki,74,66
252,3,5:01.0,,D. Harris makes 2-pt jump shot from 7 ft,74,68
253,3,5:01.0,,Shooting foul by M. Smart (drawn by D. Harris),74,68
254,3,5:01.0,,D. Harris misses free throw 1 of 1,74,68
255,3,5:01.0,T. Rozier enters the game for M. Smart,,74,68
256,3,5:01.0,,S. Mejri enters the game for D. Nowitzki,74,68
257,3,5:00.0,Defensive rebound by K. Olynyk,,74,68
258,3,4:46.0,Turnover by A. Horford (traveling),,74,68
259,3,4:35.0,,S. Curry misses 2-pt jump shot from 8 ft,74,68
260,3,4:33.0,Defensive rebound by Team,,74,68
261,3,4:16.0,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Rozier),,76,68
262,3,4:01.0,,W. Matthews makes 2-pt jump shot from 4 ft,76,70
263,3,3:45.0,I. Thomas misses 2-pt layup from 3 ft (block by H. Barnes),,76,70
264,3,3:44.0,,Defensive rebound by S. Curry,76,70
265,3,3:37.0,,Turnover by D. Harris (bad pass; steal by J. Crowder),76,70
266,3,3:34.0,J. Crowder makes 2-pt layup from 1 ft,,78,70
267,3,3:34.0,Shooting foul by W. Matthews (drawn by J. Crowder),,78,70
268,3,3:34.0,G. Green enters the game for I. Thomas,,78,70
269,3,3:34.0,J. Crowder makes free throw 1 of 1,,79,70
270,3,3:25.0,,Personal block foul by K. Olynyk (drawn by D. Harris),79,70
271,3,3:25.0,,D. Harris makes free throw 1 of 2,79,71
272,3,3:25.0,,D. Harris makes free throw 2 of 2,79,72
273,3,3:12.0,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Olynyk),,81,72
274,3,2:59.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Curry),81,75
275,3,2:37.0,G. Green misses 2-pt jump shot from 11 ft,,81,75
276,3,2:36.0,,Defensive rebound by S. Mejri,81,75
277,3,2:26.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),81,78
278,3,2:25.0,Boston full timeout,,81,78
279,3,2:25.0,J. Jerebko enters the game for J. Crowder,,81,78
280,3,2:25.0,M. Smart enters the game for A. Horford,,81,78
281,3,2:17.0,Offensive foul by K. Olynyk (drawn by W. Matthews),,81,78
282,3,2:17.0,Turnover by K. Olynyk (offensive foul),,81,78
283,3,2:10.0,,Personal foul by J. Jerebko (drawn by H. Barnes),81,78
284,3,2:10.0,,H. Barnes misses free throw 1 of 2,81,78
285,3,2:10.0,,Offensive rebound by Team,81,78
286,3,2:10.0,,Turnover by S. Mejri (lane violation.),81,78
287,3,1:53.0,Shooting foul by H. Barnes (drawn by K. Olynyk),,81,78
288,3,1:53.0,K. Olynyk makes free throw 1 of 2,,82,78
289,3,1:53.0,,D. Nowitzki enters the game for H. Barnes,82,78
290,3,1:53.0,K. Olynyk makes free throw 2 of 2,,83,78
291,3,1:35.0,,W. Matthews makes 2-pt layup from 1 ft (assist by S. Curry),83,80
292,3,1:21.0,M. Smart misses 3-pt jump shot from 25 ft,,83,80
293,3,1:20.0,,Defensive rebound by S. Mejri,83,80
294,3,1:16.0,,Personal foul by M. Smart (drawn by W. Matthews),83,80
295,3,1:16.0,,W. Matthews makes free throw 1 of 2,83,81
296,3,1:16.0,,W. Matthews makes free throw 2 of 2,83,82
297,3,1:01.0,J. Jerebko misses 3-pt jump shot from 24 ft,,83,82
298,3,1:00.0,Offensive rebound by K. Olynyk,,83,82
299,3,1:00.0,K. Olynyk misses 2-pt layup from 2 ft (block by S. Mejri),,83,82
300,3,0:59.0,Offensive rebound by Team,,83,82
301,3,0:49.0,Turnover by J. Jerebko (bad pass; steal by D. Nowitzki),,83,82
302,3,0:34.0,,D. Nowitzki misses 2-pt jump shot from 7 ft,83,82
303,3,0:33.0,,Offensive rebound by S. Mejri,83,82
304,3,0:32.0,A. Johnson enters the game for K. Olynyk,,83,82
305,3,0:24.0,,S. Curry misses 2-pt jump shot from 19 ft,83,82
306,3,0:22.0,,Offensive rebound by Team,83,82
307,3,0:22.0,J. Young enters the game for G. Green,,83,82
308,3,0:06.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,83,82
309,3,0:05.0,Defensive rebound by T. Rozier,,83,82
310,4,11:46.0,A. Johnson misses 2-pt hook shot from 7 ft,,83,82
311,4,11:45.0,,Defensive rebound by S. Mejri,83,82
312,4,11:33.0,,D. Harris misses 3-pt jump shot from 25 ft,83,82
313,4,11:32.0,Defensive rebound by A. Johnson,,83,82
314,4,11:22.0,Turnover by T. Rozier (bad pass; steal by D. Nowitzki),,83,82
315,4,11:15.0,,D. Harris misses 2-pt layup from 2 ft,83,82
316,4,11:14.0,Defensive rebound by J. Jerebko,,83,82
317,4,11:10.0,Turnover by M. Smart (bad pass; steal by S. Mejri),,83,82
318,4,11:09.0,,Personal take foul by J. Jerebko (drawn by D. Harris),83,82
319,4,11:09.0,K. Olynyk enters the game for A. Johnson,,83,82
320,4,10:56.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,83,82
321,4,10:55.0,Defensive rebound by M. Smart,,83,82
322,4,10:53.0,Personal foul by S. Mejri (drawn by M. Smart),,83,82
323,4,10:53.0,,D. Powell enters the game for S. Mejri,83,82
324,4,10:53.0,,Y. Ferrell enters the game for S. Curry,83,82
325,4,10:53.0,I. Thomas enters the game for T. Rozier,,83,82
326,4,10:43.0,Personal foul by D. Finney-Smith (drawn by M. Smart),,83,82
327,4,10:28.0,I. Thomas misses 3-pt jump shot from 27 ft,,83,82
328,4,10:26.0,,Defensive rebound by Y. Ferrell,83,82
329,4,10:14.0,,Personal foul by I. Thomas (drawn by D. Nowitzki),83,82
330,4,10:04.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,83,82
331,4,10:03.0,Defensive rebound by M. Smart,,83,82
332,4,10:00.0,I. Thomas makes 2-pt layup at rim (assist by M. Smart),,85,82
333,4,9:41.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by Y. Ferrell),85,84
334,4,9:25.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by I. Thomas),,88,84
335,4,9:15.0,,Personal foul by J. Jerebko (drawn by D. Nowitzki),88,84
336,4,9:02.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),88,87
337,4,8:50.0,K. Olynyk makes 2-pt layup from 1 ft,,90,87
338,4,8:32.0,,Turnover by D. Nowitzki (bad pass; steal by J. Young),90,87
339,4,8:24.0,I. Thomas misses 2-pt jump shot from 10 ft,,90,87
340,4,8:23.0,,Defensive rebound by D. Powell,90,87
341,4,8:10.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,90,87
342,4,8:09.0,Defensive rebound by J. Young,,90,87
343,4,7:57.0,Personal foul by D. Powell (drawn by M. Smart),,90,87
344,4,7:57.0,Official timeout,,90,87
345,4,7:57.0,,H. Barnes enters the game for D. Nowitzki,90,87
346,4,7:57.0,,W. Matthews enters the game for D. Harris,90,87
347,4,7:57.0,,S. Curry enters the game for D. Finney-Smith,90,87
348,4,7:48.0,I. Thomas misses 2-pt jump shot from 6 ft,,90,87
349,4,7:48.0,Offensive rebound by K. Olynyk,,90,87
350,4,7:48.0,,Loose ball foul by Y. Ferrell (drawn by K. Olynyk),90,87
351,4,7:48.0,A. Horford enters the game for J. Jerebko,,90,87
352,4,7:39.0,K. Olynyk misses 2-pt hook shot from 4 ft,,90,87
353,4,7:38.0,Offensive rebound by J. Young,,90,87
354,4,7:38.0,J. Young misses 2-pt dunk at rim,,90,87
355,4,7:37.0,Offensive rebound by J. Young,,90,87
356,4,7:25.0,M. Smart misses 3-pt jump shot from 27 ft,,90,87
357,4,7:24.0,,Defensive rebound by D. Powell,90,87
358,4,6:59.0,,Y. Ferrell misses 2-pt jump shot from 17 ft,90,87
359,4,6:58.0,Defensive rebound by I. Thomas,,90,87
360,4,6:53.0,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),,92,87
361,4,6:36.0,,H. Barnes misses 3-pt jump shot from 25 ft,92,87
362,4,6:35.0,Defensive rebound by Team,,92,87
363,4,6:22.0,A. Horford misses 3-pt jump shot from 25 ft,,92,87
364,4,6:21.0,,Defensive rebound by W. Matthews,92,87
365,4,6:14.0,,Personal foul by J. Young (drawn by W. Matthews),92,87
366,4,6:04.0,,S. Curry misses 3-pt jump shot from 26 ft,92,87
367,4,6:03.0,Defensive rebound by K. Olynyk,,92,87
368,4,5:54.0,,Dallas full timeout,92,87
369,4,5:52.0,J. Crowder enters the game for M. Smart,,92,87
370,4,5:42.0,I. Thomas makes 2-pt layup from 1 ft (assist by A. Horford),,94,87
371,4,5:21.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),94,89
372,4,5:03.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by I. Thomas),,97,89
373,4,4:48.0,,H. Barnes misses 2-pt jump shot from 13 ft,97,89
374,4,4:47.0,Defensive rebound by K. Olynyk,,97,89
375,4,4:32.0,I. Thomas makes 3-pt jump shot from 25 ft,,100,89
376,4,4:31.0,,Dallas full timeout,100,89
377,4,4:31.0,,D. Nowitzki enters the game for D. Powell,100,89
378,4,4:14.0,,D. Nowitzki makes 2-pt jump shot from 8 ft (assist by Y. Ferrell),100,91
379,4,4:14.0,,Shooting foul by K. Olynyk (drawn by D. Nowitzki),100,91
380,4,4:14.0,,D. Nowitzki makes free throw 1 of 1,100,92
381,4,4:01.0,J. Young makes 2-pt layup from 1 ft (assist by A. Horford),,102,92
382,4,3:46.0,,W. Matthews misses 2-pt jump shot from 4 ft,102,92
