,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
30,1,7:47.0,Defensive rebound by M. Williams,,13,9
31,1,7:35.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,,15,9
32,1,7:21.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by D. Booker),15,11
33,1,6:59.0,M. Williams misses 2-pt layup from 2 ft,,15,11
34,1,6:57.0,Offensive rebound by Team,,15,11
35,1,6:57.0,C. Zeller enters the game for M. Williams,,15,11
36,1,6:42.0,K. Walker makes 2-pt jump shot from 15 ft,,17,11
37,1,6:22.0,,Turnover by T. Warren (bad pass; steal by M. Kidd-Gilchrist),17,11
38,1,6:12.0,N. Batum makes 3-pt jump shot from 25 ft,,20,11
39,1,6:12.0,,Phoenix full timeout,20,11
40,1,6:12.0,,A. Williams enters the game for A. Len,20,11
41,1,6:03.0,,Shooting foul by K. Walker (drawn by E. Bledsoe),20,11
42,1,6:03.0,,E. Bledsoe misses free throw 1 of 3,20,11
43,1,6:03.0,,Offensive rebound by Team,20,11
44,1,6:03.0,,E. Bledsoe makes free throw 2 of 3,20,12
45,1,6:03.0,,E. Bledsoe makes free throw 3 of 3,20,13
46,1,5:51.0,Shooting foul by D. Booker (drawn by N. Batum),,20,13
47,1,5:51.0,N. Batum makes free throw 1 of 3,,21,13
48,1,5:51.0,N. Batum makes free throw 2 of 3,,22,13
49,1,5:51.0,N. Batum makes free throw 3 of 3,,23,13
50,1,5:38.0,,A. Williams makes 2-pt jump shot from 9 ft (assist by D. Booker),23,15
51,1,5:23.0,Turnover by N. Batum (bad pass),,23,15
52,1,5:10.0,,T. Warren misses 3-pt jump shot from 23 ft,23,15
53,1,5:10.0,Defensive rebound by K. Walker,,23,15
54,1,5:00.0,K. Walker misses 2-pt layup from 1 ft,,23,15
55,1,4:53.0,,Defensive rebound by A. Williams,23,15
56,1,4:50.0,,D. Booker misses 2-pt layup at rim,23,15
57,1,4:50.0,,Offensive rebound by T. Warren,23,15
58,1,4:50.0,,T. Warren makes 2-pt dunk at rim,23,17
59,1,4:37.0,F. Kaminsky misses 2-pt layup from 1 ft (block by A. Williams),,23,17
60,1,4:34.0,Offensive rebound by C. Zeller,,23,17
61,1,4:30.0,C. Zeller makes 2-pt layup from 1 ft,,25,17
62,1,4:10.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by D. Booker),25,20
63,1,3:49.0,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),,27,20
64,1,3:44.0,,Personal foul by C. Zeller (drawn by A. Williams),27,20
65,1,3:44.0,,D. Jones enters the game for T. Warren,27,20
66,1,3:44.0,M. Williams enters the game for M. Kidd-Gilchrist,,27,20
67,1,3:44.0,J. Lamb enters the game for F. Kaminsky,,27,20
68,1,3:39.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,27,20
69,1,3:39.0,,Offensive rebound by Team,27,20
70,1,3:30.0,,D. Booker misses 2-pt jump shot from 23 ft,27,20
71,1,3:30.0,Defensive rebound by K. Walker,,27,20
72,1,3:16.0,M. Williams misses 2-pt jump shot from 11 ft,,27,20
73,1,3:15.0,Offensive rebound by C. Zeller,,27,20
74,1,3:09.0,M. Williams makes 2-pt layup from 1 ft,,29,20
75,1,3:09.0,Shooting foul by A. Williams (drawn by M. Williams),,29,20
76,1,3:09.0,,T. Ulis enters the game for E. Bledsoe,29,20
77,1,3:09.0,B. Roberts enters the game for K. Walker,,29,20
78,1,3:09.0,M. Williams makes free throw 1 of 1,,30,20
79,1,2:53.0,,A. Williams makes 2-pt layup at rim (assist by D. Booker),30,22
80,1,2:29.0,N. Batum misses 2-pt jump shot from 16 ft,,30,22
81,1,2:28.0,,Defensive rebound by A. Williams,30,22
82,1,2:20.0,,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),30,24
83,1,2:03.0,N. Batum misses 3-pt jump shot from 26 ft,,30,24
84,1,2:03.0,,Defensive rebound by Team,30,24
85,1,2:03.0,M. Belinelli enters the game for N. Batum,,30,24
86,1,1:50.0,,D. Booker makes 2-pt jump shot from 6 ft,30,26
87,1,1:38.0,Turnover by B. Roberts (bad pass; steal by T. Ulis),,30,26
88,1,1:27.0,,J. Dudley misses 3-pt jump shot from 25 ft,30,26
89,1,1:26.0,Defensive rebound by B. Roberts,,30,26
90,1,1:17.0,Shooting foul by A. Williams (drawn by M. Williams),,30,26
91,1,1:17.0,M. Williams makes free throw 1 of 2,,31,26
92,1,1:17.0,M. Williams makes free throw 2 of 2,,32,26
93,1,1:04.0,,D. Jones makes 2-pt layup from 2 ft (assist by D. Booker),32,28
94,1,0:47.0,J. Lamb misses 2-pt jump shot from 18 ft,,32,28
95,1,0:45.0,,Defensive rebound by D. Booker,32,28
96,1,0:41.0,,Turnover by D. Booker (bad pass; steal by J. Lamb),32,28
97,1,0:26.0,Turnover by M. Williams (lost ball; steal by D. Jones),,32,28
98,1,0:22.0,,D. Booker misses 3-pt jump shot from 26 ft,32,28
99,1,0:20.0,Defensive rebound by J. Lamb,,32,28
100,1,0:00.0,M. Belinelli misses 3-pt jump shot from 27 ft,,32,28
101,1,0:00.0,Offensive rebound by Team,,32,28
102,2,11:46.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,32,28
103,2,11:45.0,,Defensive rebound by J. Dudley,32,28
104,2,11:29.0,,J. Dudley misses 3-pt jump shot from 26 ft,32,28
105,2,11:29.0,Defensive rebound by J. Lamb,,32,28
106,2,11:11.0,F. Kaminsky makes 2-pt hook shot from 3 ft,,34,28
107,2,10:58.0,,Turnover by L. Barbosa (bad pass; steal by F. Kaminsky),34,28
108,2,10:56.0,Turnover by F. Kaminsky (bad pass; steal by T. Ulis),,34,28
109,2,10:55.0,,T. Ulis makes 2-pt jump shot from 16 ft,34,30
110,2,10:40.0,Personal foul by J. Dudley (drawn by J. Lamb),,34,30
111,2,10:33.0,M. Belinelli makes 2-pt jump shot from 19 ft,,36,30
112,2,10:12.0,,A. Williams makes 2-pt layup from 2 ft (assist by L. Barbosa),36,32
113,2,10:07.0,Charlotte full timeout,,36,32
114,2,10:02.0,Shooting foul by L. Barbosa (drawn by B. Roberts),,36,32
115,2,10:02.0,B. Roberts makes free throw 1 of 3,,37,32
116,2,10:02.0,B. Roberts misses free throw 2 of 3,,37,32
117,2,10:02.0,Offensive rebound by Team,,37,32
118,2,10:02.0,B. Roberts makes free throw 3 of 3,,38,32
119,2,9:53.0,,Personal foul by M. Williams (drawn by J. Dudley),38,32
120,2,9:42.0,,L. Barbosa makes 3-pt jump shot from 24 ft (assist by T. Ulis),38,35
121,2,9:13.0,M. Williams misses 2-pt jump shot from 13 ft,,38,35
122,2,9:10.0,,Defensive rebound by Team,38,35
123,2,9:10.0,M. Kidd-Gilchrist enters the game for M. Williams,,38,35
124,2,8:57.0,,L. Barbosa misses 3-pt jump shot from 24 ft,38,35
125,2,8:57.0,Defensive rebound by F. Kaminsky,,38,35
126,2,8:38.0,B. Roberts misses 3-pt jump shot from 25 ft,,38,35
127,2,8:37.0,Offensive rebound by M. Kidd-Gilchrist,,38,35
128,2,8:32.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,38,35
129,2,8:32.0,,Defensive rebound by A. Williams,38,35
130,2,8:22.0,,T. Ulis makes 2-pt jump shot from 13 ft,38,37
131,2,8:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,38,37
132,2,8:00.0,,Defensive rebound by L. Barbosa,38,37
133,2,7:56.0,Offensive charge foul by L. Barbosa (drawn by B. Roberts),,38,37
134,2,7:56.0,,Turnover by L. Barbosa (offensive foul),38,37
135,2,7:56.0,,M. Chriss enters the game for A. Williams,38,37
136,2,7:56.0,N. Batum enters the game for F. Kaminsky,,38,37
137,2,7:56.0,K. Walker enters the game for J. Lamb,,38,37
138,2,7:56.0,C. Zeller enters the game for B. Roberts,,38,37
139,2,7:42.0,K. Walker makes 2-pt layup from 2 ft (assist by C. Zeller),,40,37
140,2,7:27.0,,M. Chriss makes 2-pt layup from 1 ft (assist by J. Dudley),40,39
141,2,7:12.0,C. Zeller misses 2-pt jump shot from 3 ft,,40,39
142,2,7:10.0,Offensive rebound by M. Kidd-Gilchrist,,40,39
143,2,7:05.0,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,,40,39
144,2,7:03.0,Offensive rebound by M. Kidd-Gilchrist,,40,39
145,2,7:00.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,42,39
146,2,6:51.0,,L. Barbosa misses 3-pt jump shot from 22 ft,42,39
147,2,6:49.0,Defensive rebound by N. Batum,,42,39
148,2,6:41.0,Shooting foul by D. Jones (drawn by K. Walker),,42,39
149,2,6:41.0,K. Walker makes 2-pt layup from 2 ft,,44,39
150,2,6:41.0,,T. Warren enters the game for J. Dudley,44,39
151,2,6:41.0,K. Walker makes free throw 1 of 1,,45,39
152,2,6:32.0,,T. Ulis misses 2-pt jump shot from 21 ft,45,39
153,2,6:30.0,Defensive rebound by C. Zeller,,45,39
154,2,6:23.0,N. Batum misses 2-pt jump shot from 15 ft,,45,39
155,2,6:20.0,Offensive rebound by M. Kidd-Gilchrist,,45,39
156,2,6:09.0,Shooting foul by L. Barbosa (drawn by M. Belinelli),,45,39
157,2,6:09.0,M. Belinelli makes free throw 1 of 2,,46,39
158,2,6:09.0,,D. Booker enters the game for T. Ulis,46,39
159,2,6:09.0,,E. Bledsoe enters the game for D. Jones,46,39
160,2,6:09.0,M. Belinelli makes free throw 2 of 2,,47,39
161,2,5:46.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),47,42
162,2,5:32.0,K. Walker makes 3-pt jump shot from 25 ft,,50,42
163,2,5:14.0,,L. Barbosa misses 3-pt jump shot from 25 ft,50,42
164,2,5:13.0,Defensive rebound by N. Batum,,50,42
165,2,5:05.0,K. Walker misses 2-pt layup from 1 ft,,50,42
166,2,5:05.0,,Defensive rebound by E. Bledsoe,50,42
167,2,5:01.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Booker),50,44
168,2,5:01.0,,Shooting foul by M. Kidd-Gilchrist (drawn by L. Barbosa),50,44
169,2,5:01.0,Official timeout,,50,44
170,2,5:01.0,F. Kaminsky enters the game for C. Zeller,,50,44
171,2,5:01.0,,L. Barbosa makes free throw 1 of 1,50,45
172,2,4:40.0,N. Batum misses 2-pt jump shot from 12 ft,,50,45
173,2,4:39.0,,Defensive rebound by T. Warren,50,45
174,2,4:34.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,50,47
175,2,4:34.0,,Shooting foul by M. Kidd-Gilchrist (drawn by E. Bledsoe),50,47
176,2,4:34.0,,E. Bledsoe makes free throw 1 of 1,50,48
177,2,4:17.0,N. Batum misses 3-pt jump shot from 26 ft,,50,48
178,2,4:15.0,,Defensive rebound by T. Warren,50,48
179,2,4:06.0,,D. Booker makes 2-pt layup from 2 ft (assist by E. Bledsoe),50,50
180,2,3:59.0,Charlotte full timeout,,50,50
181,2,3:59.0,M. Williams enters the game for M. Kidd-Gilchrist,,50,50
182,2,3:40.0,K. Walker misses 3-pt jump shot from 23 ft,,50,50
183,2,3:40.0,Offensive rebound by M. Williams,,50,50
184,2,3:34.0,Turnover by M. Belinelli (lost ball),,50,50
185,2,3:22.0,,L. Barbosa makes 2-pt jump shot from 4 ft (assist by D. Booker),50,52
186,2,3:09.0,Shooting foul by M. Chriss (drawn by K. Walker),,50,52
187,2,3:09.0,K. Walker makes free throw 1 of 2,,51,52
188,2,3:09.0,K. Walker misses free throw 2 of 2,,51,52
189,2,3:08.0,,Defensive rebound by T. Warren,51,52
190,2,2:50.0,,Personal foul by N. Batum (drawn by D. Booker),51,52
191,2,2:37.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),51,55
192,2,2:17.0,M. Belinelli makes 2-pt jump shot from 22 ft (assist by K. Walker),,53,55
193,2,2:02.0,,D. Booker misses 2-pt jump shot from 19 ft,53,55
194,2,2:01.0,Defensive rebound by K. Walker,,53,55
195,2,1:54.0,K. Walker misses 2-pt layup from 2 ft,,53,55
196,2,1:54.0,,Defensive rebound by D. Booker,53,55
197,2,1:49.0,,Shooting block foul by F. Kaminsky (drawn by D. Booker),53,55
198,2,1:49.0,,D. Booker makes free throw 1 of 2,53,56
199,2,1:49.0,,D. Booker makes free throw 2 of 2,53,57
200,2,1:32.0,F. Kaminsky makes 2-pt hook shot from 4 ft (assist by N. Batum),,55,57
201,2,1:16.0,,M. Chriss makes 2-pt layup from 2 ft (assist by E. Bledsoe),55,59
202,2,0:58.0,Inbound foul by M. Chriss,,55,59
203,2,0:58.0,M. Belinelli makes free throw 1 of 1,,56,59
204,2,0:49.0,K. Walker misses 3-pt jump shot from 25 ft (block by E. Bledsoe),,56,59
205,2,0:48.0,,Defensive rebound by M. Chriss,56,59
206,2,0:38.0,,L. Barbosa makes 2-pt layup from 1 ft,56,61
207,2,0:26.0,K. Walker makes 2-pt layup from 2 ft,,58,61
208,2,0:06.0,,Turnover by E. Bledsoe (bad pass; steal by M. Williams),58,61
209,2,0:00.0,K. Walker misses 3-pt jump shot from 25 ft,,58,61
210,2,0:00.0,Offensive rebound by Team,,58,61
211,3,11:49.0,N. Batum makes 2-pt jump shot from 15 ft,,60,61
212,3,11:49.0,Shooting foul by D. Booker (drawn by N. Batum),,60,61
213,3,11:49.0,N. Batum makes free throw 1 of 1,,61,61
214,3,11:32.0,,Shooting foul by K. Walker (drawn by E. Bledsoe),61,61
215,3,11:32.0,,E. Bledsoe makes free throw 1 of 2,61,62
216,3,11:32.0,,E. Bledsoe makes free throw 2 of 2,61,63
217,3,11:15.0,Turnover by N. Batum (bad pass; steal by E. Bledsoe),,61,63
218,3,11:09.0,,T. Warren makes 2-pt layup from 2 ft (assist by E. Bledsoe),61,65
219,3,10:47.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),,63,65
220,3,10:30.0,,M. Chriss misses 2-pt jump shot from 12 ft,63,65
221,3,10:29.0,,Offensive rebound by T. Warren,63,65
222,3,10:26.0,,T. Warren makes 2-pt layup from 1 ft,63,67
223,3,10:14.0,F. Kaminsky makes 2-pt jump shot from 12 ft (assist by K. Walker),,65,67
224,3,9:58.0,,Turnover by D. Booker (bad pass; steal by K. Walker),65,67
225,3,9:52.0,K. Walker makes 2-pt layup from 2 ft,,67,67
226,3,9:35.0,,Shooting foul by F. Kaminsky (drawn by E. Bledsoe),67,67
227,3,9:35.0,,E. Bledsoe makes free throw 1 of 2,67,68
228,3,9:35.0,,E. Bledsoe makes free throw 2 of 2,67,69
229,3,9:19.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,70,69
230,3,9:11.0,,Shooting foul by F. Kaminsky (drawn by M. Chriss),70,69
231,3,9:11.0,,M. Chriss makes free throw 1 of 2,70,70
232,3,9:11.0,,M. Chriss makes free throw 2 of 2,70,71
233,3,8:54.0,N. Batum misses 3-pt jump shot from 25 ft,,70,71
234,3,8:54.0,,Defensive rebound by A. Len,70,71
235,3,8:38.0,,A. Len makes 2-pt dunk at rim,70,73
236,3,8:27.0,Personal foul by M. Chriss (drawn by N. Batum),,70,73
237,3,8:16.0,K. Walker misses 2-pt layup from 2 ft,,70,73
238,3,8:14.0,,Defensive rebound by T. Warren,70,73
239,3,8:09.0,,T. Warren makes 2-pt layup from 2 ft,70,75
240,3,7:52.0,F. Kaminsky misses 2-pt jump shot from 3 ft,,70,75
241,3,7:52.0,,Defensive rebound by T. Warren,70,75
242,3,7:44.0,,M. Chriss makes 3-pt jump shot from 22 ft (assist by D. Booker),70,78
243,3,7:44.0,Charlotte full timeout,,70,78
244,3,7:44.0,C. Zeller enters the game for M. Williams,,70,78
245,3,7:35.0,K. Walker misses 3-pt jump shot from 25 ft,,70,78
246,3,7:34.0,,Defensive rebound by E. Bledsoe,70,78
247,3,7:15.0,,A. Len makes 2-pt hook shot from 4 ft,70,80
248,3,7:03.0,K. Walker makes 2-pt jump shot from 16 ft,,72,80
249,3,7:03.0,Shooting foul by E. Bledsoe (drawn by K. Walker),,72,80
250,3,7:03.0,K. Walker makes free throw 1 of 1,,73,80
251,3,6:48.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by D. Booker),73,82
252,3,6:48.0,,Away from play foul by C. Zeller (drawn by A. Len),73,82
253,3,6:48.0,,A. Len makes free throw 1 of 1,73,83
254,3,6:37.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,73,83
255,3,6:35.0,,Defensive rebound by A. Len,73,83
256,3,6:23.0,,Turnover by E. Bledsoe (bad pass; steal by M. Kidd-Gilchrist),73,83
257,3,6:19.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by D. Booker),73,83
258,3,6:19.0,Turnover by M. Kidd-Gilchrist (offensive foul),,73,83
259,3,6:04.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),73,85
260,3,5:44.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by C. Zeller),,75,85
261,3,5:27.0,,M. Chriss misses 3-pt jump shot from 26 ft,75,85
262,3,5:26.0,Defensive rebound by C. Zeller,,75,85
263,3,5:16.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,78,85
264,3,5:12.0,,Phoenix full timeout,78,85
265,3,5:05.0,,Turnover by D. Booker (bad pass; steal by F. Kaminsky),78,85
266,3,4:54.0,Turnover by N. Batum (bad pass),,78,85
267,3,4:44.0,,D. Booker misses 2-pt jump shot from 19 ft,78,85
268,3,4:43.0,Defensive rebound by C. Zeller,,78,85
269,3,4:26.0,Shooting foul by A. Len (drawn by M. Kidd-Gilchrist),,78,85
270,3,4:26.0,M. Kidd-Gilchrist misses free throw 1 of 2,,78,85
271,3,4:26.0,Offensive rebound by Team,,78,85
272,3,4:26.0,M. Kidd-Gilchrist makes free throw 2 of 2,,79,85
273,3,4:06.0,,D. Booker makes 2-pt jump shot from 12 ft,79,87
274,3,3:48.0,N. Batum makes 3-pt jump shot from 26 ft (assist by C. Zeller),,82,87
275,3,3:25.0,,D. Booker misses 3-pt jump shot from 25 ft,82,87
276,3,3:24.0,Defensive rebound by M. Kidd-Gilchrist,,82,87
277,3,3:17.0,N. Batum misses 3-pt jump shot from 25 ft,,82,87
278,3,3:16.0,,Defensive rebound by A. Len,82,87
279,3,3:03.0,,Turnover by E. Bledsoe (bad pass; steal by C. Zeller),82,87
280,3,2:53.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,85,87
281,3,2:36.0,,Turnover by D. Booker (lost ball; steal by M. Kidd-Gilchrist),85,87
282,3,2:26.0,K. Walker misses 3-pt jump shot from 25 ft,,85,87
283,3,2:26.0,,Defensive rebound by E. Bledsoe,85,87
284,3,2:17.0,,T. Warren misses 2-pt jump shot from 18 ft,85,87
285,3,2:17.0,Defensive rebound by K. Walker,,85,87
286,3,2:04.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,85,87
287,3,2:04.0,,Defensive rebound by Team,85,87
288,3,2:04.0,,T. Ulis enters the game for M. Chriss,85,87
289,3,2:04.0,,A. Williams enters the game for A. Len,85,87
290,3,1:59.0,J. Lamb enters the game for M. Kidd-Gilchrist,,85,87
291,3,1:59.0,M. Williams enters the game for F. Kaminsky,,85,87
292,3,1:59.0,M. Belinelli enters the game for N. Batum,,85,87
293,3,1:59.0,,M. Chriss enters the game for E. Bledsoe,85,87
294,3,1:51.0,,T. Warren misses 2-pt hook shot from 8 ft,85,87
295,3,1:50.0,Defensive rebound by J. Lamb,,85,87
296,3,1:37.0,K. Walker misses 2-pt jump shot from 12 ft,,85,87
297,3,1:35.0,,Defensive rebound by D. Booker,85,87
298,3,1:27.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Chriss),85,89
299,3,1:12.0,C. Zeller misses 2-pt jump shot from 19 ft,,85,89
300,3,1:11.0,,Defensive rebound by D. Booker,85,89
301,3,1:04.0,,Personal foul by M. Williams (drawn by A. Williams),85,89
302,3,1:04.0,,A. Williams misses free throw 1 of 2,85,89
303,3,1:04.0,,Offensive rebound by Team,85,89
304,3,1:04.0,,J. Dudley enters the game for M. Chriss,85,89
305,3,1:04.0,,A. Williams makes free throw 2 of 2,85,90
306,3,0:48.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,88,90
307,3,0:37.0,,A. Williams misses 2-pt jump shot from 7 ft,88,90
308,3,0:37.0,,Offensive rebound by T. Warren,88,90
309,3,0:37.0,,T. Warren makes 2-pt layup from 2 ft,88,92
310,3,0:22.0,M. Belinelli misses 2-pt jump shot from 16 ft (block by T. Warren),,88,92
311,3,0:21.0,,Defensive rebound by D. Booker,88,92
312,3,0:19.0,,Shooting block foul by K. Walker (drawn by D. Booker),88,92
313,3,0:19.0,Technical foul by K. Walker,,88,92
314,3,0:19.0,,D. Booker misses technical free throw,88,92
315,3,0:19.0,,Offensive rebound by Team,88,92
316,3,0:19.0,,D. Booker makes free throw 1 of 2,88,93
317,3,0:19.0,,D. Booker makes free throw 2 of 2,88,94
318,3,0:00.0,Shooting foul by D. Booker (drawn by M. Williams),,88,94
319,3,0:00.0,M. Williams makes free throw 1 of 3,,89,94
320,3,0:00.0,M. Williams makes free throw 2 of 3,,90,94
321,3,0:00.0,M. Williams makes free throw 3 of 3,,91,94
322,4,11:46.0,,J. Dudley misses 2-pt jump shot from 19 ft,91,94
323,4,11:46.0,Defensive rebound by B. Roberts,,91,94
324,4,11:33.0,Shooting foul by J. Dudley (drawn by J. Lamb),,91,94
325,4,11:33.0,J. Lamb makes free throw 1 of 2,,92,94
326,4,11:33.0,J. Lamb makes free throw 2 of 2,,93,94
327,4,11:20.0,,L. Barbosa makes 2-pt jump shot from 17 ft,93,96
328,4,11:00.0,B. Roberts misses 2-pt jump shot from 10 ft (block by J. Dudley),,93,96
329,4,11:00.0,Offensive rebound by Team,,93,96
330,4,10:54.0,J. Lamb makes 2-pt layup from 1 ft,,95,96
331,4,10:48.0,,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),95,98
332,4,10:29.0,J. Lamb misses 2-pt layup from 2 ft (block by D. Jones),,95,98
333,4,10:29.0,Offensive rebound by Team,,95,98
334,4,10:18.0,M. Williams misses 2-pt jump shot from 13 ft,,95,98
335,4,10:17.0,,Defensive rebound by A. Williams,95,98
336,4,10:12.0,,Shooting foul by B. Roberts (drawn by T. Ulis),95,98
337,4,10:12.0,,T. Ulis makes free throw 1 of 2,95,99
338,4,10:12.0,,T. Ulis makes free throw 2 of 2,95,100
339,4,9:58.0,F. Kaminsky misses 2-pt layup from 2 ft,,95,100
340,4,9:57.0,,Defensive rebound by L. Barbosa,95,100
341,4,9:48.0,,D. Jones misses 2-pt layup from 1 ft (block by M. Williams),95,100
342,4,9:47.0,Defensive rebound by Team,,95,100
343,4,9:33.0,M. Belinelli misses 3-pt jump shot from 27 ft,,95,100
344,4,9:33.0,,Defensive rebound by A. Williams,95,100
345,4,9:26.0,,Turnover by T. Ulis (kicked ball),95,100
346,4,9:20.0,B. Roberts misses 2-pt jump shot from 4 ft (block by D. Jones),,95,100
347,4,9:19.0,,Defensive rebound by A. Williams,95,100
348,4,9:11.0,,T. Ulis misses 2-pt jump shot from 17 ft,95,100
349,4,9:10.0,Defensive rebound by M. Williams,,95,100
350,4,8:54.0,M. Belinelli misses 2-pt jump shot from 19 ft,,95,100
351,4,8:53.0,,Defensive rebound by L. Barbosa,95,100
352,4,8:49.0,,Shooting block foul by J. Lamb (drawn by A. Williams),95,100
353,4,8:49.0,Official timeout,,95,100
354,4,8:49.0,,A. Williams misses free throw 1 of 2,95,100
355,4,8:49.0,,Offensive rebound by Team,95,100
356,4,8:49.0,N. Batum enters the game for J. Lamb,,95,100
357,4,8:49.0,K. Walker enters the game for B. Roberts,,95,100
358,4,8:49.0,M. Kidd-Gilchrist enters the game for M. Williams,,95,100
359,4,8:49.0,,A. Williams makes free throw 2 of 2,95,101
360,4,8:40.0,Offensive foul by M. Kidd-Gilchrist (drawn by A. Williams),,95,101
361,4,8:40.0,Turnover by M. Kidd-Gilchrist (offensive foul),,95,101
362,4,8:32.0,,Turnover by J. Dudley (lost ball),95,101
363,4,8:15.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by M. Belinelli),,97,101
364,4,8:02.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by J. Dudley),97,103
365,4,7:47.0,Turnover by F. Kaminsky (lost ball; steal by A. Williams),,97,103
366,4,7:42.0,,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),97,105
367,4,7:38.0,Charlotte full timeout,,97,105
368,4,7:38.0,C. Zeller enters the game for F. Kaminsky,,97,105
369,4,7:23.0,Turnover by M. Kidd-Gilchrist (traveling),,97,105
370,4,7:09.0,,L. Barbosa misses 2-pt jump shot from 12 ft,97,105
371,4,7:07.0,,Offensive rebound by A. Williams,97,105
372,4,6:47.0,,J. Dudley misses 3-pt jump shot from 26 ft,97,105
373,4,6:46.0,Defensive rebound by M. Kidd-Gilchrist,,97,105
374,4,6:39.0,N. Batum misses 3-pt jump shot from 25 ft,,97,105
375,4,6:37.0,,Defensive rebound by A. Williams,97,105
376,4,6:32.0,,Offensive foul by A. Williams (drawn by K. Walker),97,105
