,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
85,1,2:03.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,13,19
86,1,2:02.0,,Defensive rebound by M. Barnes,13,19
87,1,1:51.0,,D. Cousins misses 2-pt jump shot from 5 ft,13,19
88,1,1:51.0,,Offensive rebound by Team,13,19
89,1,1:51.0,,T. Lawson enters the game for D. Collison,13,19
90,1,1:51.0,,W. Cauley-Stein enters the game for D. Cousins,13,19
91,1,1:44.0,,T. Lawson makes 2-pt jump shot from 21 ft,13,21
92,1,1:33.0,B. Knight misses 3-pt jump shot from 26 ft,,13,21
93,1,1:33.0,,Defensive rebound by T. Lawson,13,21
94,1,1:28.0,,Offensive foul by W. Cauley-Stein (drawn by E. Bledsoe),13,21
95,1,1:28.0,,Turnover by W. Cauley-Stein (offensive foul),13,21
96,1,1:15.0,T. Warren makes 2-pt jump shot from 19 ft,,15,21
97,1,1:00.0,,Turnover by A. Tolliver (bad pass),15,21
98,1,0:44.0,P. Tucker misses 2-pt hook shot from 6 ft,,15,21
99,1,0:43.0,,Defensive rebound by W. Cauley-Stein,15,21
100,1,0:33.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,15,21
101,1,0:32.0,Defensive rebound by A. Len,,15,21
102,1,0:22.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,15,21
103,1,0:21.0,,Defensive rebound by Team,15,21
104,1,0:00.0,,M. Richardson misses 2-pt jump shot from 21 ft,15,21
105,1,0:00.0,,Offensive rebound by Team,15,21
106,2,11:43.0,Turnover by L. Barbosa (step out of bounds),,15,21
107,2,11:25.0,,A. Tolliver misses 3-pt jump shot from 25 ft,15,21
108,2,11:24.0,,Offensive rebound by W. Cauley-Stein,15,21
109,2,11:16.0,,T. Lawson misses 2-pt layup from 1 ft (block by D. Booker),15,21
110,2,11:14.0,Defensive rebound by A. Len,,15,21
111,2,11:05.0,B. Knight makes 3-pt jump shot from 25 ft,,18,21
112,2,10:49.0,,M. Richardson misses 2-pt jump shot from 20 ft,18,21
113,2,10:49.0,Defensive rebound by Team,,18,21
114,2,10:49.0,,B. McLemore enters the game for M. Barnes,18,21
115,2,10:37.0,Shooting foul by A. Tolliver (drawn by P. Tucker),,18,21
116,2,10:37.0,P. Tucker makes free throw 1 of 2,,19,21
117,2,10:37.0,P. Tucker makes free throw 2 of 2,,20,21
118,2,10:23.0,,A. Tolliver misses 2-pt jump shot from 19 ft,20,21
119,2,10:22.0,Defensive rebound by B. Knight,,20,21
120,2,10:06.0,A. Len misses 2-pt hook shot from 10 ft,,20,21
121,2,10:05.0,,Defensive rebound by Team,20,21
122,2,9:46.0,,T. Lawson makes 2-pt jump shot from 5 ft (assist by B. McLemore),20,23
123,2,9:20.0,Turnover by B. Knight (bad pass),,20,23
124,2,9:10.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Lawson),20,26
125,2,8:48.0,B. Knight makes 2-pt jump shot from 10 ft,,22,26
126,2,8:40.0,,T. Lawson makes 2-pt layup from 2 ft,22,28
127,2,8:31.0,B. Knight makes 2-pt jump shot from 11 ft,,24,28
128,2,8:13.0,,T. Lawson misses 2-pt jump shot from 22 ft,24,28
129,2,8:12.0,Defensive rebound by A. Len,,24,28
130,2,8:01.0,D. Booker misses 2-pt jump shot from 18 ft,,24,28
131,2,8:01.0,,Defensive rebound by T. Lawson,24,28
132,2,7:54.0,,A. Tolliver misses 3-pt jump shot from 26 ft,24,28
133,2,7:54.0,Defensive rebound by Team,,24,28
134,2,7:54.0,Official timeout,,24,28
135,2,7:42.0,L. Barbosa misses 3-pt jump shot from 26 ft,,24,28
136,2,7:41.0,,Defensive rebound by A. Tolliver,24,28
137,2,7:25.0,,Shooting foul by D. Booker (drawn by B. McLemore),24,28
138,2,7:25.0,,B. McLemore makes free throw 1 of 2,24,29
139,2,7:25.0,,B. McLemore makes free throw 2 of 2,24,30
140,2,7:11.0,A. Len makes 2-pt jump shot from 5 ft (assist by P. Tucker),,26,30
141,2,7:01.0,,Shooting foul by A. Len (drawn by B. McLemore),26,30
142,2,7:01.0,,B. McLemore misses free throw 1 of 2,26,30
143,2,7:01.0,,Offensive rebound by Team,26,30
144,2,7:01.0,,B. McLemore makes free throw 2 of 2,26,31
145,2,6:50.0,Shooting foul by B. McLemore (drawn by D. Booker),,26,31
146,2,6:50.0,D. Booker makes free throw 1 of 2,,27,31
147,2,6:50.0,D. Booker makes free throw 2 of 2,,28,31
148,2,6:42.0,,Turnover by T. Lawson (bad pass; steal by A. Len),28,31
149,2,6:36.0,D. Booker makes 3-pt jump shot from 25 ft (assist by B. Knight),,31,31
150,2,6:17.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by A. Len),31,31
151,2,6:16.0,Defensive rebound by P. Tucker,,31,31
152,2,6:13.0,Shooting block foul by M. Richardson (drawn by D. Booker),,31,31
153,2,6:13.0,D. Booker misses free throw 1 of 2,,31,31
154,2,6:13.0,Offensive rebound by Team,,31,31
155,2,6:13.0,D. Booker misses free throw 2 of 2,,31,31
156,2,6:13.0,,Defensive rebound by A. Tolliver,31,31
157,2,6:13.0,,D. Cousins enters the game for W. Cauley-Stein,31,31
158,2,5:54.0,,M. Richardson misses 2-pt jump shot from 7 ft,31,31
159,2,5:53.0,Defensive rebound by A. Len,,31,31
160,2,5:47.0,B. Knight misses 2-pt jump shot from 5 ft,,31,31
161,2,5:47.0,,Defensive rebound by D. Cousins,31,31
162,2,5:47.0,,Sacramento full timeout,31,31
163,2,5:29.0,,Personal foul by A. Len (drawn by D. Cousins),31,31
164,2,5:25.0,,Personal foul by D. Booker (drawn by D. Cousins),31,31
165,2,5:25.0,,D. Collison enters the game for M. Richardson,31,31
166,2,5:13.0,,Shooting foul by L. Barbosa (drawn by A. Tolliver),31,31
167,2,5:13.0,,A. Tolliver makes free throw 1 of 2,31,32
168,2,5:13.0,,A. Tolliver makes free throw 2 of 2,31,33
169,2,4:58.0,,Violation by D. Cousins (kicked ball),31,33
170,2,4:45.0,B. Knight makes 2-pt jump shot from 8 ft,,33,33
171,2,4:27.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Cousins),33,36
172,2,4:09.0,B. Knight makes 3-pt jump shot from 24 ft (assist by D. Booker),,36,36
173,2,3:54.0,,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),36,38
174,2,3:40.0,D. Booker makes 2-pt jump shot from 10 ft,,38,38
175,2,3:23.0,,D. Cousins misses 2-pt jump shot from 19 ft,38,38
176,2,3:22.0,Defensive rebound by P. Tucker,,38,38
177,2,3:17.0,P. Tucker misses 2-pt layup from 3 ft,,38,38
178,2,3:16.0,Offensive rebound by A. Len,,38,38
179,2,3:16.0,M. Chriss enters the game for P. Tucker,,38,38
180,2,3:16.0,E. Bledsoe enters the game for B. Knight,,38,38
181,2,3:16.0,T. Chandler enters the game for A. Len,,38,38
182,2,3:16.0,T. Warren enters the game for L. Barbosa,,38,38
183,2,3:16.0,,M. Barnes enters the game for B. McLemore,38,38
184,2,3:16.0,,K. Koufos enters the game for A. Tolliver,38,38
185,2,3:13.0,D. Booker misses 2-pt jump shot from 14 ft,,38,38
186,2,3:12.0,Offensive rebound by E. Bledsoe,,38,38
187,2,3:00.0,Shooting foul by K. Koufos (drawn by T. Chandler),,38,38
188,2,3:00.0,T. Chandler makes free throw 1 of 2,,39,38
189,2,3:00.0,T. Chandler makes free throw 2 of 2,,40,38
190,2,2:46.0,,T. Lawson misses 3-pt jump shot from 24 ft,40,38
191,2,2:44.0,Defensive rebound by T. Chandler,,40,38
192,2,2:42.0,Turnover by T. Chandler (bad pass; steal by T. Lawson),,40,38
193,2,2:37.0,,T. Lawson makes 2-pt jump shot from 18 ft,40,40
194,2,2:30.0,M. Chriss misses 2-pt dunk at rim,,40,40
195,2,2:26.0,,Defensive rebound by D. Cousins,40,40
196,2,2:15.0,,D. Cousins makes 2-pt jump shot from 8 ft,40,42
197,2,1:57.0,Personal foul by T. Lawson (drawn by E. Bledsoe),,40,42
198,2,1:57.0,Phoenix full timeout,,40,42
199,2,1:57.0,E. Bledsoe misses free throw 1 of 2,,40,42
200,2,1:57.0,Offensive rebound by Team,,40,42
201,2,1:57.0,E. Bledsoe makes free throw 2 of 2,,41,42
202,2,1:37.0,,D. Collison makes 2-pt jump shot from 21 ft (assist by M. Barnes),41,44
203,2,1:22.0,M. Chriss misses 2-pt jump shot from 7 ft,,41,44
204,2,1:20.0,,Defensive rebound by D. Cousins,41,44
205,2,1:16.0,,D. Collison misses 2-pt layup from 2 ft,41,44
206,2,1:14.0,Defensive rebound by T. Chandler,,41,44
207,2,1:03.0,Shooting foul by D. Collison (drawn by E. Bledsoe),,41,44
208,2,1:03.0,E. Bledsoe makes free throw 1 of 3,,42,44
209,2,1:03.0,E. Bledsoe makes free throw 2 of 3,,43,44
210,2,1:03.0,,B. McLemore enters the game for T. Lawson,43,44
211,2,1:03.0,E. Bledsoe makes free throw 3 of 3,,44,44
212,2,0:53.0,,Personal foul by M. Chriss (drawn by D. Cousins),44,44
213,2,0:53.0,,D. Cousins misses free throw 1 of 2,44,44
214,2,0:53.0,,Offensive rebound by Team,44,44
215,2,0:53.0,P. Tucker enters the game for M. Chriss,,44,44
216,2,0:53.0,,D. Cousins makes free throw 2 of 2,44,45
217,2,0:47.0,Shooting foul by D. Collison (drawn by E. Bledsoe),,44,45
218,2,0:47.0,E. Bledsoe makes free throw 1 of 2,,45,45
219,2,0:47.0,,T. Lawson enters the game for D. Collison,45,45
220,2,0:47.0,E. Bledsoe makes free throw 2 of 2,,46,45
221,2,0:34.0,,K. Koufos makes 2-pt layup from 3 ft (assist by T. Lawson),46,47
222,2,0:23.0,T. Warren misses 3-pt jump shot from 23 ft,,46,47
223,2,0:22.0,Offensive rebound by P. Tucker,,46,47
224,2,0:19.0,Turnover by P. Tucker (bad pass; steal by T. Lawson),,46,47
225,2,0:16.0,,Personal block foul by E. Bledsoe (drawn by T. Lawson),46,47
226,2,0:16.0,,T. Lawson makes free throw 1 of 2,46,48
227,2,0:16.0,,A. Tolliver enters the game for K. Koufos,46,48
228,2,0:16.0,,T. Lawson makes free throw 2 of 2,46,49
229,2,0:00.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,49,49
230,3,11:47.0,D. Booker makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,51,49
231,3,11:20.0,,M. Barnes misses 3-pt jump shot from 25 ft,51,49
232,3,11:19.0,Defensive rebound by T. Chandler,,51,49
233,3,11:06.0,D. Booker makes 3-pt jump shot from 25 ft,,54,49
234,3,10:43.0,,Turnover by D. Cousins (bad pass; steal by T. Chandler),54,49
235,3,10:34.0,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,57,49
236,3,10:25.0,,Sacramento full timeout,57,49
237,3,10:11.0,,K. Koufos makes 2-pt layup from 4 ft (assist by D. Cousins),57,51
238,3,9:55.0,T. Warren makes 2-pt jump shot from 10 ft,,59,51
239,3,9:38.0,,Personal foul by D. Booker (drawn by B. McLemore),59,51
240,3,9:38.0,,Inbound foul by M. Chriss,59,51
241,3,9:38.0,,D. Cousins makes free throw 1 of 1,59,52
242,3,9:35.0,,Shooting foul by T. Chandler (drawn by D. Cousins),59,52
243,3,9:35.0,,D. Cousins makes free throw 1 of 2,59,53
244,3,9:35.0,,D. Cousins makes free throw 2 of 2,59,54
245,3,9:14.0,M. Chriss makes 2-pt jump shot from 6 ft,,61,54
246,3,8:59.0,,Turnover by D. Cousins (bad pass),61,54
247,3,8:48.0,M. Chriss misses 3-pt jump shot from 24 ft,,61,54
248,3,8:47.0,,Defensive rebound by K. Koufos,61,54
249,3,8:35.0,,D. Collison misses 2-pt jump shot from 14 ft,61,54
250,3,8:33.0,Defensive rebound by E. Bledsoe,,61,54
251,3,8:25.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,61,54
252,3,8:24.0,,Defensive rebound by D. Cousins,61,54
253,3,8:17.0,,Offensive foul by D. Cousins (drawn by M. Chriss),61,54
254,3,8:17.0,,Turnover by D. Cousins (offensive foul),61,54
255,3,8:17.0,,A. Tolliver enters the game for K. Koufos,61,54
256,3,8:13.0,Offensive foul by T. Chandler (drawn by B. McLemore),,61,54
257,3,8:13.0,Turnover by T. Chandler (offensive foul),,61,54
258,3,7:58.0,,Turnover by A. Tolliver (bad pass; steal by E. Bledsoe),61,54
259,3,7:57.0,Personal foul by A. Tolliver (drawn by M. Chriss),,61,54
260,3,7:41.0,D. Booker makes 2-pt jump shot from 19 ft,,63,54
261,3,7:34.0,,Personal foul by D. Booker (drawn by B. McLemore),63,54
262,3,7:22.0,,Turnover by M. Barnes (bad pass),63,54
263,3,7:13.0,D. Booker makes 3-pt jump shot from 25 ft,,66,54
264,3,6:58.0,,M. Barnes makes 2-pt layup from 3 ft (assist by D. Cousins),66,56
265,3,6:45.0,D. Booker misses 3-pt jump shot from 24 ft,,66,56
266,3,6:43.0,,Defensive rebound by D. Cousins,66,56
267,3,6:35.0,,D. Cousins misses 2-pt dunk at rim,66,56
268,3,6:34.0,Defensive rebound by T. Warren,,66,56
269,3,6:31.0,D. Booker makes 2-pt dunk at rim (assist by T. Warren),,68,56
270,3,6:19.0,,D. Cousins misses 3-pt jump shot from 24 ft,68,56
271,3,6:18.0,Defensive rebound by T. Warren,,68,56
272,3,6:12.0,D. Booker misses 3-pt jump shot from 26 ft,,68,56
273,3,6:11.0,,Defensive rebound by D. Collison,68,56
274,3,6:06.0,,A. Tolliver misses 2-pt layup from 2 ft (block by M. Chriss),68,56
275,3,6:05.0,Defensive rebound by D. Booker,,68,56
276,3,6:02.0,Offensive foul by T. Warren (drawn by D. Cousins),,68,56
277,3,6:02.0,Turnover by T. Warren (offensive foul),,68,56
278,3,5:38.0,,D. Collison makes 3-pt jump shot from 25 ft,68,59
279,3,5:18.0,T. Warren misses 2-pt jump shot from 18 ft,,68,59
280,3,5:17.0,,Defensive rebound by A. Tolliver,68,59
281,3,5:13.0,,Turnover by D. Cousins (bad pass; steal by T. Warren),68,59
282,3,5:04.0,Shooting foul by B. McLemore (drawn by T. Chandler),,68,59
283,3,5:04.0,T. Chandler makes free throw 1 of 2,,69,59
284,3,5:04.0,T. Chandler makes free throw 2 of 2,,70,59
285,3,4:54.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),70,62
286,3,4:34.0,D. Booker misses 2-pt jump shot from 7 ft,,70,62
287,3,4:33.0,,Defensive rebound by D. Cousins,70,62
288,3,4:21.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),70,65
289,3,4:20.0,Phoenix full timeout,,70,65
290,3,4:20.0,P. Tucker enters the game for D. Booker,,70,65
291,3,4:20.0,B. Knight enters the game for M. Chriss,,70,65
292,3,4:10.0,Shooting foul by B. McLemore (drawn by E. Bledsoe),,70,65
293,3,4:10.0,E. Bledsoe misses free throw 1 of 3,,70,65
294,3,4:10.0,Offensive rebound by Team,,70,65
295,3,4:10.0,E. Bledsoe makes free throw 2 of 3,,71,65
296,3,4:10.0,E. Bledsoe makes free throw 3 of 3,,72,65
297,3,3:49.0,,A. Tolliver misses 3-pt jump shot from 24 ft,72,65
298,3,3:48.0,Defensive rebound by E. Bledsoe,,72,65
299,3,3:42.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,72,65
300,3,3:40.0,Offensive rebound by T. Warren,,72,65
301,3,3:40.0,T. Warren makes 2-pt layup from 1 ft,,74,65
302,3,3:22.0,,B. McLemore makes 2-pt jump shot from 20 ft (assist by D. Cousins),74,67
303,3,2:57.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,74,67
304,3,2:57.0,,Defensive rebound by D. Cousins,74,67
305,3,2:53.0,,M. Barnes makes 2-pt layup from 3 ft (assist by D. Cousins),74,69
306,3,2:39.0,Personal foul by D. Cousins (drawn by E. Bledsoe),,74,69
307,3,2:39.0,L. Barbosa enters the game for E. Bledsoe,,74,69
308,3,2:39.0,,T. Lawson enters the game for B. McLemore,74,69
309,3,2:34.0,B. Knight misses 2-pt jump shot from 5 ft (block by A. Tolliver),,74,69
310,3,2:32.0,,Defensive rebound by M. Barnes,74,69
311,3,2:27.0,,M. Barnes misses 2-pt jump shot from 7 ft,74,69
312,3,2:25.0,,Offensive rebound by T. Lawson,74,69
313,3,2:14.0,,Shooting foul by T. Warren (drawn by A. Tolliver),74,69
314,3,2:14.0,,A. Tolliver misses free throw 1 of 2,74,69
315,3,2:14.0,,Offensive rebound by Team,74,69
316,3,2:14.0,,A. Tolliver misses free throw 2 of 2,74,69
317,3,2:14.0,A. Len enters the game for T. Chandler,,74,69
318,3,2:12.0,Defensive rebound by Team,,74,69
319,3,2:12.0,,Loose ball foul by M. Barnes,74,69
320,3,2:12.0,T. Warren makes free throw 1 of 2,,75,69
321,3,2:12.0,T. Warren makes free throw 2 of 2,,76,69
322,3,1:53.0,,A. Tolliver misses 3-pt jump shot from 24 ft,76,69
323,3,1:53.0,,Offensive rebound by Team,76,69
324,3,1:48.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by M. Barnes),76,72
325,3,1:30.0,B. Knight misses 3-pt jump shot from 25 ft,,76,72
326,3,1:29.0,,Defensive rebound by D. Cousins,76,72
327,3,1:22.0,,Personal block foul by A. Len (drawn by D. Cousins),76,72
328,3,1:22.0,,D. Cousins makes free throw 1 of 2,76,73
329,3,1:22.0,,D. Cousins makes free throw 2 of 2,76,74
330,3,1:12.0,L. Barbosa misses 2-pt layup from 5 ft (block by D. Cousins),,76,74
331,3,1:09.0,,Defensive rebound by T. Lawson,76,74
332,3,1:03.0,,A. Tolliver misses 2-pt layup from 2 ft,76,74
333,3,1:02.0,,Offensive rebound by A. Tolliver,76,74
334,3,1:02.0,,A. Tolliver makes 2-pt layup from 1 ft,76,76
335,3,0:44.0,T. Warren makes 3-pt jump shot from 26 ft (assist by P. Tucker),,79,76
336,3,0:29.0,,D. Cousins makes 3-pt jump shot from 26 ft,79,79
337,3,0:04.0,Turnover by Team (shot clock),,79,79
338,3,0:00.0,,D. Cousins misses 3-pt jump shot from 38 ft,79,79
339,3,0:00.0,,Offensive rebound by Team,79,79
340,4,11:48.0,,D. Collison misses 2-pt jump shot from 22 ft,79,79
341,4,11:47.0,Defensive rebound by P. Tucker,,79,79
342,4,11:35.0,D. Booker misses 3-pt jump shot from 25 ft,,79,79
343,4,11:34.0,,Defensive rebound by A. Tolliver,79,79
344,4,11:20.0,,Def 3 sec tech foul by A. Len,79,79
345,4,11:20.0,,D. Cousins makes technical free throw,79,80
346,4,11:11.0,,T. Lawson makes 2-pt jump shot from 14 ft,79,82
347,4,10:50.0,Shooting foul by A. Tolliver (drawn by D. Booker),,79,82
348,4,10:50.0,D. Booker misses free throw 1 of 2,,79,82
349,4,10:50.0,Offensive rebound by Team,,79,82
350,4,10:50.0,,B. McLemore enters the game for M. Barnes,79,82
351,4,10:50.0,D. Booker makes free throw 2 of 2,,80,82
352,4,10:35.0,,B. McLemore misses 3-pt jump shot from 26 ft,80,82
353,4,10:35.0,Defensive rebound by B. Knight,,80,82
354,4,10:27.0,Personal foul by D. Cousins (drawn by B. Knight),,80,82
355,4,10:09.0,P. Tucker misses 2-pt layup from 5 ft,,80,82
356,4,10:09.0,Offensive rebound by Team,,80,82
357,4,10:09.0,,W. Cauley-Stein enters the game for D. Collison,80,82
358,4,10:06.0,Turnover by B. Knight (traveling),,80,82
359,4,9:58.0,,Personal foul by A. Len (drawn by D. Cousins),80,82
360,4,9:58.0,T. Chandler enters the game for A. Len,,80,82
361,4,9:49.0,Violation by L. Barbosa (kicked ball),,80,82
362,4,9:41.0,,W. Cauley-Stein makes 2-pt jump shot from 19 ft,80,84
363,4,9:22.0,Personal foul by D. Cousins (drawn by P. Tucker),,80,84
364,4,9:19.0,Personal foul by B. McLemore (drawn by D. Booker),,80,84
365,4,9:19.0,,M. Barnes enters the game for D. Cousins,80,84
366,4,9:14.0,D. Booker misses 2-pt jump shot from 20 ft,,80,84
367,4,9:13.0,,Defensive rebound by M. Barnes,80,84
368,4,9:06.0,,Shooting foul by L. Barbosa (drawn by T. Lawson),80,84
369,4,9:06.0,,T. Lawson makes free throw 1 of 2,80,85
370,4,9:06.0,E. Bledsoe enters the game for B. Knight,,80,85
371,4,9:06.0,,T. Lawson makes free throw 2 of 2,80,86
372,4,8:54.0,Shooting foul by W. Cauley-Stein (drawn by D. Booker),,80,86
373,4,8:54.0,Official timeout,,80,86
374,4,8:54.0,D. Booker makes free throw 1 of 2,,81,86
375,4,8:54.0,T. Warren enters the game for L. Barbosa,,80,86
376,4,8:54.0,,D. Collison enters the game for A. Tolliver,80,86
377,4,8:54.0,D. Booker makes free throw 2 of 2,,82,86
378,4,8:34.0,,Turnover by T. Lawson (bad pass; steal by P. Tucker),82,86
379,4,8:27.0,T. Chandler makes 2-pt layup from 3 ft,,84,86
380,4,8:27.0,Shooting foul by M. Barnes (drawn by T. Chandler),,84,86
381,4,8:27.0,T. Chandler makes free throw 1 of 1,,85,86
382,4,8:07.0,,M. Barnes misses 3-pt jump shot from 24 ft,85,86
383,4,8:06.0,Defensive rebound by T. Chandler,,85,86
384,4,7:45.0,P. Tucker misses 3-pt jump shot from 24 ft,,85,86
385,4,7:44.0,,Defensive rebound by W. Cauley-Stein,85,86
386,4,7:38.0,,T. Lawson makes 2-pt layup from 2 ft,85,88
387,4,7:14.0,T. Warren misses 2-pt jump shot from 8 ft,,85,88
388,4,7:13.0,,Defensive rebound by W. Cauley-Stein,85,88
