,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
127,2,8:45.0,Offensive rebound by B. Bass,,28,35
128,2,8:42.0,Turnover by B. Bass (lost ball; steal by K. Thompson),,28,35
129,2,8:30.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),28,38
130,2,8:08.0,Shooting foul by J. McAdoo (drawn by A. Rivers),,28,38
131,2,8:08.0,Official timeout,,28,38
132,2,8:08.0,A. Rivers misses free throw 1 of 2,,28,38
133,2,8:08.0,Offensive rebound by Team,,28,38
134,2,8:08.0,B. Griffin enters the game for B. Bass,,28,38
135,2,8:08.0,,K. Durant enters the game for D. Green,28,38
136,2,8:08.0,,P. McCaw enters the game for A. Iguodala,28,38
137,2,8:08.0,A. Rivers makes free throw 2 of 2,,29,38
138,2,7:58.0,,K. Thompson misses 2-pt jump shot from 14 ft (block by R. Felton),29,38
139,2,7:56.0,,Offensive rebound by J. McAdoo,29,38
140,2,7:55.0,,J. McAdoo misses 2-pt layup from 2 ft (block by M. Speights),29,38
141,2,7:53.0,,Offensive rebound by K. Durant,29,38
142,2,7:53.0,,K. Durant makes 2-pt layup from 1 ft,29,40
143,2,7:42.0,Personal foul by K. Durant (drawn by M. Speights),,29,40
144,2,7:37.0,R. Felton misses 3-pt jump shot from 22 ft,,29,40
145,2,7:35.0,,Defensive rebound by S. Livingston,29,40
146,2,7:28.0,,S. Livingston makes 2-pt jump shot from 14 ft,29,42
147,2,7:04.0,Turnover by B. Griffin (bad pass; steal by S. Livingston),,29,42
148,2,6:58.0,,K. Thompson makes 2-pt layup from 1 ft,29,44
149,2,6:58.0,,Shooting foul by M. Speights (drawn by K. Thompson),29,44
150,2,6:58.0,LA Clippers full timeout,,29,44
151,2,6:58.0,,K. Thompson misses free throw 1 of 1,29,44
152,2,6:57.0,Defensive rebound by B. Griffin,,29,44
153,2,6:40.0,B. Griffin makes 2-pt layup from 2 ft (assist by J. Crawford),,31,44
154,2,6:23.0,,J. McAdoo makes 2-pt dunk at rim (assist by K. Durant),31,46
155,2,6:05.0,B. Griffin makes 2-pt hook shot from 4 ft,,33,46
156,2,5:43.0,,K. Thompson makes 2-pt layup from 1 ft,33,48
157,2,5:29.0,B. Griffin makes 2-pt layup from 2 ft (assist by R. Felton),,35,48
158,2,5:14.0,,K. Durant misses 2-pt jump shot from 18 ft,35,48
159,2,5:13.0,Defensive rebound by A. Rivers,,35,48
160,2,4:59.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by M. Speights),,38,48
161,2,4:57.0,,Golden State full timeout,38,48
162,2,4:57.0,,A. Iguodala enters the game for K. Thompson,38,48
163,2,4:57.0,,D. Green enters the game for P. McCaw,38,48
164,2,4:57.0,,S. Curry enters the game for J. McAdoo,38,48
165,2,4:40.0,,S. Curry misses 2-pt layup from 3 ft,38,48
166,2,4:38.0,Defensive rebound by A. Rivers,,38,48
167,2,4:28.0,R. Felton misses 2-pt layup from 1 ft (block by S. Livingston),,38,48
168,2,4:25.0,,Defensive rebound by S. Curry,38,48
169,2,4:14.0,,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),38,50
170,2,3:51.0,B. Griffin makes 2-pt jump shot from 5 ft,,40,50
171,2,3:30.0,,Shooting foul by J. Crawford (drawn by A. Iguodala),40,50
172,2,3:30.0,,A. Iguodala makes free throw 1 of 2,40,51
173,2,3:30.0,J. Redick enters the game for J. Crawford,,40,51
174,2,3:30.0,D. Jordan enters the game for M. Speights,,40,51
175,2,3:30.0,,Z. Pachulia enters the game for S. Livingston,40,51
176,2,3:30.0,,A. Iguodala makes free throw 2 of 2,40,52
177,2,3:21.0,A. Rivers misses 2-pt jump shot from 16 ft,,40,52
178,2,3:19.0,,Defensive rebound by A. Iguodala,40,52
179,2,3:11.0,,Personal foul by R. Felton (drawn by A. Iguodala),40,52
180,2,3:02.0,,Turnover by S. Curry (bad pass),40,52
181,2,2:52.0,B. Griffin makes 2-pt jump shot from 5 ft (assist by R. Felton),,42,52
182,2,2:38.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),42,55
183,2,2:33.0,Personal foul by Z. Pachulia (drawn by D. Jordan),,42,55
184,2,2:33.0,D. Jordan misses free throw 1 of 2,,42,55
185,2,2:33.0,Offensive rebound by Team,,42,55
186,2,2:33.0,D. Jordan misses free throw 2 of 2,,42,55
187,2,2:33.0,,K. Thompson enters the game for Z. Pachulia,42,55
188,2,2:32.0,Offensive rebound by R. Felton,,42,55
189,2,2:28.0,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Jordan),,45,55
190,2,2:14.0,,K. Durant makes 2-pt jump shot from 9 ft,45,57
191,2,2:08.0,B. Griffin misses 2-pt layup from 3 ft (block by D. Green),,45,57
192,2,2:05.0,,Defensive rebound by A. Iguodala,45,57
193,2,2:01.0,,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),45,59
194,2,1:40.0,R. Felton misses 3-pt jump shot from 24 ft,,45,59
195,2,1:39.0,,Defensive rebound by D. Green,45,59
196,2,1:34.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),45,62
197,2,1:33.0,LA Clippers full timeout,,45,62
198,2,1:33.0,J. Crawford enters the game for R. Felton,,45,62
199,2,1:19.0,A. Rivers makes 2-pt jump shot from 7 ft,,47,62
200,2,1:03.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),47,65
201,2,0:53.0,A. Rivers makes 3-pt jump shot from 26 ft,,50,65
202,2,0:43.0,,K. Durant makes 2-pt dunk at rim (assist by S. Curry),50,67
203,2,0:38.0,Personal foul by S. Curry (drawn by A. Rivers),,50,67
204,2,0:38.0,A. Rivers misses free throw 1 of 2,,50,67
205,2,0:38.0,Offensive rebound by Team,,50,67
206,2,0:38.0,A. Rivers makes free throw 2 of 2,,51,67
207,2,0:29.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),51,69
208,2,0:05.0,J. Crawford misses 2-pt jump shot from 17 ft,,51,69
209,2,0:04.0,,Defensive rebound by S. Curry,51,69
210,2,0:02.0,,S. Curry makes 3-pt jump shot from 51 ft,51,72
211,3,11:36.0,B. Griffin misses 3-pt jump shot from 24 ft,,51,72
212,3,11:35.0,,Defensive rebound by S. Curry,51,72
213,3,11:20.0,,S. Curry makes 2-pt jump shot from 14 ft (assist by K. Durant),51,74
214,3,11:05.0,B. Griffin makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),,53,74
215,3,11:05.0,Shooting foul by Z. Pachulia (drawn by B. Griffin),,53,74
216,3,11:05.0,B. Griffin misses free throw 1 of 1,,53,74
217,3,11:04.0,,Defensive rebound by D. Green,53,74
218,3,10:51.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),53,76
219,3,10:30.0,Turnover by J. Redick (bad pass; steal by Z. Pachulia),,53,76
220,3,10:20.0,,D. Green misses 3-pt jump shot from 25 ft,53,76
221,3,10:19.0,Defensive rebound by D. Jordan,,53,76
222,3,10:07.0,Shooting foul by D. Green (drawn by L. Mbah a Moute),,53,76
223,3,10:07.0,L. Mbah a Moute makes free throw 1 of 2,,54,76
224,3,10:07.0,L. Mbah a Moute makes free throw 2 of 2,,55,76
225,3,9:54.0,,Personal foul by B. Griffin (drawn by D. Green),55,76
226,3,9:46.0,,S. Curry makes 2-pt layup from 1 ft,55,78
227,3,9:46.0,,Shooting foul by A. Rivers (drawn by S. Curry),55,78
228,3,9:46.0,,S. Curry makes free throw 1 of 1,55,79
229,3,9:34.0,Turnover by J. Redick (bad pass),,55,79
230,3,9:20.0,,Shooting foul by L. Mbah a Moute (drawn by K. Durant),55,79
231,3,9:20.0,,K. Durant makes free throw 1 of 2,55,80
232,3,9:20.0,,K. Durant makes free throw 2 of 2,55,81
233,3,9:07.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by D. Green),,55,81
234,3,9:05.0,,Defensive rebound by Z. Pachulia,55,81
235,3,8:51.0,,Personal foul by B. Griffin (drawn by Z. Pachulia),55,81
236,3,8:48.0,,K. Thompson misses 3-pt jump shot from 27 ft,55,81
237,3,8:47.0,Defensive rebound by B. Griffin,,55,81
238,3,8:38.0,Shooting foul by Z. Pachulia (drawn by A. Rivers),,55,81
239,3,8:38.0,A. Rivers misses free throw 1 of 2,,55,81
240,3,8:38.0,Offensive rebound by Team,,55,81
241,3,8:38.0,A. Rivers makes free throw 2 of 2,,56,81
242,3,8:28.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by S. Curry),56,83
243,3,8:14.0,B. Griffin makes 2-pt dunk at rim (assist by A. Rivers),,58,83
244,3,7:58.0,,Turnover by D. Green (bad pass; steal by A. Rivers),58,83
245,3,7:52.0,A. Rivers misses 3-pt jump shot from 27 ft,,58,83
246,3,7:51.0,,Defensive rebound by S. Curry,58,83
247,3,7:48.0,,Shooting foul by J. Redick (drawn by D. Green),58,83
248,3,7:48.0,,D. Green misses free throw 1 of 2,58,83
249,3,7:48.0,,Offensive rebound by Team,58,83
250,3,7:48.0,,D. Green makes free throw 2 of 2,58,84
251,3,7:33.0,B. Griffin misses 2-pt jump shot from 19 ft,,58,84
252,3,7:32.0,,Defensive rebound by Z. Pachulia,58,84
253,3,6:58.0,,S. Curry misses 3-pt jump shot from 27 ft,58,84
254,3,6:56.0,Defensive rebound by L. Mbah a Moute,,58,84
255,3,6:47.0,L. Mbah a Moute makes 3-pt jump shot from 27 ft (assist by D. Jordan),,61,84
256,3,6:32.0,R. Felton enters the game for L. Mbah a Moute,,61,84
257,3,6:21.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Green),61,87
258,3,5:56.0,A. Rivers misses 3-pt jump shot from 26 ft,,61,87
259,3,5:55.0,,Defensive rebound by Z. Pachulia,61,87
260,3,5:41.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),61,90
261,3,5:24.0,J. Redick misses 2-pt jump shot from 23 ft,,61,90
262,3,5:23.0,Offensive rebound by B. Griffin,,61,90
263,3,5:22.0,B. Griffin misses 2-pt layup from 1 ft,,61,90
264,3,5:21.0,Offensive rebound by B. Griffin,,61,90
265,3,5:21.0,Shooting foul by D. Green (drawn by B. Griffin),,61,90
266,3,5:21.0,,Golden State full timeout,61,90
267,3,5:21.0,B. Griffin makes free throw 1 of 2,,62,90
268,3,5:21.0,J. Crawford enters the game for J. Redick,,61,90
269,3,5:21.0,,J. McGee enters the game for D. Green,61,90
270,3,5:21.0,,A. Iguodala enters the game for Z. Pachulia,61,90
271,3,5:21.0,B. Griffin makes free throw 2 of 2,,63,90
272,3,5:03.0,,A. Iguodala misses 3-pt jump shot from 24 ft,63,90
273,3,5:02.0,Defensive rebound by D. Jordan,,63,90
274,3,4:48.0,A. Rivers misses 2-pt layup from 3 ft (block by J. McGee),,63,90
275,3,4:44.0,Offensive rebound by D. Jordan,,63,90
276,3,4:43.0,D. Jordan makes 2-pt layup from 1 ft,,65,90
277,3,4:31.0,,A. Iguodala misses 3-pt jump shot from 23 ft,65,90
278,3,4:30.0,,Offensive rebound by Team,65,90
279,3,4:28.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),65,92
280,3,4:06.0,J. Crawford misses 2-pt jump shot from 18 ft,,65,92
281,3,4:05.0,,Defensive rebound by Team,65,92
282,3,4:05.0,,P. McCaw enters the game for K. Thompson,65,92
283,3,3:44.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Durant),65,94
284,3,3:34.0,D. Jordan makes 2-pt dunk at rim (assist by R. Felton),,67,94
285,3,3:22.0,,J. McGee makes 2-pt layup from 1 ft (assist by K. Durant),67,96
286,3,3:22.0,,Shooting foul by A. Rivers (drawn by J. McGee),67,96
287,3,3:22.0,M. Speights enters the game for D. Jordan,,67,96
288,3,3:22.0,J. Redick enters the game for A. Rivers,,67,96
289,3,3:22.0,,J. McGee makes free throw 1 of 1,67,97
290,3,3:14.0,M. Speights misses 3-pt jump shot from 26 ft,,67,97
291,3,3:13.0,,Defensive rebound by S. Curry,67,97
292,3,3:07.0,,S. Curry makes 3-pt jump shot from 30 ft,67,100
293,3,2:55.0,B. Griffin makes 2-pt jump shot from 22 ft (assist by R. Felton),,69,100
294,3,2:45.0,,S. Curry makes 3-pt jump shot from 28 ft,69,103
295,3,2:28.0,M. Speights makes 3-pt jump shot from 27 ft (assist by B. Griffin),,72,103
296,3,2:03.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Durant),72,106
297,3,1:55.0,J. Crawford misses 3-pt jump shot from 28 ft,,72,106
298,3,1:53.0,,Defensive rebound by P. McCaw,72,106
299,3,1:46.0,,S. Curry makes 2-pt layup from 1 ft,72,108
300,3,1:46.0,,Shooting foul by J. Crawford (drawn by S. Curry),72,108
301,3,1:46.0,LA Clippers full timeout,,72,108
302,3,1:46.0,,D. Green enters the game for K. Durant,72,108
303,3,1:46.0,W. Johnson enters the game for B. Griffin,,72,108
304,3,1:46.0,,S. Curry makes free throw 1 of 1,72,109
305,3,1:37.0,R. Felton misses 2-pt layup from 2 ft (block by J. McGee),,72,109
306,3,1:35.0,,Defensive rebound by S. Curry,72,109
307,3,1:28.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by A. Iguodala),72,112
308,3,1:13.0,W. Johnson misses 3-pt jump shot from 24 ft,,72,112
309,3,1:12.0,,Defensive rebound by S. Curry,72,112
310,3,1:05.0,,S. Curry misses 3-pt jump shot from 23 ft,72,112
311,3,1:03.0,Defensive rebound by R. Felton,,72,112
312,3,0:55.0,J. Crawford misses 3-pt jump shot from 23 ft,,72,112
313,3,0:54.0,Offensive rebound by R. Felton,,72,112
314,3,0:54.0,R. Felton makes 2-pt jump shot from 7 ft,,74,112
315,3,0:41.0,,Personal foul by J. Crawford (drawn by S. Curry),74,112
316,3,0:41.0,,S. Curry makes free throw 1 of 2,74,113
317,3,0:41.0,,S. Curry makes free throw 2 of 2,74,114
318,3,0:38.0,W. Johnson misses 3-pt jump shot from 26 ft,,74,114
319,3,0:37.0,,Defensive rebound by S. Curry,74,114
320,3,0:24.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by P. McCaw),74,117
321,3,0:04.0,R. Felton misses 2-pt layup from 3 ft,,74,117
322,3,0:03.0,,Defensive rebound by A. Iguodala,74,117
323,3,0:00.0,,S. Curry misses 3-pt jump shot from 57 ft,74,117
324,3,0:00.0,,Offensive rebound by Team,74,117
325,4,11:40.0,,A. Iguodala misses 2-pt jump shot from 12 ft,74,117
326,4,11:39.0,Defensive rebound by M. Speights,,74,117
327,4,11:31.0,Turnover by J. Redick (bad pass),,74,117
328,4,11:17.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by K. Looney),74,120
329,4,10:57.0,Shooting foul by K. Looney (drawn by J. Redick),,74,120
330,4,10:57.0,J. Redick makes free throw 1 of 2,,75,120
331,4,10:57.0,J. Redick makes free throw 2 of 2,,76,120
332,4,10:46.0,,Turnover by K. Looney (lost ball),76,120
333,4,10:46.0,B. Bass enters the game for W. Johnson,,76,120
334,4,10:46.0,A. Anderson enters the game for J. Redick,,76,120
335,4,10:31.0,A. Rivers makes 2-pt jump shot from 16 ft,,78,120
336,4,10:16.0,,Personal foul by J. Crawford (drawn by I. Clark),78,120
337,4,10:08.0,,Turnover by I. Clark (lost ball; steal by J. Crawford),78,120
338,4,9:59.0,B. Bass makes 2-pt layup at rim (assist by J. Crawford),,80,120
339,4,9:35.0,,K. Looney makes 2-pt dunk at rim (assist by A. Iguodala),80,122
340,4,9:19.0,A. Rivers misses 2-pt jump shot from 19 ft,,80,122
341,4,9:18.0,,Defensive rebound by K. Looney,80,122
342,4,9:14.0,,Personal foul by A. Rivers (drawn by J. McAdoo),80,122
343,4,9:03.0,,Turnover by J. McAdoo (bad pass; steal by A. Anderson),80,122
344,4,8:52.0,B. Bass makes 2-pt jump shot from 9 ft,,82,122
345,4,8:25.0,,S. Livingston misses 2-pt jump shot from 20 ft,82,122
346,4,8:24.0,,Offensive rebound by J. McAdoo,82,122
347,4,8:23.0,,J. McAdoo makes 2-pt layup at rim,82,124
348,4,8:00.0,B. Bass misses 2-pt jump shot from 18 ft,,82,124
349,4,7:59.0,,Defensive rebound by A. Iguodala,82,124
350,4,7:48.0,,I. Clark misses 3-pt jump shot from 26 ft,82,124
351,4,7:47.0,Defensive rebound by M. Speights,,82,124
352,4,7:32.0,J. Crawford makes 2-pt jump shot from 5 ft,,84,124
353,4,7:31.0,,Golden State full timeout,84,124
354,4,7:31.0,,P. McCaw enters the game for A. Iguodala,84,124
355,4,7:18.0,,K. Looney misses 2-pt jump shot from 20 ft,84,124
356,4,7:17.0,Defensive rebound by Team,,84,124
357,4,7:17.0,,Loose ball foul by J. McAdoo (drawn by B. Bass),84,124
358,4,7:04.0,Turnover by J. Crawford (bad pass; steal by K. Looney),,84,124
359,4,6:50.0,,J. McAdoo misses 2-pt jump shot from 9 ft,84,124
360,4,6:49.0,,Offensive rebound by J. McAdoo,84,124
361,4,6:48.0,,J. McAdoo makes 2-pt layup from 1 ft,84,126
362,4,6:31.0,M. Speights misses 2-pt jump shot from 13 ft,,84,126
363,4,6:30.0,,Defensive rebound by S. Livingston,84,126
364,4,6:20.0,,S. Livingston makes 2-pt jump shot from 16 ft,84,128
365,4,6:04.0,B. Bass makes 2-pt jump shot from 15 ft (assist by A. Rivers),,86,128
366,4,5:37.0,,S. Livingston makes 2-pt jump shot from 16 ft (assist by I. Clark),86,130
367,4,5:23.0,M. Speights misses 3-pt jump shot from 28 ft,,86,130
368,4,5:22.0,,Defensive rebound by K. Looney,86,130
369,4,5:08.0,,J. McAdoo makes 2-pt jump shot from 16 ft (assist by K. Looney),86,132
370,4,4:54.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by M. Speights),,89,132
371,4,4:53.0,,Golden State full timeout,89,132
372,4,4:53.0,D. Stone enters the game for A. Rivers,,89,132
373,4,4:53.0,R. Felton enters the game for M. Speights,,89,132
374,4,4:53.0,,A. Varejão enters the game for S. Livingston,89,132
375,4,4:38.0,,I. Clark makes 2-pt jump shot from 19 ft (assist by A. Varejão),89,134
376,4,4:19.0,D. Stone makes 2-pt jump shot from 19 ft (assist by B. Bass),,91,134
377,4,4:06.0,,P. McCaw misses 3-pt jump shot from 27 ft,91,134
378,4,4:05.0,Defensive rebound by B. Bass,,91,134
379,4,3:51.0,Turnover by R. Felton (lost ball; steal by J. McAdoo),,91,134
