,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA LAKERS_ACTION,ATLANTA_SCORE,LA LAKERS_SCORE
387,4,5:58.0,,L. Williams makes free throw 1 of 1,84,100
388,4,5:38.0,T. Sefolosha misses 2-pt jump shot from 18 ft,,84,100
389,4,5:37.0,,Defensive rebound by B. Ingram,84,100
390,4,5:13.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by J. Clarkson),84,102
391,4,4:47.0,K. Korver misses 3-pt jump shot from 27 ft,,84,102
392,4,4:47.0,Offensive rebound by Team,,84,102
393,4,4:47.0,,Loose ball foul by L. Williams,84,102
394,4,4:47.0,T. Hardaway enters the game for K. Korver,,84,102
395,4,4:36.0,D. Schröder misses 3-pt jump shot from 26 ft,,84,102
396,4,4:35.0,,Defensive rebound by T. Black,84,102
397,4,4:11.0,,J. Clarkson misses 3-pt jump shot from 26 ft,84,102
398,4,4:09.0,,Offensive rebound by Team,84,102
399,4,4:08.0,T. Prince enters the game for D. Schröder,,84,102
400,4,4:08.0,R. Kelly enters the game for D. Howard,,84,102
401,4,3:45.0,,L. Williams misses 3-pt jump shot from 25 ft,84,102
402,4,3:44.0,Defensive rebound by T. Sefolosha,,84,102
403,4,3:31.0,T. Prince misses 3-pt jump shot from 26 ft,,84,102
404,4,3:30.0,,Defensive rebound by L. Nance,84,102
405,4,3:15.0,,Turnover by T. Black (3 sec),84,102
406,4,3:04.0,R. Kelly misses 3-pt jump shot from 25 ft,,84,102
407,4,3:02.0,,Defensive rebound by T. Black,84,102
408,4,2:57.0,,LA Lakers full timeout,84,102
409,4,2:57.0,D. Bembry enters the game for M. Muscala,,84,102
410,4,2:43.0,,Turnover by B. Ingram (lost ball; steal by R. Kelly),84,102
411,4,2:37.0,Shooting foul by T. Black (drawn by D. Bembry),,84,102
412,4,2:37.0,D. Bembry makes free throw 1 of 2,,85,102
413,4,2:37.0,D. Bembry misses free throw 2 of 2,,85,102
414,4,2:36.0,,Defensive rebound by Team,85,102
415,4,2:23.0,,L. Nance misses 2-pt hook shot at rim,85,102
416,4,2:18.0,Defensive rebound by R. Kelly,,85,102
417,4,2:16.0,T. Hardaway misses 3-pt jump shot from 26 ft,,85,102
418,4,2:09.0,,Defensive rebound by T. Black,85,102
419,4,2:00.0,,L. Williams makes 3-pt jump shot from 28 ft,85,105
420,4,1:49.0,T. Hardaway makes 3-pt jump shot from 26 ft,,88,105
421,4,1:27.0,,J. Clarkson makes 2-pt layup from 2 ft,88,107
422,4,1:24.0,Away from play foul by L. Williams,,88,107
423,4,1:24.0,T. Hardaway misses free throw 1 of 1,,88,107
424,4,1:24.0,Offensive rebound by Team,,88,107
425,4,1:24.0,,M. Huertas enters the game for L. Nance,88,107
426,4,1:24.0,,T. Robinson enters the game for L. Williams,88,107
427,4,1:21.0,T. Hardaway makes 2-pt layup from 2 ft,,90,107
428,4,1:00.0,,T. Robinson misses 2-pt layup from 2 ft,90,107
429,4,0:57.0,Defensive rebound by R. Kelly,,90,107
430,4,0:50.0,D. Bembry misses 3-pt jump shot from 25 ft,,90,107
431,4,0:48.0,,Defensive rebound by B. Ingram,90,107
432,4,0:36.0,,T. Black makes 2-pt hook shot from 5 ft (assist by M. Huertas),90,109
433,4,0:28.0,T. Hardaway makes 2-pt jump shot from 17 ft,,92,109
434,4,0:07.0,,Turnover by M. Huertas (bad pass; steal by D. Bembry),92,109
435,4,0:02.0,T. Sefolosha makes 2-pt dunk at rim (assist by T. Prince),,94,109
