,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
36,1,7:02.0,,S. Labissière misses free throw 1 of 2,9,8
37,1,7:02.0,,Offensive rebound by Team,9,8
38,1,7:02.0,,S. Labissière misses free throw 2 of 2,9,8
39,1,7:00.0,Defensive rebound by A. Gordon,,9,8
40,1,6:50.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,11,8
41,1,6:34.0,,B. Hield misses 3-pt jump shot from 25 ft,11,8
42,1,6:34.0,Defensive rebound by E. Fournier,,11,8
43,1,6:15.0,E. Fournier misses 3-pt jump shot from 26 ft,,11,8
44,1,6:15.0,Offensive rebound by Team,,11,8
45,1,6:15.0,,Loose ball foul by S. Labissière (drawn by N. Vučević),11,8
46,1,6:03.0,T. Ross misses 3-pt jump shot from 25 ft,,11,8
47,1,6:02.0,,Defensive rebound by W. Cauley-Stein,11,8
48,1,5:51.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Collison),11,10
49,1,5:32.0,E. Fournier misses 3-pt jump shot from 25 ft,,11,10
50,1,5:31.0,,Defensive rebound by S. Labissière,11,10
51,1,5:22.0,,Shooting foul by A. Gordon (drawn by D. Collison),11,10
52,1,5:22.0,,Sacramento full timeout,11,10
53,1,5:22.0,,D. Collison makes free throw 1 of 2,11,11
54,1,5:22.0,J. Green enters the game for A. Gordon,,11,10
55,1,5:22.0,,D. Collison makes free throw 2 of 2,11,12
56,1,5:06.0,Turnover by E. Fournier (lost ball; steal by B. Hield),,11,12
57,1,5:01.0,,G. Temple makes 2-pt layup from 2 ft (assist by D. Collison),11,14
58,1,4:47.0,E. Payton makes 2-pt layup from 3 ft,,13,14
59,1,4:26.0,,B. Hield misses 2-pt layup from 3 ft,13,14
60,1,4:25.0,Defensive rebound by J. Green,,13,14
61,1,4:18.0,T. Ross makes 2-pt dunk at rim (assist by E. Payton),,15,14
62,1,4:01.0,,D. Collison makes 2-pt jump shot from 17 ft,15,16
63,1,3:51.0,Offensive foul by E. Fournier (drawn by G. Temple),,15,16
64,1,3:51.0,Turnover by E. Fournier (offensive foul),,15,16
65,1,3:51.0,M. Hezonja enters the game for T. Ross,,15,16
66,1,3:51.0,,G. Papagiannis enters the game for W. Cauley-Stein,15,16
67,1,3:51.0,,B. McLemore enters the game for G. Temple,15,16
68,1,3:34.0,,Shooting foul by N. Vučević (drawn by B. McLemore),15,16
69,1,3:34.0,,B. McLemore makes free throw 1 of 2,15,17
70,1,3:34.0,Orlando full timeout,,15,17
71,1,3:34.0,,B. McLemore misses free throw 2 of 2,15,17
72,1,3:33.0,Defensive rebound by N. Vučević,,15,17
73,1,3:16.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Payton),,17,17
74,1,2:55.0,,Turnover by B. Hield (lost ball; steal by N. Vučević),17,17
75,1,2:42.0,J. Green makes 2-pt jump shot from 14 ft (assist by N. Vučević),,19,17
76,1,2:23.0,,G. Papagiannis misses 2-pt hook shot from 11 ft,19,17
77,1,2:22.0,Defensive rebound by N. Vučević,,19,17
78,1,2:03.0,Turnover by N. Vučević (bad pass; steal by B. Hield),,19,17
79,1,2:01.0,,Shooting foul by J. Green (drawn by B. Hield),19,17
80,1,2:01.0,,B. Hield makes free throw 1 of 2,19,18
81,1,2:01.0,B. Biyombo enters the game for N. Vučević,,19,18
82,1,2:01.0,D. Augustin enters the game for E. Fournier,,19,18
83,1,2:01.0,C. Watson enters the game for E. Payton,,19,18
84,1,2:01.0,,A. Tolliver enters the game for S. Labissière,19,18
85,1,2:01.0,,B. Hield makes free throw 2 of 2,19,19
86,1,1:47.0,C. Watson makes 2-pt layup from 2 ft (assist by J. Green),,21,19
87,1,1:34.0,,Turnover by D. Collison (bad pass; steal by J. Green),21,19
88,1,1:27.0,J. Green misses 3-pt jump shot from 24 ft,,21,19
89,1,1:26.0,,Defensive rebound by B. Hield,21,19
90,1,1:14.0,,B. Hield makes 3-pt jump shot from 26 ft,21,22
91,1,0:51.0,B. Biyombo misses 2-pt jump shot from 5 ft (block by G. Papagiannis),,21,22
92,1,0:49.0,,Defensive rebound by A. Tolliver,21,22
93,1,0:47.0,Violation by C. Watson (kicked ball),,21,22
94,1,0:47.0,,L. Galloway enters the game for D. Collison,21,22
95,1,0:44.0,,B. Hield misses 3-pt jump shot from 27 ft,21,22
96,1,0:43.0,Defensive rebound by B. Biyombo,,21,22
97,1,0:32.0,Turnover by D. Augustin (bad pass),,21,22
98,1,0:15.0,,B. Hield makes 2-pt jump shot from 23 ft,21,24
99,1,0:00.0,Shooting foul by B. McLemore (drawn by B. Biyombo),,21,24
100,1,0:00.0,B. Biyombo makes free throw 1 of 2,,22,24
101,1,0:00.0,,W. Cauley-Stein enters the game for B. Hield,22,24
102,1,0:00.0,B. Biyombo makes free throw 2 of 2,,23,24
103,2,11:45.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by L. Galloway),23,27
104,2,11:26.0,M. Hezonja makes 2-pt jump shot from 14 ft,,25,27
105,2,11:10.0,,B. McLemore misses 3-pt jump shot from 25 ft,25,27
106,2,11:08.0,Defensive rebound by J. Green,,25,27
107,2,11:06.0,Shooting foul by A. Tolliver (drawn by J. Green),,25,27
108,2,11:06.0,J. Green makes free throw 1 of 2,,26,27
109,2,11:06.0,J. Green makes free throw 2 of 2,,27,27
110,2,10:52.0,,L. Galloway misses 2-pt jump shot from 4 ft,27,27
111,2,10:51.0,Defensive rebound by B. Biyombo,,27,27
112,2,10:41.0,J. Green misses 3-pt jump shot from 26 ft,,27,27
113,2,10:40.0,,Defensive rebound by B. McLemore,27,27
114,2,10:34.0,,Turnover by B. McLemore (bad pass; steal by J. Green),27,27
115,2,10:29.0,M. Hezonja makes 2-pt layup from 3 ft (assist by J. Green),,29,27
116,2,10:10.0,,Shooting foul by C. Watson (drawn by A. Tolliver),29,27
117,2,10:10.0,,A. Tolliver makes free throw 1 of 2,29,28
118,2,10:10.0,,A. Tolliver makes free throw 2 of 2,29,29
119,2,9:54.0,M. Hezonja misses 2-pt jump shot from 19 ft,,29,29
120,2,9:53.0,,Defensive rebound by G. Temple,29,29
121,2,9:46.0,,Turnover by G. Temple (bad pass; steal by J. Green),29,29
122,2,9:41.0,Turnover by J. Green (lost ball),,29,29
123,2,9:32.0,,Turnover by B. McLemore (step out of bounds),29,29
124,2,9:15.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Watson),,31,29
125,2,8:59.0,,G. Papagiannis misses 2-pt jump shot from 16 ft,31,29
126,2,8:59.0,Defensive rebound by D. Augustin,,31,29
127,2,8:52.0,C. Watson misses 3-pt jump shot from 24 ft,,31,29
128,2,8:51.0,,Defensive rebound by G. Papagiannis,31,29
129,2,8:45.0,,B. McLemore makes 3-pt jump shot from 25 ft,31,32
130,2,8:35.0,Personal foul by G. Temple (drawn by C. Watson),,31,32
131,2,8:35.0,Official timeout,,31,32
132,2,8:35.0,,W. Cauley-Stein enters the game for G. Papagiannis,31,32
133,2,8:22.0,D. Augustin misses 3-pt jump shot from 25 ft,,31,32
134,2,8:21.0,,Defensive rebound by B. McLemore,31,32
135,2,8:13.0,,B. McLemore makes 3-pt jump shot from 27 ft,31,35
136,2,7:56.0,M. Hezonja misses 2-pt jump shot from 6 ft,,31,35
137,2,7:55.0,,Defensive rebound by W. Cauley-Stein,31,35
138,2,7:33.0,,A. Tolliver misses 3-pt jump shot from 27 ft,31,35
139,2,7:33.0,Defensive rebound by D. Augustin,,31,35
140,2,7:30.0,J. Green makes 2-pt layup from 3 ft (assist by D. Augustin),,33,35
141,2,7:30.0,Shooting foul by A. Tolliver (drawn by J. Green),,33,35
142,2,7:30.0,J. Green makes free throw 1 of 1,,34,35
143,2,7:09.0,,Turnover by A. Tolliver (bad pass; steal by M. Hezonja),34,35
144,2,7:04.0,Offensive foul by B. Biyombo (drawn by A. Tolliver),,34,35
145,2,7:04.0,Turnover by B. Biyombo (offensive foul),,34,35
146,2,6:54.0,,Shooting foul by M. Hezonja (drawn by B. McLemore),34,35
147,2,6:54.0,,B. McLemore misses free throw 1 of 2,34,35
148,2,6:54.0,,Offensive rebound by Team,34,35
149,2,6:54.0,A. Gordon enters the game for J. Green,,34,35
150,2,6:54.0,T. Ross enters the game for M. Hezonja,,34,35
151,2,6:54.0,,S. Labissière enters the game for A. Tolliver,34,35
152,2,6:54.0,,B. McLemore makes free throw 2 of 2,34,36
153,2,6:41.0,D. Augustin misses 3-pt jump shot from 26 ft,,34,36
154,2,6:40.0,,Defensive rebound by S. Labissière,34,36
155,2,6:32.0,,B. McLemore misses 2-pt jump shot from 21 ft,34,36
156,2,6:31.0,,Offensive rebound by Team,34,36
157,2,6:31.0,E. Payton enters the game for D. Augustin,,34,36
158,2,6:31.0,N. Vučević enters the game for B. Biyombo,,34,36
159,2,6:31.0,,Sacramento full timeout,34,36
160,2,6:24.0,,Turnover by G. Temple (bad pass; steal by N. Vučević),34,36
161,2,6:08.0,C. Watson makes 2-pt layup from 4 ft (assist by E. Payton),,36,36
162,2,5:53.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft,36,36
163,2,5:52.0,Defensive rebound by N. Vučević,,36,36
164,2,5:43.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Gordon),,39,36
165,2,5:26.0,,W. Cauley-Stein makes 2-pt hook shot from 8 ft (assist by B. McLemore),39,38
166,2,5:16.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,42,38
167,2,4:59.0,,W. Cauley-Stein misses 2-pt jump shot from 9 ft,42,38
168,2,4:58.0,Defensive rebound by N. Vučević,,42,38
169,2,4:54.0,A. Gordon misses 2-pt layup from 2 ft,,42,38
170,2,4:53.0,Offensive rebound by E. Payton,,42,38
171,2,4:53.0,E. Payton misses 2-pt layup from 1 ft (block by S. Labissière),,42,38
172,2,4:52.0,,Defensive rebound by S. Labissière,42,38
173,2,4:45.0,,S. Labissière makes 2-pt layup at rim (assist by W. Cauley-Stein),42,40
174,2,4:40.0,Orlando full timeout,,42,40
175,2,4:40.0,,D. Collison enters the game for G. Temple,42,40
176,2,4:40.0,,B. Hield enters the game for S. Labissière,42,40
177,2,4:40.0,,A. Tolliver enters the game for B. McLemore,42,40
178,2,4:33.0,E. Payton makes 2-pt layup from 3 ft,,44,40
179,2,4:33.0,Shooting foul by B. Hield (drawn by E. Payton),,44,40
180,2,4:33.0,E. Fournier enters the game for C. Watson,,44,40
181,2,4:33.0,E. Payton makes free throw 1 of 1,,45,40
182,2,4:18.0,,D. Collison makes 2-pt jump shot from 19 ft (assist by A. Tolliver),45,42
183,2,3:52.0,N. Vučević misses 2-pt jump shot from 11 ft,,45,42
184,2,3:52.0,Offensive rebound by Team,,45,42
185,2,3:37.0,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),,47,42
186,2,3:25.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Hield),47,44
187,2,3:09.0,A. Gordon makes 2-pt layup from 3 ft (assist by T. Ross),,49,44
188,2,2:49.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Collison),49,47
189,2,2:34.0,A. Gordon makes 2-pt jump shot from 12 ft,,51,47
190,2,2:34.0,Shooting foul by A. Tolliver (drawn by A. Gordon),,51,47
191,2,2:34.0,A. Gordon makes free throw 1 of 1,,52,47
192,2,2:22.0,,Def 3 sec tech foul by N. Vučević,52,47
193,2,2:22.0,,B. Hield makes technical free throw,52,48
194,2,2:13.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,52,48
195,2,2:13.0,Defensive rebound by E. Payton,,52,48
196,2,2:00.0,N. Vučević makes 2-pt jump shot from 15 ft,,54,48
197,2,1:42.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by D. Collison),54,51
198,2,1:25.0,A. Gordon misses 2-pt jump shot from 16 ft,,54,51
199,2,1:25.0,,Defensive rebound by A. Tolliver,54,51
200,2,1:13.0,,W. Cauley-Stein misses 2-pt hook shot from 12 ft,54,51
201,2,1:13.0,Defensive rebound by N. Vučević,,54,51
202,2,1:07.0,E. Payton makes 2-pt dunk at rim,,56,51
203,2,0:57.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by D. Collison),56,54
204,2,0:49.0,N. Vučević misses 2-pt jump shot from 19 ft,,56,54
205,2,0:48.0,,Defensive rebound by B. Hield,56,54
206,2,0:30.0,,W. Cauley-Stein makes 2-pt layup from 3 ft,56,56
207,2,0:10.0,A. Gordon misses 2-pt layup from 5 ft,,56,56
208,2,0:10.0,Offensive rebound by E. Fournier,,56,56
209,2,0:10.0,E. Fournier makes 2-pt layup from 3 ft,,58,56
210,2,0:04.0,,Personal foul by E. Payton (drawn by D. Collison),58,56
211,2,0:04.0,,S. Labissière enters the game for A. Tolliver,58,56
212,2,0:04.0,J. Green enters the game for A. Gordon,,58,56
213,2,0:04.0,C. Watson enters the game for E. Fournier,,58,56
214,2,0:04.0,,Sacramento full timeout,58,56
215,2,0:04.0,,B. McLemore enters the game for S. Labissière,58,56
216,2,0:01.0,,Shooting foul by J. Green (drawn by D. Collison),58,56
217,2,0:01.0,,D. Collison makes free throw 1 of 2,58,57
218,2,0:01.0,Orlando full timeout,,58,57
219,2,0:01.0,,S. Labissière enters the game for L. Galloway,58,57
220,2,0:01.0,E. Fournier enters the game for C. Watson,,58,57
221,2,0:01.0,,D. Collison makes free throw 2 of 2,58,58
222,3,11:46.0,,Turnover by G. Temple (bad pass; steal by A. Gordon),58,58
223,3,11:34.0,Turnover by E. Payton (bad pass; steal by G. Temple),,58,58
224,3,11:09.0,,B. Hield makes 2-pt layup from 5 ft,58,60
225,3,10:48.0,Turnover by A. Gordon (lost ball; steal by D. Collison),,58,60
226,3,10:35.0,,S. Labissière misses 2-pt jump shot from 10 ft,58,60
227,3,10:34.0,Defensive rebound by E. Fournier,,58,60
228,3,10:16.0,Turnover by N. Vučević (lost ball; steal by G. Temple),,58,60
229,3,10:03.0,,S. Labissière makes 2-pt jump shot from 9 ft,58,62
230,3,10:03.0,,Shooting foul by E. Fournier (drawn by S. Labissière),58,62
231,3,10:03.0,,S. Labissière makes free throw 1 of 1,58,63
232,3,9:52.0,E. Payton makes 2-pt layup from 4 ft,,60,63
233,3,9:42.0,,Personal foul by T. Ross (drawn by B. Hield),60,63
234,3,9:34.0,,W. Cauley-Stein makes 2-pt jump shot from 10 ft,60,65
235,3,9:16.0,Shooting foul by S. Labissière (drawn by A. Gordon),,60,65
236,3,9:16.0,A. Gordon makes free throw 1 of 2,,61,65
237,3,9:16.0,A. Gordon makes free throw 2 of 2,,62,65
238,3,9:04.0,,S. Labissière makes 2-pt jump shot from 16 ft (assist by D. Collison),62,67
239,3,8:49.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Payton),,65,67
240,3,8:36.0,,S. Labissière misses 2-pt jump shot from 6 ft,65,67
241,3,8:35.0,,Offensive rebound by S. Labissière,65,67
242,3,8:35.0,,S. Labissière misses 2-pt layup from 1 ft,65,67
243,3,8:34.0,Defensive rebound by E. Payton,,65,67
244,3,8:26.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),,68,67
245,3,8:12.0,,B. Hield misses 2-pt jump shot from 11 ft,68,67
246,3,8:11.0,Defensive rebound by E. Payton,,68,67
247,3,7:57.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by T. Ross),,70,67
248,3,7:34.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,70,67
249,3,7:33.0,Defensive rebound by A. Gordon,,70,67
250,3,7:26.0,A. Gordon misses 2-pt jump shot from 8 ft,,70,67
251,3,7:25.0,,Defensive rebound by W. Cauley-Stein,70,67
252,3,7:15.0,,G. Temple makes 2-pt jump shot from 9 ft,70,69
253,3,7:00.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,73,69
254,3,6:38.0,,G. Temple makes 2-pt jump shot from 16 ft,73,71
255,3,6:20.0,N. Vučević misses 2-pt layup from 4 ft,,73,71
256,3,6:19.0,,Defensive rebound by S. Labissière,73,71
257,3,6:16.0,,D. Collison misses 2-pt layup from 4 ft,73,71
258,3,6:14.0,Defensive rebound by E. Payton,,73,71
259,3,6:06.0,T. Ross misses 3-pt jump shot from 24 ft,,73,71
260,3,6:06.0,,Defensive rebound by B. Hield,73,71
261,3,6:05.0,,Sacramento full timeout,73,71
262,3,5:50.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by B. Hield),73,74
263,3,5:50.0,,Shooting foul by E. Payton (drawn by D. Collison),73,74
264,3,5:50.0,,D. Collison makes free throw 1 of 1,73,75
265,3,5:36.0,T. Ross misses 2-pt jump shot from 9 ft (block by S. Labissière),,73,75
266,3,5:36.0,,Defensive rebound by B. Hield,73,75
267,3,5:27.0,,B. Hield makes 2-pt jump shot from 11 ft,73,77
268,3,5:13.0,N. Vučević misses 2-pt jump shot from 20 ft,,73,77
269,3,5:12.0,,Defensive rebound by S. Labissière,73,77
270,3,5:00.0,,W. Cauley-Stein makes 2-pt jump shot from 5 ft,73,79
271,3,4:59.0,Orlando full timeout,,73,79
272,3,4:59.0,M. Hezonja enters the game for T. Ross,,73,79
273,3,4:59.0,,B. McLemore enters the game for G. Temple,73,79
274,3,4:49.0,E. Fournier makes 2-pt jump shot from 7 ft,,75,79
275,3,4:49.0,Shooting foul by B. McLemore (drawn by E. Fournier),,75,79
276,3,4:49.0,E. Fournier makes free throw 1 of 1,,76,79
277,3,4:35.0,,B. Hield misses 3-pt jump shot from 23 ft,76,79
278,3,4:35.0,Defensive rebound by E. Payton,,76,79
279,3,4:24.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,79,79
280,3,4:19.0,,Turnover by D. Collison (bad pass),79,79
281,3,4:04.0,Personal foul by B. McLemore (drawn by E. Fournier),,79,79
282,3,4:04.0,,A. Tolliver enters the game for S. Labissière,79,79
283,3,3:55.0,E. Fournier misses 3-pt jump shot from 27 ft,,79,79
284,3,3:55.0,,Defensive rebound by B. Hield,79,79
285,3,3:47.0,,Turnover by B. Hield (lost ball; steal by A. Gordon),79,79
286,3,3:41.0,E. Fournier misses 2-pt layup from 3 ft,,79,79
287,3,3:40.0,,Defensive rebound by W. Cauley-Stein,79,79
288,3,3:32.0,,B. Hield makes 3-pt jump shot from 25 ft,79,82
289,3,3:27.0,Turnover by E. Fournier (bad pass; steal by D. Collison),,79,82
290,3,3:23.0,,B. McLemore makes 2-pt jump shot from 22 ft,79,84
291,3,3:16.0,Turnover by A. Gordon (lost ball; steal by A. Tolliver),,79,84
292,3,3:13.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft (block by N. Vučević),79,84
293,3,3:13.0,,Offensive rebound by Team,79,84
294,3,3:13.0,B. Biyombo enters the game for A. Gordon,,79,84
295,3,3:13.0,C. Watson enters the game for N. Vučević,,79,84
296,3,3:13.0,J. Green enters the game for E. Fournier,,79,84
297,3,3:13.0,D. Augustin enters the game for E. Payton,,79,84
298,3,2:51.0,,B. McLemore misses 3-pt jump shot from 26 ft,79,84
299,3,2:51.0,Defensive rebound by M. Hezonja,,79,84
300,3,2:40.0,D. Augustin misses 3-pt jump shot from 25 ft,,79,84
301,3,2:40.0,Offensive rebound by B. Biyombo,,79,84
302,3,2:35.0,C. Watson misses 3-pt jump shot from 22 ft,,79,84
303,3,2:35.0,Offensive rebound by Team,,79,84
304,3,2:35.0,,Loose ball foul by B. McLemore (drawn by J. Green),79,84
305,3,2:35.0,,L. Galloway enters the game for B. Hield,79,84
306,3,2:15.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Augustin),,82,84
307,3,2:01.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Collison),82,87
308,3,1:49.0,Shooting foul by D. Collison (drawn by D. Augustin),,82,87
309,3,1:49.0,D. Augustin makes free throw 1 of 2,,83,87
310,3,1:49.0,D. Augustin makes free throw 2 of 2,,84,87
311,3,1:32.0,,D. Collison misses 3-pt jump shot from 26 ft,84,87
312,3,1:32.0,Defensive rebound by C. Watson,,84,87
313,3,1:26.0,D. Augustin misses 2-pt layup from 3 ft,,84,87
314,3,1:25.0,,Defensive rebound by A. Tolliver,84,87
315,3,1:18.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by L. Galloway),84,90
316,3,0:54.0,Turnover by M. Hezonja (bad pass; steal by D. Collison),,84,90
317,3,0:48.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Collison),84,93
318,3,0:24.0,C. Watson misses 2-pt jump shot from 21 ft,,84,93
319,3,0:23.0,Offensive rebound by M. Hezonja,,84,93
320,3,0:23.0,M. Hezonja misses 2-pt layup from 3 ft,,84,93
321,3,0:22.0,,Defensive rebound by B. McLemore,84,93
322,3,0:16.0,,D. Collison misses 3-pt jump shot from 23 ft,84,93
323,3,0:15.0,Defensive rebound by J. Green,,84,93
324,3,0:00.0,Turnover by C. Watson (bad pass; steal by B. McLemore),,84,93
325,4,11:38.0,J. Green misses 2-pt jump shot from 14 ft,,84,93
326,4,11:37.0,,Defensive rebound by A. Tolliver,84,93
327,4,11:23.0,,A. Tolliver misses 3-pt jump shot from 25 ft,84,93
328,4,11:22.0,Defensive rebound by J. Green,,84,93
329,4,11:10.0,M. Hezonja makes 2-pt layup from 4 ft (assist by D. Augustin),,86,93
330,4,10:53.0,,L. Galloway misses 2-pt jump shot from 19 ft,86,93
331,4,10:52.0,Defensive rebound by J. Green,,86,93
332,4,10:40.0,C. Watson makes 2-pt layup from 2 ft (assist by D. Augustin),,88,93
333,4,10:20.0,,Turnover by B. McLemore (traveling),88,93
334,4,10:04.0,B. Biyombo misses 2-pt jump shot from 10 ft,,88,93
335,4,10:04.0,,Defensive rebound by B. McLemore,88,93
336,4,9:56.0,,B. McLemore misses 2-pt layup from 2 ft,88,93
337,4,9:54.0,,Offensive rebound by G. Papagiannis,88,93
338,4,9:54.0,,G. Papagiannis makes 2-pt dunk at rim,88,95
339,4,9:32.0,D. Augustin misses 3-pt jump shot from 26 ft,,88,95
340,4,9:31.0,,Defensive rebound by G. Papagiannis,88,95
341,4,9:18.0,,G. Temple makes 3-pt jump shot from 23 ft,88,98
342,4,9:00.0,D. Augustin misses 2-pt layup from 2 ft,,88,98
343,4,8:59.0,,Defensive rebound by G. Papagiannis,88,98
344,4,8:52.0,,B. McLemore misses 3-pt jump shot from 26 ft,88,98
345,4,8:50.0,Defensive rebound by M. Hezonja,,88,98
346,4,8:41.0,D. Augustin makes 2-pt layup from 3 ft (assist by B. Biyombo),,90,98
347,4,8:30.0,,Turnover by L. Galloway (bad pass; steal by C. Watson),90,98
348,4,8:24.0,J. Green misses 2-pt dunk at rim,,90,98
349,4,8:24.0,,Defensive rebound by Team,90,98
350,4,8:24.0,Official timeout,,90,98
351,4,8:24.0,E. Payton enters the game for D. Augustin,,90,98
352,4,8:06.0,,A. Tolliver misses 2-pt layup from 4 ft (block by B. Biyombo),90,98
353,4,8:05.0,Defensive rebound by B. Biyombo,,90,98
354,4,7:34.0,C. Watson makes 3-pt jump shot from 24 ft (assist by M. Hezonja),,93,98
355,4,7:21.0,,Offensive foul by G. Temple (drawn by M. Hezonja),93,98
356,4,7:21.0,,Turnover by G. Temple (offensive foul),93,98
357,4,7:21.0,,W. Cauley-Stein enters the game for G. Papagiannis,93,98
358,4,7:17.0,T. Ross enters the game for M. Hezonja,,93,98
359,4,7:02.0,C. Watson misses 3-pt jump shot from 25 ft,,93,98
360,4,7:02.0,,Defensive rebound by A. Tolliver,93,98
361,4,6:48.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by G. Temple),93,101
362,4,6:48.0,,Shooting foul by C. Watson (drawn by B. McLemore),93,101
363,4,6:48.0,A. Gordon enters the game for J. Green,,93,101
364,4,6:48.0,N. Vučević enters the game for B. Biyombo,,93,101
365,4,6:48.0,E. Fournier enters the game for C. Watson,,93,101
366,4,6:48.0,,B. McLemore makes free throw 1 of 1,93,102
367,4,6:36.0,N. Vučević misses 2-pt jump shot from 18 ft,,93,102
368,4,6:36.0,Offensive rebound by N. Vučević,,93,102
369,4,6:28.0,E. Payton makes 2-pt jump shot from 10 ft,,95,102
370,4,6:13.0,,Turnover by W. Cauley-Stein (lost ball; steal by E. Fournier),95,102
371,4,6:07.0,A. Gordon misses 2-pt jump shot from 3 ft,,95,102
372,4,6:06.0,,Defensive rebound by B. McLemore,95,102
373,4,6:00.0,,G. Temple misses 3-pt jump shot from 23 ft,95,102
374,4,5:58.0,Defensive rebound by N. Vučević,,95,102
375,4,5:48.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by E. Payton),,97,102
376,4,5:34.0,,B. McLemore misses 2-pt jump shot from 8 ft (block by N. Vučević),97,102
377,4,5:32.0,Defensive rebound by E. Payton,,97,102
378,4,5:26.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),,100,102
379,4,5:18.0,,Sacramento full timeout,100,102
