,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
0,1,11:38.0,,J. Redick misses 2-pt jump shot from 19 ft,0,0
1,1,11:37.0,Defensive rebound by R. Gobert,,0,0
2,1,11:20.0,R. Gobert misses 2-pt jump shot from 3 ft (block by D. Jordan),,0,0
3,1,11:17.0,,Defensive rebound by C. Paul,0,0
4,1,11:04.0,,D. Jordan misses 2-pt layup from 3 ft,0,0
5,1,11:03.0,,Offensive rebound by D. Jordan,0,0
6,1,11:03.0,,D. Jordan misses 2-pt layup at rim,0,0
7,1,11:00.0,Defensive rebound by R. Hood,,0,0
8,1,10:52.0,R. Hood misses 2-pt jump shot from 7 ft,,0,0
9,1,10:49.0,,Defensive rebound by D. Jordan,0,0
10,1,10:49.0,,Turnover by D. Jordan (bad pass; steal by J. Johnson),0,0
11,1,10:33.0,J. Johnson misses 2-pt jump shot from 10 ft,,0,0
12,1,10:32.0,,Defensive rebound by C. Paul,0,0
13,1,10:25.0,,C. Paul makes 3-pt jump shot from 27 ft (assist by L. Mbah a Moute),0,3
14,1,10:02.0,Turnover by B. Diaw (bad pass; steal by J. Redick),,0,3
15,1,9:57.0,,Turnover by B. Griffin (lost ball),0,3
16,1,9:42.0,G. Hill makes 3-pt jump shot from 28 ft (assist by R. Gobert),,3,3
17,1,9:21.0,,Personal foul by G. Hill (drawn by B. Griffin),3,3
18,1,9:14.0,,B. Griffin makes 2-pt layup from 1 ft,3,5
19,1,8:56.0,G. Hill misses 3-pt jump shot from 25 ft,,3,5
20,1,8:55.0,,Defensive rebound by D. Jordan,3,5
21,1,8:45.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),3,7
22,1,8:43.0,Utah full timeout,,3,7
23,1,8:21.0,J. Johnson makes 2-pt jump shot from 18 ft,,5,7
24,1,8:02.0,,Shooting foul by R. Gobert (drawn by B. Griffin),5,7
25,1,8:02.0,,B. Griffin makes free throw 1 of 2,5,8
26,1,8:02.0,,B. Griffin makes free throw 2 of 2,5,9
27,1,7:49.0,G. Hill misses 2-pt hook shot from 6 ft,,5,9
28,1,7:47.0,Offensive rebound by R. Gobert,,5,9
29,1,7:47.0,Shooting foul by D. Jordan (drawn by R. Gobert),,5,9
30,1,7:47.0,R. Gobert makes free throw 1 of 2,,6,9
