,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
31,1,8:07.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,10,4
32,1,8:07.0,,Defensive rebound by D. Gallinari,10,4
33,1,8:00.0,,Turnover by E. Mudiay (bad pass; steal by K. Caldwell-Pope),10,4
34,1,7:50.0,T. Harris misses 2-pt jump shot from 6 ft,,10,4
35,1,7:49.0,Offensive rebound by T. Harris,,10,4
36,1,7:47.0,T. Harris makes 2-pt jump shot from 5 ft,,12,4
37,1,7:31.0,,D. Gallinari misses 2-pt jump shot from 18 ft,12,4
38,1,7:31.0,,Offensive rebound by J. Nurkić,12,4
39,1,7:29.0,,Turnover by J. Nurkić (lost ball; steal by I. Smith),12,4
40,1,7:23.0,Shooting foul by G. Harris (drawn by K. Caldwell-Pope),,12,4
41,1,7:23.0,K. Caldwell-Pope misses free throw 1 of 2,,12,4
42,1,7:23.0,Offensive rebound by Team,,12,4
43,1,7:23.0,,W. Chandler enters the game for K. Faried,12,4
44,1,7:23.0,,N. Jokić enters the game for J. Nurkić,12,4
45,1,7:23.0,K. Caldwell-Pope makes free throw 2 of 2,,13,4
46,1,7:04.0,,E. Mudiay makes 2-pt layup from 2 ft,13,6
47,1,6:46.0,Turnover by I. Smith (lost ball; steal by W. Chandler),,13,6
48,1,6:36.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Chandler),13,9
49,1,6:21.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft,,15,9
50,1,6:02.0,,W. Chandler misses 3-pt jump shot from 25 ft,15,9
51,1,6:02.0,Defensive rebound by A. Drummond,,15,9
52,1,5:51.0,I. Smith makes 2-pt layup from 2 ft,,17,9
53,1,5:39.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by D. Gallinari),17,12
54,1,5:20.0,M. Morris misses 3-pt jump shot from 24 ft,,17,12
55,1,5:20.0,,Defensive rebound by W. Chandler,17,12
56,1,5:14.0,,E. Mudiay misses 3-pt jump shot from 25 ft,17,12
57,1,5:11.0,Defensive rebound by A. Drummond,,17,12
58,1,4:56.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by T. Harris),,19,12
59,1,4:42.0,,Turnover by E. Mudiay (bad pass; steal by M. Morris),19,12
60,1,4:38.0,M. Morris makes 2-pt layup from 1 ft,,21,12
61,1,4:38.0,,Denver full timeout,21,12
62,1,4:38.0,,J. Nelson enters the game for G. Harris,21,12
63,1,4:38.0,,J. Murray enters the game for E. Mudiay,21,12
64,1,4:38.0,J. Leuer enters the game for M. Morris,,21,12
65,1,4:14.0,,D. Gallinari makes 2-pt jump shot from 9 ft,21,14
66,1,3:51.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,,23,14
67,1,3:35.0,,W. Chandler makes 2-pt layup from 2 ft,23,16
68,1,3:20.0,I. Smith makes 2-pt layup from 1 ft,,25,16
69,1,3:10.0,,W. Chandler misses 2-pt jump shot from 16 ft,25,16
70,1,3:09.0,,Offensive rebound by N. Jokić,25,16
71,1,3:02.0,,Turnover by J. Nelson (bad pass; steal by I. Smith),25,16
72,1,2:55.0,A. Drummond misses 2-pt jump shot from 5 ft,,25,16
73,1,2:55.0,Offensive rebound by I. Smith,,25,16
74,1,2:49.0,J. Leuer makes 2-pt jump shot from 9 ft (assist by I. Smith),,27,16
75,1,2:24.0,,J. Murray misses 3-pt jump shot from 25 ft,27,16
76,1,2:23.0,Defensive rebound by T. Harris,,27,16
77,1,2:13.0,J. Leuer makes 2-pt jump shot from 16 ft (assist by T. Harris),,29,16
78,1,1:58.0,,J. Murray makes 2-pt layup from 1 ft,29,18
79,1,1:54.0,Detroit full timeout,,29,18
80,1,1:54.0,,J. Hernangómez enters the game for D. Gallinari,29,18
81,1,1:54.0,B. Udrih enters the game for T. Harris,,29,18
82,1,1:54.0,A. Baynes enters the game for A. Drummond,,29,18
83,1,1:54.0,M. Morris enters the game for I. Smith,,29,18
84,1,1:40.0,B. Udrih misses 2-pt layup from 2 ft,,29,18
85,1,1:39.0,Offensive rebound by Team,,29,18
86,1,1:24.0,B. Udrih makes 3-pt jump shot from 25 ft (assist by M. Morris),,32,18
87,1,1:07.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),32,21
88,1,0:52.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,32,21
89,1,0:51.0,,Defensive rebound by W. Chandler,32,21
90,1,0:42.0,,Turnover by W. Chandler (bad pass; steal by J. Leuer),32,21
91,1,0:40.0,B. Udrih makes 2-pt layup from 1 ft,,34,21
92,1,0:29.0,,J. Nelson misses 2-pt jump shot from 19 ft,34,21
93,1,0:28.0,Defensive rebound by A. Baynes,,34,21
94,1,0:07.0,A. Baynes makes 2-pt layup from 2 ft (assist by B. Udrih),,36,21
95,1,0:02.0,,W. Chandler misses 3-pt jump shot from 25 ft,36,21
96,1,0:00.0,,Offensive rebound by Team,36,21
97,2,11:47.0,,N. Jokić misses 2-pt layup from 1 ft,36,21
98,2,11:46.0,Defensive rebound by A. Baynes,,36,21
99,2,11:32.0,S. Johnson misses 2-pt jump shot from 20 ft,,36,21
100,2,11:32.0,Offensive rebound by Team,,36,21
101,2,11:32.0,,Loose ball foul by J. Nelson (drawn by A. Baynes),36,21
102,2,11:23.0,B. Udrih makes 2-pt jump shot from 12 ft,,38,21
103,2,11:08.0,,J. Hernangómez makes 2-pt layup from 1 ft,38,23
104,2,10:54.0,Offensive foul by A. Baynes (drawn by J. Hernangómez),,38,23
105,2,10:54.0,Turnover by A. Baynes (offensive foul),,38,23
106,2,10:29.0,,N. Jokić makes 2-pt layup from 2 ft,38,25
107,2,10:03.0,J. Leuer makes 2-pt jump shot from 5 ft (assist by B. Udrih),,40,25
108,2,10:03.0,,Denver full timeout,40,25
109,2,9:43.0,,N. Jokić misses 2-pt jump shot from 11 ft,40,25
110,2,9:42.0,Defensive rebound by J. Leuer,,40,25
111,2,9:38.0,Shooting block foul by N. Jokić (drawn by A. Baynes),,40,25
112,2,9:38.0,A. Baynes makes free throw 1 of 2,,41,25
113,2,9:38.0,,J. Nurkić enters the game for N. Jokić,41,25
114,2,9:38.0,A. Baynes makes free throw 2 of 2,,42,25
115,2,9:21.0,,J. Nelson makes 2-pt jump shot from 7 ft (assist by J. Hernangómez),42,27
116,2,9:03.0,M. Morris misses 2-pt jump shot from 9 ft,,42,27
117,2,9:02.0,,Defensive rebound by J. Nelson,42,27
118,2,8:56.0,,W. Chandler makes 2-pt jump shot from 17 ft (assist by J. Nelson),42,29
119,2,8:36.0,,Violation by J. Nurkić (def goaltending),42,29
120,2,8:36.0,S. Johnson makes 2-pt layup from 3 ft (assist by M. Morris),,44,29
121,2,8:15.0,,J. Nelson makes 2-pt layup from 2 ft,44,31
122,2,8:04.0,Offensive foul by S. Johnson (drawn by J. Murray),,44,31
123,2,8:04.0,Turnover by S. Johnson (offensive foul),,44,31
124,2,8:04.0,A. Drummond enters the game for A. Baynes,,44,31
125,2,8:04.0,,G. Harris enters the game for J. Murray,44,31
126,2,7:41.0,,G. Harris makes 2-pt jump shot from 5 ft,44,33
127,2,7:21.0,J. Leuer misses 2-pt jump shot from 9 ft,,44,33
128,2,7:20.0,,Defensive rebound by W. Chandler,44,33
129,2,7:11.0,,W. Chandler makes 2-pt jump shot from 6 ft,44,35
130,2,6:53.0,J. Leuer misses 3-pt jump shot from 25 ft,,44,35
131,2,6:52.0,,Defensive rebound by W. Chandler,44,35
132,2,6:38.0,,G. Harris misses 2-pt layup from 2 ft,44,35
133,2,6:37.0,,Offensive rebound by Team,44,35
134,2,6:37.0,,D. Gallinari enters the game for W. Chandler,44,35
135,2,6:27.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by G. Harris),44,38
136,2,6:19.0,Detroit full timeout,,44,38
137,2,6:19.0,I. Smith enters the game for B. Udrih,,44,38
138,2,6:19.0,K. Caldwell-Pope enters the game for S. Johnson,,44,38
139,2,6:05.0,I. Smith misses 2-pt jump shot from 21 ft,,44,38
140,2,6:03.0,,Defensive rebound by G. Harris,44,38
141,2,5:57.0,,G. Harris makes 2-pt layup from 3 ft,44,40
142,2,5:35.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,44,40
143,2,5:35.0,,Defensive rebound by J. Hernangómez,44,40
144,2,5:21.0,,D. Gallinari misses 3-pt jump shot from 24 ft,44,40
145,2,5:20.0,Defensive rebound by A. Drummond,,44,40
146,2,5:10.0,A. Drummond makes 2-pt jump shot from 4 ft (assist by K. Caldwell-Pope),,46,40
147,2,4:58.0,,Offensive foul by J. Nelson (drawn by K. Caldwell-Pope),46,40
148,2,4:58.0,,Turnover by J. Nelson (offensive foul),46,40
149,2,4:58.0,T. Harris enters the game for M. Morris,,46,40
150,2,4:58.0,,E. Mudiay enters the game for J. Nelson,46,40
151,2,4:43.0,A. Drummond misses 2-pt hook shot from 7 ft,,46,40
152,2,4:42.0,,Defensive rebound by D. Gallinari,46,40
153,2,4:32.0,,G. Harris misses 3-pt jump shot from 24 ft,46,40
154,2,4:31.0,,Offensive rebound by Team,46,40
155,2,4:16.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by E. Mudiay),46,43
156,2,3:59.0,J. Leuer makes 2-pt jump shot from 12 ft (assist by I. Smith),,48,43
157,2,3:42.0,,J. Hernangómez misses 2-pt jump shot from 6 ft,48,43
158,2,3:41.0,Defensive rebound by I. Smith,,48,43
159,2,3:35.0,T. Harris makes 2-pt dunk at rim (assist by I. Smith),,50,43
160,2,3:27.0,,Personal foul by A. Drummond,50,43
161,2,3:27.0,,W. Chandler enters the game for J. Hernangómez,50,43
162,2,3:19.0,,E. Mudiay makes 2-pt layup from 1 ft,50,45
163,2,3:04.0,Turnover by T. Harris (lost ball; steal by E. Mudiay),,50,45
164,2,2:58.0,,G. Harris makes 2-pt layup from 3 ft,50,47
165,2,2:52.0,Detroit full timeout,,50,47
166,2,2:32.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,50,47
167,2,2:28.0,Offensive rebound by J. Leuer,,50,47
168,2,2:21.0,T. Harris misses 3-pt jump shot from 24 ft,,50,47
169,2,2:20.0,Offensive rebound by J. Leuer,,50,47
170,2,2:14.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by I. Smith),,53,47
171,2,1:58.0,,G. Harris misses 2-pt layup from 2 ft,53,47
172,2,1:57.0,,Offensive rebound by J. Nurkić,53,47
173,2,1:55.0,,J. Nurkić misses 2-pt layup from 1 ft (block by T. Harris),53,47
174,2,1:54.0,,Offensive rebound by Team,53,47
175,2,1:54.0,,K. Faried enters the game for J. Nurkić,53,47
176,2,1:39.0,,G. Harris makes 2-pt jump shot from 23 ft,53,49
177,2,1:29.0,Shooting foul by G. Harris (drawn by K. Caldwell-Pope),,53,49
178,2,1:29.0,K. Caldwell-Pope makes free throw 1 of 2,,54,49
179,2,1:29.0,K. Caldwell-Pope makes free throw 2 of 2,,55,49
180,2,1:15.0,,W. Chandler misses 2-pt jump shot from 20 ft,55,49
181,2,1:15.0,,Offensive rebound by K. Faried,55,49
182,2,1:04.0,,E. Mudiay misses 2-pt jump shot from 5 ft,55,49
183,2,1:03.0,Defensive rebound by A. Drummond,,55,49
184,2,0:59.0,I. Smith misses 2-pt jump shot from 6 ft,,55,49
185,2,0:57.0,Offensive rebound by A. Drummond,,55,49
186,2,0:56.0,A. Drummond misses 2-pt jump shot from 3 ft (block by K. Faried),,55,49
187,2,0:55.0,Offensive rebound by Team,,55,49
188,2,0:50.0,Personal foul by K. Faried (drawn by A. Drummond),,55,49
189,2,0:50.0,A. Drummond misses free throw 1 of 2,,55,49
190,2,0:50.0,Offensive rebound by Team,,55,49
191,2,0:50.0,A. Drummond misses free throw 2 of 2,,55,49
192,2,0:48.0,,Defensive rebound by G. Harris,55,49
193,2,0:43.0,,Turnover by E. Mudiay (bad pass; steal by A. Drummond),55,49
194,2,0:29.0,T. Harris makes 2-pt jump shot from 4 ft (assist by I. Smith),,57,49
195,2,0:04.0,,W. Chandler misses 2-pt jump shot from 6 ft,57,49
196,2,0:03.0,,Offensive rebound by W. Chandler,57,49
197,2,0:03.0,,W. Chandler misses 2-pt layup from 6 ft,57,49
198,2,0:02.0,,Offensive rebound by W. Chandler,57,49
199,2,0:02.0,,K. Faried misses 2-pt layup from 2 ft,57,49
200,2,0:01.0,Defensive rebound by J. Leuer,,57,49
201,2,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 48 ft,,57,49
202,2,0:00.0,Offensive rebound by Team,,57,49
203,3,11:44.0,,Turnover by J. Nurkić (lost ball; steal by T. Harris),57,49
204,3,11:39.0,M. Morris misses 3-pt jump shot from 25 ft,,57,49
205,3,11:38.0,,Defensive rebound by Team,57,49
206,3,11:38.0,Loose ball foul by A. Drummond (drawn by J. Nurkić),,57,49
207,3,11:38.0,Violation by Team (jump ball),,57,49
208,3,11:25.0,,G. Harris makes 2-pt jump shot from 4 ft,57,51
209,3,11:25.0,,Shooting foul by K. Caldwell-Pope (drawn by G. Harris),57,51
210,3,11:25.0,,G. Harris makes free throw 1 of 1,57,52
211,3,10:59.0,I. Smith misses 2-pt layup from 2 ft,,57,52
212,3,10:57.0,Offensive rebound by A. Drummond,,57,52
213,3,10:56.0,A. Drummond makes 2-pt layup from 1 ft,,59,52
214,3,10:42.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by G. Harris),59,55
215,3,10:20.0,T. Harris misses 2-pt layup from 3 ft (block by E. Mudiay),,59,55
216,3,10:18.0,Offensive rebound by A. Drummond,,59,55
217,3,10:14.0,A. Drummond misses 2-pt hook shot from 6 ft,,59,55
218,3,10:12.0,Offensive rebound by A. Drummond,,59,55
219,3,10:08.0,M. Morris makes 3-pt jump shot from 26 ft,,62,55
220,3,9:56.0,,G. Harris misses 2-pt jump shot from 12 ft,62,55
221,3,9:55.0,Defensive rebound by Team,,62,55
222,3,9:48.0,Loose ball foul by I. Smith (drawn by J. Nurkić),,62,55
223,3,9:48.0,Turnover by I. Smith (offensive foul),,62,55
224,3,9:36.0,,Shooting foul by A. Drummond (drawn by K. Faried),62,55
225,3,9:36.0,,K. Faried misses free throw 1 of 2,62,55
226,3,9:36.0,,Offensive rebound by Team,62,55
227,3,9:36.0,,K. Faried misses free throw 2 of 2,62,55
228,3,9:35.0,,Offensive rebound by K. Faried,62,55
229,3,9:27.0,,E. Mudiay misses 2-pt layup from 2 ft,62,55
230,3,9:26.0,,Offensive rebound by K. Faried,62,55
231,3,9:25.0,,K. Faried makes 2-pt layup from 2 ft,62,57
232,3,9:06.0,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,,62,57
233,3,9:05.0,,Defensive rebound by G. Harris,62,57
234,3,8:53.0,,J. Nurkić misses 2-pt jump shot from 20 ft,62,57
235,3,8:52.0,Defensive rebound by A. Drummond,,62,57
236,3,8:44.0,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Harris),,64,57
237,3,8:29.0,,Personal foul by I. Smith (drawn by E. Mudiay),64,57
238,3,8:29.0,,E. Mudiay makes free throw 1 of 2,64,58
239,3,8:29.0,,E. Mudiay makes free throw 2 of 2,64,59
240,3,8:14.0,M. Morris makes 2-pt jump shot from 17 ft (assist by I. Smith),,66,59
241,3,8:00.0,,E. Mudiay misses 2-pt layup from 2 ft,66,59
242,3,7:58.0,Defensive rebound by I. Smith,,66,59
243,3,7:54.0,T. Harris misses 2-pt layup from 3 ft,,66,59
244,3,7:52.0,Offensive rebound by A. Drummond,,66,59
245,3,7:52.0,A. Drummond makes 2-pt dunk at rim,,68,59
246,3,7:30.0,,Personal foul by A. Drummond (drawn by D. Gallinari),68,59
247,3,7:30.0,,D. Gallinari makes free throw 1 of 2,68,60
248,3,7:30.0,A. Baynes enters the game for A. Drummond,,68,60
249,3,7:30.0,,N. Jokić enters the game for J. Nurkić,68,60
250,3,7:30.0,,D. Gallinari makes free throw 2 of 2,68,61
251,3,7:12.0,M. Morris makes 2-pt jump shot from 16 ft,,70,61
252,3,6:53.0,,E. Mudiay misses 2-pt layup from 1 ft,70,61
253,3,6:51.0,,Offensive rebound by E. Mudiay,70,61
254,3,6:43.0,,D. Gallinari makes 2-pt dunk at rim (assist by G. Harris),70,63
255,3,6:28.0,Turnover by I. Smith (bad pass; steal by E. Mudiay),,70,63
256,3,6:21.0,,Personal foul by I. Smith (drawn by N. Jokić),70,63
257,3,6:21.0,,N. Jokić makes free throw 1 of 2,70,64
258,3,6:21.0,,W. Chandler enters the game for K. Faried,70,64
259,3,6:21.0,,N. Jokić makes free throw 2 of 2,70,65
260,3,5:55.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,70,65
261,3,5:54.0,,Defensive rebound by W. Chandler,70,65
262,3,5:47.0,,Turnover by E. Mudiay (lost ball; steal by T. Harris),70,65
263,3,5:40.0,I. Smith misses 2-pt layup from 2 ft,,70,65
264,3,5:40.0,,Defensive rebound by G. Harris,70,65
265,3,5:38.0,,Turnover by E. Mudiay (lost ball),70,65
266,3,5:38.0,,Denver full timeout,70,65
267,3,5:38.0,J. Leuer enters the game for T. Harris,,70,65
268,3,5:28.0,Personal foul by W. Chandler (drawn by M. Morris),,70,65
269,3,5:17.0,I. Smith misses 2-pt jump shot from 5 ft,,70,65
270,3,5:16.0,,Defensive rebound by N. Jokić,70,65
271,3,5:07.0,,Turnover by W. Chandler (bad pass),70,65
272,3,4:45.0,M. Morris misses 2-pt jump shot from 22 ft,,70,65
273,3,4:44.0,,Defensive rebound by E. Mudiay,70,65
274,3,4:33.0,,Turnover by G. Harris (bad pass; steal by M. Morris),70,65
275,3,4:28.0,I. Smith makes 2-pt layup from 3 ft (assist by M. Morris),,72,65
276,3,4:05.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by G. Harris),72,68
277,3,3:45.0,J. Leuer misses 2-pt jump shot from 19 ft,,72,68
278,3,3:42.0,Offensive rebound by J. Leuer,,72,68
279,3,3:39.0,J. Leuer misses 2-pt jump shot from 6 ft,,72,68
280,3,3:39.0,,Defensive rebound by D. Gallinari,72,68
281,3,3:29.0,,E. Mudiay misses 3-pt jump shot from 25 ft,72,68
282,3,3:28.0,Defensive rebound by K. Caldwell-Pope,,72,68
283,3,3:18.0,J. Leuer makes 2-pt jump shot from 11 ft (assist by I. Smith),,74,68
284,3,3:03.0,,G. Harris misses 3-pt jump shot from 25 ft,74,68
285,3,3:02.0,Defensive rebound by J. Leuer,,74,68
286,3,2:51.0,Turnover by I. Smith (lost ball; steal by N. Jokić),,74,68
287,3,2:50.0,,Personal take foul by J. Leuer (drawn by G. Harris),74,68
288,3,2:50.0,Detroit full timeout,,74,68
289,3,2:50.0,,G. Harris makes free throw 1 of 2,74,69
290,3,2:50.0,B. Udrih enters the game for M. Morris,,74,68
291,3,2:50.0,T. Harris enters the game for I. Smith,,74,68
292,3,2:50.0,,J. Nelson enters the game for E. Mudiay,74,68
293,3,2:50.0,,G. Harris makes free throw 2 of 2,74,70
294,3,2:48.0,Personal take foul by J. Nelson (drawn by B. Udrih),,74,70
295,3,2:48.0,,J. Murray enters the game for G. Harris,74,70
296,3,2:33.0,T. Harris makes 2-pt jump shot from 5 ft (assist by B. Udrih),,76,70
297,3,2:21.0,,Personal block foul by J. Leuer (drawn by D. Gallinari),76,70
298,3,2:21.0,,D. Gallinari makes free throw 1 of 2,76,71
299,3,2:21.0,,D. Gallinari misses free throw 2 of 2,76,71
300,3,2:20.0,,Offensive rebound by Team,76,71
301,3,2:03.0,,D. Gallinari misses 2-pt jump shot from 17 ft,76,71
302,3,2:02.0,Defensive rebound by Team,,76,71
303,3,1:39.0,B. Udrih misses 3-pt jump shot from 26 ft,,76,71
304,3,1:37.0,,Defensive rebound by J. Murray,76,71
305,3,1:28.0,,J. Murray misses 3-pt jump shot from 25 ft,76,71
306,3,1:27.0,Defensive rebound by J. Leuer,,76,71
307,3,1:17.0,B. Udrih makes 2-pt jump shot from 17 ft,,78,71
308,3,0:59.0,,N. Jokić misses 2-pt jump shot from 13 ft,78,71
309,3,0:58.0,Defensive rebound by T. Harris,,78,71
310,3,0:45.0,J. Leuer misses 2-pt jump shot from 18 ft,,78,71
311,3,0:44.0,,Defensive rebound by W. Chandler,78,71
312,3,0:38.0,,W. Chandler misses 2-pt jump shot from 21 ft,78,71
313,3,0:35.0,Defensive rebound by J. Leuer,,78,71
314,3,0:24.0,J. Leuer makes 2-pt layup from 1 ft (assist by B. Udrih),,80,71
315,3,0:02.0,,Turnover by N. Jokić (traveling),80,71
316,3,0:02.0,,J. Hernangómez enters the game for D. Gallinari,80,71
317,3,0:00.0,B. Udrih misses 3-pt jump shot from 60 ft,,80,71
318,3,0:00.0,Offensive rebound by Team,,80,71
319,4,11:44.0,T. Harris misses 2-pt jump shot from 15 ft,,80,71
320,4,11:42.0,,Defensive rebound by W. Chandler,80,71
321,4,11:34.0,,W. Chandler misses 2-pt jump shot from 6 ft,80,71
322,4,11:32.0,,Offensive rebound by N. Jokić,80,71
323,4,11:32.0,,N. Jokić makes 2-pt layup from 1 ft,80,73
324,4,11:05.0,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Johnson),,83,73
325,4,10:50.0,,N. Jokić misses 2-pt jump shot from 17 ft,83,73
326,4,10:50.0,Defensive rebound by J. Leuer,,83,73
327,4,10:38.0,S. Johnson misses 3-pt jump shot from 26 ft,,83,73
328,4,10:37.0,,Defensive rebound by J. Hernangómez,83,73
329,4,10:29.0,,J. Nelson makes 3-pt jump shot from 25 ft,83,76
330,4,10:09.0,T. Harris misses 2-pt jump shot from 8 ft,,83,76
331,4,10:08.0,,Defensive rebound by W. Chandler,83,76
332,4,10:02.0,,J. Nelson misses 3-pt jump shot from 25 ft,83,76
333,4,10:01.0,Defensive rebound by Team,,83,76
334,4,10:01.0,,Loose ball foul by J. Hernangómez,83,76
335,4,9:47.0,J. Leuer makes 2-pt layup from 2 ft (assist by B. Udrih),,85,76
336,4,9:21.0,,J. Nelson makes 2-pt jump shot from 19 ft,85,78
337,4,9:01.0,Turnover by T. Harris (bad pass; steal by J. Murray),,85,78
338,4,8:48.0,,N. Jokić misses 2-pt layup from 3 ft,85,78
339,4,8:48.0,,Offensive rebound by J. Hernangómez,85,78
340,4,8:48.0,,J. Hernangómez makes 2-pt layup from 1 ft,85,80
341,4,8:48.0,Detroit full timeout,,85,80
342,4,8:48.0,M. Morris enters the game for J. Leuer,,85,80
343,4,8:48.0,,K. Faried enters the game for N. Jokić,85,80
344,4,8:26.0,M. Morris makes 2-pt jump shot from 16 ft,,87,80
345,4,8:08.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,87,80
346,4,8:07.0,Defensive rebound by S. Johnson,,87,80
347,4,7:53.0,S. Johnson makes 2-pt jump shot from 16 ft (assist by A. Baynes),,89,80
348,4,7:53.0,,Denver full timeout,89,80
349,4,7:41.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Chandler),89,82
350,4,7:16.0,M. Morris misses 3-pt jump shot from 25 ft,,89,82
351,4,7:15.0,,Defensive rebound by K. Faried,89,82
352,4,7:04.0,,J. Murray misses 2-pt jump shot from 5 ft,89,82
353,4,7:04.0,,Offensive rebound by K. Faried,89,82
354,4,7:03.0,,K. Faried misses 2-pt hook shot from 4 ft,89,82
355,4,7:02.0,Defensive rebound by Team,,89,82
356,4,7:02.0,,D. Gallinari enters the game for W. Chandler,89,82
357,4,6:48.0,A. Baynes misses 2-pt hook shot from 5 ft,,89,82
358,4,6:47.0,Offensive rebound by S. Johnson,,89,82
359,4,6:47.0,S. Johnson misses 2-pt layup from 1 ft,,89,82
360,4,6:46.0,,Defensive rebound by J. Hernangómez,89,82
361,4,6:27.0,,J. Nelson makes 2-pt layup from 2 ft (assist by K. Faried),89,84
362,4,5:58.0,M. Morris makes 2-pt jump shot from 21 ft,,91,84
363,4,5:43.0,,J. Nelson misses 2-pt jump shot from 21 ft,91,84
364,4,5:42.0,Defensive rebound by S. Johnson,,91,84
365,4,5:28.0,M. Morris makes 2-pt jump shot from 18 ft,,93,84
366,4,5:10.0,,J. Murray makes 2-pt jump shot from 8 ft (assist by J. Nelson),93,86
367,4,4:56.0,Personal foul by J. Nelson (drawn by M. Morris),,93,86
368,4,4:56.0,I. Smith enters the game for A. Baynes,,93,86
369,4,4:56.0,K. Caldwell-Pope enters the game for B. Udrih,,93,86
370,4,4:56.0,A. Drummond enters the game for S. Johnson,,93,86
371,4,4:56.0,,G. Harris enters the game for J. Murray,93,86
372,4,4:56.0,,E. Mudiay enters the game for J. Nelson,93,86
373,4,4:40.0,I. Smith misses 2-pt layup from 3 ft (block by E. Mudiay),,93,86
374,4,4:38.0,,Defensive rebound by E. Mudiay,93,86
375,4,4:25.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by J. Hernangómez),93,89
376,4,4:04.0,T. Harris makes 2-pt jump shot from 4 ft,,95,89
377,4,3:45.0,,K. Faried makes 2-pt jump shot from 6 ft (assist by E. Mudiay),95,91
378,4,3:24.0,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,97,91
379,4,3:02.0,,D. Gallinari makes 2-pt jump shot from 19 ft,97,93
380,4,2:39.0,A. Drummond makes 2-pt hook shot from 11 ft,,99,93
381,4,2:27.0,,Shooting foul by I. Smith (drawn by E. Mudiay),99,93
382,4,2:27.0,Official timeout,,99,93
