,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
131,2,9:23.0,Orlando full timeout,,17,39
132,2,9:23.0,E. Fournier enters the game for T. Ross,,17,39
133,2,9:07.0,Shooting foul by M. Carter-Williams (drawn by D. Augustin),,17,39
134,2,9:07.0,D. Augustin misses free throw 1 of 2,,17,39
135,2,9:07.0,Offensive rebound by Team,,17,39
136,2,9:07.0,D. Augustin makes free throw 2 of 2,,18,39
137,2,8:55.0,,D. Wade makes 2-pt layup from 2 ft,18,41
138,2,8:35.0,J. Meeks misses 2-pt jump shot from 16 ft,,18,41
139,2,8:34.0,,Defensive rebound by D. Wade,18,41
140,2,8:23.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Wade),18,44
141,2,8:08.0,D. Augustin misses 3-pt jump shot from 24 ft,,18,44
142,2,8:07.0,,Defensive rebound by B. Portis,18,44
143,2,7:52.0,,P. Zipser misses 3-pt jump shot from 23 ft,18,44
144,2,7:51.0,Defensive rebound by B. Biyombo,,18,44
145,2,7:40.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by D. Augustin),,21,44
146,2,7:22.0,,Turnover by D. Wade (bad pass; steal by M. Hezonja),21,44
147,2,7:18.0,Turnover by B. Biyombo (bad pass; steal by C. Felício),,21,44
148,2,7:16.0,,C. Felício misses 2-pt layup from 2 ft (block by B. Biyombo),21,44
149,2,7:14.0,,Offensive rebound by B. Portis,21,44
150,2,7:04.0,,Turnover by D. Wade (bad pass),21,44
151,2,6:49.0,E. Fournier misses 2-pt jump shot from 8 ft,,21,44
152,2,6:48.0,,Defensive rebound by Team,21,44
153,2,6:48.0,,J. Grant enters the game for D. Wade,21,44
154,2,6:48.0,,J. Butler enters the game for M. Carter-Williams,21,44
155,2,6:34.0,,J. Grant misses 3-pt jump shot from 26 ft,21,44
156,2,6:33.0,Defensive rebound by B. Biyombo,,21,44
157,2,6:21.0,Personal foul by P. Zipser (drawn by E. Fournier),,21,44
158,2,6:21.0,,N. Mirotić enters the game for B. Portis,21,44
159,2,6:21.0,N. Vučević enters the game for D. Augustin,,21,44
160,2,6:21.0,E. Payton enters the game for B. Biyombo,,21,44
161,2,6:08.0,E. Fournier misses 3-pt jump shot from 26 ft,,21,44
162,2,6:07.0,Offensive rebound by N. Vučević,,21,44
163,2,6:04.0,E. Payton misses 3-pt jump shot from 26 ft,,21,44
164,2,6:03.0,,Defensive rebound by C. Felício,21,44
165,2,5:53.0,,P. Zipser makes 2-pt layup from 2 ft (assist by J. Grant),21,46
166,2,5:28.0,E. Payton makes 2-pt jump shot from 4 ft (assist by J. Meeks),,23,46
167,2,5:28.0,Shooting foul by C. Felício (drawn by E. Payton),,23,46
168,2,5:28.0,Orlando full timeout,,23,46
169,2,5:28.0,E. Payton misses free throw 1 of 1,,23,46
170,2,5:28.0,,R. Lopez enters the game for C. Felício,23,46
171,2,5:27.0,,Defensive rebound by P. Zipser,23,46
172,2,5:04.0,,Turnover by Team (shot clock),23,46
173,2,4:46.0,M. Hezonja misses 2-pt jump shot from 16 ft,,23,46
174,2,4:45.0,,Defensive rebound by P. Zipser,23,46
175,2,4:37.0,,Shooting foul by J. Meeks (drawn by J. Butler),23,46
176,2,4:37.0,,J. Butler makes free throw 1 of 2,23,47
177,2,4:37.0,A. Gordon enters the game for M. Hezonja,,23,47
178,2,4:37.0,,J. Butler makes free throw 2 of 2,23,48
179,2,4:29.0,J. Meeks misses 3-pt jump shot from 25 ft,,23,48
180,2,4:28.0,,Defensive rebound by P. Zipser,23,48
181,2,4:20.0,,J. Butler misses 2-pt layup from 2 ft (block by N. Vučević),23,48
182,2,4:18.0,,Offensive rebound by J. Butler,23,48
183,2,4:15.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Grant),23,50
184,2,4:06.0,E. Payton misses 2-pt layup from 2 ft,,23,50
185,2,4:05.0,,Defensive rebound by J. Grant,23,50
186,2,3:59.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Grant),23,53
187,2,3:59.0,Orlando full timeout,,23,53
188,2,3:59.0,T. Ross enters the game for J. Meeks,,23,53
189,2,3:44.0,E. Fournier makes 2-pt layup from 3 ft,,25,53
190,2,3:44.0,Shooting foul by N. Mirotić (drawn by E. Fournier),,25,53
191,2,3:44.0,E. Fournier makes free throw 1 of 1,,26,53
192,2,3:28.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by P. Zipser),26,56
193,2,3:02.0,Turnover by N. Vučević (bad pass; steal by N. Mirotić),,26,56
194,2,2:54.0,,J. Grant misses 3-pt jump shot from 25 ft,26,56
195,2,2:53.0,Defensive rebound by A. Gordon,,26,56
196,2,2:32.0,E. Fournier makes 2-pt layup from 1 ft,,28,56
197,2,2:10.0,,Shooting foul by N. Vučević (drawn by J. Butler),28,56
198,2,2:10.0,,J. Butler makes free throw 1 of 2,28,57
199,2,2:10.0,,J. Butler makes free throw 2 of 2,28,58
200,2,1:59.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Fournier),,30,58
201,2,1:43.0,,R. Lopez misses 2-pt layup from 2 ft,30,58
202,2,1:42.0,Defensive rebound by E. Payton,,30,58
203,2,1:33.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Gordon),,33,58
204,2,1:09.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),33,60
205,2,0:59.0,T. Ross makes 2-pt jump shot from 19 ft,,35,60
206,2,0:46.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by J. Grant),35,62
207,2,0:39.0,N. Vučević misses 2-pt jump shot from 20 ft,,35,62
208,2,0:38.0,,Defensive rebound by N. Mirotić,35,62
209,2,0:27.0,,Shooting foul by T. Ross (drawn by J. Butler),35,62
210,2,0:27.0,,J. Butler makes free throw 1 of 2,35,63
211,2,0:27.0,,B. Portis enters the game for N. Mirotić,35,63
212,2,0:27.0,J. Meeks enters the game for T. Ross,,35,63
213,2,0:27.0,,J. Butler makes free throw 2 of 2,35,64
214,2,0:05.0,E. Fournier makes 2-pt layup from 2 ft,,37,64
215,2,0:00.0,,J. Butler misses 2-pt jump shot from 19 ft,37,64
216,2,0:00.0,,Offensive rebound by Team,37,64
217,3,11:41.0,N. Vučević makes 2-pt jump shot from 22 ft (assist by E. Payton),,39,64
218,3,11:16.0,,D. Wade misses 2-pt jump shot from 16 ft,39,64
219,3,11:15.0,Defensive rebound by E. Payton,,39,64
220,3,11:07.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Fournier),,41,64
221,3,10:47.0,,N. Mirotić misses 3-pt jump shot from 26 ft,41,64
222,3,10:46.0,Defensive rebound by A. Gordon,,41,64
223,3,10:38.0,E. Payton misses 2-pt layup from 1 ft,,41,64
224,3,10:37.0,,Defensive rebound by J. Butler,41,64
225,3,10:36.0,,Personal foul by E. Payton (drawn by J. Butler),41,64
226,3,10:18.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Grant),41,67
227,3,10:01.0,E. Fournier misses 3-pt jump shot from 25 ft,,41,67
228,3,9:59.0,,Defensive rebound by D. Wade,41,67
229,3,9:56.0,,J. Grant makes 2-pt layup from 2 ft,41,69
230,3,9:56.0,,Shooting foul by T. Ross (drawn by J. Grant),41,69
231,3,9:56.0,M. Hezonja enters the game for T. Ross,,41,69
232,3,9:56.0,,J. Grant makes free throw 1 of 1,41,70
233,3,9:45.0,N. Vučević misses 2-pt hook shot from 6 ft,,41,70
234,3,9:44.0,,Defensive rebound by R. Lopez,41,70
235,3,9:37.0,,D. Wade misses 2-pt jump shot from 23 ft,41,70
236,3,9:36.0,Defensive rebound by E. Payton,,41,70
237,3,9:31.0,E. Payton makes 2-pt layup from 1 ft,,43,70
238,3,9:11.0,,R. Lopez misses 2-pt hook shot from 7 ft,43,70
239,3,9:10.0,Defensive rebound by N. Vučević,,43,70
240,3,9:01.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,45,70
241,3,8:45.0,,Turnover by J. Butler (traveling),45,70
242,3,8:20.0,N. Vučević misses 2-pt jump shot from 13 ft,,45,70
243,3,8:19.0,,Defensive rebound by N. Mirotić,45,70
244,3,8:05.0,,J. Butler misses 2-pt layup from 2 ft,45,70
245,3,8:04.0,Defensive rebound by N. Vučević,,45,70
246,3,7:49.0,M. Hezonja misses 3-pt jump shot from 25 ft,,45,70
247,3,7:48.0,,Defensive rebound by D. Wade,45,70
248,3,7:35.0,,N. Mirotić misses 2-pt jump shot from 7 ft (block by E. Fournier),45,70
249,3,7:33.0,,Offensive rebound by R. Lopez,45,70
250,3,7:28.0,,J. Grant makes 2-pt jump shot from 16 ft,45,72
251,3,7:10.0,E. Payton makes 3-pt jump shot from 26 ft (assist by E. Fournier),,48,72
252,3,6:40.0,,R. Lopez makes 2-pt hook shot from 5 ft,48,74
253,3,6:25.0,Turnover by N. Vučević (dbl dribble),,48,74
254,3,6:25.0,,P. Zipser enters the game for D. Wade,48,74
255,3,6:08.0,,R. Lopez makes 2-pt dunk at rim (assist by P. Zipser),48,76
256,3,5:42.0,E. Payton misses 2-pt jump shot from 8 ft,,48,76
257,3,5:40.0,Offensive rebound by E. Payton,,48,76
258,3,5:40.0,E. Payton makes 2-pt layup from 1 ft,,50,76
259,3,5:27.0,,R. Lopez misses 2-pt jump shot from 18 ft,50,76
260,3,5:26.0,Defensive rebound by A. Gordon,,50,76
261,3,5:21.0,Turnover by A. Gordon (lost ball; steal by J. Butler),,50,76
262,3,5:13.0,,J. Grant misses 2-pt jump shot from 17 ft,50,76
263,3,5:12.0,Defensive rebound by N. Vučević,,50,76
264,3,5:11.0,Personal foul by J. Butler (drawn by E. Payton),,50,76
265,3,5:11.0,,Chicago full timeout,50,76
266,3,4:57.0,E. Fournier misses 3-pt jump shot from 25 ft,,50,76
267,3,4:56.0,Offensive rebound by N. Vučević,,50,76
268,3,4:56.0,N. Vučević misses 2-pt layup from 1 ft (block by N. Mirotić),,50,76
269,3,4:54.0,Offensive rebound by N. Vučević,,50,76
270,3,4:54.0,N. Vučević misses 2-pt layup at rim,,50,76
271,3,4:54.0,Offensive rebound by Team,,50,76
272,3,4:47.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Payton),,52,76
273,3,4:34.0,,J. Butler makes 2-pt dunk at rim (assist by N. Mirotić),52,78
274,3,4:34.0,,Shooting foul by A. Gordon (drawn by J. Butler),52,78
275,3,4:34.0,,J. Butler makes free throw 1 of 1,52,79
276,3,4:25.0,Personal foul by J. Grant (drawn by N. Vučević),,52,79
277,3,4:12.0,A. Gordon makes 2-pt jump shot from 13 ft,,54,79
278,3,3:50.0,,J. Grant makes 2-pt jump shot from 6 ft,54,81
279,3,3:33.0,Turnover by E. Fournier (lost ball; steal by J. Grant),,54,81
280,3,3:30.0,,J. Butler makes 2-pt dunk from 1 ft (assist by N. Mirotić),54,83
281,3,3:29.0,Orlando full timeout,,54,83
282,3,3:14.0,,Offensive charge foul by E. Fournier (drawn by J. Grant),54,83
283,3,3:14.0,Turnover by E. Fournier (offensive foul),,54,83
284,3,3:05.0,,J. Butler makes 2-pt dunk at rim (assist by R. Lopez),54,85
285,3,2:39.0,E. Payton misses 2-pt layup from 2 ft,,54,85
286,3,2:38.0,Offensive rebound by E. Payton,,54,85
287,3,2:37.0,E. Payton misses 2-pt layup from 2 ft,,54,85
288,3,2:36.0,Offensive rebound by N. Vučević,,54,85
289,3,2:36.0,N. Vučević misses 2-pt layup from 1 ft,,54,85
290,3,2:34.0,Offensive rebound by N. Vučević,,54,85
291,3,2:33.0,Shooting foul by P. Zipser (drawn by M. Hezonja),,54,85
292,3,2:33.0,M. Hezonja misses free throw 1 of 2,,54,85
293,3,2:33.0,Offensive rebound by Team,,54,85
294,3,2:33.0,D. Augustin enters the game for E. Payton,,54,85
295,3,2:33.0,J. Meeks enters the game for E. Fournier,,54,85
296,3,2:33.0,M. Hezonja makes free throw 2 of 2,,55,85
297,3,2:14.0,,P. Zipser misses 2-pt jump shot from 21 ft,55,85
298,3,2:13.0,,Offensive rebound by R. Lopez,55,85
299,3,2:08.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by P. Zipser),55,88
300,3,1:51.0,A. Gordon makes 2-pt jump shot from 18 ft,,57,88
301,3,1:29.0,,R. Lopez makes 2-pt jump shot from 5 ft (assist by J. Grant),57,90
302,3,1:13.0,Shooting foul by N. Mirotić (drawn by A. Gordon),,57,90
303,3,1:13.0,A. Gordon makes free throw 1 of 2,,58,90
304,3,1:13.0,B. Biyombo enters the game for N. Vučević,,58,90
305,3,1:13.0,A. Gordon makes free throw 2 of 2,,59,90
306,3,0:58.0,,J. Grant misses 2-pt jump shot from 17 ft,59,90
307,3,0:56.0,,Offensive rebound by N. Mirotić,59,90
308,3,0:54.0,,P. Zipser misses 3-pt jump shot from 25 ft,59,90
309,3,0:51.0,Defensive rebound by A. Gordon,,59,90
310,3,0:39.0,A. Gordon misses 2-pt layup from 2 ft,,59,90
311,3,0:38.0,,Defensive rebound by R. Lopez,59,90
312,3,0:28.0,,R. Lopez makes 2-pt layup from 3 ft (assist by J. Grant),59,92
313,3,0:08.0,J. Meeks misses 3-pt jump shot from 26 ft,,59,92
314,3,0:07.0,,Defensive rebound by P. Zipser,59,92
315,3,0:02.0,,Personal foul by B. Biyombo (drawn by J. Butler),59,92
316,3,0:00.0,,J. Butler misses 3-pt jump shot from 29 ft,59,92
317,3,0:00.0,,Offensive rebound by Team,59,92
318,4,11:43.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by D. Wade),59,94
319,4,11:33.0,Personal foul by B. Portis (drawn by M. Hezonja),,59,94
320,4,11:18.0,D. Augustin misses 2-pt jump shot from 19 ft,,59,94
321,4,11:17.0,Offensive rebound by Team,,59,94
322,4,11:17.0,Turnover by Team (shot clock),,59,94
323,4,11:03.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by M. Carter-Williams),59,96
324,4,10:38.0,M. Hezonja makes 3-pt jump shot from 23 ft (assist by D. Augustin),,62,96
325,4,10:18.0,,Turnover by M. Carter-Williams (bad pass; steal by B. Biyombo),62,96
326,4,10:08.0,B. Biyombo misses 2-pt jump shot from 12 ft,,62,96
327,4,10:08.0,Offensive rebound by B. Biyombo,,62,96
328,4,10:08.0,Shooting foul by M. Carter-Williams (drawn by B. Biyombo),,62,96
329,4,10:08.0,B. Biyombo makes free throw 1 of 2,,63,96
330,4,10:08.0,,D. Valentine enters the game for P. Zipser,63,96
331,4,10:08.0,B. Biyombo makes free throw 2 of 2,,64,96
332,4,9:55.0,,Shooting foul by M. Georges-Hunt (drawn by D. Wade),64,96
333,4,9:55.0,,D. Wade makes free throw 1 of 2,64,97
334,4,9:55.0,,D. Wade makes free throw 2 of 2,64,98
335,4,9:41.0,Turnover by D. Augustin (lost ball; steal by M. Carter-Williams),,64,98
336,4,9:38.0,,M. Carter-Williams makes 2-pt dunk at rim,64,100
337,4,9:16.0,Orlando full timeout,,64,100
338,4,9:14.0,Turnover by P. Garino (bad pass),,64,100
339,4,9:07.0,,D. Wade makes 2-pt jump shot from 17 ft,64,102
340,4,8:52.0,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),,66,102
341,4,8:40.0,,Personal foul by B. Biyombo (drawn by D. Wade),66,102
342,4,8:30.0,,B. Portis misses 3-pt jump shot from 25 ft,66,102
343,4,8:28.0,Defensive rebound by P. Garino,,66,102
344,4,8:17.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by M. Georges-Hunt),,69,102
345,4,7:56.0,,D. Wade misses 2-pt jump shot from 20 ft,69,102
346,4,7:55.0,Defensive rebound by P. Garino,,69,102
347,4,7:42.0,D. Augustin misses 3-pt jump shot from 25 ft,,69,102
348,4,7:41.0,,Defensive rebound by C. Felício,69,102
349,4,7:31.0,,Turnover by M. Carter-Williams (bad pass; steal by B. Biyombo),69,102
350,4,7:24.0,M. Georges-Hunt misses 2-pt layup from 2 ft,,69,102
351,4,7:23.0,,Defensive rebound by B. Portis,69,102
352,4,7:09.0,,D. Wade misses 2-pt jump shot from 23 ft,69,102
353,4,7:08.0,,Offensive rebound by C. Felício,69,102
354,4,7:03.0,,Turnover by D. Valentine (lost ball),69,102
355,4,7:03.0,,I. Canaan enters the game for D. Wade,69,102
356,4,7:03.0,,J. Lauvergne enters the game for B. Portis,69,102
357,4,6:43.0,B. Biyombo misses 2-pt jump shot from 16 ft,,69,102
358,4,6:42.0,,Defensive rebound by J. Lauvergne,69,102
359,4,6:28.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by D. Valentine),69,105
360,4,6:03.0,M. Hezonja misses 2-pt jump shot from 20 ft,,69,105
361,4,6:01.0,,Defensive rebound by C. Felício,69,105
362,4,5:52.0,,I. Canaan misses 2-pt jump shot from 13 ft,69,105
363,4,5:51.0,Defensive rebound by B. Biyombo,,69,105
364,4,5:37.0,Turnover by D. Augustin (bad pass; steal by M. Carter-Williams),,69,105
365,4,5:37.0,,Personal foul by M. Georges-Hunt (drawn by M. Carter-Williams),69,105
366,4,5:37.0,,Chicago full timeout,69,105
367,4,5:37.0,,A. Morrow enters the game for M. Carter-Williams,69,105
368,4,5:37.0,D. Rudež enters the game for M. Hezonja,,69,105
369,4,5:28.0,,Shooting foul by P. Garino (drawn by C. Felício),69,105
370,4,5:28.0,,C. Felício makes 2-pt layup from 2 ft (assist by A. Morrow),69,107
371,4,5:28.0,,C. Felício misses free throw 1 of 1,69,107
372,4,5:25.0,Defensive rebound by B. Biyombo,,69,107
373,4,5:09.0,M. Georges-Hunt misses 2-pt jump shot from 6 ft,,69,107
374,4,5:08.0,,Defensive rebound by D. Valentine,69,107
375,4,5:00.0,,J. Lauvergne misses 3-pt jump shot from 23 ft,69,107
376,4,4:58.0,Defensive rebound by P. Garino,,69,107
377,4,4:47.0,P. Garino misses 3-pt jump shot from 25 ft,,69,107
378,4,4:46.0,,Defensive rebound by J. Lauvergne,69,107
379,4,4:41.0,,Personal foul by D. Augustin (drawn by I. Canaan),69,107
380,4,4:41.0,,I. Canaan makes free throw 1 of 2,69,108
381,4,4:41.0,M. Hezonja enters the game for B. Biyombo,,69,108
