,QUARTER,TIME_REMAINING,TORONTO_ACTION,MIAMI_ACTION,TORONTO_SCORE,MIAMI_SCORE
49,1,4:44.0,,G. Dragić makes technical free throw,17,23
50,1,4:44.0,,T. Johnson enters the game for H. Whiteside,17,23
51,1,4:44.0,,W. Reed enters the game for G. Dragić,17,23
52,1,4:44.0,P. Tucker enters the game for J. Valančiūnas,,17,23
53,1,4:44.0,J. Poeltl enters the game for N. Powell,,17,23
54,1,4:35.0,,Shooting foul by P. Tucker (drawn by D. Waiters),17,23
55,1,4:35.0,,D. Waiters makes free throw 1 of 3,17,24
56,1,4:35.0,,D. Waiters makes free throw 2 of 3,17,25
57,1,4:35.0,,D. Waiters makes free throw 3 of 3,17,26
58,1,4:14.0,D. DeRozan makes 2-pt jump shot from 12 ft,,19,26
59,1,3:50.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by D. Waiters),19,29
60,1,3:32.0,S. Ibaka misses 3-pt jump shot from 23 ft,,19,29
61,1,3:31.0,Offensive rebound by J. Poeltl,,19,29
62,1,3:31.0,Personal foul by L. Babbitt (drawn by J. Poeltl),,19,29
63,1,3:31.0,,J. Johnson enters the game for L. Babbitt,19,29
64,1,3:26.0,D. DeRozan makes 2-pt jump shot from 15 ft,,21,29
65,1,3:26.0,Shooting foul by R. McGruder (drawn by D. DeRozan),,21,29
66,1,3:26.0,D. DeRozan makes free throw 1 of 1,,22,29
67,1,3:20.0,,Miami full timeout,22,29
68,1,3:20.0,D. Wright enters the game for C. Joseph,,22,29
69,1,3:20.0,Violation by Team (jump ball),,22,29
70,1,3:09.0,,Turnover by W. Reed (bad pass; steal by D. Wright),22,29
71,1,2:57.0,D. DeRozan makes 2-pt jump shot from 9 ft,,24,29
72,1,2:39.0,,T. Johnson misses 2-pt jump shot from 8 ft,24,29
73,1,2:38.0,Defensive rebound by D. Wright,,24,29
74,1,2:32.0,Turnover by D. DeRozan (lost ball),,24,29
75,1,2:32.0,P. Patterson enters the game for S. Ibaka,,24,29
76,1,2:21.0,,J. Richardson enters the game for R. McGruder,24,29
77,1,2:12.0,,Turnover by J. Johnson (lost ball),24,29
78,1,1:49.0,D. DeRozan misses 3-pt jump shot from 27 ft,,24,29
79,1,1:48.0,Offensive rebound by Team,,24,29
80,1,1:48.0,Turnover by Team (shot clock),,24,29
81,1,1:32.0,,D. Waiters misses 3-pt jump shot from 25 ft,24,29
82,1,1:31.0,Defensive rebound by P. Patterson,,24,29
83,1,1:09.0,D. DeRozan makes 2-pt jump shot from 16 ft,,26,29
84,1,0:54.0,,J. Johnson misses 3-pt jump shot from 25 ft,26,29
85,1,0:53.0,Defensive rebound by J. Poeltl,,26,29
86,1,0:31.0,D. DeRozan misses 3-pt jump shot from 26 ft,,26,29
87,1,0:30.0,,Defensive rebound by Team,26,29
88,1,0:30.0,,W. Ellington enters the game for D. Waiters,26,29
89,1,0:30.0,N. Powell enters the game for D. DeRozan,,26,29
90,1,0:09.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Johnson),26,32
91,1,0:02.0,D. Wright misses 2-pt jump shot from 9 ft,,26,32
92,1,0:01.0,Offensive rebound by D. Wright,,26,32
93,1,0:01.0,Turnover by D. Wright (lost ball; steal by J. Richardson),,26,32
94,2,11:47.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Johnson),26,34
95,2,11:28.0,D. Wright misses 2-pt layup from 2 ft (block by W. Reed),,26,34
96,2,11:27.0,Offensive rebound by J. Poeltl,,26,34
97,2,11:27.0,Shooting foul by T. Johnson (drawn by J. Poeltl),,26,34
98,2,11:27.0,J. Poeltl misses free throw 1 of 2,,26,34
99,2,11:27.0,Offensive rebound by Team,,26,34
100,2,11:27.0,J. Poeltl misses free throw 2 of 2,,26,34
101,2,11:26.0,,Defensive rebound by W. Reed,26,34
102,2,11:15.0,,T. Johnson misses 2-pt layup from 2 ft,26,34
103,2,11:14.0,,Offensive rebound by W. Reed,26,34
104,2,11:13.0,,W. Reed makes 2-pt dunk at rim,26,36
105,2,10:56.0,D. Wright makes 2-pt jump shot from 10 ft,,28,36
106,2,10:41.0,,J. Johnson misses 2-pt jump shot from 16 ft,28,36
107,2,10:40.0,Defensive rebound by P. Tucker,,28,36
108,2,10:32.0,N. Powell makes 2-pt dunk at rim,,30,36
109,2,10:05.0,,J. Johnson makes 2-pt jump shot from 8 ft,30,38
110,2,9:45.0,P. Tucker misses 2-pt hook shot from 7 ft,,30,38
111,2,9:43.0,Offensive rebound by J. Poeltl,,30,38
112,2,9:42.0,J. Poeltl misses 2-pt layup from 1 ft,,30,38
113,2,9:41.0,Offensive rebound by J. Poeltl,,30,38
114,2,9:40.0,J. Poeltl misses 2-pt layup from 1 ft,,30,38
115,2,9:39.0,,Defensive rebound by T. Johnson,30,38
116,2,9:36.0,,Shooting foul by P. Tucker (drawn by T. Johnson),30,38
117,2,9:36.0,,T. Johnson makes free throw 1 of 2,30,39
118,2,9:36.0,,H. Whiteside enters the game for W. Reed,30,39
119,2,9:36.0,J. Valančiūnas enters the game for J. Poeltl,,30,39
120,2,9:36.0,F. VanVleet enters the game for P. Tucker,,30,39
121,2,9:36.0,,T. Johnson makes free throw 2 of 2,30,40
122,2,9:28.0,Personal foul by W. Ellington (drawn by F. VanVleet),,30,40
123,2,9:28.0,,G. Dragić enters the game for T. Johnson,30,40
124,2,9:18.0,N. Powell misses 3-pt jump shot from 24 ft,,30,40
125,2,9:17.0,,Defensive rebound by H. Whiteside,30,40
126,2,9:08.0,,W. Ellington misses 3-pt jump shot from 25 ft,30,40
127,2,9:07.0,Defensive rebound by J. Valančiūnas,,30,40
128,2,8:47.0,J. Valančiūnas makes 2-pt jump shot from 15 ft (assist by D. Wright),,32,40
129,2,8:28.0,,H. Whiteside misses 2-pt jump shot from 16 ft,32,40
130,2,8:27.0,Defensive rebound by J. Valančiūnas,,32,40
131,2,8:19.0,Turnover by F. VanVleet (lost ball; steal by J. Johnson),,32,40
132,2,8:16.0,,Shooting foul by F. VanVleet (drawn by W. Ellington),32,40
133,2,8:16.0,Official timeout,,32,40
134,2,8:16.0,,W. Ellington makes free throw 1 of 2,32,41
135,2,8:16.0,,W. Ellington makes free throw 2 of 2,32,42
136,2,8:00.0,D. Wright misses 2-pt layup from 1 ft,,32,42
137,2,7:59.0,,Defensive rebound by J. Johnson,32,42
138,2,7:47.0,,J. Richardson misses 2-pt jump shot from 17 ft,32,42
139,2,7:46.0,Defensive rebound by J. Valančiūnas,,32,42
140,2,7:35.0,N. Powell misses 2-pt jump shot from 18 ft,,32,42
141,2,7:34.0,,Defensive rebound by J. Richardson,32,42
142,2,7:30.0,,G. Dragić misses 3-pt jump shot from 25 ft,32,42
143,2,7:29.0,Defensive rebound by F. VanVleet,,32,42
144,2,7:23.0,N. Powell misses 2-pt layup from 1 ft,,32,42
145,2,7:22.0,Offensive rebound by D. Wright,,32,42
146,2,7:21.0,D. Wright makes 2-pt layup from 1 ft,,34,42
147,2,6:56.0,,G. Dragić misses 2-pt jump shot from 12 ft,34,42
148,2,6:55.0,Defensive rebound by J. Valančiūnas,,34,42
149,2,6:47.0,F. VanVleet misses 3-pt jump shot from 24 ft,,34,42
150,2,6:46.0,,Defensive rebound by J. Johnson,34,42
151,2,6:40.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),34,45
152,2,6:37.0,,Technical foul by G. Dragić,34,45
153,2,6:37.0,Technical foul by N. Powell,,34,45
154,2,6:32.0,Toronto full timeout,,34,45
155,2,6:32.0,D. DeRozan enters the game for D. Wright,,34,45
156,2,6:32.0,S. Ibaka enters the game for P. Patterson,,34,45
157,2,6:32.0,,L. Babbitt enters the game for J. Johnson,34,45
158,2,6:19.0,F. VanVleet misses 2-pt layup from 2 ft,,34,45
159,2,6:18.0,,Defensive rebound by G. Dragić,34,45
160,2,6:04.0,,W. Ellington misses 3-pt jump shot from 26 ft,34,45
161,2,6:03.0,Defensive rebound by S. Ibaka,,34,45
162,2,5:52.0,S. Ibaka misses 2-pt jump shot from 14 ft,,34,45
163,2,5:51.0,Offensive rebound by J. Valančiūnas,,34,45
164,2,5:49.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,34,45
165,2,5:48.0,,Defensive rebound by H. Whiteside,34,45
166,2,5:42.0,,G. Dragić misses 2-pt layup from 1 ft (block by S. Ibaka),34,45
167,2,5:41.0,Defensive rebound by D. DeRozan,,34,45
168,2,5:37.0,Turnover by F. VanVleet (discontinued dribble),,34,45
169,2,5:24.0,,G. Dragić makes 2-pt jump shot from 9 ft,34,47
170,2,5:03.0,F. VanVleet misses 2-pt layup from 2 ft (block by H. Whiteside),,34,47
171,2,5:02.0,,Defensive rebound by H. Whiteside,34,47
172,2,4:55.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Richardson),34,49
173,2,4:32.0,F. VanVleet makes 2-pt layup from 1 ft,,36,49
174,2,4:32.0,Shooting foul by G. Dragić (drawn by F. VanVleet),,36,49
175,2,4:32.0,,D. Waiters enters the game for W. Ellington,36,49
176,2,4:32.0,F. VanVleet makes free throw 1 of 1,,37,49
177,2,4:08.0,,G. Dragić makes 2-pt layup from 1 ft,37,51
178,2,3:49.0,S. Ibaka misses 2-pt jump shot from 8 ft,,37,51
179,2,3:48.0,,Defensive rebound by L. Babbitt,37,51
180,2,3:37.0,,H. Whiteside misses 2-pt hook shot from 7 ft,37,51
181,2,3:36.0,Defensive rebound by D. DeRozan,,37,51
182,2,3:16.0,N. Powell misses 3-pt jump shot from 25 ft,,37,51
183,2,3:15.0,,Defensive rebound by H. Whiteside,37,51
184,2,3:11.0,,D. Waiters misses 2-pt layup from 2 ft (block by S. Ibaka),37,51
185,2,3:10.0,,Offensive rebound by Team,37,51
186,2,3:10.0,C. Joseph enters the game for F. VanVleet,,37,51
187,2,3:10.0,P. Tucker enters the game for N. Powell,,37,51
188,2,3:10.0,,Miami full timeout,37,51
189,2,3:00.0,,L. Babbitt misses 3-pt jump shot from 25 ft,37,51
190,2,2:59.0,,Offensive rebound by H. Whiteside,37,51
191,2,2:54.0,,J. Richardson misses 2-pt jump shot from 20 ft,37,51
192,2,2:53.0,Defensive rebound by J. Valančiūnas,,37,51
193,2,2:34.0,Turnover by J. Valančiūnas (lost ball; steal by G. Dragić),,37,51
194,2,2:28.0,,G. Dragić makes 2-pt layup from 1 ft,37,53
195,2,2:09.0,D. DeRozan misses 2-pt jump shot from 14 ft,,37,53
196,2,2:08.0,Offensive rebound by D. DeRozan,,37,53
197,2,2:03.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. DeRozan),,39,53
198,2,1:57.0,,Offensive foul by L. Babbitt (drawn by C. Joseph),39,53
199,2,1:57.0,,Turnover by L. Babbitt (offensive foul),39,53
200,2,1:39.0,Turnover by D. DeRozan (lost ball; steal by D. Waiters),,39,53
201,2,1:22.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by L. Babbitt),39,56
202,2,0:59.0,C. Joseph makes 2-pt layup from 2 ft,,41,56
203,2,0:52.0,,Shooting foul by P. Tucker (drawn by G. Dragić),41,56
204,2,0:52.0,Technical foul by P. Tucker,,41,56
205,2,0:52.0,,G. Dragić misses technical free throw,41,56
206,2,0:52.0,,Offensive rebound by Team,41,56
207,2,0:52.0,,G. Dragić makes free throw 1 of 3,41,57
208,2,0:52.0,,G. Dragić makes free throw 2 of 3,41,58
209,2,0:52.0,N. Powell enters the game for P. Tucker,,41,56
210,2,0:52.0,,J. Johnson enters the game for L. Babbitt,41,56
211,2,0:52.0,,G. Dragić makes free throw 3 of 3,41,59
212,2,0:35.0,S. Ibaka misses 3-pt jump shot from 24 ft (block by J. Johnson),,41,59
213,2,0:34.0,Offensive rebound by Team,,41,59
214,2,0:31.0,D. DeRozan misses 2-pt layup from 2 ft (block by J. Richardson),,41,59
215,2,0:30.0,,Defensive rebound by J. Richardson,41,59
216,2,0:09.0,,Turnover by D. Waiters (step out of bounds),41,59
217,2,0:03.0,D. DeRozan misses 2-pt jump shot from 8 ft (block by H. Whiteside),,41,59
218,2,0:02.0,,Defensive rebound by H. Whiteside,41,59
219,3,11:51.0,,Personal foul by J. Valančiūnas (drawn by D. Waiters),41,59
220,3,11:51.0,,D. Waiters misses free throw 1 of 2,41,59
221,3,11:51.0,,Offensive rebound by Team,41,59
222,3,11:51.0,,D. Waiters misses free throw 2 of 2,41,59
223,3,11:50.0,Defensive rebound by D. DeRozan,,41,59
224,3,11:36.0,D. DeRozan misses 2-pt jump shot from 15 ft,,41,59
225,3,11:36.0,,Defensive rebound by H. Whiteside,41,59
226,3,11:23.0,,H. Whiteside misses 2-pt jump shot from 19 ft,41,59
227,3,11:22.0,Defensive rebound by C. Joseph,,41,59
228,3,11:19.0,Offensive foul by C. Joseph (drawn by G. Dragić),,41,59
229,3,11:19.0,Turnover by C. Joseph (offensive foul),,41,59
230,3,11:19.0,,T. Johnson enters the game for G. Dragić,41,59
231,3,11:06.0,,Shooting foul by N. Powell (drawn by T. Johnson),41,59
232,3,11:06.0,,T. Johnson makes free throw 1 of 2,41,60
233,3,11:06.0,,T. Johnson makes free throw 2 of 2,41,61
234,3,10:47.0,Personal foul by L. Babbitt (drawn by C. Joseph),,41,61
235,3,10:43.0,Offensive foul by S. Ibaka (drawn by R. McGruder),,41,61
236,3,10:43.0,Turnover by S. Ibaka (offensive foul),,41,61
237,3,10:22.0,,R. McGruder misses 3-pt jump shot from 24 ft,41,61
238,3,10:21.0,Defensive rebound by S. Ibaka,,41,61
239,3,10:13.0,Turnover by C. Joseph (bad pass; steal by L. Babbitt),,41,61
240,3,10:09.0,,Turnover by D. Waiters (lost ball; steal by D. DeRozan),41,61
241,3,9:54.0,Shooting foul by L. Babbitt (drawn by D. DeRozan),,41,61
242,3,9:54.0,D. DeRozan makes free throw 1 of 2,,42,61
243,3,9:54.0,,J. Johnson enters the game for L. Babbitt,42,61
244,3,9:54.0,D. DeRozan makes free throw 2 of 2,,43,61
245,3,9:37.0,,J. Johnson makes 2-pt jump shot from 16 ft (assist by D. Waiters),43,63
246,3,9:26.0,C. Joseph misses 2-pt jump shot from 12 ft,,43,63
247,3,9:25.0,,Defensive rebound by T. Johnson,43,63
248,3,9:12.0,,T. Johnson makes 2-pt jump shot from 6 ft,43,65
249,3,8:46.0,N. Powell makes 2-pt jump shot from 4 ft,,45,65
250,3,8:29.0,,D. Waiters makes 2-pt jump shot from 20 ft,45,67
251,3,8:09.0,C. Joseph makes 2-pt jump shot from 22 ft,,47,67
252,3,7:53.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by T. Johnson),47,69
253,3,7:53.0,Toronto full timeout,,47,69
254,3,7:53.0,P. Patterson enters the game for J. Valančiūnas,,47,69
255,3,7:45.0,C. Joseph misses 2-pt layup from 2 ft,,47,69
256,3,7:44.0,,Defensive rebound by D. Waiters,47,69
257,3,7:34.0,,T. Johnson misses 3-pt jump shot from 24 ft,47,69
258,3,7:33.0,Defensive rebound by C. Joseph,,47,69
259,3,7:26.0,Shooting foul by T. Johnson (drawn by D. DeRozan),,47,69
260,3,7:26.0,D. DeRozan makes free throw 1 of 2,,48,69
261,3,7:26.0,D. DeRozan makes free throw 2 of 2,,49,69
262,3,7:10.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. McGruder),49,72
263,3,6:50.0,D. DeRozan misses 2-pt jump shot from 16 ft,,49,72
264,3,6:49.0,,Defensive rebound by Team,49,72
265,3,6:42.0,,Turnover by R. McGruder (lost ball),49,72
266,3,6:33.0,N. Powell misses 3-pt jump shot from 25 ft,,49,72
267,3,6:32.0,,Defensive rebound by H. Whiteside,49,72
268,3,6:25.0,Violation by N. Powell (def goaltending),,49,72
269,3,6:25.0,,R. McGruder makes 2-pt layup from 2 ft (assist by J. Johnson),49,74
270,3,6:00.0,C. Joseph makes 2-pt jump shot from 16 ft,,51,74
271,3,5:45.0,,Turnover by D. Waiters (lost ball; steal by C. Joseph),51,74
272,3,5:26.0,D. DeRozan misses 2-pt jump shot from 17 ft (block by H. Whiteside),,51,74
273,3,5:25.0,,Defensive rebound by T. Johnson,51,74
274,3,5:24.0,,Personal foul by C. Joseph (drawn by D. Waiters),51,74
275,3,5:07.0,,J. Johnson misses 3-pt jump shot from 25 ft,51,74
276,3,5:06.0,Defensive rebound by S. Ibaka,,51,74
277,3,4:58.0,Shooting foul by H. Whiteside (drawn by P. Patterson),,51,74
278,3,4:58.0,P. Patterson makes free throw 1 of 2,,52,74
279,3,4:58.0,P. Patterson makes free throw 2 of 2,,53,74
280,3,4:37.0,,H. Whiteside makes 2-pt hook shot from 4 ft,53,76
281,3,4:23.0,Shooting foul by J. Johnson (drawn by D. DeRozan),,53,76
282,3,4:23.0,D. DeRozan makes free throw 1 of 2,,54,76
283,3,4:23.0,,W. Ellington enters the game for D. Waiters,54,76
284,3,4:23.0,D. Wright enters the game for N. Powell,,54,76
285,3,4:23.0,D. DeRozan makes free throw 2 of 2,,55,76
286,3,4:19.0,,Miami full timeout,55,76
287,3,4:07.0,,T. Johnson makes 2-pt layup from 2 ft,55,78
288,3,3:45.0,C. Joseph misses 2-pt layup from 3 ft (block by J. Johnson),,55,78
289,3,3:44.0,,Defensive rebound by W. Ellington,55,78
290,3,3:33.0,,J. Johnson makes 2-pt jump shot from 5 ft (assist by T. Johnson),55,80
291,3,3:17.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Wright),,58,80
292,3,2:54.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Johnson),58,82
293,3,2:35.0,D. Wright makes 2-pt dunk at rim,,60,82
294,3,2:20.0,,T. Johnson misses 2-pt jump shot from 18 ft,60,82
295,3,2:19.0,Defensive rebound by P. Patterson,,60,82
296,3,2:10.0,S. Ibaka misses 3-pt jump shot from 25 ft,,60,82
297,3,2:09.0,,Defensive rebound by H. Whiteside,60,82
298,3,1:48.0,,J. Johnson misses 3-pt jump shot from 24 ft,60,82
299,3,1:47.0,,Offensive rebound by H. Whiteside,60,82
300,3,1:44.0,,H. Whiteside misses 2-pt hook shot from 3 ft,60,82
301,3,1:43.0,Defensive rebound by S. Ibaka,,60,82
302,3,1:36.0,Shooting foul by J. Johnson (drawn by S. Ibaka),,60,82
303,3,1:36.0,S. Ibaka makes free throw 1 of 2,,61,82
304,3,1:36.0,,W. Reed enters the game for H. Whiteside,61,82
305,3,1:36.0,,J. Richardson enters the game for R. McGruder,61,82
306,3,1:36.0,P. Tucker enters the game for D. DeRozan,,61,82
307,3,1:36.0,F. VanVleet enters the game for C. Joseph,,61,82
308,3,1:36.0,S. Ibaka makes free throw 2 of 2,,62,82
309,3,1:17.0,,Personal foul by D. Wright (drawn by J. Richardson),62,82
310,3,1:05.0,,T. Johnson makes 2-pt jump shot from 7 ft,62,84
311,3,0:48.0,S. Ibaka misses 2-pt jump shot from 14 ft,,62,84
312,3,0:47.0,,Defensive rebound by W. Ellington,62,84
313,3,0:32.0,,Personal foul by F. VanVleet (drawn by J. Johnson),62,84
314,3,0:32.0,,J. Johnson misses free throw 1 of 2,62,84
315,3,0:32.0,,Offensive rebound by Team,62,84
316,3,0:32.0,,J. Johnson makes free throw 2 of 2,62,85
317,3,0:32.0,,Technical foul by J. Johnson,62,85
318,3,0:32.0,D. Wright makes technical free throw,,63,85
319,3,0:17.0,Turnover by D. Wright (bad pass; steal by W. Ellington),,63,85
320,3,0:05.0,,J. Johnson misses 2-pt layup from 2 ft (block by S. Ibaka),63,85
321,3,0:04.0,Defensive rebound by F. VanVleet,,63,85
322,3,0:00.0,F. VanVleet misses 3-pt jump shot from 25 ft,,63,85
323,3,0:00.0,Offensive rebound by Team,,63,85
324,4,11:43.0,P. Patterson misses 2-pt jump shot from 17 ft,,63,85
325,4,11:42.0,,Defensive rebound by W. Ellington,63,85
326,4,11:31.0,,J. Richardson misses 3-pt jump shot from 26 ft,63,85
327,4,11:30.0,Defensive rebound by P. Tucker,,63,85
328,4,11:17.0,D. Wright makes 2-pt jump shot from 12 ft,,65,85
329,4,11:01.0,,J. Richardson makes 2-pt layup from 2 ft (assist by W. Reed),65,87
330,4,10:52.0,F. VanVleet misses 2-pt jump shot from 11 ft,,65,87
331,4,10:51.0,,Defensive rebound by Team,65,87
332,4,10:50.0,Loose ball foul by J. Poeltl (drawn by W. Reed),,65,87
333,4,10:29.0,,W. Ellington misses 3-pt jump shot from 27 ft,65,87
334,4,10:28.0,Defensive rebound by F. VanVleet,,65,87
335,4,10:23.0,F. VanVleet misses 2-pt layup from 2 ft,,65,87
336,4,10:20.0,,Defensive rebound by J. Johnson,65,87
337,4,10:14.0,,J. Johnson misses 2-pt layup from 2 ft,65,87
338,4,10:13.0,Defensive rebound by J. Poeltl,,65,87
339,4,10:10.0,Shooting foul by W. Reed (drawn by D. Wright),,65,87
340,4,10:10.0,D. Wright makes free throw 1 of 2,,66,87
341,4,10:10.0,D. Wright makes free throw 2 of 2,,67,87
342,4,9:56.0,,W. Reed misses 2-pt layup from 1 ft (block by P. Patterson),67,87
343,4,9:55.0,,Offensive rebound by Team,67,87
344,4,9:55.0,Technical foul by P. Patterson,,67,87
345,4,9:55.0,Technical foul by P. Patterson,,67,87
346,4,9:55.0,,J. Richardson makes technical free throw,67,88
347,4,9:55.0,,L. Babbitt enters the game for J. Johnson,67,87
348,4,9:55.0,N. Powell enters the game for P. Patterson,,67,87
349,4,9:55.0,,J. Richardson misses technical free throw,67,88
350,4,9:54.0,,Offensive rebound by Team,67,88
351,4,9:40.0,,W. Ellington misses 3-pt jump shot from 24 ft,67,88
352,4,9:39.0,Defensive rebound by P. Tucker,,67,88
353,4,9:34.0,Personal foul by J. Richardson (drawn by D. Wright),,67,88
354,4,9:34.0,,D. Waiters enters the game for T. Johnson,67,88
355,4,9:26.0,N. Powell misses 2-pt layup from 1 ft,,67,88
356,4,9:23.0,Offensive rebound by J. Poeltl,,67,88
357,4,9:20.0,J. Poeltl makes 2-pt layup from 2 ft,,69,88
358,4,8:59.0,,Shooting foul by D. Wright (drawn by D. Waiters),69,88
359,4,8:59.0,Official timeout,,69,88
360,4,8:59.0,,D. Waiters misses free throw 1 of 3,69,88
361,4,8:59.0,,Offensive rebound by Team,69,88
362,4,8:59.0,,D. Waiters misses free throw 2 of 3,69,88
363,4,8:59.0,,Offensive rebound by Team,69,88
364,4,8:59.0,P. Siakam enters the game for P. Tucker,,69,88
365,4,8:59.0,,D. Waiters makes free throw 3 of 3,69,89
366,4,8:44.0,N. Powell misses 3-pt jump shot from 26 ft,,69,89
367,4,8:43.0,,Defensive rebound by J. Richardson,69,89
368,4,8:35.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by D. Waiters),69,92
369,4,8:11.0,P. Siakam makes 2-pt layup from 3 ft (assist by D. Wright),,71,92
370,4,7:49.0,,D. Waiters misses 2-pt jump shot from 19 ft,71,92
371,4,7:48.0,Defensive rebound by P. Siakam,,71,92
372,4,7:30.0,F. VanVleet misses 2-pt layup from 1 ft,,71,92
373,4,7:29.0,Offensive rebound by J. Poeltl,,71,92
374,4,7:28.0,J. Poeltl makes 2-pt jump shot from 3 ft,,73,92
375,4,7:28.0,,Miami full timeout,73,92
376,4,7:21.0,,Turnover by W. Ellington (bad pass; steal by D. Wright),73,92
377,4,7:11.0,J. Poeltl misses 2-pt layup from 1 ft (block by W. Reed),,73,92
378,4,7:10.0,Offensive rebound by Team,,73,92
379,4,7:00.0,J. Poeltl misses 2-pt jump shot from 12 ft,,73,92
380,4,6:59.0,Offensive rebound by F. VanVleet,,73,92
381,4,6:49.0,N. Powell makes 2-pt layup from 3 ft,,75,92
382,4,6:22.0,,W. Ellington misses 3-pt jump shot from 25 ft,75,92
383,4,6:21.0,Defensive rebound by P. Siakam,,75,92
384,4,6:17.0,P. Siakam misses 2-pt layup from 2 ft (block by D. Waiters),,75,92
385,4,6:16.0,Offensive rebound by P. Siakam,,75,92
386,4,5:59.0,,Violation by W. Reed (def goaltending),75,92
