,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHILADELPHIA_ACTION,MEMPHIS_SCORE,PHILADELPHIA_SCORE
34,1,7:30.0,Memphis full timeout,,7,10
35,1,7:22.0,T. Daniels misses 2-pt jump shot from 20 ft,,7,10
36,1,7:21.0,,Defensive rebound by E. İlyasova,7,10
37,1,7:15.0,,Personal foul by T. Allen (drawn by E. İlyasova),7,10
38,1,7:04.0,,E. İlyasova makes 2-pt layup at rim (assist by H. Thompson),7,12
39,1,6:50.0,Personal foul by H. Thompson (drawn by J. Green),,7,12
40,1,6:50.0,,N. Stauskas enters the game for H. Thompson,7,12
41,1,6:37.0,M. Conley makes 2-pt jump shot from 12 ft (assist by T. Daniels),,9,12
42,1,6:15.0,,J. Okafor misses 2-pt jump shot from 11 ft (block by M. Gasol),9,12
43,1,6:15.0,,Offensive rebound by Team,9,12
44,1,6:15.0,,J. Bayless enters the game for S. Rodríguez,9,12
45,1,6:15.0,V. Carter enters the game for T. Allen,,9,12
46,1,6:12.0,,E. İlyasova misses 2-pt jump shot from 20 ft,9,12
47,1,6:10.0,Defensive rebound by T. Daniels,,9,12
48,1,5:54.0,V. Carter misses 3-pt jump shot from 26 ft,,9,12
49,1,5:52.0,,Defensive rebound by R. Covington,9,12
50,1,5:46.0,,J. Bayless makes 2-pt layup from 1 ft,9,14
51,1,5:25.0,M. Conley makes 2-pt layup from 1 ft,,11,14
52,1,5:14.0,,N. Stauskas misses 2-pt layup from 1 ft (block by M. Gasol),11,14
53,1,5:11.0,Defensive rebound by M. Conley,,11,14
54,1,5:09.0,J. Green makes 2-pt dunk at rim (assist by M. Conley),,13,14
55,1,4:59.0,,Philadelphia full timeout,13,14
56,1,4:59.0,,D. Šarić enters the game for E. İlyasova,13,14
57,1,4:59.0,A. Harrison enters the game for M. Conley,,13,14
58,1,4:45.0,,R. Covington misses 2-pt layup from 2 ft,13,14
59,1,4:43.0,,Offensive rebound by Team,13,14
60,1,4:43.0,,Turnover by Team (shot clock),13,14
61,1,4:29.0,M. Gasol misses 2-pt jump shot from 13 ft,,13,14
62,1,4:26.0,,Defensive rebound by J. Bayless,13,14
63,1,4:20.0,,J. Bayless makes 2-pt layup from 1 ft,13,16
64,1,4:05.0,Shooting foul by J. Okafor (drawn by M. Gasol),,13,16
65,1,4:05.0,M. Gasol makes free throw 1 of 2,,14,16
66,1,4:05.0,J. Martin enters the game for J. Green,,14,16
67,1,4:05.0,M. Gasol makes free throw 2 of 2,,15,16
68,1,3:53.0,,J. Okafor misses 2-pt jump shot from 7 ft,15,16
69,1,3:51.0,Defensive rebound by A. Harrison,,15,16
70,1,3:43.0,M. Gasol misses 3-pt jump shot from 25 ft,,15,16
71,1,3:41.0,,Defensive rebound by J. Bayless,15,16
72,1,3:35.0,Z. Randolph enters the game for M. Gasol,,15,16
73,1,3:35.0,,J. Embiid enters the game for J. Okafor,15,16
74,1,3:28.0,,Personal foul by Z. Randolph (drawn by J. Embiid),15,16
75,1,3:23.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Embiid),15,19
76,1,3:01.0,V. Carter makes 2-pt dunk at rim (assist by A. Harrison),,17,19
77,1,2:47.0,,J. Bayless misses 3-pt jump shot from 25 ft,17,19
78,1,2:45.0,,Offensive rebound by D. Šarić,17,19
79,1,2:43.0,,N. Stauskas misses 3-pt jump shot from 26 ft,17,19
80,1,2:41.0,Defensive rebound by Z. Randolph,,17,19
81,1,2:28.0,Personal foul by J. Bayless (drawn by Z. Randolph),,17,19
82,1,2:28.0,,H. Thompson enters the game for R. Covington,17,19
83,1,2:28.0,M. Conley enters the game for T. Daniels,,17,19
84,1,2:18.0,Z. Randolph misses 2-pt layup from 1 ft (block by J. Embiid),,17,19
85,1,2:16.0,,Defensive rebound by J. Embiid,17,19
86,1,2:10.0,,D. Šarić misses 3-pt jump shot from 26 ft,17,19
87,1,2:08.0,,Offensive rebound by J. Embiid,17,19
88,1,1:58.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Bayless),17,22
89,1,1:44.0,M. Conley makes 2-pt layup from 2 ft,,19,22
90,1,1:31.0,,Shooting foul by J. Martin (drawn by J. Bayless),19,22
91,1,1:31.0,,J. Bayless makes free throw 1 of 2,19,23
92,1,1:31.0,,J. Bayless makes free throw 2 of 2,19,24
93,1,1:15.0,J. Martin misses 2-pt layup from 2 ft (block by J. Embiid),,19,24
94,1,1:15.0,Offensive rebound by Team,,19,24
95,1,1:07.0,M. Conley misses 2-pt jump shot from 10 ft,,19,24
96,1,1:06.0,,Defensive rebound by D. Šarić,19,24
97,1,0:48.0,,J. Embiid makes 2-pt layup from 1 ft (assist by N. Stauskas),19,26
98,1,0:41.0,Shooting foul by J. Bayless (drawn by M. Conley),,19,26
99,1,0:41.0,M. Conley misses free throw 1 of 2,,19,26
100,1,0:41.0,Offensive rebound by Team,,19,26
101,1,0:41.0,,S. Rodríguez enters the game for J. Bayless,19,26
102,1,0:41.0,M. Conley makes free throw 2 of 2,,20,26
103,1,0:32.0,,J. Embiid misses 3-pt jump shot from 25 ft,20,26
104,1,0:31.0,Defensive rebound by J. Martin,,20,26
105,1,0:12.0,M. Conley misses 3-pt jump shot from 25 ft,,20,26
106,1,0:11.0,,Defensive rebound by J. Embiid,20,26
107,1,0:02.0,,S. Rodríguez misses 2-pt jump shot from 16 ft,20,26
108,1,0:00.0,,Offensive rebound by Team,20,26
109,2,11:49.0,,J. Okafor misses 2-pt layup from 2 ft,20,26
110,2,11:47.0,,Offensive rebound by D. Šarić,20,26
111,2,11:47.0,,D. Šarić misses 2-pt layup from 2 ft,20,26
112,2,11:45.0,,Offensive rebound by J. Okafor,20,26
113,2,11:42.0,,J. Okafor makes 2-pt jump shot from 5 ft,20,28
114,2,11:42.0,,Shooting foul by J. Martin (drawn by J. Okafor),20,28
115,2,11:42.0,,J. Okafor misses free throw 1 of 1,20,28
116,2,11:40.0,Defensive rebound by A. Harrison,,20,28
117,2,11:28.0,Z. Randolph makes 2-pt jump shot from 10 ft,,22,28
118,2,11:18.0,,Personal foul by A. Harrison (drawn by N. Stauskas),22,28
119,2,11:12.0,,H. Thompson misses 3-pt jump shot from 25 ft,22,28
120,2,11:09.0,Defensive rebound by Z. Randolph,,22,28
121,2,10:56.0,Shooting foul by J. Okafor (drawn by Z. Randolph),,22,28
122,2,10:56.0,Z. Randolph misses free throw 1 of 2,,22,28
123,2,10:56.0,Offensive rebound by Team,,22,28
124,2,10:56.0,T. Allen enters the game for A. Harrison,,22,28
125,2,10:56.0,Z. Randolph makes free throw 2 of 2,,23,28
126,2,10:36.0,,H. Thompson makes 2-pt layup from 1 ft (assist by N. Stauskas),23,30
127,2,10:23.0,Turnover by T. Allen (lost ball),,23,30
128,2,10:02.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,23,30
129,2,10:00.0,,Offensive rebound by Team,23,30
130,2,9:58.0,Loose ball foul by T. Allen (drawn by D. Šarić),,23,30
131,2,9:58.0,T. Daniels enters the game for T. Allen,,23,30
132,2,9:47.0,,J. Okafor misses 2-pt layup from 2 ft,23,30
133,2,9:45.0,,Offensive rebound by Team,23,30
134,2,9:30.0,,S. Rodríguez makes 2-pt jump shot from 19 ft (assist by D. Šarić),23,32
135,2,9:16.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by M. Conley),,26,32
136,2,9:05.0,,N. Stauskas misses 2-pt jump shot from 7 ft (block by Z. Randolph),26,32
137,2,9:05.0,Defensive rebound by Team,,26,32
138,2,9:05.0,J. Green enters the game for J. Martin,,26,32
139,2,9:05.0,A. Harrison enters the game for M. Conley,,26,32
140,2,8:50.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by J. Green),,28,32
141,2,8:38.0,,Turnover by J. Okafor (lost ball; steal by Z. Randolph),28,32
142,2,8:38.0,Official timeout,,28,32
143,2,8:38.0,Personal foul by J. Okafor (drawn by Z. Randolph),,28,32
144,2,8:38.0,,J. Embiid enters the game for J. Okafor,28,32
145,2,8:38.0,,R. Covington enters the game for N. Stauskas,28,32
146,2,8:16.0,Z. Randolph misses 3-pt jump shot from 26 ft,,28,32
147,2,8:15.0,Offensive rebound by Team,,28,32
148,2,8:15.0,,Loose ball foul by D. Šarić (drawn by J. Green),28,32
149,2,8:15.0,,E. İlyasova enters the game for D. Šarić,28,32
150,2,8:05.0,V. Carter makes 3-pt jump shot from 26 ft (assist by A. Harrison),,31,32
151,2,7:48.0,,R. Covington makes 2-pt layup from 2 ft (assist by J. Embiid),31,34
152,2,7:48.0,,Shooting foul by J. Green (drawn by R. Covington),31,34
153,2,7:48.0,,R. Covington makes free throw 1 of 1,31,35
154,2,7:33.0,Z. Randolph misses 2-pt jump shot from 7 ft,,31,35
155,2,7:31.0,,Defensive rebound by H. Thompson,31,35
156,2,7:25.0,,S. Rodríguez makes 2-pt layup from 2 ft,31,37
157,2,7:18.0,Memphis full timeout,,31,37
158,2,7:18.0,M. Gasol enters the game for Z. Randolph,,31,37
159,2,7:18.0,T. Allen enters the game for V. Carter,,31,37
160,2,7:08.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by A. Harrison),,34,37
161,2,6:50.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,34,37
162,2,6:48.0,,Offensive rebound by E. İlyasova,34,37
163,2,6:48.0,,E. İlyasova makes 2-pt layup from 1 ft,34,39
164,2,6:37.0,Offensive foul by M. Gasol (drawn by E. İlyasova),,34,39
165,2,6:37.0,Turnover by M. Gasol (offensive foul),,34,39
166,2,6:22.0,,J. Embiid misses 2-pt jump shot from 14 ft,34,39
167,2,6:20.0,Defensive rebound by J. Green,,34,39
168,2,6:20.0,Turnover by J. Green (lost ball; steal by R. Covington),,34,39
169,2,6:16.0,,R. Covington misses 3-pt jump shot from 26 ft,34,39
170,2,6:10.0,Defensive rebound by T. Daniels,,34,39
171,2,6:05.0,Turnover by A. Harrison (lost ball; steal by H. Thompson),,34,39
172,2,5:46.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Embiid),34,42
173,2,5:26.0,Shooting foul by H. Thompson (drawn by A. Harrison),,34,42
174,2,5:26.0,,Philadelphia full timeout,34,42
175,2,5:26.0,A. Harrison makes free throw 1 of 2,,35,42
176,2,5:26.0,,N. Stauskas enters the game for H. Thompson,34,42
177,2,5:26.0,A. Harrison makes free throw 2 of 2,,36,42
178,2,5:16.0,,N. Stauskas misses 3-pt jump shot from 26 ft,36,42
179,2,5:14.0,Defensive rebound by T. Allen,,36,42
180,2,5:00.0,J. Green misses 2-pt jump shot from 4 ft (block by R. Covington),,36,42
181,2,4:58.0,,Defensive rebound by R. Covington,36,42
182,2,4:57.0,,Turnover by R. Covington (bad pass; steal by A. Harrison),36,42
183,2,4:50.0,T. Allen misses 2-pt layup from 3 ft,,36,42
184,2,4:47.0,,Defensive rebound by N. Stauskas,36,42
185,2,4:32.0,,Offensive foul by J. Embiid (drawn by T. Daniels),36,42
186,2,4:32.0,,Turnover by J. Embiid (offensive foul),36,42
187,2,4:32.0,,J. Bayless enters the game for S. Rodríguez,36,42
188,2,4:32.0,,D. Šarić enters the game for J. Embiid,36,42
189,2,4:16.0,T. Daniels misses 3-pt jump shot from 26 ft,,36,42
190,2,4:14.0,,Defensive rebound by J. Bayless,36,42
191,2,4:07.0,,Turnover by J. Bayless (bad pass; steal by M. Gasol),36,42
192,2,3:54.0,T. Allen misses 2-pt layup from 3 ft,,36,42
193,2,3:50.0,,Defensive rebound by R. Covington,36,42
194,2,3:39.0,,Offensive foul by R. Covington (drawn by J. Green),36,42
195,2,3:39.0,,Turnover by R. Covington (offensive foul),36,42
196,2,3:39.0,M. Conley enters the game for T. Daniels,,36,42
197,2,3:39.0,V. Carter enters the game for T. Allen,,36,42
198,2,3:26.0,M. Gasol misses 2-pt jump shot from 17 ft,,36,42
199,2,3:25.0,,Defensive rebound by E. İlyasova,36,42
200,2,3:10.0,,D. Šarić misses 3-pt jump shot from 28 ft,36,42
201,2,3:09.0,Defensive rebound by M. Conley,,36,42
202,2,3:05.0,Turnover by M. Conley (lost ball),,36,42
203,2,2:57.0,,J. Bayless misses 2-pt jump shot from 12 ft,36,42
204,2,2:56.0,,Offensive rebound by J. Bayless,36,42
205,2,2:55.0,,Turnover by J. Bayless (lost ball; steal by A. Harrison),36,42
206,2,2:48.0,V. Carter misses 3-pt jump shot from 24 ft,,36,42
207,2,2:46.0,,Defensive rebound by D. Šarić,36,42
208,2,2:33.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by J. Bayless),36,45
209,2,2:12.0,M. Gasol misses 2-pt layup from 1 ft (block by R. Covington),,36,45
210,2,2:11.0,Offensive rebound by M. Gasol,,36,45
211,2,2:10.0,M. Gasol makes 2-pt jump shot from 4 ft,,38,45
212,2,2:10.0,Shooting foul by E. İlyasova (drawn by M. Gasol),,38,45
213,2,2:10.0,M. Gasol makes free throw 1 of 1,,39,45
214,2,2:10.0,Memphis full timeout,,39,45
215,2,2:05.0,,Turnover by R. Covington (offensive foul),39,45
216,2,2:05.0,,Offensive foul by R. Covington (drawn by A. Harrison),39,45
217,2,1:53.0,Personal foul by E. İlyasova (drawn by M. Conley),,39,45
218,2,1:53.0,M. Conley makes free throw 1 of 2,,40,45
219,2,1:53.0,M. Conley makes free throw 2 of 2,,41,45
220,2,1:34.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by N. Stauskas),41,48
221,2,1:06.0,M. Gasol misses 2-pt jump shot from 12 ft,,41,48
222,2,1:04.0,Offensive rebound by J. Green,,41,48
223,2,1:02.0,J. Green makes 2-pt layup at rim,,43,48
224,2,0:49.0,,D. Šarić misses 3-pt jump shot from 25 ft,43,48
225,2,0:48.0,Defensive rebound by J. Green,,43,48
226,2,0:37.0,A. Harrison misses 3-pt jump shot from 27 ft,,43,48
227,2,0:36.0,,Defensive rebound by D. Šarić,43,48
228,2,0:30.0,,Shooting block foul by A. Harrison (drawn by J. Bayless),43,48
229,2,0:30.0,,J. Bayless misses free throw 1 of 2,43,48
230,2,0:30.0,,Offensive rebound by Team,43,48
231,2,0:30.0,,T. McConnell enters the game for R. Covington,43,48
232,2,0:30.0,T. Daniels enters the game for J. Green,,43,48
233,2,0:30.0,,J. Bayless makes free throw 2 of 2,43,49
234,2,0:07.0,V. Carter misses 3-pt jump shot from 26 ft,,43,49
235,2,0:05.0,,Defensive rebound by N. Stauskas,43,49
236,2,0:00.0,,J. Bayless makes 2-pt jump shot from 11 ft (assist by N. Stauskas),43,51
237,3,11:49.0,,Turnover by S. Rodríguez (traveling),43,51
238,3,11:34.0,M. Gasol misses 2-pt jump shot from 17 ft,,43,51
239,3,11:32.0,,Defensive rebound by H. Thompson,43,51
240,3,11:20.0,,J. Embiid makes 2-pt jump shot from 16 ft (assist by S. Rodríguez),43,53
241,3,11:03.0,M. Conley misses 2-pt jump shot from 17 ft,,43,53
242,3,11:01.0,,Defensive rebound by J. Embiid,43,53
243,3,10:48.0,,H. Thompson misses 2-pt layup from 2 ft,43,53
244,3,10:46.0,Defensive rebound by M. Conley,,43,53
245,3,10:33.0,Shooting foul by J. Embiid (drawn by J. Green),,43,53
246,3,10:33.0,J. Green misses free throw 1 of 2,,43,53
247,3,10:33.0,Offensive rebound by Team,,43,53
248,3,10:33.0,J. Green makes free throw 2 of 2,,44,53
249,3,10:24.0,,S. Rodríguez misses 2-pt jump shot from 17 ft,44,53
250,3,10:23.0,Defensive rebound by Team,,44,53
251,3,10:23.0,,Loose ball foul by J. Embiid (drawn by T. Daniels),44,53
252,3,10:14.0,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),,46,53
253,3,9:54.0,,E. İlyasova misses 3-pt jump shot from 27 ft,46,53
254,3,9:52.0,Defensive rebound by T. Daniels,,46,53
255,3,9:39.0,M. Conley misses 2-pt jump shot from 16 ft,,46,53
256,3,9:37.0,,Defensive rebound by J. Embiid,46,53
257,3,9:31.0,,J. Embiid misses 3-pt jump shot from 26 ft,46,53
258,3,9:27.0,Defensive rebound by T. Daniels,,46,53
259,3,9:16.0,Turnover by M. Gasol (palming),,46,53
260,3,9:00.0,,H. Thompson misses 2-pt layup from 3 ft,46,53
261,3,8:59.0,,Offensive rebound by Team,46,53
262,3,8:59.0,Loose ball foul by M. Gasol (drawn by J. Embiid),,46,53
263,3,8:48.0,,Shooting foul by M. Gasol (drawn by J. Embiid),46,53
264,3,8:48.0,,J. Embiid makes free throw 1 of 2,46,54
265,3,8:48.0,,J. Embiid makes free throw 2 of 2,46,55
266,3,8:33.0,T. Daniels misses 3-pt jump shot from 26 ft,,46,55
267,3,8:31.0,,Defensive rebound by J. Embiid,46,55
268,3,8:15.0,,Offensive foul by J. Embiid (drawn by M. Gasol),46,55
269,3,8:15.0,,Turnover by J. Embiid (offensive foul),46,55
270,3,8:15.0,,J. Okafor enters the game for J. Embiid,46,55
271,3,8:01.0,T. Allen misses 2-pt layup from 1 ft,,46,55
272,3,7:59.0,,Defensive rebound by E. İlyasova,46,55
273,3,7:51.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by S. Rodríguez),46,57
274,3,7:34.0,T. Allen makes 2-pt dunk at rim (assist by M. Conley),,48,57
275,3,7:18.0,,Personal foul by J. Green (drawn by E. İlyasova),48,57
276,3,7:18.0,,N. Stauskas enters the game for H. Thompson,48,57
277,3,7:11.0,,S. Rodríguez misses 2-pt jump shot from 18 ft,48,57
278,3,7:09.0,Defensive rebound by J. Green,,48,57
279,3,6:59.0,Turnover by M. Conley (bad pass; steal by R. Covington),,48,57
280,3,6:49.0,,E. İlyasova makes 2-pt jump shot from 11 ft (assist by R. Covington),48,59
281,3,6:48.0,Memphis full timeout,,48,59
282,3,6:48.0,V. Carter enters the game for T. Daniels,,48,59
283,3,6:38.0,V. Carter misses 2-pt jump shot from 15 ft,,48,59
284,3,6:36.0,,Defensive rebound by R. Covington,48,59
285,3,6:18.0,,R. Covington misses 3-pt jump shot from 25 ft,48,59
286,3,6:17.0,Defensive rebound by T. Allen,,48,59
287,3,6:09.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Allen),,51,59
288,3,5:56.0,,N. Stauskas makes 3-pt jump shot from 25 ft,51,62
289,3,5:36.0,V. Carter misses 2-pt layup from 3 ft,,51,62
290,3,5:34.0,Offensive rebound by T. Allen,,51,62
291,3,5:34.0,T. Allen makes 2-pt layup from 1 ft,,53,62
292,3,5:20.0,,Personal foul by V. Carter (drawn by N. Stauskas),53,62
293,3,5:20.0,,J. Bayless enters the game for S. Rodríguez,53,62
294,3,5:20.0,,H. Thompson enters the game for R. Covington,53,62
295,3,5:08.0,,E. İlyasova misses 2-pt layup from 1 ft (block by J. Green),53,62
296,3,5:05.0,Defensive rebound by J. Green,,53,62
297,3,4:58.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,56,62
298,3,4:47.0,,Shooting foul by V. Carter (drawn by N. Stauskas),56,62
299,3,4:47.0,,N. Stauskas makes free throw 1 of 2,56,63
300,3,4:47.0,,D. Šarić enters the game for E. İlyasova,56,63
301,3,4:47.0,A. Harrison enters the game for T. Allen,,56,63
302,3,4:47.0,,N. Stauskas makes free throw 2 of 2,56,64
303,3,4:26.0,M. Gasol makes 2-pt hook shot from 7 ft (assist by M. Conley),,58,64
304,3,3:57.0,,H. Thompson misses 2-pt layup from 2 ft,58,64
305,3,3:56.0,Defensive rebound by V. Carter,,58,64
306,3,3:49.0,A. Harrison makes 3-pt jump shot from 26 ft (assist by M. Conley),,61,64
307,3,3:49.0,,Philadelphia full timeout,61,64
308,3,3:49.0,J. Martin enters the game for M. Conley,,61,64
309,3,3:30.0,,J. Bayless misses 2-pt jump shot from 20 ft,61,64
310,3,3:28.0,Defensive rebound by J. Martin,,61,64
311,3,3:13.0,Turnover by V. Carter (bad pass; steal by H. Thompson),,61,64
312,3,3:09.0,,J. Bayless misses 2-pt layup from 2 ft (block by J. Martin),61,64
313,3,3:09.0,,Offensive rebound by Team,61,64
314,3,3:09.0,Z. Randolph enters the game for M. Gasol,,61,64
315,3,2:49.0,,H. Thompson makes 2-pt jump shot from 4 ft (assist by J. Bayless),61,66
316,3,2:25.0,Z. Randolph misses 2-pt jump shot from 19 ft,,61,66
317,3,2:25.0,Offensive rebound by J. Green,,61,66
318,3,2:25.0,,Loose ball foul by D. Šarić (drawn by J. Green),61,66
319,3,2:25.0,,R. Covington enters the game for H. Thompson,61,66
320,3,2:15.0,J. Martin misses 2-pt layup from 2 ft,,61,66
321,3,2:14.0,Offensive rebound by J. Martin,,61,66
322,3,2:13.0,J. Martin misses 2-pt layup from 1 ft,,61,66
323,3,2:11.0,,Defensive rebound by R. Covington,61,66
324,3,2:02.0,,R. Covington makes 2-pt layup from 1 ft (assist by J. Bayless),61,68
325,3,1:54.0,J. Martin makes 2-pt dunk at rim (assist by A. Harrison),,63,68
326,3,1:40.0,,N. Stauskas misses 3-pt jump shot from 25 ft,63,68
327,3,1:39.0,Defensive rebound by Team,,63,68
328,3,1:26.0,Turnover by A. Harrison (bad pass; steal by N. Stauskas),,63,68
329,3,1:18.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by J. Bayless),63,71
330,3,0:56.0,J. Martin misses 2-pt jump shot from 5 ft (block by J. Okafor),,63,71
331,3,0:53.0,,Defensive rebound by N. Stauskas,63,71
332,3,0:45.0,,Turnover by D. Šarić (step out of bounds),63,71
333,3,0:45.0,T. Daniels enters the game for J. Green,,63,71
334,3,0:32.0,V. Carter misses 2-pt jump shot from 6 ft (block by J. Okafor),,63,71
335,3,0:30.0,,Defensive rebound by J. Bayless,63,71
336,3,0:27.0,,Turnover by J. Bayless (bad pass; steal by J. Martin),63,71
337,3,0:26.0,Turnover by J. Martin (bad pass),,63,71
338,3,0:02.0,,J. Bayless misses 2-pt jump shot from 17 ft,63,71
339,3,0:01.0,Defensive rebound by Z. Randolph,,63,71
340,4,11:56.0,Personal foul by J. Bayless (drawn by A. Harrison),,63,71
341,4,11:43.0,Z. Randolph misses 2-pt jump shot from 3 ft,,63,71
342,4,11:41.0,Offensive rebound by Team,,63,71
343,4,11:36.0,T. Daniels misses 2-pt jump shot from 19 ft,,63,71
344,4,11:34.0,,Defensive rebound by J. Embiid,63,71
345,4,11:15.0,,Turnover by R. Covington (lost ball; steal by J. Martin),63,71
346,4,11:05.0,V. Carter misses 3-pt jump shot from 25 ft,,63,71
347,4,11:03.0,,Defensive rebound by J. Embiid,63,71
348,4,10:52.0,,Personal foul by A. Harrison (drawn by J. Bayless),63,71
349,4,10:52.0,,Technical foul by J. Bayless,63,71
350,4,10:52.0,Technical foul by A. Harrison,,63,71
351,4,10:52.0,,T. McConnell enters the game for J. Bayless,63,71
352,4,10:52.0,,H. Thompson enters the game for R. Covington,63,71
353,4,10:52.0,M. Conley enters the game for J. Martin,,63,71
354,4,10:52.0,M. Gasol enters the game for T. Daniels,,63,71
355,4,10:41.0,,J. Embiid misses 3-pt jump shot from 25 ft,63,71
356,4,10:40.0,Defensive rebound by Z. Randolph,,63,71
357,4,10:25.0,V. Carter makes 2-pt layup at rim,,65,71
358,4,10:25.0,Shooting foul by D. Šarić (drawn by V. Carter),,65,71
359,4,10:25.0,V. Carter misses free throw 1 of 1,,65,71
360,4,10:24.0,,Defensive rebound by T. McConnell,65,71
361,4,10:11.0,,Turnover by J. Embiid (bad pass; steal by A. Harrison),65,71
362,4,9:57.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by A. Harrison),,68,71
363,4,9:40.0,,Turnover by N. Stauskas (lost ball; steal by A. Harrison),68,71
364,4,9:37.0,Turnover by M. Gasol (bad pass; steal by T. McConnell),,68,71
365,4,9:26.0,,H. Thompson misses 3-pt jump shot from 28 ft,68,71
366,4,9:24.0,Defensive rebound by V. Carter,,68,71
367,4,9:14.0,M. Gasol misses 3-pt jump shot from 26 ft,,68,71
368,4,9:12.0,,Defensive rebound by T. McConnell,68,71
369,4,9:00.0,,D. Šarić misses 3-pt jump shot from 25 ft,68,71
370,4,8:59.0,Defensive rebound by M. Conley,,68,71
371,4,8:45.0,M. Gasol makes 2-pt jump shot from 9 ft (assist by M. Conley),,70,71
372,4,8:28.0,,N. Stauskas makes 2-pt dunk at rim (assist by D. Šarić),70,73
373,4,8:28.0,,Violation by Team (jump ball),70,73
374,4,8:10.0,Z. Randolph misses 2-pt jump shot from 14 ft,,70,73
375,4,8:09.0,,Defensive rebound by H. Thompson,70,73
376,4,8:05.0,,Personal foul by Z. Randolph (drawn by T. McConnell),70,73
377,4,8:05.0,Official timeout,,70,73
378,4,8:05.0,,E. İlyasova enters the game for D. Šarić,70,73
379,4,8:05.0,,J. Okafor enters the game for J. Embiid,70,73
380,4,8:05.0,,R. Covington enters the game for N. Stauskas,70,73
381,4,7:48.0,,H. Thompson misses 2-pt layup from 1 ft,70,73
382,4,7:46.0,Defensive rebound by M. Gasol,,70,73
383,4,7:32.0,Turnover by M. Gasol (bad pass; steal by J. Okafor),,70,73
384,4,7:27.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),70,75
