,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
67,1,3:47.0,M. Delaney enters the game for D. Schröder,,15,18
68,1,3:47.0,,J. Harden makes free throw 2 of 2,15,19
69,1,3:40.0,Personal foul by N. Hilário (drawn by P. Millsap),,15,19
70,1,3:34.0,P. Millsap makes 2-pt jump shot from 9 ft,,17,19
71,1,3:25.0,,T. Ariza misses 3-pt jump shot from 27 ft,17,19
72,1,3:23.0,Defensive rebound by M. Muscala,,17,19
73,1,3:12.0,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by P. Millsap),,20,19
74,1,3:00.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),20,21
75,1,2:44.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Delaney),,23,21
76,1,2:43.0,,Houston full timeout,23,21
77,1,2:43.0,,C. Capela enters the game for N. Hilário,23,21
78,1,2:36.0,,C. Capela makes 2-pt layup from 3 ft,23,23
79,1,2:36.0,,Shooting block foul by M. Muscala (drawn by C. Capela),23,23
80,1,2:36.0,,C. Capela makes free throw 1 of 1,23,24
81,1,2:21.0,Turnover by P. Millsap (bad pass; steal by C. Capela),,23,24
82,1,2:14.0,,J. Harden misses 3-pt jump shot from 26 ft,23,24
83,1,2:12.0,Defensive rebound by M. Muscala,,23,24
84,1,1:59.0,P. Millsap misses 3-pt jump shot from 26 ft,,23,24
85,1,1:58.0,,Defensive rebound by C. Capela,23,24
86,1,1:47.0,,C. Capela makes 2-pt layup from 3 ft (assist by E. Gordon),23,26
87,1,1:28.0,M. Muscala misses 3-pt jump shot from 25 ft,,23,26
88,1,1:27.0,,Defensive rebound by J. Harden,23,26
89,1,1:19.0,,J. Harden makes 3-pt jump shot from 25 ft,23,29
90,1,1:06.0,Personal foul by J. Harden (drawn by P. Millsap),,23,29
91,1,1:06.0,,C. Brewer enters the game for T. Ariza,23,29
92,1,0:58.0,M. Muscala makes 2-pt dunk at rim (assist by M. Dunleavy),,25,29
93,1,0:51.0,,Shooting foul by D. Bembry (drawn by J. Harden),25,29
94,1,0:51.0,,J. Harden makes free throw 1 of 3,25,30
95,1,0:51.0,,J. Harden makes free throw 2 of 3,25,31
96,1,0:51.0,,J. Harden makes free throw 3 of 3,25,32
97,1,0:31.0,M. Muscala misses 3-pt jump shot from 26 ft,,25,32
98,1,0:30.0,,Defensive rebound by Team,25,32
99,1,0:26.0,,J. Harden misses 3-pt jump shot from 26 ft,25,32
100,1,0:24.0,Defensive rebound by D. Bembry,,25,32
101,1,0:03.0,M. Delaney misses 2-pt jump shot from 22 ft,,25,32
102,1,0:02.0,Offensive rebound by M. Muscala,,25,32
103,1,0:02.0,Shooting foul by C. Brewer (drawn by M. Muscala),,25,32
104,1,0:02.0,M. Muscala misses free throw 1 of 2,,25,32
105,1,0:02.0,Offensive rebound by Team,,25,32
106,1,0:02.0,T. Hardaway enters the game for P. Millsap,,25,32
107,1,0:02.0,M. Muscala makes free throw 2 of 2,,26,32
108,1,0:00.0,,J. Harden misses 3-pt jump shot from 44 ft,26,32
109,1,0:00.0,,Offensive rebound by Team,26,32
110,2,11:41.0,,S. Dekker misses 3-pt jump shot from 26 ft,26,32
111,2,11:40.0,Defensive rebound by T. Hardaway,,26,32
112,2,11:28.0,M. Delaney makes 2-pt jump shot from 7 ft,,28,32
113,2,11:20.0,,Personal foul by T. Hardaway (drawn by C. Brewer),28,32
114,2,11:14.0,,P. Beverley misses 3-pt jump shot from 25 ft,28,32
115,2,11:13.0,Defensive rebound by D. Howard,,28,32
116,2,11:03.0,D. Howard misses 2-pt hook shot from 5 ft,,28,32
117,2,11:02.0,,Defensive rebound by S. Dekker,28,32
118,2,10:52.0,,Turnover by S. Dekker (bad pass; steal by M. Dunleavy),28,32
119,2,10:52.0,Personal foul by N. Hilário (drawn by M. Dunleavy),,28,32
120,2,10:38.0,Offensive foul by M. Delaney (drawn by P. Beverley),,28,32
121,2,10:38.0,Turnover by M. Delaney (offensive foul),,28,32
122,2,10:29.0,,E. Gordon misses 3-pt jump shot from 27 ft,28,32
123,2,10:28.0,Defensive rebound by M. Muscala,,28,32
124,2,10:11.0,M. Delaney misses 2-pt layup from 4 ft (block by N. Hilário),,28,32
125,2,10:07.0,Offensive rebound by D. Howard,,28,32
126,2,10:04.0,D. Howard makes 2-pt layup from 1 ft,,30,32
127,2,9:54.0,Violation by D. Howard (def goaltending),,30,32
128,2,9:54.0,,S. Dekker makes 2-pt jump shot from 5 ft (assist by P. Beverley),30,34
129,2,9:42.0,Turnover by Team (back court),,30,34
130,2,9:31.0,,E. Gordon misses 3-pt jump shot from 25 ft,30,34
131,2,9:30.0,Defensive rebound by T. Hardaway,,30,34
132,2,9:27.0,Turnover by T. Hardaway (bad pass),,30,34
133,2,9:13.0,,S. Dekker misses 2-pt jump shot from 11 ft,30,34
134,2,9:12.0,Defensive rebound by D. Howard,,30,34
135,2,9:06.0,T. Hardaway makes 2-pt layup from 2 ft (assist by D. Howard),,32,34
136,2,8:53.0,,Def 3 sec tech foul by D. Howard,32,34
137,2,8:53.0,Official timeout,,32,34
138,2,8:53.0,,E. Gordon misses technical free throw,32,34
139,2,8:53.0,,Offensive rebound by Team,32,34
140,2,8:53.0,,R. Anderson enters the game for S. Dekker,32,34
141,2,8:43.0,,P. Beverley misses 3-pt jump shot from 26 ft,32,34
142,2,8:42.0,Defensive rebound by T. Hardaway,,32,34
143,2,8:26.0,M. Muscala makes 2-pt jump shot from 18 ft (assist by T. Hardaway),,34,34
144,2,8:11.0,,C. Brewer misses 3-pt jump shot from 22 ft,34,34
145,2,8:10.0,Defensive rebound by D. Howard,,34,34
146,2,8:02.0,T. Hardaway misses 3-pt jump shot from 26 ft,,34,34
147,2,8:00.0,,Defensive rebound by N. Hilário,34,34
148,2,7:49.0,,R. Anderson misses 3-pt jump shot from 24 ft,34,34
149,2,7:48.0,Defensive rebound by D. Howard,,34,34
150,2,7:34.0,M. Delaney misses 3-pt jump shot from 26 ft,,34,34
151,2,7:33.0,,Defensive rebound by P. Beverley,34,34
152,2,7:24.0,,R. Anderson misses 3-pt jump shot from 28 ft,34,34
153,2,7:23.0,Defensive rebound by D. Howard,,34,34
154,2,7:12.0,Shooting foul by E. Gordon (drawn by T. Hardaway),,34,34
155,2,7:12.0,T. Hardaway misses free throw 1 of 2,,34,34
156,2,7:12.0,Offensive rebound by Team,,34,34
157,2,7:12.0,P. Millsap enters the game for M. Dunleavy,,34,34
158,2,7:12.0,D. Schröder enters the game for M. Muscala,,34,34
159,2,7:12.0,K. Bazemore enters the game for M. Delaney,,34,34
160,2,7:12.0,,T. Ariza enters the game for E. Gordon,34,34
161,2,7:12.0,,J. Harden enters the game for C. Brewer,34,34
162,2,7:12.0,T. Hardaway makes free throw 2 of 2,,35,34
163,2,6:58.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),35,36
164,2,6:41.0,T. Hardaway makes 2-pt jump shot from 21 ft,,37,36
165,2,6:25.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),37,39
166,2,6:24.0,Atlanta full timeout,,37,39
167,2,6:11.0,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),,39,39
168,2,5:55.0,,Turnover by J. Harden (bad pass; steal by P. Millsap),39,39
169,2,5:48.0,Shooting foul by N. Hilário (drawn by P. Millsap),,39,39
170,2,5:48.0,P. Millsap makes free throw 1 of 2,,40,39
171,2,5:48.0,,C. Capela enters the game for N. Hilário,40,39
172,2,5:48.0,P. Millsap makes free throw 2 of 2,,41,39
173,2,5:32.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),41,41
174,2,5:16.0,Turnover by K. Bazemore (lost ball),,41,41
175,2,5:16.0,M. Muscala enters the game for D. Howard,,41,41
176,2,5:02.0,,J. Harden misses 2-pt jump shot from 7 ft,41,41
177,2,5:01.0,,Offensive rebound by Team,41,41
178,2,5:01.0,M. Dunleavy enters the game for T. Hardaway,,41,41
179,2,4:45.0,,R. Anderson makes 2-pt jump shot from 21 ft,41,43
180,2,4:27.0,D. Schröder misses 3-pt jump shot from 26 ft,,41,43
181,2,4:26.0,,Defensive rebound by J. Harden,41,43
182,2,4:06.0,,R. Anderson misses 2-pt jump shot from 6 ft,41,43
183,2,4:05.0,Defensive rebound by M. Muscala,,41,43
184,2,3:56.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by D. Schröder),,44,43
185,2,3:44.0,,Shooting foul by M. Dunleavy (drawn by J. Harden),44,43
186,2,3:44.0,,J. Harden misses free throw 1 of 2,44,43
187,2,3:44.0,,Offensive rebound by Team,44,43
188,2,3:44.0,,E. Gordon enters the game for P. Beverley,44,43
189,2,3:44.0,,J. Harden makes free throw 2 of 2,44,44
190,2,3:35.0,Turnover by D. Schröder (bad pass; steal by T. Ariza),,44,44
191,2,3:28.0,,Shooting foul by M. Muscala (drawn by C. Capela),44,44
192,2,3:28.0,,C. Capela makes free throw 1 of 2,44,45
193,2,3:28.0,,C. Capela misses free throw 2 of 2,44,45
194,2,3:28.0,Defensive rebound by P. Millsap,,44,45
195,2,3:11.0,M. Muscala misses 3-pt jump shot from 26 ft,,44,45
196,2,3:10.0,,Defensive rebound by E. Gordon,44,45
197,2,2:56.0,,T. Ariza misses 3-pt jump shot from 25 ft,44,45
198,2,2:55.0,,Offensive rebound by C. Capela,44,45
199,2,2:50.0,,C. Capela misses 2-pt jump shot from 4 ft (block by M. Muscala),44,45
200,2,2:48.0,Defensive rebound by M. Muscala,,44,45
201,2,2:47.0,,Houston full timeout,44,45
202,2,2:36.0,Shooting foul by R. Anderson (drawn by P. Millsap),,44,45
203,2,2:36.0,P. Millsap makes free throw 1 of 2,,45,45
204,2,2:36.0,P. Millsap misses free throw 2 of 2,,45,45
205,2,2:36.0,,Defensive rebound by J. Harden,45,45
206,2,2:36.0,D. Howard enters the game for M. Muscala,,45,45
207,2,2:22.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),45,47
208,2,2:09.0,Turnover by D. Schröder (traveling),,45,47
209,2,2:09.0,M. Muscala enters the game for P. Millsap,,45,47
210,2,1:58.0,,Offensive foul by E. Gordon (drawn by D. Howard),45,47
211,2,1:58.0,,Turnover by E. Gordon (offensive foul),45,47
212,2,1:58.0,T. Hardaway enters the game for D. Schröder,,45,47
213,2,1:46.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,45,47
214,2,1:45.0,,Defensive rebound by E. Gordon,45,47
215,2,1:36.0,,E. Gordon misses 3-pt jump shot from 25 ft,45,47
216,2,1:35.0,Defensive rebound by M. Dunleavy,,45,47
217,2,1:17.0,Turnover by K. Bazemore (bad pass; steal by E. Gordon),,45,47
218,2,1:10.0,,R. Anderson misses 3-pt jump shot from 25 ft,45,47
219,2,1:08.0,,Offensive rebound by C. Capela,45,47
220,2,1:03.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by E. Gordon),45,50
221,2,0:48.0,M. Muscala makes 2-pt layup from 4 ft (assist by K. Bazemore),,47,50
222,2,0:36.0,,E. Gordon misses 3-pt jump shot from 26 ft,47,50
223,2,0:35.0,Defensive rebound by D. Howard,,47,50
224,2,0:22.0,Turnover by T. Hardaway (bad pass; steal by T. Ariza),,47,50
225,2,0:01.0,,J. Harden misses 2-pt jump shot from 9 ft,47,50
226,2,0:00.0,,Offensive rebound by Team,47,50
227,3,11:43.0,,Shooting foul by T. Hardaway (drawn by J. Harden),47,50
228,3,11:43.0,,J. Harden misses free throw 1 of 2,47,50
229,3,11:43.0,,Offensive rebound by Team,47,50
230,3,11:43.0,,J. Harden makes free throw 2 of 2,47,51
231,3,11:29.0,K. Bazemore makes 2-pt jump shot from 21 ft (assist by D. Howard),,49,51
232,3,11:13.0,,J. Harden makes 3-pt jump shot from 25 ft,49,54
233,3,10:47.0,D. Schröder makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,51,54
234,3,10:37.0,,J. Harden makes 3-pt jump shot from 25 ft,51,57
235,3,10:27.0,D. Schröder misses 2-pt layup from 2 ft,,51,57
236,3,10:26.0,Offensive rebound by D. Howard,,51,57
237,3,10:26.0,D. Howard makes 2-pt dunk at rim,,53,57
238,3,10:12.0,,J. Harden makes 2-pt layup from 2 ft,53,59
239,3,10:02.0,Turnover by P. Millsap (bad pass; steal by J. Harden),,53,59
240,3,9:56.0,,J. Harden makes 3-pt jump shot from 30 ft,53,62
241,3,9:56.0,Atlanta full timeout,,53,62
242,3,9:47.0,Def 3 sec tech foul by C. Capela,,53,62
243,3,9:47.0,D. Schröder makes technical free throw,,54,62
244,3,9:39.0,P. Millsap misses 3-pt jump shot from 23 ft,,54,62
245,3,9:38.0,,Defensive rebound by P. Beverley,54,62
246,3,9:30.0,,Shooting foul by P. Millsap (drawn by C. Capela),54,62
247,3,9:30.0,,C. Capela makes free throw 1 of 2,54,63
248,3,9:30.0,,C. Capela makes free throw 2 of 2,54,64
249,3,9:18.0,T. Hardaway makes 2-pt jump shot from 9 ft (assist by D. Schröder),,56,64
250,3,8:56.0,,T. Ariza misses 3-pt jump shot from 27 ft,56,64
251,3,8:55.0,Defensive rebound by K. Bazemore,,56,64
252,3,8:49.0,K. Bazemore misses 3-pt jump shot from 25 ft,,56,64
253,3,8:48.0,,Defensive rebound by C. Capela,56,64
254,3,8:41.0,,J. Harden misses 3-pt jump shot from 25 ft,56,64
255,3,8:40.0,Defensive rebound by D. Howard,,56,64
256,3,8:22.0,T. Hardaway misses 3-pt jump shot from 26 ft,,56,64
257,3,8:21.0,,Defensive rebound by J. Harden,56,64
258,3,8:14.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Ariza),56,67
259,3,8:00.0,K. Bazemore misses 2-pt jump shot from 4 ft,,56,67
260,3,7:59.0,Offensive rebound by D. Howard,,56,67
261,3,7:58.0,D. Howard makes 2-pt layup from 2 ft,,58,67
262,3,7:50.0,,P. Beverley misses 3-pt jump shot from 25 ft,58,67
263,3,7:49.0,Defensive rebound by D. Howard,,58,67
264,3,7:39.0,D. Schröder misses 3-pt jump shot from 26 ft,,58,67
265,3,7:38.0,,Defensive rebound by P. Beverley,58,67
266,3,7:37.0,,Shooting foul by D. Schröder (drawn by J. Harden),58,67
267,3,7:37.0,,J. Harden makes free throw 1 of 2,58,68
268,3,7:37.0,,J. Harden makes free throw 2 of 2,58,69
269,3,7:25.0,Shooting foul by J. Harden (drawn by D. Howard),,58,69
270,3,7:25.0,D. Howard misses free throw 1 of 2,,58,69
271,3,7:25.0,Offensive rebound by Team,,58,69
272,3,7:25.0,D. Howard makes free throw 2 of 2,,59,69
273,3,7:06.0,,Shooting foul by D. Schröder (drawn by P. Beverley),59,69
274,3,7:06.0,,P. Beverley misses free throw 1 of 2,59,69
275,3,7:06.0,,Offensive rebound by Team,59,69
276,3,7:06.0,,P. Beverley makes free throw 2 of 2,59,70
277,3,6:55.0,Shooting foul by R. Anderson (drawn by P. Millsap),,59,70
278,3,6:55.0,P. Millsap makes free throw 1 of 2,,60,70
279,3,6:55.0,P. Millsap makes free throw 2 of 2,,61,70
280,3,6:43.0,,T. Ariza misses 3-pt jump shot from 24 ft,61,70
281,3,6:42.0,,Offensive rebound by C. Capela,61,70
282,3,6:38.0,,C. Capela makes 2-pt layup from 2 ft,61,72
283,3,6:23.0,D. Schröder misses 2-pt jump shot from 3 ft (block by C. Capela),,61,72
284,3,6:22.0,Offensive rebound by D. Howard,,61,72
285,3,6:22.0,D. Howard makes 2-pt layup from 2 ft,,63,72
286,3,6:22.0,Shooting foul by J. Harden (drawn by D. Howard),,63,72
287,3,6:22.0,,E. Gordon enters the game for P. Beverley,63,72
288,3,6:22.0,D. Howard makes free throw 1 of 1,,64,72
289,3,6:04.0,,Turnover by C. Capela (lost ball; steal by D. Howard),64,72
290,3,6:04.0,,Loose ball foul by R. Anderson (drawn by P. Millsap),64,72
291,3,6:04.0,,N. Hilário enters the game for C. Capela,64,72
292,3,5:55.0,D. Schröder misses 2-pt jump shot from 18 ft,,64,72
293,3,5:53.0,,Defensive rebound by N. Hilário,64,72
294,3,5:41.0,,E. Gordon misses 3-pt jump shot from 23 ft,64,72
295,3,5:40.0,Defensive rebound by D. Schröder,,64,72
296,3,5:32.0,Turnover by D. Howard (traveling),,64,72
297,3,5:19.0,,E. Gordon misses 3-pt jump shot from 26 ft,64,72
298,3,5:18.0,Defensive rebound by T. Hardaway,,64,72
299,3,5:08.0,K. Bazemore misses 3-pt jump shot from 25 ft,,64,72
300,3,5:06.0,,Defensive rebound by T. Ariza,64,72
301,3,4:55.0,,T. Ariza misses 3-pt jump shot from 23 ft,64,72
302,3,4:54.0,,Offensive rebound by J. Harden,64,72
303,3,4:45.0,,J. Harden makes 2-pt jump shot from 15 ft,64,74
304,3,4:33.0,D. Schröder misses 2-pt jump shot from 7 ft,,64,74
305,3,4:33.0,,Defensive rebound by E. Gordon,64,74
306,3,4:33.0,Loose ball foul by D. Schröder (drawn by E. Gordon),,64,74
307,3,4:33.0,,E. Gordon makes free throw 1 of 2,64,75
308,3,4:33.0,M. Delaney enters the game for T. Hardaway,,64,75
309,3,4:33.0,D. Bembry enters the game for K. Bazemore,,64,75
310,3,4:33.0,M. Dunleavy enters the game for D. Schröder,,64,75
311,3,4:33.0,,S. Dekker enters the game for R. Anderson,64,75
312,3,4:33.0,,E. Gordon makes free throw 2 of 2,64,76
313,3,4:17.0,D. Howard misses 2-pt hook shot from 9 ft,,64,76
314,3,4:16.0,,Defensive rebound by T. Ariza,64,76
315,3,4:08.0,,J. Harden misses 3-pt jump shot from 25 ft,64,76
316,3,4:07.0,Defensive rebound by D. Howard,,64,76
317,3,4:00.0,Turnover by M. Delaney (bad pass; steal by J. Harden),,64,76
318,3,4:00.0,,Personal foul by P. Millsap (drawn by J. Harden),64,76
319,3,4:00.0,,J. Harden makes free throw 1 of 2,64,77
320,3,4:00.0,,J. Harden misses free throw 2 of 2,64,77
321,3,4:00.0,M. Muscala enters the game for D. Howard,,64,77
322,3,3:59.0,,Offensive rebound by Team,64,77
323,3,3:49.0,,S. Dekker misses 3-pt jump shot from 25 ft,64,77
324,3,3:47.0,,Offensive rebound by J. Harden,64,77
325,3,3:44.0,,T. Ariza makes 3-pt jump shot from 25 ft,64,80
326,3,3:28.0,P. Millsap makes 2-pt jump shot from 10 ft,,66,80
327,3,3:16.0,,Turnover by J. Harden (bad pass; steal by P. Millsap),66,80
328,3,3:13.0,Shooting foul by S. Dekker (drawn by P. Millsap),,66,80
329,3,3:13.0,P. Millsap makes free throw 1 of 2,,67,80
330,3,3:13.0,P. Millsap makes free throw 2 of 2,,68,80
331,3,3:00.0,,E. Gordon misses 2-pt layup from 3 ft,68,80
332,3,2:59.0,Defensive rebound by D. Bembry,,68,80
333,3,2:53.0,D. Bembry makes 2-pt layup from 2 ft,,70,80
334,3,2:41.0,,N. Hilário misses 2-pt jump shot from 6 ft (block by M. Muscala),70,80
335,3,2:39.0,Defensive rebound by M. Delaney,,70,80
336,3,2:31.0,M. Delaney misses 2-pt layup from 2 ft,,70,80
337,3,2:30.0,,Defensive rebound by N. Hilário,70,80
338,3,2:25.0,,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),70,82
339,3,2:25.0,,Shooting foul by M. Muscala (drawn by E. Gordon),70,82
340,3,2:25.0,,Houston full timeout,70,82
341,3,2:25.0,,C. Capela enters the game for N. Hilário,70,82
342,3,2:25.0,,E. Gordon makes free throw 1 of 1,70,83
343,3,2:08.0,Turnover by P. Millsap (lost ball; steal by J. Harden),,70,83
344,3,2:01.0,,E. Gordon misses 3-pt jump shot from 28 ft,70,83
345,3,2:00.0,Defensive rebound by M. Muscala,,70,83
346,3,2:00.0,Personal foul by S. Dekker (drawn by M. Dunleavy),,70,83
347,3,2:00.0,M. Dunleavy makes free throw 1 of 2,,71,83
348,3,2:00.0,M. Dunleavy misses free throw 2 of 2,,71,83
349,3,1:58.0,,Defensive rebound by T. Ariza,71,83
350,3,1:42.0,,S. Dekker misses 2-pt layup from 2 ft,71,83
351,3,1:40.0,Defensive rebound by P. Millsap,,71,83
352,3,1:23.0,D. Bembry makes 2-pt jump shot from 20 ft (assist by M. Dunleavy),,73,83
353,3,1:03.0,,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),73,85
354,3,0:44.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,73,85
355,3,0:43.0,,Defensive rebound by C. Capela,73,85
356,3,0:35.0,,Personal foul by D. Bembry,73,85
357,3,0:35.0,,J. Harden misses free throw 1 of 2,73,85
358,3,0:35.0,,Offensive rebound by Team,73,85
359,3,0:35.0,,J. Harden makes free throw 2 of 2,73,86
360,3,0:28.0,P. Millsap misses 3-pt jump shot from 25 ft,,73,86
361,3,0:27.0,,Defensive rebound by T. Ariza,73,86
362,3,0:01.0,,Turnover by J. Harden (bad pass; steal by M. Delaney),73,86
363,3,0:00.0,M. Delaney misses 3-pt jump shot from 78 ft,,73,86
364,3,0:00.0,Offensive rebound by Team,,73,86
365,4,11:42.0,Turnover by D. Howard (bad pass; steal by N. Hilário),,73,86
366,4,11:33.0,,P. Beverley misses 2-pt jump shot from 9 ft,73,86
367,4,11:31.0,Defensive rebound by M. Delaney,,73,86
368,4,11:26.0,Personal foul by E. Gordon,,73,86
369,4,11:23.0,Offensive foul by D. Bembry (drawn by C. Brewer),,73,86
370,4,11:23.0,Turnover by D. Bembry (offensive foul),,73,86
371,4,11:03.0,,E. Gordon misses 2-pt jump shot from 20 ft,73,86
372,4,11:00.0,Defensive rebound by D. Howard,,73,86
373,4,10:46.0,M. Delaney misses 2-pt jump shot from 19 ft,,73,86
374,4,10:45.0,,Defensive rebound by C. Brewer,73,86
375,4,10:37.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by C. Brewer),73,89
376,4,10:11.0,M. Delaney misses 2-pt jump shot from 19 ft,,73,89
377,4,10:09.0,Offensive rebound by M. Muscala,,73,89
378,4,10:07.0,M. Muscala makes 2-pt layup from 2 ft,,75,89
379,4,10:01.0,,E. Gordon makes 2-pt layup at rim,75,91
380,4,9:46.0,Turnover by D. Howard (bad pass; steal by P. Beverley),,75,91
381,4,9:45.0,Violation by M. Delaney (kicked ball),,75,91
382,4,9:45.0,T. Hardaway enters the game for D. Bembry,,75,91
383,4,9:33.0,Violation by M. Muscala (kicked ball),,75,91
384,4,9:31.0,,C. Brewer makes 2-pt dunk at rim (assist by N. Hilário),75,93
385,4,9:31.0,,Shooting foul by M. Dunleavy (drawn by C. Brewer),75,93
386,4,9:31.0,Atlanta full timeout,,75,93
387,4,9:31.0,K. Bazemore enters the game for M. Dunleavy,,75,93
388,4,9:31.0,D. Bembry enters the game for M. Muscala,,75,93
389,4,9:31.0,,C. Brewer makes free throw 1 of 1,75,94
