,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
0,1,11:36.0,A. Rivers makes 2-pt jump shot from 11 ft,,2,0
1,1,11:11.0,,D. DeRozan misses 2-pt jump shot from 12 ft,2,0
2,1,11:10.0,Defensive rebound by A. Rivers,,2,0
3,1,10:55.0,R. Felton makes 3-pt jump shot from 24 ft (assist by B. Griffin),,5,0
4,1,10:37.0,,K. Lowry misses 2-pt layup from 2 ft,5,0
5,1,10:36.0,Defensive rebound by D. Jordan,,5,0
6,1,10:31.0,Personal foul by D. Carroll (drawn by B. Griffin),,5,0
7,1,10:23.0,J. Redick misses 2-pt jump shot from 18 ft,,5,0
8,1,10:23.0,,Defensive rebound by K. Lowry,5,0
9,1,10:17.0,,Shooting foul by D. Jordan (drawn by K. Lowry),5,0
10,1,10:17.0,,K. Lowry makes free throw 1 of 2,5,1
11,1,10:17.0,,K. Lowry makes free throw 2 of 2,5,2
12,1,10:04.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by B. Griffin),,8,2
13,1,9:57.0,,Turnover by K. Lowry (lost ball; steal by R. Felton),8,2
14,1,9:52.0,J. Redick makes 2-pt layup from 1 ft (assist by R. Felton),,10,2
15,1,9:39.0,,J. Valančiūnas makes 2-pt jump shot from 17 ft (assist by K. Lowry),10,4
16,1,9:28.0,R. Felton misses 2-pt layup from 2 ft,,10,4
17,1,9:28.0,,Defensive rebound by P. Siakam,10,4
18,1,9:15.0,,P. Siakam makes 2-pt jump shot from 16 ft (assist by D. Carroll),10,6
19,1,8:55.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by B. Griffin),,13,6
20,1,8:39.0,,D. DeRozan misses 2-pt jump shot from 8 ft,13,6
21,1,8:39.0,Defensive rebound by D. Jordan,,13,6
22,1,8:26.0,B. Griffin makes 2-pt jump shot from 18 ft,,15,6
23,1,8:13.0,,Toronto full timeout,15,6
24,1,8:07.0,,Shooting foul by D. Jordan (drawn by D. DeRozan),15,6
25,1,8:07.0,,D. DeRozan misses free throw 1 of 2,15,6
26,1,8:07.0,,Offensive rebound by Team,15,6
27,1,8:07.0,,D. DeRozan misses free throw 2 of 2,15,6
28,1,8:07.0,M. Speights enters the game for D. Jordan,,15,6
29,1,8:06.0,Defensive rebound by B. Griffin,,15,6
30,1,7:51.0,J. Redick makes 2-pt jump shot from 22 ft (assist by R. Felton),,17,6
31,1,7:28.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,17,6
32,1,7:28.0,Defensive rebound by B. Griffin,,17,6
33,1,7:11.0,A. Rivers misses 3-pt jump shot from 26 ft,,17,6
34,1,7:11.0,,Defensive rebound by D. Carroll,17,6
35,1,6:59.0,,D. DeRozan misses 2-pt jump shot from 9 ft,17,6
36,1,6:59.0,,Offensive rebound by J. Valančiūnas,17,6
37,1,6:58.0,,J. Valančiūnas makes 2-pt layup from 2 ft,17,8
38,1,6:41.0,Turnover by J. Redick (bad pass; steal by P. Siakam),,17,8
39,1,6:38.0,,Personal foul by J. Redick (drawn by D. Carroll),17,8
40,1,6:38.0,LA Clippers full timeout,,17,8
41,1,6:38.0,,T. Ross enters the game for D. Carroll,17,8
42,1,6:38.0,,L. Nogueira enters the game for J. Valančiūnas,17,8
43,1,6:27.0,,K. Lowry makes 3-pt jump shot from 25 ft,17,11
44,1,6:07.0,J. Redick misses 3-pt jump shot from 25 ft,,17,11
45,1,6:07.0,,Defensive rebound by P. Siakam,17,11
46,1,5:58.0,,P. Siakam misses 2-pt jump shot from 19 ft,17,11
47,1,5:57.0,,Offensive rebound by L. Nogueira,17,11
48,1,5:50.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by T. Ross),17,14
49,1,5:29.0,B. Griffin misses 2-pt hook shot from 5 ft,,17,14
50,1,5:28.0,Offensive rebound by B. Griffin,,17,14
51,1,5:28.0,B. Griffin makes 2-pt layup from 2 ft,,19,14
52,1,5:23.0,,Shooting foul by M. Speights (drawn by K. Lowry),19,14
53,1,5:23.0,,K. Lowry makes free throw 1 of 2,19,15
54,1,5:23.0,,K. Lowry makes free throw 2 of 2,19,16
55,1,5:07.0,M. Speights makes 3-pt jump shot from 27 ft (assist by B. Griffin),,22,16
56,1,4:57.0,,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),22,18
57,1,4:46.0,B. Griffin misses 2-pt hook shot from 4 ft,,22,18
58,1,4:46.0,,Defensive rebound by P. Siakam,22,18
59,1,4:42.0,,Personal foul by R. Felton (drawn by D. DeRozan),22,18
60,1,4:42.0,,D. DeRozan makes free throw 1 of 2,22,19
61,1,4:42.0,,D. DeRozan makes free throw 2 of 2,22,20
62,1,4:29.0,Turnover by A. Rivers (bad pass; steal by L. Nogueira),,22,20
63,1,4:25.0,,L. Nogueira makes 2-pt dunk at rim,22,22
64,1,4:07.0,B. Griffin misses 2-pt hook shot from 4 ft,,22,22
65,1,4:06.0,Offensive rebound by M. Speights,,22,22
66,1,4:05.0,M. Speights misses 2-pt layup from 2 ft,,22,22
67,1,4:05.0,,Defensive rebound by L. Nogueira,22,22
68,1,3:58.0,,D. DeRozan makes 2-pt layup from 3 ft (assist by K. Lowry),22,24
69,1,3:41.0,Shooting foul by P. Siakam (drawn by A. Rivers),,22,24
70,1,3:41.0,A. Rivers misses free throw 1 of 2,,22,24
71,1,3:41.0,Offensive rebound by Team,,22,24
72,1,3:41.0,A. Rivers misses free throw 2 of 2,,22,24
73,1,3:41.0,J. Crawford enters the game for J. Redick,,22,24
74,1,3:41.0,L. Mbah a Moute enters the game for R. Felton,,22,24
75,1,3:41.0,,C. Joseph enters the game for K. Lowry,22,24
76,1,3:40.0,Offensive rebound by B. Griffin,,22,24
77,1,3:40.0,Personal foul by P. Siakam (drawn by A. Rivers),,22,24
78,1,3:38.0,Personal foul by P. Siakam (drawn by B. Griffin),,22,24
79,1,3:38.0,,J. Poeltl enters the game for P. Siakam,22,24
80,1,3:32.0,L. Mbah a Moute makes 2-pt jump shot from 16 ft,,24,24
81,1,3:16.0,,Turnover by L. Nogueira (bad pass; steal by J. Crawford),24,24
82,1,3:00.0,Personal foul by J. Poeltl (drawn by B. Griffin),,24,24
83,1,3:00.0,B. Griffin makes free throw 1 of 2,,25,24
84,1,3:00.0,,Violation by T. Ross (lane),25,24
85,1,3:00.0,B. Griffin makes free throw 2 of 2,,26,24
86,1,2:50.0,,D. DeRozan makes 2-pt jump shot from 11 ft,26,26
87,1,2:50.0,,Shooting foul by A. Rivers (drawn by D. DeRozan),26,26
88,1,2:50.0,,D. DeRozan makes free throw 1 of 1,26,27
89,1,2:27.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by J. Crawford),,29,27
90,1,2:13.0,,Shooting foul by L. Mbah a Moute (drawn by D. DeRozan),29,27
91,1,2:13.0,,D. DeRozan makes free throw 1 of 2,29,28
92,1,2:13.0,R. Felton enters the game for A. Rivers,,29,28
93,1,2:13.0,,D. DeRozan makes free throw 2 of 2,29,29
94,1,1:57.0,L. Mbah a Moute misses 2-pt jump shot from 3 ft,,29,29
95,1,1:56.0,Offensive rebound by Team,,29,29
96,1,1:53.0,M. Speights misses 3-pt jump shot from 26 ft,,29,29
97,1,1:53.0,,Defensive rebound by D. DeRozan,29,29
98,1,1:37.0,,Turnover by T. Ross (lost ball; steal by M. Speights),29,29
99,1,1:32.0,J. Crawford misses 2-pt jump shot from 17 ft,,29,29
100,1,1:31.0,Offensive rebound by B. Griffin,,29,29
101,1,1:20.0,Turnover by J. Crawford (bad pass; steal by L. Nogueira),,29,29
102,1,1:14.0,,T. Ross misses 3-pt jump shot from 27 ft,29,29
103,1,1:13.0,Defensive rebound by L. Mbah a Moute,,29,29
104,1,1:03.0,B. Griffin makes 2-pt layup from 2 ft,,31,29
105,1,0:49.0,,Shooting block foul by M. Speights (drawn by L. Nogueira),31,29
106,1,0:49.0,,L. Nogueira makes free throw 1 of 2,31,30
107,1,0:49.0,B. Bass enters the game for B. Griffin,,31,30
108,1,0:49.0,,L. Nogueira makes free throw 2 of 2,31,31
109,1,0:36.0,J. Crawford misses 2-pt jump shot from 21 ft,,31,31
110,1,0:35.0,,Defensive rebound by L. Nogueira,31,31
111,1,0:24.0,,D. DeRozan makes 2-pt jump shot from 11 ft,31,33
112,1,0:06.0,Turnover by R. Felton (lost ball; steal by D. DeRozan),,31,33
113,1,0:02.0,,J. Poeltl misses 2-pt layup from 1 ft,31,33
114,1,0:02.0,,Offensive rebound by D. DeRozan,31,33
115,1,0:02.0,,D. DeRozan makes 2-pt dunk at rim,31,35
116,1,0:00.0,J. Crawford misses 3-pt jump shot from 64 ft,,31,35
117,1,0:00.0,Offensive rebound by Team,,31,35
118,2,11:43.0,,Def 3 sec tech foul by B. Bass,31,35
119,2,11:43.0,,K. Lowry makes technical free throw,31,36
120,2,11:35.0,,Turnover by J. Poeltl (illegal screen),31,36
121,2,11:25.0,M. Speights makes 3-pt jump shot from 27 ft (assist by R. Felton),,34,36
122,2,11:15.0,,C. Joseph makes 2-pt jump shot from 11 ft,34,38
123,2,11:02.0,M. Speights misses 3-pt jump shot from 27 ft,,34,38
124,2,11:01.0,,Defensive rebound by C. Joseph,34,38
125,2,10:50.0,,T. Ross misses 3-pt jump shot from 24 ft,34,38
126,2,10:50.0,Defensive rebound by R. Felton,,34,38
127,2,10:43.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,34,38
128,2,10:42.0,,Defensive rebound by L. Nogueira,34,38
129,2,10:31.0,,Turnover by T. Ross (bad pass; steal by M. Speights),34,38
130,2,10:26.0,Turnover by R. Felton (traveling),,34,38
131,2,10:17.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),34,41
132,2,9:54.0,J. Crawford makes 3-pt jump shot from 29 ft (assist by R. Felton),,37,41
133,2,9:37.0,,L. Nogueira misses 2-pt dunk at rim,37,41
134,2,9:36.0,Defensive rebound by R. Felton,,37,41
135,2,9:31.0,J. Crawford makes 3-pt jump shot from 25 ft,,40,41
136,2,9:22.0,,Toronto full timeout,40,41
137,2,9:22.0,D. Jordan enters the game for M. Speights,,40,41
138,2,9:22.0,W. Johnson enters the game for B. Bass,,40,41
139,2,9:22.0,,J. Valančiūnas enters the game for L. Nogueira,40,41
140,2,9:22.0,,J. Sullinger enters the game for J. Poeltl,40,41
141,2,9:07.0,,K. Lowry misses 3-pt jump shot from 26 ft,40,41
142,2,9:07.0,,Offensive rebound by C. Joseph,40,41
143,2,9:02.0,,C. Joseph misses 3-pt jump shot from 25 ft,40,41
144,2,9:02.0,Defensive rebound by D. Jordan,,40,41
145,2,8:55.0,Turnover by J. Crawford (lost ball; steal by T. Ross),,40,41
146,2,8:51.0,,C. Joseph makes 2-pt layup from 3 ft (assist by T. Ross),40,43
147,2,8:34.0,Personal foul by T. Ross (drawn by J. Crawford),,40,43
148,2,8:34.0,,D. Carroll enters the game for J. Sullinger,40,43
149,2,8:24.0,Personal foul by C. Joseph (drawn by L. Mbah a Moute),,40,43
150,2,8:24.0,A. Rivers enters the game for L. Mbah a Moute,,40,43
151,2,8:19.0,D. Jordan misses 2-pt layup from 5 ft,,40,43
152,2,8:18.0,,Defensive rebound by J. Valančiūnas,40,43
153,2,8:09.0,,C. Joseph makes 2-pt jump shot from 5 ft,40,45
154,2,7:48.0,J. Crawford misses 3-pt jump shot from 28 ft,,40,45
155,2,7:48.0,,Defensive rebound by T. Ross,40,45
156,2,7:36.0,,Shooting foul by W. Johnson (drawn by K. Lowry),40,45
157,2,7:36.0,LA Clippers full timeout,,40,45
158,2,7:36.0,,K. Lowry makes free throw 1 of 2,40,46
159,2,7:36.0,B. Griffin enters the game for W. Johnson,,40,45
160,2,7:36.0,,D. DeRozan enters the game for T. Ross,40,45
161,2,7:36.0,,J. Sullinger enters the game for C. Joseph,40,45
162,2,7:36.0,,K. Lowry makes free throw 2 of 2,40,47
163,2,7:29.0,A. Rivers makes 2-pt layup from 2 ft (assist by B. Griffin),,42,47
