,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
380,4,2:50.0,,D. Gallinari misses 2-pt dunk at rim,105,119
381,4,2:50.0,Defensive rebound by N. Vučević,,105,119
382,4,2:44.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,107,119
383,4,2:44.0,Shooting foul by N. Jokić (drawn by N. Vučević),,107,119
384,4,2:44.0,N. Vučević makes free throw 1 of 1,,108,119
385,4,2:23.0,,D. Gallinari misses 3-pt jump shot from 25 ft,108,119
386,4,2:22.0,Defensive rebound by E. Payton,,108,119
387,4,2:17.0,J. Meeks misses 2-pt jump shot from 18 ft,,108,119
388,4,2:16.0,,Defensive rebound by K. Faried,108,119
389,4,2:03.0,,Shooting foul by N. Vučević (drawn by J. Nelson),108,119
390,4,2:03.0,,J. Nelson makes free throw 1 of 2,108,120
391,4,2:03.0,,J. Nelson makes free throw 2 of 2,108,121
392,4,1:46.0,Turnover by S. Ibaka (lost ball; steal by J. Nelson),,108,121
393,4,1:32.0,,N. Jokić misses 3-pt jump shot from 24 ft,108,121
394,4,1:31.0,,Offensive rebound by J. Nelson,108,121
395,4,1:28.0,,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),108,123
396,4,1:17.0,E. Payton makes 2-pt layup from 1 ft,,110,123
397,4,0:55.0,,E. Mudiay makes 2-pt jump shot from 7 ft,110,125
398,4,0:46.0,E. Payton misses 2-pt jump shot from 20 ft,,110,125
399,4,0:46.0,,Defensive rebound by D. Gallinari,110,125
400,4,0:26.0,,Loose ball foul by E. Mudiay,110,125
401,4,0:26.0,,Turnover by E. Mudiay (offensive foul),110,125
402,4,0:26.0,E. Payton makes free throw 1 of 2,,111,125
403,4,0:26.0,M. Hezonja enters the game for N. Vučević,,111,125
404,4,0:26.0,D. Rudež enters the game for S. Ibaka,,111,125
405,4,0:26.0,E. Payton makes free throw 2 of 2,,112,125
406,4,0:02.0,,Turnover by Team (shot clock),112,125
