,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,,C. Paul makes 2-pt jump shot from 18 ft,0,2
1,1,11:24.0,G. Hayward misses 2-pt jump shot from 13 ft (block by D. Jordan),,0,2
2,1,11:21.0,,Defensive rebound by L. Mbah a Moute,0,2
3,1,11:18.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),0,4
4,1,11:05.0,G. Hayward makes 3-pt jump shot from 28 ft (assist by J. Ingles),,3,4
5,1,10:39.0,,C. Paul makes 3-pt jump shot from 27 ft,3,7
6,1,10:30.0,Personal foul by L. Mbah a Moute (drawn by G. Hayward),,3,7
7,1,10:21.0,D. Favors misses 2-pt jump shot from 9 ft,,3,7
8,1,10:19.0,,Defensive rebound by D. Jordan,3,7
9,1,10:12.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),3,9
10,1,9:54.0,Turnover by G. Hayward (bad pass; steal by C. Paul),,3,9
11,1,9:53.0,,Personal take foul by G. Hill (drawn by C. Paul),3,9
12,1,9:39.0,,Shooting foul by G. Hayward (drawn by D. Jordan),3,9
13,1,9:39.0,,D. Jordan misses free throw 1 of 2,3,9
14,1,9:39.0,,Offensive rebound by Team,3,9
15,1,9:39.0,,D. Jordan misses free throw 2 of 2,3,9
16,1,9:38.0,,Offensive rebound by L. Mbah a Moute,3,9
17,1,9:16.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),3,11
18,1,9:13.0,Utah full timeout,,3,11
19,1,8:54.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,3,11
20,1,8:31.0,,B. Griffin misses 2-pt hook shot from 10 ft,3,11
21,1,8:29.0,Defensive rebound by D. Favors,,3,11
22,1,8:13.0,G. Hill makes 2-pt jump shot from 15 ft,,5,11
23,1,8:02.0,,Offensive foul by C. Paul (drawn by G. Hill),5,11
24,1,8:02.0,,Turnover by C. Paul (offensive foul),5,11
25,1,7:45.0,B. Diaw misses 2-pt layup from 3 ft,,5,11
26,1,7:43.0,,Defensive rebound by D. Jordan,5,11
27,1,7:28.0,,C. Paul misses 2-pt jump shot from 18 ft,5,11
28,1,7:26.0,Defensive rebound by D. Favors,,5,11
29,1,7:18.0,B. Diaw misses 3-pt jump shot from 27 ft,,5,11
30,1,7:17.0,,Defensive rebound by Team,5,11
31,1,7:17.0,J. Johnson enters the game for B. Diaw,,5,11
32,1,6:57.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,5,11
33,1,6:56.0,Defensive rebound by G. Hill,,5,11
34,1,6:40.0,J. Johnson misses 2-pt hook shot from 7 ft,,5,11
35,1,6:37.0,,Defensive rebound by D. Jordan,5,11
36,1,6:31.0,,C. Paul misses 2-pt jump shot from 12 ft,5,11
37,1,6:27.0,Defensive rebound by D. Favors,,5,11
38,1,6:25.0,Personal foul by J. Redick,,5,11
39,1,6:25.0,R. Hood enters the game for J. Ingles,,5,11
40,1,6:15.0,R. Hood makes 3-pt jump shot from 26 ft,,8,11
41,1,6:00.0,,Personal foul by J. Johnson (drawn by B. Griffin),8,11
42,1,5:55.0,,C. Paul makes 2-pt jump shot from 15 ft,8,13
43,1,5:39.0,Turnover by R. Hood (lost ball; steal by J. Redick),,8,13
44,1,5:29.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),8,15
45,1,5:10.0,D. Favors misses 2-pt layup from 2 ft (block by B. Griffin),,8,15
46,1,5:08.0,,Defensive rebound by L. Mbah a Moute,8,15
47,1,5:01.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),8,17
48,1,5:00.0,Utah full timeout,,8,17
49,1,5:00.0,,J. Crawford enters the game for J. Redick,8,17
50,1,5:00.0,J. Withey enters the game for D. Favors,,8,17
51,1,4:47.0,G. Hayward misses 2-pt jump shot from 8 ft,,8,17
52,1,4:45.0,,Defensive rebound by D. Jordan,8,17
53,1,4:37.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,8,17
54,1,4:37.0,,Offensive rebound by Team,8,17
55,1,4:37.0,Loose ball foul by J. Withey (drawn by D. Jordan),,8,17
56,1,4:35.0,,Personal foul by R. Hood (drawn by J. Crawford),8,17
57,1,4:35.0,,J. Crawford makes free throw 1 of 2,8,18
58,1,4:35.0,,J. Crawford makes free throw 2 of 2,8,19
59,1,4:19.0,G. Hill misses 3-pt jump shot from 26 ft,,8,19
60,1,4:18.0,,Defensive rebound by B. Griffin,8,19
61,1,4:11.0,,Turnover by C. Paul (offensive foul),8,19
62,1,4:11.0,,Offensive foul by C. Paul (drawn by R. Hood),8,19
63,1,4:11.0,,P. Pierce enters the game for B. Griffin,8,19
64,1,4:11.0,,R. Felton enters the game for C. Paul,8,19
65,1,3:59.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by G. Hill),,11,19
66,1,3:47.0,,P. Pierce makes 2-pt jump shot from 8 ft (assist by J. Crawford),11,21
67,1,3:29.0,Shooting foul by D. Jordan (drawn by G. Hayward),,11,21
68,1,3:29.0,,Technical foul by B. Griffin,11,21
69,1,3:29.0,G. Hayward makes technical free throw,,12,21
70,1,3:29.0,G. Hayward makes free throw 1 of 2,,13,21
71,1,3:29.0,G. Hayward makes free throw 2 of 2,,14,21
72,1,3:29.0,,LA Clippers full timeout,14,21
73,1,3:29.0,S. Mack enters the game for G. Hill,,14,21
74,1,3:14.0,,R. Felton makes 2-pt jump shot from 20 ft (assist by P. Pierce),14,23
75,1,2:55.0,G. Hayward misses 2-pt jump shot from 20 ft,,14,23
76,1,2:54.0,,Defensive rebound by R. Felton,14,23
77,1,2:46.0,,P. Pierce makes 2-pt layup from 2 ft (assist by R. Felton),14,25
78,1,2:22.0,Shooting foul by P. Pierce (drawn by J. Johnson),,14,25
79,1,2:22.0,J. Johnson misses free throw 1 of 2,,14,25
80,1,2:22.0,Offensive rebound by Team,,14,25
81,1,2:22.0,J. Johnson makes free throw 2 of 2,,15,25
82,1,2:06.0,,D. Jordan makes 2-pt layup from 3 ft (assist by P. Pierce),15,27
83,1,2:06.0,,Shooting foul by J. Withey (drawn by D. Jordan),15,27
84,1,2:06.0,,D. Jordan misses free throw 1 of 1,15,27
85,1,2:05.0,Defensive rebound by G. Hayward,,15,27
86,1,1:48.0,R. Hood misses 2-pt jump shot from 13 ft,,15,27
87,1,1:46.0,Offensive rebound by J. Withey,,15,27
88,1,1:43.0,Turnover by R. Hood (traveling),,15,27
89,1,1:43.0,J. Ingles enters the game for G. Hayward,,15,27
90,1,1:34.0,,Turnover by P. Pierce (bad pass),15,27
91,1,1:34.0,,J. Redick enters the game for L. Mbah a Moute,15,27
92,1,1:19.0,Turnover by J. Johnson (lost ball; steal by R. Felton),,15,27
93,1,1:13.0,,Turnover by R. Felton (bad pass; steal by J. Withey),15,27
94,1,1:07.0,S. Mack makes 3-pt jump shot from 27 ft (assist by J. Johnson),,18,27
95,1,0:48.0,,J. Crawford misses 2-pt jump shot from 13 ft,18,27
96,1,0:46.0,Defensive rebound by R. Hood,,18,27
97,1,0:38.0,R. Hood misses 3-pt jump shot from 26 ft,,18,27
98,1,0:34.0,,Defensive rebound by D. Jordan,18,27
99,1,0:29.0,,D. Jordan makes 2-pt dunk at rim (assist by R. Felton),18,29
100,1,0:05.0,J. Johnson misses 2-pt jump shot from 15 ft,,18,29
101,1,0:03.0,,Defensive rebound by J. Crawford,18,29
102,1,0:01.0,,J. Crawford misses 3-pt jump shot from 49 ft,18,29
103,1,0:00.0,,Offensive rebound by Team,18,29
104,2,11:44.0,R. Hood misses 2-pt jump shot from 14 ft,,18,29
105,2,11:42.0,,Defensive rebound by J. Redick,18,29
106,2,11:36.0,,B. Griffin makes 2-pt layup from 2 ft (assist by R. Felton),18,31
107,2,11:09.0,J. Johnson makes 2-pt jump shot from 6 ft,,20,31
108,2,10:56.0,,B. Griffin misses 2-pt hook shot from 4 ft,20,31
109,2,10:55.0,Defensive rebound by G. Hill,,20,31
110,2,10:48.0,G. Hill misses 3-pt jump shot from 26 ft,,20,31
111,2,10:47.0,,Defensive rebound by M. Speights,20,31
112,2,10:33.0,,B. Griffin misses 3-pt jump shot from 27 ft,20,31
113,2,10:32.0,Defensive rebound by G. Hill,,20,31
114,2,10:21.0,R. Hood makes 2-pt hook shot from 5 ft,,22,31
115,2,10:01.0,,M. Speights makes 2-pt jump shot from 1 ft (assist by R. Felton),22,33
116,2,9:37.0,J. Ingles makes 3-pt jump shot from 27 ft,,25,33
117,2,9:19.0,,J. Crawford misses 2-pt jump shot from 17 ft,25,33
118,2,9:17.0,Defensive rebound by R. Hood,,25,33
119,2,9:04.0,J. Johnson makes 2-pt jump shot from 7 ft,,27,33
120,2,8:58.0,,LA Clippers full timeout,27,33
121,2,8:58.0,,C. Paul enters the game for J. Crawford,27,33
122,2,8:49.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),27,35
123,2,8:32.0,J. Johnson misses 2-pt jump shot from 15 ft,,27,35
124,2,8:30.0,,Defensive rebound by B. Griffin,27,35
125,2,8:21.0,,R. Felton misses 3-pt jump shot from 24 ft,27,35
126,2,8:20.0,Defensive rebound by D. Favors,,27,35
