,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
0,1,11:42.0,,K. Love misses 2-pt jump shot from 12 ft,0,0
1,1,11:39.0,Defensive rebound by D. Green,,0,0
2,1,11:28.0,L. Aldridge misses 2-pt jump shot from 17 ft,,0,0
3,1,11:28.0,,Defensive rebound by K. Love,0,0
4,1,11:17.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by K. Irving),0,3
5,1,11:07.0,D. Murray misses 2-pt layup from 1 ft,,0,3
6,1,11:06.0,Offensive rebound by D. Lee,,0,3
7,1,11:06.0,D. Lee makes 2-pt dunk at rim,,2,3
8,1,10:44.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),2,6
9,1,10:22.0,L. Aldridge misses 2-pt jump shot from 15 ft,,2,6
10,1,10:20.0,,Defensive rebound by T. Thompson,2,6
11,1,10:03.0,,L. James misses 2-pt layup from 1 ft,2,6
12,1,10:02.0,,Offensive rebound by T. Thompson,2,6
13,1,10:02.0,,T. Thompson makes 2-pt layup from 1 ft,2,8
14,1,9:47.0,K. Leonard misses 2-pt jump shot from 19 ft,,2,8
15,1,9:47.0,,Defensive rebound by I. Shumpert,2,8
16,1,9:42.0,,I. Shumpert misses 2-pt layup from 1 ft,2,8
17,1,9:40.0,Defensive rebound by D. Lee,,2,8
18,1,9:29.0,D. Green misses 3-pt jump shot from 29 ft,,2,8
19,1,9:29.0,Offensive rebound by Team,,2,8
20,1,9:29.0,,Loose ball foul by L. James (drawn by L. Aldridge),2,8
21,1,9:12.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,4,8
22,1,8:55.0,,K. Irving makes 2-pt jump shot from 14 ft,4,10
23,1,8:40.0,L. Aldridge misses 2-pt layup from 1 ft,,4,10
24,1,8:39.0,,Defensive rebound by L. James,4,10
25,1,8:33.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),4,12
26,1,8:33.0,San Antonio full timeout,,4,12
27,1,8:22.0,K. Leonard misses 3-pt jump shot from 25 ft,,4,12
28,1,8:22.0,,Defensive rebound by K. Love,4,12
29,1,8:03.0,,I. Shumpert misses 2-pt jump shot from 17 ft,4,12
30,1,8:03.0,Defensive rebound by K. Leonard,,4,12
31,1,7:56.0,K. Leonard makes 2-pt jump shot from 6 ft,,6,12
32,1,7:40.0,,K. Irving misses 2-pt layup from 1 ft,6,12
33,1,7:38.0,,Offensive rebound by T. Thompson,6,12
34,1,7:38.0,,T. Thompson makes 2-pt dunk at rim,6,14
35,1,7:13.0,D. Lee makes 2-pt dunk at rim (assist by K. Leonard),,8,14
36,1,6:55.0,,K. Love misses 3-pt jump shot from 25 ft,8,14
37,1,6:54.0,Defensive rebound by D. Lee,,8,14
38,1,6:50.0,K. Leonard makes 2-pt dunk at rim (assist by D. Lee),,10,14
39,1,6:32.0,,T. Thompson misses 2-pt jump shot from 5 ft,10,14
40,1,6:31.0,Defensive rebound by L. Aldridge,,10,14
41,1,6:26.0,D. Murray makes 2-pt jump shot from 8 ft,,12,14
42,1,6:26.0,,Cleveland full timeout,12,14
43,1,6:05.0,,L. James misses 2-pt jump shot from 14 ft,12,14
44,1,6:04.0,Defensive rebound by D. Lee,,12,14
45,1,5:53.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Murray),,14,14
46,1,5:37.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),14,17
47,1,5:26.0,K. Leonard misses 3-pt jump shot from 25 ft,,14,17
48,1,5:26.0,,Defensive rebound by T. Thompson,14,17
49,1,5:16.0,,Shooting foul by D. Green (drawn by K. Love),14,17
50,1,5:16.0,,K. Love misses free throw 1 of 3,14,17
51,1,5:16.0,,Offensive rebound by Team,14,17
52,1,5:16.0,,K. Love makes free throw 2 of 3,14,18
53,1,5:16.0,D. Dedmon enters the game for D. Green,,14,18
54,1,5:16.0,M. Ginóbili enters the game for D. Lee,,14,18
55,1,5:16.0,,K. Love makes free throw 3 of 3,14,19
56,1,4:57.0,K. Leonard misses 2-pt jump shot from 13 ft,,14,19
57,1,4:57.0,,Defensive rebound by L. James,14,19
58,1,4:48.0,,L. James makes 2-pt layup from 1 ft,14,21
59,1,4:48.0,,Shooting foul by M. Ginóbili (drawn by L. James),14,21
60,1,4:48.0,,C. Frye enters the game for K. Love,14,21
61,1,4:48.0,P. Mills enters the game for D. Murray,,14,21
62,1,4:48.0,,L. James makes free throw 1 of 1,14,22
63,1,4:30.0,Turnover by L. Aldridge (bad pass),,14,22
64,1,4:13.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),14,24
65,1,3:59.0,D. Dedmon makes 2-pt dunk at rim (assist by L. Aldridge),,16,24
66,1,3:41.0,,K. Irving misses 3-pt jump shot from 26 ft,16,24
67,1,3:40.0,Defensive rebound by L. Aldridge,,16,24
68,1,3:34.0,Shooting foul by K. Irving (drawn by K. Leonard),,16,24
69,1,3:34.0,K. Leonard makes free throw 1 of 2,,17,24
70,1,3:34.0,K. Leonard makes free throw 2 of 2,,18,24
71,1,3:21.0,,K. Irving misses 2-pt jump shot from 8 ft,18,24
72,1,3:18.0,Defensive rebound by D. Dedmon,,18,24
73,1,3:13.0,Turnover by M. Ginóbili (lost ball; steal by K. Irving),,18,24
74,1,3:07.0,,L. James makes 2-pt layup at rim (assist by I. Shumpert),18,26
75,1,2:53.0,L. Aldridge misses 2-pt layup at rim,,18,26
76,1,2:51.0,,Defensive rebound by T. Thompson,18,26
77,1,2:45.0,,K. Irving misses 3-pt jump shot from 27 ft,18,26
78,1,2:44.0,Defensive rebound by D. Dedmon,,18,26
79,1,2:41.0,Shooting foul by K. Irving (drawn by K. Leonard),,18,26
80,1,2:41.0,K. Leonard makes free throw 1 of 2,,19,26
81,1,2:41.0,,K. Love enters the game for T. Thompson,19,26
82,1,2:41.0,,D. Liggins enters the game for K. Irving,19,26
83,1,2:41.0,D. Lee enters the game for L. Aldridge,,19,26
84,1,2:41.0,K. Leonard makes free throw 2 of 2,,20,26
85,1,2:29.0,,D. Liggins makes 2-pt layup from 1 ft (assist by L. James),20,28
86,1,2:07.0,Turnover by K. Leonard (lost ball),,20,28
87,1,2:07.0,,R. Jefferson enters the game for L. James,20,28
88,1,1:54.0,,K. Love misses 2-pt jump shot from 7 ft (block by D. Lee),20,28
89,1,1:52.0,Defensive rebound by K. Leonard,,20,28
90,1,1:49.0,K. Leonard misses 2-pt jump shot from 8 ft,,20,28
91,1,1:47.0,Offensive rebound by D. Lee,,20,28
92,1,1:45.0,D. Lee makes 2-pt layup at rim,,22,28
93,1,1:24.0,,C. Frye makes 2-pt layup at rim (assist by D. Liggins),22,30
94,1,1:24.0,,Shooting foul by D. Lee (drawn by C. Frye),22,30
95,1,1:24.0,J. Simmons enters the game for K. Leonard,,22,30
96,1,1:24.0,,K. Korver enters the game for I. Shumpert,22,30
97,1,1:24.0,,C. Frye makes free throw 1 of 1,22,31
98,1,1:01.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,22,31
99,1,1:01.0,,Defensive rebound by K. Love,22,31
100,1,0:51.0,,C. Frye makes 2-pt dunk at rim (assist by K. Love),22,33
101,1,0:42.0,D. Lee misses 2-pt jump shot from 17 ft,,22,33
102,1,0:41.0,,Defensive rebound by D. Liggins,22,33
103,1,0:22.0,,D. Liggins misses 2-pt jump shot from 23 ft,22,33
104,1,0:21.0,,Offensive rebound by K. Love,22,33
105,1,0:18.0,,K. Love misses 2-pt layup from 1 ft,22,33
106,1,0:18.0,Defensive rebound by D. Dedmon,,22,33
107,1,0:05.0,Personal foul by R. Jefferson (drawn by M. Ginóbili),,22,33
108,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,22,33
109,1,0:00.0,Offensive rebound by Team,,22,33
110,2,11:47.0,P. Mills makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),,24,33
111,2,11:31.0,,Turnover by L. James (traveling),24,33
112,2,11:14.0,D. Dedmon misses 2-pt jump shot from 6 ft,,24,33
113,2,11:13.0,,Defensive rebound by R. Jefferson,24,33
114,2,11:07.0,,C. Frye misses 3-pt jump shot from 25 ft,24,33
115,2,11:05.0,Defensive rebound by K. Anderson,,24,33
116,2,11:00.0,M. Ginóbili makes 3-pt jump shot from 27 ft (assist by P. Mills),,27,33
117,2,10:34.0,,C. Frye misses 2-pt layup at rim (block by K. Anderson),27,33
118,2,10:33.0,Defensive rebound by D. Dedmon,,27,33
119,2,10:26.0,K. Anderson makes 2-pt layup at rim (assist by P. Mills),,29,33
120,2,10:04.0,,L. James makes 2-pt layup from 1 ft,29,35
121,2,9:46.0,Shooting foul by D. Liggins (drawn by P. Mills),,29,35
122,2,9:46.0,P. Mills makes free throw 1 of 2,,30,35
123,2,9:46.0,D. Green enters the game for M. Ginóbili,,30,35
124,2,9:46.0,L. Aldridge enters the game for D. Dedmon,,30,35
125,2,9:46.0,P. Mills makes free throw 2 of 2,,31,35
126,2,9:28.0,,C. Frye misses 3-pt jump shot from 25 ft,31,35
127,2,9:27.0,Defensive rebound by K. Anderson,,31,35
128,2,9:21.0,P. Mills makes 3-pt jump shot from 28 ft (assist by J. Simmons),,34,35
129,2,9:05.0,,C. Frye misses 2-pt hook shot from 6 ft,34,35
130,2,9:04.0,Defensive rebound by L. Aldridge,,34,35
131,2,8:53.0,Official timeout,,34,35
132,2,8:53.0,K. Leonard enters the game for J. Simmons,,34,35
133,2,8:47.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,36,35
134,2,8:33.0,,Turnover by R. Jefferson (lost ball; steal by P. Mills),36,35
135,2,8:21.0,D. Green makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,39,35
136,2,8:10.0,Offensive charge foul by L. James (drawn by P. Mills),,39,35
137,2,8:10.0,,Turnover by L. James (offensive foul),39,35
138,2,8:10.0,,K. Irving enters the game for C. Frye,39,35
139,2,8:10.0,,T. Thompson enters the game for D. Liggins,39,35
140,2,8:10.0,D. Murray enters the game for P. Mills,,39,35
141,2,7:47.0,L. Aldridge misses 2-pt jump shot from 16 ft,,39,35
142,2,7:45.0,,Defensive rebound by K. Korver,39,35
143,2,7:41.0,,Personal foul by K. Anderson (drawn by L. James),39,35
144,2,7:38.0,,Shooting foul by K. Anderson (drawn by T. Thompson),39,35
145,2,7:38.0,,T. Thompson misses free throw 1 of 2,39,35
146,2,7:38.0,,Offensive rebound by Team,39,35
147,2,7:38.0,,T. Thompson misses free throw 2 of 2,39,35
148,2,7:37.0,Defensive rebound by L. Aldridge,,39,35
