,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
0,1,11:47.0,,Shooting foul by L. Babbitt (drawn by N. Young),0,0
1,1,11:47.0,,N. Young makes free throw 1 of 2,0,1
2,1,11:47.0,,N. Young makes free throw 2 of 2,0,2
3,1,11:31.0,R. McGruder misses 3-pt jump shot from 24 ft,,0,2
4,1,11:29.0,,Defensive rebound by T. Mozgov,0,2
5,1,11:19.0,,J. Randle makes 2-pt jump shot from 8 ft,0,4
6,1,11:00.0,L. Babbitt misses 2-pt jump shot from 15 ft,,0,4
7,1,10:57.0,,Defensive rebound by L. Deng,0,4
8,1,10:48.0,,L. Deng misses 2-pt jump shot from 20 ft,0,4
9,1,10:46.0,Defensive rebound by R. McGruder,,0,4
10,1,10:39.0,Turnover by R. McGruder (bad pass; steal by D. Russell),,0,4
11,1,10:36.0,,Shooting foul by G. Dragić (drawn by D. Russell),0,4
12,1,10:36.0,,D. Russell makes free throw 1 of 2,0,5
13,1,10:36.0,,D. Russell makes free throw 2 of 2,0,6
14,1,10:20.0,W. Reed misses 2-pt jump shot from 16 ft,,0,6
15,1,10:19.0,,Defensive rebound by L. Deng,0,6
16,1,10:11.0,,J. Randle makes 2-pt jump shot from 11 ft (assist by L. Deng),0,8
17,1,9:58.0,G. Dragić misses 2-pt jump shot from 10 ft,,0,8
18,1,9:55.0,,Defensive rebound by N. Young,0,8
19,1,9:49.0,,N. Young misses 3-pt jump shot from 24 ft,0,8
20,1,9:44.0,,Offensive rebound by D. Russell,0,8
21,1,9:37.0,,D. Russell misses 2-pt hook shot from 15 ft,0,8
22,1,9:35.0,Defensive rebound by G. Dragić,,0,8
23,1,9:31.0,L. Babbitt misses 3-pt jump shot from 23 ft,,0,8
24,1,9:30.0,,Defensive rebound by L. Deng,0,8
25,1,9:22.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Randle),0,10
26,1,9:14.0,Miami full timeout,,0,10
27,1,9:14.0,J. Johnson enters the game for R. McGruder,,0,10
28,1,9:14.0,T. Johnson enters the game for L. Babbitt,,0,10
29,1,8:59.0,G. Dragić misses 2-pt layup at rim,,0,10
30,1,8:55.0,Offensive rebound by W. Reed,,0,10
31,1,8:55.0,W. Reed makes 2-pt layup from 1 ft,,2,10
32,1,8:35.0,,Offensive foul by L. Deng (drawn by W. Reed),2,10
33,1,8:35.0,,Turnover by L. Deng (offensive foul),2,10
34,1,8:23.0,W. Reed makes 2-pt dunk at rim (assist by J. Johnson),,4,10
35,1,8:01.0,,J. Randle makes 2-pt jump shot from 6 ft,4,12
36,1,7:47.0,T. Johnson misses 3-pt jump shot from 25 ft,,4,12
37,1,7:46.0,,Defensive rebound by J. Randle,4,12
38,1,7:40.0,,D. Russell misses 2-pt jump shot from 18 ft,4,12
39,1,7:37.0,,Offensive rebound by L. Deng,4,12
40,1,7:34.0,,D. Russell makes 2-pt layup from 1 ft (assist by L. Deng),4,14
41,1,7:18.0,J. Johnson misses 3-pt jump shot from 26 ft,,4,14
42,1,7:17.0,,Defensive rebound by L. Deng,4,14
43,1,7:08.0,,D. Russell misses 2-pt hook shot from 6 ft,4,14
44,1,7:02.0,Defensive rebound by T. Johnson,,4,14
45,1,7:00.0,J. Johnson makes 2-pt layup at rim (assist by J. Richardson),,6,14
46,1,6:40.0,,D. Russell makes 2-pt layup from 2 ft,6,16
47,1,6:23.0,Turnover by J. Johnson (lost ball; steal by D. Russell),,6,16
48,1,6:19.0,,Personal foul by J. Richardson (drawn by J. Randle),6,16
49,1,6:19.0,,T. Robinson enters the game for J. Randle,6,16
50,1,6:14.0,,Turnover by T. Robinson (bad pass; steal by J. Johnson),6,16
51,1,6:01.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by T. Johnson),,9,16
52,1,5:44.0,,D. Russell makes 2-pt jump shot from 7 ft,9,18
53,1,5:33.0,G. Dragić makes 2-pt layup from 1 ft,,11,18
54,1,5:23.0,,D. Russell makes 2-pt jump shot from 7 ft,11,20
55,1,5:09.0,J. Richardson misses 3-pt jump shot from 25 ft,,11,20
56,1,5:08.0,,Defensive rebound by N. Young,11,20
57,1,4:59.0,,T. Mozgov misses 2-pt dunk at rim,11,20
58,1,4:56.0,Defensive rebound by J. Richardson,,11,20
59,1,4:40.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by W. Reed),,14,20
60,1,4:35.0,,LA Lakers full timeout,14,20
61,1,4:35.0,W. Ellington enters the game for J. Richardson,,14,20
62,1,4:35.0,D. Waiters enters the game for G. Dragić,,14,20
63,1,4:35.0,,T. Black enters the game for T. Mozgov,14,20
64,1,4:21.0,,L. Deng makes 2-pt layup from 1 ft (assist by N. Young),14,22
65,1,4:07.0,T. Johnson misses 2-pt jump shot from 9 ft,,14,22
66,1,4:07.0,Offensive rebound by T. Johnson,,14,22
67,1,4:07.0,Shooting foul by T. Robinson (drawn by T. Johnson),,14,22
68,1,4:07.0,T. Johnson makes free throw 1 of 2,,15,22
69,1,4:07.0,,B. Ingram enters the game for L. Deng,15,22
70,1,4:07.0,,J. Clarkson enters the game for N. Young,15,22
71,1,4:07.0,T. Johnson makes free throw 2 of 2,,16,22
72,1,3:46.0,,D. Russell misses 2-pt jump shot from 11 ft,16,22
73,1,3:43.0,Defensive rebound by W. Ellington,,16,22
74,1,3:31.0,T. Johnson misses 2-pt jump shot from 15 ft,,16,22
75,1,3:30.0,Offensive rebound by W. Reed,,16,22
76,1,3:25.0,W. Reed makes 2-pt dunk at rim,,18,22
77,1,3:15.0,,T. Black misses 2-pt hook shot from 7 ft,18,22
78,1,3:13.0,Defensive rebound by W. Ellington,,18,22
79,1,3:06.0,W. Reed makes 2-pt dunk at rim (assist by W. Ellington),,20,22
80,1,2:54.0,,B. Ingram makes 2-pt jump shot from 12 ft,20,24
81,1,2:45.0,Personal foul by J. Clarkson (drawn by D. Waiters),,20,24
82,1,2:45.0,U. Haslem enters the game for W. Reed,,20,24
83,1,2:45.0,,L. Williams enters the game for D. Russell,20,24
84,1,2:36.0,D. Waiters misses 2-pt jump shot from 22 ft,,20,24
85,1,2:33.0,,Defensive rebound by T. Black,20,24
86,1,2:25.0,,Shooting foul by T. Johnson (drawn by T. Robinson),20,24
87,1,2:25.0,,T. Robinson misses free throw 1 of 2,20,24
88,1,2:25.0,,Offensive rebound by Team,20,24
89,1,2:25.0,,T. Robinson misses free throw 2 of 2,20,24
90,1,2:23.0,Defensive rebound by U. Haslem,,20,24
91,1,2:11.0,D. Waiters misses 2-pt jump shot from 10 ft,,20,24
92,1,2:09.0,,Defensive rebound by B. Ingram,20,24
93,1,2:01.0,,L. Williams misses 2-pt jump shot from 10 ft (block by J. Johnson),20,24
94,1,2:01.0,,Offensive rebound by T. Black,20,24
95,1,2:01.0,,Shooting foul by U. Haslem (drawn by T. Black),20,24
96,1,2:01.0,,T. Black makes free throw 1 of 2,20,25
97,1,2:01.0,,T. Black makes free throw 2 of 2,20,26
98,1,1:46.0,W. Ellington misses 2-pt jump shot from 22 ft,,20,26
99,1,1:44.0,,Defensive rebound by L. Williams,20,26
100,1,1:34.0,,B. Ingram misses 2-pt layup from 3 ft,20,26
101,1,1:31.0,,Offensive rebound by B. Ingram,20,26
102,1,1:31.0,,B. Ingram makes 2-pt layup from 1 ft,20,28
103,1,1:17.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Waiters),,23,28
104,1,1:03.0,,L. Williams misses 3-pt jump shot from 25 ft,23,28
105,1,1:00.0,,Offensive rebound by T. Robinson,23,28
106,1,0:59.0,,T. Robinson makes 2-pt dunk at rim,23,30
107,1,0:49.0,Turnover by U. Haslem (lost ball),,23,30
