,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
384,4,2:26.0,G. Monroe makes 2-pt hook shot from 1 ft (assist by G. Antetokounmpo),,70,67
385,4,2:08.0,,H. Barnes makes 2-pt layup from 1 ft,70,69
386,4,1:56.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,70,69
387,4,1:55.0,Offensive rebound by G. Antetokounmpo,,70,69
388,4,1:54.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,72,69
389,4,1:37.0,,H. Barnes misses 2-pt hook shot from 10 ft,72,69
390,4,1:36.0,,Offensive rebound by A. Bogut,72,69
391,4,1:34.0,,A. Bogut misses 2-pt layup from 3 ft,72,69
392,4,1:33.0,,Offensive rebound by A. Bogut,72,69
393,4,1:31.0,,Turnover by A. Bogut (bad pass; steal by J. Parker),72,69
394,4,1:16.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,72,69
395,4,1:15.0,,Defensive rebound by J. Barea,72,69
396,4,1:07.0,,J. Barea makes 2-pt layup from 3 ft,72,71
397,4,1:07.0,,Shooting foul by J. Parker (drawn by J. Barea),72,71
398,4,1:07.0,,J. Barea makes free throw 1 of 1,72,72
399,4,0:49.0,J. Terry misses 2-pt jump shot from 19 ft,,72,72
400,4,0:48.0,Offensive rebound by G. Antetokounmpo,,72,72
401,4,0:37.0,Personal foul by W. Matthews (drawn by J. Parker),,72,72
402,4,0:37.0,Milwaukee full timeout,,72,72
403,4,0:36.0,,D. Finney-Smith enters the game for S. Curry,72,72
404,4,0:28.0,G. Antetokounmpo makes 2-pt dunk at rim,,74,72
405,4,0:13.0,,H. Barnes makes 2-pt layup from 2 ft,74,74
406,4,0:13.0,Milwaukee full timeout,,74,74
407,4,0:01.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,74,74
408,4,0:00.0,Offensive rebound by Team,,74,74
409,1OT,4:46.0,,H. Barnes makes 2-pt jump shot from 20 ft,74,76
410,1OT,4:22.0,Turnover by G. Antetokounmpo (bad pass; steal by H. Barnes),,74,76
411,1OT,4:01.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,74,76
412,1OT,4:00.0,Defensive rebound by M. Dellavedova,,74,76
413,1OT,3:52.0,Turnover by M. Dellavedova (bad pass; steal by D. Finney-Smith),,74,76
414,1OT,3:37.0,,Personal foul by G. Antetokounmpo,74,76
415,1OT,3:37.0,,S. Mejri enters the game for A. Bogut,74,76
416,1OT,3:29.0,,H. Barnes misses 3-pt jump shot from 23 ft,74,76
417,1OT,3:28.0,Defensive rebound by J. Parker,,74,76
418,1OT,3:21.0,Offensive foul by M. Plumlee (drawn by W. Matthews),,74,76
419,1OT,3:21.0,Turnover by M. Plumlee (offensive foul),,74,76
420,1OT,3:09.0,,Turnover by W. Matthews (bad pass; steal by G. Antetokounmpo),74,76
421,1OT,3:08.0,Personal foul by W. Matthews (drawn by G. Antetokounmpo),,74,76
422,1OT,2:57.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,74,76
423,1OT,2:56.0,,Defensive rebound by J. Barea,74,76
424,1OT,2:36.0,,J. Barea makes 3-pt jump shot from 25 ft,74,79
425,1OT,2:35.0,Milwaukee full timeout,,74,79
426,1OT,2:35.0,,A. Bogut enters the game for S. Mejri,74,79
427,1OT,2:19.0,Shooting foul by D. Finney-Smith (drawn by G. Antetokounmpo),,74,79
428,1OT,2:19.0,G. Antetokounmpo misses free throw 1 of 2,,74,79
429,1OT,2:19.0,Offensive rebound by Team,,74,79
430,1OT,2:19.0,G. Antetokounmpo makes free throw 2 of 2,,75,79
431,1OT,1:58.0,,W. Matthews misses 2-pt jump shot from 7 ft,75,79
432,1OT,1:56.0,,Offensive rebound by A. Bogut,75,79
433,1OT,1:56.0,,A. Bogut misses 2-pt layup from 1 ft,75,79
434,1OT,1:55.0,Defensive rebound by G. Antetokounmpo,,75,79
435,1OT,1:49.0,T. Snell misses 3-pt jump shot from 26 ft,,75,79
436,1OT,1:48.0,,Defensive rebound by A. Bogut,75,79
437,1OT,1:31.0,,J. Barea makes 2-pt jump shot from 12 ft,75,81
438,1OT,1:21.0,Turnover by M. Plumlee (bad pass; steal by D. Finney-Smith),,75,81
439,1OT,0:59.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by J. Barea),75,84
440,1OT,0:59.0,Milwaukee full timeout,,75,84
441,1OT,0:59.0,M. Teletović enters the game for M. Plumlee,,75,84
442,1OT,0:59.0,G. Monroe enters the game for T. Snell,,75,84
443,1OT,0:55.0,Personal foul by W. Matthews (drawn by M. Teletović),,75,84
444,1OT,0:51.0,Turnover by G. Antetokounmpo (step out of bounds),,75,84
445,1OT,0:50.0,,Personal take foul by J. Parker (drawn by W. Matthews),75,84
446,1OT,0:35.0,,Personal take foul by M. Teletović (drawn by D. Finney-Smith),75,84
447,1OT,0:35.0,,D. Finney-Smith makes free throw 1 of 2,75,85
448,1OT,0:35.0,,D. Finney-Smith makes free throw 2 of 2,75,86
449,1OT,0:27.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,75,86
450,1OT,0:25.0,Offensive rebound by G. Monroe,,75,86
451,1OT,0:21.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,75,86
452,1OT,0:20.0,,Defensive rebound by A. Bogut,75,86
