,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
56,1,4:46.0,,T. Johnson misses 2-pt jump shot from 8 ft,15,12
57,1,4:45.0,Defensive rebound by J. Teague,,15,12
58,1,4:32.0,J. Teague misses 3-pt jump shot from 25 ft,,15,12
59,1,4:31.0,Offensive rebound by M. Turner,,15,12
60,1,4:31.0,Shooting foul by T. Johnson (drawn by M. Turner),,15,12
61,1,4:31.0,M. Turner makes free throw 1 of 2,,16,12
62,1,4:31.0,,J. Johnson enters the game for L. Babbitt,16,12
63,1,4:31.0,M. Ellis enters the game for C. Miles,,16,12
64,1,4:31.0,M. Turner makes free throw 2 of 2,,17,12
65,1,4:16.0,,Personal foul by M. Ellis (drawn by H. Whiteside),17,12
66,1,4:16.0,L. Allen enters the game for T. Young,,17,12
67,1,4:00.0,,D. Waiters misses 3-pt jump shot from 25 ft,17,12
68,1,3:59.0,Defensive rebound by Team,,17,12
69,1,3:34.0,L. Allen misses 2-pt jump shot from 19 ft,,17,12
70,1,3:33.0,,Defensive rebound by W. Ellington,17,12
71,1,3:14.0,,D. Waiters makes 2-pt layup from 2 ft (assist by J. Johnson),17,14
72,1,3:07.0,Personal foul by D. Waiters (drawn by P. George),,17,14
73,1,3:07.0,P. George makes free throw 1 of 2,,18,14
74,1,3:07.0,R. Stuckey enters the game for J. Teague,,18,14
75,1,3:07.0,P. George makes free throw 2 of 2,,19,14
76,1,2:56.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),19,16
77,1,2:42.0,M. Turner misses 2-pt jump shot from 20 ft,,19,16
78,1,2:41.0,,Defensive rebound by H. Whiteside,19,16
79,1,2:30.0,,Turnover by H. Whiteside (lost ball; steal by L. Allen),19,16
80,1,2:24.0,M. Turner makes 2-pt dunk at rim (assist by M. Ellis),,21,16
81,1,2:06.0,,J. Johnson misses 2-pt layup from 1 ft,21,16
82,1,2:05.0,,Offensive rebound by H. Whiteside,21,16
83,1,2:02.0,,H. Whiteside misses 2-pt hook shot from 4 ft,21,16
84,1,2:01.0,Defensive rebound by L. Allen,,21,16
85,1,1:53.0,M. Turner misses 2-pt jump shot from 5 ft (block by J. Johnson),,21,16
86,1,1:52.0,Offensive rebound by M. Turner,,21,16
87,1,1:45.0,L. Allen makes 2-pt jump shot from 9 ft (assist by R. Stuckey),,23,16
88,1,1:23.0,,H. Whiteside makes 2-pt layup from 1 ft,23,18
89,1,1:17.0,Indiana full timeout,,23,18
90,1,1:17.0,,W. Reed enters the game for H. Whiteside,23,18
91,1,1:17.0,,J. Richardson enters the game for D. Waiters,23,18
92,1,1:17.0,R. Christmas enters the game for P. George,,23,18
93,1,1:17.0,G. Robinson enters the game for M. Turner,,23,18
94,1,1:08.0,R. Christmas misses 2-pt layup from 1 ft,,23,18
95,1,1:07.0,,Defensive rebound by W. Reed,23,18
96,1,1:00.0,,J. Johnson misses 2-pt jump shot from 10 ft,23,18
97,1,1:00.0,Defensive rebound by G. Robinson,,23,18
98,1,0:45.0,Turnover by L. Allen (bad pass; steal by W. Reed),,23,18
99,1,0:27.0,,W. Reed misses 2-pt jump shot from 14 ft,23,18
100,1,0:25.0,Defensive rebound by R. Christmas,,23,18
101,1,0:11.0,R. Stuckey misses 2-pt jump shot from 16 ft,,23,18
102,1,0:09.0,Offensive rebound by R. Christmas,,23,18
103,1,0:07.0,R. Stuckey misses 2-pt jump shot from 9 ft,,23,18
104,1,0:06.0,Offensive rebound by L. Allen,,23,18
105,1,0:01.0,M. Ellis misses 2-pt jump shot from 17 ft,,23,18
106,1,0:00.0,Offensive rebound by Team,,23,18
107,2,11:53.0,,Def 3 sec tech foul by G. Robinson,23,18
108,2,11:53.0,,W. Ellington makes technical free throw,23,19
109,2,11:41.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),23,22
110,2,11:25.0,M. Ellis misses 2-pt layup from 3 ft,,23,22
111,2,11:24.0,,Defensive rebound by J. Richardson,23,22
112,2,11:21.0,,Shooting foul by L. Allen (drawn by J. Johnson),23,22
113,2,11:21.0,,J. Johnson misses free throw 1 of 2,23,22
114,2,11:21.0,,Offensive rebound by Team,23,22
115,2,11:21.0,,J. Johnson misses free throw 2 of 2,23,22
116,2,11:21.0,,G. Dragić enters the game for T. Johnson,23,22
117,2,11:20.0,Defensive rebound by L. Allen,,23,22
118,2,11:04.0,R. Stuckey makes 2-pt layup from 1 ft,,25,22
119,2,10:48.0,,W. Ellington misses 3-pt jump shot from 24 ft,25,22
120,2,10:47.0,Defensive rebound by R. Christmas,,25,22
121,2,10:44.0,Shooting block foul by J. Richardson (drawn by R. Stuckey),,25,22
122,2,10:44.0,R. Stuckey makes free throw 1 of 2,,26,22
123,2,10:44.0,R. Stuckey makes free throw 2 of 2,,27,22
124,2,10:28.0,,J. Richardson makes 2-pt jump shot from 18 ft (assist by J. Johnson),27,24
125,2,10:11.0,Turnover by R. Christmas (lost ball; steal by G. Dragić),,27,24
126,2,10:06.0,,G. Dragić makes 2-pt layup from 1 ft,27,26
127,2,9:53.0,Shooting foul by W. Reed (drawn by M. Ellis),,27,26
128,2,9:53.0,M. Ellis makes free throw 1 of 2,,28,26
129,2,9:53.0,M. Ellis makes free throw 2 of 2,,29,26
130,2,9:40.0,,Turnover by W. Ellington (bad pass; steal by R. Stuckey),29,26
131,2,9:38.0,Shooting foul by G. Dragić (drawn by R. Stuckey),,29,26
132,2,9:38.0,R. Stuckey makes free throw 1 of 2,,30,26
133,2,9:38.0,,T. Johnson enters the game for G. Dragić,30,26
134,2,9:38.0,R. Stuckey makes free throw 2 of 2,,31,26
135,2,9:21.0,,Shooting foul by L. Allen (drawn by T. Johnson),31,26
136,2,9:21.0,,T. Johnson misses free throw 1 of 2,31,26
137,2,9:21.0,,Offensive rebound by Team,31,26
138,2,9:21.0,,T. Johnson makes free throw 2 of 2,31,27
139,2,9:04.0,G. Robinson makes 2-pt layup from 2 ft (assist by L. Allen),,33,27
140,2,8:51.0,,T. Johnson misses 3-pt jump shot from 25 ft,33,27
141,2,8:50.0,Defensive rebound by G. Robinson,,33,27
142,2,8:45.0,Personal foul by W. Reed (drawn by R. Christmas),,33,27
143,2,8:45.0,Official timeout,,33,27
144,2,8:35.0,G. Robinson misses 2-pt jump shot from 6 ft,,33,27
145,2,8:34.0,Offensive rebound by R. Christmas,,33,27
146,2,8:34.0,Shooting foul by J. Johnson (drawn by R. Christmas),,33,27
147,2,8:34.0,R. Christmas makes free throw 1 of 2,,34,27
148,2,8:34.0,R. Christmas makes free throw 2 of 2,,35,27
149,2,8:22.0,,Turnover by J. Johnson (bad pass; steal by R. Stuckey),35,27
150,2,8:18.0,,Violation by J. Richardson (def goaltending),35,27
151,2,8:18.0,M. Ellis makes 2-pt layup from 1 ft (assist by R. Stuckey),,37,27
152,2,8:18.0,,Miami full timeout,37,27
153,2,8:18.0,,H. Whiteside enters the game for W. Ellington,37,27
154,2,8:18.0,,G. Dragić enters the game for W. Reed,37,27
155,2,7:59.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),37,30
156,2,7:41.0,M. Ellis makes 2-pt jump shot from 14 ft,,39,30
157,2,7:27.0,,T. Johnson misses 3-pt jump shot from 25 ft,39,30
158,2,7:26.0,Defensive rebound by M. Ellis,,39,30
159,2,7:12.0,R. Stuckey misses 2-pt jump shot from 7 ft,,39,30
160,2,7:11.0,Offensive rebound by R. Christmas,,39,30
161,2,6:55.0,L. Allen makes 2-pt layup from 2 ft (assist by M. Ellis),,41,30
162,2,6:37.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),41,33
163,2,6:26.0,R. Stuckey misses 2-pt jump shot from 12 ft,,41,33
164,2,6:25.0,,Defensive rebound by H. Whiteside,41,33
165,2,6:19.0,,J. Richardson misses 3-pt jump shot from 25 ft,41,33
166,2,6:18.0,Defensive rebound by R. Stuckey,,41,33
167,2,6:18.0,Personal foul by J. Richardson (drawn by G. Robinson),,41,33
168,2,6:18.0,G. Robinson misses free throw 1 of 2,,41,33
169,2,6:18.0,Offensive rebound by Team,,41,33
170,2,6:18.0,M. Turner enters the game for R. Christmas,,41,33
171,2,6:18.0,T. Young enters the game for L. Allen,,41,33
172,2,6:18.0,,D. Waiters enters the game for J. Richardson,41,33
173,2,6:18.0,G. Robinson makes free throw 2 of 2,,42,33
174,2,6:07.0,,J. Johnson misses 2-pt jump shot from 15 ft,42,33
175,2,6:06.0,,Offensive rebound by H. Whiteside,42,33
176,2,6:05.0,,H. Whiteside misses 2-pt jump shot from 5 ft,42,33
177,2,6:04.0,,Offensive rebound by H. Whiteside,42,33
178,2,5:58.0,,H. Whiteside misses 2-pt jump shot from 7 ft,42,33
179,2,5:57.0,,Offensive rebound by J. Johnson,42,33
180,2,5:54.0,,J. Johnson misses 2-pt layup from 1 ft,42,33
181,2,5:53.0,Defensive rebound by M. Ellis,,42,33
182,2,5:45.0,M. Ellis misses 3-pt jump shot from 23 ft,,42,33
183,2,5:44.0,Offensive rebound by T. Young,,42,33
184,2,5:43.0,G. Robinson makes 2-pt dunk at rim (assist by T. Young),,44,33
185,2,5:22.0,,D. Waiters makes 2-pt layup from 2 ft,44,35
186,2,5:22.0,,Shooting block foul by T. Young (drawn by D. Waiters),44,35
187,2,5:22.0,P. George enters the game for G. Robinson,,44,35
188,2,5:22.0,J. Teague enters the game for R. Stuckey,,44,35
189,2,5:22.0,,D. Waiters makes free throw 1 of 1,44,36
190,2,5:08.0,M. Turner makes 2-pt jump shot from 16 ft (assist by M. Ellis),,46,36
191,2,4:55.0,,J. Johnson misses 3-pt jump shot from 25 ft,46,36
192,2,4:54.0,Defensive rebound by J. Teague,,46,36
193,2,4:37.0,M. Turner misses 3-pt jump shot from 24 ft,,46,36
194,2,4:36.0,,Defensive rebound by G. Dragić,46,36
195,2,4:30.0,,G. Dragić makes 2-pt jump shot from 5 ft,46,38
196,2,4:25.0,Indiana full timeout,,46,38
197,2,4:25.0,,O. White enters the game for J. Johnson,46,38
198,2,4:15.0,J. Teague misses 2-pt jump shot from 15 ft,,46,38
199,2,4:14.0,,Defensive rebound by H. Whiteside,46,38
200,2,4:02.0,,D. Waiters makes 2-pt layup from 2 ft,46,40
201,2,3:43.0,P. George misses 2-pt layup from 3 ft,,46,40
202,2,3:42.0,,Defensive rebound by D. Waiters,46,40
203,2,3:37.0,,D. Waiters misses 2-pt layup from 3 ft (block by M. Turner),46,40
204,2,3:36.0,,Offensive rebound by H. Whiteside,46,40
205,2,3:36.0,,Shooting foul by M. Turner (drawn by H. Whiteside),46,40
206,2,3:36.0,,H. Whiteside makes free throw 1 of 2,46,41
207,2,3:36.0,,R. McGruder enters the game for T. Johnson,46,41
208,2,3:36.0,C. Miles enters the game for M. Ellis,,46,41
209,2,3:36.0,,H. Whiteside makes free throw 2 of 2,46,42
210,2,3:14.0,M. Turner misses 2-pt jump shot from 17 ft,,46,42
211,2,3:13.0,,Defensive rebound by H. Whiteside,46,42
212,2,3:03.0,,Personal foul by M. Turner (drawn by H. Whiteside),46,42
213,2,3:03.0,,H. Whiteside misses free throw 1 of 2,46,42
214,2,3:03.0,,Offensive rebound by Team,46,42
215,2,3:03.0,,H. Whiteside makes free throw 2 of 2,46,43
216,2,2:51.0,Turnover by P. George (lost ball; steal by D. Waiters),,46,43
217,2,2:39.0,,G. Dragić misses 2-pt jump shot from 16 ft,46,43
218,2,2:38.0,,Offensive rebound by O. White,46,43
219,2,2:33.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by O. White),46,46
220,2,2:22.0,M. Turner makes 2-pt jump shot from 15 ft (assist by J. Teague),,48,46
221,2,2:11.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by O. White),48,49
222,2,1:55.0,Turnover by J. Teague (bad pass; steal by G. Dragić),,48,49
223,2,1:55.0,,Personal block foul by J. Teague (drawn by G. Dragić),48,49
224,2,1:55.0,,G. Dragić makes free throw 1 of 2,48,50
225,2,1:55.0,,G. Dragić makes free throw 2 of 2,48,51
226,2,1:45.0,Shooting foul by G. Dragić (drawn by J. Teague),,48,51
227,2,1:45.0,J. Teague misses free throw 1 of 3,,48,51
228,2,1:45.0,Offensive rebound by Team,,48,51
229,2,1:45.0,J. Teague makes free throw 2 of 3,,49,51
230,2,1:45.0,,T. Johnson enters the game for G. Dragić,49,51
231,2,1:45.0,R. Christmas enters the game for M. Turner,,49,51
232,2,1:45.0,J. Teague makes free throw 3 of 3,,50,51
233,2,1:30.0,,D. Waiters misses 3-pt jump shot from 23 ft,50,51
234,2,1:29.0,Defensive rebound by T. Young,,50,51
235,2,1:10.0,P. George makes 2-pt jump shot from 12 ft,,52,51
236,2,0:56.0,,Personal foul by J. Teague (drawn by T. Johnson),52,51
237,2,0:56.0,,T. Johnson makes free throw 1 of 2,52,52
238,2,0:56.0,,J. Richardson enters the game for R. McGruder,52,52
239,2,0:56.0,R. Stuckey enters the game for J. Teague,,52,52
240,2,0:56.0,,T. Johnson makes free throw 2 of 2,52,53
241,2,0:36.0,Offensive foul by P. George (drawn by T. Johnson),,52,53
242,2,0:36.0,Turnover by P. George (offensive foul),,52,53
243,2,0:22.0,,Turnover by D. Waiters (bad pass; steal by T. Young),52,53
244,2,0:18.0,P. George makes 2-pt dunk at rim (assist by T. Young),,54,53
245,2,0:04.0,,D. Waiters misses 2-pt layup from 2 ft (block by R. Christmas),54,53
246,2,0:03.0,,Offensive rebound by Team,54,53
247,2,0:03.0,,Miami full timeout,54,53
248,2,0:03.0,G. Robinson enters the game for P. George,,54,53
249,2,0:03.0,,L. Babbitt enters the game for J. Richardson,54,53
250,2,0:03.0,,R. McGruder enters the game for O. White,54,53
251,2,0:01.0,,H. Whiteside misses 2-pt jump shot from 17 ft (block by R. Christmas),54,53
252,2,0:00.0,,Offensive rebound by H. Whiteside,54,53
253,3,11:44.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),54,56
254,3,11:19.0,J. Teague makes 2-pt jump shot from 9 ft,,56,56
255,3,10:59.0,,G. Dragić makes 2-pt layup from 2 ft,56,58
256,3,10:45.0,J. Teague makes 2-pt jump shot from 14 ft,,58,58
257,3,10:45.0,,Technical foul by R. McGruder,58,58
258,3,10:45.0,Technical foul by P. George,,58,58
259,3,10:33.0,,Turnover by D. Waiters (lost ball),58,58
260,3,10:25.0,Offensive foul by P. George (drawn by R. McGruder),,58,58
261,3,10:25.0,Turnover by P. George (offensive foul),,58,58
262,3,10:09.0,,D. Waiters misses 2-pt jump shot from 18 ft,58,58
263,3,10:08.0,Defensive rebound by C. Miles,,58,58
264,3,10:03.0,J. Teague misses 2-pt layup from 3 ft,,58,58
265,3,10:02.0,,Defensive rebound by L. Babbitt,58,58
266,3,9:57.0,,Personal foul by T. Young (drawn by L. Babbitt),58,58
267,3,9:41.0,,G. Dragić makes 2-pt jump shot from 17 ft,58,60
268,3,9:29.0,J. Teague misses 2-pt layup from 2 ft,,58,60
269,3,9:28.0,,Defensive rebound by H. Whiteside,58,60
270,3,9:15.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),58,63
271,3,8:57.0,P. George misses 3-pt jump shot from 24 ft,,58,63
272,3,8:56.0,Offensive rebound by T. Young,,58,63
273,3,8:49.0,Technical foul by P. George,,58,63
274,3,8:49.0,,G. Dragić makes technical free throw,58,64
275,3,8:49.0,Indiana full timeout,,58,64
276,3,8:49.0,G. Robinson enters the game for P. George,,58,64
277,3,8:42.0,M. Turner misses 2-pt layup from 1 ft (block by R. McGruder),,58,64
278,3,8:41.0,Offensive rebound by Team,,58,64
279,3,8:37.0,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),,61,64
280,3,8:25.0,,Personal foul by J. Teague (drawn by H. Whiteside),61,64
281,3,8:11.0,,Turnover by Team (shot clock),61,64
282,3,7:56.0,Turnover by T. Young (lost ball),,61,64
283,3,7:39.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by L. Babbitt),61,67
284,3,7:25.0,M. Turner makes 2-pt jump shot from 16 ft (assist by T. Young),,63,67
285,3,7:13.0,,L. Babbitt misses 3-pt jump shot from 24 ft,63,67
286,3,7:12.0,Defensive rebound by G. Robinson,,63,67
287,3,6:54.0,M. Turner misses 2-pt jump shot from 18 ft,,63,67
288,3,6:53.0,,Defensive rebound by R. McGruder,63,67
289,3,6:46.0,,Turnover by D. Waiters (bad pass),63,67
290,3,6:34.0,J. Teague makes 2-pt layup from 2 ft,,65,67
291,3,6:28.0,,Shooting block foul by G. Robinson (drawn by D. Waiters),65,67
292,3,6:28.0,,D. Waiters makes free throw 1 of 2,65,68
293,3,6:28.0,,J. Johnson enters the game for L. Babbitt,65,68
294,3,6:28.0,,D. Waiters makes free throw 2 of 2,65,69
295,3,6:12.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by M. Turner),,68,69
296,3,6:12.0,,Miami full timeout,68,69
297,3,6:12.0,,T. Johnson enters the game for G. Dragić,68,69
298,3,5:54.0,,D. Waiters makes 2-pt jump shot from 6 ft,68,71
299,3,5:33.0,J. Teague misses 3-pt jump shot from 26 ft,,68,71
300,3,5:32.0,,Defensive rebound by D. Waiters,68,71
301,3,5:19.0,,Turnover by J. Johnson (bad pass),68,71
302,3,5:06.0,J. Teague makes 2-pt jump shot from 6 ft,,70,71
303,3,4:39.0,,Turnover by H. Whiteside (lost ball; steal by G. Robinson),70,71
304,3,4:33.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by T. Young),,73,71
305,3,4:25.0,,Turnover by D. Waiters (traveling),73,71
306,3,4:12.0,M. Turner misses 2-pt jump shot from 21 ft,,73,71
307,3,4:11.0,,Defensive rebound by J. Johnson,73,71
308,3,4:02.0,,Turnover by J. Johnson (bad pass; steal by M. Turner),73,71
309,3,3:48.0,C. Miles misses 3-pt jump shot from 24 ft,,73,71
310,3,3:47.0,,Defensive rebound by J. Johnson,73,71
311,3,3:38.0,,J. Johnson makes 2-pt jump shot from 8 ft,73,73
312,3,3:20.0,J. Teague misses 2-pt jump shot from 17 ft,,73,73
313,3,3:19.0,,Defensive rebound by H. Whiteside,73,73
314,3,3:15.0,,Shooting foul by M. Turner (drawn by T. Johnson),73,73
315,3,3:15.0,,T. Johnson makes free throw 1 of 2,73,74
316,3,3:15.0,M. Ellis enters the game for T. Young,,73,74
317,3,3:15.0,R. Christmas enters the game for M. Turner,,73,74
318,3,3:15.0,L. Allen enters the game for C. Miles,,73,74
319,3,3:15.0,,G. Dragić enters the game for D. Waiters,73,74
320,3,3:15.0,,T. Johnson makes free throw 2 of 2,73,75
321,3,2:55.0,M. Ellis misses 2-pt jump shot from 17 ft,,73,75
322,3,2:54.0,Offensive rebound by R. Christmas,,73,75
323,3,2:53.0,R. Christmas misses 2-pt layup from 1 ft,,73,75
324,3,2:52.0,,Defensive rebound by G. Dragić,73,75
325,3,2:46.0,,G. Dragić makes 2-pt jump shot from 21 ft (assist by J. Johnson),73,77
326,3,2:27.0,L. Allen misses 2-pt jump shot from 9 ft,,73,77
327,3,2:26.0,,Defensive rebound by Team,73,77
328,3,2:25.0,,Personal foul by R. Christmas (drawn by H. Whiteside),73,77
329,3,2:25.0,,H. Whiteside makes free throw 1 of 2,73,78
330,3,2:25.0,R. Stuckey enters the game for J. Teague,,73,78
331,3,2:25.0,,H. Whiteside makes free throw 2 of 2,73,79
332,3,2:10.0,Turnover by L. Allen (bad pass; steal by J. Johnson),,73,79
333,3,2:06.0,,H. Whiteside makes 2-pt jump shot from 3 ft (assist by J. Johnson),73,81
334,3,2:06.0,,Shooting foul by R. Christmas (drawn by H. Whiteside),73,81
335,3,2:06.0,,H. Whiteside misses free throw 1 of 1,73,81
336,3,2:05.0,Defensive rebound by R. Christmas,,73,81
337,3,1:47.0,R. Christmas makes 2-pt layup from 2 ft (assist by R. Stuckey),,75,81
338,3,1:28.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),75,83
339,3,1:15.0,M. Ellis makes 2-pt layup from 2 ft,,77,83
340,3,1:00.0,,Turnover by J. Johnson (bad pass),77,83
341,3,0:54.0,Turnover by M. Ellis (lost ball),,77,83
342,3,0:40.0,,J. Johnson misses 2-pt jump shot from 5 ft (block by L. Allen),77,83
343,3,0:39.0,Defensive rebound by L. Allen,,77,83
344,3,0:30.0,R. Stuckey makes 2-pt jump shot from 4 ft,,79,83
345,3,0:30.0,Shooting foul by G. Dragić (drawn by R. Stuckey),,79,83
346,3,0:30.0,R. Stuckey misses free throw 1 of 1,,79,83
347,3,0:29.0,Offensive rebound by L. Allen,,79,83
348,3,0:14.0,M. Ellis misses 2-pt jump shot from 16 ft,,79,83
349,3,0:13.0,,Defensive rebound by J. Johnson,79,83
350,3,0:02.0,,G. Dragić misses 3-pt jump shot from 25 ft,79,83
351,3,0:00.0,Defensive rebound by L. Allen,,79,83
352,4,11:41.0,R. Stuckey makes 2-pt jump shot from 12 ft,,81,83
353,4,11:20.0,,J. Johnson misses 3-pt jump shot from 25 ft,81,83
354,4,11:19.0,,Offensive rebound by Team,81,83
355,4,11:18.0,Loose ball foul by R. Christmas (drawn by W. Reed),,81,83
356,4,10:58.0,,W. Reed makes 2-pt layup from 2 ft,81,85
357,4,10:39.0,M. Ellis misses 2-pt jump shot from 16 ft,,81,85
358,4,10:38.0,,Defensive rebound by J. Johnson,81,85
359,4,10:32.0,,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),81,87
360,4,10:32.0,,Shooting foul by G. Robinson (drawn by J. Johnson),81,87
361,4,10:32.0,,J. Johnson makes free throw 1 of 1,81,88
362,4,10:26.0,Personal foul by J. Richardson (drawn by R. Stuckey),,81,88
363,4,10:21.0,Shooting foul by J. Richardson (drawn by R. Stuckey),,81,88
364,4,10:21.0,R. Stuckey makes free throw 1 of 2,,82,88
365,4,10:21.0,R. Stuckey makes free throw 2 of 2,,83,88
366,4,10:06.0,,Personal foul by R. Christmas (drawn by W. Reed),83,88
367,4,10:06.0,J. Teague enters the game for G. Robinson,,83,88
368,4,10:00.0,,Turnover by W. Ellington (lost ball),83,88
369,4,9:44.0,L. Allen misses 2-pt jump shot from 18 ft,,83,88
370,4,9:43.0,,Defensive rebound by J. Richardson,83,88
371,4,9:33.0,,J. Richardson misses 2-pt jump shot from 7 ft,83,88
372,4,9:32.0,,Offensive rebound by J. Richardson,83,88
373,4,9:24.0,,T. Johnson misses 2-pt jump shot from 20 ft,83,88
374,4,9:23.0,Defensive rebound by J. Teague,,83,88
375,4,9:08.0,M. Ellis misses 2-pt jump shot from 5 ft,,83,88
376,4,9:07.0,,Defensive rebound by J. Johnson,83,88
377,4,8:57.0,,J. Johnson makes 2-pt jump shot from 19 ft,83,90
378,4,8:45.0,J. Teague misses 2-pt layup from 3 ft (block by T. Johnson),,83,90
379,4,8:44.0,Offensive rebound by Team,,83,90
380,4,8:44.0,Official timeout,,83,90
381,4,8:44.0,M. Turner enters the game for L. Allen,,83,90
382,4,8:44.0,T. Young enters the game for R. Christmas,,83,90
383,4,8:40.0,J. Teague misses 2-pt layup from 2 ft,,83,90
384,4,8:39.0,,Defensive rebound by W. Ellington,83,90
385,4,8:20.0,,J. Johnson makes 2-pt jump shot from 4 ft (assist by T. Johnson),83,92
386,4,8:06.0,M. Turner makes 2-pt jump shot from 13 ft (assist by M. Ellis),,85,92
387,4,7:51.0,,W. Ellington misses 3-pt jump shot from 24 ft,85,92
388,4,7:50.0,Defensive rebound by T. Young,,85,92
389,4,7:41.0,Turnover by R. Stuckey (bad pass; steal by J. Johnson),,85,92
390,4,7:35.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),85,95
