,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
0,1,11:37.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,0,0
1,1,11:37.0,Defensive rebound by Team,,0,0
2,1,11:18.0,M. Smart misses 2-pt layup from 2 ft,,0,0
3,1,11:16.0,,Defensive rebound by R. Covington,0,0
4,1,10:55.0,,J. Okafor makes 2-pt hook shot from 4 ft (assist by D. Šarić),0,2
5,1,10:40.0,A. Horford makes 2-pt hook shot from 5 ft,,2,2
6,1,10:21.0,,D. Šarić misses 2-pt jump shot from 17 ft,2,2
7,1,10:20.0,Defensive rebound by J. Crowder,,2,2
8,1,10:11.0,A. Bradley misses 3-pt jump shot from 25 ft,,2,2
9,1,10:09.0,,Defensive rebound by R. Covington,2,2
10,1,10:04.0,,D. Šarić misses 2-pt layup from 1 ft (block by A. Johnson),2,2
11,1,10:02.0,,Offensive rebound by J. Okafor,2,2
12,1,10:01.0,,J. Okafor makes 2-pt layup from 1 ft,2,4
13,1,9:45.0,A. Bradley misses 3-pt jump shot from 23 ft,,2,4
14,1,9:44.0,,Defensive rebound by R. Covington,2,4
15,1,9:38.0,,D. Šarić makes 2-pt layup at rim (assist by T. McConnell),2,6
16,1,9:22.0,J. Crowder makes 2-pt jump shot from 15 ft (assist by A. Horford),,4,6
17,1,9:06.0,,J. Okafor misses 2-pt hook shot from 4 ft,4,6
18,1,9:04.0,Defensive rebound by A. Horford,,4,6
19,1,8:56.0,Shooting foul by J. Okafor (drawn by J. Crowder),,4,6
20,1,8:56.0,J. Crowder misses free throw 1 of 2,,4,6
21,1,8:56.0,Offensive rebound by Team,,4,6
22,1,8:56.0,J. Crowder makes free throw 2 of 2,,5,6
23,1,8:42.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),5,9
24,1,8:25.0,A. Horford makes 2-pt jump shot from 8 ft (assist by M. Smart),,7,9
25,1,7:58.0,,T. McConnell misses 3-pt jump shot from 25 ft,7,9
26,1,7:58.0,,Offensive rebound by Team,7,9
27,1,7:58.0,,Turnover by Team (shot clock),7,9
28,1,7:49.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by M. Smart),,9,9
29,1,7:48.0,,Philadelphia full timeout,9,9
30,1,7:27.0,,R. Covington misses 2-pt jump shot from 14 ft,9,9
31,1,7:26.0,Defensive rebound by J. Crowder,,9,9
32,1,7:12.0,A. Horford misses 2-pt jump shot from 18 ft,,9,9
33,1,7:11.0,Offensive rebound by M. Smart,,9,9
34,1,7:08.0,J. Crowder misses 3-pt jump shot from 26 ft,,9,9
35,1,7:07.0,,Defensive rebound by D. Šarić,9,9
36,1,7:00.0,,D. Šarić misses 2-pt hook shot from 3 ft,9,9
37,1,6:57.0,Defensive rebound by A. Horford,,9,9
38,1,6:57.0,Personal foul by T. Luwawu-Cabarrot (drawn by M. Smart),,9,9
39,1,6:57.0,,G. Henderson enters the game for R. Covington,9,9
40,1,6:48.0,M. Smart misses 2-pt jump shot from 17 ft,,9,9
41,1,6:46.0,,Defensive rebound by D. Šarić,9,9
42,1,6:29.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,9,9
43,1,6:29.0,Defensive rebound by Team,,9,9
44,1,6:21.0,Shooting foul by G. Henderson (drawn by J. Crowder),,9,9
45,1,6:21.0,J. Crowder makes free throw 1 of 2,,10,9
46,1,6:21.0,,R. Holmes enters the game for J. Okafor,10,9
47,1,6:21.0,J. Crowder makes free throw 2 of 2,,11,9
48,1,6:08.0,,Shooting foul by A. Johnson (drawn by T. Luwawu-Cabarrot),11,9
49,1,6:08.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,11,10
50,1,6:08.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,11,11
51,1,5:52.0,A. Horford makes 2-pt layup from 3 ft (assist by A. Bradley),,13,11
52,1,5:31.0,,D. Šarić misses 3-pt jump shot from 26 ft,13,11
53,1,5:30.0,Defensive rebound by J. Crowder,,13,11
54,1,5:21.0,A. Horford misses 3-pt jump shot from 26 ft,,13,11
55,1,5:20.0,,Defensive rebound by D. Šarić,13,11
56,1,5:12.0,J. Jerebko enters the game for A. Horford,,13,11
57,1,5:12.0,J. Brown enters the game for J. Crowder,,13,11
58,1,5:12.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,13,11
