,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
44,1,7:28.0,C. Brewer makes 2-pt layup from 2 ft,,9,18
45,1,7:16.0,,B. Rush misses 2-pt jump shot from 5 ft,9,18
46,1,7:15.0,Defensive rebound by J. Randle,,9,18
47,1,7:10.0,T. Black makes 2-pt dunk at rim (assist by J. Clarkson),,11,18
48,1,6:42.0,,R. Rubio makes 2-pt jump shot from 12 ft (assist by K. Towns),11,20
49,1,6:17.0,J. Randle misses 2-pt jump shot from 8 ft,,11,20
50,1,6:16.0,Offensive rebound by T. Black,,11,20
51,1,6:15.0,T. Black makes 2-pt layup from 1 ft,,13,20
52,1,6:01.0,,R. Rubio misses 2-pt layup from 3 ft (block by T. Black),13,20
53,1,6:00.0,,Offensive rebound by G. Dieng,13,20
54,1,5:59.0,,G. Dieng makes 2-pt layup from 3 ft,13,22
55,1,5:49.0,J. Clarkson misses 3-pt jump shot from 24 ft,,13,22
56,1,5:48.0,Offensive rebound by Team,,13,22
57,1,5:35.0,T. Black makes 2-pt layup from 1 ft (assist by J. Clarkson),,15,22
58,1,5:35.0,Shooting foul by G. Dieng (drawn by T. Black),,15,22
59,1,5:35.0,T. Black makes free throw 1 of 1,,16,22
60,1,5:18.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by R. Rubio),16,24
61,1,5:04.0,D. Russell misses 2-pt jump shot from 18 ft,,16,24
62,1,5:03.0,Offensive rebound by J. Randle,,16,24
63,1,5:02.0,J. Randle makes 2-pt layup from 1 ft,,18,24
64,1,4:40.0,,A. Wiggins misses 2-pt jump shot from 6 ft,18,24
65,1,4:39.0,Defensive rebound by D. Russell,,18,24
66,1,4:31.0,C. Brewer makes 2-pt layup from 2 ft,,20,24
67,1,4:19.0,,Minnesota full timeout,20,24
68,1,4:19.0,,O. Casspi enters the game for K. Towns,20,24
69,1,4:19.0,,K. Dunn enters the game for B. Rush,20,24
70,1,4:05.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Dunn),20,27
71,1,3:49.0,T. Black makes 2-pt layup from 2 ft (assist by D. Russell),,22,27
72,1,3:28.0,,A. Wiggins misses 2-pt jump shot from 20 ft,22,27
73,1,3:26.0,,Offensive rebound by G. Dieng,22,27
74,1,3:21.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by G. Dieng),22,30
75,1,3:13.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by C. Brewer),,25,30
76,1,2:56.0,,O. Casspi misses 2-pt jump shot from 11 ft,25,30
77,1,2:55.0,Defensive rebound by J. Randle,,25,30
78,1,2:45.0,J. Randle makes 2-pt layup from 5 ft,,27,30
79,1,2:45.0,Shooting block foul by G. Dieng (drawn by J. Randle),,27,30
80,1,2:45.0,D. Nwaba enters the game for C. Brewer,,27,30
81,1,2:45.0,T. Ennis enters the game for J. Clarkson,,27,30
82,1,2:45.0,J. Randle makes free throw 1 of 1,,28,30
83,1,2:41.0,,Turnover by K. Dunn (bad pass; steal by T. Ennis),28,30
84,1,2:20.0,T. Ennis makes 2-pt layup from 2 ft,,30,30
85,1,2:17.0,,A. Wiggins misses 2-pt jump shot from 5 ft,30,30
86,1,2:16.0,Defensive rebound by J. Randle,,30,30
87,1,2:10.0,Offensive foul by J. Randle (drawn by G. Dieng),,30,30
88,1,2:10.0,Turnover by J. Randle (offensive foul),,30,30
89,1,2:10.0,L. Nance enters the game for J. Randle,,30,30
90,1,1:50.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by O. Casspi),30,33
91,1,1:41.0,L. Nance misses 2-pt layup from 2 ft (block by G. Dieng),,30,33
92,1,1:40.0,,Defensive rebound by K. Dunn,30,33
93,1,1:29.0,,Turnover by R. Rubio (bad pass; steal by D. Russell),30,33
94,1,1:26.0,Shooting foul by K. Dunn (drawn by D. Russell),,30,33
95,1,1:26.0,D. Russell makes free throw 1 of 2,,31,33
96,1,1:26.0,,S. Muhammad enters the game for R. Rubio,31,33
97,1,1:26.0,D. Russell makes free throw 2 of 2,,32,33
98,1,1:19.0,,O. Casspi makes 2-pt jump shot from 7 ft (assist by K. Dunn),32,35
99,1,0:54.0,T. Ennis makes 3-pt jump shot from 25 ft (assist by D. Nwaba),,35,35
100,1,0:30.0,,A. Wiggins makes 2-pt jump shot from 22 ft,35,37
101,1,0:14.0,T. Ennis misses 2-pt layup from 2 ft (block by G. Dieng),,35,37
102,1,0:14.0,Offensive rebound by T. Black,,35,37
103,1,0:14.0,T. Black makes 2-pt dunk at rim,,37,37
104,1,0:01.0,,K. Dunn misses 3-pt jump shot from 24 ft,37,37
105,1,0:00.0,Defensive rebound by T. Black,,37,37
106,2,11:43.0,,K. Towns misses 2-pt jump shot from 13 ft,37,37
107,2,11:42.0,Defensive rebound by J. Clarkson,,37,37
108,2,11:29.0,L. Nance makes 2-pt jump shot from 20 ft (assist by J. Clarkson),,39,37
109,2,11:00.0,,K. Towns makes 2-pt dunk at rim (assist by T. Jones),39,39
110,2,11:00.0,,Shooting foul by T. Ennis (drawn by K. Towns),39,39
111,2,11:00.0,,K. Towns misses free throw 1 of 1,39,39
112,2,10:59.0,Defensive rebound by D. Nwaba,,39,39
113,2,10:46.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by T. Ennis),,42,39
114,2,10:32.0,,Def 3 sec tech foul by T. Black,42,39
115,2,10:32.0,,T. Jones misses technical free throw,42,39
116,2,10:32.0,,Offensive rebound by Team,42,39
117,2,10:25.0,,K. Towns makes 2-pt jump shot from 5 ft,42,41
118,2,10:12.0,T. Black makes 2-pt hook shot from 6 ft (assist by T. Ennis),,44,41
119,2,10:00.0,,S. Muhammad makes 2-pt jump shot from 8 ft (assist by T. Jones),44,43
120,2,9:47.0,Turnover by J. Clarkson (bad pass; steal by O. Casspi),,44,43
121,2,9:42.0,Violation by J. Clarkson (def goaltending),,44,43
122,2,9:42.0,,T. Jones makes 2-pt layup from 1 ft,44,45
123,2,9:23.0,T. Ennis makes 2-pt layup from 2 ft,,46,45
124,2,9:08.0,,K. Towns makes 2-pt dunk at rim (assist by T. Jones),46,47
125,2,8:51.0,J. Clarkson misses 3-pt jump shot from 27 ft,,46,47
126,2,8:50.0,Offensive rebound by T. Black,,46,47
127,2,8:41.0,Turnover by J. Clarkson (bad pass),,46,47
128,2,8:41.0,,Minnesota full timeout,46,47
129,2,8:41.0,J. Randle enters the game for T. Black,,46,47
130,2,8:26.0,,T. Jones misses 3-pt jump shot from 26 ft,46,47
131,2,8:25.0,Defensive rebound by D. Nwaba,,46,47
132,2,8:08.0,D. Nwaba misses 2-pt layup from 1 ft,,46,47
133,2,8:07.0,Offensive rebound by L. Nance,,46,47
134,2,8:01.0,J. Randle misses 2-pt layup from 3 ft,,46,47
135,2,8:00.0,,Defensive rebound by S. Muhammad,46,47
136,2,7:54.0,,Turnover by S. Muhammad (lost ball),46,47
137,2,7:41.0,J. Clarkson makes 2-pt layup from 2 ft,,48,47
138,2,7:22.0,,K. Dunn misses 3-pt jump shot from 27 ft,48,47
139,2,7:21.0,Defensive rebound by D. Nwaba,,48,47
140,2,7:11.0,Shooting foul by O. Casspi (drawn by T. Ennis),,48,47
141,2,7:11.0,T. Ennis makes free throw 1 of 2,,49,47
142,2,7:11.0,,G. Dieng enters the game for O. Casspi,49,47
143,2,7:11.0,,A. Wiggins enters the game for S. Muhammad,49,47
144,2,7:11.0,T. Ennis makes free throw 2 of 2,,50,47
145,2,6:58.0,,K. Towns makes 2-pt layup from 1 ft,50,49
146,2,6:58.0,Personal foul by T. Jones (drawn by J. Clarkson),,50,49
147,2,6:58.0,,R. Rubio enters the game for T. Jones,50,49
148,2,6:52.0,Turnover by J. Randle (lost ball; steal by K. Dunn),,50,49
149,2,6:30.0,,R. Rubio misses 2-pt jump shot from 20 ft,50,49
150,2,6:30.0,,Offensive rebound by K. Dunn,50,49
151,2,6:23.0,,R. Rubio misses 2-pt jump shot from 9 ft,50,49
152,2,6:23.0,Defensive rebound by D. Nwaba,,50,49
153,2,6:14.0,D. Nwaba misses 2-pt layup from 1 ft (block by G. Dieng),,50,49
154,2,6:13.0,,Defensive rebound by G. Dieng,50,49
155,2,5:54.0,,K. Towns misses 2-pt jump shot from 7 ft,50,49
156,2,5:54.0,,Offensive rebound by K. Towns,50,49
157,2,5:51.0,,G. Dieng misses 2-pt jump shot from 10 ft,50,49
158,2,5:50.0,Defensive rebound by J. Clarkson,,50,49
159,2,5:44.0,T. Ennis makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,53,49
160,2,5:24.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by K. Dunn),53,52
161,2,5:19.0,LA Lakers full timeout,,53,52
162,2,5:19.0,D. Russell enters the game for T. Ennis,,53,52
163,2,5:01.0,D. Russell misses 3-pt jump shot from 24 ft,,53,52
164,2,5:00.0,,Defensive rebound by K. Dunn,53,52
165,2,4:46.0,,Turnover by K. Towns (lost ball),53,52
166,2,4:33.0,Turnover by L. Nance (lost ball; steal by K. Towns),,53,52
167,2,4:27.0,,K. Dunn makes 2-pt jump shot from 21 ft (assist by R. Rubio),53,54
168,2,4:01.0,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,56,54
169,2,3:37.0,,A. Wiggins makes 2-pt jump shot from 20 ft,56,56
170,2,3:29.0,Turnover by J. Clarkson (lost ball),,56,56
171,2,3:29.0,C. Brewer enters the game for D. Nwaba,,56,56
172,2,3:24.0,,Personal foul by D. Russell (drawn by K. Dunn),56,56
173,2,3:16.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by G. Dieng),56,59
174,2,3:00.0,Turnover by J. Clarkson (lost ball; steal by K. Dunn),,56,59
175,2,2:51.0,,K. Dunn misses 2-pt jump shot from 6 ft,56,59
176,2,2:49.0,Defensive rebound by J. Randle,,56,59
177,2,2:45.0,Turnover by J. Randle (bad pass; steal by R. Rubio),,56,59
178,2,2:30.0,,A. Wiggins misses 2-pt jump shot from 6 ft (block by L. Nance),56,59
179,2,2:28.0,,Offensive rebound by A. Wiggins,56,59
180,2,2:23.0,,R. Rubio makes 2-pt jump shot from 21 ft,56,61
181,2,2:07.0,D. Russell misses 3-pt jump shot from 25 ft,,56,61
182,2,2:05.0,Offensive rebound by J. Randle,,56,61
183,2,2:01.0,,Minnesota full timeout,56,61
184,2,2:01.0,T. Ennis enters the game for J. Clarkson,,56,61
185,2,1:47.0,T. Ennis misses 2-pt jump shot from 7 ft,,56,61
186,2,1:46.0,,Defensive rebound by R. Rubio,56,61
187,2,1:32.0,,K. Towns misses 2-pt jump shot from 22 ft,56,61
188,2,1:31.0,Defensive rebound by J. Randle,,56,61
189,2,1:23.0,C. Brewer makes 2-pt jump shot from 3 ft,,58,61
190,2,1:07.0,,Shooting foul by L. Nance (drawn by A. Wiggins),58,61
191,2,1:07.0,,A. Wiggins makes free throw 1 of 2,58,62
192,2,1:07.0,,A. Wiggins makes free throw 2 of 2,58,63
193,2,0:54.0,Turnover by D. Russell (lost ball; steal by K. Dunn),,58,63
194,2,0:51.0,,K. Towns makes 2-pt dunk at rim (assist by K. Dunn),58,65
195,2,0:33.0,C. Brewer makes 2-pt layup from 1 ft,,60,65
196,2,0:14.0,,R. Rubio misses 2-pt layup from 2 ft (block by L. Nance),60,65
197,2,0:14.0,,Offensive rebound by Team,60,65
198,2,0:10.0,,R. Rubio makes 2-pt jump shot from 19 ft (assist by G. Dieng),60,67
199,2,0:06.0,Personal foul by K. Dunn (drawn by D. Russell),,60,67
200,2,0:01.0,J. Randle misses 3-pt jump shot from 24 ft,,60,67
201,2,0:01.0,,Defensive rebound by R. Rubio,60,67
202,3,11:36.0,,R. Rubio misses 2-pt jump shot from 17 ft,60,67
203,3,11:35.0,Defensive rebound by C. Brewer,,60,67
204,3,11:18.0,D. Russell misses 3-pt jump shot from 24 ft,,60,67
205,3,11:17.0,,Defensive rebound by G. Dieng,60,67
206,3,10:59.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by K. Towns),60,69
207,3,10:59.0,,Shooting foul by T. Black (drawn by A. Wiggins),60,69
208,3,10:59.0,,A. Wiggins makes free throw 1 of 1,60,70
209,3,10:50.0,Def 3 sec tech foul by G. Dieng,,60,70
210,3,10:50.0,J. Clarkson makes technical free throw,,61,70
211,3,10:43.0,D. Russell misses 2-pt jump shot from 11 ft,,61,70
212,3,10:42.0,,Defensive rebound by K. Towns,61,70
213,3,10:33.0,,R. Rubio misses 2-pt jump shot from 20 ft,61,70
214,3,10:32.0,Defensive rebound by Team,,61,70
215,3,10:25.0,C. Brewer misses 2-pt layup from 4 ft,,61,70
216,3,10:24.0,,Defensive rebound by G. Dieng,61,70
217,3,10:18.0,,B. Rush misses 2-pt layup from 3 ft (block by J. Randle),61,70
218,3,10:17.0,,Offensive rebound by Team,61,70
219,3,10:14.0,,Shooting foul by J. Randle (drawn by K. Towns),61,70
220,3,10:14.0,,K. Towns makes free throw 1 of 2,61,71
221,3,10:14.0,,K. Towns makes free throw 2 of 2,61,72
222,3,9:58.0,D. Russell makes 2-pt layup from 1 ft (assist by C. Brewer),,63,72
223,3,9:47.0,,Personal foul by D. Russell (drawn by R. Rubio),63,72
224,3,9:41.0,,K. Towns misses 2-pt jump shot from 19 ft,63,72
225,3,9:40.0,Defensive rebound by T. Black,,63,72
226,3,9:36.0,Shooting foul by A. Wiggins (drawn by C. Brewer),,63,72
227,3,9:36.0,C. Brewer misses free throw 1 of 2,,63,72
228,3,9:36.0,Offensive rebound by Team,,63,72
229,3,9:36.0,C. Brewer makes free throw 2 of 2,,64,72
230,3,9:27.0,,A. Wiggins misses 2-pt jump shot from 19 ft,64,72
231,3,9:26.0,Defensive rebound by D. Russell,,64,72
232,3,9:17.0,J. Randle misses 2-pt jump shot from 3 ft,,64,72
233,3,9:17.0,Offensive rebound by T. Black,,64,72
234,3,9:16.0,T. Black misses 2-pt layup from 1 ft,,64,72
235,3,9:16.0,,Defensive rebound by Team,64,72
236,3,9:03.0,,K. Towns misses 2-pt jump shot from 5 ft,64,72
237,3,9:02.0,,Offensive rebound by K. Towns,64,72
238,3,9:01.0,,K. Towns misses 2-pt layup from 2 ft (block by T. Black),64,72
239,3,8:59.0,,Offensive rebound by R. Rubio,64,72
240,3,8:55.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by A. Wiggins),64,74
241,3,8:44.0,Shooting foul by A. Wiggins (drawn by C. Brewer),,64,74
242,3,8:44.0,C. Brewer makes free throw 1 of 2,,65,74
243,3,8:44.0,C. Brewer makes free throw 2 of 2,,66,74
244,3,8:32.0,,G. Dieng misses 2-pt jump shot from 18 ft,66,74
245,3,8:31.0,Defensive rebound by J. Randle,,66,74
246,3,8:24.0,C. Brewer misses 3-pt jump shot from 24 ft,,66,74
247,3,8:23.0,Offensive rebound by T. Black,,66,74
248,3,8:20.0,D. Russell misses 3-pt jump shot from 25 ft,,66,74
249,3,8:19.0,,Defensive rebound by R. Rubio,66,74
250,3,8:16.0,,Turnover by R. Rubio (bad pass; steal by D. Russell),66,74
251,3,8:02.0,T. Black makes 2-pt dunk at rim (assist by D. Russell),,68,74
252,3,7:43.0,,A. Wiggins misses 2-pt jump shot from 20 ft,68,74
253,3,7:41.0,,Offensive rebound by G. Dieng,68,74
254,3,7:41.0,,G. Dieng makes 2-pt jump shot from 7 ft,68,76
255,3,7:41.0,,Shooting foul by J. Randle (drawn by G. Dieng),68,76
256,3,7:41.0,Technical foul by J. Randle,,68,76
257,3,7:41.0,,R. Rubio makes technical free throw,68,77
258,3,7:41.0,L. Nance enters the game for J. Randle,,68,76
259,3,7:41.0,,G. Dieng misses free throw 1 of 1,68,77
260,3,7:41.0,Defensive rebound by T. Black,,68,77
261,3,7:18.0,D. Russell misses 2-pt jump shot from 22 ft,,68,77
262,3,7:17.0,,Defensive rebound by Team,68,77
263,3,7:05.0,,B. Rush misses 3-pt jump shot from 24 ft,68,77
264,3,7:03.0,,Offensive rebound by K. Towns,68,77
265,3,6:58.0,,A. Wiggins makes 3-pt jump shot from 22 ft (assist by G. Dieng),68,80
266,3,6:44.0,Personal foul by A. Wiggins (drawn by D. Russell),,68,80
267,3,6:44.0,D. Nwaba enters the game for C. Brewer,,68,80
268,3,6:30.0,L. Nance misses 3-pt jump shot from 25 ft,,68,80
269,3,6:29.0,,Defensive rebound by G. Dieng,68,80
270,3,6:10.0,,A. Wiggins misses 3-pt jump shot from 24 ft,68,80
271,3,6:09.0,Defensive rebound by Team,,68,80
272,3,6:08.0,,Loose ball foul by G. Dieng (drawn by L. Nance),68,80
273,3,5:55.0,Turnover by D. Russell (bad pass; steal by A. Wiggins),,68,80
274,3,5:38.0,,Personal foul by D. Nwaba (drawn by G. Dieng),68,80
275,3,5:38.0,,Minnesota full timeout,68,80
276,3,5:38.0,,G. Dieng makes free throw 1 of 2,68,81
277,3,5:38.0,,G. Dieng makes free throw 2 of 2,68,82
278,3,5:24.0,Shooting foul by A. Wiggins (drawn by D. Nwaba),,68,82
279,3,5:24.0,D. Nwaba makes free throw 1 of 2,,69,82
280,3,5:24.0,D. Nwaba makes free throw 2 of 2,,70,82
281,3,5:04.0,,Turnover by R. Rubio (bad pass),70,82
282,3,4:45.0,Personal foul by G. Dieng (drawn by D. Russell),,70,82
283,3,4:45.0,D. Russell makes free throw 1 of 2,,71,82
284,3,4:45.0,D. Russell makes free throw 2 of 2,,72,82
285,3,4:32.0,,Offensive foul by K. Towns (drawn by D. Russell),72,82
286,3,4:32.0,,Turnover by K. Towns (offensive foul),72,82
287,3,4:21.0,D. Russell makes 3-pt jump shot from 24 ft,,75,82
288,3,4:05.0,,Personal foul by D. Russell (drawn by A. Wiggins),75,82
289,3,4:05.0,,A. Wiggins misses free throw 1 of 2,75,82
290,3,4:05.0,,Offensive rebound by Team,75,82
291,3,4:05.0,Technical foul by D. Russell,,75,82
292,3,4:05.0,,R. Rubio makes technical free throw,75,83
293,3,4:05.0,,A. Wiggins misses free throw 2 of 2,75,83
294,3,4:05.0,Defensive rebound by T. Black,,75,83
295,3,3:57.0,D. Russell misses 3-pt jump shot from 25 ft,,75,83
296,3,3:56.0,,Defensive rebound by G. Dieng,75,83
297,3,3:50.0,,K. Towns makes 2-pt dunk at rim (assist by G. Dieng),75,85
298,3,3:38.0,J. Clarkson misses 2-pt jump shot from 5 ft (block by B. Rush),,75,85
299,3,3:36.0,,Defensive rebound by G. Dieng,75,85
300,3,3:33.0,,Minnesota full timeout,75,85
301,3,3:17.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),75,87
302,3,3:02.0,Turnover by D. Russell (lost ball; steal by K. Towns),,75,87
303,3,2:53.0,,B. Rush misses 3-pt jump shot from 22 ft,75,87
304,3,2:52.0,Defensive rebound by J. Clarkson,,75,87
305,3,2:46.0,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),,77,87
306,3,2:25.0,,Shooting foul by D. Russell (drawn by R. Rubio),77,87
307,3,2:25.0,LA Lakers full timeout,,77,87
308,3,2:25.0,,R. Rubio makes free throw 1 of 2,77,88
309,3,2:25.0,,O. Casspi enters the game for K. Towns,77,87
310,3,2:25.0,T. Robinson enters the game for T. Black,,77,87
311,3,2:25.0,,R. Rubio makes free throw 2 of 2,77,89
312,3,2:09.0,T. Robinson makes 2-pt layup from 1 ft,,79,89
313,3,1:52.0,,A. Wiggins makes 2-pt jump shot from 10 ft (assist by R. Rubio),79,91
314,3,1:52.0,,Shooting foul by D. Nwaba (drawn by A. Wiggins),79,91
315,3,1:52.0,T. Ennis enters the game for D. Russell,,79,91
316,3,1:52.0,,K. Dunn enters the game for R. Rubio,79,91
317,3,1:52.0,,A. Wiggins makes free throw 1 of 1,79,92
318,3,1:31.0,J. Clarkson misses 3-pt jump shot from 25 ft,,79,92
319,3,1:29.0,,Defensive rebound by A. Wiggins,79,92
320,3,1:09.0,,A. Wiggins makes 2-pt jump shot from 17 ft,79,94
321,3,0:56.0,J. Clarkson makes 2-pt layup from 2 ft,,81,94
322,3,0:56.0,Shooting foul by O. Casspi (drawn by J. Clarkson),,81,94
323,3,0:56.0,J. Clarkson makes free throw 1 of 1,,82,94
324,3,0:46.0,,Personal foul by D. Nwaba (drawn by A. Wiggins),82,94
325,3,0:46.0,,A. Wiggins makes free throw 1 of 2,82,95
326,3,0:46.0,,A. Wiggins makes free throw 2 of 2,82,96
327,3,0:35.0,T. Ennis misses 2-pt layup from 3 ft,,82,96
328,3,0:35.0,,Defensive rebound by G. Dieng,82,96
329,3,0:15.0,,O. Casspi misses 3-pt jump shot from 24 ft,82,96
330,3,0:13.0,,Offensive rebound by A. Wiggins,82,96
331,3,0:02.0,,A. Wiggins misses 3-pt jump shot from 25 ft,82,96
332,3,0:01.0,Defensive rebound by L. Nance,,82,96
333,4,11:50.0,Personal foul by O. Casspi (drawn by L. Nance),,82,96
334,4,11:39.0,T. Robinson makes 2-pt layup from 2 ft (assist by T. Ennis),,84,96
335,4,11:27.0,,Personal foul by T. Robinson (drawn by K. Towns),84,96
336,4,11:18.0,,O. Casspi makes 2-pt dunk at rim (assist by T. Jones),84,98
337,4,11:04.0,T. Robinson makes 2-pt layup from 1 ft,,86,98
338,4,10:43.0,,Turnover by T. Jones (bad pass; steal by D. Russell),86,98
339,4,10:40.0,L. Nance misses 2-pt layup at rim,,86,98
340,4,10:39.0,Offensive rebound by D. Nwaba,,86,98
341,4,10:38.0,D. Nwaba makes 2-pt dunk at rim,,88,98
342,4,10:38.0,,Minnesota full timeout,88,98
343,4,10:38.0,,G. Dieng enters the game for O. Casspi,88,98
344,4,10:38.0,,R. Rubio enters the game for T. Jones,88,98
345,4,10:33.0,,Turnover by G. Dieng (traveling),88,98
346,4,10:20.0,Turnover by T. Robinson (offensive goaltending),,88,98
347,4,10:03.0,,R. Rubio makes 2-pt jump shot from 15 ft,88,100
348,4,9:48.0,T. Ennis misses 3-pt jump shot from 24 ft,,88,100
349,4,9:47.0,,Defensive rebound by K. Towns,88,100
350,4,9:25.0,,R. Rubio misses 2-pt jump shot from 16 ft,88,100
351,4,9:24.0,Defensive rebound by Team,,88,100
352,4,9:24.0,,Loose ball foul by K. Towns (drawn by T. Robinson),88,100
353,4,9:04.0,T. Robinson misses 2-pt jump shot from 16 ft,,88,100
354,4,9:03.0,,Defensive rebound by K. Dunn,88,100
355,4,8:50.0,,K. Towns misses 3-pt jump shot from 25 ft,88,100
356,4,8:49.0,Defensive rebound by D. Nwaba,,88,100
357,4,8:41.0,T. Robinson makes 2-pt dunk at rim (assist by D. Russell),,90,100
358,4,8:25.0,,Personal foul by D. Russell (drawn by K. Dunn),90,100
359,4,8:25.0,,A. Wiggins enters the game for S. Muhammad,90,100
360,4,8:18.0,,G. Dieng misses 2-pt layup from 3 ft,90,100
361,4,8:18.0,,Offensive rebound by K. Towns,90,100
362,4,8:18.0,,Shooting foul by T. Robinson (drawn by K. Towns),90,100
363,4,8:18.0,,K. Towns makes free throw 1 of 2,90,101
364,4,8:18.0,,K. Towns misses free throw 2 of 2,90,101
365,4,8:18.0,J. Clarkson enters the game for D. Russell,,90,101
366,4,8:13.0,,Offensive rebound by Team,90,101
367,4,7:57.0,,Personal foul by T. Robinson (drawn by G. Dieng),90,101
368,4,7:49.0,,A. Wiggins misses 2-pt jump shot from 16 ft,90,101
369,4,7:48.0,Defensive rebound by T. Ennis,,90,101
370,4,7:39.0,D. Nwaba misses 3-pt jump shot from 23 ft,,90,101
371,4,7:38.0,,Defensive rebound by K. Dunn,90,101
372,4,7:20.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),90,104
373,4,6:56.0,L. Nance misses 3-pt jump shot from 25 ft,,90,104
374,4,6:55.0,,Defensive rebound by K. Dunn,90,104
375,4,6:33.0,,A. Wiggins misses 2-pt jump shot from 6 ft,90,104
376,4,6:32.0,,Offensive rebound by Team,90,104
377,4,6:32.0,,Turnover by Team (shot clock),90,104
378,4,6:21.0,LA Lakers full timeout,,90,104
379,4,6:21.0,D. Russell enters the game for T. Ennis,,90,104
380,4,6:21.0,Turnover by Team (5 sec inbounds),,90,104
381,4,6:05.0,,A. Wiggins misses 2-pt jump shot from 13 ft,90,104
382,4,6:04.0,Defensive rebound by D. Russell,,90,104
383,4,6:00.0,J. Randle enters the game for L. Nance,,90,104
384,4,5:51.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by D. Russell),,93,104
