,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
385,4,3:24.0,,S. Vujačić makes 2-pt jump shot from 23 ft (assist by R. Baker),106,87
386,4,3:08.0,Turnover by T. Evans (lost ball),,106,87
387,4,2:49.0,,J. Holiday makes 2-pt jump shot from 4 ft,106,89
388,4,2:35.0,E. Moore makes 2-pt jump shot from 10 ft,,108,89
389,4,2:23.0,,Personal foul by C. Diallo (drawn by R. Baker),108,89
390,4,2:23.0,New Orleans full timeout,,108,89
391,4,2:23.0,B. Hield enters the game for T. Evans,,108,89
392,4,2:12.0,,W. Hernangómez makes 2-pt layup from 1 ft,108,91
393,4,1:57.0,C. Diallo misses 2-pt jump shot from 20 ft,,108,91
394,4,1:56.0,,Defensive rebound by W. Hernangómez,108,91
395,4,1:42.0,,Turnover by R. Baker (bad pass; steal by B. Hield),108,91
396,4,1:38.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Motiejūnas),,110,91
397,4,1:29.0,,J. Holiday misses 2-pt jump shot from 17 ft,110,91
398,4,1:28.0,,Offensive rebound by M. Ndour,110,91
399,4,1:27.0,,Turnover by M. Ndour (lost ball; steal by B. Hield),110,91
400,4,1:17.0,C. Diallo misses 2-pt layup from 1 ft,,110,91
401,4,1:15.0,,Defensive rebound by M. Ndour,110,91
402,4,1:12.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by S. Vujačić),110,94
403,4,0:58.0,C. Diallo misses 2-pt jump shot from 20 ft,,110,94
404,4,0:57.0,,Defensive rebound by J. Holiday,110,94
405,4,0:52.0,,Shooting foul by D. Motiejūnas (drawn by J. Holiday),110,94
406,4,0:52.0,,J. Holiday makes free throw 1 of 2,110,95
407,4,0:52.0,,J. Holiday makes free throw 2 of 2,110,96
408,4,0:30.0,Turnover by D. Motiejūnas (bad pass; steal by R. Baker),,110,96
409,4,0:27.0,,Turnover by R. Baker (bad pass; steal by D. Motiejūnas),110,96
410,4,0:03.0,Turnover by Team (shot clock),,110,96
