,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
31,1,7:49.0,Defensive rebound by D. Gallinari,,9,8
32,1,7:29.0,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),,11,8
33,1,7:15.0,,C. Zeller misses 2-pt jump shot from 5 ft,11,8
34,1,7:14.0,Defensive rebound by N. Jokić,,11,8
35,1,7:04.0,D. Gallinari misses 3-pt jump shot from 26 ft,,11,8
36,1,7:03.0,,Defensive rebound by M. Kidd-Gilchrist,11,8
37,1,6:52.0,,Shooting foul by N. Jokić (drawn by N. Batum),11,8
38,1,6:52.0,,N. Batum makes free throw 1 of 2,11,9
39,1,6:52.0,,N. Batum misses free throw 2 of 2,11,9
40,1,6:50.0,Defensive rebound by N. Jokić,,11,9
41,1,6:33.0,N. Jokić makes 2-pt hook shot from 8 ft (assist by G. Harris),,13,9
42,1,6:15.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 10 ft (assist by N. Batum),13,11
43,1,5:55.0,N. Jokić misses 3-pt jump shot from 26 ft,,13,11
44,1,5:54.0,,Defensive rebound by M. Williams,13,11
45,1,5:42.0,,M. Williams misses 3-pt jump shot from 25 ft,13,11
46,1,5:41.0,Defensive rebound by D. Gallinari,,13,11
47,1,5:30.0,N. Jokić misses 2-pt jump shot from 9 ft,,13,11
48,1,5:28.0,,Defensive rebound by M. Williams,13,11
49,1,5:13.0,,N. Batum misses 3-pt jump shot from 25 ft,13,11
50,1,5:12.0,,Offensive rebound by M. Kidd-Gilchrist,13,11
51,1,5:08.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),13,14
52,1,5:02.0,,Charlotte full timeout,13,14
53,1,5:02.0,W. Chandler enters the game for K. Faried,,13,14
54,1,5:01.0,,F. Kaminsky enters the game for M. Williams,13,14
55,1,4:40.0,D. Gallinari makes 3-pt jump shot from 25 ft,,16,14
56,1,4:22.0,,C. Zeller makes 2-pt hook shot from 5 ft (assist by K. Walker),16,16
57,1,4:12.0,D. Gallinari misses 2-pt jump shot from 4 ft (block by M. Kidd-Gilchrist),,16,16
58,1,4:11.0,,Defensive rebound by C. Zeller,16,16
59,1,4:07.0,,Shooting foul by G. Harris (drawn by M. Kidd-Gilchrist),16,16
60,1,4:07.0,,M. Kidd-Gilchrist makes free throw 1 of 2,16,17
61,1,4:07.0,J. Murray enters the game for G. Harris,,16,17
62,1,4:07.0,,M. Kidd-Gilchrist makes free throw 2 of 2,16,18
63,1,3:55.0,Turnover by J. Murray (bad pass; steal by M. Kidd-Gilchrist),,16,18
64,1,3:46.0,,K. Walker misses 2-pt jump shot from 17 ft,16,18
65,1,3:43.0,Defensive rebound by N. Jokić,,16,18
66,1,3:29.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by J. Nelson),,19,18
67,1,3:29.0,Shooting foul by N. Batum (drawn by D. Gallinari),,19,18
68,1,3:29.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,19,18
69,1,3:29.0,M. Plumlee enters the game for N. Jokić,,19,18
70,1,3:29.0,D. Gallinari makes free throw 1 of 1,,20,18
71,1,3:11.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,20,18
72,1,3:10.0,Defensive rebound by J. Murray,,20,18
73,1,3:02.0,Shooting foul by C. Zeller (drawn by D. Gallinari),,20,18
74,1,3:02.0,D. Gallinari makes free throw 1 of 2,,21,18
75,1,3:02.0,,B. Weber enters the game for K. Walker,21,18
76,1,3:02.0,,M. Plumlee enters the game for C. Zeller,21,18
77,1,3:02.0,D. Gallinari makes free throw 2 of 2,,22,18
78,1,2:45.0,,M. Plumlee makes 2-pt hook shot from 5 ft (assist by N. Batum),22,20
79,1,2:35.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by J. Nelson),,24,20
80,1,2:24.0,,B. Weber misses 2-pt jump shot from 20 ft,24,20
81,1,2:23.0,,Offensive rebound by M. Plumlee,24,20
82,1,2:12.0,,Shooting foul by D. Gallinari (drawn by N. Batum),24,20
83,1,2:12.0,Denver full timeout,,24,20
84,1,2:12.0,,N. Batum makes free throw 1 of 2,24,21
85,1,2:12.0,G. Harris enters the game for D. Gallinari,,24,20
86,1,2:12.0,J. Hernangómez enters the game for J. Nelson,,24,20
87,1,2:12.0,,N. Batum makes free throw 2 of 2,24,22
88,1,1:58.0,W. Chandler misses 2-pt jump shot from 19 ft,,24,22
89,1,1:57.0,,Defensive rebound by N. Batum,24,22
90,1,1:49.0,,Turnover by N. Batum (bad pass; steal by J. Murray),24,22
91,1,1:46.0,,J. Lamb enters the game for N. Batum,24,22
92,1,1:30.0,W. Chandler misses 3-pt jump shot from 25 ft,,24,22
93,1,1:28.0,,Defensive rebound by M. Plumlee,24,22
94,1,1:18.0,,J. Lamb makes 2-pt jump shot from 5 ft,24,24
95,1,1:03.0,Personal foul by F. Kaminsky (drawn by G. Harris),,24,24
96,1,0:59.0,,Violation by B. Weber (kicked ball),24,24
97,1,0:55.0,J. Murray makes 3-pt jump shot from 26 ft,,27,24
98,1,0:43.0,,M. Belinelli misses 2-pt jump shot from 19 ft,27,24
99,1,0:41.0,Defensive rebound by G. Harris,,27,24
100,1,0:36.0,G. Harris makes 2-pt layup at rim,,29,24
101,1,0:24.0,,J. Lamb misses 3-pt jump shot from 23 ft,29,24
102,1,0:23.0,Defensive rebound by J. Hernangómez,,29,24
103,1,0:01.0,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Murray),,32,24
104,2,11:51.0,Turnover by M. Plumlee (offensive foul),,32,24
105,2,11:51.0,Offensive foul by M. Plumlee (drawn by M. Belinelli),,32,24
106,2,11:38.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,32,24
107,2,11:37.0,Defensive rebound by M. Plumlee,,32,24
108,2,11:26.0,J. Murray misses 3-pt jump shot from 24 ft,,32,24
109,2,11:25.0,,Defensive rebound by J. Lamb,32,24
110,2,11:15.0,,Shooting foul by M. Plumlee (drawn by M. Plumlee),32,24
111,2,11:15.0,,M. Plumlee makes free throw 1 of 2,32,25
112,2,11:15.0,,M. Plumlee makes free throw 2 of 2,32,26
113,2,10:51.0,W. Chandler misses 2-pt jump shot from 5 ft,,32,26
114,2,10:50.0,,Defensive rebound by F. Kaminsky,32,26
115,2,10:42.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,32,26
116,2,10:41.0,Defensive rebound by J. Murray,,32,26
117,2,10:29.0,M. Plumlee misses 2-pt jump shot from 17 ft,,32,26
118,2,10:28.0,,Defensive rebound by J. Lamb,32,26
119,2,10:20.0,,M. Belinelli misses 3-pt jump shot from 25 ft,32,26
120,2,10:19.0,,Offensive rebound by B. Weber,32,26
121,2,10:16.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by B. Weber),32,29
122,2,10:16.0,Denver full timeout,,32,29
123,2,10:01.0,J. Murray misses 3-pt jump shot from 25 ft,,32,29
124,2,10:00.0,,Defensive rebound by M. Plumlee,32,29
125,2,9:49.0,,Turnover by M. Belinelli (bad pass; steal by J. Hernangómez),32,29
126,2,9:44.0,J. Hernangómez makes 2-pt layup from 1 ft,,34,29
127,2,9:22.0,,J. Lamb makes 2-pt layup from 1 ft,34,31
128,2,9:06.0,J. Hernangómez misses 2-pt layup from 1 ft,,34,31
129,2,9:05.0,Offensive rebound by M. Plumlee,,34,31
130,2,9:05.0,M. Plumlee makes 2-pt layup at rim,,36,31
131,2,9:00.0,,Charlotte full timeout,36,31
132,2,9:00.0,,M. Williams enters the game for M. Plumlee,36,31
133,2,8:49.0,,J. Lamb makes 2-pt jump shot from 10 ft,36,33
134,2,8:34.0,G. Harris misses 3-pt jump shot from 26 ft,,36,33
135,2,8:34.0,,Defensive rebound by Team,36,33
136,2,8:34.0,K. Faried enters the game for J. Hernangómez,,36,33
137,2,8:13.0,,M. Williams misses 2-pt jump shot from 5 ft,36,33
138,2,8:11.0,Defensive rebound by M. Plumlee,,36,33
139,2,7:59.0,,K. Walker enters the game for B. Weber,36,33
140,2,7:59.0,J. Nelson enters the game for G. Harris,,36,33
141,2,7:53.0,K. Faried makes 2-pt jump shot from 12 ft (assist by J. Nelson),,38,33
142,2,7:31.0,,Shooting foul by M. Plumlee (drawn by F. Kaminsky),38,33
143,2,7:31.0,,F. Kaminsky makes free throw 1 of 2,38,34
144,2,7:31.0,D. Gallinari enters the game for W. Chandler,,38,34
145,2,7:31.0,N. Jokić enters the game for M. Plumlee,,38,34
146,2,7:31.0,,F. Kaminsky makes free throw 2 of 2,38,35
147,2,7:18.0,Personal foul by M. Williams (drawn by D. Gallinari),,38,35
148,2,7:18.0,,N. Batum enters the game for M. Belinelli,38,35
149,2,7:09.0,N. Jokić misses 2-pt layup from 2 ft (block by N. Batum),,38,35
150,2,7:07.0,Offensive rebound by N. Jokić,,38,35
151,2,7:07.0,N. Jokić makes 2-pt layup at rim,,40,35
152,2,6:52.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),40,38
153,2,6:44.0,Personal foul by F. Kaminsky (drawn by N. Jokić),,40,38
154,2,6:41.0,Turnover by N. Jokić (traveling),,40,38
155,2,6:30.0,,K. Walker misses 2-pt layup from 1 ft,40,38
156,2,6:29.0,Defensive rebound by K. Faried,,40,38
157,2,6:24.0,J. Nelson makes 3-pt jump shot from 24 ft,,43,38
158,2,6:08.0,,F. Kaminsky misses 2-pt jump shot from 9 ft,43,38
159,2,6:07.0,Defensive rebound by D. Gallinari,,43,38
160,2,6:01.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by N. Jokić),,46,38
161,2,6:00.0,,Charlotte full timeout,46,38
162,2,6:00.0,,M. Kidd-Gilchrist enters the game for J. Lamb,46,38
163,2,5:44.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),46,41
164,2,5:26.0,Shooting foul by F. Kaminsky (drawn by N. Jokić),,46,41
165,2,5:26.0,N. Jokić misses free throw 1 of 2,,46,41
166,2,5:26.0,Offensive rebound by Team,,46,41
167,2,5:26.0,,C. Zeller enters the game for F. Kaminsky,46,41
168,2,5:26.0,N. Jokić makes free throw 2 of 2,,47,41
169,2,5:16.0,,K. Walker misses 3-pt jump shot from 25 ft,47,41
170,2,5:15.0,Defensive rebound by K. Faried,,47,41
171,2,5:04.0,Turnover by D. Gallinari (bad pass; steal by M. Williams),,47,41
172,2,4:54.0,,N. Batum makes 2-pt jump shot from 14 ft (assist by K. Walker),47,43
173,2,4:54.0,,Shooting foul by J. Nelson (drawn by N. Batum),47,43
174,2,4:54.0,,N. Batum makes free throw 1 of 1,47,44
175,2,4:40.0,Turnover by J. Nelson (bad pass; steal by C. Zeller),,47,44
176,2,4:34.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by C. Zeller),47,46
177,2,4:34.0,Denver full timeout,,47,46
178,2,4:34.0,G. Harris enters the game for J. Murray,,47,46
179,2,4:20.0,D. Gallinari misses 2-pt jump shot from 18 ft,,47,46
180,2,4:19.0,,Defensive rebound by M. Williams,47,46
181,2,4:05.0,,N. Batum misses 3-pt jump shot from 23 ft,47,46
182,2,4:04.0,Defensive rebound by K. Faried,,47,46
183,2,3:44.0,J. Nelson misses 2-pt jump shot from 22 ft,,47,46
184,2,3:43.0,,Defensive rebound by C. Zeller,47,46
185,2,3:34.0,,Turnover by N. Batum (bad pass; steal by J. Nelson),47,46
186,2,3:25.0,G. Harris misses 2-pt jump shot from 9 ft,,47,46
187,2,3:24.0,,Defensive rebound by M. Kidd-Gilchrist,47,46
188,2,3:20.0,,Shooting foul by K. Faried (drawn by C. Zeller),47,46
189,2,3:20.0,,C. Zeller misses free throw 1 of 2,47,46
190,2,3:20.0,,Offensive rebound by Team,47,46
191,2,3:20.0,W. Chandler enters the game for K. Faried,,47,46
192,2,3:20.0,,C. Zeller makes free throw 2 of 2,47,47
193,2,2:56.0,G. Harris misses 2-pt jump shot from 6 ft,,47,47
194,2,2:54.0,,Defensive rebound by M. Kidd-Gilchrist,47,47
195,2,2:47.0,,K. Walker misses 2-pt jump shot from 17 ft,47,47
196,2,2:46.0,,Offensive rebound by K. Walker,47,47
197,2,2:43.0,,K. Walker misses 2-pt layup from 2 ft,47,47
198,2,2:41.0,,Offensive rebound by M. Kidd-Gilchrist,47,47
199,2,2:39.0,,Charlotte full timeout,47,47
200,2,2:26.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),47,50
201,2,2:12.0,D. Gallinari misses 2-pt jump shot from 17 ft,,47,50
202,2,2:11.0,,Defensive rebound by M. Williams,47,50
203,2,1:55.0,,N. Batum misses 2-pt jump shot from 12 ft,47,50
204,2,1:55.0,,Offensive rebound by C. Zeller,47,50
205,2,1:51.0,,M. Williams misses 3-pt jump shot from 26 ft,47,50
206,2,1:49.0,Defensive rebound by G. Harris,,47,50
207,2,1:43.0,Personal foul by M. Williams (drawn by N. Jokić),,47,50
208,2,1:43.0,,M. Belinelli enters the game for M. Williams,47,50
209,2,1:39.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,49,50
210,2,1:39.0,Shooting foul by M. Kidd-Gilchrist (drawn by G. Harris),,49,50
211,2,1:39.0,G. Harris makes free throw 1 of 1,,50,50
212,2,1:20.0,,Shooting foul by G. Harris (drawn by M. Belinelli),50,50
213,2,1:20.0,,M. Belinelli makes free throw 1 of 2,50,51
214,2,1:20.0,,M. Belinelli makes free throw 2 of 2,50,52
215,2,1:00.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by G. Harris),,53,52
216,2,0:48.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),53,54
217,2,0:28.0,W. Chandler misses 3-pt jump shot from 24 ft,,53,54
218,2,0:27.0,,Defensive rebound by C. Zeller,53,54
219,2,0:06.0,,K. Walker makes 2-pt layup from 1 ft (assist by C. Zeller),53,56
220,2,0:06.0,,Shooting foul by N. Jokić (drawn by K. Walker),53,56
221,2,0:06.0,,K. Walker misses free throw 1 of 1,53,56
222,2,0:05.0,Defensive rebound by N. Jokić,,53,56
223,2,0:00.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Nelson),,56,56
224,3,11:42.0,K. Faried misses 2-pt hook shot from 8 ft,,56,56
225,3,11:41.0,,Defensive rebound by M. Williams,56,56
226,3,11:27.0,,N. Batum misses 3-pt jump shot from 24 ft,56,56
227,3,11:25.0,Defensive rebound by N. Jokić,,56,56
228,3,11:08.0,K. Faried misses 2-pt hook shot from 6 ft,,56,56
229,3,11:07.0,,Defensive rebound by N. Batum,56,56
230,3,10:55.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,56,56
231,3,10:53.0,Defensive rebound by G. Harris,,56,56
232,3,10:45.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by N. Jokić),,59,56
233,3,10:31.0,,M. Williams misses 2-pt jump shot from 21 ft,59,56
234,3,10:30.0,Defensive rebound by K. Faried,,59,56
235,3,10:19.0,K. Faried misses 2-pt layup from 1 ft,,59,56
236,3,10:17.0,,Defensive rebound by C. Zeller,59,56
237,3,10:09.0,,Turnover by K. Walker (lost ball; steal by K. Faried),59,56
238,3,10:01.0,G. Harris makes 2-pt layup from 3 ft (assist by K. Faried),,61,56
239,3,9:31.0,,K. Walker makes 2-pt jump shot from 10 ft,61,58
240,3,9:12.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Nelson),,63,58
241,3,9:00.0,,N. Batum misses 2-pt jump shot from 8 ft,63,58
242,3,8:58.0,Defensive rebound by G. Harris,,63,58
243,3,8:54.0,J. Nelson misses 3-pt jump shot from 25 ft,,63,58
244,3,8:53.0,,Defensive rebound by N. Batum,63,58
245,3,8:49.0,,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),63,60
246,3,8:49.0,,Shooting foul by J. Nelson (drawn by C. Zeller),63,60
247,3,8:49.0,,C. Zeller makes free throw 1 of 1,63,61
248,3,8:38.0,Personal foul by N. Batum (drawn by D. Gallinari),,63,61
249,3,8:29.0,Turnover by J. Nelson (bad pass; steal by M. Williams),,63,61
250,3,8:20.0,,Shooting foul by G. Harris (drawn by K. Walker),63,61
251,3,8:20.0,,K. Walker makes free throw 1 of 2,63,62
252,3,8:20.0,,K. Walker makes free throw 2 of 2,63,63
253,3,8:07.0,D. Gallinari makes 2-pt jump shot from 18 ft,,65,63
254,3,7:49.0,,N. Batum misses 2-pt jump shot from 10 ft,65,63
255,3,7:47.0,Defensive rebound by D. Gallinari,,65,63
256,3,7:37.0,J. Nelson misses 2-pt layup from 2 ft,,65,63
257,3,7:36.0,Offensive rebound by K. Faried,,65,63
258,3,7:36.0,K. Faried makes 2-pt layup at rim,,67,63
259,3,7:20.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),67,66
260,3,6:59.0,K. Faried makes 2-pt jump shot from 5 ft (assist by J. Nelson),,69,66
261,3,6:35.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),69,68
262,3,6:29.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),,72,68
263,3,6:29.0,,Charlotte full timeout,72,68
264,3,6:16.0,,C. Zeller misses 2-pt jump shot from 20 ft,72,68
265,3,6:15.0,Defensive rebound by N. Jokić,,72,68
266,3,6:07.0,K. Faried makes 2-pt layup at rim (assist by J. Nelson),,74,68
267,3,5:45.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),74,70
268,3,5:28.0,K. Faried misses 2-pt jump shot from 4 ft (block by M. Kidd-Gilchrist),,74,70
269,3,5:26.0,,Defensive rebound by M. Kidd-Gilchrist,74,70
270,3,5:18.0,,Turnover by N. Batum (offensive foul),74,70
271,3,5:18.0,Offensive charge foul by N. Batum (drawn by D. Gallinari),,74,70
272,3,5:18.0,,F. Kaminsky enters the game for M. Williams,74,70
273,3,5:18.0,J. Murray enters the game for G. Harris,,74,70
274,3,5:03.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,76,70
275,3,4:45.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,76,70
276,3,4:44.0,Defensive rebound by K. Faried,,76,70
277,3,4:27.0,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),,78,70
278,3,4:27.0,Shooting foul by C. Zeller (drawn by N. Jokić),,78,70
279,3,4:27.0,N. Jokić makes free throw 1 of 1,,79,70
280,3,4:14.0,,K. Walker makes 3-pt jump shot from 27 ft (assist by M. Kidd-Gilchrist),79,73
281,3,4:03.0,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),,81,73
282,3,3:45.0,,K. Walker misses 3-pt jump shot from 25 ft,81,73
283,3,3:43.0,Defensive rebound by K. Faried,,81,73
284,3,3:27.0,K. Faried misses 2-pt jump shot from 8 ft (block by C. Zeller),,81,73
285,3,3:27.0,,Defensive rebound by Team,81,73
286,3,3:27.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,81,73
287,3,3:27.0,G. Harris enters the game for J. Nelson,,81,73
288,3,3:27.0,W. Chandler enters the game for D. Gallinari,,81,73
289,3,3:16.0,,K. Walker misses 2-pt layup from 1 ft,81,73
290,3,3:15.0,Defensive rebound by W. Chandler,,81,73
291,3,3:00.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,84,73
292,3,2:48.0,,N. Batum makes 3-pt jump shot from 25 ft,84,76
293,3,2:31.0,K. Faried makes 2-pt layup from 1 ft (assist by N. Jokić),,86,76
294,3,2:31.0,Shooting foul by F. Kaminsky (drawn by K. Faried),,86,76
295,3,2:31.0,Denver full timeout,,86,76
296,3,2:31.0,K. Faried misses free throw 1 of 1,,86,76
297,3,2:29.0,,Defensive rebound by N. Batum,86,76
298,3,2:16.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,86,76
299,3,2:14.0,,Offensive rebound by C. Zeller,86,76
300,3,2:04.0,,F. Kaminsky makes 2-pt jump shot from 7 ft,86,78
301,3,1:40.0,J. Murray misses 3-pt jump shot from 26 ft,,86,78
302,3,1:38.0,Offensive rebound by N. Jokić,,86,78
303,3,1:36.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,88,78
304,3,1:20.0,,N. Batum misses 3-pt jump shot from 24 ft,88,78
305,3,1:19.0,Defensive rebound by N. Jokić,,88,78
306,3,1:14.0,K. Faried makes 2-pt layup from 1 ft (assist by W. Chandler),,90,78
307,3,0:59.0,,Shooting foul by J. Murray (drawn by K. Walker),90,78
308,3,0:59.0,,K. Walker makes free throw 1 of 3,90,79
309,3,0:59.0,,K. Walker makes free throw 2 of 3,90,80
310,3,0:59.0,M. Plumlee enters the game for K. Faried,,90,80
311,3,0:59.0,,M. Plumlee enters the game for C. Zeller,90,80
312,3,0:59.0,,J. Lamb enters the game for N. Batum,90,80
313,3,0:59.0,,K. Walker makes free throw 3 of 3,90,81
314,3,0:48.0,Personal foul by M. Belinelli (drawn by G. Harris),,90,81
315,3,0:44.0,Shooting foul by J. Lamb (drawn by W. Chandler),,90,81
316,3,0:44.0,,Violation by M. Plumlee (def goaltending),90,81
317,3,0:44.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,92,81
318,3,0:44.0,W. Chandler misses free throw 1 of 1,,92,81
319,3,0:39.0,,Defensive rebound by F. Kaminsky,92,81
320,3,0:32.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),92,84
321,3,0:28.0,,C. Zeller enters the game for M. Plumlee,92,84
322,3,0:14.0,N. Jokić makes 2-pt hook shot from 8 ft,,94,84
323,3,0:00.0,,K. Walker makes 2-pt jump shot from 16 ft,94,86
324,4,12:00.0,Offensive charge foul by C. Zeller (drawn by J. Murray),,94,86
325,4,12:00.0,,Turnover by C. Zeller (offensive foul),94,86
326,4,11:30.0,Turnover by M. Plumlee (traveling),,94,86
327,4,11:19.0,,K. Walker makes 3-pt jump shot from 25 ft,94,89
328,4,10:53.0,J. Murray misses 2-pt jump shot from 15 ft,,94,89
329,4,10:52.0,,Defensive rebound by J. Lamb,94,89
330,4,10:43.0,,J. Lamb misses 2-pt layup from 2 ft,94,89
331,4,10:42.0,,Offensive rebound by C. Zeller,94,89
332,4,10:37.0,,K. Walker misses 3-pt jump shot from 27 ft,94,89
333,4,10:36.0,Defensive rebound by J. Murray,,94,89
334,4,10:27.0,G. Harris misses 3-pt jump shot from 25 ft,,94,89
335,4,10:24.0,Offensive rebound by J. Hernangómez,,94,89
336,4,10:24.0,J. Hernangómez misses 2-pt layup from 2 ft (block by C. Zeller),,94,89
337,4,10:22.0,,Defensive rebound by J. Lamb,94,89
338,4,10:15.0,,M. Belinelli misses 3-pt jump shot from 25 ft,94,89
339,4,10:14.0,,Offensive rebound by C. Zeller,94,89
340,4,10:11.0,,K. Walker makes 2-pt layup from 1 ft,94,91
341,4,10:11.0,,Shooting foul by W. Chandler (drawn by K. Walker),94,91
342,4,10:11.0,Denver full timeout,,94,91
343,4,10:11.0,,K. Walker misses free throw 1 of 1,94,91
344,4,10:10.0,Defensive rebound by J. Hernangómez,,94,91
345,4,9:50.0,W. Chandler misses 2-pt jump shot from 4 ft (block by F. Kaminsky),,94,91
346,4,9:47.0,Offensive rebound by M. Plumlee,,94,91
347,4,9:47.0,M. Plumlee misses 2-pt layup at rim,,94,91
348,4,9:46.0,,Defensive rebound by K. Walker,94,91
349,4,9:34.0,,J. Lamb makes 2-pt jump shot from 8 ft,94,93
350,4,9:20.0,W. Chandler misses 3-pt jump shot from 25 ft,,94,93
351,4,9:18.0,,Defensive rebound by J. Lamb,94,93
352,4,9:00.0,,J. Lamb makes 2-pt layup at rim,94,95
353,4,8:45.0,Turnover by W. Chandler (bad pass; steal by J. Lamb),,94,95
354,4,8:36.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by K. Walker),94,98
355,4,8:36.0,Denver full timeout,,94,98
356,4,8:36.0,,M. Williams enters the game for C. Zeller,94,98
357,4,8:36.0,D. Gallinari enters the game for W. Chandler,,94,98
358,4,8:36.0,N. Jokić enters the game for M. Plumlee,,94,98
359,4,8:36.0,K. Faried enters the game for J. Hernangómez,,94,98
360,4,8:14.0,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),,96,98
361,4,7:56.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by F. Kaminsky),96,101
362,4,7:44.0,Turnover by N. Jokić (bad pass; steal by M. Williams),,96,101
363,4,7:39.0,,M. Belinelli misses 3-pt jump shot from 27 ft,96,101
364,4,7:38.0,Defensive rebound by Team,,96,101
365,4,7:28.0,N. Jokić makes 2-pt layup from 2 ft,,98,101
366,4,7:06.0,,K. Walker misses 2-pt jump shot from 16 ft,98,101
367,4,7:03.0,Defensive rebound by N. Jokić,,98,101
368,4,6:56.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by N. Jokić),,101,101
369,4,6:34.0,,F. Kaminsky makes 2-pt layup from 2 ft,101,103
370,4,6:34.0,,Shooting foul by N. Jokić (drawn by F. Kaminsky),101,103
371,4,6:34.0,,F. Kaminsky makes free throw 1 of 1,101,104
372,4,6:21.0,G. Harris makes 2-pt layup from 1 ft (assist by K. Faried),,103,104
373,4,6:04.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by M. Williams),103,107
374,4,5:52.0,Personal foul by M. Belinelli (drawn by N. Jokić),,103,107
