,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
54,1,6:02.0,Shooting foul by P. Millsap (drawn by D. Green),,9,16
55,1,6:02.0,D. Green makes free throw 1 of 2,,10,16
56,1,6:02.0,,T. Hardaway enters the game for K. Bazemore,10,16
57,1,6:02.0,D. Green makes free throw 2 of 2,,11,16
58,1,5:51.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Hardaway),11,19
59,1,5:38.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,13,19
60,1,5:26.0,,Shooting foul by D. Green (drawn by D. Howard),13,19
61,1,5:26.0,,D. Howard makes free throw 1 of 2,13,20
62,1,5:26.0,,D. Howard misses free throw 2 of 2,13,20
63,1,5:25.0,,Offensive rebound by T. Hardaway,13,20
64,1,5:20.0,,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Schröder),13,23
65,1,5:02.0,J. McGee makes 2-pt layup from 1 ft,,15,23
66,1,4:54.0,,Personal foul by K. Thompson (drawn by P. Millsap),15,23
67,1,4:54.0,,P. Millsap makes free throw 1 of 2,15,24
68,1,4:54.0,,P. Millsap makes free throw 2 of 2,15,25
69,1,4:44.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Curry),,18,25
70,1,4:21.0,,Turnover by T. Sefolosha (bad pass),18,25
71,1,4:14.0,S. Curry misses 3-pt jump shot from 26 ft,,18,25
72,1,4:11.0,,Defensive rebound by P. Millsap,18,25
73,1,4:05.0,,Turnover by D. Howard (3 sec),18,25
74,1,4:05.0,P. McCaw enters the game for D. Green,,18,25
75,1,4:05.0,M. Barnes enters the game for K. Thompson,,18,25
76,1,4:05.0,,T. Prince enters the game for T. Sefolosha,18,25
77,1,4:05.0,,E. İlyasova enters the game for D. Howard,18,25
78,1,3:49.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by J. McGee),,21,25
79,1,3:34.0,,P. Millsap misses 2-pt layup from 1 ft,21,25
80,1,3:31.0,Defensive rebound by J. McGee,,21,25
81,1,3:28.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,23,25
82,1,3:27.0,,Atlanta full timeout,23,25
83,1,3:12.0,,D. Schröder makes 2-pt layup from 3 ft,23,27
84,1,3:12.0,,Shooting foul by J. McGee (drawn by D. Schröder),23,27
85,1,3:12.0,,D. Schröder makes free throw 1 of 1,23,28
86,1,2:59.0,Shooting foul by T. Prince (drawn by A. Iguodala),,23,28
87,1,2:59.0,A. Iguodala misses free throw 1 of 3,,23,28
88,1,2:59.0,Offensive rebound by Team,,23,28
89,1,2:59.0,A. Iguodala makes free throw 2 of 3,,24,28
90,1,2:59.0,,M. Delaney enters the game for T. Prince,24,28
91,1,2:59.0,A. Iguodala makes free throw 3 of 3,,25,28
92,1,2:51.0,,D. Schröder makes 3-pt jump shot from 25 ft,25,31
93,1,2:47.0,Golden State full timeout,,25,31
94,1,2:40.0,Shooting foul by E. İlyasova (drawn by A. Iguodala),,25,31
95,1,2:40.0,A. Iguodala makes free throw 1 of 2,,26,31
96,1,2:40.0,A. Iguodala makes free throw 2 of 2,,27,31
97,1,2:25.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by P. Millsap),27,33
98,1,2:04.0,M. Barnes misses 3-pt jump shot from 25 ft,,27,33
99,1,2:02.0,,Defensive rebound by D. Schröder,27,33
100,1,1:56.0,,D. Schröder makes 2-pt jump shot from 22 ft,27,35
101,1,1:40.0,S. Curry makes 2-pt layup from 2 ft (assist by M. Barnes),,29,35
102,1,1:24.0,,M. Delaney misses 3-pt jump shot from 25 ft,29,35
103,1,1:22.0,,Offensive rebound by P. Millsap,29,35
104,1,1:06.0,,E. İlyasova misses 3-pt jump shot from 23 ft,29,35
105,1,1:01.0,Defensive rebound by P. McCaw,,29,35
106,1,0:55.0,Turnover by M. Barnes (bad pass; steal by E. İlyasova),,29,35
107,1,0:54.0,,Personal take foul by A. Iguodala (drawn by E. İlyasova),29,35
108,1,0:54.0,,E. İlyasova makes free throw 1 of 2,29,36
109,1,0:54.0,D. Green enters the game for J. McGee,,29,36
110,1,0:54.0,S. Livingston enters the game for A. Iguodala,,29,36
111,1,0:54.0,,E. İlyasova makes free throw 2 of 2,29,37
112,1,0:45.0,S. Curry makes 3-pt jump shot from 24 ft,,32,37
113,1,0:33.0,Violation by S. Curry (kicked ball),,32,37
114,1,0:28.0,,D. Schröder makes 3-pt jump shot from 26 ft,32,40
115,1,0:15.0,Personal foul by D. Schröder (drawn by S. Curry),,32,40
116,1,0:15.0,K. Thompson enters the game for P. McCaw,,32,40
117,1,0:15.0,,T. Prince enters the game for D. Schröder,32,40
118,1,0:15.0,I. Clark enters the game for M. Barnes,,32,40
119,1,0:07.0,I. Clark makes 3-pt jump shot from 24 ft (assist by D. Green),,35,40
120,1,0:01.0,,Shooting foul by D. Green (drawn by T. Hardaway),35,40
121,1,0:01.0,,T. Hardaway makes free throw 1 of 2,35,41
122,1,0:01.0,,T. Hardaway makes free throw 2 of 2,35,42
123,2,11:46.0,,D. Schröder misses 2-pt jump shot from 20 ft,35,42
124,2,11:44.0,Defensive rebound by D. West,,35,42
125,2,11:27.0,S. Livingston misses 2-pt jump shot from 19 ft,,35,42
126,2,11:25.0,,Defensive rebound by D. Howard,35,42
127,2,11:19.0,,Personal foul by K. Thompson (drawn by D. Schröder),35,42
128,2,11:10.0,,Turnover by T. Hardaway (lost ball; steal by A. Iguodala),35,42
129,2,11:04.0,Turnover by K. Thompson (bad pass),,35,42
130,2,10:48.0,,T. Hardaway misses 2-pt jump shot from 18 ft,35,42
131,2,10:45.0,,Offensive rebound by Team,35,42
132,2,10:39.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Hardaway),35,45
133,2,10:24.0,D. West makes 2-pt jump shot from 18 ft (assist by D. Green),,37,45
134,2,10:04.0,,D. Schröder makes 2-pt layup from 2 ft,37,47
135,2,9:58.0,Turnover by D. Green (offensive foul),,37,47
136,2,9:58.0,,Offensive charge foul by D. Green (drawn by E. İlyasova),37,47
137,2,9:58.0,,K. Bazemore enters the game for T. Hardaway,37,47
138,2,9:47.0,,D. Schröder misses 2-pt jump shot from 18 ft,37,47
139,2,9:46.0,,Offensive rebound by Team,37,47
140,2,9:46.0,M. Barnes enters the game for D. Green,,37,47
141,2,9:46.0,,T. Hardaway enters the game for D. Schröder,37,47
142,2,9:44.0,,Offensive foul by T. Hardaway (drawn by S. Livingston),37,47
143,2,9:44.0,,Turnover by T. Hardaway (offensive foul),37,47
144,2,9:28.0,D. West misses 2-pt jump shot from 19 ft,,37,47
145,2,9:27.0,,Defensive rebound by E. İlyasova,37,47
146,2,9:15.0,,Shooting foul by K. Thompson (drawn by E. İlyasova),37,47
147,2,9:15.0,,E. İlyasova makes free throw 1 of 2,37,48
148,2,9:15.0,,E. İlyasova misses free throw 2 of 2,37,48
149,2,9:15.0,I. Clark enters the game for K. Thompson,,37,48
150,2,9:14.0,Defensive rebound by M. Barnes,,37,48
151,2,9:05.0,Turnover by D. West (bad pass; steal by T. Hardaway),,37,48
152,2,9:00.0,,T. Hardaway makes 2-pt layup from 1 ft,37,50
153,2,9:00.0,Golden State full timeout,,37,50
154,2,8:44.0,S. Livingston misses 2-pt jump shot from 14 ft,,37,50
155,2,8:42.0,,Defensive rebound by D. Howard,37,50
156,2,8:19.0,,E. İlyasova makes 2-pt jump shot from 21 ft (assist by M. Delaney),37,52
157,2,8:12.0,Personal foul by D. Howard (drawn by D. West),,37,52
158,2,8:08.0,D. West makes 2-pt jump shot from 20 ft (assist by S. Livingston),,39,52
159,2,7:54.0,,M. Delaney misses 2-pt jump shot from 18 ft,39,52
160,2,7:52.0,Defensive rebound by M. Barnes,,39,52
161,2,7:42.0,S. Livingston misses 2-pt jump shot from 15 ft,,39,52
162,2,7:40.0,Offensive rebound by M. Barnes,,39,52
163,2,7:37.0,S. Livingston makes 2-pt dunk at rim (assist by M. Barnes),,41,52
164,2,7:27.0,,Shooting foul by S. Livingston (drawn by K. Bazemore),41,52
165,2,7:27.0,,K. Bazemore makes free throw 1 of 2,41,53
166,2,7:27.0,,K. Bazemore misses free throw 2 of 2,41,53
167,2,7:27.0,,T. Sefolosha enters the game for E. İlyasova,41,53
168,2,7:25.0,Defensive rebound by M. Barnes,,41,53
169,2,7:10.0,A. Iguodala misses 3-pt jump shot from 23 ft,,41,53
170,2,7:09.0,Offensive rebound by M. Barnes,,41,53
171,2,7:09.0,Shooting foul by K. Bazemore (drawn by M. Barnes),,41,53
172,2,7:09.0,M. Barnes makes free throw 1 of 2,,42,53
173,2,7:09.0,M. Barnes makes free throw 2 of 2,,43,53
174,2,6:45.0,,K. Bazemore misses 3-pt jump shot from 23 ft,43,53
175,2,6:43.0,,Offensive rebound by M. Delaney,43,53
176,2,6:39.0,,T. Hardaway misses 3-pt jump shot from 25 ft,43,53
177,2,6:37.0,Defensive rebound by D. West,,43,53
178,2,6:32.0,Shooting foul by K. Bazemore (drawn by A. Iguodala),,43,53
179,2,6:32.0,A. Iguodala makes free throw 1 of 2,,44,53
180,2,6:32.0,A. Iguodala misses free throw 2 of 2,,44,53
181,2,6:32.0,,D. Schröder enters the game for T. Hardaway,44,53
182,2,6:32.0,,P. Millsap enters the game for M. Delaney,44,53
183,2,6:26.0,,Defensive rebound by D. Howard,44,53
184,2,6:23.0,,Atlanta full timeout,44,53
185,2,6:19.0,,Turnover by D. Schröder (bad pass; steal by I. Clark),44,53
186,2,6:04.0,D. West makes 2-pt jump shot from 20 ft (assist by M. Barnes),,46,53
187,2,5:48.0,,T. Sefolosha misses 2-pt layup at rim,46,53
188,2,5:46.0,,Offensive rebound by D. Howard,46,53
189,2,5:46.0,,D. Howard makes 2-pt dunk at rim,46,55
190,2,5:19.0,M. Barnes misses 2-pt jump shot from 19 ft,,46,55
191,2,5:18.0,,Defensive rebound by D. Howard,46,55
192,2,5:04.0,,D. Schröder misses 3-pt jump shot from 24 ft,46,55
193,2,5:02.0,,Offensive rebound by D. Howard,46,55
194,2,5:02.0,,Shooting foul by S. Livingston (drawn by D. Howard),46,55
195,2,5:02.0,,D. Howard misses free throw 1 of 2,46,55
196,2,5:02.0,,Offensive rebound by Team,46,55
197,2,5:02.0,,D. Howard misses free throw 2 of 2,46,55
198,2,5:02.0,Z. Pachulia enters the game for D. West,,46,55
199,2,5:02.0,S. Curry enters the game for I. Clark,,46,55
200,2,4:59.0,Defensive rebound by A. Iguodala,,46,55
201,2,4:48.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Livingston),,49,55
202,2,4:34.0,,D. Howard misses 2-pt dunk at rim,49,55
203,2,4:32.0,Defensive rebound by S. Livingston,,49,55
204,2,4:24.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by A. Iguodala),,51,55
205,2,4:07.0,,K. Bazemore makes 3-pt jump shot from 24 ft,51,58
206,2,3:53.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,51,58
207,2,3:52.0,,Defensive rebound by D. Howard,51,58
208,2,3:48.0,,K. Bazemore misses 3-pt jump shot from 25 ft,51,58
209,2,3:45.0,Defensive rebound by M. Barnes,,51,58
210,2,3:39.0,Turnover by S. Curry (bad pass),,51,58
211,2,3:39.0,,E. İlyasova enters the game for D. Howard,51,58
212,2,3:25.0,,P. Millsap makes 2-pt jump shot from 8 ft (assist by D. Schröder),51,60
213,2,3:12.0,Turnover by M. Barnes (bad pass; steal by E. İlyasova),,51,60
214,2,3:05.0,,D. Schröder misses 2-pt jump shot from 8 ft,51,60
215,2,3:03.0,,Offensive rebound by D. Schröder,51,60
216,2,2:54.0,,T. Sefolosha misses 2-pt jump shot from 6 ft,51,60
217,2,2:51.0,Defensive rebound by A. Iguodala,,51,60
218,2,2:41.0,Shooting foul by P. Millsap (drawn by S. Curry),,51,60
219,2,2:41.0,Official timeout,,51,60
220,2,2:41.0,S. Curry makes free throw 1 of 2,,52,60
221,2,2:41.0,,T. Hardaway enters the game for T. Sefolosha,51,60
222,2,2:41.0,I. Clark enters the game for Z. Pachulia,,51,60
223,2,2:41.0,P. McCaw enters the game for M. Barnes,,51,60
224,2,2:41.0,J. McAdoo enters the game for S. Livingston,,51,60
225,2,2:41.0,S. Curry makes free throw 2 of 2,,53,60
226,2,2:22.0,,P. Millsap misses 2-pt jump shot from 10 ft,53,60
227,2,2:20.0,Defensive rebound by S. Curry,,53,60
228,2,2:15.0,Shooting block foul by T. Hardaway (drawn by I. Clark),,53,60
229,2,2:15.0,I. Clark makes free throw 1 of 2,,54,60
230,2,2:15.0,I. Clark makes free throw 2 of 2,,55,60
231,2,2:02.0,,Turnover by K. Bazemore (lost ball; steal by A. Iguodala),55,60
232,2,2:02.0,Personal foul by K. Bazemore (drawn by A. Iguodala),,55,60
233,2,2:02.0,A. Iguodala makes free throw 1 of 2,,56,60
234,2,2:02.0,A. Iguodala misses free throw 2 of 2,,56,60
235,2,2:02.0,,T. Sefolosha enters the game for K. Bazemore,56,60
236,2,1:59.0,,Defensive rebound by D. Schröder,56,60
237,2,1:56.0,Violation by J. McAdoo (def goaltending),,56,60
238,2,1:56.0,,D. Schröder makes 2-pt layup from 2 ft,56,62
239,2,1:42.0,I. Clark makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,59,62
240,2,1:24.0,,P. Millsap misses 3-pt jump shot from 25 ft,59,62
241,2,1:22.0,,Offensive rebound by T. Sefolosha,59,62
242,2,1:22.0,,T. Sefolosha makes 2-pt layup from 1 ft,59,64
243,2,1:07.0,I. Clark makes 2-pt layup from 2 ft (assist by S. Curry),,61,64
244,2,0:50.0,,Turnover by P. Millsap (bad pass; steal by J. McAdoo),61,64
245,2,0:48.0,Turnover by J. McAdoo (bad pass; steal by D. Schröder),,61,64
246,2,0:44.0,,T. Hardaway misses 3-pt jump shot from 25 ft,61,64
247,2,0:42.0,Defensive rebound by P. McCaw,,61,64
248,2,0:38.0,S. Curry misses 3-pt jump shot from 27 ft,,61,64
249,2,0:35.0,,Defensive rebound by T. Sefolosha,61,64
250,2,0:27.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by T. Sefolosha),61,66
251,2,0:05.0,I. Clark misses 2-pt jump shot from 16 ft,,61,66
252,2,0:03.0,,Defensive rebound by P. Millsap,61,66
253,2,0:00.0,,T. Hardaway misses 3-pt jump shot from 45 ft,61,66
254,2,0:00.0,,Offensive rebound by Team,61,66
255,3,11:42.0,,Turnover by D. Howard (bad pass),61,66
256,3,11:21.0,P. McCaw makes 3-pt jump shot from 24 ft (assist by S. Curry),,64,66
257,3,11:12.0,,K. Bazemore misses 2-pt layup at rim,64,66
258,3,11:10.0,Defensive rebound by Z. Pachulia,,64,66
259,3,11:04.0,K. Thompson makes 2-pt jump shot from 12 ft,,66,66
260,3,10:40.0,,Personal foul by S. Curry (drawn by P. Millsap),66,66
261,3,10:30.0,,D. Schröder misses 2-pt layup from 3 ft,66,66
262,3,10:28.0,,Offensive rebound by D. Howard,66,66
263,3,10:27.0,,D. Howard makes 2-pt layup from 2 ft,66,68
264,3,10:15.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),,69,68
265,3,10:02.0,,P. Millsap makes 2-pt jump shot from 15 ft,69,70
266,3,9:45.0,D. Green misses 3-pt jump shot from 24 ft,,69,70
267,3,9:43.0,,Defensive rebound by D. Howard,69,70
268,3,9:42.0,,Turnover by D. Howard (bad pass),69,70
269,3,9:39.0,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Thompson),,72,70
270,3,9:39.0,,Atlanta full timeout,72,70
271,3,9:20.0,,D. Schröder misses 3-pt jump shot from 26 ft,72,70
272,3,9:19.0,Defensive rebound by P. McCaw,,72,70
273,3,9:14.0,P. McCaw makes 3-pt jump shot from 25 ft,,75,70
274,3,8:54.0,,P. Millsap misses 2-pt jump shot from 8 ft,75,70
275,3,8:52.0,,Offensive rebound by D. Howard,75,70
276,3,8:50.0,,P. Millsap misses 2-pt jump shot from 5 ft,75,70
277,3,8:47.0,Defensive rebound by S. Curry,,75,70
278,3,8:41.0,Personal foul by D. Howard (drawn by Z. Pachulia),,75,70
279,3,8:41.0,,T. Hardaway enters the game for D. Schröder,75,70
280,3,8:34.0,Z. Pachulia misses 2-pt jump shot from 4 ft (block by D. Howard),,75,70
281,3,8:32.0,,Defensive rebound by P. Millsap,75,70
282,3,8:21.0,,Turnover by T. Sefolosha (bad pass; steal by P. McCaw),75,70
283,3,8:13.0,S. Curry misses 3-pt jump shot from 25 ft,,75,70
284,3,8:12.0,Offensive rebound by D. Green,,75,70
285,3,8:03.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by S. Curry),,77,70
286,3,7:50.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Sefolosha),77,72
287,3,7:45.0,Personal foul by K. Bazemore (drawn by K. Thompson),,77,72
288,3,7:34.0,S. Curry misses 3-pt jump shot from 25 ft,,77,72
289,3,7:33.0,,Defensive rebound by D. Howard,77,72
290,3,7:14.0,,P. Millsap makes 2-pt layup from 2 ft,77,74
291,3,7:02.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,80,74
292,3,6:48.0,,Turnover by P. Millsap (lost ball; steal by D. Green),80,74
293,3,6:43.0,,Violation by P. Millsap (kicked ball),80,74
294,3,6:36.0,S. Curry makes 3-pt jump shot from 25 ft,,83,74
295,3,6:22.0,,Turnover by K. Bazemore (bad pass; steal by D. Green),83,74
296,3,6:16.0,S. Curry misses 2-pt jump shot from 9 ft,,83,74
297,3,6:15.0,Offensive rebound by Z. Pachulia,,83,74
298,3,6:15.0,Z. Pachulia misses 2-pt layup from 1 ft,,83,74
299,3,6:13.0,,Defensive rebound by T. Sefolosha,83,74
300,3,6:10.0,Offensive charge foul by T. Hardaway (drawn by D. Green),,83,74
301,3,6:10.0,,Turnover by T. Hardaway (offensive foul),83,74
302,3,5:59.0,S. Curry misses 3-pt jump shot from 25 ft,,83,74
303,3,5:57.0,,Defensive rebound by D. Howard,83,74
304,3,5:52.0,,K. Bazemore makes 2-pt layup from 3 ft,83,76
305,3,5:39.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),,85,76
306,3,5:23.0,,K. Bazemore misses 2-pt jump shot from 21 ft,85,76
307,3,5:21.0,,Offensive rebound by P. Millsap,85,76
308,3,5:16.0,,Turnover by T. Hardaway (lost ball),85,76
309,3,5:16.0,,M. Delaney enters the game for K. Bazemore,85,76
310,3,5:06.0,Personal foul by P. Millsap (drawn by D. Green),,85,76
311,3,5:06.0,J. McGee enters the game for P. McCaw,,85,76
312,3,5:06.0,A. Iguodala enters the game for Z. Pachulia,,85,76
313,3,4:54.0,D. Green misses 2-pt jump shot from 4 ft,,85,76
314,3,4:52.0,Offensive rebound by D. Green,,85,76
315,3,4:49.0,Turnover by J. McGee (3 sec),,85,76
316,3,4:36.0,,T. Sefolosha misses 2-pt layup from 2 ft (block by J. McGee),85,76
317,3,4:34.0,Defensive rebound by S. Curry,,85,76
318,3,4:31.0,Personal foul by T. Sefolosha (drawn by J. McGee),,85,76
319,3,4:31.0,M. Barnes enters the game for D. Green,,85,76
320,3,4:31.0,,T. Prince enters the game for T. Sefolosha,85,76
321,3,4:31.0,,E. İlyasova enters the game for D. Howard,85,76
322,3,4:28.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Curry),,87,76
323,3,4:04.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Prince),87,79
324,3,3:55.0,K. Thompson misses 3-pt jump shot from 26 ft,,87,79
325,3,3:55.0,,Defensive rebound by Team,87,79
326,3,3:45.0,,T. Hardaway misses 2-pt jump shot from 21 ft,87,79
327,3,3:44.0,,Offensive rebound by P. Millsap,87,79
328,3,3:36.0,,P. Millsap misses 2-pt layup from 1 ft,87,79
329,3,3:34.0,Defensive rebound by M. Barnes,,87,79
330,3,3:28.0,S. Curry misses 3-pt jump shot from 23 ft,,87,79
331,3,3:26.0,Offensive rebound by A. Iguodala,,87,79
332,3,3:22.0,K. Thompson misses 3-pt jump shot from 26 ft,,87,79
333,3,3:21.0,,Defensive rebound by M. Delaney,87,79
334,3,3:17.0,,T. Hardaway makes 2-pt layup at rim (assist by M. Delaney),87,81
335,3,3:13.0,Golden State full timeout,,87,81
336,3,3:13.0,I. Clark enters the game for K. Thompson,,87,81
337,3,3:00.0,J. McGee misses 2-pt layup at rim,,87,81
338,3,2:57.0,,Defensive rebound by P. Millsap,87,81
339,3,2:46.0,,Shooting foul by J. McGee (drawn by P. Millsap),87,81
340,3,2:46.0,,P. Millsap makes free throw 1 of 2,87,82
341,3,2:46.0,,P. Millsap makes free throw 2 of 2,87,83
342,3,2:23.0,A. Iguodala makes 2-pt jump shot from 17 ft,,89,83
343,3,2:04.0,,T. Hardaway misses 2-pt layup from 2 ft (block by M. Barnes),89,83
344,3,2:02.0,,Offensive rebound by T. Hardaway,89,83
345,3,2:01.0,,T. Hardaway makes 2-pt layup from 1 ft,89,85
346,3,1:51.0,S. Curry misses 2-pt jump shot from 21 ft,,89,85
347,3,1:49.0,Offensive rebound by S. Curry,,89,85
348,3,1:46.0,S. Curry misses 3-pt jump shot from 25 ft,,89,85
349,3,1:45.0,,Defensive rebound by Team,89,85
350,3,1:45.0,Loose ball foul by J. McGee (drawn by E. İlyasova),,89,85
351,3,1:45.0,D. Green enters the game for J. McGee,,89,85
352,3,1:29.0,,Turnover by E. İlyasova (lost ball),89,85
353,3,1:19.0,Personal foul by T. Prince (drawn by A. Iguodala),,89,85
354,3,1:19.0,A. Iguodala makes free throw 1 of 2,,90,85
355,3,1:19.0,A. Iguodala makes free throw 2 of 2,,91,85
356,3,1:02.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by P. Millsap),91,87
357,3,0:51.0,M. Barnes misses 3-pt jump shot from 24 ft,,91,87
358,3,0:49.0,Offensive rebound by A. Iguodala,,91,87
359,3,0:46.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,94,87
360,3,0:21.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by P. Millsap),94,90
361,3,0:02.0,Turnover by S. Curry (bad pass; steal by T. Hardaway),,94,90
362,3,0:00.0,,T. Hardaway misses 3-pt jump shot from 54 ft,94,90
363,3,0:00.0,,Offensive rebound by Team,94,90
364,4,11:44.0,Turnover by D. West (lost ball; steal by E. İlyasova),,94,90
365,4,11:35.0,,P. Millsap misses 2-pt layup from 3 ft,94,90
366,4,11:33.0,Defensive rebound by D. Green,,94,90
367,4,11:12.0,D. Green misses 3-pt jump shot from 26 ft,,94,90
368,4,11:11.0,,Defensive rebound by E. İlyasova,94,90
369,4,11:02.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Hardaway),94,93
370,4,10:33.0,D. West makes 2-pt layup from 1 ft,,96,93
371,4,10:16.0,,T. Hardaway misses 3-pt jump shot from 25 ft,96,93
372,4,10:14.0,Defensive rebound by D. Green,,96,93
373,4,10:09.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,99,93
374,4,9:46.0,,E. İlyasova misses 2-pt layup from 2 ft (block by A. Iguodala),99,93
375,4,9:43.0,Defensive rebound by D. Green,,99,93
376,4,9:39.0,K. Thompson misses 3-pt jump shot from 26 ft,,99,93
377,4,9:36.0,Offensive rebound by A. Iguodala,,99,93
378,4,9:25.0,D. West makes 2-pt layup at rim (assist by D. Green),,101,93
379,4,9:24.0,,Atlanta full timeout,101,93
380,4,9:24.0,,D. Howard enters the game for P. Millsap,101,93
381,4,9:24.0,,K. Bazemore enters the game for T. Hardaway,101,93
