,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
0,1,11:41.0,J. Leuer misses 2-pt jump shot from 13 ft,,0,0
1,1,11:41.0,Offensive rebound by Team,,0,0
2,1,11:30.0,S. Johnson misses 2-pt jump shot from 10 ft,,0,0
3,1,11:27.0,Offensive rebound by A. Drummond,,0,0
4,1,11:24.0,A. Drummond misses 2-pt hook shot from 4 ft,,0,0
5,1,11:24.0,,Defensive rebound by N. Vučević,0,0
6,1,11:15.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),0,3
7,1,10:51.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,0,3
8,1,10:50.0,Offensive rebound by A. Drummond,,0,3
9,1,10:50.0,A. Drummond makes 2-pt dunk at rim,,2,3
10,1,10:28.0,,A. Gordon makes 2-pt jump shot from 15 ft,2,5
11,1,10:11.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by A. Drummond),,4,5
12,1,9:50.0,,E. Payton misses 2-pt jump shot from 10 ft,4,5
13,1,9:50.0,Defensive rebound by A. Drummond,,4,5
14,1,9:35.0,A. Drummond misses 2-pt hook shot from 6 ft,,4,5
15,1,9:34.0,,Defensive rebound by A. Gordon,4,5
16,1,9:25.0,,A. Gordon makes 3-pt jump shot from 25 ft,4,8
17,1,8:54.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,4,8
18,1,8:54.0,,Defensive rebound by A. Gordon,4,8
19,1,8:43.0,,E. Fournier misses 3-pt jump shot from 23 ft,4,8
20,1,8:42.0,Defensive rebound by I. Smith,,4,8
21,1,8:34.0,S. Johnson misses 3-pt jump shot from 24 ft,,4,8
22,1,8:34.0,,Defensive rebound by E. Payton,4,8
23,1,8:27.0,,E. Payton misses 2-pt jump shot from 12 ft,4,8
24,1,8:26.0,Defensive rebound by A. Drummond,,4,8
25,1,8:19.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,4,8
26,1,8:18.0,,Defensive rebound by N. Vučević,4,8
27,1,8:10.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),4,10
28,1,7:46.0,S. Johnson misses 3-pt jump shot from 25 ft,,4,10
29,1,7:45.0,,Defensive rebound by E. Fournier,4,10
30,1,7:36.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),4,13
31,1,7:30.0,Detroit full timeout,,4,13
32,1,7:22.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,4,13
33,1,7:22.0,Offensive rebound by A. Drummond,,4,13
34,1,7:21.0,A. Drummond misses 2-pt layup from 2 ft,,4,13
35,1,7:18.0,,Defensive rebound by E. Fournier,4,13
36,1,7:05.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by E. Fournier),4,16
37,1,6:52.0,Shooting foul by E. Payton (drawn by I. Smith),,4,16
38,1,6:52.0,I. Smith makes free throw 1 of 2,,5,16
39,1,6:52.0,I. Smith makes free throw 2 of 2,,6,16
40,1,6:40.0,,A. Gordon misses 3-pt jump shot from 25 ft,6,16
41,1,6:40.0,Defensive rebound by I. Smith,,6,16
42,1,6:30.0,I. Smith misses 2-pt jump shot from 7 ft,,6,16
43,1,6:29.0,,Defensive rebound by A. Gordon,6,16
44,1,6:25.0,,Shooting foul by I. Smith (drawn by A. Gordon),6,16
45,1,6:25.0,,A. Gordon makes free throw 1 of 2,6,17
46,1,6:25.0,,A. Gordon makes free throw 2 of 2,6,18
47,1,6:09.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,,8,18
48,1,5:42.0,,E. Payton makes 2-pt layup from 2 ft,8,20
49,1,5:26.0,J. Leuer misses 2-pt jump shot from 3 ft (block by N. Vučević),,8,20
50,1,5:26.0,Offensive rebound by Team,,8,20
51,1,5:26.0,B. Marjanović enters the game for A. Drummond,,8,20
52,1,5:20.0,J. Leuer misses 2-pt jump shot from 19 ft,,8,20
53,1,5:20.0,,Defensive rebound by N. Vučević,8,20
54,1,5:09.0,,N. Vučević misses 2-pt jump shot from 18 ft,8,20
55,1,5:08.0,Defensive rebound by K. Caldwell-Pope,,8,20
56,1,4:57.0,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by N. Vučević),,8,20
57,1,4:56.0,Offensive rebound by B. Marjanović,,8,20
58,1,4:55.0,B. Marjanović makes 2-pt layup from 1 ft,,10,20
59,1,4:46.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Payton),10,23
60,1,4:29.0,I. Smith misses 2-pt jump shot from 19 ft,,10,23
61,1,4:28.0,,Defensive rebound by T. Ross,10,23
62,1,4:19.0,,E. Payton makes 2-pt layup from 1 ft (assist by T. Ross),10,25
63,1,4:12.0,Detroit full timeout,,10,25
64,1,4:04.0,B. Marjanović misses 2-pt hook shot from 5 ft,,10,25
65,1,4:03.0,,Defensive rebound by N. Vučević,10,25
66,1,3:51.0,,N. Vučević misses 2-pt jump shot from 13 ft,10,25
67,1,3:51.0,Defensive rebound by J. Leuer,,10,25
68,1,3:39.0,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,,10,25
69,1,3:38.0,Offensive rebound by B. Marjanović,,10,25
70,1,3:38.0,B. Marjanović makes 2-pt layup from 2 ft,,12,25
71,1,3:35.0,T. Harris enters the game for S. Johnson,,12,25
72,1,3:26.0,,E. Fournier misses 2-pt layup from 1 ft,12,25
73,1,3:26.0,Defensive rebound by J. Leuer,,12,25
74,1,3:17.0,T. Harris misses 2-pt jump shot from 13 ft (block by T. Ross),,12,25
75,1,3:15.0,,Defensive rebound by N. Vučević,12,25
76,1,3:05.0,,E. Payton makes 2-pt layup from 1 ft,12,27
77,1,2:51.0,J. Leuer misses 3-pt jump shot from 22 ft,,12,27
78,1,2:50.0,,Defensive rebound by N. Vučević,12,27
79,1,2:38.0,,Shooting foul by T. Harris (drawn by E. Fournier),12,27
80,1,2:38.0,,E. Fournier makes free throw 1 of 2,12,28
81,1,2:38.0,,M. Hezonja enters the game for T. Ross,12,28
82,1,2:38.0,,D. Augustin enters the game for E. Payton,12,28
83,1,2:38.0,,E. Fournier makes free throw 2 of 2,12,29
84,1,2:16.0,I. Smith misses 3-pt jump shot from 25 ft,,12,29
85,1,2:16.0,,Defensive rebound by M. Hezonja,12,29
86,1,2:05.0,,A. Gordon misses 3-pt jump shot from 25 ft,12,29
87,1,2:05.0,Defensive rebound by B. Marjanović,,12,29
88,1,1:58.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Smith),,15,29
89,1,1:36.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),15,32
90,1,1:20.0,I. Smith misses 3-pt jump shot from 25 ft,,15,32
91,1,1:20.0,,Defensive rebound by N. Vučević,15,32
92,1,1:07.0,,N. Vučević misses 2-pt jump shot from 10 ft (block by B. Marjanović),15,32
93,1,1:06.0,Defensive rebound by J. Leuer,,15,32
94,1,0:59.0,J. Leuer misses 2-pt layup at rim,,15,32
95,1,0:59.0,Offensive rebound by B. Marjanović,,15,32
96,1,0:59.0,B. Marjanović makes 2-pt layup from 1 ft,,17,32
97,1,0:46.0,,A. Gordon misses 2-pt jump shot from 1 ft,17,32
98,1,0:46.0,,Offensive rebound by A. Gordon,17,32
99,1,0:46.0,,A. Gordon misses 2-pt layup from 1 ft,17,32
100,1,0:46.0,,Offensive rebound by N. Vučević,17,32
101,1,0:46.0,,N. Vučević makes 2-pt layup from 2 ft,17,34
102,1,0:33.0,T. Harris misses 2-pt jump shot from 4 ft,,17,34
103,1,0:33.0,Offensive rebound by Team,,17,34
104,1,0:33.0,D. Hilliard enters the game for I. Smith,,17,34
105,1,0:33.0,,B. Biyombo enters the game for N. Vučević,17,34
106,1,0:33.0,,J. Meeks enters the game for E. Fournier,17,34
107,1,0:29.0,Turnover by D. Hilliard (bad pass; steal by M. Hezonja),,17,34
108,1,0:26.0,,A. Gordon makes 2-pt dunk at rim (assist by M. Hezonja),17,36
109,1,0:14.0,Turnover by D. Hilliard (bad pass; steal by A. Gordon),,17,36
110,1,0:11.0,,A. Gordon makes 2-pt jump shot from 3 ft,17,38
111,1,0:03.0,T. Harris misses 3-pt jump shot from 24 ft,,17,38
112,1,0:03.0,,Defensive rebound by A. Gordon,17,38
113,1,0:00.0,,A. Gordon misses 3-pt jump shot from 44 ft,17,38
114,1,0:00.0,,Offensive rebound by Team,17,38
115,2,11:37.0,Offensive charge foul by J. Meeks (drawn by D. Hilliard),,17,38
116,2,11:37.0,,Turnover by J. Meeks (offensive foul),17,38
117,2,11:25.0,D. Hilliard misses 3-pt jump shot from 25 ft,,17,38
118,2,11:25.0,,Defensive rebound by B. Biyombo,17,38
119,2,11:15.0,,D. Augustin misses 3-pt jump shot from 24 ft,17,38
120,2,11:15.0,Defensive rebound by B. Marjanović,,17,38
121,2,11:05.0,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Hilliard),,20,38
122,2,10:52.0,,J. Meeks makes 3-pt jump shot from 23 ft (assist by D. Augustin),20,41
123,2,10:39.0,D. Hilliard makes 2-pt jump shot from 11 ft,,22,41
124,2,10:19.0,,Turnover by D. Augustin (bad pass; steal by B. Marjanović),22,41
125,2,10:08.0,H. Ellenson misses 2-pt jump shot from 19 ft,,22,41
126,2,10:06.0,,Defensive rebound by D. Augustin,22,41
127,2,9:49.0,,B. Biyombo misses 2-pt layup from 1 ft (block by B. Marjanović),22,41
128,2,9:48.0,,Offensive rebound by B. Biyombo,22,41
129,2,9:45.0,,B. Biyombo misses 2-pt jump shot from 9 ft,22,41
130,2,9:43.0,Defensive rebound by H. Ellenson,,22,41
131,2,9:30.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by T. Harris),,25,41
132,2,9:08.0,,Turnover by P. Garino (bad pass),25,41
133,2,8:54.0,D. Hilliard makes 2-pt jump shot from 20 ft,,27,41
134,2,8:44.0,,Personal foul by D. Hilliard (drawn by D. Augustin),27,41
135,2,8:44.0,Official timeout,,27,41
136,2,8:37.0,,M. Hezonja makes 2-pt jump shot from 18 ft (assist by B. Biyombo),27,43
137,2,8:25.0,Personal foul by P. Garino (drawn by T. Harris),,27,43
138,2,8:17.0,R. Bullock misses 2-pt jump shot from 16 ft,,27,43
139,2,8:16.0,,Defensive rebound by M. Hezonja,27,43
140,2,8:06.0,,Turnover by P. Garino (bad pass),27,43
141,2,7:57.0,D. Hilliard makes 2-pt jump shot from 20 ft,,29,43
142,2,7:43.0,,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),29,45
143,2,7:37.0,Detroit full timeout,,29,45
144,2,7:29.0,H. Ellenson misses 3-pt jump shot from 24 ft,,29,45
145,2,7:28.0,,Defensive rebound by M. Hezonja,29,45
146,2,7:11.0,,P. Garino misses 3-pt jump shot from 23 ft,29,45
