,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
122,2,9:35.0,Offensive rebound by R. Covington,,30,31
123,2,9:31.0,D. Šarić misses 3-pt jump shot from 24 ft,,30,31
124,2,9:30.0,,Defensive rebound by D. Howard,30,31
125,2,9:20.0,,Turnover by T. Hardaway (bad pass),30,31
126,2,9:20.0,E. İlyasova enters the game for D. Šarić,,30,31
127,2,9:08.0,Turnover by T. McConnell (lost ball; steal by M. Delaney),,30,31
128,2,8:57.0,,M. Delaney makes 2-pt jump shot from 20 ft (assist by D. Howard),30,33
129,2,8:56.0,Philadelphia full timeout,,30,33
130,2,8:35.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 27 ft (assist by E. İlyasova),,33,33
131,2,8:13.0,,T. Hardaway makes 2-pt layup from 3 ft,33,35
132,2,8:04.0,N. Noel makes 2-pt dunk at rim (assist by R. Covington),,35,35
133,2,7:48.0,,M. Scott misses 3-pt jump shot from 25 ft,35,35
134,2,7:46.0,Defensive rebound by Team,,35,35
135,2,7:46.0,,K. Bazemore enters the game for M. Dunleavy,35,35
136,2,7:34.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 18 ft,,35,35
137,2,7:32.0,,Defensive rebound by D. Howard,35,35
138,2,7:28.0,,Shooting foul by T. McConnell (drawn by M. Delaney),35,35
139,2,7:28.0,,M. Delaney makes 2-pt jump shot from 19 ft,35,37
140,2,7:28.0,,M. Delaney misses free throw 1 of 1,35,37
141,2,7:28.0,,D. Schröder enters the game for T. Hardaway,35,37
142,2,7:26.0,Defensive rebound by T. McConnell,,35,37
143,2,7:20.0,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by T. McConnell),,37,37
144,2,7:11.0,,Shooting foul by N. Noel (drawn by D. Howard),37,37
145,2,7:11.0,,D. Howard makes free throw 1 of 2,37,38
146,2,7:11.0,,D. Howard misses free throw 2 of 2,37,38
147,2,7:09.0,Defensive rebound by N. Noel,,37,38
148,2,6:58.0,E. İlyasova makes 2-pt layup from 3 ft (assist by T. McConnell),,39,38
149,2,6:37.0,,K. Bazemore makes 2-pt jump shot from 19 ft,39,40
150,2,6:31.0,E. İlyasova makes 2-pt layup from 3 ft (assist by N. Noel),,41,40
151,2,6:31.0,Shooting foul by M. Scott (drawn by E. İlyasova),,41,40
152,2,6:31.0,,P. Millsap enters the game for M. Scott,41,40
153,2,6:31.0,E. İlyasova makes free throw 1 of 1,,42,40
154,2,6:15.0,,Turnover by K. Bazemore (bad pass; steal by R. Covington),42,40
155,2,6:13.0,Turnover by T. Luwawu-Cabarrot (dbl dribble),,42,40
156,2,6:13.0,,T. Sefolosha enters the game for M. Delaney,42,40
157,2,6:10.0,,Offensive foul by K. Bazemore (drawn by E. İlyasova),42,40
158,2,6:10.0,,Turnover by K. Bazemore (offensive foul),42,40
159,2,5:57.0,T. McConnell misses 2-pt jump shot from 11 ft,,42,40
160,2,5:55.0,,Defensive rebound by K. Bazemore,42,40
161,2,5:48.0,,D. Howard makes 2-pt layup from 1 ft (assist by P. Millsap),42,42
162,2,5:48.0,,Shooting foul by N. Noel (drawn by D. Howard),42,42
163,2,5:48.0,Official timeout,,42,42
164,2,5:48.0,,D. Howard misses free throw 1 of 1,42,42
165,2,5:48.0,J. Okafor enters the game for T. Luwawu-Cabarrot,,42,42
166,2,5:48.0,G. Henderson enters the game for N. Noel,,42,42
167,2,5:46.0,Defensive rebound by G. Henderson,,42,42
168,2,5:28.0,Turnover by E. İlyasova (bad pass; steal by D. Schröder),,42,42
169,2,5:24.0,,D. Schröder misses 2-pt dunk at rim,42,42
170,2,5:21.0,,Offensive rebound by P. Millsap,42,42
171,2,5:18.0,,P. Millsap makes 2-pt layup from 3 ft (assist by D. Schröder),42,44
172,2,4:52.0,E. İlyasova makes 2-pt layup at rim (assist by T. McConnell),,44,44
173,2,4:42.0,,Atlanta full timeout,44,44
174,2,4:28.0,,K. Bazemore makes 2-pt jump shot from 20 ft,44,46
175,2,4:10.0,G. Henderson makes 2-pt jump shot from 15 ft,,46,46
176,2,3:57.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),46,49
177,2,3:45.0,T. McConnell makes 2-pt layup from 1 ft,,48,49
178,2,3:33.0,,K. Bazemore makes 2-pt jump shot from 19 ft (assist by D. Howard),48,51
179,2,3:17.0,Turnover by T. McConnell (lost ball; steal by D. Schröder),,48,51
180,2,3:00.0,,Shooting foul by T. McConnell (drawn by D. Howard),48,51
181,2,3:00.0,,D. Howard misses free throw 1 of 2,48,51
182,2,3:00.0,,Offensive rebound by Team,48,51
183,2,3:00.0,N. Stauskas enters the game for R. Covington,,48,51
184,2,3:00.0,,D. Howard makes free throw 2 of 2,48,52
185,2,2:47.0,Personal foul by K. Bazemore (drawn by N. Stauskas),,48,52
186,2,2:47.0,,K. Humphries enters the game for D. Howard,48,52
187,2,2:43.0,Personal foul by T. Sefolosha (drawn by G. Henderson),,48,52
188,2,2:43.0,,T. Hardaway enters the game for K. Bazemore,48,52
189,2,2:36.0,G. Henderson misses 3-pt jump shot from 25 ft,,48,52
190,2,2:34.0,,Defensive rebound by K. Humphries,48,52
191,2,2:22.0,,K. Humphries makes 2-pt layup from 1 ft (assist by T. Hardaway),48,54
192,2,2:12.0,T. McConnell makes 2-pt layup from 2 ft,,50,54
193,2,1:57.0,,D. Schröder misses 2-pt jump shot from 18 ft,50,54
194,2,1:55.0,Defensive rebound by E. İlyasova,,50,54
195,2,1:49.0,E. İlyasova makes 2-pt jump shot from 21 ft (assist by G. Henderson),,52,54
196,2,1:30.0,,P. Millsap misses 3-pt jump shot from 25 ft,52,54
197,2,1:28.0,,Offensive rebound by T. Sefolosha,52,54
198,2,1:27.0,,T. Sefolosha makes 2-pt layup from 1 ft,52,56
199,2,1:13.0,Turnover by J. Okafor (lost ball),,52,56
200,2,0:56.0,,K. Humphries makes 2-pt jump shot from 14 ft (assist by T. Hardaway),52,58
201,2,0:37.0,Shooting foul by T. Sefolosha (drawn by G. Henderson),,52,58
202,2,0:37.0,G. Henderson makes free throw 1 of 2,,53,58
203,2,0:37.0,T. Luwawu-Cabarrot enters the game for E. İlyasova,,53,58
204,2,0:37.0,D. Šarić enters the game for T. McConnell,,53,58
205,2,0:37.0,,M. Dunleavy enters the game for T. Sefolosha,53,58
206,2,0:37.0,G. Henderson makes free throw 2 of 2,,54,58
207,2,0:31.0,,D. Schröder makes 2-pt layup from 1 ft,54,60
208,2,0:09.0,G. Henderson misses 2-pt jump shot from 16 ft,,54,60
209,2,0:07.0,,Defensive rebound by P. Millsap,54,60
210,2,0:00.0,,P. Millsap makes 2-pt jump shot from 17 ft,54,62
211,3,11:41.0,J. Okafor misses 2-pt jump shot from 6 ft,,54,62
212,3,11:40.0,,Defensive rebound by T. Sefolosha,54,62
213,3,11:32.0,,K. Bazemore misses 2-pt jump shot from 21 ft,54,62
214,3,11:31.0,Defensive rebound by T. McConnell,,54,62
215,3,11:20.0,Turnover by R. Covington (bad pass),,54,62
216,3,11:06.0,,Shooting foul by N. Stauskas (drawn by T. Sefolosha),54,62
217,3,11:06.0,,T. Sefolosha misses free throw 1 of 3,54,62
218,3,11:06.0,,Offensive rebound by Team,54,62
219,3,11:06.0,,T. Sefolosha makes free throw 2 of 3,54,63
220,3,11:06.0,,T. Sefolosha makes free throw 3 of 3,54,64
221,3,10:54.0,E. İlyasova misses 3-pt jump shot from 24 ft,,54,64
222,3,10:52.0,Offensive rebound by E. İlyasova,,54,64
223,3,10:45.0,E. İlyasova misses 2-pt layup from 2 ft (block by D. Howard),,54,64
224,3,10:43.0,,Defensive rebound by P. Millsap,54,64
225,3,10:30.0,,D. Schröder misses 2-pt jump shot from 22 ft,54,64
226,3,10:28.0,Defensive rebound by Team,,54,64
227,3,10:16.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,57,64
228,3,10:02.0,,Personal foul by T. McConnell (drawn by D. Schröder),57,64
229,3,9:51.0,,K. Bazemore makes 2-pt jump shot from 18 ft,57,66
230,3,9:33.0,R. Covington misses 3-pt jump shot from 25 ft,,57,66
231,3,9:31.0,,Defensive rebound by D. Howard,57,66
232,3,9:14.0,,K. Bazemore misses 3-pt jump shot from 25 ft,57,66
233,3,9:12.0,Defensive rebound by J. Okafor,,57,66
234,3,9:07.0,R. Covington misses 2-pt layup from 3 ft,,57,66
235,3,9:06.0,,Defensive rebound by Team,57,66
236,3,8:47.0,,T. Sefolosha misses 2-pt jump shot from 20 ft,57,66
237,3,8:45.0,Defensive rebound by R. Covington,,57,66
238,3,8:38.0,Turnover by R. Covington (lost ball),,57,66
239,3,8:28.0,,P. Millsap makes 2-pt jump shot from 19 ft (assist by D. Schröder),57,68
240,3,8:27.0,Philadelphia full timeout,,57,68
241,3,8:11.0,J. Okafor misses 2-pt jump shot from 17 ft,,57,68
242,3,8:10.0,,Defensive rebound by K. Bazemore,57,68
243,3,8:03.0,,Personal foul by J. Okafor (drawn by D. Howard),57,68
244,3,7:56.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),57,70
245,3,7:44.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),,60,70
246,3,7:27.0,,K. Bazemore misses 2-pt jump shot from 10 ft (block by E. İlyasova),60,70
247,3,7:26.0,Defensive rebound by N. Stauskas,,60,70
248,3,7:22.0,R. Covington makes 2-pt layup from 1 ft (assist by N. Stauskas),,62,70
249,3,7:06.0,,D. Schröder misses 2-pt layup from 1 ft,62,70
250,3,7:04.0,,Offensive rebound by D. Howard,62,70
251,3,7:04.0,,D. Howard makes 2-pt dunk at rim,62,72
252,3,6:52.0,E. İlyasova misses 3-pt jump shot from 24 ft,,62,72
253,3,6:51.0,,Defensive rebound by D. Howard,62,72
254,3,6:39.0,,P. Millsap makes 2-pt jump shot from 17 ft (assist by D. Schröder),62,74
255,3,6:23.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by T. McConnell),,65,74
256,3,6:04.0,,Turnover by P. Millsap (bad pass),65,74
257,3,6:04.0,D. Šarić enters the game for E. İlyasova,,65,74
258,3,6:04.0,G. Henderson enters the game for N. Stauskas,,65,74
259,3,5:46.0,R. Covington misses 3-pt jump shot from 23 ft,,65,74
260,3,5:45.0,,Defensive rebound by D. Howard,65,74
261,3,5:36.0,,D. Schröder makes 2-pt layup from 1 ft,65,76
262,3,5:26.0,Def 3 sec tech foul by K. Bazemore,,65,76
263,3,5:26.0,G. Henderson misses technical free throw,,65,76
264,3,5:26.0,Offensive rebound by Team,,65,76
265,3,5:26.0,N. Noel enters the game for J. Okafor,,65,76
266,3,5:26.0,T. Luwawu-Cabarrot enters the game for R. Covington,,65,76
267,3,5:26.0,,T. Hardaway enters the game for K. Bazemore,65,76
268,3,5:16.0,Turnover by D. Šarić (3 sec),,65,76
269,3,5:12.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Schröder),65,76
270,3,5:01.0,,D. Schröder misses 3-pt jump shot from 26 ft,65,76
271,3,5:00.0,Defensive rebound by T. McConnell,,65,76
272,3,4:48.0,D. Šarić misses 2-pt jump shot from 20 ft,,65,76
273,3,4:46.0,,Defensive rebound by Team,65,76
274,3,4:35.0,,K. Humphries enters the game for D. Howard,65,76
275,3,4:26.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Schröder),65,78
276,3,4:03.0,Turnover by T. McConnell (traveling),,65,78
277,3,3:50.0,,Turnover by P. Millsap (lost ball; steal by T. McConnell),65,78
278,3,3:45.0,Shooting foul by K. Humphries (drawn by T. Luwawu-Cabarrot),,65,78
279,3,3:45.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,66,78
280,3,3:45.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,66,78
281,3,3:45.0,,M. Dunleavy enters the game for T. Sefolosha,66,78
282,3,3:45.0,N. Stauskas enters the game for T. McConnell,,66,78
283,3,3:44.0,Offensive rebound by N. Noel,,66,78
284,3,3:41.0,Turnover by N. Noel (lost ball; steal by T. Hardaway),,66,78
285,3,3:33.0,,Away from play foul by T. Luwawu-Cabarrot (drawn by P. Millsap),66,78
286,3,3:33.0,,P. Millsap makes free throw 1 of 2,66,79
287,3,3:33.0,,M. Delaney enters the game for D. Schröder,66,79
288,3,3:33.0,,P. Millsap makes free throw 2 of 2,66,80
289,3,3:21.0,D. Šarić misses 3-pt jump shot from 25 ft,,66,80
290,3,3:20.0,,Defensive rebound by M. Dunleavy,66,80
291,3,3:13.0,,Personal foul by T. Luwawu-Cabarrot (drawn by P. Millsap),66,80
292,3,3:13.0,,P. Millsap makes free throw 1 of 2,66,81
293,3,3:13.0,,P. Millsap misses free throw 2 of 2,66,81
294,3,3:12.0,Defensive rebound by D. Šarić,,66,81
295,3,2:59.0,Personal foul by M. Delaney (drawn by N. Noel),,66,81
296,3,2:59.0,,Atlanta full timeout,66,81
297,3,2:51.0,N. Noel makes 2-pt dunk at rim (assist by G. Henderson),,68,81
298,3,2:40.0,,Personal foul by N. Noel (drawn by K. Humphries),68,81
299,3,2:40.0,,K. Humphries misses free throw 1 of 2,68,81
300,3,2:40.0,,Offensive rebound by Team,68,81
301,3,2:40.0,,K. Humphries makes free throw 2 of 2,68,82
302,3,2:29.0,G. Henderson misses 3-pt jump shot from 24 ft,,68,82
303,3,2:27.0,,Defensive rebound by K. Humphries,68,82
304,3,2:21.0,,Away from play foul by G. Henderson (drawn by K. Humphries),68,82
305,3,2:21.0,,K. Humphries makes free throw 1 of 2,68,83
306,3,2:21.0,,K. Humphries makes free throw 2 of 2,68,84
307,3,2:12.0,N. Stauskas misses 2-pt layup from 1 ft,,68,84
308,3,2:10.0,,Defensive rebound by K. Humphries,68,84
309,3,2:03.0,,M. Dunleavy makes 2-pt layup from 2 ft (assist by T. Hardaway),68,86
310,3,2:02.0,Philadelphia full timeout,,68,86
311,3,2:02.0,E. İlyasova enters the game for G. Henderson,,68,86
312,3,2:02.0,T. McConnell enters the game for D. Šarić,,68,86
313,3,2:02.0,J. Okafor enters the game for T. Luwawu-Cabarrot,,68,86
314,3,2:02.0,R. Covington enters the game for N. Noel,,68,86
315,3,1:49.0,Turnover by J. Okafor (3 sec),,68,86
316,3,1:40.0,,M. Dunleavy misses 2-pt jump shot from 17 ft (block by R. Covington),68,86
317,3,1:38.0,,Offensive rebound by T. Hardaway,68,86
318,3,1:35.0,,T. Hardaway misses 2-pt layup from 2 ft (block by J. Okafor),68,86
319,3,1:33.0,Defensive rebound by N. Stauskas,,68,86
320,3,1:29.0,E. İlyasova makes 2-pt hook shot from 1 ft (assist by N. Stauskas),,70,86
321,3,1:15.0,,T. Hardaway makes 2-pt jump shot from 6 ft,70,88
322,3,0:59.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,73,88
323,3,0:49.0,,M. Delaney makes 2-pt jump shot from 17 ft (assist by T. Hardaway),73,90
324,3,0:40.0,Shooting foul by K. Humphries (drawn by R. Covington),,73,90
325,3,0:40.0,R. Covington makes free throw 1 of 2,,74,90
326,3,0:40.0,R. Covington makes free throw 2 of 2,,75,90
327,3,0:28.0,,M. Delaney misses 2-pt jump shot from 10 ft,75,90
328,3,0:27.0,Defensive rebound by Team,,75,90
329,3,0:27.0,,Loose ball foul by M. Delaney (drawn by T. McConnell),75,90
330,3,0:27.0,T. McConnell makes free throw 1 of 2,,76,90
331,3,0:27.0,T. McConnell makes free throw 2 of 2,,77,90
332,3,0:11.0,,T. Hardaway misses 2-pt layup from 1 ft,77,90
333,3,0:10.0,Defensive rebound by R. Covington,,77,90
334,3,0:05.0,N. Stauskas misses 3-pt jump shot from 25 ft,,77,90
335,3,0:04.0,Offensive rebound by E. İlyasova,,77,90
336,3,0:02.0,E. İlyasova misses 2-pt layup at rim (block by M. Dunleavy),,77,90
337,3,0:01.0,,Defensive rebound by T. Hardaway,77,90
338,3,0:01.0,,T. Hardaway misses 3-pt jump shot from 40 ft,77,90
339,3,0:00.0,,Offensive rebound by Team,77,90
340,4,11:44.0,,Turnover by T. Hardaway (bad pass; steal by J. Okafor),77,90
341,4,11:39.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,80,90
342,4,11:18.0,,M. Delaney misses 3-pt jump shot from 23 ft,80,90
343,4,11:16.0,,Offensive rebound by T. Hardaway,80,90
344,4,11:01.0,,T. Sefolosha misses 2-pt layup from 1 ft,80,90
345,4,11:01.0,Defensive rebound by Team,,80,90
346,4,11:01.0,,Loose ball foul by D. Howard (drawn by J. Okafor),80,90
347,4,10:45.0,Shooting foul by D. Howard (drawn by E. İlyasova),,80,90
348,4,10:45.0,E. İlyasova misses free throw 1 of 2,,80,90
349,4,10:45.0,Offensive rebound by Team,,80,90
350,4,10:45.0,E. İlyasova makes free throw 2 of 2,,81,90
351,4,10:27.0,,M. Dunleavy makes 2-pt jump shot from 17 ft (assist by T. Sefolosha),81,92
352,4,10:07.0,N. Stauskas misses 3-pt jump shot from 25 ft,,81,92
353,4,10:05.0,,Defensive rebound by Team,81,92
354,4,10:05.0,T. Luwawu-Cabarrot enters the game for R. Covington,,81,92
355,4,9:53.0,,Turnover by T. Hardaway (bad pass; steal by T. Luwawu-Cabarrot),81,92
356,4,9:45.0,Turnover by T. Luwawu-Cabarrot (bad pass),,81,92
357,4,9:32.0,,M. Delaney makes 2-pt jump shot from 18 ft,81,94
358,4,9:17.0,J. Okafor makes 2-pt jump shot from 15 ft,,83,94
359,4,9:07.0,,Offensive foul by D. Howard (drawn by E. İlyasova),83,94
360,4,9:07.0,,Turnover by D. Howard (offensive foul),83,94
361,4,8:57.0,T. McConnell misses 2-pt jump shot from 18 ft,,83,94
362,4,8:54.0,,Defensive rebound by M. Dunleavy,83,94
363,4,8:34.0,,M. Dunleavy misses 2-pt jump shot from 22 ft,83,94
364,4,8:33.0,,Offensive rebound by Team,83,94
365,4,8:33.0,Official timeout,,83,94
366,4,8:33.0,,K. Bazemore enters the game for M. Dunleavy,83,94
367,4,8:33.0,R. Covington enters the game for E. İlyasova,,83,94
368,4,8:33.0,,Personal foul by J. Okafor (drawn by D. Howard),83,94
369,4,8:19.0,,T. Sefolosha misses 2-pt jump shot from 13 ft,83,94
370,4,8:17.0,Defensive rebound by R. Covington,,83,94
371,4,8:08.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,85,94
372,4,7:47.0,,T. Hardaway misses 3-pt jump shot from 24 ft,85,94
373,4,7:46.0,Defensive rebound by T. McConnell,,85,94
