,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
388,4,4:37.0,Shooting foul by H. Barnes (drawn by M. Morris),,97,104
389,4,4:37.0,M. Morris misses free throw 1 of 1,,97,104
390,4,4:37.0,,D. Williams enters the game for S. Curry,97,104
391,4,4:36.0,,Defensive rebound by A. Bogut,97,104
392,4,4:18.0,,Turnover by H. Barnes (bad pass; steal by O. Porter),97,104
393,4,4:14.0,Turnover by J. Wall (lost ball),,97,104
394,4,3:53.0,,D. Williams makes 3-pt jump shot from 25 ft,97,107
395,4,3:52.0,Washington full timeout,,97,107
396,4,3:52.0,,S. Mejri enters the game for A. Bogut,97,107
397,4,3:44.0,B. Beal misses 2-pt jump shot from 8 ft,,97,107
398,4,3:43.0,,Defensive rebound by S. Mejri,97,107
399,4,3:21.0,,H. Barnes misses 2-pt jump shot from 22 ft,97,107
400,4,3:20.0,Defensive rebound by M. Gortat,,97,107
401,4,3:12.0,Personal foul by H. Barnes (drawn by M. Morris),,97,107
402,4,3:06.0,J. Wall makes 2-pt layup from 2 ft,,99,107
403,4,3:06.0,Shooting block foul by S. Mejri (drawn by J. Wall),,99,107
404,4,3:06.0,J. Wall makes free throw 1 of 1,,100,107
405,4,2:51.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),100,110
406,4,2:38.0,J. Wall makes 2-pt jump shot from 8 ft,,102,110
407,4,2:25.0,,H. Barnes misses 2-pt jump shot from 17 ft,102,110
408,4,2:24.0,Defensive rebound by M. Morris,,102,110
409,4,2:15.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,105,110
410,4,1:54.0,,H. Barnes misses 2-pt jump shot from 14 ft,105,110
411,4,1:53.0,Defensive rebound by M. Gortat,,105,110
412,4,1:45.0,B. Beal misses 3-pt jump shot from 25 ft,,105,110
413,4,1:44.0,,Defensive rebound by D. Finney-Smith,105,110
414,4,1:29.0,,D. Williams misses 3-pt jump shot from 22 ft,105,110
415,4,1:28.0,Defensive rebound by M. Gortat,,105,110
416,4,1:23.0,J. Wall misses 3-pt jump shot from 25 ft,,105,110
417,4,1:21.0,,Defensive rebound by D. Finney-Smith,105,110
418,4,0:59.0,,H. Barnes misses 2-pt jump shot from 16 ft,105,110
419,4,0:58.0,,Offensive rebound by Team,105,110
420,4,0:58.0,,Turnover by Team (shot clock),105,110
421,4,0:44.0,J. Wall misses 3-pt jump shot from 25 ft,,105,110
422,4,0:43.0,,Defensive rebound by D. Finney-Smith,105,110
423,4,0:24.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),105,113
424,4,0:24.0,Washington full timeout,,105,113
425,4,0:20.0,B. Beal misses 3-pt jump shot from 24 ft,,105,113
426,4,0:19.0,,Defensive rebound by D. Finney-Smith,105,113
