,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA CLIPPERS_ACTION,INDIANA_SCORE,LA CLIPPERS_SCORE
66,1,4:05.0,R. Stuckey enters the game for M. Ellis,,8,19
67,1,4:05.0,,J. Crawford enters the game for J. Redick,8,19
68,1,4:04.0,Defensive rebound by P. George,,8,19
69,1,3:39.0,J. Teague misses 2-pt jump shot from 16 ft,,8,19
70,1,3:37.0,,Defensive rebound by B. Griffin,8,19
71,1,3:27.0,,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by C. Paul),8,21
72,1,3:12.0,J. Teague misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),,8,21
73,1,3:12.0,,Defensive rebound by Team,8,21
74,1,3:12.0,G. Robinson enters the game for P. George,,8,21
75,1,3:02.0,,Turnover by C. Paul (lost ball),8,21
76,1,3:02.0,,R. Felton enters the game for L. Mbah a Moute,8,21
77,1,2:50.0,T. Young misses 2-pt jump shot from 20 ft,,8,21
78,1,2:49.0,,Defensive rebound by B. Griffin,8,21
79,1,2:42.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),8,23
80,1,2:20.0,R. Stuckey makes 2-pt jump shot from 5 ft,,10,23
81,1,2:15.0,,LA Clippers full timeout,10,23
82,1,2:15.0,,A. Rivers enters the game for B. Griffin,10,23
83,1,2:15.0,,P. Pierce enters the game for C. Paul,10,23
84,1,2:15.0,C. Miles enters the game for T. Young,,10,23
85,1,2:15.0,A. Brooks enters the game for J. Teague,,10,23
86,1,1:59.0,,J. Crawford misses 2-pt jump shot from 17 ft,10,23
87,1,1:58.0,Defensive rebound by A. Jefferson,,10,23
88,1,1:42.0,Turnover by A. Brooks (bad pass; steal by D. Jordan),,10,23
89,1,1:37.0,,A. Rivers makes 2-pt layup from 3 ft,10,25
90,1,1:22.0,R. Stuckey makes 2-pt layup from 2 ft (assist by A. Jefferson),,12,25
91,1,1:04.0,,Personal foul by A. Jefferson (drawn by D. Jordan),12,25
92,1,1:04.0,,M. Speights enters the game for D. Jordan,12,25
93,1,0:53.0,,Turnover by J. Crawford (bad pass),12,25
94,1,0:34.0,Offensive foul by R. Stuckey (drawn by A. Rivers),,12,25
95,1,0:34.0,Turnover by R. Stuckey (offensive foul),,12,25
96,1,0:31.0,,J. Crawford makes 2-pt jump shot from 20 ft,12,27
97,1,0:24.0,C. Miles makes 2-pt layup from 2 ft,,14,27
98,1,0:05.0,,Shooting foul by G. Robinson (drawn by J. Crawford),14,27
99,1,0:05.0,,J. Crawford makes free throw 1 of 2,14,28
100,1,0:05.0,,J. Crawford misses free throw 2 of 2,14,28
101,1,0:03.0,Defensive rebound by A. Jefferson,,14,28
102,1,0:01.0,Personal take foul by R. Felton (drawn by A. Brooks),,14,28
103,1,0:01.0,Shooting foul by R. Felton (drawn by A. Brooks),,14,28
104,1,0:01.0,A. Brooks makes free throw 1 of 3,,15,28
105,1,0:01.0,A. Brooks makes free throw 2 of 3,,16,28
106,1,0:01.0,A. Brooks makes free throw 3 of 3,,17,28
107,2,11:48.0,R. Stuckey makes 2-pt layup from 1 ft,,19,28
108,2,11:22.0,,R. Felton makes 2-pt jump shot from 6 ft,19,30
109,2,11:02.0,G. Robinson misses 2-pt jump shot from 20 ft,,19,30
110,2,10:59.0,,Defensive rebound by A. Rivers,19,30
111,2,10:42.0,,R. Felton makes 2-pt jump shot from 19 ft,19,32
112,2,10:29.0,C. Miles misses 3-pt jump shot from 26 ft,,19,32
113,2,10:27.0,Offensive rebound by A. Brooks,,19,32
114,2,10:25.0,,Offensive charge foul by C. Miles (drawn by M. Speights),19,32
115,2,10:25.0,Turnover by C. Miles (offensive foul),,19,32
116,2,10:09.0,,R. Felton misses 2-pt jump shot from 20 ft,19,32
117,2,10:08.0,Defensive rebound by C. Miles,,19,32
118,2,10:04.0,A. Brooks misses 2-pt layup from 2 ft (block by P. Pierce),,19,32
119,2,10:01.0,,Defensive rebound by J. Crawford,19,32
120,2,9:55.0,,A. Rivers misses 3-pt jump shot from 28 ft,19,32
121,2,9:54.0,,Offensive rebound by M. Speights,19,32
122,2,9:49.0,,P. Pierce misses 3-pt jump shot from 25 ft,19,32
123,2,9:48.0,Defensive rebound by R. Stuckey,,19,32
124,2,9:34.0,A. Jefferson makes 2-pt layup from 2 ft,,21,32
125,2,9:13.0,,M. Speights misses 2-pt jump shot from 7 ft,21,32
126,2,9:11.0,,Offensive rebound by R. Felton,21,32
127,2,8:59.0,,R. Felton misses 3-pt jump shot from 28 ft,21,32
128,2,8:58.0,Defensive rebound by R. Stuckey,,21,32
129,2,8:54.0,Shooting foul by P. Pierce (drawn by R. Stuckey),,21,32
130,2,8:54.0,Official timeout,,21,32
131,2,8:54.0,R. Stuckey makes free throw 1 of 2,,22,32
132,2,8:54.0,M. Ellis enters the game for A. Brooks,,21,32
133,2,8:54.0,M. Turner enters the game for A. Jefferson,,21,32
134,2,8:54.0,R. Stuckey makes free throw 2 of 2,,23,32
135,2,8:31.0,,J. Crawford misses 3-pt jump shot from 26 ft,23,32
136,2,8:31.0,Defensive rebound by Team,,23,32
137,2,8:22.0,,Violation by M. Speights (def goaltending),23,32
138,2,8:22.0,R. Stuckey makes 2-pt layup from 2 ft,,25,32
139,2,8:00.0,,Turnover by A. Rivers (bad pass; steal by G. Robinson),25,32
140,2,7:54.0,R. Stuckey misses 3-pt jump shot from 25 ft,,25,32
141,2,7:52.0,,Defensive rebound by P. Pierce,25,32
142,2,7:42.0,,P. Pierce misses 2-pt jump shot from 20 ft,25,32
143,2,7:41.0,Defensive rebound by M. Turner,,25,32
144,2,7:32.0,C. Miles makes 2-pt jump shot from 23 ft (assist by R. Stuckey),,27,32
145,2,7:12.0,,M. Speights misses 3-pt jump shot from 26 ft,27,32
146,2,7:11.0,Defensive rebound by M. Ellis,,27,32
147,2,7:03.0,M. Ellis misses 2-pt jump shot from 16 ft,,27,32
148,2,7:00.0,,Defensive rebound by M. Speights,27,32
149,2,6:54.0,,J. Crawford misses 2-pt jump shot from 5 ft,27,32
150,2,6:53.0,,Offensive rebound by A. Rivers,27,32
151,2,6:53.0,,A. Rivers makes 2-pt layup from 4 ft,27,34
152,2,6:38.0,Shooting foul by M. Speights (drawn by M. Turner),,27,34
153,2,6:38.0,M. Turner makes free throw 1 of 2,,28,34
154,2,6:38.0,M. Turner misses free throw 2 of 2,,28,34
155,2,6:38.0,,B. Griffin enters the game for J. Crawford,28,34
156,2,6:38.0,,J. Redick enters the game for R. Felton,28,34
157,2,6:38.0,,C. Paul enters the game for P. Pierce,28,34
158,2,6:38.0,,L. Mbah a Moute enters the game for A. Rivers,28,34
159,2,6:38.0,,D. Jordan enters the game for M. Speights,28,34
160,2,6:38.0,P. George enters the game for G. Robinson,,28,34
161,2,6:38.0,T. Young enters the game for C. Miles,,28,34
162,2,6:36.0,,Defensive rebound by D. Jordan,28,34
163,2,6:23.0,,B. Griffin misses 2-pt jump shot from 4 ft (block by T. Young),28,34
164,2,6:21.0,,Offensive rebound by L. Mbah a Moute,28,34
165,2,6:10.0,,B. Griffin makes 2-pt jump shot from 12 ft,28,36
166,2,5:57.0,P. George makes 2-pt layup from 2 ft (assist by M. Turner),,30,36
167,2,5:57.0,Shooting foul by C. Paul (drawn by P. George),,30,36
168,2,5:57.0,,LA Clippers full timeout,30,36
169,2,5:57.0,J. Teague enters the game for R. Stuckey,,30,36
170,2,5:57.0,P. George makes free throw 1 of 1,,31,36
171,2,5:48.0,,Turnover by J. Redick (traveling),31,36
172,2,5:38.0,M. Ellis misses 2-pt jump shot from 13 ft,,31,36
173,2,5:35.0,,Defensive rebound by B. Griffin,31,36
174,2,5:28.0,,J. Redick misses 3-pt jump shot from 26 ft,31,36
175,2,5:26.0,Defensive rebound by T. Young,,31,36
176,2,5:14.0,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),,34,36
177,2,5:01.0,,B. Griffin makes 2-pt jump shot from 9 ft,34,38
178,2,4:56.0,M. Ellis makes 2-pt layup from 4 ft (assist by J. Teague),,36,38
179,2,4:56.0,Shooting foul by J. Redick (drawn by M. Ellis),,36,38
180,2,4:56.0,M. Ellis makes free throw 1 of 1,,37,38
181,2,4:40.0,,Personal foul by T. Young (drawn by B. Griffin),37,38
182,2,4:32.0,,B. Griffin misses 2-pt jump shot from 19 ft,37,38
183,2,4:31.0,Defensive rebound by J. Teague,,37,38
184,2,4:21.0,J. Teague misses 2-pt jump shot from 6 ft,,37,38
185,2,4:18.0,,Defensive rebound by D. Jordan,37,38
186,2,4:01.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),37,40
187,2,3:49.0,Personal foul by C. Paul (drawn by M. Turner),,37,40
188,2,3:49.0,M. Turner misses free throw 1 of 2,,37,40
189,2,3:49.0,Offensive rebound by Team,,37,40
190,2,3:49.0,L. Allen enters the game for T. Young,,37,40
191,2,3:49.0,M. Turner makes free throw 2 of 2,,38,40
192,2,3:37.0,,Turnover by D. Jordan (3 sec),38,40
193,2,3:21.0,J. Teague makes 3-pt jump shot from 26 ft (assist by L. Allen),,41,40
194,2,2:59.0,,J. Redick misses 2-pt jump shot from 18 ft,41,40
195,2,2:58.0,Defensive rebound by M. Ellis,,41,40
196,2,2:45.0,Shooting foul by J. Redick (drawn by M. Turner),,41,40
197,2,2:45.0,Indiana full timeout,,41,40
198,2,2:45.0,M. Turner misses free throw 1 of 2,,41,40
199,2,2:45.0,Offensive rebound by Team,,41,40
200,2,2:45.0,M. Turner makes free throw 2 of 2,,42,40
201,2,2:30.0,,B. Griffin makes 2-pt jump shot from 14 ft,42,42
202,2,2:08.0,Turnover by P. George (lost ball; steal by C. Paul),,42,42
203,2,2:08.0,,LA Clippers full timeout,42,42
204,2,1:48.0,,J. Redick misses 3-pt jump shot from 27 ft,42,42
205,2,1:47.0,,Offensive rebound by L. Mbah a Moute,42,42
206,2,1:43.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),42,45
207,2,1:26.0,J. Teague misses 2-pt layup from 2 ft (block by B. Griffin),,42,45
208,2,1:24.0,,Defensive rebound by B. Griffin,42,45
209,2,1:19.0,,B. Griffin makes 2-pt layup from 2 ft,42,47
210,2,0:53.0,J. Teague makes 2-pt layup from 3 ft (assist by L. Allen),,44,47
211,2,0:49.0,,Personal foul by L. Allen (drawn by C. Paul),44,47
212,2,0:42.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),44,50
213,2,0:34.0,Shooting foul by J. Redick (drawn by J. Teague),,44,50
214,2,0:34.0,J. Teague makes free throw 1 of 2,,45,50
215,2,0:34.0,J. Teague makes free throw 2 of 2,,46,50
216,2,0:28.0,,C. Paul makes 2-pt jump shot from 15 ft,46,52
217,2,0:24.0,Indiana full timeout,,46,52
218,2,0:24.0,,R. Felton enters the game for C. Paul,46,52
219,2,0:24.0,,A. Rivers enters the game for J. Redick,46,52
220,2,0:24.0,C. Miles enters the game for L. Allen,,46,52
221,2,0:05.0,P. George misses 3-pt jump shot from 27 ft,,46,52
222,2,0:05.0,Offensive rebound by C. Miles,,46,52
223,2,0:05.0,C. Miles makes 2-pt layup from 2 ft,,48,52
224,2,0:01.0,,Turnover by R. Felton (lost ball),48,52
225,2,0:00.0,M. Turner misses 3-pt jump shot from 60 ft,,48,52
226,2,0:00.0,Offensive rebound by Team,,48,52
227,3,11:37.0,P. George makes 2-pt jump shot from 19 ft,,50,52
228,3,11:16.0,,J. Redick misses 2-pt jump shot from 21 ft,50,52
229,3,11:15.0,Defensive rebound by P. George,,50,52
230,3,11:06.0,M. Turner misses 3-pt jump shot from 27 ft,,50,52
231,3,11:05.0,,Defensive rebound by D. Jordan,50,52
232,3,10:45.0,,B. Griffin misses 2-pt hook shot from 5 ft,50,52
233,3,10:42.0,,Offensive rebound by B. Griffin,50,52
234,3,10:41.0,,B. Griffin misses 2-pt hook shot from 4 ft,50,52
235,3,10:38.0,Defensive rebound by M. Turner,,50,52
236,3,10:34.0,P. George makes 3-pt jump shot from 27 ft (assist by T. Young),,53,52
237,3,10:34.0,,LA Clippers full timeout,53,52
238,3,10:16.0,,C. Paul misses 3-pt jump shot from 27 ft,53,52
239,3,10:15.0,,Offensive rebound by B. Griffin,53,52
240,3,10:15.0,,Personal foul by J. Teague (drawn by B. Griffin),53,52
241,3,10:10.0,,B. Griffin misses 2-pt jump shot from 20 ft,53,52
242,3,10:09.0,Defensive rebound by P. George,,53,52
243,3,10:04.0,Personal foul by C. Paul (drawn by P. George),,53,52
244,3,9:52.0,T. Young makes 2-pt dunk at rim (assist by P. George),,55,52
245,3,9:39.0,,C. Paul misses 2-pt jump shot from 10 ft,55,52
246,3,9:38.0,,Offensive rebound by D. Jordan,55,52
247,3,9:35.0,,Turnover by D. Jordan (lost ball; steal by J. Teague),55,52
248,3,9:20.0,M. Ellis misses 2-pt hook shot from 10 ft,,55,52
249,3,9:17.0,,Defensive rebound by B. Griffin,55,52
250,3,9:10.0,,J. Redick misses 2-pt layup from 2 ft,55,52
251,3,9:08.0,Defensive rebound by T. Young,,55,52
252,3,9:06.0,,Violation by D. Jordan (def goaltending),55,52
253,3,9:06.0,M. Ellis makes 2-pt layup from 3 ft,,57,52
254,3,8:47.0,,Turnover by B. Griffin (bad pass; steal by M. Turner),57,52
255,3,8:43.0,Shooting foul by B. Griffin (drawn by T. Young),,57,52
256,3,8:43.0,T. Young makes free throw 1 of 2,,58,52
257,3,8:43.0,T. Young makes free throw 2 of 2,,59,52
258,3,8:37.0,,Shooting foul by T. Young (drawn by B. Griffin),59,52
259,3,8:37.0,,B. Griffin makes free throw 1 of 2,59,53
260,3,8:37.0,,B. Griffin makes free throw 2 of 2,59,54
261,3,8:30.0,Turnover by M. Turner (bad pass),,59,54
262,3,8:17.0,,B. Griffin misses 2-pt jump shot from 19 ft,59,54
263,3,8:16.0,Defensive rebound by M. Ellis,,59,54
264,3,7:55.0,J. Teague makes 2-pt layup from 2 ft,,61,54
265,3,7:40.0,,Turnover by C. Paul (bad pass; steal by M. Ellis),61,54
266,3,7:36.0,M. Ellis makes 2-pt layup from 2 ft,,63,54
267,3,7:36.0,,LA Clippers full timeout,63,54
268,3,7:21.0,,Turnover by B. Griffin (bad pass),63,54
269,3,6:58.0,J. Teague misses 2-pt jump shot from 9 ft (block by D. Jordan),,63,54
270,3,6:58.0,Offensive rebound by Team,,63,54
271,3,6:58.0,,J. Crawford enters the game for J. Redick,63,54
272,3,6:54.0,P. George misses 3-pt jump shot from 27 ft,,63,54
273,3,6:53.0,Offensive rebound by T. Young,,63,54
274,3,6:52.0,T. Young makes 2-pt hook shot from 8 ft,,65,54
275,3,6:39.0,,B. Griffin misses 2-pt jump shot from 6 ft,65,54
276,3,6:36.0,,Offensive rebound by B. Griffin,65,54
277,3,6:34.0,,B. Griffin misses 2-pt hook shot from 6 ft,65,54
278,3,6:32.0,Defensive rebound by P. George,,65,54
279,3,6:27.0,T. Young makes 2-pt layup from 1 ft (assist by P. George),,67,54
280,3,6:08.0,,B. Griffin makes 2-pt layup from 3 ft (assist by C. Paul),67,56
281,3,6:04.0,,Violation by C. Paul (kicked ball),67,56
282,3,5:52.0,P. George misses 3-pt jump shot from 26 ft,,67,56
283,3,5:50.0,,Defensive rebound by B. Griffin,67,56
284,3,5:33.0,,Turnover by L. Mbah a Moute (bad pass; steal by J. Teague),67,56
285,3,5:27.0,T. Young misses 2-pt jump shot from 6 ft,,67,56
286,3,5:26.0,,Defensive rebound by Team,67,56
287,3,5:10.0,,B. Griffin makes 2-pt layup from 4 ft (assist by J. Crawford),67,58
288,3,5:10.0,Indiana full timeout,,67,58
289,3,4:59.0,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),,69,58
290,3,4:39.0,,J. Crawford misses 3-pt jump shot from 27 ft,69,58
291,3,4:38.0,,Offensive rebound by D. Jordan,69,58
292,3,4:29.0,,Shooting foul by P. George (drawn by B. Griffin),69,58
293,3,4:29.0,,B. Griffin misses free throw 1 of 2,69,58
294,3,4:29.0,,Offensive rebound by Team,69,58
295,3,4:29.0,,B. Griffin misses free throw 2 of 2,69,58
296,3,4:29.0,R. Stuckey enters the game for M. Ellis,,69,58
297,3,4:29.0,A. Jefferson enters the game for M. Turner,,69,58
298,3,4:29.0,,M. Speights enters the game for D. Jordan,69,58
299,3,4:27.0,Defensive rebound by T. Young,,69,58
300,3,4:14.0,A. Jefferson misses 2-pt layup from 3 ft (block by B. Griffin),,69,58
301,3,4:11.0,,Defensive rebound by L. Mbah a Moute,69,58
302,3,3:57.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by C. Paul),69,61
303,3,3:35.0,P. George makes 2-pt jump shot from 20 ft (assist by A. Jefferson),,71,61
304,3,3:22.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by C. Paul),71,64
305,3,3:10.0,Personal foul by J. Crawford (drawn by J. Teague),,71,64
306,3,3:10.0,,W. Johnson enters the game for B. Griffin,71,64
307,3,3:10.0,C. Miles enters the game for T. Young,,71,64
308,3,2:59.0,J. Teague makes 2-pt jump shot from 4 ft,,73,64
309,3,2:40.0,,Turnover by L. Mbah a Moute (bad pass; steal by P. George),73,64
310,3,2:25.0,Shooting foul by M. Speights (drawn by A. Jefferson),,73,64
311,3,2:25.0,A. Jefferson makes free throw 1 of 2,,74,64
312,3,2:25.0,A. Jefferson misses free throw 2 of 2,,74,64
313,3,2:25.0,,A. Rivers enters the game for L. Mbah a Moute,74,64
314,3,2:25.0,,R. Felton enters the game for C. Paul,74,64
315,3,2:24.0,,Defensive rebound by A. Rivers,74,64
316,3,2:17.0,,Personal foul by P. George (drawn by A. Rivers),74,64
317,3,2:05.0,,Shooting foul by C. Miles (drawn by J. Crawford),74,64
318,3,2:05.0,,J. Crawford makes free throw 1 of 2,74,65
319,3,2:05.0,G. Robinson enters the game for P. George,,74,65
320,3,2:05.0,,J. Crawford makes free throw 2 of 2,74,66
321,3,1:46.0,Shooting foul by M. Speights (drawn by C. Miles),,74,66
322,3,1:46.0,C. Miles makes free throw 1 of 3,,75,66
323,3,1:46.0,C. Miles makes free throw 2 of 3,,76,66
324,3,1:46.0,M. Ellis enters the game for J. Teague,,76,66
325,3,1:46.0,C. Miles makes free throw 3 of 3,,77,66
326,3,1:38.0,,Personal foul by R. Stuckey (drawn by A. Rivers),77,66
327,3,1:38.0,,A. Rivers misses free throw 1 of 2,77,66
328,3,1:38.0,,Offensive rebound by Team,77,66
329,3,1:38.0,,A. Rivers makes free throw 2 of 2,77,67
330,3,1:16.0,C. Miles misses 2-pt layup from 2 ft,,77,67
331,3,1:14.0,Offensive rebound by C. Miles,,77,67
332,3,1:13.0,Turnover by C. Miles (lost ball; steal by J. Crawford),,77,67
333,3,1:08.0,,J. Crawford makes 2-pt layup from 2 ft,77,69
334,3,0:53.0,Shooting foul by M. Speights (drawn by M. Ellis),,77,69
335,3,0:53.0,M. Ellis makes free throw 1 of 2,,78,69
336,3,0:53.0,M. Ellis makes free throw 2 of 2,,79,69
337,3,0:40.0,,A. Rivers misses 2-pt layup from 2 ft,79,69
338,3,0:38.0,Defensive rebound by C. Miles,,79,69
339,3,0:32.0,R. Stuckey makes 2-pt jump shot from 15 ft,,81,69
340,3,0:12.0,,R. Felton misses 3-pt jump shot from 25 ft,81,69
341,3,0:10.0,Defensive rebound by C. Miles,,81,69
342,3,0:01.0,R. Stuckey makes 2-pt jump shot from 7 ft,,83,69
343,3,0:01.0,,M. Speights misses 3-pt jump shot from 70 ft,83,69
344,3,0:00.0,,Offensive rebound by Team,83,69
345,4,11:47.0,,Personal foul by A. Jefferson (drawn by M. Speights),83,69
346,4,11:38.0,,J. Redick misses 2-pt layup from 3 ft,83,69
347,4,11:37.0,,Offensive rebound by M. Speights,83,69
348,4,11:37.0,,M. Speights misses 2-pt layup from 1 ft,83,69
349,4,11:34.0,Defensive rebound by R. Stuckey,,83,69
350,4,11:29.0,R. Stuckey makes 2-pt layup from 2 ft,,85,69
351,4,11:13.0,,M. Speights misses 3-pt jump shot from 26 ft,85,69
352,4,11:12.0,Defensive rebound by G. Robinson,,85,69
353,4,10:56.0,A. Jefferson makes 2-pt jump shot from 5 ft,,87,69
354,4,10:56.0,Shooting foul by M. Speights (drawn by A. Jefferson),,87,69
355,4,10:56.0,,D. Jordan enters the game for M. Speights,87,69
356,4,10:56.0,A. Jefferson makes free throw 1 of 1,,88,69
357,4,10:44.0,,J. Crawford misses 2-pt jump shot from 19 ft,88,69
358,4,10:43.0,,Offensive rebound by R. Felton,88,69
359,4,10:38.0,,J. Crawford makes 2-pt jump shot from 19 ft,88,71
360,4,10:18.0,C. Miles misses 3-pt jump shot from 26 ft,,88,71
361,4,10:17.0,,Defensive rebound by D. Jordan,88,71
362,4,10:12.0,,J. Redick misses 3-pt jump shot from 27 ft,88,71
363,4,10:12.0,Defensive rebound by A. Jefferson,,88,71
364,4,9:51.0,C. Miles makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,91,71
365,4,9:38.0,,Shooting foul by G. Robinson (drawn by J. Crawford),91,71
366,4,9:38.0,,J. Crawford makes free throw 1 of 2,91,72
367,4,9:38.0,,C. Paul enters the game for R. Felton,91,72
368,4,9:38.0,,J. Crawford makes free throw 2 of 2,91,73
369,4,9:20.0,M. Ellis misses 2-pt layup from 3 ft,,91,73
370,4,9:19.0,,Defensive rebound by J. Redick,91,73
371,4,9:09.0,,Turnover by J. Crawford (bad pass),91,73
372,4,9:09.0,,B. Griffin enters the game for A. Rivers,91,73
373,4,8:56.0,R. Stuckey misses 2-pt jump shot from 20 ft,,91,73
374,4,8:55.0,,Defensive rebound by D. Jordan,91,73
375,4,8:37.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),91,75
376,4,8:34.0,Indiana full timeout,,91,75
377,4,8:34.0,J. Teague enters the game for M. Ellis,,91,75
378,4,8:34.0,T. Young enters the game for G. Robinson,,91,75
379,4,8:34.0,P. George enters the game for C. Miles,,91,75
380,4,8:17.0,T. Young makes 2-pt hook shot from 6 ft (assist by R. Stuckey),,93,75
381,4,7:52.0,,C. Paul makes 3-pt jump shot from 28 ft (assist by J. Redick),93,78
382,4,7:29.0,Turnover by R. Stuckey (bad pass; steal by D. Jordan),,93,78
383,4,7:16.0,,J. Crawford makes 2-pt jump shot from 7 ft (assist by B. Griffin),93,80
384,4,7:16.0,,Shooting foul by P. George (drawn by J. Crawford),93,80
385,4,7:16.0,,J. Crawford makes free throw 1 of 1,93,81
386,4,7:06.0,T. Young makes 2-pt layup from 2 ft (assist by P. George),,95,81
387,4,7:06.0,Shooting foul by B. Griffin (drawn by T. Young),,95,81
388,4,7:06.0,M. Turner enters the game for A. Jefferson,,95,81
389,4,7:06.0,T. Young makes free throw 1 of 1,,96,81
390,4,7:01.0,,Personal foul by T. Young (drawn by B. Griffin),96,81
391,4,6:59.0,,Personal foul by J. Teague (drawn by C. Paul),96,81
392,4,6:59.0,,C. Paul makes free throw 1 of 2,96,82
