,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
380,4,3:54.0,,Defensive rebound by M. Barnes,99,95
381,4,3:43.0,,Personal foul by J. Johnson (drawn by D. Cousins),99,95
382,4,3:31.0,,T. Lawson misses 2-pt jump shot from 16 ft,99,95
383,4,3:30.0,Defensive rebound by T. Johnson,,99,95
384,4,3:19.0,J. Johnson misses 2-pt layup from 4 ft (block by M. Barnes),,99,95
385,4,3:16.0,Offensive rebound by Team,,99,95
386,4,3:14.0,Offensive foul by J. Johnson (drawn by G. Temple),,99,95
387,4,3:14.0,Turnover by J. Johnson (offensive foul),,99,95
388,4,2:59.0,,D. Collison misses 2-pt layup from 2 ft,99,95
389,4,2:55.0,,Offensive rebound by M. Barnes,99,95
390,4,2:55.0,,M. Barnes makes 2-pt layup from 1 ft,99,97
391,4,2:35.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by R. McGruder),,102,97
392,4,2:22.0,,Personal foul by J. Johnson (drawn by D. Cousins),102,97
393,4,2:22.0,,Sacramento full timeout,102,97
394,4,2:22.0,U. Haslem enters the game for J. Johnson,,102,97
395,4,2:18.0,,T. Lawson makes 2-pt layup from 3 ft (assist by D. Cousins),102,99
396,4,1:57.0,Turnover by G. Dragić (bad pass; steal by D. Cousins),,102,99
397,4,1:50.0,,M. Barnes makes 2-pt layup from 2 ft (assist by D. Collison),102,101
398,4,1:36.0,G. Dragić misses 2-pt jump shot from 4 ft,,102,101
399,4,1:35.0,,Defensive rebound by D. Cousins,102,101
400,4,1:16.0,,Shooting foul by U. Haslem (drawn by D. Cousins),102,101
401,4,1:16.0,,D. Cousins misses free throw 1 of 2,102,101
402,4,1:16.0,,Offensive rebound by Team,102,101
403,4,1:16.0,,D. Cousins makes free throw 2 of 2,102,102
404,4,0:55.0,Turnover by G. Dragić (bad pass; steal by G. Temple),,102,102
405,4,0:51.0,,D. Collison misses 2-pt layup from 1 ft (block by T. Johnson),102,102
406,4,0:49.0,Defensive rebound by J. Richardson,,102,102
407,4,0:48.0,Personal foul by M. Barnes (drawn by J. Richardson),,102,102
408,4,0:48.0,Miami full timeout,,102,102
409,4,0:28.0,T. Johnson makes 2-pt jump shot from 8 ft,,104,102
410,4,0:28.0,Shooting foul by M. Barnes (drawn by T. Johnson),,104,102
411,4,0:28.0,T. Johnson makes free throw 1 of 1,,105,102
412,4,0:28.0,,Sacramento full timeout,105,102
413,4,0:19.0,,D. Cousins misses 2-pt layup from 1 ft,105,102
414,4,0:19.0,,Offensive rebound by Team,105,102
415,4,0:19.0,,Sacramento full timeout,105,102
416,4,0:15.0,,D. Cousins misses 3-pt jump shot from 25 ft,105,102
417,4,0:14.0,Defensive rebound by R. McGruder,,105,102
418,4,0:12.0,Personal foul by D. Cousins (drawn by T. Johnson),,105,102
419,4,0:12.0,T. Johnson makes free throw 1 of 2,,106,102
420,4,0:12.0,T. Johnson makes free throw 2 of 2,,107,102
421,4,0:12.0,,Sacramento full timeout,107,102
422,4,0:12.0,,Turnover by M. Barnes (bad pass; steal by G. Dragić),107,102
