,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
390,4,8:43.0,,A. Jefferson misses 2-pt layup from 2 ft,72,79
391,4,8:43.0,Defensive rebound by R. Westbrook,,72,79
392,4,8:29.0,Á. Abrines misses 3-pt jump shot from 24 ft,,72,79
393,4,8:29.0,,Defensive rebound by M. Ellis,72,79
394,4,8:17.0,A. Roberson enters the game for V. Oladipo,,72,79
395,4,8:06.0,,P. George misses 2-pt jump shot from 13 ft,72,79
396,4,8:05.0,Defensive rebound by Team,,72,79
397,4,7:55.0,Personal foul by K. Séraphin (drawn by S. Adams),,72,79
398,4,7:55.0,,L. Allen enters the game for K. Séraphin,72,79
399,4,7:55.0,,M. Turner enters the game for A. Jefferson,72,79
400,4,7:55.0,,J. Teague enters the game for R. Stuckey,72,79
401,4,7:48.0,J. Grant misses 2-pt jump shot from 6 ft,,72,79
402,4,7:44.0,Offensive rebound by Á. Abrines,,72,79
403,4,7:37.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by A. Roberson),,75,79
404,4,7:11.0,,J. Teague makes 3-pt jump shot from 25 ft,75,82
405,4,6:55.0,Turnover by R. Westbrook (bad pass),,75,82
406,4,6:55.0,V. Oladipo enters the game for Á. Abrines,,75,82
407,4,6:47.0,,M. Turner makes 2-pt layup from 3 ft (assist by M. Ellis),75,84
408,4,6:47.0,,Shooting foul by R. Westbrook (drawn by M. Turner),75,84
409,4,6:47.0,,M. Turner misses free throw 1 of 1,75,84
410,4,6:47.0,Defensive rebound by R. Westbrook,,75,84
411,4,6:43.0,Turnover by V. Oladipo (offensive foul),,75,84
412,4,6:43.0,,Offensive charge foul by V. Oladipo (drawn by M. Ellis),75,84
413,4,6:27.0,,P. George misses 3-pt jump shot from 25 ft,75,84
414,4,6:27.0,Defensive rebound by V. Oladipo,,75,84
415,4,6:19.0,R. Westbrook makes 3-pt jump shot from 26 ft,,78,84
416,4,5:52.0,,P. George makes 2-pt jump shot from 18 ft,78,86
417,4,5:35.0,Shooting foul by L. Allen (drawn by J. Grant),,78,86
418,4,5:35.0,,Indiana full timeout,78,86
419,4,5:35.0,J. Grant misses free throw 1 of 2,,78,86
420,4,5:35.0,Offensive rebound by Team,,78,86
421,4,5:35.0,J. Grant makes free throw 2 of 2,,79,86
422,4,5:17.0,,P. George makes 3-pt jump shot from 26 ft (assist by M. Ellis),79,89
423,4,4:59.0,J. Grant makes 3-pt jump shot from 25 ft (assist by S. Adams),,82,89
424,4,4:47.0,,J. Teague makes 2-pt layup from 2 ft,82,91
425,4,4:37.0,R. Westbrook misses 3-pt jump shot from 25 ft,,82,91
426,4,4:36.0,Offensive rebound by A. Roberson,,82,91
427,4,4:34.0,Shooting foul by M. Ellis (drawn by S. Adams),,82,91
428,4,4:34.0,S. Adams makes free throw 1 of 2,,83,91
429,4,4:34.0,S. Adams misses free throw 2 of 2,,83,91
430,4,4:34.0,,Defensive rebound by Team,83,91
431,4,4:21.0,,J. Teague misses 2-pt jump shot from 4 ft (block by A. Roberson),83,91
432,4,4:19.0,Defensive rebound by A. Roberson,,83,91
433,4,4:11.0,V. Oladipo misses 3-pt jump shot from 24 ft,,83,91
434,4,4:11.0,,Defensive rebound by J. Teague,83,91
435,4,3:52.0,,Shooting foul by J. Grant (drawn by L. Allen),83,91
436,4,3:52.0,,L. Allen misses free throw 1 of 2,83,91
437,4,3:52.0,,Offensive rebound by Team,83,91
438,4,3:52.0,,L. Allen misses free throw 2 of 2,83,91
439,4,3:52.0,Defensive rebound by A. Roberson,,83,91
440,4,3:29.0,R. Westbrook makes 3-pt jump shot from 26 ft,,86,91
441,4,3:08.0,,J. Teague misses 2-pt layup from 4 ft (block by J. Grant),86,91
442,4,3:08.0,,Offensive rebound by Team,86,91
443,4,3:03.0,,P. George misses 3-pt jump shot from 26 ft,86,91
444,4,3:02.0,Defensive rebound by R. Westbrook,,86,91
445,4,2:44.0,Personal foul by L. Allen (drawn by V. Oladipo),,86,91
446,4,2:44.0,Oklahoma City full timeout,,86,91
447,4,2:44.0,V. Oladipo makes free throw 1 of 2,,87,91
448,4,2:44.0,,G. Robinson enters the game for L. Allen,86,91
449,4,2:44.0,,C. Miles enters the game for M. Ellis,86,91
450,4,2:44.0,V. Oladipo makes free throw 2 of 2,,88,91
451,4,2:22.0,,P. George misses 2-pt jump shot from 18 ft,88,91
452,4,2:21.0,Defensive rebound by A. Roberson,,88,91
453,4,2:05.0,R. Westbrook makes 2-pt layup from 3 ft,,90,91
454,4,1:48.0,,P. George misses 2-pt layup from 2 ft,90,91
455,4,1:48.0,Defensive rebound by A. Roberson,,90,91
456,4,1:40.0,R. Westbrook misses 2-pt layup from 4 ft,,90,91
457,4,1:37.0,Offensive rebound by S. Adams,,90,91
458,4,1:37.0,S. Adams misses 2-pt layup from 3 ft,,90,91
459,4,1:36.0,,Defensive rebound by M. Turner,90,91
460,4,1:30.0,,Indiana full timeout,90,91
461,4,1:20.0,,P. George makes 2-pt jump shot from 15 ft,90,93
462,4,1:02.0,R. Westbrook misses 3-pt jump shot from 26 ft,,90,93
463,4,1:02.0,,Defensive rebound by Team,90,93
464,4,0:46.0,,Turnover by P. George (lost ball; steal by A. Roberson),90,93
465,4,0:33.0,V. Oladipo misses 3-pt jump shot from 23 ft,,90,93
466,4,0:32.0,,Defensive rebound by C. Miles,90,93
467,4,0:23.0,,Indiana full timeout,90,93
468,4,0:08.0,,C. Miles misses 3-pt jump shot from 26 ft,90,93
469,4,0:08.0,Defensive rebound by R. Westbrook,,90,93
470,4,0:08.0,Oklahoma City full timeout,,90,93
471,4,0:08.0,A. Morrow enters the game for A. Roberson,,90,93
472,4,0:08.0,,L. Allen enters the game for C. Miles,90,93
473,4,0:04.0,R. Westbrook misses 3-pt jump shot from 27 ft,,90,93
474,4,0:03.0,Offensive rebound by J. Grant,,90,93
475,4,0:00.0,R. Westbrook misses 3-pt jump shot from 23 ft,,90,93
476,4,0:00.0,Offensive rebound by Team,,90,93
