,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
373,4,3:02.0,Shooting block foul by N. Noel (drawn by D. Cousins),,105,110
374,4,3:02.0,D. Cousins makes free throw 1 of 2,,106,110
375,4,3:02.0,D. Cousins makes free throw 2 of 2,,107,110
376,4,2:42.0,,Shooting foul by G. Temple (drawn by G. Henderson),107,110
377,4,2:42.0,,G. Henderson makes free throw 1 of 2,107,111
378,4,2:42.0,,G. Henderson makes free throw 2 of 2,107,112
379,4,2:31.0,M. Barnes misses 3-pt jump shot from 27 ft,,107,112
380,4,2:30.0,Offensive rebound by M. Barnes,,107,112
381,4,2:28.0,Turnover by M. Barnes (bad pass; steal by T. McConnell),,107,112
382,4,2:14.0,,R. Covington misses 3-pt jump shot from 26 ft,107,112
383,4,2:13.0,Defensive rebound by D. Cousins,,107,112
384,4,2:01.0,Personal foul by N. Noel (drawn by D. Cousins),,107,112
385,4,2:01.0,D. Cousins makes free throw 1 of 2,,108,112
386,4,2:01.0,D. Cousins makes free throw 2 of 2,,109,112
387,4,1:57.0,,Turnover by T. McConnell (bad pass),109,112
388,4,1:57.0,,D. Šarić enters the game for N. Noel,109,112
389,4,1:49.0,A. Afflalo misses 3-pt jump shot from 26 ft,,109,112
390,4,1:48.0,Offensive rebound by D. Cousins,,109,112
391,4,1:48.0,Personal foul by R. Covington (drawn by D. Cousins),,109,112
392,4,1:48.0,D. Cousins makes free throw 1 of 2,,110,112
393,4,1:48.0,D. Cousins makes free throw 2 of 2,,111,112
394,4,1:35.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. McConnell),111,114
395,4,1:28.0,D. Cousins makes 2-pt dunk at rim (assist by T. Lawson),,113,114
396,4,1:10.0,,Shooting foul by M. Barnes (drawn by R. Covington),113,114
397,4,1:10.0,,R. Covington makes free throw 1 of 2,113,115
398,4,1:10.0,,R. Covington makes free throw 2 of 2,113,116
399,4,1:01.0,Turnover by D. Cousins (bad pass; steal by R. Covington),,113,116
400,4,0:59.0,,Personal foul by D. Cousins (drawn by G. Henderson),113,116
401,4,0:59.0,,G. Henderson makes free throw 1 of 2,113,117
402,4,0:59.0,K. Koufos enters the game for D. Cousins,,113,117
403,4,0:59.0,,G. Henderson makes free throw 2 of 2,113,118
404,4,0:50.0,A. Afflalo misses 3-pt jump shot from 26 ft,,113,118
405,4,0:49.0,,Defensive rebound by T. McConnell,113,118
406,4,0:38.0,,E. İlyasova misses 3-pt jump shot from 26 ft,113,118
407,4,0:37.0,Defensive rebound by T. Lawson,,113,118
408,4,0:29.0,M. Barnes misses 3-pt jump shot from 26 ft,,113,118
409,4,0:29.0,,Defensive rebound by E. İlyasova,113,118
410,4,0:29.0,,Personal foul by G. Temple (drawn by E. İlyasova),113,118
411,4,0:29.0,,E. İlyasova misses free throw 1 of 2,113,118
412,4,0:29.0,,Offensive rebound by Team,113,118
413,4,0:29.0,,E. İlyasova makes free throw 2 of 2,113,119
414,4,0:29.0,Sacramento full timeout,,113,119
415,4,0:28.0,Turnover by A. Afflalo (bad pass; steal by R. Covington),,113,119
416,4,0:19.0,,Personal foul by T. Lawson (drawn by G. Henderson),113,119
417,4,0:19.0,,G. Henderson misses free throw 1 of 2,113,119
418,4,0:19.0,,Offensive rebound by Team,113,119
419,4,0:19.0,,G. Henderson makes free throw 2 of 2,113,120
420,4,0:16.0,G. Temple misses 3-pt jump shot from 27 ft,,113,120
421,4,0:15.0,Offensive rebound by M. Barnes,,113,120
422,4,0:11.0,A. Afflalo makes 3-pt jump shot from 22 ft (assist by M. Barnes),,116,120
423,4,0:11.0,,Philadelphia full timeout,116,120
424,4,0:11.0,W. Cauley-Stein enters the game for K. Koufos,,116,120
425,4,0:10.0,,Turnover by D. Šarić (bad pass; steal by M. Barnes),116,120
426,4,0:06.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by T. Lawson),,119,120
427,4,0:06.0,,Philadelphia full timeout,119,120
428,4,0:05.0,,Personal foul by G. Temple (drawn by G. Henderson),119,120
429,4,0:05.0,,G. Henderson makes free throw 1 of 2,119,121
430,4,0:05.0,K. Koufos enters the game for A. Afflalo,,119,121
431,4,0:05.0,A. Afflalo enters the game for W. Cauley-Stein,,119,122
432,4,0:05.0,,N. Noel enters the game for D. Šarić,119,122
433,4,0:05.0,,G. Henderson makes free throw 2 of 2,119,122
434,4,0:05.0,Sacramento full timeout,,119,122
435,4,0:01.0,A. Afflalo misses 3-pt jump shot from 23 ft,,119,122
436,4,0:00.0,Offensive rebound by Team,,119,122
