,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
82,1,1:50.0,,M. Williams makes 2-pt jump shot from 20 ft (assist by N. Batum),20,20
83,1,1:35.0,T. Lawson misses 2-pt layup at rim (block by F. Kaminsky),,20,20
84,1,1:34.0,,Defensive rebound by F. Kaminsky,20,20
85,1,1:24.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by N. Batum),20,22
86,1,1:02.0,M. Barnes misses 3-pt jump shot from 25 ft,,20,22
87,1,1:01.0,,Defensive rebound by N. Batum,20,22
88,1,0:52.0,,N. Batum misses 3-pt jump shot from 23 ft,20,22
89,1,0:51.0,Defensive rebound by A. Tolliver,,20,22
90,1,0:31.0,A. Tolliver makes 2-pt layup from 1 ft (assist by M. Barnes),,22,22
91,1,0:16.0,,N. Batum misses 2-pt layup from 2 ft,22,22
92,1,0:15.0,Defensive rebound by D. Cousins,,22,22
93,1,0:01.0,Shooting foul by F. Kaminsky (drawn by D. Cousins),,22,22
94,1,0:01.0,D. Cousins makes free throw 1 of 2,,23,22
95,1,0:01.0,D. Cousins makes free throw 2 of 2,,24,22
96,2,11:38.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),24,25
97,2,11:19.0,W. Cauley-Stein misses 2-pt jump shot from 7 ft,,24,25
98,2,11:19.0,,Defensive rebound by Team,24,25
99,2,10:51.0,,Turnover by R. Sessions (bad pass; steal by A. Tolliver),24,25
100,2,10:46.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by M. Barnes),,26,25
101,2,10:30.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,26,25
102,2,10:29.0,Defensive rebound by A. Tolliver,,26,25
103,2,10:17.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by M. Richardson),,28,25
104,2,10:04.0,,K. Walker misses 2-pt jump shot from 16 ft,28,25
105,2,10:03.0,Defensive rebound by M. Barnes,,28,25
106,2,9:57.0,Turnover by M. Barnes (bad pass; steal by K. Walker),,28,25
107,2,9:52.0,,K. Walker makes 2-pt layup from 1 ft,28,27
108,2,9:42.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Lawson),,30,27
109,2,9:42.0,,Charlotte full timeout,30,27
110,2,9:24.0,,M. Belinelli misses 3-pt jump shot from 25 ft,30,27
111,2,9:23.0,Defensive rebound by M. Barnes,,30,27
112,2,9:01.0,M. Barnes misses 3-pt jump shot from 25 ft,,30,27
113,2,9:00.0,,Defensive rebound by S. Hawes,30,27
114,2,8:45.0,,R. Sessions makes 2-pt layup from 2 ft (assist by F. Kaminsky),30,29
115,2,8:36.0,Offensive foul by W. Cauley-Stein (drawn by K. Walker),,30,29
116,2,8:36.0,Turnover by W. Cauley-Stein (offensive foul),,30,29
117,2,8:33.0,,Personal foul by A. Tolliver (drawn by S. Hawes),30,29
118,2,8:25.0,,Turnover by M. Belinelli (traveling),30,29
119,2,8:04.0,Turnover by T. Lawson (bad pass),,30,29
120,2,7:54.0,,M. Belinelli misses 2-pt jump shot from 21 ft,30,29
121,2,7:53.0,Defensive rebound by W. Cauley-Stein,,30,29
122,2,7:46.0,Shooting foul by S. Hawes (drawn by W. Cauley-Stein),,30,29
123,2,7:46.0,W. Cauley-Stein misses free throw 1 of 2,,30,29
124,2,7:46.0,Offensive rebound by Team,,30,29
125,2,7:46.0,W. Cauley-Stein misses free throw 2 of 2,,30,29
126,2,7:45.0,,Defensive rebound by R. Sessions,30,29
127,2,7:30.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by K. Walker),30,31
128,2,7:18.0,T. Lawson makes 2-pt jump shot from 18 ft,,32,31
129,2,6:55.0,,R. Sessions misses 2-pt jump shot from 5 ft (block by M. Richardson),32,31
130,2,6:55.0,Defensive rebound by Team,,32,31
131,2,6:55.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,32,31
132,2,6:49.0,T. Lawson misses 2-pt layup from 1 ft (block by K. Walker),,32,31
133,2,6:49.0,Offensive rebound by Team,,32,31
134,2,6:49.0,Sacramento full timeout,,32,31
135,2,6:49.0,,N. Batum enters the game for K. Walker,32,31
136,2,6:47.0,Turnover by M. Barnes (bad pass; steal by M. Belinelli),,32,31
137,2,6:41.0,,Turnover by N. Batum (bad pass; steal by T. Lawson),32,31
138,2,6:35.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Lawson),,35,31
139,2,6:07.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by N. Batum),35,33
140,2,5:58.0,Turnover by T. Lawson (bad pass; steal by M. Belinelli),,35,33
141,2,5:47.0,,M. Belinelli misses 3-pt jump shot from 24 ft,35,33
142,2,5:46.0,Defensive rebound by A. Tolliver,,35,33
143,2,5:33.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by A. Tolliver),,37,33
144,2,5:14.0,,Shooting foul by M. Barnes (drawn by M. Kidd-Gilchrist),37,33
145,2,5:14.0,,M. Kidd-Gilchrist makes free throw 1 of 2,37,34
146,2,5:14.0,,M. Kidd-Gilchrist misses free throw 2 of 2,37,34
147,2,5:14.0,D. Collison enters the game for M. Richardson,,37,34
148,2,5:14.0,A. Afflalo enters the game for M. Barnes,,37,34
149,2,5:12.0,Defensive rebound by A. Tolliver,,37,34
150,2,4:51.0,Turnover by D. Collison (bad pass; steal by M. Kidd-Gilchrist),,37,34
151,2,4:43.0,,M. Belinelli misses 3-pt jump shot from 25 ft,37,34
152,2,4:41.0,,Offensive rebound by S. Hawes,37,34
153,2,4:41.0,,S. Hawes makes 2-pt layup at rim,37,36
154,2,4:36.0,Personal foul by M. Kidd-Gilchrist (drawn by T. Lawson),,37,36
155,2,4:36.0,,K. Walker enters the game for R. Sessions,37,36
156,2,4:36.0,,M. Williams enters the game for M. Kidd-Gilchrist,37,36
157,2,4:36.0,D. Cousins enters the game for W. Cauley-Stein,,37,36
158,2,4:24.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by T. Lawson),,40,36
159,2,4:05.0,,S. Hawes misses 3-pt jump shot from 26 ft,40,36
160,2,4:04.0,Defensive rebound by D. Cousins,,40,36
161,2,3:55.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Cousins),,43,36
162,2,3:40.0,,K. Walker makes 2-pt layup from 1 ft (assist by M. Williams),43,38
163,2,3:30.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by T. Lawson),,46,38
164,2,3:30.0,,Charlotte full timeout,46,38
165,2,3:30.0,,R. Sessions enters the game for M. Belinelli,46,38
166,2,3:19.0,,Shooting foul by A. Afflalo (drawn by N. Batum),46,38
167,2,3:19.0,,N. Batum makes free throw 1 of 2,46,39
168,2,3:19.0,,N. Batum makes free throw 2 of 2,46,40
169,2,3:00.0,Shooting foul by S. Hawes (drawn by D. Cousins),,46,40
170,2,3:00.0,D. Cousins makes 2-pt layup from 1 ft,,48,40
171,2,3:00.0,,Technical foul by S. Hawes,48,40
172,2,3:00.0,Technical foul by D. Cousins,,48,40
173,2,3:00.0,D. Cousins makes free throw 1 of 1,,49,40
174,2,2:48.0,,K. Walker makes 2-pt jump shot from 6 ft,49,42
175,2,2:21.0,A. Afflalo misses 3-pt jump shot from 32 ft,,49,42
176,2,2:20.0,,Defensive rebound by K. Walker,49,42
177,2,2:04.0,,M. Williams misses 3-pt jump shot from 24 ft,49,42
178,2,2:03.0,Defensive rebound by A. Tolliver,,49,42
179,2,1:52.0,Shooting foul by K. Walker (drawn by A. Afflalo),,49,42
180,2,1:52.0,Official timeout,,49,42
181,2,1:52.0,A. Afflalo makes free throw 1 of 2,,50,42
182,2,1:52.0,A. Afflalo makes free throw 2 of 2,,51,42
183,2,1:36.0,,M. Williams misses 2-pt layup from 2 ft (block by D. Collison),51,42
184,2,1:35.0,Defensive rebound by D. Cousins,,51,42
185,2,1:26.0,D. Collison misses 3-pt jump shot from 25 ft,,51,42
186,2,1:25.0,,Defensive rebound by N. Batum,51,42
187,2,1:25.0,,Technical foul by Team,51,42
188,2,1:25.0,D. Collison makes technical free throw,,52,42
189,2,1:04.0,,N. Batum makes 2-pt jump shot from 15 ft,52,44
190,2,0:49.0,Offensive foul by D. Cousins (drawn by M. Williams),,52,44
191,2,0:49.0,Turnover by D. Cousins (offensive foul),,52,44
192,2,0:38.0,,N. Batum misses 3-pt jump shot from 25 ft,52,44
193,2,0:37.0,Defensive rebound by D. Cousins,,52,44
194,2,0:15.0,A. Afflalo misses 3-pt jump shot from 24 ft,,52,44
195,2,0:14.0,,Defensive rebound by S. Hawes,52,44
196,2,0:03.0,,K. Walker misses 2-pt layup at rim (block by D. Cousins),52,44
197,2,0:01.0,Defensive rebound by A. Tolliver,,52,44
198,2,0:00.0,D. Collison misses 3-pt jump shot from 29 ft,,52,44
199,2,0:00.0,Offensive rebound by Team,,52,44
200,3,11:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,52,44
201,3,11:43.0,Defensive rebound by D. Cousins,,52,44
202,3,11:29.0,Personal foul by M. Williams (drawn by D. Cousins),,52,44
203,3,11:13.0,G. Temple makes 2-pt jump shot from 16 ft,,54,44
204,3,10:59.0,,R. Hibbert makes 2-pt hook shot from 8 ft (assist by N. Batum),54,46
205,3,10:43.0,D. Collison makes 2-pt jump shot from 18 ft (assist by A. Afflalo),,56,46
206,3,10:33.0,,Offensive foul by R. Hibbert (drawn by G. Temple),56,46
207,3,10:33.0,,Turnover by R. Hibbert (offensive foul),56,46
208,3,10:18.0,D. Collison makes 2-pt jump shot from 16 ft (assist by D. Cousins),,58,46
209,3,10:04.0,,K. Walker makes 2-pt layup from 1 ft,58,48
210,3,9:49.0,D. Cousins misses 2-pt jump shot from 14 ft,,58,48
211,3,9:48.0,,Defensive rebound by M. Kidd-Gilchrist,58,48
212,3,9:37.0,,Offensive foul by N. Batum (drawn by G. Temple),58,48
213,3,9:37.0,,Turnover by N. Batum (offensive foul),58,48
214,3,9:13.0,D. Cousins misses 2-pt layup from 3 ft,,58,48
215,3,9:13.0,,Defensive rebound by Team,58,48
216,3,9:09.0,,Shooting foul by D. Collison (drawn by K. Walker),58,48
217,3,9:09.0,,K. Walker misses free throw 1 of 2,58,48
218,3,9:09.0,,Offensive rebound by Team,58,48
219,3,9:09.0,,K. Walker makes free throw 2 of 2,58,49
220,3,8:44.0,D. Collison makes 2-pt jump shot from 11 ft,,60,49
221,3,8:22.0,,M. Williams makes 2-pt layup at rim,60,51
222,3,7:54.0,A. Afflalo misses 2-pt jump shot from 18 ft,,60,51
223,3,7:53.0,,Defensive rebound by M. Kidd-Gilchrist,60,51
224,3,7:44.0,,N. Batum makes 2-pt jump shot from 21 ft (assist by K. Walker),60,53
225,3,7:25.0,Personal foul by N. Batum (drawn by G. Temple),,60,53
226,3,7:19.0,Personal foul by M. Williams (drawn by D. Cousins),,60,53
227,3,7:11.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Koufos),,60,53
228,3,7:11.0,K. Koufos misses free throw 1 of 2,,60,53
229,3,7:11.0,Offensive rebound by Team,,60,53
230,3,7:11.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,60,53
231,3,7:11.0,K. Koufos makes free throw 2 of 2,,61,53
232,3,7:02.0,,Personal block foul by K. Koufos (drawn by K. Walker),61,53
233,3,6:55.0,,Shooting foul by K. Koufos (drawn by R. Hibbert),61,53
234,3,6:55.0,,R. Hibbert makes free throw 1 of 2,61,54
235,3,6:55.0,,R. Hibbert makes free throw 2 of 2,61,55
236,3,6:37.0,D. Cousins misses 2-pt dunk at rim,,61,55
237,3,6:36.0,,Defensive rebound by M. Belinelli,61,55
238,3,6:34.0,,Turnover by N. Batum (traveling),61,55
239,3,6:10.0,G. Temple misses 3-pt jump shot from 25 ft,,61,55
240,3,6:07.0,Offensive rebound by D. Cousins,,61,55
241,3,6:07.0,D. Cousins makes 2-pt dunk at rim,,63,55
242,3,5:55.0,,K. Walker makes 3-pt jump shot from 25 ft,63,58
243,3,5:36.0,D. Collison makes 3-pt jump shot from 24 ft (assist by A. Afflalo),,66,58
244,3,5:26.0,,K. Walker makes 2-pt layup from 1 ft,66,60
245,3,5:26.0,,Shooting foul by D. Collison (drawn by K. Walker),66,60
246,3,5:26.0,,Charlotte full timeout,66,60
247,3,5:26.0,A. Tolliver enters the game for K. Koufos,,66,60
248,3,5:26.0,,F. Kaminsky enters the game for R. Hibbert,66,60
249,3,5:26.0,,K. Walker makes free throw 1 of 1,66,61
250,3,5:08.0,G. Temple misses 3-pt jump shot from 25 ft,,66,61
251,3,5:07.0,,Defensive rebound by N. Batum,66,61
252,3,4:55.0,,M. Belinelli misses 3-pt jump shot from 25 ft,66,61
253,3,4:54.0,Defensive rebound by A. Tolliver,,66,61
254,3,4:43.0,D. Cousins misses 2-pt layup from 2 ft,,66,61
255,3,4:41.0,Offensive rebound by D. Cousins,,66,61
256,3,4:41.0,D. Cousins makes 2-pt layup from 1 ft,,68,61
257,3,4:31.0,,Shooting foul by D. Collison (drawn by K. Walker),68,61
258,3,4:31.0,,K. Walker makes free throw 1 of 3,68,62
259,3,4:31.0,,K. Walker makes free throw 2 of 3,68,63
260,3,4:31.0,T. Lawson enters the game for G. Temple,,68,63
261,3,4:31.0,,K. Walker makes free throw 3 of 3,68,64
262,3,4:19.0,Personal foul by M. Williams (drawn by D. Cousins),,68,64
263,3,4:19.0,D. Cousins makes free throw 1 of 2,,69,64
264,3,4:19.0,,S. Hawes enters the game for M. Williams,69,64
265,3,4:19.0,D. Cousins makes free throw 2 of 2,,70,64
266,3,4:04.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),70,67
267,3,3:47.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by T. Lawson),,73,67
268,3,3:36.0,,K. Walker misses 3-pt jump shot from 24 ft,73,67
269,3,3:36.0,Defensive rebound by Team,,73,67
270,3,3:18.0,D. Cousins misses 2-pt jump shot from 9 ft,,73,67
271,3,3:16.0,Offensive rebound by D. Cousins,,73,67
272,3,3:13.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,75,67
273,3,3:08.0,,Charlotte full timeout,75,67
274,3,3:08.0,,R. Sessions enters the game for N. Batum,75,67
275,3,2:59.0,,Turnover by K. Walker (bad pass; steal by A. Afflalo),75,67
276,3,2:53.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,77,67
277,3,2:44.0,,K. Walker misses 2-pt layup from 1 ft (block by A. Tolliver),77,67
278,3,2:41.0,Defensive rebound by A. Afflalo,,77,67
279,3,2:30.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Afflalo),,80,67
280,3,2:22.0,,Charlotte full timeout,80,67
281,3,2:10.0,,S. Hawes makes 2-pt layup from 1 ft (assist by M. Belinelli),80,69
282,3,1:52.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by T. Lawson),,83,69
283,3,1:33.0,,F. Kaminsky misses 2-pt layup from 1 ft,83,69
284,3,1:32.0,Defensive rebound by D. Cousins,,83,69
285,3,1:21.0,A. Tolliver misses 3-pt jump shot from 25 ft,,83,69
286,3,1:20.0,Offensive rebound by D. Cousins,,83,69
287,3,1:18.0,Shooting foul by M. Belinelli (drawn by A. Afflalo),,83,69
288,3,1:18.0,A. Afflalo misses free throw 1 of 2,,83,69
289,3,1:18.0,Offensive rebound by Team,,83,69
290,3,1:18.0,W. Cauley-Stein enters the game for D. Cousins,,83,69
291,3,1:18.0,A. Afflalo makes free throw 2 of 2,,84,69
292,3,1:07.0,,M. Belinelli makes 3-pt jump shot from 25 ft,84,72
293,3,0:47.0,Personal foul by K. Walker (drawn by T. Lawson),,84,72
294,3,0:47.0,T. Lawson makes free throw 1 of 2,,85,72
295,3,0:47.0,T. Lawson misses free throw 2 of 2,,85,72
296,3,0:47.0,M. Richardson enters the game for A. Afflalo,,85,72
297,3,0:43.0,,Defensive rebound by F. Kaminsky,85,72
298,3,0:35.0,,K. Walker makes 3-pt jump shot from 25 ft,85,75
299,3,0:20.0,Offensive foul by D. Collison (drawn by K. Walker),,85,75
300,3,0:20.0,Turnover by D. Collison (offensive foul),,85,75
301,3,0:20.0,G. Temple enters the game for D. Collison,,85,75
302,3,0:04.0,,Personal foul by W. Cauley-Stein (drawn by K. Walker),85,75
303,3,0:04.0,,K. Walker makes free throw 1 of 2,85,76
304,3,0:04.0,,K. Walker makes free throw 2 of 2,85,77
305,3,0:00.0,T. Lawson misses 3-pt jump shot from 43 ft,,85,77
306,3,0:00.0,Offensive rebound by Team,,85,77
307,4,11:40.0,T. Lawson misses 2-pt jump shot from 18 ft,,85,77
308,4,11:39.0,,Defensive rebound by N. Batum,85,77
309,4,11:28.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,85,77
310,4,11:27.0,Defensive rebound by W. Cauley-Stein,,85,77
311,4,11:15.0,Shooting foul by S. Hawes (drawn by W. Cauley-Stein),,85,77
312,4,11:15.0,W. Cauley-Stein makes free throw 1 of 2,,86,77
313,4,11:15.0,W. Cauley-Stein misses free throw 2 of 2,,86,77
314,4,11:13.0,,Defensive rebound by F. Kaminsky,86,77
315,4,11:03.0,,Shooting foul by W. Cauley-Stein (drawn by S. Hawes),86,77
316,4,11:03.0,,S. Hawes makes free throw 1 of 2,86,78
317,4,11:03.0,,S. Hawes makes free throw 2 of 2,86,79
318,4,10:43.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,88,79
319,4,10:20.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by N. Batum),88,82
320,4,10:01.0,M. Richardson misses 3-pt jump shot from 23 ft,,88,82
321,4,10:00.0,,Defensive rebound by S. Hawes,88,82
322,4,9:48.0,,Personal foul by M. Richardson (drawn by M. Belinelli),88,82
323,4,9:37.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),88,85
324,4,9:24.0,M. Richardson makes 2-pt layup from 2 ft,,90,85
325,4,9:16.0,,Personal foul by M. Richardson (drawn by F. Kaminsky),90,85
326,4,9:16.0,D. Collison enters the game for M. Richardson,,90,85
327,4,9:10.0,,S. Hawes makes 2-pt layup from 1 ft (assist by F. Kaminsky),90,87
328,4,8:52.0,G. Temple makes 3-pt jump shot from 23 ft (assist by D. Collison),,93,87
329,4,8:32.0,,S. Hawes misses 2-pt jump shot from 19 ft,93,87
330,4,8:32.0,Defensive rebound by M. Barnes,,93,87
331,4,8:23.0,D. Collison misses 3-pt jump shot from 24 ft,,93,87
332,4,8:22.0,Offensive rebound by W. Cauley-Stein,,93,87
333,4,8:22.0,Sacramento full timeout,,93,87
334,4,8:22.0,,K. Walker enters the game for R. Sessions,93,87
335,4,8:06.0,M. Barnes misses 2-pt jump shot from 5 ft (block by S. Hawes),,93,87
336,4,8:04.0,,Defensive rebound by K. Walker,93,87
337,4,7:54.0,,F. Kaminsky misses 3-pt jump shot from 29 ft,93,87
338,4,7:53.0,Defensive rebound by M. Barnes,,93,87
339,4,7:31.0,G. Temple misses 2-pt jump shot from 16 ft,,93,87
340,4,7:29.0,,Defensive rebound by S. Hawes,93,87
341,4,7:20.0,,Turnover by N. Batum (bad pass; steal by G. Temple),93,87
342,4,7:15.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by G. Temple),,95,87
343,4,6:56.0,,Offensive foul by S. Hawes (drawn by M. Barnes),95,87
344,4,6:56.0,,Turnover by S. Hawes (offensive foul),95,87
345,4,6:56.0,D. Cousins enters the game for M. Barnes,,95,87
346,4,6:56.0,,M. Williams enters the game for F. Kaminsky,95,87
347,4,6:44.0,Offensive foul by D. Cousins (drawn by K. Walker),,95,87
348,4,6:44.0,Turnover by D. Cousins (offensive foul),,95,87
349,4,6:29.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),95,90
350,4,6:16.0,Personal foul by N. Batum (drawn by D. Collison),,95,90
351,4,6:16.0,A. Tolliver enters the game for W. Cauley-Stein,,95,90
352,4,6:08.0,Personal foul by M. Belinelli (drawn by D. Cousins),,95,90
353,4,5:58.0,D. Cousins makes 2-pt layup from 2 ft (assist by A. Tolliver),,97,90
354,4,5:39.0,,M. Belinelli misses 3-pt jump shot from 27 ft,97,90
355,4,5:37.0,,Offensive rebound by S. Hawes,97,90
356,4,5:37.0,,S. Hawes makes 2-pt layup from 1 ft,97,92
357,4,5:17.0,Personal foul by S. Hawes (drawn by D. Cousins),,97,92
358,4,5:17.0,Official timeout,,97,92
359,4,5:17.0,A. Afflalo enters the game for G. Temple,,97,92
360,4,5:17.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,97,92
361,4,5:04.0,D. Cousins misses 2-pt jump shot from 4 ft (block by M. Kidd-Gilchrist),,97,92
362,4,5:01.0,,Defensive rebound by S. Hawes,97,92
363,4,4:57.0,,M. Williams misses 3-pt jump shot from 25 ft,97,92
364,4,4:55.0,,Offensive rebound by N. Batum,97,92
365,4,4:47.0,,Shooting foul by A. Tolliver (drawn by M. Kidd-Gilchrist),97,92
366,4,4:47.0,,M. Kidd-Gilchrist makes free throw 1 of 2,97,93
367,4,4:47.0,,M. Kidd-Gilchrist makes free throw 2 of 2,97,94
368,4,4:30.0,T. Lawson makes 2-pt jump shot from 9 ft,,99,94
369,4,4:13.0,,Shooting foul by D. Cousins (drawn by S. Hawes),99,94
370,4,4:13.0,,S. Hawes makes free throw 1 of 2,99,95
371,4,4:13.0,,S. Hawes makes free throw 2 of 2,99,96
372,4,3:51.0,A. Tolliver misses 3-pt jump shot from 26 ft,,99,96
373,4,3:51.0,,Defensive rebound by Team,99,96
