,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
33,1,6:46.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Payton),,15,15
34,1,6:39.0,,LA Lakers full timeout,15,15
35,1,6:35.0,,Personal foul by A. Gordon (drawn by N. Young),15,15
36,1,6:24.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by J. Randle),15,17
37,1,6:08.0,E. Fournier misses 2-pt jump shot from 22 ft,,15,17
38,1,6:05.0,Offensive rebound by A. Gordon,,15,17
39,1,6:00.0,Turnover by E. Payton (traveling),,15,17
40,1,5:36.0,,D. Russell makes 3-pt jump shot from 23 ft,15,20
41,1,5:25.0,E. Fournier makes 2-pt layup from 1 ft,,17,20
42,1,5:15.0,,N. Young misses 3-pt jump shot from 24 ft,17,20
43,1,5:14.0,Defensive rebound by E. Payton,,17,20
44,1,5:04.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),,19,20
45,1,4:44.0,,J. Randle makes 2-pt jump shot from 9 ft,19,22
46,1,4:28.0,E. Payton misses 2-pt jump shot from 4 ft,,19,22
47,1,4:27.0,Offensive rebound by B. Biyombo,,19,22
48,1,4:25.0,B. Biyombo misses 2-pt hook shot from 4 ft,,19,22
49,1,4:23.0,Offensive rebound by B. Biyombo,,19,22
50,1,4:20.0,E. Fournier makes 2-pt layup from 1 ft (assist by B. Biyombo),,21,22
51,1,4:12.0,,J. Randle misses 2-pt jump shot from 4 ft,21,22
52,1,4:08.0,Defensive rebound by A. Gordon,,21,22
53,1,4:08.0,Shooting foul by T. Mozgov (drawn by A. Gordon),,21,22
54,1,4:08.0,A. Gordon misses free throw 1 of 2,,21,22
55,1,4:08.0,Offensive rebound by Team,,21,22
56,1,4:08.0,N. Vučević enters the game for B. Biyombo,,21,22
57,1,4:08.0,D. Augustin enters the game for E. Payton,,21,22
58,1,4:08.0,,B. Ingram enters the game for L. Deng,21,22
59,1,4:08.0,,J. Clarkson enters the game for N. Young,21,22
60,1,4:08.0,,T. Black enters the game for T. Mozgov,21,22
61,1,4:08.0,A. Gordon makes free throw 2 of 2,,22,22
62,1,3:47.0,,B. Ingram misses 2-pt layup from 2 ft,22,22
63,1,3:46.0,Defensive rebound by E. Fournier,,22,22
64,1,3:41.0,D. Augustin misses 3-pt jump shot from 25 ft,,22,22
65,1,3:39.0,,Defensive rebound by D. Russell,22,22
66,1,3:31.0,,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),22,24
67,1,3:24.0,Orlando full timeout,,22,24
68,1,3:24.0,,L. Williams enters the game for D. Russell,22,24
69,1,3:10.0,Turnover by E. Fournier (lost ball),,22,24
70,1,3:02.0,,B. Ingram makes 2-pt layup from 2 ft,22,26
71,1,3:02.0,,Shooting foul by A. Gordon (drawn by B. Ingram),22,26
72,1,3:02.0,J. Green enters the game for A. Gordon,,22,26
73,1,3:02.0,,B. Ingram makes free throw 1 of 1,22,27
74,1,2:43.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,25,27
75,1,2:24.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),25,30
76,1,2:10.0,Turnover by E. Fournier (bad pass; steal by T. Black),,25,30
77,1,2:06.0,,L. Williams makes 2-pt layup from 1 ft,25,32
78,1,1:44.0,E. Fournier misses 2-pt jump shot from 4 ft,,25,32
79,1,1:44.0,,Defensive rebound by Team,25,32
80,1,1:44.0,J. Meeks enters the game for E. Fournier,,25,32
81,1,1:28.0,,T. Black makes 2-pt hook shot from 6 ft,25,34
82,1,1:28.0,,Shooting foul by N. Vučević (drawn by T. Black),25,34
83,1,1:28.0,,T. Black makes free throw 1 of 1,25,35
84,1,1:18.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),,27,35
85,1,1:18.0,Shooting foul by T. Black (drawn by N. Vučević),,27,35
86,1,1:18.0,N. Vučević misses free throw 1 of 1,,27,35
87,1,1:17.0,,Defensive rebound by J. Randle,27,35
88,1,1:09.0,,Turnover by B. Ingram (bad pass),27,35
89,1,0:54.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,29,35
90,1,0:45.0,,L. Williams makes 2-pt layup from 1 ft (assist by J. Randle),29,37
91,1,0:38.0,S. Ibaka makes 2-pt hook shot from 6 ft (assist by N. Vučević),,31,37
92,1,0:32.0,,J. Randle misses 2-pt layup from 3 ft,31,37
93,1,0:31.0,Defensive rebound by N. Vučević,,31,37
94,1,0:21.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,34,37
95,1,0:01.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by L. Williams),34,40
96,2,11:48.0,,Personal foul by J. Meeks,34,40
97,2,11:42.0,,B. Ingram misses 3-pt jump shot from 25 ft,34,40
98,2,11:40.0,Defensive rebound by J. Meeks,,34,40
99,2,11:31.0,Shooting foul by B. Ingram (drawn by B. Biyombo),,34,40
100,2,11:31.0,B. Biyombo misses free throw 1 of 2,,34,40
101,2,11:31.0,Offensive rebound by Team,,34,40
102,2,11:31.0,B. Biyombo misses free throw 2 of 2,,34,40
103,2,11:30.0,,Defensive rebound by T. Robinson,34,40
104,2,11:14.0,,T. Black misses 2-pt layup from 1 ft,34,40
105,2,11:13.0,Defensive rebound by N. Vučević,,34,40
106,2,11:02.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. Augustin),,36,40
107,2,10:48.0,,J. Clarkson misses 3-pt jump shot from 25 ft,36,40
108,2,10:47.0,,Offensive rebound by T. Robinson,36,40
109,2,10:40.0,,T. Robinson misses 2-pt jump shot from 16 ft,36,40
110,2,10:39.0,Defensive rebound by B. Biyombo,,36,40
111,2,10:29.0,N. Vučević misses 2-pt jump shot from 19 ft,,36,40
112,2,10:28.0,,Defensive rebound by T. Black,36,40
113,2,10:20.0,,T. Robinson misses 2-pt layup from 2 ft,36,40
114,2,10:19.0,Defensive rebound by B. Biyombo,,36,40
115,2,10:10.0,Shooting foul by T. Black (drawn by D. Augustin),,36,40
116,2,10:10.0,D. Augustin makes free throw 1 of 2,,37,40
117,2,10:10.0,D. Augustin misses free throw 2 of 2,,37,40
118,2,10:09.0,,Defensive rebound by T. Black,37,40
119,2,9:57.0,,Turnover by T. Black (traveling),37,40
120,2,9:46.0,J. Green makes 2-pt jump shot from 15 ft (assist by D. Augustin),,39,40
121,2,9:29.0,,T. Black misses 2-pt hook shot from 5 ft,39,40
122,2,9:26.0,,Offensive rebound by T. Robinson,39,40
123,2,9:24.0,,T. Robinson makes 2-pt dunk at rim,39,42
124,2,9:17.0,Shooting foul by T. Black (drawn by D. Augustin),,39,42
125,2,9:17.0,D. Augustin makes free throw 1 of 2,,40,42
126,2,9:17.0,,T. Mozgov enters the game for T. Black,40,42
127,2,9:17.0,D. Augustin makes free throw 2 of 2,,41,42
128,2,9:04.0,,L. Williams misses 3-pt jump shot from 25 ft,41,42
129,2,9:03.0,,Offensive rebound by T. Mozgov,41,42
130,2,8:56.0,,L. Williams makes 2-pt jump shot from 7 ft (assist by J. Clarkson),41,44
131,2,8:56.0,,Shooting foul by N. Vučević (drawn by L. Williams),41,44
132,2,8:56.0,Official timeout,,41,44
133,2,8:56.0,,L. Williams makes free throw 1 of 1,41,45
134,2,8:39.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by N. Vučević),,44,45
135,2,8:19.0,,Offensive foul by T. Robinson (drawn by D. Augustin),44,45
136,2,8:19.0,,Turnover by T. Robinson (offensive foul),44,45
137,2,8:03.0,J. Meeks misses 3-pt jump shot from 25 ft,,44,45
138,2,8:02.0,,Defensive rebound by T. Mozgov,44,45
139,2,7:54.0,,J. Clarkson makes 2-pt jump shot from 17 ft,44,47
140,2,7:39.0,Shooting foul by B. Ingram (drawn by J. Green),,44,47
141,2,7:39.0,J. Green makes free throw 1 of 2,,45,47
142,2,7:39.0,J. Green makes free throw 2 of 2,,46,47
143,2,7:28.0,,Personal foul by J. Green (drawn by B. Ingram),46,47
144,2,7:22.0,,T. Robinson misses 2-pt layup from 3 ft,46,47
145,2,7:20.0,Defensive rebound by D. Augustin,,46,47
146,2,7:18.0,Turnover by D. Augustin (lost ball; steal by T. Robinson),,46,47
147,2,7:11.0,,B. Ingram misses 3-pt jump shot from 22 ft,46,47
148,2,7:09.0,Defensive rebound by D. Augustin,,46,47
149,2,6:57.0,N. Vučević misses 2-pt jump shot from 17 ft,,46,47
150,2,6:54.0,,Defensive rebound by T. Robinson,46,47
151,2,6:46.0,,T. Robinson makes 2-pt hook shot from 7 ft,46,49
152,2,6:26.0,D. Augustin misses 3-pt jump shot from 25 ft,,46,49
153,2,6:25.0,,Defensive rebound by T. Robinson,46,49
154,2,6:15.0,,L. Williams misses 3-pt jump shot from 25 ft,46,49
155,2,6:14.0,Defensive rebound by J. Green,,46,49
156,2,6:09.0,D. Augustin misses 3-pt jump shot from 24 ft,,46,49
157,2,6:07.0,,Defensive rebound by J. Clarkson,46,49
158,2,5:55.0,,J. Clarkson makes 2-pt dunk at rim,46,51
159,2,5:55.0,Orlando full timeout,,46,51
160,2,5:55.0,,D. Russell enters the game for B. Ingram,46,51
161,2,5:55.0,,L. Deng enters the game for L. Williams,46,51
162,2,5:55.0,,J. Randle enters the game for T. Robinson,46,51
163,2,5:55.0,S. Ibaka enters the game for N. Vučević,,46,51
164,2,5:55.0,E. Payton enters the game for D. Augustin,,46,51
165,2,5:42.0,Turnover by J. Meeks (bad pass),,46,51
166,2,5:26.0,,J. Clarkson misses 3-pt jump shot from 25 ft,46,51
167,2,5:24.0,Defensive rebound by B. Biyombo,,46,51
168,2,5:16.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by E. Payton),,48,51
169,2,4:59.0,,L. Deng misses 3-pt jump shot from 25 ft,48,51
170,2,4:58.0,Defensive rebound by S. Ibaka,,48,51
171,2,4:49.0,E. Payton misses 2-pt jump shot from 20 ft,,48,51
172,2,4:48.0,Offensive rebound by S. Ibaka,,48,51
173,2,4:45.0,S. Ibaka misses 2-pt hook shot from 3 ft,,48,51
174,2,4:44.0,Offensive rebound by E. Payton,,48,51
175,2,4:40.0,Turnover by E. Payton (lost ball; steal by J. Clarkson),,48,51
176,2,4:35.0,,J. Clarkson misses 2-pt layup from 2 ft,48,51
177,2,4:32.0,Defensive rebound by E. Payton,,48,51
178,2,4:28.0,B. Biyombo misses 2-pt layup from 1 ft,,48,51
179,2,4:26.0,Offensive rebound by E. Payton,,48,51
180,2,4:22.0,E. Payton misses 2-pt jump shot from 8 ft,,48,51
181,2,4:20.0,,Defensive rebound by T. Mozgov,48,51
182,2,4:09.0,,Shooting foul by S. Ibaka (drawn by J. Randle),48,51
183,2,4:09.0,,J. Randle makes free throw 1 of 2,48,52
184,2,4:09.0,A. Gordon enters the game for J. Green,,48,52
185,2,4:09.0,E. Fournier enters the game for J. Meeks,,48,52
186,2,4:09.0,,N. Young enters the game for J. Clarkson,48,52
187,2,4:09.0,,J. Randle makes free throw 2 of 2,48,53
188,2,3:47.0,A. Gordon misses 3-pt jump shot from 26 ft,,48,53
189,2,3:45.0,,Defensive rebound by N. Young,48,53
190,2,3:30.0,,N. Young makes 2-pt layup from 1 ft (assist by D. Russell),48,55
191,2,3:24.0,E. Fournier misses 2-pt layup from 1 ft,,48,55
192,2,3:21.0,,Defensive rebound by J. Randle,48,55
193,2,3:12.0,,N. Young misses 3-pt jump shot from 24 ft,48,55
194,2,3:11.0,Defensive rebound by B. Biyombo,,48,55
195,2,3:01.0,E. Payton makes 2-pt layup from 2 ft,,50,55
196,2,2:43.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Russell),50,57
197,2,2:25.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),,52,57
198,2,2:03.0,,D. Russell misses 3-pt jump shot from 25 ft,52,57
199,2,2:02.0,Defensive rebound by A. Gordon,,52,57
200,2,1:52.0,A. Gordon misses 2-pt jump shot from 21 ft,,52,57
201,2,1:50.0,,Defensive rebound by J. Randle,52,57
202,2,1:43.0,,L. Deng makes 3-pt jump shot from 24 ft,52,60
203,2,1:41.0,Orlando full timeout,,52,60
204,2,1:41.0,,LA Lakers full timeout,52,60
205,2,1:41.0,N. Vučević enters the game for B. Biyombo,,52,60
206,2,1:32.0,Def 3 sec tech foul by T. Mozgov,,52,60
207,2,1:32.0,E. Fournier makes technical free throw,,53,60
208,2,1:26.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,56,60
209,2,1:01.0,,N. Young misses 3-pt jump shot from 24 ft,56,60
210,2,1:00.0,Defensive rebound by E. Payton,,56,60
211,2,0:54.0,N. Vučević misses 3-pt jump shot from 25 ft,,56,60
212,2,0:52.0,,Defensive rebound by D. Russell,56,60
213,2,0:31.0,,L. Deng misses 2-pt hook shot from 4 ft,56,60
214,2,0:31.0,,Offensive rebound by T. Mozgov,56,60
215,2,0:31.0,,T. Mozgov makes 2-pt layup at rim,56,62
216,2,0:20.0,Personal foul by L. Deng (drawn by E. Fournier),,56,62
217,2,0:20.0,E. Fournier misses free throw 1 of 2,,56,62
218,2,0:20.0,Offensive rebound by Team,,56,62
219,2,0:20.0,,LA Lakers full timeout,56,62
220,2,0:20.0,B. Biyombo enters the game for A. Gordon,,56,62
221,2,0:20.0,J. Green enters the game for N. Vučević,,56,62
222,2,0:20.0,E. Fournier makes free throw 2 of 2,,57,62
223,2,0:03.0,,Turnover by N. Young (bad pass; steal by E. Payton),57,62
224,2,0:01.0,E. Payton makes 3-pt jump shot from 25 ft,,60,62
225,3,11:40.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Russell),60,64
226,3,11:25.0,Offensive foul by B. Biyombo (drawn by J. Randle),,60,64
227,3,11:25.0,Turnover by B. Biyombo (offensive foul),,60,64
228,3,11:10.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),60,67
229,3,10:51.0,E. Payton misses 3-pt jump shot from 24 ft,,60,67
230,3,10:51.0,,Defensive rebound by J. Randle,60,67
231,3,10:40.0,,Shooting foul by A. Gordon (drawn by J. Randle),60,67
232,3,10:40.0,,J. Randle makes free throw 1 of 2,60,68
233,3,10:40.0,,J. Randle misses free throw 2 of 2,60,68
234,3,10:39.0,Defensive rebound by B. Biyombo,,60,68
235,3,10:26.0,E. Fournier misses 2-pt jump shot from 4 ft,,60,68
236,3,10:25.0,,Defensive rebound by T. Mozgov,60,68
237,3,10:09.0,,Offensive foul by J. Randle (drawn by E. Payton),60,68
238,3,10:09.0,,Turnover by J. Randle (offensive foul),60,68
239,3,9:59.0,A. Gordon misses 3-pt jump shot from 25 ft,,60,68
240,3,9:57.0,,Defensive rebound by L. Deng,60,68
241,3,9:43.0,,Personal foul by S. Ibaka (drawn by D. Russell),60,68
242,3,9:34.0,,L. Deng misses 3-pt jump shot from 24 ft,60,68
243,3,9:33.0,Defensive rebound by B. Biyombo,,60,68
244,3,9:23.0,Turnover by E. Payton (bad pass; steal by D. Russell),,60,68
245,3,9:13.0,,D. Russell misses 3-pt jump shot from 25 ft,60,68
246,3,9:13.0,Defensive rebound by Team,,60,68
247,3,9:07.0,Personal foul by D. Russell (drawn by E. Payton),,60,68
248,3,8:55.0,Shooting foul by J. Randle (drawn by A. Gordon),,60,68
249,3,8:55.0,A. Gordon misses free throw 1 of 2,,60,68
250,3,8:55.0,Offensive rebound by Team,,60,68
251,3,8:55.0,A. Gordon makes free throw 2 of 2,,61,68
252,3,8:39.0,,J. Randle misses 2-pt jump shot from 5 ft,61,68
253,3,8:37.0,Defensive rebound by A. Gordon,,61,68
254,3,8:36.0,Personal foul by J. Randle (drawn by A. Gordon),,61,68
255,3,8:25.0,E. Payton misses 2-pt jump shot from 17 ft,,61,68
256,3,8:24.0,,Defensive rebound by D. Russell,61,68
257,3,8:18.0,,N. Young misses 3-pt jump shot from 27 ft,61,68
258,3,8:16.0,Defensive rebound by A. Gordon,,61,68
259,3,8:05.0,S. Ibaka misses 2-pt jump shot from 11 ft,,61,68
260,3,8:03.0,,Defensive rebound by J. Randle,61,68
261,3,7:53.0,,T. Mozgov makes 2-pt jump shot from 16 ft (assist by D. Russell),61,70
262,3,7:53.0,Orlando full timeout,,61,70
263,3,7:32.0,E. Payton misses 2-pt jump shot from 5 ft,,61,70
264,3,7:31.0,,Defensive rebound by J. Randle,61,70
265,3,7:16.0,,D. Russell makes 2-pt layup from 2 ft,61,72
266,3,7:07.0,A. Gordon misses 3-pt jump shot from 26 ft,,61,72
267,3,7:05.0,Offensive rebound by E. Payton,,61,72
268,3,6:57.0,E. Payton misses 2-pt jump shot from 4 ft (block by N. Young),,61,72
269,3,6:55.0,Offensive rebound by E. Fournier,,61,72
270,3,6:54.0,E. Fournier misses 2-pt layup from 2 ft,,61,72
271,3,6:54.0,Offensive rebound by B. Biyombo,,61,72
272,3,6:54.0,Shooting foul by T. Mozgov (drawn by B. Biyombo),,61,72
273,3,6:54.0,B. Biyombo makes free throw 1 of 2,,62,72
274,3,6:54.0,J. Green enters the game for A. Gordon,,62,72
275,3,6:54.0,D. Augustin enters the game for E. Payton,,62,72
276,3,6:54.0,B. Biyombo makes free throw 2 of 2,,63,72
277,3,6:36.0,,L. Deng misses 2-pt jump shot from 16 ft,63,72
278,3,6:33.0,Defensive rebound by B. Biyombo,,63,72
279,3,6:18.0,Turnover by B. Biyombo (bad pass; steal by T. Mozgov),,63,72
280,3,6:12.0,,N. Young misses 2-pt layup from 2 ft,63,72
281,3,6:09.0,Defensive rebound by E. Fournier,,63,72
282,3,5:51.0,S. Ibaka misses 2-pt jump shot from 15 ft,,63,72
283,3,5:50.0,,Defensive rebound by T. Mozgov,63,72
284,3,5:39.0,,Shooting foul by S. Ibaka (drawn by J. Randle),63,72
285,3,5:39.0,,J. Randle misses free throw 1 of 2,63,72
286,3,5:39.0,,Offensive rebound by Team,63,72
287,3,5:39.0,N. Vučević enters the game for B. Biyombo,,63,72
288,3,5:39.0,,J. Randle makes free throw 2 of 2,63,73
289,3,5:17.0,S. Ibaka misses 2-pt hook shot from 7 ft,,63,73
290,3,5:15.0,,Defensive rebound by T. Mozgov,63,73
291,3,5:06.0,,D. Russell makes 2-pt jump shot from 7 ft,63,75
292,3,4:47.0,S. Ibaka makes 2-pt hook shot from 6 ft (assist by D. Augustin),,65,75
293,3,4:33.0,,L. Deng misses 3-pt jump shot from 24 ft,65,75
294,3,4:33.0,Defensive rebound by Team,,65,75
295,3,4:33.0,,Loose ball foul by T. Mozgov (drawn by N. Vučević),65,75
296,3,4:33.0,N. Vučević makes free throw 1 of 2,,66,75
297,3,4:33.0,N. Vučević misses free throw 2 of 2,,66,75
298,3,4:33.0,,T. Black enters the game for T. Mozgov,66,75
299,3,4:33.0,,B. Ingram enters the game for L. Deng,66,75
300,3,4:33.0,,J. Clarkson enters the game for N. Young,66,75
301,3,4:32.0,,Defensive rebound by J. Randle,66,75
302,3,4:14.0,,J. Clarkson misses 3-pt jump shot from 26 ft,66,75
303,3,4:13.0,Defensive rebound by S. Ibaka,,66,75
304,3,4:02.0,D. Augustin misses 2-pt jump shot from 4 ft,,66,75
305,3,4:00.0,Offensive rebound by N. Vučević,,66,75
306,3,4:00.0,N. Vučević misses 2-pt layup from 2 ft,,66,75
307,3,3:58.0,Offensive rebound by N. Vučević,,66,75
308,3,3:55.0,N. Vučević makes 2-pt hook shot from 4 ft,,68,75
309,3,3:38.0,,T. Black makes 2-pt dunk at rim (assist by B. Ingram),68,77
310,3,3:18.0,N. Vučević misses 2-pt jump shot from 12 ft,,68,77
311,3,3:17.0,,Defensive rebound by B. Ingram,68,77
312,3,3:05.0,,J. Randle misses 2-pt jump shot from 3 ft,68,77
313,3,3:04.0,,Offensive rebound by J. Randle,68,77
314,3,3:02.0,,J. Randle misses 2-pt layup from 3 ft (block by S. Ibaka),68,77
315,3,3:01.0,Defensive rebound by D. Augustin,,68,77
316,3,2:49.0,E. Fournier misses 3-pt jump shot from 25 ft,,68,77
317,3,2:48.0,,Defensive rebound by B. Ingram,68,77
318,3,2:30.0,,Turnover by B. Ingram (bad pass; steal by N. Vučević),68,77
319,3,2:21.0,N. Vučević misses 2-pt jump shot from 18 ft,,68,77
320,3,2:19.0,,Defensive rebound by B. Ingram,68,77
321,3,2:13.0,,B. Ingram makes 2-pt layup from 2 ft,68,79
322,3,1:53.0,J. Green misses 2-pt jump shot from 19 ft,,68,79
323,3,1:53.0,,Defensive rebound by J. Clarkson,68,79
324,3,1:47.0,,Turnover by J. Randle (lost ball),68,79
325,3,1:47.0,,LA Lakers full timeout,68,79
326,3,1:47.0,,L. Williams enters the game for J. Randle,68,79
327,3,1:47.0,,T. Robinson enters the game for D. Russell,68,79
328,3,1:36.0,Shooting foul by T. Robinson (drawn by E. Fournier),,68,79
329,3,1:36.0,E. Fournier makes free throw 1 of 2,,69,79
330,3,1:36.0,E. Fournier misses free throw 2 of 2,,69,79
331,3,1:35.0,,Defensive rebound by L. Williams,69,79
332,3,1:13.0,,T. Black makes 2-pt dunk at rim (assist by L. Williams),69,81
333,3,1:00.0,Turnover by E. Fournier (lost ball),,69,81
334,3,0:49.0,,Turnover by L. Williams (bad pass; steal by S. Ibaka),69,81
335,3,0:38.0,Turnover by J. Green (bad pass),,69,81
336,3,0:38.0,J. Meeks enters the game for E. Fournier,,69,81
337,3,0:30.0,,L. Williams misses 3-pt jump shot from 25 ft,69,81
338,3,0:29.0,Defensive rebound by S. Ibaka,,69,81
339,3,0:09.0,J. Green misses 3-pt jump shot from 23 ft,,69,81
340,3,0:08.0,,Defensive rebound by T. Black,69,81
341,3,0:02.0,,L. Williams misses 2-pt layup from 1 ft,69,81
342,3,0:00.0,,Offensive rebound by Team,69,81
343,4,11:47.0,N. Vučević makes 2-pt layup from 1 ft,,71,81
344,4,11:47.0,Shooting foul by T. Black (drawn by N. Vučević),,71,81
345,4,11:47.0,N. Vučević makes free throw 1 of 1,,72,81
346,4,11:34.0,,T. Mozgov enters the game for T. Black,72,81
347,4,11:23.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Clarkson),72,84
348,4,11:00.0,J. Green misses 2-pt jump shot from 7 ft (block by T. Robinson),,72,84
349,4,11:00.0,Offensive rebound by Team,,72,84
350,4,10:57.0,N. Vučević misses 3-pt jump shot from 24 ft,,72,84
351,4,10:53.0,,Defensive rebound by T. Robinson,72,84
352,4,10:35.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by T. Mozgov),72,87
353,4,10:34.0,Orlando full timeout,,72,87
354,4,10:34.0,A. Gordon enters the game for B. Biyombo,,72,87
355,4,10:18.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by J. Meeks),,75,87
356,4,9:59.0,,L. Williams misses 3-pt jump shot from 24 ft,75,87
357,4,9:57.0,Defensive rebound by A. Gordon,,75,87
358,4,9:52.0,Offensive foul by J. Green (drawn by T. Mozgov),,75,87
359,4,9:52.0,Turnover by J. Green (offensive foul),,75,87
360,4,9:52.0,,L. Deng enters the game for T. Robinson,75,87
361,4,9:37.0,,Shooting foul by D. Augustin (drawn by J. Clarkson),75,87
362,4,9:37.0,,J. Clarkson makes free throw 1 of 2,75,88
363,4,9:37.0,,J. Clarkson makes free throw 2 of 2,75,89
364,4,9:24.0,J. Meeks misses 2-pt jump shot from 16 ft,,75,89
365,4,9:23.0,,Defensive rebound by T. Mozgov,75,89
366,4,9:08.0,,B. Ingram makes 2-pt jump shot from 7 ft,75,91
367,4,8:58.0,N. Vučević makes 2-pt hook shot from 4 ft,,77,91
368,4,8:51.0,,Shooting foul by J. Meeks (drawn by L. Williams),77,91
369,4,8:51.0,,L. Williams makes free throw 1 of 3,77,92
370,4,8:51.0,,L. Williams makes free throw 2 of 3,77,93
371,4,8:51.0,E. Fournier enters the game for J. Meeks,,77,93
372,4,8:51.0,S. Ibaka enters the game for J. Green,,77,93
373,4,8:51.0,,L. Williams makes free throw 3 of 3,77,94
374,4,8:40.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by A. Gordon),,79,94
375,4,8:18.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. Williams),79,96
376,4,8:09.0,N. Vučević misses 3-pt jump shot from 25 ft,,79,96
377,4,8:08.0,,Defensive rebound by L. Deng,79,96
378,4,7:55.0,,L. Deng misses 2-pt jump shot from 5 ft (block by N. Vučević),79,96
379,4,7:53.0,,Offensive rebound by L. Deng,79,96
380,4,7:52.0,,Shooting foul by S. Ibaka (drawn by L. Deng),79,96
381,4,7:52.0,,L. Deng misses free throw 1 of 2,79,96
382,4,7:52.0,,Offensive rebound by Team,79,96
383,4,7:52.0,,L. Deng makes free throw 2 of 2,79,97
384,4,7:37.0,Turnover by N. Vučević (bad pass),,79,97
385,4,7:28.0,,L. Williams misses 2-pt layup from 2 ft (block by N. Vučević),79,97
386,4,7:28.0,,Offensive rebound by Team,79,97
387,4,7:18.0,,L. Williams misses 3-pt jump shot from 23 ft,79,97
388,4,7:17.0,Defensive rebound by N. Vučević,,79,97
389,4,7:08.0,E. Fournier misses 2-pt jump shot from 20 ft,,79,97
390,4,7:05.0,Offensive rebound by S. Ibaka,,79,97
