,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
70,1,3:47.0,Shooting foul by R. Hood (drawn by J. Simmons),,19,16
71,1,3:47.0,,Utah full timeout,19,16
72,1,3:47.0,J. Simmons misses free throw 1 of 2,,19,16
73,1,3:47.0,Offensive rebound by Team,,19,16
74,1,3:47.0,,D. Exum enters the game for R. Hood,19,16
75,1,3:47.0,J. Simmons makes free throw 2 of 2,,20,16
76,1,3:39.0,,Personal foul by N. Laprovíttola (drawn by S. Mack),20,16
77,1,3:23.0,,T. Lyles misses 2-pt jump shot from 24 ft,20,16
78,1,3:23.0,Defensive rebound by L. Aldridge,,20,16
79,1,3:06.0,L. Aldridge misses 2-pt jump shot from 6 ft,,20,16
80,1,3:05.0,Offensive rebound by Team,,20,16
81,1,3:02.0,M. Ginóbili makes 2-pt jump shot from 15 ft (assist by N. Laprovíttola),,22,16
82,1,3:01.0,Violation by Team (delay of game),,22,16
83,1,2:42.0,,S. Mack misses 2-pt jump shot from 4 ft,22,16
84,1,2:40.0,Defensive rebound by J. Simmons,,22,16
85,1,2:32.0,N. Laprovíttola misses 3-pt jump shot from 24 ft,,22,16
86,1,2:32.0,,Defensive rebound by D. Exum,22,16
87,1,2:24.0,,D. Exum misses 2-pt layup from 2 ft,22,16
88,1,2:24.0,,Offensive rebound by R. Gobert,22,16
89,1,2:24.0,,Shooting foul by J. Simmons (drawn by R. Gobert),22,16
90,1,2:24.0,,R. Gobert misses free throw 1 of 2,22,16
91,1,2:24.0,,Offensive rebound by Team,22,16
92,1,2:24.0,,R. Gobert misses free throw 2 of 2,22,16
93,1,2:24.0,Defensive rebound by L. Aldridge,,22,16
94,1,2:13.0,Turnover by N. Laprovíttola (lost ball; steal by S. Mack),,22,16
95,1,1:58.0,,Turnover by D. Exum (lost ball; steal by L. Aldridge),22,16
96,1,1:52.0,D. Bertāns misses 3-pt jump shot from 26 ft,,22,16
97,1,1:51.0,,Defensive rebound by R. Gobert,22,16
98,1,1:44.0,,Offensive foul by J. Ingles (drawn by J. Simmons),22,16
99,1,1:44.0,,Turnover by J. Ingles (offensive foul),22,16
100,1,1:44.0,,J. Withey enters the game for R. Gobert,22,16
101,1,1:29.0,Shooting foul by J. Withey (drawn by L. Aldridge),,22,16
102,1,1:29.0,L. Aldridge makes free throw 1 of 2,,23,16
103,1,1:29.0,L. Aldridge misses free throw 2 of 2,,23,16
104,1,1:28.0,,Defensive rebound by T. Lyles,23,16
105,1,1:11.0,,S. Mack misses 3-pt jump shot from 24 ft,23,16
106,1,1:10.0,Defensive rebound by M. Ginóbili,,23,16
107,1,1:01.0,M. Ginóbili makes 2-pt layup from 2 ft,,25,16
108,1,0:51.0,,T. Lyles misses 2-pt jump shot from 13 ft,25,16
109,1,0:51.0,Defensive rebound by L. Aldridge,,25,16
110,1,0:35.0,Turnover by M. Ginóbili (bad pass; steal by J. Ingles),,25,16
111,1,0:30.0,,Personal foul by D. Bertāns (drawn by J. Ingles),25,16
112,1,0:30.0,P. Gasol enters the game for L. Aldridge,,25,16
113,1,0:30.0,,Utah full timeout,25,16
114,1,0:15.0,,Shooting foul by M. Ginóbili (drawn by J. Ingles),25,16
115,1,0:15.0,,J. Ingles makes free throw 1 of 2,25,17
116,1,0:15.0,,J. Ingles misses free throw 2 of 2,25,17
117,1,0:15.0,Defensive rebound by P. Gasol,,25,17
118,1,0:02.0,M. Ginóbili makes 2-pt layup from 2 ft,,27,17
119,1,0:00.0,,J. Withey misses 3-pt jump shot from 47 ft,27,17
120,1,0:00.0,,Offensive rebound by Team,27,17
121,2,11:35.0,,J. Johnson misses 2-pt jump shot from 11 ft,27,17
122,2,11:35.0,Defensive rebound by K. Leonard,,27,17
123,2,11:18.0,J. Simmons makes 2-pt jump shot from 19 ft,,29,17
124,2,11:05.0,,Turnover by D. Favors (bad pass; steal by K. Leonard),29,17
125,2,10:51.0,K. Leonard misses 2-pt jump shot from 10 ft,,29,17
126,2,10:50.0,,Defensive rebound by D. Favors,29,17
127,2,10:32.0,Offensive charge foul by J. Johnson (drawn by P. Mills),,29,17
128,2,10:32.0,,Turnover by J. Johnson (offensive foul),29,17
129,2,10:10.0,K. Leonard misses 3-pt jump shot from 22 ft,,29,17
130,2,10:10.0,,Defensive rebound by T. Lyles,29,17
131,2,10:00.0,,Turnover by S. Mack (bad pass; steal by J. Simmons),29,17
132,2,9:55.0,J. Simmons misses 2-pt layup from 2 ft,,29,17
133,2,9:53.0,Offensive rebound by K. Leonard,,29,17
134,2,9:51.0,K. Leonard makes 2-pt layup from 2 ft,,31,17
135,2,9:43.0,,Personal foul by P. Mills,31,17
136,2,9:43.0,K. Anderson enters the game for J. Simmons,,31,17
137,2,9:43.0,,R. Hood enters the game for D. Exum,31,17
138,2,9:43.0,D. Lee enters the game for D. Bertāns,,31,17
139,2,9:34.0,,R. Hood makes 2-pt jump shot from 10 ft,31,19
140,2,9:19.0,P. Gasol makes 2-pt hook shot from 6 ft,,33,19
141,2,9:04.0,,R. Hood makes 2-pt jump shot from 8 ft (assist by S. Mack),33,21
142,2,8:48.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by P. Mills),,35,21
143,2,8:29.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Lyles),35,23
144,2,8:29.0,San Antonio full timeout,,35,23
145,2,8:29.0,,G. Hill enters the game for S. Mack,35,23
146,2,8:20.0,,Violation by J. Johnson (kicked ball),35,23
147,2,8:14.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),,38,23
148,2,7:55.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by J. Johnson),38,26
149,2,7:29.0,P. Gasol makes 2-pt hook shot from 10 ft,,40,26
150,2,7:09.0,,Personal foul by D. Lee (drawn by G. Hill),40,26
151,2,7:09.0,,R. Gobert enters the game for D. Favors,40,26
152,2,7:09.0,,J. Ingles enters the game for T. Lyles,40,26
153,2,6:55.0,,J. Johnson makes 2-pt layup from 1 ft,40,28
154,2,6:43.0,K. Anderson makes 2-pt jump shot from 6 ft,,42,28
155,2,6:22.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by G. Hill),42,31
156,2,6:03.0,K. Leonard makes 2-pt jump shot from 23 ft,,44,31
157,2,5:42.0,,R. Hood makes 2-pt layup from 2 ft,44,33
158,2,5:29.0,P. Mills makes 2-pt jump shot from 19 ft (assist by P. Gasol),,46,33
159,2,5:16.0,,J. Ingles misses 3-pt jump shot from 24 ft,46,33
160,2,5:15.0,Defensive rebound by K. Leonard,,46,33
161,2,5:08.0,Turnover by P. Mills (bad pass; steal by R. Hood),,46,33
162,2,5:03.0,,Personal foul by P. Mills,46,33
163,2,5:03.0,,Utah full timeout,46,33
164,2,5:03.0,D. Bertāns enters the game for D. Lee,,46,33
165,2,5:03.0,M. Ginóbili enters the game for P. Gasol,,46,33
166,2,5:03.0,N. Laprovíttola enters the game for P. Mills,,46,33
167,2,5:03.0,,D. Exum enters the game for J. Johnson,46,33
168,2,5:03.0,L. Aldridge enters the game for K. Leonard,,46,33
169,2,4:48.0,,Turnover by J. Ingles (bad pass; steal by K. Anderson),46,33
170,2,4:40.0,Personal foul by J. Ingles (drawn by M. Ginóbili),,46,33
171,2,4:40.0,,Violation by Team (delay of game),46,33
172,2,4:40.0,,S. Mack enters the game for J. Ingles,46,33
173,2,4:36.0,M. Ginóbili misses 2-pt layup from 2 ft,,46,33
174,2,4:35.0,,Defensive rebound by R. Hood,46,33
175,2,4:31.0,,Shooting foul by L. Aldridge (drawn by R. Hood),46,33
176,2,4:31.0,,R. Hood misses free throw 1 of 2,46,33
177,2,4:31.0,,Offensive rebound by Team,46,33
178,2,4:31.0,,R. Hood misses free throw 2 of 2,46,33
179,2,4:31.0,J. Simmons enters the game for D. Bertāns,,46,33
180,2,4:30.0,Defensive rebound by J. Simmons,,46,33
181,2,4:05.0,N. Laprovíttola misses 2-pt layup from 1 ft,,46,33
182,2,4:05.0,Offensive rebound by L. Aldridge,,46,33
183,2,3:56.0,Shooting foul by R. Hood (drawn by L. Aldridge),,46,33
184,2,3:56.0,L. Aldridge makes free throw 1 of 2,,47,33
185,2,3:56.0,,T. Lyles enters the game for R. Hood,47,33
186,2,3:56.0,L. Aldridge makes free throw 2 of 2,,48,33
187,2,3:36.0,,Turnover by G. Hill (bad pass; steal by K. Anderson),48,33
188,2,3:26.0,M. Ginóbili misses 2-pt jump shot from 14 ft,,48,33
189,2,3:26.0,,Defensive rebound by Team,48,33
190,2,3:26.0,Loose ball foul by L. Aldridge (drawn by R. Gobert),,48,33
191,2,3:26.0,,R. Gobert misses free throw 1 of 2,48,33
192,2,3:26.0,,Offensive rebound by Team,48,33
193,2,3:26.0,K. Leonard enters the game for M. Ginóbili,,48,33
194,2,3:26.0,D. Bertāns enters the game for K. Anderson,,48,33
195,2,3:26.0,,J. Johnson enters the game for S. Mack,48,33
196,2,3:26.0,,R. Gobert makes free throw 2 of 2,48,34
197,2,3:18.0,Offensive foul by L. Aldridge (drawn by R. Gobert),,48,34
198,2,3:18.0,Turnover by L. Aldridge (offensive foul),,48,34
199,2,3:18.0,P. Gasol enters the game for L. Aldridge,,48,34
200,2,3:18.0,,Utah full timeout,48,34
201,2,3:03.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by R. Gobert),48,37
202,2,2:46.0,D. Bertāns misses 3-pt jump shot from 26 ft,,48,37
203,2,2:46.0,,Defensive rebound by D. Exum,48,37
204,2,2:34.0,,T. Lyles misses 2-pt jump shot from 22 ft,48,37
205,2,2:34.0,Defensive rebound by K. Leonard,,48,37
206,2,2:18.0,P. Gasol misses 2-pt jump shot from 17 ft,,48,37
207,2,2:17.0,,Defensive rebound by R. Gobert,48,37
208,2,2:07.0,,G. Hill misses 3-pt jump shot from 25 ft,48,37
209,2,2:06.0,Defensive rebound by K. Leonard,,48,37
210,2,1:58.0,D. Bertāns misses 3-pt jump shot from 24 ft,,48,37
211,2,1:58.0,,Defensive rebound by T. Lyles,48,37
212,2,1:42.0,,D. Exum makes 2-pt layup from 2 ft,48,39
213,2,1:42.0,San Antonio full timeout,,48,39
214,2,1:42.0,M. Ginóbili enters the game for N. Laprovíttola,,48,39
215,2,1:42.0,P. Mills enters the game for J. Simmons,,48,39
216,2,1:25.0,P. Gasol makes 2-pt layup from 2 ft,,50,39
217,2,1:00.0,,G. Hill misses 3-pt jump shot from 23 ft,50,39
218,2,1:00.0,Defensive rebound by P. Gasol,,50,39
219,2,0:48.0,K. Leonard misses 2-pt jump shot from 3 ft,,50,39
220,2,0:48.0,Offensive rebound by K. Leonard,,50,39
221,2,0:44.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by K. Leonard),,53,39
222,2,0:27.0,,G. Hill makes 2-pt jump shot from 4 ft,53,41
223,2,0:07.0,K. Leonard misses 2-pt jump shot from 4 ft,,53,41
224,2,0:06.0,Offensive rebound by P. Gasol,,53,41
225,2,0:05.0,P. Gasol misses 2-pt layup from 2 ft (block by T. Lyles),,53,41
226,2,0:04.0,,Defensive rebound by D. Exum,53,41
227,2,0:01.0,,D. Exum misses 2-pt layup from 2 ft,53,41
228,2,0:00.0,,Offensive rebound by Team,53,41
229,3,11:41.0,,Turnover by R. Gobert (bad pass; steal by K. Anderson),53,41
230,3,11:35.0,K. Leonard misses 3-pt jump shot from 25 ft,,53,41
231,3,11:35.0,,Defensive rebound by D. Favors,53,41
232,3,11:17.0,,Shooting foul by K. Leonard (drawn by J. Johnson),53,41
233,3,11:17.0,,J. Johnson makes free throw 1 of 2,53,42
234,3,11:17.0,,J. Johnson makes free throw 2 of 2,53,43
235,3,11:06.0,L. Aldridge makes 2-pt jump shot from 14 ft,,55,43
236,3,10:48.0,,R. Hood makes 2-pt jump shot from 6 ft,55,45
237,3,10:31.0,K. Leonard misses 3-pt jump shot from 24 ft,,55,45
238,3,10:30.0,,Defensive rebound by R. Hood,55,45
239,3,10:24.0,,J. Johnson makes 2-pt layup from 3 ft (assist by R. Hood),55,47
240,3,10:11.0,Shooting foul by D. Favors (drawn by L. Aldridge),,55,47
241,3,10:11.0,L. Aldridge makes free throw 1 of 2,,56,47
242,3,10:11.0,L. Aldridge makes free throw 2 of 2,,57,47
243,3,9:56.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by R. Hood),57,50
244,3,9:47.0,Personal foul by R. Hood (drawn by K. Anderson),,57,50
245,3,9:47.0,,D. Exum enters the game for R. Hood,57,50
246,3,9:34.0,K. Leonard makes 2-pt layup from 3 ft,,59,50
247,3,9:34.0,Shooting foul by R. Gobert (drawn by K. Leonard),,59,50
248,3,9:34.0,K. Leonard makes free throw 1 of 1,,60,50
249,3,9:18.0,,G. Hill misses 2-pt layup from 1 ft (block by K. Leonard),60,50
250,3,9:17.0,Defensive rebound by P. Gasol,,60,50
251,3,9:01.0,K. Leonard makes 2-pt jump shot from 21 ft,,62,50
252,3,8:37.0,,J. Johnson misses 2-pt jump shot from 16 ft,62,50
253,3,8:36.0,Defensive rebound by K. Leonard,,62,50
254,3,8:32.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),,65,50
255,3,8:31.0,,Utah full timeout,65,50
256,3,8:09.0,,D. Favors makes 2-pt dunk at rim (assist by D. Exum),65,52
257,3,7:56.0,P. Mills makes 2-pt layup from 2 ft (assist by P. Gasol),,67,52
258,3,7:36.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by G. Hill),67,55
259,3,7:19.0,P. Gasol misses 2-pt jump shot from 18 ft,,67,55
260,3,7:18.0,,Defensive rebound by D. Exum,67,55
261,3,7:04.0,,D. Favors misses 2-pt jump shot from 17 ft,67,55
262,3,7:03.0,Defensive rebound by P. Gasol,,67,55
263,3,6:39.0,K. Leonard makes 2-pt jump shot from 18 ft,,69,55
264,3,6:17.0,,D. Favors misses 2-pt layup from 2 ft (block by P. Gasol),69,55
265,3,6:15.0,Defensive rebound by K. Leonard,,69,55
266,3,6:04.0,K. Leonard makes 2-pt jump shot from 19 ft,,71,55
267,3,5:40.0,,G. Hill makes 2-pt layup from 2 ft,71,57
268,3,5:26.0,Shooting foul by J. Johnson (drawn by K. Leonard),,71,57
269,3,5:26.0,K. Leonard makes free throw 1 of 2,,72,57
270,3,5:26.0,D. Bertāns enters the game for P. Gasol,,72,57
271,3,5:26.0,J. Simmons enters the game for K. Anderson,,72,57
272,3,5:26.0,,T. Lyles enters the game for R. Gobert,72,57
273,3,5:26.0,K. Leonard makes free throw 2 of 2,,73,57
274,3,5:05.0,,J. Johnson misses 2-pt jump shot from 16 ft,73,57
275,3,5:04.0,Defensive rebound by D. Bertāns,,73,57
276,3,4:54.0,,J. Ingles enters the game for J. Johnson,73,57
277,3,4:46.0,J. Simmons misses 2-pt layup from 3 ft,,73,57
278,3,4:46.0,,Defensive rebound by D. Favors,73,57
279,3,4:36.0,,D. Exum makes 2-pt layup from 3 ft,73,59
280,3,4:36.0,San Antonio full timeout,,73,59
281,3,4:36.0,D. Dedmon enters the game for D. Bertāns,,73,59
282,3,4:14.0,L. Aldridge misses 2-pt dunk at rim (block by D. Favors),,73,59
283,3,4:13.0,,Defensive rebound by G. Hill,73,59
284,3,4:08.0,,Personal foul by D. Dedmon (drawn by J. Ingles),73,59
285,3,4:08.0,M. Ginóbili enters the game for J. Simmons,,73,59
286,3,3:59.0,,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),73,61
287,3,3:40.0,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),,75,61
288,3,3:29.0,,D. Exum misses 2-pt layup from 3 ft (block by M. Ginóbili),75,61
289,3,3:28.0,Defensive rebound by M. Ginóbili,,75,61
290,3,3:20.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Leonard),,78,61
291,3,3:00.0,,G. Hill misses 2-pt jump shot from 18 ft,78,61
292,3,2:59.0,Defensive rebound by M. Ginóbili,,78,61
293,3,2:47.0,Turnover by K. Leonard (lost ball; steal by J. Ingles),,78,61
294,3,2:42.0,,Personal foul by K. Leonard (drawn by D. Exum),78,61
295,3,2:42.0,N. Laprovíttola enters the game for P. Mills,,78,61
296,3,2:42.0,,S. Mack enters the game for G. Hill,78,61
297,3,2:42.0,,R. Hood enters the game for D. Exum,78,61
298,3,2:26.0,,R. Hood misses 2-pt layup from 3 ft (block by D. Dedmon),78,61
299,3,2:25.0,Defensive rebound by D. Dedmon,,78,61
300,3,2:17.0,N. Laprovíttola misses 3-pt jump shot from 25 ft,,78,61
301,3,2:17.0,,Defensive rebound by R. Hood,78,61
302,3,2:08.0,,T. Lyles misses 3-pt jump shot from 26 ft,78,61
303,3,2:08.0,Defensive rebound by K. Leonard,,78,61
304,3,2:01.0,Turnover by L. Aldridge (lost ball; steal by D. Favors),,78,61
305,3,1:50.0,,R. Hood makes 3-pt jump shot from 24 ft,78,64
306,3,1:26.0,M. Ginóbili misses 2-pt layup from 2 ft,,78,64
307,3,1:25.0,Offensive rebound by D. Dedmon,,78,64
308,3,1:24.0,D. Dedmon makes 2-pt layup from 2 ft,,80,64
309,3,1:08.0,,Shooting foul by D. Dedmon (drawn by R. Hood),80,64
310,3,1:08.0,,R. Hood makes free throw 1 of 2,80,65
311,3,1:08.0,,D. Exum enters the game for S. Mack,80,65
312,3,1:08.0,,R. Gobert enters the game for D. Favors,80,65
313,3,1:08.0,D. Lee enters the game for L. Aldridge,,80,65
314,3,1:08.0,J. Simmons enters the game for K. Leonard,,80,65
315,3,1:08.0,,R. Hood makes free throw 2 of 2,80,66
316,3,0:48.0,N. Laprovíttola misses 3-pt jump shot from 24 ft,,80,66
317,3,0:48.0,Offensive rebound by D. Lee,,80,66
318,3,0:47.0,D. Lee makes 2-pt layup from 2 ft,,82,66
319,3,0:32.0,,T. Lyles misses 2-pt layup from 3 ft,82,66
320,3,0:29.0,,Offensive rebound by Team,82,66
321,3,0:06.0,,J. Ingles misses 3-pt jump shot from 24 ft,82,66
322,3,0:05.0,Defensive rebound by D. Dedmon,,82,66
323,3,0:00.0,N. Laprovíttola misses 3-pt jump shot from 26 ft,,82,66
324,3,0:00.0,Offensive rebound by Team,,82,66
325,4,11:43.0,D. Dedmon makes 2-pt dunk at rim (assist by D. Lee),,84,66
326,4,11:41.0,,Utah full timeout,84,66
327,4,11:41.0,,D. Favors enters the game for R. Gobert,84,66
328,4,11:28.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by T. Lyles),84,69
329,4,11:17.0,Offensive foul by J. Simmons (drawn by S. Mack),,84,69
330,4,11:17.0,Turnover by J. Simmons (offensive foul),,84,69
331,4,11:08.0,,S. Mack misses 2-pt jump shot from 19 ft,84,69
332,4,11:07.0,Defensive rebound by J. Simmons,,84,69
333,4,10:53.0,D. Lee makes 2-pt layup from 3 ft,,86,69
334,4,10:36.0,,D. Favors misses 2-pt dunk at rim (block by D. Dedmon),86,69
335,4,10:34.0,,Offensive rebound by D. Exum,86,69
336,4,10:34.0,,Personal foul by J. Simmons (drawn by D. Exum),86,69
337,4,10:34.0,K. Leonard enters the game for J. Simmons,,86,69
338,4,10:22.0,,R. Hood misses 2-pt jump shot from 4 ft,86,69
339,4,10:22.0,,Offensive rebound by R. Hood,86,69
340,4,10:18.0,,D. Exum misses 3-pt jump shot from 25 ft,86,69
341,4,10:17.0,Defensive rebound by D. Dedmon,,86,69
342,4,10:06.0,D. Dedmon misses 2-pt dunk at rim,,86,69
343,4,10:06.0,,Defensive rebound by S. Mack,86,69
344,4,10:00.0,,S. Mack misses 2-pt jump shot from 7 ft,86,69
345,4,9:59.0,,Offensive rebound by T. Lyles,86,69
346,4,9:51.0,,R. Hood misses 2-pt dunk at rim,86,69
347,4,9:49.0,Defensive rebound by D. Dedmon,,86,69
348,4,9:47.0,Personal foul by D. Exum (drawn by M. Ginóbili),,86,69
349,4,9:47.0,,J. Ingles enters the game for D. Exum,86,69
350,4,9:41.0,K. Leonard makes 2-pt jump shot from 22 ft (assist by D. Lee),,88,69
351,4,9:32.0,,Personal foul by M. Ginóbili (drawn by R. Hood),88,69
352,4,9:32.0,K. Anderson enters the game for M. Ginóbili,,88,69
353,4,9:26.0,,Shooting foul by N. Laprovíttola (drawn by S. Mack),88,69
354,4,9:26.0,,S. Mack makes free throw 1 of 2,88,70
355,4,9:26.0,,R. Gobert enters the game for T. Lyles,88,70
356,4,9:26.0,,S. Mack makes free throw 2 of 2,88,71
357,4,9:13.0,Shooting foul by J. Ingles (drawn by K. Leonard),,88,71
358,4,9:13.0,K. Leonard makes free throw 1 of 2,,89,71
359,4,9:13.0,K. Leonard makes free throw 2 of 2,,90,71
360,4,9:04.0,,R. Hood misses 3-pt jump shot from 25 ft,90,71
361,4,9:04.0,Defensive rebound by D. Dedmon,,90,71
362,4,8:45.0,,G. Hill enters the game for S. Mack,90,71
363,4,8:38.0,K. Leonard misses 2-pt jump shot from 23 ft,,90,71
364,4,8:38.0,,Defensive rebound by D. Favors,90,71
365,4,8:28.0,,J. Ingles makes 2-pt layup from 1 ft,90,73
366,4,8:20.0,Turnover by N. Laprovíttola (traveling),,90,73
367,4,8:08.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),90,75
368,4,8:07.0,San Antonio full timeout,,90,75
369,4,8:07.0,P. Mills enters the game for D. Dedmon,,90,75
370,4,8:07.0,L. Aldridge enters the game for N. Laprovíttola,,90,75
371,4,8:07.0,J. Simmons enters the game for K. Leonard,,90,75
372,4,7:49.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,92,75
373,4,7:28.0,,D. Favors misses 2-pt hook shot from 4 ft,92,75
374,4,7:27.0,,Offensive rebound by D. Favors,92,75
375,4,7:27.0,,D. Favors misses 2-pt layup from 2 ft,92,75
376,4,7:25.0,Defensive rebound by P. Mills,,92,75
377,4,7:17.0,P. Mills misses 2-pt jump shot from 4 ft,,92,75
378,4,7:17.0,,Defensive rebound by D. Favors,92,75
379,4,7:10.0,,G. Hill misses 3-pt jump shot from 24 ft,92,75
380,4,7:08.0,Defensive rebound by P. Mills,,92,75
381,4,7:02.0,Turnover by J. Simmons (traveling),,92,75
382,4,7:02.0,,S. Mack enters the game for J. Ingles,92,75
383,4,7:02.0,,D. Exum enters the game for R. Hood,92,75
384,4,6:50.0,,D. Favors misses 2-pt jump shot from 16 ft,92,75
385,4,6:49.0,Defensive rebound by J. Simmons,,92,75
386,4,6:38.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by J. Simmons),,94,75
387,4,6:22.0,,D. Exum misses 2-pt jump shot from 20 ft,94,75
