,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
137,2,7:40.0,,Defensive rebound by M. Gasol,23,35
138,2,7:27.0,,T. Williams misses 3-pt jump shot from 26 ft,23,35
139,2,7:26.0,Defensive rebound by T. Thompson,,23,35
140,2,7:15.0,D. Liggins enters the game for K. Felder,,23,35
141,2,7:15.0,,J. Green enters the game for J. Martin,23,35
142,2,7:07.0,D. Liggins makes 3-pt jump shot from 23 ft (assist by J. Smith),,26,35
143,2,6:50.0,,T. Allen misses 2-pt layup from 2 ft,26,35
144,2,6:50.0,Defensive rebound by T. Thompson,,26,35
145,2,6:44.0,D. Liggins misses 2-pt layup from 2 ft,,26,35
146,2,6:44.0,Offensive rebound by Team,,26,35
147,2,6:42.0,Personal foul by J. Green (drawn by J. Jones),,26,35
148,2,6:42.0,J. Jones makes free throw 1 of 2,,27,35
149,2,6:42.0,J. Jones misses free throw 2 of 2,,27,35
150,2,6:40.0,,Defensive rebound by T. Allen,27,35
151,2,6:24.0,,T. Williams misses 2-pt layup from 1 ft,27,35
152,2,6:24.0,Defensive rebound by T. Thompson,,27,35
153,2,6:14.0,D. Liggins misses 2-pt jump shot from 19 ft,,27,35
154,2,6:14.0,,Defensive rebound by M. Gasol,27,35
155,2,5:58.0,,A. Harrison misses 2-pt layup from 2 ft,27,35
156,2,5:58.0,Defensive rebound by T. Thompson,,27,35
157,2,5:46.0,J. Smith makes 2-pt layup from 3 ft,,29,35
158,2,5:46.0,Shooting foul by J. Green (drawn by J. Smith),,29,35
159,2,5:46.0,Official timeout,,29,35
160,2,5:46.0,J. Smith misses free throw 1 of 1,,29,35
161,2,5:43.0,Offensive rebound by T. Thompson,,29,35
162,2,5:39.0,J. Smith misses 3-pt jump shot from 25 ft,,29,35
163,2,5:38.0,Offensive rebound by D. Liggins,,29,35
164,2,5:19.0,M. Dunleavy misses 2-pt jump shot from 12 ft,,29,35
165,2,5:17.0,,Defensive rebound by T. Williams,29,35
166,2,5:05.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Allen),29,38
167,2,4:37.0,D. Liggins misses 2-pt layup from 1 ft,,29,38
168,2,4:35.0,,Defensive rebound by M. Gasol,29,38
169,2,4:32.0,,Turnover by A. Harrison (bad pass),29,38
170,2,4:32.0,,V. Carter enters the game for T. Williams,29,38
171,2,4:32.0,C. Frye enters the game for J. Jones,,29,38
172,2,4:18.0,T. Thompson misses 2-pt jump shot from 15 ft,,29,38
173,2,4:18.0,,Defensive rebound by V. Carter,29,38
174,2,4:01.0,,M. Gasol misses 2-pt jump shot from 5 ft,29,38
175,2,4:00.0,,Offensive rebound by T. Allen,29,38
176,2,4:00.0,,T. Allen makes 2-pt layup from 1 ft,29,40
177,2,3:49.0,Shooting foul by A. Harrison (drawn by T. Thompson),,29,40
178,2,3:49.0,T. Thompson misses free throw 1 of 2,,29,40
179,2,3:49.0,Offensive rebound by Team,,29,40
180,2,3:49.0,T. Thompson misses free throw 2 of 2,,29,40
181,2,3:49.0,,T. Douglas enters the game for A. Harrison,29,40
182,2,3:47.0,,Defensive rebound by M. Gasol,29,40
183,2,3:31.0,,T. Douglas makes 3-pt jump shot from 26 ft (assist by M. Gasol),29,43
184,2,3:29.0,Cleveland full timeout,,29,43
185,2,3:09.0,C. Frye misses 3-pt jump shot from 25 ft,,29,43
186,2,3:08.0,,Defensive rebound by T. Allen,29,43
187,2,2:50.0,,T. Allen misses 2-pt layup from 1 ft,29,43
188,2,2:49.0,,Offensive rebound by J. Green,29,43
189,2,2:48.0,,Shooting foul by D. Liggins (drawn by J. Green),29,43
190,2,2:48.0,,J. Green misses free throw 1 of 2,29,43
191,2,2:48.0,,Offensive rebound by Team,29,43
192,2,2:48.0,,J. Green makes free throw 2 of 2,29,44
193,2,2:26.0,J. Smith misses 2-pt jump shot from 13 ft,,29,44
194,2,2:25.0,,Defensive rebound by M. Gasol,29,44
195,2,2:07.0,,J. Green misses 3-pt jump shot from 25 ft,29,44
196,2,2:06.0,Defensive rebound by M. Dunleavy,,29,44
197,2,1:54.0,R. Jefferson enters the game for J. Smith,,29,44
198,2,1:47.0,T. Thompson makes 2-pt jump shot from 3 ft,,31,44
199,2,1:22.0,,T. Allen misses 2-pt layup from 1 ft,31,44
200,2,1:20.0,Defensive rebound by C. Frye,,31,44
201,2,1:17.0,D. Liggins makes 2-pt layup from 2 ft,,33,44
202,2,1:17.0,Shooting foul by T. Douglas (drawn by D. Liggins),,33,44
203,2,1:17.0,D. Liggins makes free throw 1 of 1,,34,44
204,2,1:01.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by J. Green),34,47
205,2,0:43.0,T. Thompson misses 2-pt jump shot from 5 ft,,34,47
206,2,0:42.0,,Defensive rebound by T. Douglas,34,47
207,2,0:37.0,,T. Allen misses 2-pt layup from 2 ft,34,47
208,2,0:35.0,,Offensive rebound by T. Allen,34,47
209,2,0:33.0,,T. Allen misses 2-pt layup at rim,34,47
210,2,0:32.0,,Offensive rebound by T. Allen,34,47
211,2,0:31.0,,Turnover by T. Allen (bad pass; steal by R. Jefferson),34,47
212,2,0:24.0,Shooting foul by J. Green (drawn by M. Dunleavy),,34,47
213,2,0:24.0,M. Dunleavy makes free throw 1 of 3,,35,47
214,2,0:24.0,M. Dunleavy misses free throw 2 of 3,,35,47
215,2,0:24.0,Offensive rebound by Team,,35,47
216,2,0:24.0,,T. Daniels enters the game for T. Allen,35,47
217,2,0:24.0,M. Dunleavy makes free throw 3 of 3,,36,47
218,2,0:05.0,,T. Douglas misses 2-pt jump shot from 18 ft,36,47
219,2,0:03.0,Defensive rebound by C. Frye,,36,47
220,2,0:00.0,D. Liggins misses 3-pt jump shot from 44 ft,,36,47
221,2,0:00.0,Offensive rebound by Team,,36,47
222,3,11:48.0,C. Frye misses 3-pt jump shot from 25 ft,,36,47
223,3,11:48.0,,Defensive rebound by J. Green,36,47
224,3,11:37.0,,Turnover by T. Williams (bad pass; steal by J. Smith),36,47
225,3,11:32.0,J. Smith makes 2-pt dunk at rim,,38,47
226,3,11:11.0,,Turnover by M. Gasol (lost ball; steal by D. Liggins),38,47
227,3,11:07.0,Shooting foul by T. Allen (drawn by T. Thompson),,38,47
228,3,11:07.0,T. Thompson misses free throw 1 of 2,,38,47
229,3,11:07.0,Offensive rebound by Team,,38,47
230,3,11:07.0,T. Thompson makes free throw 2 of 2,,39,47
231,3,10:46.0,,A. Harrison misses 2-pt jump shot from 18 ft,39,47
232,3,10:46.0,Defensive rebound by M. Dunleavy,,39,47
233,3,10:31.0,C. Frye misses 2-pt jump shot from 7 ft,,39,47
234,3,10:29.0,Offensive rebound by T. Thompson,,39,47
235,3,10:26.0,Shooting foul by M. Gasol (drawn by T. Thompson),,39,47
236,3,10:26.0,T. Thompson makes free throw 1 of 2,,40,47
237,3,10:26.0,T. Thompson makes free throw 2 of 2,,41,47
238,3,10:10.0,,Personal foul by D. Liggins (drawn by M. Gasol),41,47
239,3,9:55.0,,A. Harrison misses 2-pt jump shot from 20 ft,41,47
240,3,9:54.0,Defensive rebound by T. Thompson,,41,47
241,3,9:43.0,J. Smith makes 2-pt jump shot from 13 ft,,43,47
242,3,9:42.0,,Memphis full timeout,43,47
243,3,9:42.0,,T. Douglas enters the game for A. Harrison,43,47
244,3,9:26.0,,T. Allen misses 3-pt jump shot from 24 ft,43,47
245,3,9:25.0,Defensive rebound by M. Dunleavy,,43,47
246,3,9:08.0,J. Smith makes 2-pt jump shot from 22 ft,,45,47
247,3,8:49.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by T. Douglas),45,49
248,3,8:35.0,Turnover by D. Liggins (bad pass; steal by T. Allen),,45,49
249,3,8:34.0,,T. Allen makes 2-pt layup from 1 ft,45,51
250,3,8:34.0,,Shooting foul by D. Liggins (drawn by T. Allen),45,51
251,3,8:34.0,,T. Allen makes free throw 1 of 1,45,52
252,3,8:10.0,J. Smith misses 2-pt jump shot from 22 ft,,45,52
253,3,8:09.0,,Defensive rebound by T. Douglas,45,52
254,3,8:01.0,,Turnover by T. Douglas (bad pass; steal by D. Liggins),45,52
255,3,7:53.0,Personal foul by T. Douglas (drawn by T. Thompson),,45,52
256,3,7:47.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Smith),,48,52
257,3,7:24.0,,M. Gasol makes 2-pt jump shot from 7 ft (assist by T. Douglas),48,54
258,3,7:04.0,J. Smith misses 2-pt jump shot from 21 ft,,48,54
259,3,7:04.0,,Defensive rebound by M. Gasol,48,54
260,3,6:47.0,,Shooting foul by C. Frye (drawn by T. Allen),48,54
261,3,6:47.0,,T. Allen makes free throw 1 of 2,48,55
262,3,6:47.0,,T. Allen misses free throw 2 of 2,48,55
263,3,6:47.0,,V. Carter enters the game for T. Williams,48,55
264,3,6:46.0,Defensive rebound by T. Thompson,,48,55
265,3,6:35.0,Personal foul by T. Allen (drawn by C. Frye),,48,55
266,3,6:26.0,Shooting foul by T. Allen (drawn by M. Dunleavy),,48,55
267,3,6:26.0,M. Dunleavy makes free throw 1 of 2,,49,55
268,3,6:26.0,M. Dunleavy misses free throw 2 of 2,,49,55
269,3,6:25.0,,Defensive rebound by M. Gasol,49,55
270,3,6:13.0,,T. Douglas misses 2-pt jump shot from 9 ft,49,55
271,3,6:12.0,,Offensive rebound by M. Gasol,49,55
272,3,6:12.0,,M. Gasol misses 2-pt layup from 1 ft,49,55
273,3,6:09.0,Defensive rebound by J. Smith,,49,55
274,3,6:00.0,T. Thompson misses 2-pt jump shot from 7 ft,,49,55
275,3,5:58.0,,Defensive rebound by T. Douglas,49,55
276,3,5:49.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by T. Douglas),49,58
277,3,5:44.0,Cleveland full timeout,,49,58
278,3,5:20.0,J. Smith misses 3-pt jump shot from 25 ft,,49,58
279,3,5:20.0,,Defensive rebound by M. Gasol,49,58
280,3,5:02.0,,Personal foul by M. Dunleavy (drawn by M. Gasol),49,58
281,3,4:46.0,,J. Green misses 2-pt jump shot from 18 ft,49,58
282,3,4:46.0,Defensive rebound by D. Liggins,,49,58
283,3,4:35.0,D. Liggins makes 2-pt layup from 1 ft,,51,58
284,3,4:25.0,,Personal foul by C. Frye (drawn by T. Allen),51,58
285,3,4:25.0,,T. Allen misses free throw 1 of 2,51,58
286,3,4:25.0,,Offensive rebound by Team,51,58
287,3,4:25.0,,T. Allen misses free throw 2 of 2,51,58
288,3,4:25.0,J. McRae enters the game for M. Dunleavy,,51,58
289,3,4:25.0,,J. Martin enters the game for J. Green,51,58
290,3,4:24.0,Defensive rebound by J. Smith,,51,58
291,3,4:07.0,J. McRae misses 3-pt jump shot from 23 ft,,51,58
292,3,4:06.0,,Defensive rebound by J. Martin,51,58
293,3,3:52.0,,T. Allen misses 2-pt layup from 1 ft,51,58
294,3,3:51.0,,Offensive rebound by J. Martin,51,58
295,3,3:51.0,,J. Martin makes 2-pt layup at rim,51,60
296,3,3:23.0,J. McRae makes 2-pt layup from 1 ft,,53,60
297,3,3:02.0,,J. Martin makes 2-pt jump shot from 22 ft,53,62
298,3,2:47.0,J. Smith misses 2-pt layup from 2 ft (block by J. Martin),,53,62
299,3,2:45.0,,Defensive rebound by J. Martin,53,62
300,3,2:39.0,,T. Allen makes 2-pt layup from 1 ft (assist by V. Carter),53,64
301,3,2:13.0,J. McRae misses 3-pt jump shot from 24 ft,,53,64
302,3,2:11.0,,Defensive rebound by T. Douglas,53,64
303,3,2:00.0,,T. Allen misses 2-pt layup from 1 ft,53,64
304,3,1:59.0,,Offensive rebound by T. Allen,53,64
305,3,1:59.0,,T. Allen makes 2-pt layup at rim,53,66
306,3,1:58.0,Cleveland full timeout,,53,66
307,3,1:58.0,,Z. Randolph enters the game for T. Allen,53,66
308,3,1:58.0,,T. Daniels enters the game for M. Gasol,53,66
309,3,1:58.0,J. Jones enters the game for C. Frye,,53,66
310,3,1:58.0,K. Felder enters the game for J. Smith,,53,66
311,3,1:58.0,I. Shumpert enters the game for D. Liggins,,53,66
312,3,1:44.0,J. McRae misses 2-pt jump shot from 13 ft,,53,66
313,3,1:42.0,,Defensive rebound by T. Douglas,53,66
314,3,1:25.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Daniels),53,69
315,3,1:10.0,I. Shumpert misses 3-pt jump shot from 25 ft,,53,69
316,3,1:08.0,,Defensive rebound by V. Carter,53,69
317,3,0:52.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by V. Carter),53,72
318,3,0:34.0,J. Jones misses 3-pt jump shot from 24 ft,,53,72
319,3,0:33.0,,Defensive rebound by V. Carter,53,72
320,3,0:30.0,,Shooting foul by K. Felder (drawn by J. Martin),53,72
321,3,0:30.0,,J. Martin makes free throw 1 of 2,53,73
322,3,0:30.0,C. Andersen enters the game for T. Thompson,,53,73
323,3,0:30.0,,J. Martin makes free throw 2 of 2,53,74
324,3,0:07.0,J. McRae misses 2-pt layup from 2 ft,,53,74
325,3,0:07.0,,Defensive rebound by Z. Randolph,53,74
326,3,0:01.0,,T. Douglas misses 2-pt jump shot from 8 ft,53,74
327,3,0:00.0,Defensive rebound by J. Jones,,53,74
328,4,11:42.0,,Z. Randolph misses 3-pt jump shot from 23 ft,53,74
329,4,11:41.0,Defensive rebound by J. McRae,,53,74
330,4,11:24.0,I. Shumpert misses 3-pt jump shot from 25 ft,,53,74
331,4,11:23.0,,Defensive rebound by J. Martin,53,74
332,4,11:06.0,,Z. Randolph misses 2-pt jump shot from 15 ft,53,74
333,4,11:05.0,Defensive rebound by I. Shumpert,,53,74
334,4,10:54.0,Turnover by J. Jones (bad pass; steal by T. Douglas),,53,74
335,4,10:40.0,,Turnover by T. Allen (traveling),53,74
336,4,10:27.0,Personal foul by T. Daniels (drawn by I. Shumpert),,53,74
337,4,10:16.0,J. McRae makes 2-pt layup from 1 ft,,55,74
338,4,9:54.0,,T. Daniels misses 3-pt jump shot from 26 ft (block by J. Jones),55,74
339,4,9:53.0,Defensive rebound by I. Shumpert,,55,74
340,4,9:48.0,Turnover by I. Shumpert (bad pass; steal by T. Allen),,55,74
341,4,9:48.0,,Personal foul by J. McRae (drawn by T. Allen),55,74
342,4,9:33.0,,T. Daniels misses 2-pt jump shot from 9 ft,55,74
343,4,9:32.0,Defensive rebound by J. Jones,,55,74
344,4,9:29.0,Shooting foul by J. Martin (drawn by J. McRae),,55,74
345,4,9:29.0,J. McRae makes free throw 1 of 2,,56,74
346,4,9:29.0,J. McRae makes free throw 2 of 2,,57,74
347,4,9:27.0,,Turnover by J. Martin (bad pass; steal by K. Felder),57,74
348,4,9:11.0,J. McRae misses 3-pt jump shot from 25 ft (block by T. Allen),,57,74
349,4,9:10.0,,Defensive rebound by Z. Randolph,57,74
350,4,8:57.0,,T. Douglas misses 3-pt jump shot from 26 ft,57,74
351,4,8:55.0,,Offensive rebound by T. Daniels,57,74
352,4,8:48.0,,T. Douglas makes 2-pt layup from 3 ft (assist by Z. Randolph),57,76
353,4,8:48.0,,Shooting foul by J. Jones (drawn by T. Douglas),57,76
354,4,8:48.0,,Memphis full timeout,57,76
355,4,8:48.0,,T. Douglas misses free throw 1 of 1,57,76
356,4,8:46.0,Defensive rebound by I. Shumpert,,57,76
357,4,8:42.0,Turnover by I. Shumpert (bad pass; steal by T. Douglas),,57,76
358,4,8:37.0,,T. Douglas makes 2-pt layup from 2 ft,57,78
359,4,8:22.0,J. Jones misses 3-pt jump shot from 25 ft,,57,78
360,4,8:22.0,,Defensive rebound by T. Allen,57,78
361,4,8:00.0,,T. Daniels makes 2-pt jump shot from 22 ft (assist by Z. Randolph),57,80
362,4,7:50.0,Turnover by I. Shumpert (bad pass; steal by T. Allen),,57,80
363,4,7:30.0,,Z. Randolph misses 2-pt jump shot from 7 ft,57,80
364,4,7:29.0,,Offensive rebound by T. Allen,57,80
365,4,7:29.0,,T. Allen makes 2-pt layup from 1 ft,57,82
366,4,7:11.0,K. Felder makes 3-pt jump shot from 25 ft,,60,82
367,4,7:00.0,,Offensive foul by T. Daniels (drawn by I. Shumpert),60,82
368,4,7:00.0,,Turnover by T. Daniels (offensive foul),60,82
369,4,7:00.0,,A. Harrison enters the game for T. Douglas,60,82
370,4,6:48.0,J. Jones makes 3-pt jump shot from 26 ft (assist by K. Felder),,63,82
371,4,6:48.0,,Memphis full timeout,63,82
372,4,6:31.0,,T. Daniels misses 3-pt jump shot from 28 ft,63,82
373,4,6:31.0,Defensive rebound by Team,,63,82
374,4,6:18.0,K. Felder misses 2-pt jump shot from 6 ft,,63,82
375,4,6:17.0,,Defensive rebound by Z. Randolph,63,82
376,4,5:57.0,,A. Harrison makes 2-pt jump shot from 19 ft,63,84
377,4,5:40.0,K. Felder makes 2-pt jump shot from 18 ft,,65,84
378,4,5:30.0,,Turnover by Team (turnover),65,84
379,4,5:24.0,J. McRae misses 2-pt jump shot from 11 ft,,65,84
380,4,5:23.0,,Defensive rebound by J. Martin,65,84
381,4,5:07.0,,Shooting foul by C. Andersen (drawn by T. Daniels),65,84
382,4,5:07.0,,T. Daniels makes free throw 1 of 2,65,85
383,4,5:07.0,,V. Carter enters the game for T. Allen,65,85
384,4,5:07.0,,T. Daniels makes free throw 2 of 2,65,86
385,4,5:07.0,,Violation by Team (delay of game),65,86
386,4,4:50.0,J. Jones makes 2-pt layup from 1 ft (assist by I. Shumpert),,67,86
387,4,4:50.0,Shooting foul by J. Martin (drawn by J. Jones),,67,86
388,4,4:50.0,J. Jones makes free throw 1 of 1,,68,86
389,4,4:29.0,,T. Daniels misses 2-pt layup from 2 ft (block by C. Andersen),68,86
390,4,4:29.0,,Offensive rebound by Team,68,86
391,4,4:24.0,,Z. Randolph misses 2-pt jump shot from 16 ft,68,86
392,4,4:23.0,Defensive rebound by I. Shumpert,,68,86
