,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
84,1,3:15.0,,V. Carter misses 2-pt layup at rim (block by R. Lopez),12,17
85,1,3:13.0,Defensive rebound by J. Butler,,12,17
86,1,3:07.0,J. Butler misses 3-pt jump shot from 26 ft,,12,17
87,1,3:04.0,,Defensive rebound by Z. Randolph,12,17
88,1,2:56.0,,T. Allen misses 2-pt jump shot from 8 ft,12,17
89,1,2:53.0,Defensive rebound by D. McDermott,,12,17
90,1,2:38.0,T. Gibson misses 2-pt jump shot from 13 ft,,12,17
91,1,2:36.0,,Defensive rebound by T. Allen,12,17
92,1,2:20.0,,T. Allen misses 2-pt layup from 1 ft,12,17
93,1,2:18.0,Defensive rebound by D. McDermott,,12,17
94,1,2:05.0,R. Rondo misses 2-pt jump shot from 17 ft,,12,17
95,1,2:04.0,,Defensive rebound by Z. Randolph,12,17
96,1,1:58.0,,Memphis full timeout,12,17
97,1,1:58.0,Chicago full timeout,,12,17
98,1,1:58.0,,M. Conley enters the game for T. Allen,12,17
99,1,1:58.0,B. Portis enters the game for T. Gibson,,12,17
100,1,1:40.0,,Z. Randolph misses 2-pt jump shot from 12 ft,12,17
101,1,1:40.0,Defensive rebound by R. Rondo,,12,17
102,1,1:20.0,R. Rondo misses 2-pt layup from 2 ft,,12,17
103,1,1:19.0,Offensive rebound by R. Lopez,,12,17
104,1,1:15.0,D. McDermott misses 3-pt jump shot from 25 ft,,12,17
105,1,1:15.0,Offensive rebound by R. Rondo,,12,17
106,1,1:11.0,D. McDermott misses 2-pt layup from 2 ft,,12,17
107,1,1:09.0,,Defensive rebound by J. Ennis,12,17
108,1,1:05.0,,Shooting foul by B. Portis (drawn by M. Gasol),12,17
109,1,1:05.0,,M. Gasol makes free throw 1 of 2,12,18
110,1,1:05.0,,M. Gasol makes free throw 2 of 2,12,19
111,1,0:48.0,B. Portis misses 3-pt jump shot from 25 ft,,12,19
112,1,0:48.0,,Defensive rebound by M. Gasol,12,19
113,1,0:40.0,,M. Conley misses 3-pt jump shot from 26 ft,12,19
114,1,0:37.0,,Offensive rebound by Z. Randolph,12,19
115,1,0:23.0,,Turnover by M. Gasol (back court),12,19
116,1,0:23.0,,J. Green enters the game for M. Gasol,12,19
117,1,0:03.0,D. McDermott makes 2-pt layup from 2 ft (assist by R. Lopez),,14,19
118,1,0:01.0,,M. Conley misses 3-pt jump shot from 44 ft,14,19
119,1,0:00.0,,Offensive rebound by Team,14,19
120,2,11:49.0,,Turnover by Z. Randolph (bad pass; steal by D. Valentine),14,19
121,2,11:36.0,D. Valentine misses 3-pt jump shot from 26 ft,,14,19
122,2,11:36.0,,Defensive rebound by Z. Randolph,14,19
123,2,11:36.0,Loose ball foul by C. Felício (drawn by Z. Randolph),,14,19
124,2,11:26.0,,M. Conley makes 2-pt layup from 2 ft,14,21
125,2,10:55.0,C. Felício makes 2-pt jump shot from 20 ft,,16,21
126,2,10:43.0,,Z. Randolph makes 2-pt jump shot from 21 ft (assist by M. Conley),16,23
127,2,10:27.0,R. Rondo misses 3-pt jump shot from 25 ft,,16,23
128,2,10:26.0,,Defensive rebound by J. Green,16,23
129,2,10:16.0,,Personal foul by D. Valentine (drawn by J. Ennis),16,23
130,2,10:09.0,,Z. Randolph misses 2-pt jump shot from 5 ft,16,23
131,2,10:06.0,Defensive rebound by B. Portis,,16,23
132,2,9:57.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Valentine),,19,23
133,2,9:45.0,,J. Green makes 2-pt layup from 1 ft,19,25
134,2,9:30.0,D. McDermott misses 3-pt jump shot from 25 ft,,19,25
135,2,9:30.0,,Defensive rebound by J. Green,19,25
136,2,9:15.0,,V. Carter misses 3-pt jump shot from 23 ft,19,25
137,2,9:15.0,Defensive rebound by D. McDermott,,19,25
138,2,9:04.0,D. McDermott makes 2-pt layup at rim (assist by R. Rondo),,21,25
139,2,8:41.0,,J. Green makes 3-pt jump shot from 24 ft (assist by V. Carter),21,28
140,2,8:26.0,Shooting foul by J. Ennis (drawn by D. McDermott),,21,28
141,2,8:26.0,Chicago full timeout,,21,28
142,2,8:26.0,D. McDermott makes free throw 1 of 2,,22,28
143,2,8:26.0,,T. Daniels enters the game for J. Ennis,21,28
144,2,8:26.0,D. McDermott makes free throw 2 of 2,,23,28
145,2,8:09.0,,T. Daniels misses 3-pt jump shot from 28 ft,23,28
146,2,8:09.0,Defensive rebound by R. Rondo,,23,28
147,2,7:56.0,Def 3 sec tech foul by Z. Randolph,,23,28
148,2,7:56.0,D. McDermott makes technical free throw,,24,28
149,2,7:56.0,,M. Gasol enters the game for Z. Randolph,24,28
150,2,7:48.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Rondo),,27,28
151,2,7:48.0,Shooting foul by V. Carter (drawn by D. McDermott),,27,28
152,2,7:48.0,D. McDermott makes free throw 1 of 1,,28,28
153,2,7:31.0,,V. Carter makes 2-pt layup from 1 ft,28,30
154,2,7:11.0,Turnover by C. Felício (lost ball; steal by M. Conley),,28,30
155,2,7:04.0,,V. Carter misses 3-pt jump shot from 25 ft,28,30
156,2,7:02.0,Defensive rebound by B. Portis,,28,30
157,2,6:56.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Rondo),,31,30
158,2,6:43.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),31,33
159,2,6:22.0,R. Rondo makes 2-pt layup from 2 ft,,33,33
160,2,6:06.0,,V. Carter misses 3-pt jump shot from 26 ft,33,33
161,2,6:04.0,Defensive rebound by B. Portis,,33,33
162,2,5:50.0,D. McDermott makes 2-pt jump shot from 21 ft,,35,33
163,2,5:50.0,Shooting foul by T. Daniels (drawn by D. McDermott),,35,33
164,2,5:50.0,,Memphis full timeout,35,33
165,2,5:50.0,T. Gibson enters the game for R. Rondo,,35,33
166,2,5:50.0,M. Carter-Williams enters the game for B. Portis,,35,33
167,2,5:50.0,R. Lopez enters the game for D. Valentine,,35,33
168,2,5:50.0,J. Butler enters the game for C. Felício,,35,33
169,2,5:50.0,,J. Ennis enters the game for M. Conley,35,33
170,2,5:50.0,,T. Allen enters the game for V. Carter,35,33
171,2,5:50.0,,C. Parsons enters the game for T. Daniels,35,33
172,2,5:50.0,D. McDermott makes free throw 1 of 1,,36,33
173,2,5:41.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by T. Allen),36,36
174,2,5:28.0,D. McDermott makes 2-pt jump shot from 5 ft (assist by J. Butler),,38,36
175,2,5:12.0,,M. Gasol misses 2-pt jump shot from 12 ft,38,36
176,2,5:10.0,Defensive rebound by J. Butler,,38,36
177,2,4:53.0,T. Gibson makes 2-pt jump shot from 5 ft,,40,36
178,2,4:38.0,,J. Ennis misses 2-pt layup at rim,40,36
179,2,4:37.0,Defensive rebound by M. Carter-Williams,,40,36
180,2,4:36.0,Turnover by M. Carter-Williams (lost ball; steal by T. Allen),,40,36
181,2,4:23.0,,T. Allen misses 2-pt layup from 2 ft (block by M. Carter-Williams),40,36
182,2,4:22.0,Defensive rebound by J. Butler,,40,36
183,2,4:02.0,Shooting foul by J. Green (drawn by M. Carter-Williams),,40,36
184,2,4:02.0,M. Carter-Williams makes free throw 1 of 2,,41,36
185,2,4:02.0,M. Carter-Williams makes free throw 2 of 2,,42,36
186,2,3:43.0,,C. Parsons misses 2-pt layup from 1 ft,42,36
187,2,3:42.0,Defensive rebound by R. Lopez,,42,36
188,2,3:35.0,M. Carter-Williams makes 2-pt layup from 1 ft,,44,36
189,2,3:34.0,,Memphis full timeout,44,36
190,2,3:34.0,,Z. Randolph enters the game for J. Green,44,36
191,2,3:17.0,,C. Parsons misses 3-pt jump shot from 24 ft (block by D. McDermott),44,36
192,2,3:14.0,,Offensive rebound by M. Gasol,44,36
193,2,3:12.0,,M. Gasol makes 2-pt jump shot from 5 ft,44,38
194,2,2:49.0,R. Lopez misses 2-pt layup from 2 ft,,44,38
195,2,2:47.0,Offensive rebound by R. Lopez,,44,38
196,2,2:47.0,R. Lopez makes 2-pt dunk at rim,,46,38
197,2,2:29.0,,M. Gasol makes 2-pt jump shot from 21 ft (assist by C. Parsons),46,40
198,2,2:02.0,R. Lopez misses 2-pt jump shot from 4 ft (block by T. Allen),,46,40
199,2,2:00.0,,Defensive rebound by M. Gasol,46,40
200,2,1:58.0,,Turnover by M. Gasol (lost ball; steal by J. Butler),46,40
201,2,1:55.0,Turnover by M. Carter-Williams (bad pass; steal by T. Allen),,46,40
202,2,1:52.0,,J. Ennis misses 2-pt layup from 1 ft (block by R. Lopez),46,40
203,2,1:49.0,Defensive rebound by D. McDermott,,46,40
204,2,1:45.0,J. Butler makes 2-pt layup from 1 ft,,48,40
205,2,1:35.0,,Memphis full timeout,48,40
206,2,1:35.0,,M. Conley enters the game for J. Ennis,48,40
207,2,1:18.0,,C. Parsons misses 3-pt jump shot from 25 ft,48,40
208,2,1:18.0,Defensive rebound by T. Gibson,,48,40
209,2,0:56.0,T. Gibson misses 3-pt jump shot from 24 ft,,48,40
210,2,0:56.0,,Defensive rebound by T. Allen,48,40
211,2,0:47.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),48,43
212,2,0:33.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by J. Butler),,50,43
213,2,0:26.0,,M. Conley makes 3-pt jump shot from 25 ft,50,46
214,2,0:00.0,T. Gibson makes 2-pt jump shot from 10 ft,,52,46
215,3,11:42.0,,J. Green makes 3-pt jump shot from 25 ft (assist by C. Parsons),52,49
216,3,11:26.0,J. Butler misses 2-pt jump shot from 10 ft,,52,49
217,3,11:25.0,,Defensive rebound by T. Allen,52,49
218,3,11:11.0,,M. Gasol misses 3-pt jump shot from 25 ft,52,49
219,3,11:11.0,Defensive rebound by T. Gibson,,52,49
220,3,10:51.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,52,49
221,3,10:47.0,,Defensive rebound by M. Gasol,52,49
222,3,10:45.0,,Shooting foul by M. Carter-Williams (drawn by M. Conley),52,49
223,3,10:45.0,,M. Conley makes free throw 1 of 2,52,50
224,3,10:45.0,,M. Conley makes free throw 2 of 2,52,51
225,3,10:22.0,T. Gibson makes 2-pt dunk at rim,,54,51
226,3,10:02.0,,M. Gasol misses 2-pt jump shot from 7 ft,54,51
227,3,10:01.0,,Offensive rebound by J. Green,54,51
228,3,10:00.0,,J. Green misses 2-pt layup from 1 ft,54,51
229,3,9:58.0,Defensive rebound by R. Lopez,,54,51
230,3,9:54.0,,Violation by M. Conley (kicked ball),54,51
231,3,9:45.0,R. Lopez makes 2-pt jump shot from 21 ft (assist by J. Butler),,56,51
232,3,9:31.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),56,53
233,3,9:17.0,R. Lopez misses 2-pt hook shot from 5 ft,,56,53
234,3,9:15.0,Offensive rebound by M. Carter-Williams,,56,53
235,3,9:15.0,M. Carter-Williams makes 2-pt layup from 2 ft,,58,53
236,3,8:50.0,,T. Allen misses 2-pt jump shot from 15 ft,58,53
237,3,8:50.0,Defensive rebound by M. Carter-Williams,,58,53
238,3,8:30.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by R. Lopez),,60,53
239,3,8:11.0,,C. Parsons makes 2-pt layup from 1 ft,60,55
240,3,7:52.0,Shooting foul by J. Green (drawn by T. Gibson),,60,55
241,3,7:52.0,T. Gibson makes free throw 1 of 2,,61,55
242,3,7:52.0,T. Gibson makes free throw 2 of 2,,62,55
243,3,7:33.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by T. Allen),62,57
244,3,7:22.0,Shooting foul by J. Green (drawn by M. Carter-Williams),,62,57
245,3,7:22.0,M. Carter-Williams makes free throw 1 of 2,,63,57
246,3,7:22.0,,Z. Randolph enters the game for J. Green,63,57
247,3,7:22.0,M. Carter-Williams makes free throw 2 of 2,,64,57
248,3,7:03.0,,Z. Randolph misses 2-pt jump shot from 5 ft,64,57
249,3,7:02.0,Defensive rebound by T. Gibson,,64,57
250,3,6:51.0,Turnover by P. Zipser (traveling),,64,57
251,3,6:51.0,,V. Carter enters the game for T. Allen,64,57
252,3,6:42.0,,Shooting foul by P. Zipser (drawn by C. Parsons),64,57
253,3,6:42.0,,C. Parsons makes free throw 1 of 2,64,58
254,3,6:42.0,,C. Parsons makes free throw 2 of 2,64,59
255,3,6:24.0,Turnover by J. Butler (bad pass; steal by M. Conley),,64,59
256,3,6:19.0,,Turnover by M. Conley (bad pass; steal by J. Butler),64,59
257,3,6:12.0,Personal foul by C. Parsons (drawn by J. Butler),,64,59
258,3,6:04.0,M. Carter-Williams makes 2-pt jump shot from 8 ft,,66,59
259,3,6:04.0,Shooting foul by M. Conley (drawn by M. Carter-Williams),,66,59
260,3,6:04.0,M. Carter-Williams misses free throw 1 of 1,,66,59
261,3,6:04.0,,J. Ennis enters the game for C. Parsons,66,59
262,3,6:03.0,,Defensive rebound by Z. Randolph,66,59
263,3,5:53.0,,M. Gasol misses 2-pt jump shot from 22 ft,66,59
264,3,5:53.0,Defensive rebound by P. Zipser,,66,59
265,3,5:44.0,Shooting foul by J. Ennis (drawn by J. Butler),,66,59
266,3,5:44.0,,Memphis full timeout,66,59
267,3,5:44.0,J. Butler misses free throw 1 of 2,,66,59
268,3,5:44.0,Offensive rebound by Team,,66,59
269,3,5:44.0,J. Butler makes free throw 2 of 2,,67,59
270,3,5:29.0,,Z. Randolph misses 2-pt jump shot from 19 ft,67,59
271,3,5:29.0,Defensive rebound by J. Butler,,67,59
272,3,5:10.0,T. Gibson misses 2-pt jump shot from 16 ft,,67,59
273,3,5:10.0,,Defensive rebound by M. Conley,67,59
274,3,5:05.0,,Shooting foul by J. Butler (drawn by M. Conley),67,59
275,3,5:05.0,,M. Conley makes free throw 1 of 2,67,60
276,3,5:05.0,R. Rondo enters the game for M. Carter-Williams,,67,60
277,3,5:05.0,D. McDermott enters the game for P. Zipser,,67,60
278,3,5:05.0,,M. Conley makes free throw 2 of 2,67,61
279,3,4:48.0,R. Lopez makes 2-pt layup from 1 ft (assist by J. Butler),,69,61
280,3,4:31.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Gasol),69,64
281,3,4:13.0,D. McDermott misses 2-pt jump shot from 22 ft,,69,64
282,3,4:12.0,,Defensive rebound by J. Ennis,69,64
283,3,4:00.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by Z. Randolph),69,67
284,3,4:00.0,Chicago full timeout,,69,67
285,3,4:00.0,B. Portis enters the game for T. Gibson,,69,67
286,3,3:44.0,J. Butler misses 2-pt jump shot from 21 ft,,69,67
287,3,3:41.0,,Defensive rebound by Z. Randolph,69,67
288,3,3:22.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by Z. Randolph),69,70
289,3,3:12.0,Personal foul by Z. Randolph (drawn by D. McDermott),,69,70
290,3,3:12.0,D. McDermott makes free throw 1 of 2,,70,70
291,3,3:12.0,D. McDermott makes free throw 2 of 2,,71,70
292,3,2:59.0,,V. Carter makes 2-pt jump shot from 6 ft (assist by M. Conley),71,72
293,3,2:46.0,R. Lopez misses 2-pt hook shot from 6 ft,,71,72
294,3,2:44.0,,Defensive rebound by M. Conley,71,72
295,3,2:37.0,,J. Ennis misses 2-pt layup from 1 ft,71,72
296,3,2:35.0,,Offensive rebound by Z. Randolph,71,72
297,3,2:32.0,,Z. Randolph misses 2-pt jump shot from 4 ft,71,72
298,3,2:31.0,Defensive rebound by R. Lopez,,71,72
299,3,2:21.0,R. Rondo makes 2-pt jump shot from 9 ft,,73,72
300,3,2:04.0,,Personal foul by B. Portis (drawn by M. Conley),73,72
301,3,2:04.0,,T. Daniels enters the game for M. Gasol,73,72
302,3,2:04.0,,T. Allen enters the game for M. Conley,73,72
303,3,2:04.0,C. Felício enters the game for R. Lopez,,73,72
304,3,1:52.0,,Z. Randolph misses 2-pt jump shot from 12 ft,73,72
305,3,1:51.0,Defensive rebound by B. Portis,,73,72
306,3,1:37.0,D. McDermott makes 2-pt jump shot from 12 ft,,75,72
307,3,1:22.0,,Personal foul by R. Rondo (drawn by T. Daniels),75,72
308,3,1:22.0,,T. Daniels makes free throw 1 of 2,75,73
309,3,1:22.0,,T. Daniels makes free throw 2 of 2,75,74
310,3,1:02.0,D. McDermott misses 3-pt jump shot from 25 ft,,75,74
311,3,1:02.0,,Defensive rebound by T. Allen,75,74
312,3,0:53.0,,T. Daniels misses 3-pt jump shot from 28 ft,75,74
313,3,0:52.0,Defensive rebound by J. Butler,,75,74
314,3,0:42.0,D. McDermott misses 2-pt jump shot from 19 ft,,75,74
315,3,0:41.0,Offensive rebound by B. Portis,,75,74
316,3,0:40.0,B. Portis makes 2-pt jump shot from 10 ft,,77,74
317,3,0:25.0,,Z. Randolph misses 2-pt hook shot from 5 ft,77,74
318,3,0:23.0,Defensive rebound by D. McDermott,,77,74
319,3,0:23.0,Personal foul by T. Allen (drawn by D. McDermott),,77,74
320,3,0:23.0,D. McDermott makes free throw 1 of 2,,78,74
321,3,0:23.0,D. McDermott misses free throw 2 of 2,,78,74
322,3,0:23.0,,Defensive rebound by J. Ennis,78,74
323,3,0:03.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by T. Daniels),78,77
324,3,0:01.0,J. Butler misses 3-pt jump shot from 50 ft,,78,77
325,3,0:00.0,Offensive rebound by Team,,78,77
326,4,11:43.0,D. McDermott makes 2-pt jump shot from 10 ft,,80,77
327,4,11:24.0,,T. Daniels misses 3-pt jump shot from 25 ft,80,77
328,4,11:23.0,,Offensive rebound by Z. Randolph,80,77
329,4,11:23.0,,Z. Randolph misses 2-pt layup from 1 ft,80,77
330,4,11:21.0,,Offensive rebound by T. Allen,80,77
331,4,11:20.0,,Turnover by T. Allen (lost ball; steal by D. McDermott),80,77
332,4,11:00.0,B. Portis makes 2-pt jump shot from 9 ft,,82,77
333,4,10:37.0,,T. Daniels misses 3-pt jump shot from 26 ft,82,77
334,4,10:37.0,Defensive rebound by C. Felício,,82,77
335,4,10:30.0,C. Felício makes 2-pt layup from 1 ft (assist by R. Rondo),,84,77
336,4,10:24.0,,Memphis full timeout,84,77
337,4,10:24.0,,M. Gasol enters the game for J. Ennis,84,77
338,4,10:24.0,,M. Conley enters the game for T. Daniels,84,77
339,4,10:04.0,,M. Conley misses 3-pt jump shot from 25 ft,84,77
340,4,10:02.0,,Offensive rebound by T. Allen,84,77
341,4,10:01.0,,Turnover by T. Allen (bad pass; steal by C. Felício),84,77
342,4,9:53.0,Turnover by D. McDermott (lost ball; steal by M. Gasol),,84,77
343,4,9:47.0,,M. Conley makes 2-pt layup from 1 ft (assist by T. Allen),84,79
344,4,9:21.0,C. Felício misses 2-pt jump shot from 21 ft,,84,79
345,4,9:20.0,,Defensive rebound by M. Conley,84,79
346,4,9:16.0,,M. Gasol misses 3-pt jump shot from 26 ft,84,79
347,4,9:14.0,,Offensive rebound by Z. Randolph,84,79
348,4,9:14.0,,Z. Randolph makes 2-pt layup from 1 ft,84,81
349,4,9:14.0,Chicago full timeout,,84,81
350,4,9:14.0,R. Lopez enters the game for C. Felício,,84,81
351,4,8:59.0,R. Lopez makes 2-pt jump shot from 22 ft (assist by R. Rondo),,86,81
352,4,8:38.0,,Z. Randolph makes 2-pt jump shot from 15 ft,86,83
353,4,8:12.0,Turnover by D. Valentine (bad pass; steal by T. Allen),,86,83
354,4,8:06.0,,Personal foul by B. Portis (drawn by Z. Randolph),86,83
355,4,8:06.0,J. Butler enters the game for D. Valentine,,86,83
356,4,8:06.0,T. Gibson enters the game for B. Portis,,86,83
357,4,7:54.0,,M. Conley makes 2-pt jump shot from 13 ft,86,85
358,4,7:30.0,M. Carter-Williams enters the game for R. Rondo,,86,85
359,4,7:30.0,Turnover by T. Gibson (lost ball),,86,85
360,4,7:15.0,,Z. Randolph misses 2-pt hook shot from 5 ft,86,85
361,4,7:14.0,Defensive rebound by T. Gibson,,86,85
362,4,6:58.0,T. Gibson misses 2-pt jump shot from 16 ft,,86,85
363,4,6:58.0,,Defensive rebound by M. Gasol,86,85
364,4,6:45.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),86,87
365,4,6:32.0,Shooting foul by T. Allen (drawn by T. Gibson),,86,87
366,4,6:32.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,88,87
367,4,6:32.0,T. Gibson makes free throw 1 of 1,,89,87
368,4,6:20.0,,M. Conley makes 2-pt jump shot from 20 ft,89,89
369,4,6:06.0,J. Butler misses 2-pt jump shot from 7 ft (block by M. Gasol),,89,89
370,4,6:03.0,,Defensive rebound by M. Gasol,89,89
371,4,5:56.0,,T. Allen misses 2-pt jump shot from 6 ft,89,89
372,4,5:55.0,,Offensive rebound by Z. Randolph,89,89
373,4,5:55.0,,Z. Randolph makes 2-pt layup from 1 ft,89,91
374,4,5:42.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by J. Butler),,91,91
375,4,5:42.0,Shooting foul by Z. Randolph (drawn by R. Lopez),,91,91
376,4,5:42.0,R. Lopez makes free throw 1 of 1,,92,91
377,4,5:28.0,,M. Gasol misses 2-pt layup at rim,92,91
378,4,5:27.0,,Offensive rebound by Z. Randolph,92,91
379,4,5:27.0,,Z. Randolph misses 2-pt layup from 1 ft,92,91
380,4,5:24.0,Defensive rebound by R. Lopez,,92,91
381,4,5:13.0,R. Lopez misses 2-pt jump shot from 20 ft,,92,91
382,4,5:13.0,,Defensive rebound by V. Carter,92,91
383,4,5:02.0,,M. Conley makes 2-pt jump shot from 9 ft,92,93
384,4,4:42.0,J. Butler makes 3-pt jump shot from 23 ft (assist by T. Gibson),,95,93
385,4,4:22.0,,M. Conley misses 2-pt jump shot from 19 ft,95,93
386,4,4:22.0,Defensive rebound by M. Carter-Williams,,95,93
