,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
88,1,1:14.0,,D. Cousins makes free throw 1 of 1,26,28
89,1,0:52.0,C. Anthony makes 2-pt jump shot from 10 ft (assist by K. O'Quinn),,28,28
90,1,0:33.0,,A. Tolliver makes 2-pt layup from 2 ft (assist by T. Lawson),28,30
91,1,0:16.0,B. Jennings misses 3-pt jump shot from 23 ft,,28,30
92,1,0:14.0,,Defensive rebound by O. Casspi,28,30
93,1,0:03.0,,Shooting foul by B. Jennings (drawn by T. Lawson),28,30
94,1,0:03.0,,T. Lawson makes free throw 1 of 2,28,31
95,1,0:03.0,,W. Cauley-Stein enters the game for D. Cousins,28,31
96,1,0:03.0,,T. Lawson makes free throw 2 of 2,28,32
97,1,0:00.0,M. Kuzminskas makes 2-pt layup from 3 ft (assist by K. O'Quinn),,30,32
98,2,11:40.0,,T. Lawson misses 2-pt jump shot from 15 ft,30,32
99,2,11:40.0,Defensive rebound by M. Kuzminskas,,30,32
100,2,11:24.0,Personal foul by W. Cauley-Stein (drawn by L. Thomas),,30,32
101,2,11:10.0,M. Kuzminskas makes 3-pt jump shot from 24 ft (assist by S. Vujačić),,33,32
102,2,10:53.0,,A. Tolliver misses 2-pt jump shot from 8 ft (block by K. O'Quinn),33,32
103,2,10:51.0,Defensive rebound by J. Holiday,,33,32
104,2,10:46.0,M. Kuzminskas misses 2-pt jump shot from 5 ft,,33,32
105,2,10:46.0,,Defensive rebound by T. Lawson,33,32
106,2,10:38.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by A. Tolliver),33,35
107,2,10:18.0,L. Thomas misses 2-pt hook shot from 7 ft,,33,35
108,2,10:17.0,,Defensive rebound by T. Lawson,33,35
109,2,10:07.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by G. Temple),33,38
110,2,9:48.0,L. Thomas misses 3-pt jump shot from 24 ft,,33,38
111,2,9:47.0,Offensive rebound by M. Kuzminskas,,33,38
112,2,9:42.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,33,38
113,2,9:41.0,Offensive rebound by K. O'Quinn,,33,38
114,2,9:38.0,K. O'Quinn misses 2-pt layup from 1 ft,,33,38
115,2,9:38.0,,Defensive rebound by Team,33,38
116,2,9:31.0,,O. Casspi misses 2-pt layup from 2 ft (block by M. Kuzminskas),33,38
117,2,9:28.0,Defensive rebound by K. O'Quinn,,33,38
118,2,9:22.0,Offensive foul by M. Kuzminskas (drawn by W. Cauley-Stein),,33,38
119,2,9:22.0,Turnover by M. Kuzminskas (offensive foul),,33,38
120,2,9:08.0,,G. Temple misses 3-pt jump shot from 23 ft,33,38
121,2,9:07.0,Defensive rebound by K. O'Quinn,,33,38
122,2,8:52.0,K. O'Quinn makes 2-pt hook shot from 7 ft,,35,38
123,2,8:39.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft,35,38
124,2,8:37.0,Defensive rebound by K. O'Quinn,,35,38
125,2,8:29.0,J. Holiday makes 2-pt jump shot from 22 ft,,37,38
126,2,8:10.0,,O. Casspi makes 2-pt layup from 4 ft (assist by W. Cauley-Stein),37,40
127,2,8:10.0,,Shooting foul by S. Vujačić (drawn by O. Casspi),37,40
128,2,8:10.0,Official timeout,,37,40
129,2,8:10.0,,O. Casspi makes free throw 1 of 1,37,41
130,2,7:52.0,S. Vujačić makes 2-pt jump shot from 19 ft (assist by J. Holiday),,39,41
131,2,7:37.0,,T. Lawson makes 2-pt layup from 3 ft,39,43
132,2,7:37.0,,Shooting foul by S. Vujačić (drawn by T. Lawson),39,43
133,2,7:37.0,Violation by Team (jump ball),,39,43
134,2,7:37.0,,T. Lawson misses free throw 1 of 1,39,43
135,2,7:37.0,K. Porziņģis enters the game for M. Kuzminskas,,39,43
136,2,7:36.0,Defensive rebound by K. Porziņģis,,39,43
137,2,7:26.0,Turnover by S. Vujačić (lost ball; steal by G. Temple),,39,43
138,2,7:23.0,,G. Temple makes 2-pt layup from 1 ft,39,45
139,2,7:10.0,,Offensive charge foul by S. Vujačić (drawn by A. Tolliver),39,45
140,2,7:10.0,Turnover by S. Vujačić (offensive foul),,39,45
141,2,7:10.0,B. Jennings enters the game for S. Vujačić,,39,45
142,2,7:05.0,,O. Casspi makes 3-pt jump shot from 27 ft (assist by T. Lawson),39,48
143,2,7:03.0,New York full timeout,,39,48
144,2,6:39.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,39,48
145,2,6:38.0,,Defensive rebound by A. Tolliver,39,48
146,2,6:13.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,39,48
147,2,6:12.0,Defensive rebound by K. O'Quinn,,39,48
148,2,6:07.0,Personal foul by W. Cauley-Stein (drawn by B. Jennings),,39,48
149,2,6:07.0,C. Anthony enters the game for K. O'Quinn,,39,48
150,2,6:07.0,J. Noah enters the game for L. Thomas,,39,48
151,2,6:07.0,,R. Gay enters the game for O. Casspi,39,48
152,2,5:59.0,J. Holiday misses 3-pt jump shot from 23 ft,,39,48
153,2,5:58.0,Offensive rebound by J. Noah,,39,48
154,2,5:56.0,J. Holiday makes 2-pt dunk at rim (assist by J. Noah),,41,48
155,2,5:37.0,,R. Gay misses 2-pt jump shot from 18 ft,41,48
156,2,5:36.0,Defensive rebound by J. Noah,,41,48
157,2,5:26.0,Turnover by B. Jennings (lost ball; steal by G. Temple),,41,48
158,2,5:23.0,,R. Gay makes 2-pt dunk at rim (assist by T. Lawson),41,50
159,2,5:05.0,J. Holiday misses 2-pt jump shot from 21 ft,,41,50
160,2,5:04.0,,Defensive rebound by R. Gay,41,50
161,2,4:56.0,,T. Lawson misses 3-pt jump shot from 25 ft,41,50
162,2,4:55.0,Defensive rebound by J. Noah,,41,50
163,2,4:40.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,41,50
164,2,4:40.0,,Defensive rebound by T. Lawson,41,50
165,2,4:31.0,,Sacramento full timeout,41,50
166,2,4:31.0,C. Lee enters the game for J. Holiday,,41,50
167,2,4:31.0,,D. Collison enters the game for T. Lawson,41,50
168,2,4:31.0,,D. Cousins enters the game for W. Cauley-Stein,41,50
169,2,4:24.0,,A. Tolliver misses 3-pt jump shot from 24 ft,41,50
170,2,4:23.0,,Offensive rebound by D. Cousins,41,50
171,2,4:09.0,,G. Temple misses 2-pt jump shot from 18 ft,41,50
172,2,4:08.0,Defensive rebound by C. Anthony,,41,50
173,2,3:43.0,C. Anthony misses 3-pt jump shot from 25 ft,,41,50
174,2,3:43.0,Offensive rebound by Team,,41,50
175,2,3:43.0,Turnover by Team (shot clock),,41,50
176,2,3:30.0,,D. Cousins misses 2-pt jump shot from 19 ft,41,50
177,2,3:29.0,Defensive rebound by B. Jennings,,41,50
178,2,3:19.0,C. Anthony misses 2-pt jump shot from 17 ft,,41,50
179,2,3:18.0,,Defensive rebound by A. Tolliver,41,50
180,2,3:06.0,,R. Gay misses 2-pt jump shot from 22 ft,41,50
181,2,3:05.0,Defensive rebound by C. Anthony,,41,50
182,2,2:57.0,C. Lee makes 3-pt jump shot from 24 ft (assist by C. Anthony),,44,50
183,2,2:42.0,,D. Cousins misses 2-pt layup from 3 ft (block by C. Anthony),44,50
184,2,2:40.0,Defensive rebound by B. Jennings,,44,50
185,2,2:35.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by C. Lee),,47,50
186,2,2:13.0,,D. Collison misses 2-pt jump shot from 18 ft,47,50
187,2,2:13.0,,Offensive rebound by Team,47,50
188,2,2:13.0,Loose ball foul by K. Porziņģis (drawn by D. Cousins),,47,50
189,2,2:13.0,,B. McLemore enters the game for A. Tolliver,47,50
190,2,2:13.0,,K. Koufos enters the game for G. Temple,47,50
191,2,2:11.0,,Personal foul by J. Noah (drawn by D. Cousins),47,50
192,2,2:04.0,,Turnover by D. Cousins (lost ball; steal by C. Anthony),47,50
193,2,2:01.0,Turnover by C. Anthony (lost ball; steal by D. Collison),,47,50
194,2,2:00.0,,Personal foul by C. Lee (drawn by D. Cousins),47,50
195,2,2:00.0,,D. Cousins makes free throw 1 of 2,47,51
196,2,2:00.0,,D. Cousins misses free throw 2 of 2,47,51
197,2,1:58.0,Defensive rebound by J. Noah,,47,51
198,2,1:47.0,C. Anthony misses 3-pt jump shot from 25 ft,,47,51
199,2,1:46.0,,Defensive rebound by K. Koufos,47,51
200,2,1:39.0,,D. Collison misses 2-pt jump shot from 18 ft,47,51
201,2,1:38.0,Defensive rebound by K. Porziņģis,,47,51
202,2,1:30.0,Shooting foul by K. Koufos (drawn by K. Porziņģis),,47,51
203,2,1:30.0,K. Porziņģis makes free throw 1 of 2,,48,51
204,2,1:30.0,K. Porziņģis makes free throw 2 of 2,,49,51
205,2,1:10.0,,B. McLemore misses 2-pt layup from 3 ft,49,51
206,2,1:09.0,Defensive rebound by K. Porziņģis,,49,51
207,2,1:00.0,C. Anthony makes 2-pt jump shot from 18 ft,,51,51
208,2,0:46.0,,Sacramento full timeout,51,51
209,2,0:41.0,,Turnover by K. Koufos (bad pass),51,51
210,2,0:31.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,51,51
211,2,0:30.0,,Defensive rebound by B. McLemore,51,51
212,2,0:15.0,,A. Tolliver enters the game for K. Koufos,51,51
213,2,0:15.0,L. Thomas enters the game for K. Porziņģis,,51,51
214,2,0:09.0,,D. Cousins makes 2-pt jump shot from 18 ft,51,53
215,2,0:01.0,Shooting foul by R. Gay (drawn by C. Anthony),,51,53
216,2,0:01.0,C. Anthony makes free throw 1 of 3,,52,53
217,2,0:01.0,C. Anthony makes free throw 2 of 3,,53,53
218,2,0:01.0,C. Anthony makes free throw 3 of 3,,54,53
219,3,11:41.0,,R. Gay misses 2-pt hook shot from 9 ft,54,53
220,3,11:40.0,Defensive rebound by Team,,54,53
221,3,11:23.0,Turnover by K. Porziņģis (bad pass; steal by D. Collison),,54,53
222,3,11:20.0,,B. McLemore misses 2-pt layup from 4 ft,54,53
223,3,11:16.0,Defensive rebound by B. Jennings,,54,53
224,3,11:05.0,C. Anthony misses 3-pt jump shot from 23 ft,,54,53
225,3,11:04.0,,Defensive rebound by D. Cousins,54,53
226,3,10:39.0,,D. Collison misses 3-pt jump shot from 27 ft,54,53
227,3,10:38.0,Defensive rebound by J. Noah,,54,53
228,3,10:27.0,Shooting foul by R. Gay (drawn by C. Anthony),,54,53
229,3,10:27.0,C. Anthony makes free throw 1 of 2,,55,53
230,3,10:27.0,C. Anthony makes free throw 2 of 2,,56,53
231,3,10:02.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),56,56
232,3,9:50.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,56,56
233,3,9:50.0,,Defensive rebound by D. Collison,56,56
234,3,9:46.0,,Offensive foul by D. Cousins (drawn by K. Porziņģis),56,56
235,3,9:46.0,,Turnover by D. Cousins (offensive foul),56,56
236,3,9:32.0,C. Anthony misses 2-pt jump shot from 20 ft,,56,56
237,3,9:31.0,,Defensive rebound by D. Collison,56,56
238,3,9:18.0,,D. Collison misses 2-pt jump shot from 19 ft,56,56
239,3,9:18.0,Defensive rebound by Team,,56,56
240,3,9:18.0,,Loose ball foul by D. Cousins (drawn by J. Noah),56,56
241,3,9:03.0,C. Lee makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,59,56
242,3,8:43.0,,Shooting foul by J. Noah (drawn by D. Cousins),59,56
243,3,8:43.0,,D. Cousins makes free throw 1 of 2,59,57
244,3,8:43.0,,D. Cousins makes free throw 2 of 2,59,58
245,3,8:20.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by C. Anthony),,61,58
246,3,8:10.0,,Shooting foul by C. Anthony (drawn by R. Gay),61,58
247,3,8:10.0,,R. Gay makes free throw 1 of 2,61,59
248,3,8:10.0,,A. Tolliver enters the game for K. Koufos,61,59
249,3,8:10.0,,R. Gay makes free throw 2 of 2,61,60
250,3,7:51.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,61,60
251,3,7:50.0,,Defensive rebound by D. Cousins,61,60
252,3,7:43.0,,A. Tolliver misses 3-pt jump shot from 26 ft,61,60
253,3,7:42.0,Defensive rebound by C. Lee,,61,60
254,3,7:40.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Anthony),,63,60
255,3,7:09.0,,D. Cousins misses 2-pt hook shot from 7 ft,63,60
256,3,7:08.0,,Offensive rebound by A. Tolliver,63,60
257,3,7:08.0,,A. Tolliver makes 2-pt layup from 1 ft,63,62
258,3,6:56.0,J. Noah misses 2-pt layup from 4 ft,,63,62
259,3,6:54.0,,Defensive rebound by D. Cousins,63,62
260,3,6:47.0,,D. Cousins misses 2-pt layup from 3 ft,63,62
261,3,6:47.0,Defensive rebound by Team,,63,62
262,3,6:47.0,,Technical foul by D. Cousins,63,62
263,3,6:47.0,C. Anthony makes technical free throw,,64,62
264,3,6:25.0,C. Lee makes 2-pt jump shot from 11 ft,,66,62
265,3,6:25.0,Shooting foul by B. McLemore (drawn by C. Lee),,66,62
266,3,6:25.0,C. Lee misses free throw 1 of 1,,66,62
267,3,6:25.0,,Defensive rebound by Team,66,62
268,3,6:25.0,Loose ball foul by K. Porziņģis (drawn by A. Tolliver),,66,62
269,3,6:09.0,,R. Gay misses 2-pt jump shot from 19 ft,66,62
270,3,6:08.0,Defensive rebound by B. Jennings,,66,62
271,3,5:58.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by B. Jennings),,69,62
272,3,5:39.0,,A. Tolliver misses 3-pt jump shot from 23 ft,69,62
273,3,5:39.0,Defensive rebound by C. Lee,,69,62
274,3,5:24.0,Turnover by B. Jennings (bad pass; steal by D. Cousins),,69,62
275,3,5:22.0,,D. Collison makes 2-pt layup from 2 ft,69,64
276,3,5:07.0,Turnover by B. Jennings (bad pass; steal by B. McLemore),,69,64
277,3,5:04.0,,B. McLemore makes 2-pt dunk at rim,69,66
278,3,5:03.0,New York full timeout,,69,66
279,3,5:03.0,L. Thomas enters the game for K. Porziņģis,,69,66
280,3,5:03.0,K. O'Quinn enters the game for J. Noah,,69,66
281,3,4:52.0,B. Jennings makes 2-pt layup from 3 ft (assist by K. O'Quinn),,71,66
282,3,4:30.0,,R. Gay makes 2-pt layup from 4 ft (assist by D. Cousins),71,68
283,3,4:17.0,,Offensive charge foul by L. Thomas (drawn by D. Cousins),71,68
284,3,4:17.0,Turnover by L. Thomas (offensive foul),,71,68
285,3,4:04.0,,D. Cousins misses 3-pt jump shot from 24 ft,71,68
286,3,4:02.0,Defensive rebound by C. Anthony,,71,68
287,3,3:50.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by C. Anthony),,73,68
288,3,3:35.0,,D. Collison misses 2-pt layup from 3 ft,73,68
289,3,3:34.0,,Offensive rebound by D. Cousins,73,68
290,3,3:34.0,,D. Cousins makes 2-pt layup from 2 ft,73,70
291,3,3:19.0,K. O'Quinn misses 2-pt jump shot from 21 ft,,73,70
292,3,3:19.0,,Defensive rebound by D. Collison,73,70
293,3,3:13.0,,Shooting foul by K. O'Quinn (drawn by D. Cousins),73,70
294,3,3:13.0,,D. Cousins misses free throw 1 of 2,73,70
295,3,3:13.0,,Offensive rebound by Team,73,70
296,3,3:13.0,,G. Temple enters the game for B. McLemore,73,70
297,3,3:13.0,,D. Cousins makes free throw 2 of 2,73,71
298,3,2:53.0,Turnover by C. Anthony (lost ball; steal by G. Temple),,73,71
299,3,2:42.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),73,73
300,3,2:25.0,Turnover by K. O'Quinn (bad pass),,73,73
301,3,2:25.0,,Sacramento full timeout,73,73
302,3,2:25.0,S. Vujačić enters the game for B. Jennings,,73,73
303,3,2:13.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),73,75
304,3,2:13.0,,Shooting foul by K. O'Quinn (drawn by D. Cousins),73,75
305,3,2:13.0,,D. Cousins makes free throw 1 of 1,73,76
306,3,1:48.0,C. Anthony misses 2-pt jump shot from 16 ft,,73,76
307,3,1:46.0,Offensive rebound by K. O'Quinn,,73,76
308,3,1:46.0,K. O'Quinn makes 2-pt layup from 1 ft,,75,76
309,3,1:24.0,,G. Temple misses 3-pt jump shot from 25 ft,75,76
310,3,1:23.0,,Offensive rebound by D. Cousins,75,76
311,3,1:13.0,,Shooting foul by S. Vujačić (drawn by R. Gay),75,76
312,3,1:13.0,,R. Gay makes free throw 1 of 2,75,77
313,3,1:13.0,,R. Gay misses free throw 2 of 2,75,77
314,3,1:13.0,,T. Lawson enters the game for D. Collison,75,77
315,3,1:13.0,K. Porziņģis enters the game for C. Anthony,,75,77
316,3,1:12.0,Defensive rebound by K. O'Quinn,,75,77
317,3,1:02.0,Personal foul by A. Tolliver (drawn by K. Porziņģis),,75,77
318,3,1:02.0,,W. Cauley-Stein enters the game for A. Tolliver,75,77
319,3,0:51.0,C. Lee misses 2-pt jump shot from 7 ft,,75,77
320,3,0:50.0,Offensive rebound by L. Thomas,,75,77
321,3,0:50.0,L. Thomas misses 2-pt layup from 1 ft,,75,77
322,3,0:49.0,,Defensive rebound by D. Cousins,75,77
323,3,0:37.0,,R. Gay misses 3-pt jump shot from 26 ft,75,77
324,3,0:36.0,Defensive rebound by K. O'Quinn,,75,77
325,3,0:28.0,Turnover by S. Vujačić (lost ball),,75,77
326,3,0:28.0,,A. Tolliver enters the game for W. Cauley-Stein,75,77
327,3,0:09.0,,D. Cousins misses 2-pt layup from 3 ft (block by K. O'Quinn),75,77
328,3,0:07.0,Defensive rebound by L. Thomas,,75,77
329,3,0:02.0,L. Thomas makes 3-pt jump shot from 25 ft,,78,77
330,4,11:40.0,K. Porziņģis misses 2-pt jump shot from 7 ft,,78,77
331,4,11:40.0,,Defensive rebound by Team,78,77
332,4,11:24.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Lawson),78,80
333,4,11:11.0,Personal foul by T. Lawson (drawn by S. Vujačić),,78,80
334,4,11:11.0,J. Holiday enters the game for C. Lee,,78,80
335,4,10:56.0,J. Holiday misses 2-pt jump shot from 18 ft,,78,80
336,4,10:53.0,Offensive rebound by K. Porziņģis,,78,80
337,4,10:53.0,K. Porziņģis misses 2-pt layup from 1 ft,,78,80
338,4,10:52.0,,Defensive rebound by A. Tolliver,78,80
339,4,10:43.0,,A. Tolliver misses 3-pt jump shot from 25 ft,78,80
340,4,10:42.0,Defensive rebound by J. Holiday,,78,80
341,4,10:35.0,K. Porziņģis makes 2-pt dunk at rim (assist by K. O'Quinn),,80,80
342,4,10:18.0,,T. Lawson misses 3-pt jump shot from 25 ft,80,80
343,4,10:18.0,,Offensive rebound by W. Cauley-Stein,80,80
344,4,10:03.0,Offensive charge foul by A. Tolliver (drawn by L. Thomas),,80,80
345,4,10:03.0,,Turnover by A. Tolliver (offensive foul),80,80
346,4,10:03.0,B. Jennings enters the game for S. Vujačić,,80,80
347,4,9:39.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,83,80
348,4,9:27.0,,Shooting foul by L. Thomas (drawn by O. Casspi),83,80
349,4,9:27.0,,O. Casspi makes free throw 1 of 2,83,81
350,4,9:27.0,,O. Casspi makes free throw 2 of 2,83,82
351,4,9:05.0,K. Porziņģis makes 2-pt jump shot from 22 ft,,85,82
352,4,8:54.0,,G. Temple misses 3-pt jump shot from 25 ft,85,82
353,4,8:53.0,Defensive rebound by L. Thomas,,85,82
354,4,8:42.0,K. O'Quinn misses 2-pt jump shot from 4 ft,,85,82
355,4,8:40.0,,Defensive rebound by A. Tolliver,85,82
356,4,8:36.0,,O. Casspi makes 2-pt layup from 2 ft (assist by T. Lawson),85,84
357,4,8:22.0,B. Jennings misses 2-pt layup from 4 ft,,85,84
358,4,8:20.0,Offensive rebound by K. O'Quinn,,85,84
359,4,8:19.0,K. O'Quinn makes 2-pt layup from 2 ft,,87,84
360,4,8:09.0,,T. Lawson misses 2-pt jump shot from 17 ft,87,84
361,4,8:07.0,Defensive rebound by K. Porziņģis,,87,84
362,4,7:59.0,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),,89,84
363,4,7:58.0,,Sacramento full timeout,89,84
364,4,7:58.0,,D. Cousins enters the game for W. Cauley-Stein,89,84
365,4,7:50.0,,Personal foul by K. O'Quinn (drawn by D. Cousins),89,84
366,4,7:37.0,,Shooting foul by K. Porziņģis (drawn by D. Cousins),89,84
367,4,7:37.0,,D. Cousins makes free throw 1 of 2,89,85
368,4,7:37.0,,D. Cousins makes free throw 2 of 2,89,86
369,4,7:22.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,89,86
370,4,7:22.0,,Defensive rebound by D. Cousins,89,86
371,4,7:07.0,,D. Cousins misses 3-pt jump shot from 25 ft,89,86
372,4,7:07.0,Defensive rebound by K. Porziņģis,,89,86
373,4,6:59.0,Shooting foul by A. Tolliver (drawn by B. Jennings),,89,86
374,4,6:59.0,B. Jennings misses free throw 1 of 2,,89,86
375,4,6:59.0,Offensive rebound by Team,,89,86
376,4,6:59.0,C. Anthony enters the game for K. Porziņģis,,89,86
377,4,6:59.0,J. Noah enters the game for K. O'Quinn,,89,86
