,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
0,1,11:45.0,Turnover by E. Bledsoe (bad pass; steal by G. Hayward),,0,0
1,1,11:21.0,,R. Gobert misses 2-pt jump shot from 3 ft,0,0
2,1,11:21.0,,Offensive rebound by R. Gobert,0,0
3,1,11:13.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Exum),0,2
4,1,11:13.0,,Shooting foul by T. Chandler (drawn by R. Gobert),0,2
5,1,11:13.0,,R. Gobert makes free throw 1 of 1,0,3
6,1,10:56.0,M. Chriss misses 2-pt jump shot from 3 ft (block by R. Gobert),,0,3
7,1,10:55.0,Offensive rebound by M. Chriss,,0,3
8,1,10:52.0,M. Chriss misses 2-pt layup from 2 ft (block by R. Gobert),,0,3
9,1,10:51.0,,Defensive rebound by D. Exum,0,3
10,1,10:44.0,,Shooting foul by T. Chandler (drawn by R. Gobert),0,3
11,1,10:44.0,,R. Gobert misses free throw 1 of 2,0,3
12,1,10:44.0,,Offensive rebound by Team,0,3
13,1,10:44.0,,R. Gobert makes free throw 2 of 2,0,4
14,1,10:34.0,Turnover by P. Tucker (traveling),,0,4
15,1,10:18.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by B. Diaw),0,7
16,1,9:57.0,M. Chriss misses 3-pt jump shot from 22 ft,,0,7
17,1,9:55.0,Offensive rebound by T. Chandler,,0,7
18,1,9:55.0,T. Chandler makes 2-pt dunk at rim,,2,7
19,1,9:25.0,,R. Hood misses 2-pt jump shot from 22 ft,2,7
20,1,9:24.0,Defensive rebound by E. Bledsoe,,2,7
21,1,9:17.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,2,7
22,1,9:16.0,,Defensive rebound by G. Hayward,2,7
23,1,9:05.0,,Personal foul by M. Chriss (drawn by B. Diaw),2,7
24,1,8:52.0,,R. Hood misses 2-pt jump shot from 9 ft,2,7
25,1,8:52.0,Defensive rebound by M. Chriss,,2,7
26,1,8:43.0,M. Chriss makes 2-pt jump shot from 13 ft,,4,7
27,1,8:22.0,,Shooting foul by D. Booker (drawn by B. Diaw),4,7
28,1,8:22.0,,B. Diaw makes free throw 1 of 2,4,8
29,1,8:22.0,,B. Diaw makes free throw 2 of 2,4,9
30,1,8:06.0,E. Bledsoe misses 2-pt layup from 2 ft,,4,9
31,1,8:05.0,Offensive rebound by T. Chandler,,4,9
32,1,8:05.0,T. Chandler misses 2-pt layup from 2 ft,,4,9
33,1,8:02.0,,Defensive rebound by D. Exum,4,9
34,1,7:57.0,,D. Exum misses 2-pt layup from 1 ft,4,9
35,1,7:56.0,Defensive rebound by D. Booker,,4,9
36,1,7:52.0,Turnover by D. Booker (bad pass),,4,9
37,1,7:31.0,,B. Diaw misses 3-pt jump shot from 25 ft,4,9
38,1,7:30.0,Defensive rebound by E. Bledsoe,,4,9
39,1,7:19.0,Turnover by E. Bledsoe (discontinued dribble),,4,9
40,1,7:09.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by R. Hood),4,12
41,1,7:02.0,Shooting block foul by D. Exum (drawn by E. Bledsoe),,4,12
42,1,7:02.0,E. Bledsoe makes free throw 1 of 2,,5,12
43,1,7:02.0,A. Len enters the game for M. Chriss,,5,12
44,1,7:02.0,E. Bledsoe makes free throw 2 of 2,,6,12
45,1,6:52.0,,G. Hayward makes 2-pt jump shot from 7 ft (assist by B. Diaw),6,14
46,1,6:38.0,A. Len misses 2-pt jump shot from 3 ft (block by D. Exum),,6,14
47,1,6:37.0,,Defensive rebound by D. Exum,6,14
