,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
393,4,6:44.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by E. Turner),71,92
394,4,6:23.0,J. Jones misses 3-pt jump shot from 24 ft,,71,92
395,4,6:21.0,,Defensive rebound by E. Turner,71,92
396,4,6:02.0,,D. Lillard misses 2-pt layup from 2 ft,71,92
397,4,6:00.0,Defensive rebound by J. Jones,,71,92
398,4,5:51.0,I. Shumpert makes 2-pt jump shot from 23 ft,,73,92
399,4,5:51.0,,Portland full timeout,73,92
400,4,5:30.0,,Shooting foul by K. Felder (drawn by D. Lillard),73,92
401,4,5:30.0,,D. Lillard makes free throw 1 of 2,73,93
402,4,5:30.0,,C. McCollum enters the game for E. Turner,73,93
403,4,5:30.0,,D. Lillard makes free throw 2 of 2,73,94
404,4,5:18.0,K. Felder misses 3-pt jump shot from 23 ft,,73,94
405,4,5:17.0,,Defensive rebound by C. McCollum,73,94
406,4,5:01.0,,C. McCollum misses 2-pt layup from 2 ft,73,94
407,4,5:01.0,Defensive rebound by Team,,73,94
408,4,4:52.0,K. Korver makes 2-pt jump shot from 21 ft (assist by K. Felder),,75,94
409,4,4:25.0,,D. Lillard makes 2-pt jump shot from 20 ft (assist by A. Crabbe),75,96
410,4,4:13.0,K. Korver misses 3-pt jump shot from 26 ft,,75,96
411,4,4:12.0,,Defensive rebound by A. Aminu,75,96
412,4,3:52.0,,C. McCollum makes 3-pt jump shot from 25 ft,75,99
413,4,3:41.0,Shooting foul by D. Lillard (drawn by K. Felder),,75,99
414,4,3:41.0,K. Felder makes free throw 1 of 2,,76,99
415,4,3:41.0,K. Felder misses free throw 2 of 2,,76,99
416,4,3:41.0,,N. Vonleh enters the game for M. Harkless,76,99
417,4,3:41.0,,S. Napier enters the game for A. Aminu,76,99
418,4,3:41.0,,J. Layman enters the game for C. McCollum,76,99
419,4,3:41.0,,P. Connaughton enters the game for D. Lillard,76,99
420,4,3:40.0,,Defensive rebound by N. Vonleh,76,99
421,4,3:17.0,,S. Napier misses 2-pt jump shot from 21 ft,76,99
422,4,3:17.0,,Offensive rebound by Team,76,99
423,4,3:17.0,,Turnover by Team (shot clock),76,99
424,4,3:05.0,J. Jones makes 3-pt jump shot from 24 ft (assist by K. Korver),,79,99
425,4,2:46.0,,Shooting foul by K. Felder (drawn by J. Layman),79,99
426,4,2:46.0,Official timeout,,79,99
427,4,2:46.0,,J. Layman makes free throw 1 of 2,79,100
428,4,2:46.0,,J. Layman misses free throw 2 of 2,79,100
429,4,2:45.0,Defensive rebound by K. Felder,,79,100
430,4,2:30.0,J. McRae makes 2-pt jump shot from 9 ft,,81,100
431,4,2:06.0,,N. Vonleh misses 2-pt layup from 1 ft,81,100
432,4,2:05.0,Defensive rebound by J. Jones,,81,100
433,4,1:58.0,Turnover by J. McRae (lost ball; steal by P. Connaughton),,81,100
434,4,1:54.0,,A. Crabbe misses 3-pt jump shot from 24 ft,81,100
435,4,1:53.0,Defensive rebound by J. McRae,,81,100
436,4,1:46.0,K. Felder misses 2-pt jump shot from 6 ft,,81,100
437,4,1:45.0,,Defensive rebound by N. Vonleh,81,100
438,4,1:26.0,,P. Connaughton misses 2-pt jump shot from 9 ft,81,100
439,4,1:24.0,Defensive rebound by K. Felder,,81,100
440,4,1:15.0,J. McRae makes 3-pt jump shot from 24 ft (assist by K. Felder),,84,100
441,4,0:55.0,,S. Napier misses 3-pt jump shot from 27 ft,84,100
442,4,0:54.0,,Offensive rebound by N. Vonleh,84,100
443,4,0:54.0,,Shooting foul by K. Korver (drawn by N. Vonleh),84,100
444,4,0:54.0,,N. Vonleh makes free throw 1 of 2,84,101
445,4,0:54.0,,N. Vonleh makes free throw 2 of 2,84,102
446,4,0:45.0,K. Felder misses 2-pt layup from 2 ft (block by N. Vonleh),,84,102
447,4,0:45.0,Offensive rebound by Team,,84,102
448,4,0:42.0,Shooting foul by N. Vonleh (drawn by J. Jones),,84,102
449,4,0:42.0,J. Jones makes free throw 1 of 2,,85,102
450,4,0:42.0,J. Jones makes free throw 2 of 2,,86,102
451,4,0:25.0,,J. Layman misses 3-pt jump shot from 26 ft,86,102
452,4,0:23.0,,Offensive rebound by P. Connaughton,86,102
453,4,0:01.0,,Turnover by Team (shot clock),86,102
