,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BOSTON_ACTION,WASHINGTON_SCORE,BOSTON_SCORE
128,2,8:43.0,,J. Mickey makes 2-pt layup from 2 ft (assist by M. Smart),43,42
129,2,8:43.0,,Shooting foul by S. Mac (drawn by J. Mickey),43,42
130,2,8:43.0,,J. Mickey makes free throw 1 of 1,43,43
131,2,8:32.0,Shooting foul by J. Jerebko (drawn by M. Morris),,43,43
132,2,8:32.0,M. Morris makes free throw 1 of 2,,44,43
133,2,8:32.0,M. Morris misses free throw 2 of 2,,44,43
134,2,8:32.0,,Defensive rebound by J. Mickey,44,43
135,2,8:19.0,,Shooting foul by S. Mac (drawn by I. Thomas),44,43
136,2,8:19.0,,I. Thomas misses free throw 1 of 2,44,43
137,2,8:19.0,,Offensive rebound by Team,44,43
138,2,8:19.0,,I. Thomas makes free throw 2 of 2,44,44
139,2,8:07.0,K. Oubre misses 2-pt jump shot from 17 ft,,44,44
140,2,8:06.0,,Defensive rebound by J. Jerebko,44,44
141,2,7:48.0,,M. Smart misses 2-pt jump shot from 7 ft,44,44
142,2,7:47.0,Defensive rebound by K. Oubre,,44,44
143,2,7:38.0,,A. Horford enters the game for J. Jerebko,44,44
144,2,7:38.0,O. Porter enters the game for J. Smith,,44,44
145,2,7:28.0,M. Morris misses 2-pt layup from 2 ft (block by J. Mickey),,44,44
146,2,7:27.0,,Defensive rebound by I. Thomas,44,44
147,2,7:21.0,,I. Thomas makes 2-pt layup from 2 ft,44,46
148,2,7:15.0,Washington full timeout,,44,46
149,2,7:15.0,B. Beal enters the game for S. Mac,,44,46
150,2,7:15.0,J. Wall enters the game for T. Burke,,44,46
151,2,7:06.0,M. Morris misses 3-pt jump shot from 24 ft,,44,46
152,2,7:05.0,,Defensive rebound by T. Rozier,44,46
153,2,6:47.0,,M. Smart misses 3-pt jump shot from 23 ft,44,46
154,2,6:46.0,Defensive rebound by O. Porter,,44,46
155,2,6:34.0,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),,46,46
156,2,6:20.0,,M. Smart misses 3-pt jump shot from 29 ft,46,46
157,2,6:19.0,,Offensive rebound by J. Mickey,46,46
158,2,6:17.0,,Personal foul by B. Beal (drawn by J. Mickey),46,46
159,2,6:17.0,,J. Mickey misses free throw 1 of 2,46,46
160,2,6:17.0,,Offensive rebound by Team,46,46
161,2,6:17.0,,J. Crowder enters the game for T. Rozier,46,46
162,2,6:17.0,,J. Mickey makes free throw 2 of 2,46,47
163,2,5:54.0,J. Wall makes 2-pt jump shot from 16 ft,,48,47
164,2,5:42.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Wall),48,47
165,2,5:42.0,,Offensive rebound by Team,48,47
166,2,5:42.0,M. Gortat enters the game for K. Oubre,,48,47
167,2,5:42.0,,K. Olynyk enters the game for J. Mickey,48,47
168,2,5:39.0,,I. Thomas misses 3-pt jump shot from 24 ft,48,47
169,2,5:38.0,Defensive rebound by M. Morris,,48,47
170,2,5:35.0,Turnover by M. Morris (bad pass; steal by A. Horford),,48,47
171,2,5:30.0,,J. Crowder misses 3-pt jump shot from 25 ft,48,47
172,2,5:29.0,Defensive rebound by J. Wall,,48,47
173,2,5:22.0,B. Beal misses 2-pt layup from 1 ft (block by A. Horford),,48,47
174,2,5:21.0,,Defensive rebound by A. Horford,48,47
175,2,5:14.0,,Turnover by I. Thomas (discontinued dribble),48,47
176,2,5:03.0,Personal foul by I. Thomas (drawn by J. Wall),,48,47
177,2,5:03.0,,Technical foul by I. Thomas,48,47
178,2,5:03.0,J. Wall makes technical free throw,,49,47
179,2,4:49.0,O. Porter makes 2-pt jump shot from 16 ft (assist by B. Beal),,51,47
180,2,4:27.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by M. Smart),51,50
181,2,4:16.0,M. Gortat misses 2-pt layup from 2 ft (block by K. Olynyk),,51,50
182,2,4:16.0,,Defensive rebound by Team,51,50
183,2,4:02.0,,A. Horford misses 3-pt jump shot from 24 ft,51,50
184,2,4:01.0,Defensive rebound by J. Wall,,51,50
185,2,3:51.0,M. Gortat makes 2-pt layup from 2 ft (assist by M. Morris),,53,50
186,2,3:27.0,,I. Thomas misses 2-pt layup from 2 ft,53,50
187,2,3:26.0,Defensive rebound by M. Gortat,,53,50
188,2,3:17.0,Def 3 sec tech foul by K. Olynyk,,53,50
189,2,3:17.0,J. Wall misses technical free throw,,53,50
190,2,3:17.0,Offensive rebound by Team,,53,50
191,2,3:05.0,B. Beal makes 2-pt layup from 1 ft,,55,50
192,2,2:59.0,,Boston full timeout,55,50
193,2,2:59.0,,J. Jerebko enters the game for K. Olynyk,55,50
194,2,2:45.0,,J. Crowder misses 2-pt jump shot from 17 ft,55,50
195,2,2:44.0,,Offensive rebound by Team,55,50
196,2,2:34.0,,M. Smart makes 2-pt layup from 1 ft,55,52
197,2,2:34.0,,Shooting foul by B. Beal (drawn by M. Smart),55,52
198,2,2:34.0,,M. Smart makes free throw 1 of 1,55,53
199,2,2:15.0,O. Porter makes 2-pt jump shot from 12 ft (assist by B. Beal),,57,53
200,2,1:56.0,,I. Thomas misses 2-pt layup from 2 ft,57,53
201,2,1:55.0,Defensive rebound by M. Gortat,,57,53
202,2,1:50.0,B. Beal misses 3-pt jump shot from 26 ft,,57,53
203,2,1:49.0,,Defensive rebound by Team,57,53
204,2,1:22.0,,J. Crowder misses 3-pt jump shot from 26 ft,57,53
205,2,1:21.0,Defensive rebound by O. Porter,,57,53
206,2,1:05.0,J. Wall makes 2-pt jump shot from 20 ft,,59,53
207,2,0:41.0,,I. Thomas misses 2-pt layup from 1 ft,59,53
208,2,0:41.0,Defensive rebound by O. Porter,,59,53
209,2,0:32.0,J. Wall misses 3-pt jump shot from 24 ft,,59,53
210,2,0:31.0,Offensive rebound by J. Wall,,59,53
211,2,0:29.0,J. Wall misses 2-pt jump shot from 14 ft,,59,53
212,2,0:28.0,,Defensive rebound by J. Crowder,59,53
213,2,0:26.0,,I. Thomas misses 2-pt layup from 1 ft (block by B. Beal),59,53
214,2,0:25.0,,Offensive rebound by A. Horford,59,53
215,2,0:25.0,,A. Horford makes 2-pt layup from 1 ft,59,55
216,2,0:02.0,B. Beal misses 2-pt layup from 3 ft (block by A. Horford),,59,55
217,2,0:01.0,,Defensive rebound by M. Smart,59,55
218,2,0:01.0,,Boston full timeout,59,55
219,2,0:00.0,,M. Smart misses 2-pt jump shot from 13 ft,59,55
220,2,0:00.0,,Offensive rebound by Team,59,55
221,3,11:42.0,M. Morris makes 2-pt jump shot from 19 ft (assist by M. Gortat),,61,55
222,3,11:26.0,,M. Smart makes 2-pt jump shot from 7 ft,61,57
223,3,11:10.0,B. Beal makes 2-pt jump shot from 4 ft,,63,57
224,3,10:55.0,,I. Thomas makes 2-pt layup from 1 ft,63,59
225,3,10:54.0,Turnover by M. Gortat (bad pass; steal by J. Crowder),,63,59
226,3,10:53.0,,J. Crowder makes 2-pt layup from 1 ft,63,61
227,3,10:15.0,B. Beal makes 2-pt jump shot from 6 ft (assist by M. Morris),,65,61
228,3,10:01.0,,I. Thomas makes 2-pt jump shot from 11 ft,65,63
229,3,9:37.0,B. Beal makes 3-pt jump shot from 26 ft,,68,63
230,3,9:17.0,,Turnover by M. Smart (lost ball; steal by J. Wall),68,63
231,3,9:10.0,B. Beal misses 2-pt jump shot from 3 ft,,68,63
232,3,9:08.0,,Defensive rebound by I. Thomas,68,63
233,3,9:04.0,,I. Thomas misses 3-pt jump shot from 27 ft,68,63
234,3,9:03.0,,Offensive rebound by I. Thomas,68,63
235,3,9:01.0,,I. Thomas makes 2-pt layup at rim,68,65
236,3,8:51.0,Personal foul by M. Smart (drawn by B. Beal),,68,65
237,3,8:51.0,Technical foul by B. Beal,,68,65
238,3,8:51.0,,I. Thomas makes technical free throw,68,66
239,3,8:42.0,O. Porter misses 2-pt layup from 2 ft,,68,66
240,3,8:41.0,Offensive rebound by O. Porter,,68,66
241,3,8:34.0,,Violation by A. Horford (kicked ball),68,66
242,3,8:21.0,M. Morris makes 2-pt jump shot from 12 ft,,70,66
243,3,8:07.0,,A. Horford misses 3-pt jump shot from 26 ft,70,66
244,3,8:06.0,Defensive rebound by J. Wall,,70,66
245,3,7:54.0,M. Morris makes 3-pt jump shot from 27 ft (assist by J. Wall),,73,66
246,3,7:40.0,,Personal foul by J. Wall (drawn by I. Thomas),73,66
247,3,7:40.0,,J. Jerebko enters the game for J. Mickey,73,66
248,3,7:33.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),73,69
249,3,7:14.0,M. Morris makes 2-pt jump shot from 11 ft (assist by J. Wall),,75,69
250,3,7:00.0,,A. Horford misses 3-pt jump shot from 27 ft,75,69
251,3,6:59.0,Defensive rebound by M. Morris,,75,69
252,3,6:49.0,Personal foul by M. Smart (drawn by B. Beal),,75,69
253,3,6:44.0,B. Beal misses 2-pt layup from 2 ft,,75,69
254,3,6:43.0,Offensive rebound by O. Porter,,75,69
255,3,6:42.0,O. Porter makes 2-pt layup from 1 ft,,77,69
256,3,6:41.0,,Boston full timeout,77,69
257,3,6:23.0,,I. Thomas misses 3-pt jump shot from 24 ft,77,69
258,3,6:22.0,Defensive rebound by M. Morris,,77,69
259,3,6:02.0,B. Beal misses 2-pt jump shot from 19 ft,,77,69
260,3,6:01.0,,Defensive rebound by A. Horford,77,69
261,3,5:49.0,,M. Smart misses 3-pt jump shot from 26 ft,77,69
262,3,5:48.0,Defensive rebound by M. Gortat,,77,69
263,3,5:38.0,J. Wall misses 2-pt jump shot from 16 ft,,77,69
264,3,5:36.0,Offensive rebound by M. Gortat,,77,69
265,3,5:36.0,M. Gortat makes 2-pt layup from 2 ft,,79,69
266,3,5:20.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),79,72
267,3,4:58.0,M. Morris misses 2-pt hook shot from 21 ft,,79,72
268,3,4:57.0,,Defensive rebound by J. Crowder,79,72
269,3,4:48.0,,J. Crowder makes 2-pt jump shot from 15 ft (assist by J. Jerebko),79,74
270,3,4:24.0,J. Wall misses 3-pt jump shot from 27 ft,,79,74
271,3,4:24.0,Offensive rebound by Team,,79,74
272,3,4:24.0,Turnover by Team (shot clock),,79,74
273,3,4:24.0,J. Smith enters the game for M. Morris,,79,74
274,3,4:24.0,,T. Rozier enters the game for I. Thomas,79,74
275,3,4:16.0,,Shooting foul by B. Beal (drawn by M. Smart),79,74
276,3,4:16.0,,M. Smart makes free throw 1 of 2,79,75
277,3,4:16.0,,M. Smart makes free throw 2 of 2,79,76
278,3,4:01.0,B. Beal makes 3-pt jump shot from 27 ft,,82,76
279,3,3:44.0,,J. Jerebko misses 3-pt jump shot from 26 ft,82,76
280,3,3:43.0,Defensive rebound by M. Gortat,,82,76
281,3,3:37.0,Offensive foul by B. Beal (drawn by T. Rozier),,82,76
282,3,3:37.0,Turnover by B. Beal (offensive foul),,82,76
283,3,3:37.0,,K. Olynyk enters the game for A. Horford,82,76
284,3,3:37.0,S. Mac enters the game for B. Beal,,82,76
285,3,3:22.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),82,79
286,3,3:08.0,J. Smith misses 3-pt jump shot from 24 ft,,82,79
287,3,3:07.0,,Defensive rebound by K. Olynyk,82,79
288,3,2:48.0,,Turnover by K. Olynyk (bad pass; steal by O. Porter),82,79
289,3,2:39.0,J. Wall misses 2-pt jump shot from 19 ft,,82,79
290,3,2:38.0,Offensive rebound by M. Gortat,,82,79
291,3,2:33.0,O. Porter misses 2-pt jump shot from 21 ft,,82,79
292,3,2:32.0,,Defensive rebound by K. Olynyk,82,79
293,3,2:13.0,,J. Crowder makes 2-pt jump shot from 3 ft (assist by K. Olynyk),82,81
294,3,2:13.0,Washington full timeout,,82,81
295,3,2:13.0,K. Oubre enters the game for O. Porter,,82,81
296,3,1:49.0,J. Wall misses 3-pt jump shot from 26 ft,,82,81
297,3,1:48.0,Offensive rebound by J. Smith,,82,81
298,3,1:44.0,J. Smith misses 2-pt jump shot from 5 ft,,82,81
299,3,1:43.0,Offensive rebound by M. Gortat,,82,81
300,3,1:40.0,Shooting foul by M. Smart (drawn by J. Smith),,82,81
301,3,1:40.0,J. Smith makes free throw 1 of 2,,83,81
302,3,1:40.0,J. Smith makes free throw 2 of 2,,84,81
303,3,1:28.0,,Turnover by M. Smart (bad pass; steal by K. Oubre),84,81
304,3,1:14.0,,G. Green enters the game for M. Smart,84,81
305,3,1:11.0,Turnover by J. Smith (bad pass; steal by T. Rozier),,84,81
306,3,1:07.0,,T. Rozier misses 2-pt layup from 3 ft,84,81
307,3,1:06.0,,Offensive rebound by J. Jerebko,84,81
308,3,1:06.0,,J. Jerebko makes 2-pt layup at rim,84,83
309,3,0:51.0,J. Wall misses 2-pt jump shot from 17 ft,,84,83
310,3,0:51.0,,Defensive rebound by J. Crowder,84,83
311,3,0:45.0,,G. Green misses 3-pt jump shot from 25 ft,84,83
312,3,0:44.0,Defensive rebound by S. Mac,,84,83
313,3,0:27.0,J. Wall misses 2-pt jump shot from 18 ft,,84,83
314,3,0:27.0,Offensive rebound by Team,,84,83
315,3,0:27.0,,Loose ball foul by T. Rozier (drawn by J. Smith),84,83
316,3,0:27.0,J. Smith misses free throw 1 of 2,,84,83
317,3,0:27.0,Offensive rebound by Team,,84,83
318,3,0:27.0,J. Smith makes free throw 2 of 2,,85,83
319,3,0:04.0,,K. Olynyk misses 3-pt jump shot from 25 ft,85,83
320,3,0:03.0,Defensive rebound by J. Smith,,85,83
321,3,0:00.0,J. Wall misses 3-pt jump shot from 55 ft,,85,83
322,3,0:00.0,Offensive rebound by Team,,85,83
323,4,11:44.0,,T. Rozier misses 3-pt jump shot from 25 ft,85,83
324,4,11:41.0,Defensive rebound by J. Smith,,85,83
325,4,11:25.0,M. Morris misses 2-pt jump shot from 11 ft,,85,83
326,4,11:24.0,,Defensive rebound by K. Olynyk,85,83
327,4,11:12.0,,Turnover by J. Jerebko (lost ball),85,83
328,4,11:12.0,,Violation by Team (jump ball),85,83
329,4,10:56.0,M. Morris misses 2-pt jump shot from 16 ft,,85,83
330,4,10:55.0,,Defensive rebound by K. Olynyk,85,83
331,4,10:48.0,,I. Thomas makes 2-pt layup from 3 ft,85,85
332,4,10:48.0,,Shooting foul by T. Burke (drawn by I. Thomas),85,85
333,4,10:48.0,,I. Thomas makes free throw 1 of 1,85,86
334,4,10:33.0,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Burke),,87,86
335,4,10:20.0,,I. Thomas misses 3-pt jump shot from 25 ft,87,86
336,4,10:19.0,,Offensive rebound by G. Green,87,86
337,4,10:05.0,,T. Rozier makes 2-pt jump shot from 16 ft,87,88
338,4,9:53.0,K. Oubre misses 2-pt jump shot from 22 ft,,87,88
339,4,9:52.0,,Defensive rebound by J. Jerebko,87,88
340,4,9:39.0,,I. Thomas misses 2-pt layup from 3 ft (block by K. Oubre),87,88
341,4,9:38.0,,Offensive rebound by I. Thomas,87,88
342,4,9:33.0,,G. Green makes 2-pt layup from 2 ft (assist by I. Thomas),87,90
343,4,9:31.0,Washington full timeout,,87,90
344,4,9:31.0,B. Beal enters the game for K. Oubre,,87,90
345,4,9:13.0,J. Smith makes 2-pt dunk at rim (assist by M. Morris),,89,90
346,4,8:58.0,,G. Green misses 3-pt jump shot from 27 ft,89,90
347,4,8:56.0,Defensive rebound by J. Smith,,89,90
348,4,8:33.0,M. Morris misses 2-pt hook shot from 4 ft,,89,90
349,4,8:32.0,,Defensive rebound by T. Rozier,89,90
350,4,8:18.0,,G. Green misses 3-pt jump shot from 25 ft,89,90
351,4,8:17.0,Defensive rebound by M. Morris,,89,90
352,4,8:08.0,B. Beal misses 3-pt jump shot from 26 ft,,89,90
353,4,8:07.0,Offensive rebound by M. Morris,,89,90
354,4,8:07.0,M. Morris makes 2-pt dunk at rim,,91,90
355,4,7:50.0,,I. Thomas misses 3-pt jump shot from 25 ft,91,90
356,4,7:48.0,,Offensive rebound by I. Thomas,91,90
357,4,7:47.0,,I. Thomas makes 2-pt layup from 1 ft,91,92
358,4,7:35.0,T. Burke misses 2-pt jump shot from 14 ft,,91,92
359,4,7:34.0,,Defensive rebound by G. Green,91,92
360,4,7:28.0,,I. Thomas makes 3-pt jump shot from 26 ft,91,95
361,4,7:28.0,Washington full timeout,,91,95
362,4,7:28.0,J. Wall enters the game for J. Smith,,91,95
363,4,7:28.0,O. Porter enters the game for T. Burke,,91,95
364,4,7:28.0,,M. Smart enters the game for G. Green,91,95
365,4,7:28.0,,A. Horford enters the game for J. Jerebko,91,95
366,4,7:20.0,B. Beal misses 3-pt jump shot from 27 ft,,91,95
367,4,7:18.0,,Defensive rebound by A. Horford,91,95
368,4,7:01.0,,I. Thomas makes 3-pt jump shot from 28 ft,91,98
369,4,6:37.0,Personal foul by M. Smart (drawn by B. Beal),,91,98
370,4,6:31.0,S. Mac makes 3-pt jump shot from 25 ft (assist by O. Porter),,94,98
371,4,6:16.0,,M. Smart misses 2-pt layup from 1 ft,94,98
372,4,6:15.0,Defensive rebound by M. Morris,,94,98
373,4,6:11.0,O. Porter misses 2-pt layup at rim,,94,98
374,4,6:10.0,Offensive rebound by B. Beal,,94,98
375,4,6:10.0,B. Beal misses 2-pt layup at rim,,94,98
376,4,6:09.0,Offensive rebound by B. Beal,,94,98
377,4,6:08.0,B. Beal makes 2-pt layup at rim,,96,98
378,4,5:59.0,,I. Thomas misses 2-pt layup from 2 ft,96,98
379,4,5:58.0,Defensive rebound by J. Wall,,96,98
380,4,5:53.0,S. Mac misses 3-pt jump shot from 26 ft,,96,98
381,4,5:52.0,,Defensive rebound by M. Smart,96,98
382,4,5:47.0,,I. Thomas misses 2-pt jump shot from 3 ft,96,98
383,4,5:46.0,Defensive rebound by S. Mac,,96,98
384,4,5:36.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,99,98
385,4,5:12.0,,A. Horford makes 2-pt hook shot from 6 ft,99,100
386,4,4:46.0,J. Wall misses 2-pt jump shot from 12 ft,,99,100
387,4,4:45.0,,Defensive rebound by K. Olynyk,99,100
388,4,4:36.0,,I. Thomas makes 2-pt layup from 3 ft,99,102
389,4,4:20.0,M. Morris misses 3-pt jump shot from 26 ft,,99,102
390,4,4:19.0,,Defensive rebound by A. Horford,99,102
