,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:57.0,,Turnover by P. George (bad pass; steal by D. Liggins),0,0
1,1,11:46.0,K. Love misses 3-pt jump shot from 26 ft,,0,0
2,1,11:44.0,,Defensive rebound by M. Turner,0,0
3,1,11:38.0,,P. George makes 2-pt dunk at rim (assist by J. Teague),0,2
4,1,11:12.0,L. James misses 2-pt jump shot from 17 ft,,0,2
5,1,11:11.0,Offensive rebound by T. Thompson,,0,2
6,1,11:08.0,D. Liggins makes 2-pt layup from 3 ft (assist by T. Thompson),,2,2
7,1,10:44.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by J. Teague),2,4
8,1,10:30.0,K. Love misses 3-pt jump shot from 26 ft,,2,4
9,1,10:29.0,,Defensive rebound by C. Miles,2,4
10,1,10:13.0,,M. Turner misses 2-pt jump shot from 13 ft,2,4
11,1,10:12.0,Defensive rebound by L. James,,2,4
12,1,10:01.0,L. James makes 2-pt jump shot from 16 ft,,4,4
13,1,9:42.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by P. George),4,7
14,1,9:30.0,Turnover by K. Irving (bad pass; steal by J. Teague),,4,7
15,1,9:22.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),4,10
16,1,9:03.0,Shooting foul by L. Allen (drawn by K. Love),,4,10
17,1,9:03.0,K. Love makes free throw 1 of 3,,5,10
18,1,9:03.0,K. Love makes free throw 2 of 3,,6,10
19,1,9:03.0,K. Love makes free throw 3 of 3,,7,10
20,1,8:41.0,,Turnover by M. Turner (bad pass; steal by D. Liggins),7,10
21,1,8:32.0,Personal foul by C. Miles (drawn by D. Liggins),,7,10
22,1,8:18.0,K. Irving makes 2-pt jump shot from 20 ft,,9,10
23,1,8:01.0,,Turnover by P. George (lost ball; steal by L. James),9,10
24,1,7:53.0,D. Liggins makes 3-pt jump shot from 24 ft (assist by K. Irving),,12,10
25,1,7:32.0,,J. Teague misses 3-pt jump shot from 26 ft,12,10
26,1,7:31.0,Defensive rebound by T. Thompson,,12,10
27,1,7:20.0,K. Irving misses 3-pt jump shot from 24 ft,,12,10
28,1,7:20.0,,Defensive rebound by M. Turner,12,10
29,1,7:10.0,,C. Miles makes 3-pt jump shot from 28 ft (assist by J. Teague),12,13
30,1,6:49.0,Turnover by L. James (lost ball; steal by P. George),,12,13
31,1,6:44.0,,Turnover by J. Teague (bad pass),12,13
