,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
48,1,5:37.0,,T. Lyles enters the game for B. Diaw,16,15
49,1,5:37.0,,J. Johnson enters the game for R. Hood,16,15
50,1,5:26.0,,J. Johnson makes 2-pt jump shot from 13 ft,16,17
51,1,5:00.0,Shooting foul by J. Johnson (drawn by J. Butler),,16,17
52,1,5:00.0,J. Butler makes free throw 1 of 2,,17,17
53,1,5:00.0,J. Butler makes free throw 2 of 2,,18,17
54,1,4:40.0,,D. Exum makes 2-pt jump shot from 14 ft,18,19
55,1,4:28.0,,Offensive charge foul by J. Grant (drawn by D. Exum),18,19
56,1,4:28.0,Turnover by J. Grant (offensive foul),,18,19
57,1,4:28.0,,S. Mack enters the game for D. Exum,18,19
58,1,4:15.0,,T. Lyles misses 3-pt jump shot from 25 ft,18,19
59,1,4:14.0,Defensive rebound by I. Canaan,,18,19
60,1,3:57.0,J. Grant misses 2-pt jump shot from 10 ft,,18,19
61,1,3:54.0,Offensive rebound by R. Lopez,,18,19
62,1,3:54.0,R. Lopez makes 2-pt jump shot from 3 ft,,20,19
63,1,3:34.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),20,21
64,1,3:08.0,R. Lopez misses 2-pt jump shot from 2 ft,,20,21
65,1,3:07.0,,Defensive rebound by G. Hayward,20,21
66,1,3:00.0,,Turnover by G. Hayward (bad pass),20,21
67,1,3:00.0,Chicago full timeout,,20,21
68,1,3:00.0,D. Wade enters the game for J. Grant,,20,21
69,1,2:47.0,N. Mirotić misses 3-pt jump shot from 25 ft,,20,21
70,1,2:46.0,,Defensive rebound by T. Lyles,20,21
71,1,2:30.0,,T. Lyles misses 3-pt jump shot from 24 ft,20,21
72,1,2:29.0,,Offensive rebound by R. Gobert,20,21
73,1,2:18.0,,R. Gobert misses 2-pt layup from 1 ft,20,21
74,1,2:18.0,Defensive rebound by R. Lopez,,20,21
75,1,2:11.0,D. Wade misses 2-pt jump shot from 13 ft,,20,21
76,1,2:10.0,,Defensive rebound by J. Johnson,20,21
77,1,1:55.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by S. Mack),20,24
78,1,1:30.0,R. Lopez misses 2-pt hook shot from 9 ft,,20,24
79,1,1:29.0,,Defensive rebound by R. Gobert,20,24
80,1,1:19.0,,S. Mack misses 2-pt jump shot from 19 ft,20,24
81,1,1:18.0,Defensive rebound by J. Butler,,20,24
82,1,1:08.0,J. Butler makes 3-pt jump shot from 25 ft,,23,24
83,1,0:56.0,,Turnover by J. Johnson (bad pass; steal by N. Mirotić),23,24
84,1,0:44.0,J. Butler misses 2-pt layup from 2 ft (block by R. Gobert),,23,24
85,1,0:44.0,Offensive rebound by R. Lopez,,23,24
86,1,0:44.0,R. Lopez makes 2-pt layup from 3 ft,,25,24
87,1,0:31.0,,S. Mack misses 2-pt jump shot from 11 ft,25,24
88,1,0:31.0,,Offensive rebound by R. Gobert,25,24
89,1,0:31.0,,R. Gobert makes 2-pt dunk at rim,25,26
90,1,0:15.0,J. Butler misses 2-pt jump shot from 14 ft,,25,26
91,1,0:15.0,,Defensive rebound by T. Lyles,25,26
92,2,11:41.0,,R. Hood misses 2-pt jump shot from 14 ft,25,26
93,2,11:40.0,Defensive rebound by N. Mirotić,,25,26
94,2,11:29.0,D. Wade makes 2-pt jump shot from 18 ft,,27,26
95,2,11:14.0,,Turnover by T. Lyles (traveling),27,26
96,2,10:56.0,B. Portis makes 3-pt jump shot from 23 ft (assist by D. Valentine),,30,26
97,2,10:33.0,,Shooting foul by D. Valentine (drawn by R. Hood),30,26
98,2,10:33.0,,R. Hood misses free throw 1 of 2,30,26
99,2,10:33.0,,Offensive rebound by Team,30,26
100,2,10:33.0,,R. Hood makes free throw 2 of 2,30,27
101,2,10:26.0,Personal foul by S. Mack (drawn by D. Wade),,30,27
102,2,10:21.0,D. Wade makes 2-pt jump shot from 10 ft,,32,27
103,2,10:03.0,,R. Hood makes 2-pt jump shot from 8 ft,32,29
104,2,9:50.0,I. Canaan makes 2-pt jump shot from 7 ft,,34,29
105,2,9:36.0,,Turnover by S. Mack (bad pass; steal by I. Canaan),34,29
106,2,9:34.0,Turnover by I. Canaan (bad pass),,34,29
107,2,9:20.0,,R. Hood misses 2-pt jump shot from 11 ft,34,29
108,2,9:19.0,,Offensive rebound by T. Lyles,34,29
109,2,9:19.0,,T. Lyles makes 2-pt layup from 2 ft,34,31
110,2,9:19.0,,Shooting foul by B. Portis (drawn by T. Lyles),34,31
111,2,9:19.0,,T. Lyles makes free throw 1 of 1,34,32
112,2,9:03.0,D. Wade misses 2-pt jump shot from 9 ft,,34,32
113,2,9:02.0,,Defensive rebound by J. Johnson,34,32
114,2,8:53.0,,Shooting block foul by N. Mirotić (drawn by T. Lyles),34,32
115,2,8:53.0,,Utah full timeout,34,32
116,2,8:53.0,,T. Lyles makes free throw 1 of 2,34,33
117,2,8:53.0,,D. Exum enters the game for S. Mack,34,32
118,2,8:53.0,,J. Ingles enters the game for J. Johnson,34,32
119,2,8:53.0,,T. Lyles makes free throw 2 of 2,34,34
120,2,8:39.0,Shooting foul by D. Exum (drawn by B. Portis),,34,34
121,2,8:39.0,B. Portis makes free throw 1 of 2,,35,34
122,2,8:39.0,B. Portis makes free throw 2 of 2,,36,34
123,2,8:28.0,,Personal foul by D. Valentine (drawn by R. Hood),36,34
124,2,8:18.0,,R. Hood misses 3-pt jump shot from 26 ft,36,34
125,2,8:18.0,Defensive rebound by Team,,36,34
126,2,7:58.0,,B. Diaw enters the game for T. Lyles,36,34
127,2,7:55.0,N. Mirotić misses 2-pt jump shot from 20 ft,,36,34
128,2,7:53.0,,Defensive rebound by J. Ingles,36,34
129,2,7:43.0,,J. Withey makes 2-pt layup from 1 ft (assist by J. Ingles),36,36
130,2,7:34.0,Turnover by I. Canaan (lost ball),,36,36
131,2,7:34.0,J. Butler enters the game for N. Mirotić,,36,36
132,2,7:34.0,T. Gibson enters the game for D. Wade,,36,36
133,2,7:34.0,J. Grant enters the game for I. Canaan,,36,36
134,2,7:34.0,,R. Gobert enters the game for J. Withey,36,36
135,2,7:34.0,,G. Hayward enters the game for R. Hood,36,36
136,2,7:18.0,,Turnover by B. Diaw (lost ball),36,36
137,2,7:03.0,D. Valentine misses 3-pt jump shot from 23 ft,,36,36
138,2,7:02.0,Offensive rebound by Team,,36,36
139,2,7:02.0,,Loose ball foul by B. Diaw (drawn by T. Gibson),36,36
140,2,6:56.0,Turnover by J. Butler (bad pass; steal by G. Hayward),,36,36
141,2,6:41.0,,Turnover by R. Gobert (lost ball; steal by J. Butler),36,36
142,2,6:39.0,Personal foul by J. Ingles (drawn by D. Valentine),,36,36
143,2,6:39.0,Chicago full timeout,,36,36
144,2,6:29.0,B. Portis misses 3-pt jump shot from 24 ft,,36,36
145,2,6:28.0,,Defensive rebound by R. Gobert,36,36
146,2,6:04.0,,G. Hayward misses 2-pt jump shot from 4 ft (block by B. Portis),36,36
147,2,6:03.0,Defensive rebound by J. Butler,,36,36
148,2,5:58.0,J. Butler misses 2-pt jump shot from 2 ft,,36,36
149,2,5:57.0,,Defensive rebound by G. Hayward,36,36
150,2,5:48.0,,Turnover by B. Diaw (bad pass; steal by J. Grant),36,36
151,2,5:34.0,B. Portis misses 2-pt jump shot from 7 ft,,36,36
152,2,5:34.0,,Defensive rebound by R. Gobert,36,36
153,2,5:20.0,,Personal foul by T. Gibson (drawn by G. Hayward),36,36
154,2,5:20.0,,G. Hayward misses free throw 1 of 2,36,36
155,2,5:20.0,,Offensive rebound by Team,36,36
156,2,5:20.0,R. Lopez enters the game for B. Portis,,36,36
157,2,5:20.0,I. Canaan enters the game for D. Valentine,,36,36
158,2,5:20.0,,G. Hayward makes free throw 2 of 2,36,37
159,2,5:01.0,J. Grant misses 2-pt layup from 2 ft (block by R. Gobert),,36,37
160,2,5:00.0,,Defensive rebound by D. Exum,36,37
161,2,4:47.0,,Offensive foul by J. Ingles (drawn by J. Grant),36,37
162,2,4:47.0,,Turnover by J. Ingles (offensive foul),36,37
163,2,4:47.0,,R. Hood enters the game for J. Ingles,36,37
164,2,4:26.0,I. Canaan misses 2-pt jump shot from 19 ft,,36,37
165,2,4:23.0,Offensive rebound by R. Lopez,,36,37
166,2,4:23.0,R. Lopez misses 2-pt layup from 2 ft,,36,37
167,2,4:22.0,,Defensive rebound by G. Hayward,36,37
168,2,4:14.0,,G. Hayward misses 3-pt jump shot from 25 ft,36,37
169,2,4:14.0,Defensive rebound by J. Grant,,36,37
170,2,4:03.0,R. Lopez misses 2-pt jump shot from 18 ft,,36,37
171,2,4:02.0,Offensive rebound by Team,,36,37
172,2,3:59.0,J. Butler misses 2-pt jump shot from 16 ft,,36,37
173,2,3:58.0,,Defensive rebound by R. Hood,36,37
174,2,3:48.0,,D. Exum misses 3-pt jump shot from 25 ft,36,37
175,2,3:47.0,Defensive rebound by J. Grant,,36,37
176,2,3:40.0,I. Canaan makes 2-pt jump shot from 6 ft,,38,37
177,2,3:39.0,,Utah full timeout,38,37
178,2,3:25.0,,R. Hood misses 2-pt jump shot from 18 ft,38,37
179,2,3:24.0,Defensive rebound by J. Grant,,38,37
180,2,3:10.0,J. Butler misses 2-pt jump shot from 15 ft,,38,37
181,2,3:09.0,,Defensive rebound by D. Exum,38,37
182,2,2:58.0,,D. Exum misses 2-pt layup from 1 ft,38,37
183,2,2:57.0,Defensive rebound by J. Grant,,38,37
184,2,2:44.0,J. Grant misses 2-pt layup from 2 ft,,38,37
185,2,2:43.0,,Defensive rebound by R. Gobert,38,37
186,2,2:36.0,,G. Hayward makes 2-pt layup from 2 ft,38,39
187,2,2:22.0,T. Gibson misses 2-pt jump shot from 8 ft,,38,39
188,2,2:21.0,,Defensive rebound by R. Hood,38,39
189,2,2:12.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Hood),38,41
190,2,2:12.0,Chicago full timeout,,38,41
191,2,2:12.0,D. Wade enters the game for J. Grant,,38,41
192,2,2:12.0,,J. Johnson enters the game for B. Diaw,38,41
193,2,1:57.0,D. Wade misses 2-pt jump shot from 6 ft,,38,41
194,2,1:56.0,Offensive rebound by R. Lopez,,38,41
195,2,1:56.0,R. Lopez misses 2-pt layup from 1 ft,,38,41
196,2,1:55.0,,Defensive rebound by R. Hood,38,41
197,2,1:35.0,,G. Hayward misses 2-pt layup from 1 ft,38,41
198,2,1:35.0,Defensive rebound by R. Lopez,,38,41
199,2,1:27.0,I. Canaan misses 3-pt jump shot from 26 ft,,38,41
200,2,1:27.0,Offensive rebound by J. Butler,,38,41
201,2,1:19.0,J. Butler misses 2-pt layup from 2 ft,,38,41
202,2,1:17.0,Offensive rebound by R. Lopez,,38,41
203,2,1:17.0,R. Lopez misses 2-pt layup from 1 ft,,38,41
204,2,1:16.0,,Defensive rebound by J. Johnson,38,41
205,2,1:11.0,,R. Hood makes 2-pt dunk at rim (assist by J. Johnson),38,43
206,2,0:56.0,R. Lopez misses 2-pt jump shot from 20 ft,,38,43
207,2,0:55.0,,Defensive rebound by J. Johnson,38,43
208,2,0:45.0,,D. Exum misses 2-pt hook shot from 3 ft,38,43
209,2,0:45.0,Defensive rebound by I. Canaan,,38,43
210,2,0:37.0,D. Wade misses 3-pt jump shot from 24 ft,,38,43
211,2,0:37.0,Offensive rebound by Team,,38,43
212,2,0:28.0,I. Canaan misses 2-pt jump shot from 4 ft,,38,43
213,2,0:27.0,Offensive rebound by J. Butler,,38,43
214,2,0:17.0,J. Butler misses 2-pt jump shot from 17 ft,,38,43
215,2,0:16.0,Offensive rebound by T. Gibson,,38,43
216,2,0:12.0,Turnover by T. Gibson (lost ball; steal by G. Hayward),,38,43
217,2,0:05.0,,G. Hayward misses 2-pt jump shot from 13 ft,38,43
218,2,0:04.0,Defensive rebound by Team,,38,43
219,2,0:00.0,J. Butler makes 3-pt jump shot from 30 ft,,41,43
220,3,11:44.0,,R. Hood misses 3-pt jump shot from 24 ft,41,43
221,3,11:43.0,Defensive rebound by T. Gibson,,41,43
222,3,11:27.0,Shooting foul by G. Hayward (drawn by T. Gibson),,41,43
223,3,11:27.0,T. Gibson makes free throw 1 of 2,,42,43
224,3,11:27.0,T. Gibson makes free throw 2 of 2,,43,43
225,3,11:10.0,,G. Hayward misses 2-pt jump shot from 18 ft,43,43
226,3,11:10.0,Defensive rebound by D. Wade,,43,43
227,3,11:02.0,D. Wade misses 2-pt jump shot from 11 ft,,43,43
228,3,11:01.0,,Defensive rebound by G. Hayward,43,43
229,3,10:41.0,,B. Diaw misses 2-pt jump shot from 23 ft,43,43
230,3,10:41.0,Defensive rebound by J. Grant,,43,43
231,3,10:32.0,J. Grant makes 2-pt layup from 2 ft,,45,43
232,3,10:06.0,,B. Diaw misses 2-pt jump shot from 13 ft,45,43
233,3,10:06.0,Defensive rebound by J. Butler,,45,43
234,3,9:46.0,T. Gibson makes 2-pt jump shot from 4 ft (assist by J. Butler),,47,43
235,3,9:34.0,,Turnover by R. Hood (bad pass; steal by J. Grant),47,43
236,3,9:28.0,J. Grant misses 3-pt jump shot from 25 ft,,47,43
237,3,9:26.0,,Defensive rebound by G. Hayward,47,43
238,3,9:07.0,,G. Hayward misses 3-pt jump shot from 23 ft,47,43
239,3,9:06.0,Defensive rebound by Team,,47,43
240,3,8:55.0,Offensive foul by T. Gibson (drawn by B. Diaw),,47,43
241,3,8:55.0,Turnover by T. Gibson (offensive foul),,47,43
242,3,8:42.0,,B. Diaw misses 3-pt jump shot from 25 ft,47,43
243,3,8:41.0,Defensive rebound by J. Butler,,47,43
244,3,8:32.0,J. Butler makes 2-pt layup from 3 ft,,49,43
245,3,8:25.0,,Utah full timeout,49,43
246,3,8:16.0,,R. Hood makes 2-pt layup from 3 ft,49,45
247,3,7:51.0,J. Grant misses 2-pt jump shot from 6 ft,,49,45
248,3,7:49.0,,Defensive rebound by B. Diaw,49,45
249,3,7:28.0,,R. Hood misses 3-pt jump shot from 25 ft,49,45
250,3,7:27.0,Defensive rebound by Team,,49,45
251,3,7:14.0,D. Wade makes 2-pt jump shot from 18 ft,,51,45
252,3,6:55.0,,Shooting foul by R. Lopez (drawn by R. Gobert),51,45
253,3,6:55.0,,R. Gobert makes free throw 1 of 2,51,46
254,3,6:55.0,,R. Gobert makes free throw 2 of 2,51,47
255,3,6:38.0,D. Wade makes 2-pt jump shot from 19 ft,,53,47
256,3,6:27.0,,D. Exum misses 2-pt layup from 2 ft (block by R. Lopez),53,47
257,3,6:25.0,Defensive rebound by J. Butler,,53,47
258,3,6:13.0,T. Gibson makes 2-pt layup from 2 ft (assist by D. Wade),,55,47
259,3,5:50.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by R. Gobert),55,50
260,3,5:34.0,R. Lopez makes 2-pt dunk at rim (assist by J. Grant),,57,50
261,3,5:14.0,,Turnover by G. Hayward (lost ball; steal by J. Butler),57,50
262,3,5:05.0,J. Butler makes 2-pt layup from 1 ft,,59,50
263,3,4:45.0,,G. Hayward misses 2-pt jump shot from 19 ft (block by D. Wade),59,50
264,3,4:44.0,,Offensive rebound by G. Hayward,59,50
265,3,4:42.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),59,52
266,3,4:19.0,Turnover by D. Wade (bad pass; steal by D. Exum),,59,52
267,3,4:15.0,,G. Hayward makes 2-pt dunk at rim (assist by D. Exum),59,54
268,3,4:12.0,Chicago full timeout,,59,54
269,3,4:12.0,N. Mirotić enters the game for T. Gibson,,59,54
270,3,4:12.0,I. Canaan enters the game for D. Wade,,59,54
271,3,4:12.0,,T. Lyles enters the game for B. Diaw,59,54
272,3,4:12.0,,J. Johnson enters the game for R. Hood,59,54
273,3,4:12.0,,S. Mack enters the game for D. Exum,59,54
274,3,4:02.0,J. Butler misses 2-pt jump shot from 20 ft,,59,54
275,3,4:00.0,,Defensive rebound by Team,59,54
276,3,3:45.0,,T. Lyles misses 2-pt jump shot from 5 ft (block by N. Mirotić),59,54
277,3,3:44.0,,Offensive rebound by T. Lyles,59,54
278,3,3:41.0,,J. Johnson misses 3-pt jump shot from 24 ft,59,54
279,3,3:37.0,Defensive rebound by R. Lopez,,59,54
280,3,3:27.0,J. Grant misses 2-pt jump shot from 20 ft,,59,54
281,3,3:25.0,Offensive rebound by R. Lopez,,59,54
282,3,3:18.0,R. Lopez misses 2-pt hook shot from 6 ft,,59,54
283,3,3:16.0,,Defensive rebound by G. Hayward,59,54
284,3,3:13.0,,Personal foul by J. Grant (drawn by G. Hayward),59,54
285,3,3:13.0,D. Valentine enters the game for J. Grant,,59,54
286,3,2:52.0,,T. Lyles misses 2-pt jump shot from 18 ft,59,54
287,3,2:52.0,Defensive rebound by R. Lopez,,59,54
288,3,2:44.0,N. Mirotić makes 2-pt jump shot from 5 ft,,61,54
289,3,2:27.0,,Turnover by S. Mack (traveling),61,54
290,3,2:15.0,J. Butler misses 2-pt jump shot from 19 ft,,61,54
291,3,2:13.0,,Defensive rebound by G. Hayward,61,54
292,3,2:05.0,,G. Hayward misses 2-pt jump shot from 20 ft,61,54
293,3,2:04.0,Defensive rebound by D. Valentine,,61,54
294,3,1:42.0,I. Canaan makes 2-pt jump shot from 6 ft,,63,54
295,3,1:27.0,,T. Lyles makes 2-pt jump shot from 4 ft,63,56
296,3,1:09.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Butler),,66,56
297,3,0:55.0,,S. Mack makes 2-pt jump shot from 10 ft,66,58
298,3,0:30.0,D. Valentine misses 3-pt jump shot from 26 ft,,66,58
299,3,0:29.0,,Defensive rebound by T. Lyles,66,58
300,3,0:04.0,,T. Lyles misses 2-pt jump shot from 10 ft,66,58
301,3,0:04.0,,Offensive rebound by R. Gobert,66,58
302,3,0:03.0,,Personal foul by D. Valentine (drawn by R. Gobert),66,58
303,3,0:03.0,,R. Hood enters the game for S. Mack,66,58
304,3,0:00.0,,R. Gobert misses 2-pt layup from 2 ft,66,58
305,3,0:00.0,,Offensive rebound by Team,66,58
306,4,11:42.0,D. Wade makes 2-pt layup from 1 ft (assist by B. Portis),,68,58
307,4,11:21.0,,R. Hood misses 3-pt jump shot from 23 ft,68,58
308,4,11:20.0,Defensive rebound by N. Mirotić,,68,58
309,4,11:06.0,N. Mirotić makes 2-pt dunk at rim,,70,58
310,4,10:50.0,,Turnover by J. Withey (bad pass; steal by N. Mirotić),70,58
311,4,10:38.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by N. Mirotić),,73,58
312,4,10:37.0,,Utah full timeout,73,58
313,4,10:37.0,,B. Diaw enters the game for J. Withey,73,58
314,4,10:37.0,,D. Exum enters the game for S. Mack,73,58
315,4,10:20.0,,J. Ingles misses 3-pt jump shot from 23 ft,73,58
316,4,10:18.0,Defensive rebound by N. Mirotić,,73,58
317,4,10:07.0,D. Wade misses 2-pt jump shot from 17 ft,,73,58
318,4,10:07.0,Offensive rebound by Team,,73,58
319,4,10:07.0,,Loose ball foul by R. Hood (drawn by N. Mirotić),73,58
320,4,10:02.0,Shooting foul by B. Diaw (drawn by D. Wade),,73,58
321,4,10:02.0,D. Wade makes free throw 1 of 2,,74,58
322,4,10:02.0,D. Wade makes free throw 2 of 2,,75,58
323,4,9:50.0,,Personal foul by D. Wade (drawn by B. Diaw),75,58
324,4,9:39.0,,Shooting foul by D. Wade (drawn by J. Johnson),75,58
325,4,9:39.0,,J. Johnson makes free throw 1 of 2,75,59
326,4,9:39.0,,J. Johnson makes free throw 2 of 2,75,60
327,4,9:17.0,I. Canaan makes 2-pt layup from 2 ft,,77,60
328,4,8:57.0,,Personal foul by I. Canaan (drawn by J. Johnson),77,60
329,4,8:57.0,,R. Gobert enters the game for B. Diaw,77,60
330,4,8:57.0,,G. Hayward enters the game for J. Ingles,77,60
331,4,8:57.0,R. Lopez enters the game for B. Portis,,77,60
332,4,8:57.0,J. Butler enters the game for D. Valentine,,77,60
333,4,8:49.0,,R. Hood makes 2-pt layup from 2 ft,77,62
334,4,8:32.0,I. Canaan misses 2-pt jump shot from 17 ft,,77,62
335,4,8:31.0,,Defensive rebound by G. Hayward,77,62
336,4,8:23.0,,R. Gobert makes 2-pt jump shot from 4 ft (assist by G. Hayward),77,64
337,4,7:57.0,Shooting foul by G. Hayward (drawn by J. Butler),,77,64
338,4,7:57.0,J. Butler makes free throw 1 of 2,,78,64
339,4,7:57.0,J. Butler misses free throw 2 of 2,,78,64
340,4,7:57.0,D. Valentine enters the game for D. Wade,,78,64
341,4,7:56.0,,Defensive rebound by J. Johnson,78,64
342,4,7:37.0,,D. Exum misses 3-pt jump shot from 24 ft,78,64
343,4,7:35.0,Defensive rebound by J. Butler,,78,64
344,4,7:25.0,N. Mirotić misses 3-pt jump shot from 26 ft,,78,64
345,4,7:23.0,,Defensive rebound by G. Hayward,78,64
346,4,7:17.0,,G. Hayward misses 2-pt jump shot from 4 ft (block by R. Lopez),78,64
347,4,7:16.0,Defensive rebound by R. Lopez,,78,64
348,4,6:50.0,I. Canaan misses 2-pt layup from 2 ft,,78,64
349,4,6:50.0,,Defensive rebound by D. Exum,78,64
350,4,6:44.0,,J. Johnson makes 2-pt layup from 2 ft,78,66
351,4,6:43.0,Chicago full timeout,,78,66
352,4,6:43.0,,T. Lyles enters the game for R. Hood,78,66
353,4,6:21.0,J. Butler misses 2-pt jump shot from 11 ft,,78,66
354,4,6:20.0,,Defensive rebound by G. Hayward,78,66
355,4,6:12.0,,Personal foul by I. Canaan (drawn by D. Exum),78,66
356,4,6:12.0,J. Grant enters the game for I. Canaan,,78,66
357,4,6:03.0,,D. Exum misses 2-pt jump shot from 12 ft,78,66
358,4,6:01.0,,Offensive rebound by T. Lyles,78,66
359,4,6:01.0,,T. Lyles makes 2-pt layup from 1 ft,78,68
360,4,5:43.0,Turnover by N. Mirotić (bad pass; steal by T. Lyles),,78,68
361,4,5:40.0,,Shooting foul by J. Grant (drawn by D. Exum),78,68
362,4,5:40.0,,D. Exum makes free throw 1 of 2,78,69
363,4,5:40.0,D. Wade enters the game for D. Valentine,,78,69
364,4,5:40.0,T. Gibson enters the game for N. Mirotić,,78,69
365,4,5:40.0,,D. Exum makes free throw 2 of 2,78,70
366,4,5:24.0,D. Wade makes 2-pt jump shot from 16 ft,,80,70
367,4,5:10.0,,R. Hood enters the game for J. Johnson,80,70
368,4,5:01.0,,T. Lyles misses 2-pt jump shot from 8 ft,80,70
369,4,5:00.0,,Offensive rebound by D. Exum,80,70
370,4,4:53.0,,R. Hood misses 2-pt layup from 2 ft,80,70
371,4,4:53.0,Defensive rebound by T. Gibson,,80,70
372,4,4:32.0,T. Gibson misses 2-pt hook shot from 4 ft,,80,70
373,4,4:30.0,Offensive rebound by T. Gibson,,80,70
374,4,4:30.0,T. Gibson misses 2-pt layup from 2 ft,,80,70
375,4,4:28.0,,Defensive rebound by R. Gobert,80,70
376,4,4:15.0,,T. Lyles makes 2-pt layup from 3 ft,80,72
377,4,3:56.0,R. Lopez misses 2-pt jump shot from 19 ft,,80,72
378,4,3:56.0,Offensive rebound by Team,,80,72
379,4,3:56.0,,Loose ball foul by T. Lyles (drawn by T. Gibson),80,72
380,4,3:43.0,D. Wade misses 2-pt jump shot from 17 ft,,80,72
381,4,3:42.0,,Defensive rebound by R. Hood,80,72
382,4,3:18.0,,D. Exum misses 3-pt jump shot from 25 ft,80,72
383,4,3:17.0,Defensive rebound by J. Butler,,80,72
384,4,2:59.0,J. Butler misses 3-pt jump shot from 24 ft,,80,72
385,4,2:59.0,,Defensive rebound by G. Hayward,80,72
386,4,2:41.0,,Utah full timeout,80,72
387,4,2:33.0,,D. Exum makes 3-pt jump shot from 27 ft (assist by G. Hayward),80,75
388,4,2:13.0,D. Wade makes 2-pt jump shot from 17 ft,,82,75
389,4,1:59.0,,G. Hayward misses 3-pt jump shot from 24 ft,82,75
390,4,1:58.0,,Offensive rebound by R. Gobert,82,75
391,4,1:57.0,,R. Gobert makes 2-pt layup from 2 ft,82,77
392,4,1:35.0,D. Wade misses 2-pt jump shot from 21 ft,,82,77
393,4,1:33.0,Offensive rebound by T. Gibson,,82,77
394,4,1:11.0,J. Butler makes 2-pt jump shot from 20 ft,,84,77
395,4,1:11.0,,Utah full timeout,84,77
396,4,1:06.0,,R. Hood misses 3-pt jump shot from 24 ft,84,77
