,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
0,1,11:43.0,Turnover by J. Hamilton (bad pass),,0,0
1,1,11:31.0,,T. Thompson misses 2-pt jump shot from 13 ft,0,0
2,1,11:31.0,,Offensive rebound by Team,0,0
3,1,11:31.0,Loose ball foul by S. Kilpatrick (drawn by D. Liggins),,0,0
4,1,11:23.0,,K. Love misses 2-pt jump shot from 14 ft,0,0
5,1,11:21.0,Defensive rebound by J. Lin,,0,0
6,1,11:17.0,J. Hamilton misses 2-pt jump shot from 3 ft (block by T. Thompson),,0,0
7,1,11:16.0,,Defensive rebound by K. Love,0,0
8,1,11:12.0,,D. Liggins misses 2-pt layup at rim (block by B. Lopez),0,0
9,1,11:12.0,,Offensive rebound by Team,0,0
10,1,11:08.0,,L. James misses 3-pt jump shot from 26 ft,0,0
11,1,11:08.0,Defensive rebound by S. Kilpatrick,,0,0
12,1,10:57.0,Turnover by J. Hamilton (lost ball; steal by K. Irving),,0,0
13,1,10:51.0,,K. Love misses 3-pt jump shot from 28 ft,0,0
14,1,10:49.0,Defensive rebound by J. Hamilton,,0,0
15,1,10:40.0,J. Lin misses 2-pt layup from 2 ft,,0,0
16,1,10:38.0,,Defensive rebound by K. Love,0,0
17,1,10:30.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),0,3
18,1,10:25.0,Personal foul by D. Liggins (drawn by J. Lin),,0,3
19,1,10:10.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by J. Lin),,2,3
20,1,9:58.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),2,5
21,1,9:34.0,B. Bogdanović misses 2-pt layup from 1 ft (block by K. Love),,2,5
22,1,9:33.0,,Defensive rebound by T. Thompson,2,5
23,1,9:15.0,,Turnover by D. Liggins (bad pass; steal by S. Kilpatrick),2,5
24,1,9:06.0,J. Lin makes 2-pt layup at rim (assist by S. Kilpatrick),,4,5
25,1,8:40.0,,L. James misses 2-pt jump shot from 11 ft,4,5
26,1,8:38.0,Defensive rebound by S. Kilpatrick,,4,5
27,1,8:26.0,B. Lopez misses 3-pt jump shot from 28 ft,,4,5
28,1,8:25.0,,Defensive rebound by L. James,4,5
29,1,8:11.0,,K. Irving misses 2-pt jump shot from 14 ft,4,5
30,1,8:09.0,Defensive rebound by B. Lopez,,4,5
31,1,7:56.0,Turnover by B. Lopez (bad pass; steal by T. Thompson),,4,5
32,1,7:53.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),4,7
33,1,7:53.0,,Shooting foul by S. Kilpatrick (drawn by L. James),4,7
34,1,7:53.0,,L. James makes free throw 1 of 1,4,8
35,1,7:45.0,Turnover by S. Kilpatrick (lost ball; steal by K. Irving),,4,8
36,1,7:41.0,,K. Irving misses 2-pt layup from 1 ft,4,8
37,1,7:39.0,Defensive rebound by J. Hamilton,,4,8
38,1,7:35.0,S. Kilpatrick makes 2-pt jump shot from 21 ft (assist by J. Lin),,6,8
39,1,7:13.0,,K. Love misses 2-pt layup from 1 ft,6,8
40,1,7:10.0,,Offensive rebound by T. Thompson,6,8
