,QUARTER,TIME_REMAINING,ATLANTA_ACTION,GOLDEN STATE_ACTION,ATLANTA_SCORE,GOLDEN STATE_SCORE
385,4,7:15.0,P. Millsap enters the game for T. Sefolosha,,86,91
386,4,7:14.0,,Defensive rebound by D. Green,86,91
387,4,6:55.0,,D. Green misses 2-pt layup from 1 ft,86,91
388,4,6:55.0,Defensive rebound by K. Bazemore,,86,91
389,4,6:48.0,D. Schröder makes 2-pt jump shot from 11 ft,,88,91
390,4,6:33.0,,S. Curry misses 2-pt layup from 1 ft,88,91
391,4,6:32.0,Defensive rebound by D. Howard,,88,91
392,4,6:15.0,Shooting foul by D. Green (drawn by D. Howard),,88,91
393,4,6:15.0,D. Howard misses free throw 1 of 2,,88,91
394,4,6:15.0,Offensive rebound by Team,,88,91
395,4,6:15.0,,A. Iguodala enters the game for I. Clark,88,91
396,4,6:15.0,D. Howard makes free throw 2 of 2,,89,91
397,4,5:58.0,,S. Livingston misses 2-pt dunk at rim,89,91
398,4,5:57.0,Defensive rebound by P. Millsap,,89,91
399,4,5:45.0,K. Bazemore misses 3-pt jump shot from 25 ft,,89,91
400,4,5:45.0,,Defensive rebound by K. Thompson,89,91
401,4,5:39.0,,K. Thompson misses 3-pt jump shot from 27 ft,89,91
402,4,5:39.0,,Offensive rebound by Team,89,91
403,4,5:28.0,,Personal foul by K. Bazemore (drawn by K. Thompson),89,91
404,4,5:28.0,T. Sefolosha enters the game for K. Bazemore,,89,91
405,4,5:17.0,,D. Green misses 3-pt jump shot from 25 ft,89,91
406,4,5:17.0,Defensive rebound by T. Sefolosha,,89,91
407,4,4:57.0,D. Schröder misses 2-pt jump shot from 6 ft (block by K. Thompson),,89,91
408,4,4:57.0,,Defensive rebound by S. Livingston,89,91
409,4,4:52.0,,S. Livingston misses 2-pt layup from 1 ft,89,91
410,4,4:52.0,,Offensive rebound by Team,89,91
411,4,4:52.0,Loose ball foul by D. Howard (drawn by S. Curry),,89,91
412,4,4:52.0,,S. Curry makes free throw 1 of 2,89,92
413,4,4:52.0,,K. Durant enters the game for S. Livingston,89,92
414,4,4:52.0,,S. Curry makes free throw 2 of 2,89,93
415,4,4:37.0,T. Sefolosha misses 2-pt layup from 2 ft,,89,93
416,4,4:37.0,,Defensive rebound by K. Durant,89,93
417,4,4:30.0,,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),89,95
418,4,4:12.0,Turnover by D. Howard (bad pass; steal by S. Curry),,89,95
419,4,4:06.0,,S. Curry misses 2-pt jump shot from 11 ft (block by T. Sefolosha),89,95
420,4,4:06.0,,Offensive rebound by Team,89,95
421,4,4:05.0,,Shooting foul by T. Sefolosha (drawn by K. Durant),89,95
422,4,4:05.0,,K. Durant makes free throw 1 of 2,89,96
423,4,4:05.0,,K. Durant makes free throw 2 of 2,89,97
424,4,3:54.0,P. Millsap misses 2-pt layup from 2 ft (block by A. Iguodala),,89,97
425,4,3:52.0,Offensive rebound by P. Millsap,,89,97
426,4,3:47.0,D. Howard misses 2-pt jump shot from 4 ft (block by K. Durant),,89,97
427,4,3:46.0,Offensive rebound by P. Millsap,,89,97
428,4,3:46.0,P. Millsap makes 2-pt layup from 3 ft,,91,97
429,4,3:46.0,Shooting foul by K. Thompson (drawn by P. Millsap),,91,97
430,4,3:46.0,P. Millsap makes free throw 1 of 1,,92,97
431,4,3:29.0,,S. Curry makes 2-pt jump shot from 5 ft,92,99
432,4,3:14.0,D. Schröder misses 2-pt jump shot from 16 ft,,92,99
433,4,3:13.0,Offensive rebound by D. Howard,,92,99
434,4,3:13.0,D. Howard makes 2-pt layup from 2 ft,,94,99
435,4,3:00.0,,S. Curry makes 3-pt jump shot from 28 ft,94,102
436,4,2:45.0,Turnover by P. Millsap (bad pass),,94,102
437,4,2:45.0,Official timeout,,94,102
438,4,2:45.0,K. Bazemore enters the game for K. Korver,,94,102
439,4,2:28.0,,A. Iguodala misses 3-pt jump shot from 23 ft,94,102
440,4,2:28.0,Defensive rebound by D. Howard,,94,102
441,4,2:19.0,D. Schröder misses 2-pt jump shot from 4 ft (block by D. Green),,94,102
442,4,2:18.0,,Defensive rebound by A. Iguodala,94,102
443,4,2:12.0,,K. Durant misses 3-pt jump shot from 27 ft,94,102
444,4,2:12.0,Defensive rebound by K. Bazemore,,94,102
445,4,2:00.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),,97,102
446,4,1:44.0,,K. Thompson misses 2-pt jump shot from 14 ft,97,102
447,4,1:43.0,Defensive rebound by D. Howard,,97,102
448,4,1:34.0,D. Schröder makes 2-pt jump shot from 17 ft,,99,102
449,4,1:28.0,,Golden State full timeout,99,102
450,4,1:26.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),99,104
451,4,1:10.0,P. Millsap misses 3-pt jump shot from 27 ft,,99,104
452,4,1:10.0,Offensive rebound by D. Howard,,99,104
453,4,1:10.0,Personal foul by D. Green (drawn by D. Howard),,99,104
454,4,1:10.0,D. Howard misses free throw 1 of 2,,99,104
455,4,1:10.0,Offensive rebound by Team,,99,104
456,4,1:10.0,D. Howard makes free throw 2 of 2,,100,104
457,4,0:57.0,,S. Curry misses 3-pt jump shot from 27 ft,100,104
458,4,0:56.0,Defensive rebound by Team,,100,104
459,4,0:56.0,Atlanta full timeout,,100,104
460,4,0:56.0,K. Korver enters the game for T. Sefolosha,,100,104
461,4,0:43.0,D. Schröder misses 2-pt jump shot from 6 ft (block by D. Green),,100,104
462,4,0:43.0,,Defensive rebound by Team,100,104
463,4,0:43.0,T. Sefolosha enters the game for K. Korver,,100,104
464,4,0:20.0,,S. Curry misses 3-pt jump shot from 27 ft,100,104
465,4,0:19.0,,Offensive rebound by Team,100,104
466,4,0:19.0,,Turnover by Team (shot clock),100,104
467,4,0:19.0,Atlanta full timeout,,100,104
468,4,0:19.0,K. Korver enters the game for T. Sefolosha,,100,104
469,4,0:16.0,K. Bazemore misses 2-pt jump shot from 5 ft (block by D. Green),,100,104
470,4,0:15.0,Offensive rebound by K. Bazemore,,100,104
471,4,0:15.0,Turnover by K. Bazemore (lost ball),,100,104
472,4,0:15.0,T. Sefolosha enters the game for K. Korver,,100,104
473,4,0:14.0,,Personal take foul by D. Schröder (drawn by S. Curry),100,104
474,4,0:14.0,,S. Curry misses free throw 1 of 2,100,104
475,4,0:14.0,,Offensive rebound by Team,100,104
476,4,0:14.0,,S. Curry makes free throw 2 of 2,100,105
477,4,0:14.0,Atlanta full timeout,,100,105
478,4,0:14.0,K. Korver enters the game for D. Howard,,100,105
479,4,0:05.0,P. Millsap misses 3-pt jump shot from 27 ft,,100,105
480,4,0:02.0,,Defensive rebound by Team,100,105
