,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
62,1,4:56.0,,S. Hawes enters the game for M. Williams,15,11
63,1,4:56.0,R. Westbrook makes free throw 2 of 2,,16,11
64,1,4:47.0,,Shooting foul by A. Roberson (drawn by J. Lamb),16,11
65,1,4:47.0,,J. Lamb makes free throw 1 of 2,16,12
66,1,4:47.0,,J. Lamb misses free throw 2 of 2,16,12
67,1,4:46.0,Defensive rebound by R. Westbrook,,16,12
68,1,4:37.0,D. Sabonis misses 2-pt jump shot from 18 ft,,16,12
69,1,4:35.0,,Defensive rebound by K. Walker,16,12
70,1,4:29.0,,K. Walker misses 2-pt layup from 1 ft,16,12
71,1,4:28.0,Defensive rebound by D. Sabonis,,16,12
72,1,4:23.0,R. Westbrook misses 2-pt layup from 1 ft (block by J. Lamb),,16,12
73,1,4:21.0,Offensive rebound by S. Adams,,16,12
74,1,4:18.0,Á. Abrines misses 3-pt jump shot from 25 ft,,16,12
75,1,4:16.0,,Defensive rebound by S. Hawes,16,12
76,1,3:58.0,,J. Lamb misses 2-pt jump shot from 16 ft,16,12
77,1,3:57.0,Defensive rebound by S. Adams,,16,12
78,1,3:51.0,R. Westbrook misses 2-pt layup from 1 ft (block by F. Kaminsky),,16,12
79,1,3:49.0,,Defensive rebound by F. Kaminsky,16,12
80,1,3:42.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by S. Hawes),16,14
81,1,3:25.0,Turnover by R. Westbrook (bad pass; steal by J. Lamb),,16,14
82,1,3:21.0,,J. Lamb makes 2-pt dunk at rim,16,16
83,1,3:13.0,Oklahoma City full timeout,,16,16
84,1,3:13.0,Technical foul by R. Westbrook,,16,16
85,1,3:13.0,,R. Sessions enters the game for K. Walker,16,16
86,1,3:13.0,A. Morrow enters the game for A. Roberson,,16,16
87,1,3:13.0,,J. Lamb makes technical free throw,16,17
88,1,2:56.0,Á. Abrines misses 3-pt jump shot from 24 ft,,16,17
89,1,2:56.0,,Defensive rebound by F. Kaminsky,16,17
90,1,2:56.0,,Shooting foul by A. Morrow (drawn by F. Kaminsky),16,17
91,1,2:56.0,,Charlotte full timeout,16,17
92,1,2:56.0,,F. Kaminsky makes free throw 1 of 2,16,18
93,1,2:56.0,S. Christon enters the game for R. Westbrook,,16,18
94,1,2:56.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,16,18
95,1,2:56.0,E. Freedom enters the game for D. Sabonis,,16,18
96,1,2:56.0,,F. Kaminsky makes free throw 2 of 2,16,19
97,1,2:43.0,Turnover by S. Christon (bad pass; steal by F. Kaminsky),,16,19
98,1,2:35.0,,F. Kaminsky makes 2-pt layup from 1 ft,16,21
99,1,2:21.0,A. Morrow makes 2-pt jump shot from 18 ft,,18,21
100,1,2:15.0,,Turnover by S. Hawes (bad pass),18,21
101,1,1:56.0,S. Christon makes 2-pt jump shot from 9 ft,,20,21
102,1,1:42.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),20,24
103,1,1:20.0,E. Freedom misses 2-pt layup from 1 ft (block by S. Hawes),,20,24
104,1,1:18.0,Offensive rebound by E. Freedom,,20,24
105,1,1:18.0,E. Freedom makes 2-pt layup from 1 ft,,22,24
106,1,1:11.0,,Personal foul by S. Christon (drawn by R. Sessions),22,24
107,1,0:56.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,22,24
108,1,0:55.0,Defensive rebound by S. Christon,,22,24
109,1,0:38.0,A. Morrow misses 2-pt jump shot from 12 ft,,22,24
110,1,0:37.0,,Defensive rebound by J. Lamb,22,24
111,1,0:28.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lamb),22,27
112,1,0:07.0,E. Freedom misses 3-pt jump shot from 25 ft,,22,27
113,1,0:06.0,,Defensive rebound by M. Belinelli,22,27
114,1,0:00.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,22,27
115,1,0:00.0,,Offensive rebound by Team,22,27
116,2,11:50.0,,Personal foul by Á. Abrines (drawn by M. Belinelli),22,27
117,2,11:50.0,V. Oladipo enters the game for A. Morrow,,22,27
118,2,11:45.0,,R. Sessions makes 2-pt layup from 2 ft (assist by F. Kaminsky),22,29
119,2,11:45.0,,Shooting foul by E. Freedom (drawn by R. Sessions),22,29
120,2,11:45.0,,R. Sessions makes free throw 1 of 1,22,30
121,2,11:34.0,E. Freedom makes 2-pt layup at rim (assist by S. Christon),,24,30
122,2,11:25.0,,Shooting foul by S. Christon (drawn by R. Sessions),24,30
123,2,11:25.0,,R. Sessions makes free throw 1 of 2,24,31
124,2,11:25.0,,R. Sessions misses free throw 2 of 2,24,31
125,2,11:24.0,Defensive rebound by E. Freedom,,24,31
126,2,11:03.0,D. Sabonis misses 2-pt jump shot from 18 ft,,24,31
127,2,11:02.0,,Defensive rebound by R. Sessions,24,31
128,2,10:51.0,,Turnover by F. Kaminsky (traveling),24,31
129,2,10:51.0,,N. Batum enters the game for J. Lamb,24,31
130,2,10:36.0,V. Oladipo makes 2-pt layup at rim,,26,31
131,2,10:22.0,,S. Hawes misses 2-pt jump shot from 13 ft,26,31
132,2,10:21.0,Defensive rebound by E. Freedom,,26,31
133,2,10:13.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by S. Christon),,29,31
134,2,9:58.0,,Turnover by R. Sessions (bad pass; steal by Á. Abrines),29,31
135,2,9:51.0,E. Freedom makes 2-pt layup from 1 ft (assist by V. Oladipo),,31,31
136,2,9:50.0,,Charlotte full timeout,31,31
137,2,9:34.0,,R. Sessions makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),31,34
138,2,9:08.0,E. Freedom makes 2-pt hook shot from 8 ft,,33,34
139,2,8:47.0,,N. Batum misses 2-pt jump shot from 17 ft,33,34
140,2,8:45.0,Defensive rebound by Á. Abrines,,33,34
141,2,8:34.0,S. Christon makes 2-pt jump shot from 10 ft (assist by V. Oladipo),,35,34
142,2,8:19.0,,F. Kaminsky makes 2-pt layup at rim (assist by R. Sessions),35,36
143,2,8:08.0,Personal foul by N. Batum (drawn by V. Oladipo),,35,36
144,2,8:08.0,R. Westbrook enters the game for S. Christon,,35,36
145,2,8:08.0,,M. Kidd-Gilchrist enters the game for R. Sessions,35,36
146,2,8:08.0,,K. Walker enters the game for M. Belinelli,35,36
147,2,7:59.0,Á. Abrines misses 3-pt jump shot from 23 ft,,35,36
148,2,7:57.0,,Defensive rebound by S. Hawes,35,36
149,2,7:42.0,,Shooting foul by V. Oladipo (drawn by N. Batum),35,36
150,2,7:42.0,,N. Batum makes free throw 1 of 2,35,37
151,2,7:42.0,J. Grant enters the game for Á. Abrines,,35,37
152,2,7:42.0,,N. Batum makes free throw 2 of 2,35,38
153,2,7:34.0,R. Westbrook misses 2-pt jump shot from 13 ft,,35,38
154,2,7:33.0,Offensive rebound by Team,,35,38
155,2,7:26.0,Turnover by R. Westbrook (bad pass; steal by K. Walker),,35,38
156,2,7:23.0,,Personal foul by R. Westbrook (drawn by K. Walker),35,38
157,2,7:23.0,,K. Walker makes free throw 1 of 2,35,39
158,2,7:23.0,S. Adams enters the game for D. Sabonis,,35,39
159,2,7:23.0,A. Roberson enters the game for E. Freedom,,35,39
160,2,7:23.0,,K. Walker makes free throw 2 of 2,35,40
161,2,7:14.0,V. Oladipo misses 2-pt jump shot from 21 ft,,35,40
162,2,7:13.0,,Defensive rebound by M. Kidd-Gilchrist,35,40
163,2,7:03.0,,Shooting foul by A. Roberson (drawn by N. Batum),35,40
164,2,7:03.0,,N. Batum makes free throw 1 of 3,35,41
165,2,7:03.0,,N. Batum makes free throw 2 of 3,35,42
166,2,7:03.0,,N. Batum makes free throw 3 of 3,35,43
167,2,6:43.0,R. Westbrook misses 3-pt jump shot from 25 ft,,35,43
168,2,6:42.0,,Defensive rebound by M. Kidd-Gilchrist,35,43
169,2,6:34.0,,K. Walker misses 3-pt jump shot from 24 ft,35,43
170,2,6:33.0,,Offensive rebound by F. Kaminsky,35,43
171,2,6:33.0,,F. Kaminsky makes 2-pt layup from 1 ft,35,45
172,2,6:15.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,38,45
173,2,6:03.0,,Shooting foul by R. Westbrook (drawn by F. Kaminsky),38,45
174,2,6:03.0,,F. Kaminsky makes free throw 1 of 2,38,46
175,2,6:03.0,,F. Kaminsky misses free throw 2 of 2,38,46
176,2,6:03.0,E. Freedom enters the game for A. Roberson,,38,46
177,2,6:02.0,Defensive rebound by S. Adams,,38,46
178,2,5:50.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,40,46
179,2,5:28.0,,S. Hawes misses 2-pt layup from 3 ft (block by R. Westbrook),40,46
180,2,5:26.0,,Offensive rebound by K. Walker,40,46
181,2,5:19.0,,K. Walker makes 2-pt jump shot from 12 ft,40,48
182,2,5:07.0,Turnover by E. Freedom (lost ball; steal by F. Kaminsky),,40,48
183,2,5:03.0,Offensive charge foul by F. Kaminsky (drawn by R. Westbrook),,40,48
184,2,5:03.0,,Turnover by F. Kaminsky (offensive foul),40,48
185,2,5:03.0,Official timeout,,40,48
186,2,5:03.0,,M. Williams enters the game for F. Kaminsky,40,48
187,2,4:43.0,V. Oladipo misses 3-pt jump shot from 24 ft,,40,48
188,2,4:42.0,,Defensive rebound by M. Kidd-Gilchrist,40,48
189,2,4:33.0,,M. Williams misses 2-pt layup from 1 ft,40,48
190,2,4:32.0,Defensive rebound by R. Westbrook,,40,48
191,2,4:29.0,Personal foul by M. Kidd-Gilchrist (drawn by S. Adams),,40,48
192,2,4:23.0,Shooting foul by S. Hawes (drawn by V. Oladipo),,40,48
193,2,4:23.0,V. Oladipo makes free throw 1 of 2,,41,48
194,2,4:23.0,V. Oladipo misses free throw 2 of 2,,41,48
195,2,4:23.0,,R. Hibbert enters the game for S. Hawes,41,48
196,2,4:21.0,,Defensive rebound by Team,41,48
197,2,4:02.0,,N. Batum misses 2-pt jump shot from 15 ft,41,48
198,2,4:00.0,,Offensive rebound by R. Hibbert,41,48
199,2,3:48.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,41,48
200,2,3:46.0,Defensive rebound by V. Oladipo,,41,48
201,2,3:41.0,R. Westbrook misses 3-pt jump shot from 27 ft,,41,48
202,2,3:37.0,Offensive rebound by S. Adams,,41,48
203,2,3:34.0,S. Adams makes 2-pt layup from 1 ft,,43,48
204,2,3:11.0,,K. Walker misses 2-pt jump shot from 19 ft,43,48
205,2,3:10.0,Defensive rebound by E. Freedom,,43,48
206,2,3:06.0,Shooting foul by R. Hibbert (drawn by S. Adams),,43,48
207,2,3:06.0,S. Adams makes free throw 1 of 2,,44,48
208,2,3:06.0,,S. Hawes enters the game for R. Hibbert,44,48
209,2,3:06.0,S. Adams makes free throw 2 of 2,,45,48
210,2,2:50.0,,Shooting foul by V. Oladipo (drawn by N. Batum),45,48
211,2,2:50.0,Oklahoma City full timeout,,45,48
212,2,2:50.0,,N. Batum makes free throw 1 of 3,45,49
213,2,2:50.0,,N. Batum makes free throw 2 of 3,45,50
214,2,2:50.0,,N. Batum misses free throw 3 of 3,45,50
215,2,2:49.0,Defensive rebound by R. Westbrook,,45,50
216,2,2:30.0,Shooting foul by S. Hawes (drawn by E. Freedom),,45,50
217,2,2:30.0,E. Freedom makes free throw 1 of 2,,46,50
218,2,2:30.0,,F. Kaminsky enters the game for S. Hawes,46,50
219,2,2:30.0,E. Freedom makes free throw 2 of 2,,47,50
220,2,2:18.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),47,53
221,2,1:54.0,S. Adams makes 2-pt dunk at rim (assist by V. Oladipo),,49,53
222,2,1:38.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by K. Walker),49,55
223,2,1:26.0,Personal foul by M. Kidd-Gilchrist (drawn by R. Westbrook),,49,55
224,2,1:26.0,R. Westbrook misses free throw 1 of 2,,49,55
225,2,1:26.0,Offensive rebound by Team,,49,55
226,2,1:26.0,,T. Graham enters the game for M. Kidd-Gilchrist,49,55
227,2,1:26.0,R. Westbrook makes free throw 2 of 2,,50,55
228,2,1:11.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by K. Walker),50,57
229,2,1:00.0,Turnover by R. Westbrook (bad pass),,50,57
230,2,1:00.0,A. Roberson enters the game for E. Freedom,,50,57
231,2,0:35.0,,K. Walker misses 2-pt jump shot from 19 ft,50,57
232,2,0:31.0,Defensive rebound by R. Westbrook,,50,57
233,2,0:27.0,R. Westbrook misses 3-pt jump shot from 24 ft,,50,57
234,2,0:27.0,Offensive rebound by R. Westbrook,,50,57
235,2,0:27.0,R. Westbrook makes 2-pt jump shot from 24 ft,,52,57
236,2,0:27.0,Shooting foul by K. Walker (drawn by R. Westbrook),,52,57
237,2,0:27.0,S. Christon enters the game for V. Oladipo,,52,57
238,2,0:27.0,R. Westbrook makes free throw 1 of 1,,53,57
239,2,0:05.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),53,60
240,2,0:00.0,R. Westbrook makes 2-pt layup from 2 ft,,55,60
241,3,11:48.0,,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),55,62
242,3,11:48.0,,Shooting foul by D. Sabonis (drawn by M. Williams),55,62
243,3,11:48.0,,M. Williams makes free throw 1 of 1,55,63
244,3,11:28.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Adams),,58,63
245,3,11:15.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),58,65
246,3,10:57.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,60,65
247,3,10:35.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),60,67
248,3,10:21.0,Offensive foul by V. Oladipo (drawn by K. Walker),,60,67
249,3,10:21.0,Turnover by V. Oladipo (offensive foul),,60,67
250,3,10:07.0,,Shooting foul by S. Adams (drawn by N. Batum),60,67
251,3,10:07.0,,N. Batum makes free throw 1 of 2,60,68
252,3,10:07.0,,N. Batum misses free throw 2 of 2,60,68
253,3,10:06.0,Defensive rebound by R. Westbrook,,60,68
254,3,9:54.0,D. Sabonis misses 2-pt jump shot from 18 ft,,60,68
255,3,9:52.0,Offensive rebound by V. Oladipo,,60,68
256,3,9:47.0,V. Oladipo makes 2-pt jump shot from 18 ft,,62,68
257,3,9:44.0,,Technical foul by R. Hibbert,62,68
258,3,9:44.0,R. Westbrook misses technical free throw,,62,68
259,3,9:44.0,,Offensive rebound by Team,62,68
260,3,9:23.0,,M. Williams makes 2-pt jump shot from 11 ft (assist by N. Batum),62,70
261,3,9:12.0,Turnover by V. Oladipo (bad pass),,62,70
262,3,9:01.0,,N. Batum misses 2-pt layup from 2 ft,62,70
263,3,8:59.0,,Offensive rebound by M. Kidd-Gilchrist,62,70
264,3,8:59.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim,62,72
265,3,8:44.0,R. Westbrook misses 2-pt jump shot from 18 ft,,62,72
266,3,8:43.0,,Defensive rebound by M. Kidd-Gilchrist,62,72
267,3,8:30.0,,Shooting foul by D. Sabonis (drawn by M. Kidd-Gilchrist),62,72
268,3,8:30.0,,M. Kidd-Gilchrist misses free throw 1 of 2,62,72
269,3,8:30.0,,Offensive rebound by Team,62,72
270,3,8:30.0,,M. Kidd-Gilchrist misses free throw 2 of 2,62,72
271,3,8:30.0,J. Grant enters the game for D. Sabonis,,62,72
272,3,8:28.0,Defensive rebound by R. Westbrook,,62,72
273,3,8:12.0,V. Oladipo misses 3-pt jump shot from 25 ft,,62,72
274,3,8:09.0,Offensive rebound by J. Grant,,62,72
275,3,7:46.0,V. Oladipo misses 2-pt layup from 1 ft,,62,72
276,3,7:44.0,,Defensive rebound by M. Kidd-Gilchrist,62,72
277,3,7:42.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by R. Westbrook),62,72
278,3,7:40.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Westbrook),,62,72
279,3,7:40.0,R. Westbrook makes free throw 1 of 2,,63,72
280,3,7:40.0,R. Westbrook makes free throw 2 of 2,,64,72
281,3,7:29.0,,Turnover by N. Batum (bad pass; steal by S. Adams),64,72
282,3,7:24.0,S. Adams makes 2-pt dunk at rim (assist by V. Oladipo),,66,72
283,3,7:24.0,,Charlotte full timeout,66,72
284,3,7:09.0,,N. Batum misses 3-pt jump shot from 25 ft,66,72
285,3,7:08.0,Defensive rebound by S. Adams,,66,72
286,3,6:50.0,R. Westbrook misses 3-pt jump shot from 25 ft,,66,72
287,3,6:49.0,,Defensive rebound by M. Williams,66,72
288,3,6:38.0,,K. Walker misses 2-pt layup from 2 ft,66,72
289,3,6:37.0,Defensive rebound by R. Westbrook,,66,72
290,3,6:28.0,S. Adams makes 2-pt jump shot from 11 ft (assist by V. Oladipo),,68,72
291,3,6:03.0,,N. Batum makes 2-pt jump shot from 15 ft,68,74
292,3,5:45.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,70,74
293,3,5:19.0,,K. Walker makes 2-pt layup from 2 ft,70,76
294,3,5:15.0,Shooting foul by R. Hibbert (drawn by R. Westbrook),,70,76
295,3,5:15.0,R. Westbrook makes free throw 1 of 2,,71,76
296,3,5:15.0,,S. Hawes enters the game for R. Hibbert,71,76
297,3,5:15.0,,J. Lamb enters the game for N. Batum,71,76
298,3,5:15.0,Á. Abrines enters the game for V. Oladipo,,71,76
299,3,5:15.0,R. Westbrook makes free throw 2 of 2,,72,76
300,3,5:03.0,,K. Walker misses 3-pt jump shot from 25 ft,72,76
301,3,5:02.0,Defensive rebound by R. Westbrook,,72,76
302,3,4:48.0,A. Roberson misses 3-pt jump shot from 23 ft,,72,76
303,3,4:47.0,,Defensive rebound by M. Kidd-Gilchrist,72,76
304,3,4:38.0,,Turnover by K. Walker (lost ball; steal by Á. Abrines),72,76
305,3,4:32.0,Á. Abrines misses 2-pt layup from 2 ft,,72,76
306,3,4:30.0,Offensive rebound by R. Westbrook,,72,76
307,3,4:30.0,R. Westbrook makes 2-pt layup at rim,,74,76
308,3,4:09.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by J. Lamb),74,78
309,3,3:58.0,Turnover by A. Roberson (traveling),,74,78
310,3,3:58.0,,F. Kaminsky enters the game for M. Williams,74,78
311,3,3:44.0,,Personal foul by Á. Abrines (drawn by J. Lamb),74,78
312,3,3:31.0,,S. Hawes misses 2-pt jump shot from 11 ft,74,78
313,3,3:30.0,Defensive rebound by J. Grant,,74,78
314,3,3:20.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by S. Adams),,77,78
315,3,3:01.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,77,78
316,3,2:59.0,Defensive rebound by A. Roberson,,77,78
317,3,2:48.0,Á. Abrines makes 3-pt jump shot from 24 ft (assist by A. Roberson),,80,78
318,3,2:33.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,80,78
319,3,2:33.0,,Offensive rebound by Team,80,78
320,3,2:33.0,Loose ball foul by R. Westbrook (drawn by S. Hawes),,80,78
321,3,2:33.0,Oklahoma City full timeout,,80,78
322,3,2:33.0,,S. Hawes makes free throw 1 of 2,80,79
323,3,2:33.0,,R. Sessions enters the game for K. Walker,80,78
324,3,2:33.0,,S. Hawes makes free throw 2 of 2,80,80
325,3,2:22.0,R. Westbrook makes 2-pt layup from 1 ft,,82,80
326,3,2:22.0,Shooting foul by S. Hawes (drawn by R. Westbrook),,82,80
327,3,2:22.0,R. Westbrook makes free throw 1 of 1,,83,80
328,3,2:10.0,,F. Kaminsky misses 2-pt jump shot from 3 ft (block by J. Grant),83,80
329,3,2:09.0,Defensive rebound by S. Adams,,83,80
330,3,2:04.0,R. Westbrook misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,83,80
331,3,2:02.0,Offensive rebound by S. Adams,,83,80
332,3,2:01.0,V. Oladipo enters the game for A. Roberson,,83,80
333,3,2:01.0,S. Christon enters the game for R. Westbrook,,83,80
334,3,2:01.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,83,80
335,3,2:01.0,Turnover by S. Adams (lost ball; steal by S. Hawes),,83,80
336,3,1:46.0,,R. Sessions misses 2-pt layup from 2 ft,83,80
337,3,1:45.0,Defensive rebound by J. Grant,,83,80
338,3,1:39.0,S. Adams misses 2-pt hook shot from 7 ft,,83,80
339,3,1:37.0,,Defensive rebound by F. Kaminsky,83,80
340,3,1:31.0,,Shooting foul by Á. Abrines (drawn by M. Belinelli),83,80
341,3,1:31.0,,M. Belinelli makes free throw 1 of 2,83,81
342,3,1:31.0,E. Freedom enters the game for S. Adams,,83,81
343,3,1:31.0,,M. Belinelli makes free throw 2 of 2,83,82
344,3,1:17.0,V. Oladipo misses 2-pt layup from 2 ft,,83,82
345,3,1:17.0,Offensive rebound by Team,,83,82
346,3,1:17.0,,Loose ball foul by M. Belinelli (drawn by E. Freedom),83,82
347,3,1:05.0,V. Oladipo misses 2-pt layup from 2 ft,,83,82
348,3,1:04.0,,Defensive rebound by R. Sessions,83,82
349,3,0:52.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by M. Belinelli),83,85
350,3,0:35.0,E. Freedom makes 2-pt layup from 2 ft,,85,85
351,3,0:35.0,Shooting foul by J. Lamb (drawn by E. Freedom),,85,85
352,3,0:35.0,E. Freedom misses free throw 1 of 1,,85,85
353,3,0:32.0,,Defensive rebound by S. Hawes,85,85
354,3,0:13.0,,J. Lamb makes 2-pt layup at rim (assist by R. Sessions),85,87
355,3,0:00.0,E. Freedom makes 3-pt jump shot from 25 ft (assist by S. Christon),,88,87
356,4,11:46.0,J. Grant misses 2-pt layup from 1 ft,,88,87
357,4,11:46.0,Offensive rebound by E. Freedom,,88,87
358,4,11:46.0,Shooting foul by F. Kaminsky (drawn by E. Freedom),,88,87
359,4,11:46.0,E. Freedom makes free throw 1 of 2,,89,87
360,4,11:46.0,E. Freedom makes free throw 2 of 2,,90,87
361,4,11:33.0,,M. Belinelli misses 2-pt jump shot from 17 ft,90,87
362,4,11:31.0,Defensive rebound by S. Christon,,90,87
363,4,11:21.0,Turnover by J. Grant (traveling),,90,87
364,4,11:11.0,,N. Batum makes 2-pt jump shot from 10 ft (assist by S. Hawes),90,89
365,4,11:11.0,,Shooting foul by V. Oladipo (drawn by N. Batum),90,89
366,4,11:11.0,,N. Batum makes free throw 1 of 1,90,90
367,4,10:57.0,V. Oladipo misses 2-pt jump shot from 11 ft (block by N. Batum),,90,90
368,4,10:57.0,,Defensive rebound by Team,90,90
369,4,10:43.0,,N. Batum misses 2-pt jump shot from 15 ft,90,90
370,4,10:42.0,Defensive rebound by E. Freedom,,90,90
371,4,10:33.0,Turnover by S. Christon (bad pass; steal by S. Hawes),,90,90
372,4,10:26.0,,M. Belinelli misses 3-pt jump shot from 25 ft,90,90
373,4,10:24.0,,Offensive rebound by F. Kaminsky,90,90
374,4,10:16.0,,M. Belinelli misses 2-pt layup from 2 ft,90,90
375,4,10:15.0,Defensive rebound by E. Freedom,,90,90
