,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:47.0,V. Oladipo misses 2-pt jump shot from 13 ft,,0,0
1,1,11:45.0,Offensive rebound by S. Adams,,0,0
2,1,11:45.0,S. Adams makes 2-pt layup from 1 ft,,2,0
3,1,11:30.0,,Turnover by A. Wiggins (bad pass; steal by S. Christon),2,0
4,1,11:14.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by S. Adams),,5,0
5,1,10:59.0,,K. Towns makes 2-pt jump shot from 10 ft (assist by R. Rubio),5,2
6,1,10:43.0,S. Christon misses 2-pt jump shot from 20 ft,,5,2
7,1,10:42.0,Offensive rebound by Team,,5,2
8,1,10:27.0,D. Sabonis misses 3-pt jump shot from 25 ft,,5,2
9,1,10:26.0,,Defensive rebound by B. Rush,5,2
10,1,10:17.0,,Shooting foul by D. Sabonis (drawn by B. Rush),5,2
11,1,10:17.0,,B. Rush makes free throw 1 of 2,5,3
12,1,10:17.0,,B. Rush misses free throw 2 of 2,5,3
13,1,10:17.0,Defensive rebound by D. Sabonis,,5,3
14,1,10:05.0,V. Oladipo makes 2-pt layup at rim,,7,3
15,1,9:48.0,,K. Towns misses 3-pt jump shot from 24 ft,7,3
16,1,9:47.0,,Offensive rebound by G. Dieng,7,3
17,1,9:39.0,,R. Rubio misses 2-pt jump shot from 20 ft,7,3
18,1,9:38.0,,Offensive rebound by G. Dieng,7,3
19,1,9:29.0,,Personal foul by S. Adams (drawn by K. Towns),7,3
20,1,9:21.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by G. Dieng),7,6
21,1,9:06.0,Turnover by V. Oladipo (offensive foul),,7,6
22,1,9:06.0,,Offensive charge foul by V. Oladipo (drawn by G. Dieng),7,6
23,1,8:51.0,,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),7,8
24,1,8:37.0,S. Adams makes 2-pt hook shot from 6 ft (assist by D. Sabonis),,9,8
25,1,8:14.0,,Personal foul by K. Singler (drawn by A. Wiggins),9,8
26,1,8:02.0,,B. Rush misses 2-pt layup from 2 ft,9,8
27,1,8:01.0,Defensive rebound by S. Christon,,9,8
28,1,7:55.0,D. Sabonis misses 3-pt jump shot from 23 ft,,9,8
29,1,7:53.0,,Defensive rebound by R. Rubio,9,8
30,1,7:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),9,10
31,1,7:25.0,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),,11,10
32,1,7:14.0,,Minnesota full timeout,11,10
33,1,7:00.0,,A. Wiggins misses 2-pt jump shot from 22 ft,11,10
34,1,6:59.0,Defensive rebound by V. Oladipo,,11,10
35,1,6:49.0,K. Singler misses 2-pt layup from 1 ft (block by G. Dieng),,11,10
36,1,6:47.0,,Defensive rebound by K. Towns,11,10
37,1,6:36.0,,Turnover by G. Dieng (3 sec),11,10
38,1,6:21.0,D. Sabonis makes 2-pt layup from 1 ft,,13,10
39,1,6:00.0,,A. Wiggins misses 2-pt layup at rim (block by S. Adams),13,10
40,1,5:58.0,,Offensive rebound by K. Towns,13,10
41,1,5:55.0,,G. Dieng misses 2-pt jump shot from 16 ft,13,10
42,1,5:54.0,,Offensive rebound by Team,13,10
43,1,5:43.0,,A. Wiggins misses 2-pt jump shot from 21 ft,13,10
44,1,5:41.0,Defensive rebound by V. Oladipo,,13,10
45,1,5:32.0,,Violation by K. Towns (kicked ball),13,10
46,1,5:32.0,Á. Abrines enters the game for V. Oladipo,,13,10
47,1,5:21.0,Personal foul by A. Wiggins (drawn by K. Singler),,13,10
48,1,5:15.0,D. Sabonis misses 2-pt jump shot from 14 ft,,13,10
49,1,5:13.0,Offensive rebound by S. Adams,,13,10
50,1,5:13.0,S. Adams makes 2-pt dunk at rim,,15,10
51,1,4:58.0,,Turnover by A. Wiggins (lost ball),15,10
52,1,4:58.0,,O. Casspi enters the game for K. Towns,15,10
53,1,4:37.0,Shooting foul by A. Wiggins (drawn by D. Sabonis),,15,10
54,1,4:37.0,D. Sabonis makes free throw 1 of 2,,16,10
55,1,4:37.0,D. Sabonis makes free throw 2 of 2,,17,10
56,1,4:26.0,,Turnover by G. Dieng (bad pass; steal by Á. Abrines),17,10
57,1,4:21.0,K. Singler makes 2-pt jump shot from 15 ft (assist by S. Christon),,19,10
58,1,4:03.0,,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),19,12
59,1,3:50.0,D. Sabonis misses 2-pt jump shot from 15 ft,,19,12
60,1,3:49.0,Offensive rebound by S. Adams,,19,12
61,1,3:41.0,K. Singler makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,22,12
62,1,3:25.0,,G. Dieng misses 2-pt jump shot from 19 ft,22,12
63,1,3:23.0,Defensive rebound by D. Sabonis,,22,12
64,1,3:15.0,S. Christon misses 2-pt layup from 1 ft,,22,12
65,1,3:14.0,Offensive rebound by S. Christon,,22,12
66,1,3:11.0,D. Sabonis misses 3-pt jump shot from 24 ft,,22,12
67,1,3:10.0,,Defensive rebound by R. Rubio,22,12
68,1,3:00.0,,R. Rubio misses 2-pt jump shot from 20 ft,22,12
69,1,2:58.0,Defensive rebound by D. Sabonis,,22,12
70,1,2:52.0,Turnover by D. Sabonis (bad pass; steal by G. Dieng),,22,12
71,1,2:44.0,,Turnover by R. Rubio (bad pass; steal by S. Adams),22,12
72,1,2:37.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by S. Christon),,25,12
73,1,2:14.0,,A. Wiggins misses 2-pt jump shot from 19 ft,25,12
74,1,2:13.0,Defensive rebound by S. Christon,,25,12
75,1,1:53.0,K. Singler misses 3-pt jump shot from 25 ft,,25,12
76,1,1:51.0,Offensive rebound by Team,,25,12
77,1,1:51.0,Oklahoma City full timeout,,25,12
78,1,1:51.0,,K. Dunn enters the game for R. Rubio,25,12
79,1,1:51.0,,S. Muhammad enters the game for B. Rush,25,12
80,1,1:51.0,E. Freedom enters the game for D. Sabonis,,25,12
81,1,1:51.0,N. Cole enters the game for S. Adams,,25,12
82,1,1:51.0,J. Grant enters the game for S. Christon,,25,12
83,1,1:42.0,Shooting foul by G. Dieng (drawn by E. Freedom),,25,12
84,1,1:42.0,E. Freedom misses free throw 1 of 2,,25,12
85,1,1:42.0,Offensive rebound by Team,,25,12
86,1,1:42.0,E. Freedom makes free throw 2 of 2,,26,12
87,1,1:29.0,,A. Wiggins misses 2-pt jump shot from 5 ft,26,12
88,1,1:28.0,Defensive rebound by J. Grant,,26,12
89,1,1:22.0,K. Singler makes 2-pt layup at rim (assist by J. Grant),,28,12
90,1,1:10.0,,S. Muhammad makes 2-pt layup at rim (assist by O. Casspi),28,14
91,1,1:10.0,,Shooting foul by J. Grant (drawn by S. Muhammad),28,14
92,1,1:10.0,,S. Muhammad makes free throw 1 of 1,28,15
93,1,0:54.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by E. Freedom),,31,15
94,1,0:39.0,,A. Wiggins misses 2-pt layup from 3 ft (block by Á. Abrines),31,15
95,1,0:36.0,,Offensive rebound by A. Wiggins,31,15
96,1,0:32.0,,A. Wiggins misses 3-pt jump shot from 24 ft,31,15
97,1,0:30.0,Defensive rebound by E. Freedom,,31,15
98,1,0:20.0,Shooting foul by G. Dieng (drawn by K. Singler),,31,15
99,1,0:20.0,K. Singler makes free throw 1 of 2,,32,15
100,1,0:20.0,K. Singler makes free throw 2 of 2,,33,15
101,1,0:04.0,,Personal foul by K. Singler (drawn by A. Wiggins),33,15
102,1,0:04.0,,A. Wiggins misses free throw 1 of 2,33,15
103,1,0:04.0,,Offensive rebound by Team,33,15
104,1,0:04.0,,A. Wiggins makes free throw 2 of 2,33,16
105,1,0:00.0,N. Cole misses 3-pt jump shot from 26 ft,,33,16
106,1,0:00.0,Offensive rebound by Team,,33,16
107,2,11:46.0,,K. Towns misses 3-pt jump shot from 23 ft,33,16
108,2,11:44.0,Defensive rebound by V. Oladipo,,33,16
109,2,11:39.0,Shooting foul by K. Dunn (drawn by E. Freedom),,33,16
110,2,11:39.0,E. Freedom makes free throw 1 of 2,,34,16
111,2,11:39.0,E. Freedom misses free throw 2 of 2,,34,16
112,2,11:38.0,,Defensive rebound by T. Jones,34,16
113,2,11:32.0,Offensive charge foul by S. Muhammad (drawn by V. Oladipo),,34,16
114,2,11:32.0,,Turnover by S. Muhammad (offensive foul),34,16
115,2,11:21.0,E. Freedom misses 2-pt layup from 2 ft,,34,16
116,2,11:19.0,,Defensive rebound by T. Jones,34,16
117,2,11:12.0,,O. Casspi misses 2-pt jump shot from 4 ft,34,16
118,2,11:11.0,Defensive rebound by J. Grant,,34,16
119,2,11:04.0,V. Oladipo makes 2-pt layup from 1 ft,,36,16
120,2,10:49.0,,Personal foul by N. Cole (drawn by T. Jones),36,16
121,2,10:45.0,,S. Muhammad misses 2-pt jump shot from 4 ft,36,16
122,2,10:44.0,Defensive rebound by J. Grant,,36,16
123,2,10:36.0,J. Grant makes 2-pt dunk at rim (assist by V. Oladipo),,38,16
124,2,10:27.0,,Minnesota full timeout,38,16
125,2,10:27.0,S. Christon enters the game for Á. Abrines,,38,16
126,2,10:11.0,,S. Muhammad makes 2-pt jump shot from 8 ft,38,18
127,2,9:57.0,E. Freedom makes 2-pt layup at rim (assist by N. Cole),,40,18
128,2,9:47.0,,K. Towns makes 2-pt dunk at rim (assist by T. Jones),40,20
129,2,9:47.0,,Shooting foul by J. Grant (drawn by K. Towns),40,20
130,2,9:47.0,,K. Towns makes free throw 1 of 1,40,21
131,2,9:35.0,N. Cole misses 2-pt jump shot from 13 ft,,40,21
132,2,9:33.0,,Defensive rebound by O. Casspi,40,21
133,2,9:27.0,,K. Dunn misses 2-pt jump shot from 13 ft,40,21
134,2,9:26.0,Defensive rebound by Team,,40,21
135,2,9:15.0,Turnover by V. Oladipo (lost ball; steal by K. Dunn),,40,21
136,2,9:11.0,,K. Dunn makes 2-pt layup at rim (assist by K. Towns),40,23
