,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
0,1,11:41.0,,D. Howard makes 2-pt dunk at rim,0,2
1,1,11:24.0,M. Williams misses 3-pt jump shot from 24 ft,,0,2
2,1,11:23.0,,Defensive rebound by D. Howard,0,2
3,1,11:07.0,,P. Millsap makes 2-pt jump shot from 10 ft,0,4
4,1,10:53.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by N. Batum),,2,4
5,1,10:33.0,,T. Prince misses 3-pt jump shot from 23 ft,2,4
6,1,10:32.0,,Offensive rebound by D. Howard,2,4
7,1,10:32.0,,D. Howard makes 2-pt layup from 1 ft,2,6
8,1,10:32.0,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Howard),2,6
9,1,10:32.0,,D. Howard misses free throw 1 of 1,2,6
10,1,10:31.0,Defensive rebound by M. Williams,,2,6
11,1,10:20.0,N. Batum misses 2-pt jump shot from 22 ft,,2,6
12,1,10:19.0,,Defensive rebound by D. Howard,2,6
13,1,10:08.0,,Offensive foul by D. Howard (drawn by B. Roberts),2,6
14,1,10:08.0,,Turnover by D. Howard (offensive foul),2,6
15,1,9:58.0,C. Zeller makes 2-pt jump shot from 10 ft (assist by N. Batum),,4,6
16,1,9:49.0,,Shooting foul by C. Zeller (drawn by D. Howard),4,6
17,1,9:49.0,,D. Howard makes free throw 1 of 2,4,7
18,1,9:49.0,,D. Howard makes free throw 2 of 2,4,8
19,1,9:28.0,M. Williams makes 2-pt jump shot from 12 ft (assist by N. Batum),,6,8
20,1,9:15.0,,T. Prince misses 2-pt layup from 1 ft,6,8
21,1,9:13.0,Defensive rebound by B. Roberts,,6,8
22,1,9:03.0,M. Williams misses 3-pt jump shot from 23 ft,,6,8
23,1,9:01.0,,Defensive rebound by T. Hardaway,6,8
24,1,8:55.0,,D. Schröder misses 2-pt layup from 1 ft,6,8
25,1,8:52.0,Defensive rebound by B. Roberts,,6,8
26,1,8:47.0,B. Roberts makes 2-pt jump shot from 21 ft,,8,8
27,1,8:31.0,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Howard),8,8
28,1,8:31.0,,D. Howard makes free throw 1 of 2,8,9
29,1,8:31.0,,D. Howard makes free throw 2 of 2,8,10
30,1,8:21.0,Personal foul by T. Prince (drawn by N. Batum),,8,10
31,1,8:11.0,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft (assist by N. Batum),,10,10
32,1,8:00.0,,Turnover by T. Hardaway (bad pass; steal by M. Williams),10,10
33,1,7:57.0,Shooting foul by T. Hardaway (drawn by M. Kidd-Gilchrist),,10,10
