,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,GOLDEN STATE_ACTION,MEMPHIS_SCORE,GOLDEN STATE_SCORE
33,1,7:35.0,Defensive rebound by M. Gasol,,8,11
34,1,7:11.0,J. Green misses 3-pt jump shot from 26 ft,,8,11
35,1,7:11.0,,Defensive rebound by Z. Pachulia,8,11
36,1,7:01.0,,D. Green misses 3-pt jump shot from 27 ft,8,11
37,1,7:00.0,Defensive rebound by T. Allen,,8,11
38,1,6:39.0,C. Parsons misses 2-pt jump shot from 19 ft,,8,11
39,1,6:39.0,,Defensive rebound by K. Durant,8,11
40,1,6:33.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),8,14
41,1,6:21.0,Memphis full timeout,,8,14
42,1,6:21.0,J. Ennis enters the game for C. Parsons,,8,14
43,1,6:13.0,T. Allen misses 2-pt jump shot from 3 ft,,8,14
44,1,6:12.0,Offensive rebound by T. Allen,,8,14
45,1,6:11.0,T. Allen misses 2-pt layup from 3 ft,,8,14
46,1,6:09.0,,Defensive rebound by K. Durant,8,14
47,1,6:01.0,,Z. Pachulia misses 2-pt jump shot from 11 ft,8,14
48,1,6:01.0,Defensive rebound by Team,,8,14
49,1,6:01.0,,Loose ball foul by Z. Pachulia (drawn by T. Allen),8,14
50,1,5:44.0,J. Ennis misses 3-pt jump shot from 26 ft,,8,14
51,1,5:43.0,,Defensive rebound by Z. Pachulia,8,14
52,1,5:35.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),8,16
53,1,5:35.0,,Shooting foul by M. Gasol (drawn by S. Curry),8,16
54,1,5:35.0,,S. Curry makes free throw 1 of 1,8,17
55,1,5:25.0,Z. Randolph enters the game for J. Green,,8,17
56,1,5:15.0,M. Conley makes 2-pt jump shot from 19 ft,,10,17
57,1,4:56.0,,K. Durant makes 2-pt jump shot from 4 ft (assist by S. Curry),10,19
58,1,4:46.0,,Violation by D. Green (kicked ball),10,19
59,1,4:46.0,,A. Iguodala enters the game for K. Durant,10,19
60,1,4:38.0,Personal foul by K. Thompson (drawn by M. Conley),,10,19
61,1,4:38.0,M. Conley makes free throw 1 of 2,,11,19
62,1,4:38.0,M. Conley misses free throw 2 of 2,,11,19
63,1,4:36.0,,Defensive rebound by S. Curry,11,19
64,1,4:28.0,,S. Curry makes 2-pt layup from 2 ft,11,21
65,1,4:07.0,J. Ennis misses 2-pt layup from 3 ft,,11,21
66,1,4:06.0,,Defensive rebound by D. Green,11,21
67,1,3:55.0,,K. Thompson misses 2-pt jump shot from 11 ft,11,21
68,1,3:54.0,Defensive rebound by T. Allen,,11,21
69,1,3:43.0,Shooting foul by Z. Pachulia (drawn by M. Gasol),,11,21
70,1,3:43.0,M. Gasol makes free throw 1 of 2,,12,21
71,1,3:43.0,M. Gasol makes free throw 2 of 2,,13,21
72,1,3:33.0,,S. Curry makes 2-pt layup from 3 ft,13,23
73,1,3:18.0,M. Conley makes 3-pt jump shot from 25 ft,,16,23
74,1,3:02.0,,K. Thompson makes 2-pt layup from 3 ft (assist by Z. Pachulia),16,25
75,1,2:58.0,Memphis full timeout,,16,25
76,1,2:58.0,,Golden State full timeout,16,25
77,1,2:58.0,V. Carter enters the game for T. Allen,,16,25
78,1,2:58.0,A. Harrison enters the game for M. Conley,,16,25
79,1,2:58.0,,J. McGee enters the game for Z. Pachulia,16,25
80,1,2:58.0,,P. McCaw enters the game for K. Thompson,16,25
81,1,2:49.0,V. Carter makes 3-pt jump shot from 26 ft (assist by M. Gasol),,19,25
82,1,2:34.0,,Personal foul by V. Carter (drawn by S. Curry),19,25
83,1,2:34.0,J. Green enters the game for M. Gasol,,19,25
84,1,2:27.0,,Shooting foul by J. Green (drawn by D. Green),19,25
85,1,2:27.0,,D. Green misses free throw 1 of 2,19,25
86,1,2:27.0,,Offensive rebound by Team,19,25
87,1,2:27.0,,D. Green makes free throw 2 of 2,19,26
88,1,2:13.0,Z. Randolph misses 2-pt jump shot from 17 ft,,19,26
89,1,2:13.0,,Defensive rebound by D. Green,19,26
90,1,2:04.0,,S. Curry misses 2-pt jump shot from 14 ft,19,26
91,1,2:03.0,Defensive rebound by V. Carter,,19,26
92,1,1:55.0,Personal foul by P. McCaw (drawn by A. Harrison),,19,26
93,1,1:46.0,V. Carter misses 2-pt jump shot from 21 ft,,19,26
94,1,1:46.0,Offensive rebound by A. Harrison,,19,26
95,1,1:41.0,Shooting foul by D. Green (drawn by J. Green),,19,26
96,1,1:41.0,J. Green misses free throw 1 of 3,,19,26
97,1,1:41.0,Offensive rebound by Team,,19,26
98,1,1:41.0,J. Green misses free throw 2 of 3,,19,26
99,1,1:41.0,Offensive rebound by Team,,19,26
100,1,1:41.0,,K. Durant enters the game for D. Green,19,26
101,1,1:41.0,J. Green makes free throw 3 of 3,,20,26
102,1,1:27.0,,S. Curry makes 3-pt jump shot from 26 ft,20,29
103,1,1:05.0,Z. Randolph makes 2-pt layup from 3 ft,,22,29
104,1,0:55.0,,Turnover by K. Durant (bad pass; steal by J. Green),22,29
105,1,0:43.0,Z. Randolph makes 3-pt jump shot from 24 ft (assist by J. Ennis),,25,29
106,1,0:37.0,,Shooting foul by A. Harrison (drawn by S. Curry),25,29
107,1,0:37.0,,S. Curry makes free throw 1 of 3,25,30
108,1,0:37.0,,S. Curry makes free throw 2 of 3,25,31
109,1,0:37.0,,D. West enters the game for J. McGee,25,31
110,1,0:37.0,,S. Curry makes free throw 3 of 3,25,32
111,1,0:31.0,A. Harrison makes 2-pt jump shot from 5 ft,,27,32
112,1,0:15.0,,P. McCaw misses 3-pt jump shot from 23 ft,27,32
113,1,0:14.0,,Offensive rebound by A. Iguodala,27,32
114,1,0:01.0,,K. Durant makes 2-pt jump shot from 23 ft,27,34
115,2,11:47.0,V. Carter misses 2-pt jump shot from 4 ft,,27,34
116,2,11:45.0,,Defensive rebound by D. West,27,34
117,2,11:29.0,,K. Thompson misses 2-pt jump shot from 9 ft,27,34
118,2,11:28.0,Defensive rebound by Team,,27,34
119,2,11:18.0,V. Carter misses 3-pt jump shot from 30 ft,,27,34
120,2,11:17.0,,Defensive rebound by K. Thompson,27,34
121,2,11:08.0,,K. Durant misses 2-pt layup from 3 ft,27,34
122,2,11:07.0,Defensive rebound by J. Ennis,,27,34
123,2,10:47.0,Turnover by A. Harrison (bad pass; steal by D. West),,27,34
124,2,10:37.0,,S. Livingston makes 2-pt jump shot from 15 ft,27,36
125,2,10:22.0,Turnover by Z. Randolph (lost ball; steal by D. West),,27,36
126,2,10:16.0,C. Parsons enters the game for J. Ennis,,27,36
127,2,10:12.0,,K. Thompson makes 2-pt layup from 3 ft (assist by D. West),27,38
128,2,10:12.0,,Shooting foul by A. Harrison (drawn by K. Thompson),27,38
129,2,10:12.0,T. Allen enters the game for A. Harrison,,27,38
130,2,10:12.0,,K. Thompson makes free throw 1 of 1,27,39
131,2,9:55.0,Turnover by J. Green (bad pass; steal by S. Livingston),,27,39
132,2,9:53.0,,Turnover by S. Livingston (lost ball; steal by T. Allen),27,39
133,2,9:53.0,Personal foul by S. Livingston (drawn by T. Allen),,27,39
134,2,9:45.0,V. Carter misses 3-pt jump shot from 27 ft,,27,39
135,2,9:44.0,,Defensive rebound by S. Livingston,27,39
136,2,9:41.0,,Personal foul by J. Green (drawn by K. Durant),27,39
137,2,9:32.0,,K. Durant misses 2-pt hook shot from 7 ft,27,39
138,2,9:31.0,,Offensive rebound by K. Durant,27,39
139,2,9:20.0,,Personal foul by V. Carter (drawn by K. Durant),27,39
140,2,9:20.0,Violation by J. Green (kicked ball),,27,39
141,2,9:11.0,,K. Thompson makes 2-pt jump shot from 7 ft (assist by D. West),27,41
142,2,8:54.0,Z. Randolph makes 2-pt jump shot from 9 ft,,29,41
143,2,8:37.0,,K. Thompson misses 2-pt jump shot from 22 ft,29,41
144,2,8:36.0,Defensive rebound by Z. Randolph,,29,41
145,2,8:17.0,C. Parsons makes 2-pt layup from 2 ft (assist by Z. Randolph),,31,41
146,2,8:11.0,,Golden State full timeout,31,41
147,2,8:11.0,,I. Clark enters the game for A. Iguodala,31,41
148,2,8:04.0,,K. Durant makes 2-pt layup from 2 ft,31,43
149,2,7:50.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by V. Carter),,33,43
150,2,7:25.0,,S. Livingston makes 2-pt jump shot from 13 ft (assist by D. West),33,45
151,2,7:05.0,T. Allen misses 2-pt jump shot from 4 ft (block by K. Durant),,33,45
152,2,7:05.0,Offensive rebound by Team,,33,45
153,2,7:05.0,M. Conley enters the game for V. Carter,,33,45
154,2,7:05.0,M. Gasol enters the game for J. Green,,33,45
155,2,7:02.0,M. Conley misses 2-pt jump shot from 14 ft,,33,45
156,2,7:01.0,,Defensive rebound by K. Durant,33,45
157,2,6:57.0,,K. Durant makes 2-pt jump shot from 6 ft,33,47
158,2,6:57.0,,Shooting foul by C. Parsons (drawn by K. Durant),33,47
159,2,6:57.0,,Z. Pachulia enters the game for D. West,33,47
160,2,6:57.0,,D. Green enters the game for K. Thompson,33,47
161,2,6:57.0,,K. Durant makes free throw 1 of 1,33,48
162,2,6:45.0,Z. Randolph makes 2-pt hook shot from 5 ft (assist by M. Gasol),,35,48
163,2,6:31.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),35,50
164,2,6:15.0,C. Parsons makes 3-pt jump shot from 26 ft,,38,50
165,2,6:00.0,,S. Curry enters the game for I. Clark,38,50
166,2,5:52.0,,D. Green makes 2-pt jump shot from 13 ft (assist by S. Livingston),38,52
167,2,5:39.0,Turnover by M. Conley (lost ball; steal by S. Curry),,38,52
168,2,5:32.0,,K. Durant misses 2-pt layup at rim,38,52
169,2,5:31.0,Defensive rebound by C. Parsons,,38,52
170,2,5:29.0,Personal foul by D. Green (drawn by M. Conley),,38,52
171,2,5:29.0,Official timeout,,38,52
172,2,5:29.0,M. Conley makes free throw 1 of 2,,39,52
173,2,5:29.0,V. Carter enters the game for Z. Randolph,,38,52
174,2,5:29.0,,A. Iguodala enters the game for K. Durant,38,52
175,2,5:29.0,M. Conley makes free throw 2 of 2,,40,52
176,2,5:13.0,,Turnover by S. Curry (bad pass; steal by M. Gasol),40,52
177,2,5:03.0,Personal foul by A. Iguodala (drawn by V. Carter),,40,52
178,2,4:49.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by M. Conley),,43,52
179,2,4:38.0,,Shooting foul by V. Carter (drawn by Z. Pachulia),43,52
180,2,4:38.0,,Z. Pachulia makes free throw 1 of 2,43,53
181,2,4:38.0,,Z. Pachulia makes free throw 2 of 2,43,54
182,2,4:23.0,M. Conley misses 3-pt jump shot from 28 ft,,43,54
183,2,4:22.0,,Defensive rebound by D. Green,43,54
184,2,4:17.0,,Turnover by D. Green (lost ball; steal by C. Parsons),43,54
185,2,4:12.0,C. Parsons makes 2-pt layup from 2 ft (assist by T. Allen),,45,54
186,2,3:53.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by S. Livingston),45,56
187,2,3:39.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,47,56
188,2,3:28.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),47,58
189,2,3:14.0,C. Parsons misses 3-pt jump shot from 27 ft,,47,58
190,2,3:13.0,,Defensive rebound by Z. Pachulia,47,58
191,2,2:58.0,,S. Curry misses 3-pt jump shot from 25 ft,47,58
192,2,2:58.0,Defensive rebound by M. Conley,,47,58
193,2,2:48.0,M. Conley makes 2-pt layup from 2 ft,,49,58
194,2,2:42.0,,Golden State full timeout,49,58
195,2,2:42.0,Memphis full timeout,,49,58
196,2,2:42.0,J. Ennis enters the game for V. Carter,,49,58
197,2,2:42.0,,K. Durant enters the game for Z. Pachulia,49,58
198,2,2:42.0,,K. Thompson enters the game for S. Livingston,49,58
199,2,2:34.0,,A. Iguodala misses 2-pt layup from 1 ft,49,58
200,2,2:34.0,Defensive rebound by M. Gasol,,49,58
201,2,2:19.0,T. Allen misses 2-pt layup from 2 ft (block by K. Durant),,49,58
202,2,2:17.0,Offensive rebound by T. Allen,,49,58
203,2,2:14.0,T. Allen misses 2-pt jump shot from 4 ft,,49,58
204,2,2:14.0,,Defensive rebound by K. Durant,49,58
205,2,2:10.0,,K. Durant makes 2-pt jump shot from 11 ft,49,60
206,2,1:49.0,M. Gasol misses 2-pt jump shot from 10 ft,,49,60
207,2,1:47.0,Offensive rebound by T. Allen,,49,60
208,2,1:44.0,T. Allen misses 2-pt layup from 2 ft,,49,60
209,2,1:43.0,,Defensive rebound by A. Iguodala,49,60
210,2,1:39.0,,K. Durant misses 3-pt jump shot from 27 ft,49,60
211,2,1:38.0,Defensive rebound by M. Gasol,,49,60
212,2,1:25.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by M. Conley),,52,60
213,2,1:10.0,,Turnover by S. Curry (bad pass),52,60
214,2,0:57.0,M. Gasol misses 2-pt jump shot from 8 ft,,52,60
215,2,0:55.0,,Defensive rebound by K. Durant,52,60
216,2,0:49.0,,Shooting foul by J. Ennis (drawn by K. Durant),52,60
217,2,0:49.0,,K. Durant makes free throw 1 of 2,52,61
218,2,0:49.0,V. Carter enters the game for T. Allen,,52,61
219,2,0:49.0,,Z. Pachulia enters the game for D. Green,52,61
220,2,0:49.0,,K. Durant makes free throw 2 of 2,52,62
221,2,0:43.0,,Violation by K. Durant (def goaltending),52,62
222,2,0:43.0,M. Conley makes 2-pt jump shot from 6 ft,,54,62
223,2,0:43.0,Shooting foul by S. Curry (drawn by M. Conley),,54,62
224,2,0:43.0,,D. Green enters the game for Z. Pachulia,54,62
225,2,0:43.0,T. Allen enters the game for V. Carter,,54,62
226,2,0:43.0,M. Conley makes free throw 1 of 1,,55,62
227,2,0:34.0,,Shooting foul by T. Allen (drawn by D. Green),55,62
228,2,0:34.0,,D. Green makes free throw 1 of 2,55,63
229,2,0:34.0,V. Carter enters the game for T. Allen,,55,63
230,2,0:34.0,,D. Green makes free throw 2 of 2,55,64
231,2,0:15.0,M. Gasol misses 2-pt layup from 2 ft,,55,64
232,2,0:14.0,,Defensive rebound by K. Durant,55,64
233,2,0:01.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),55,67
234,3,11:41.0,J. Ennis misses 2-pt jump shot from 17 ft,,55,67
235,3,11:41.0,,Defensive rebound by K. Thompson,55,67
236,3,11:20.0,,Turnover by D. Green (bad pass; steal by T. Allen),55,67
237,3,11:13.0,T. Allen makes 2-pt layup from 2 ft,,57,67
238,3,11:00.0,,S. Curry misses 2-pt jump shot from 17 ft,57,67
239,3,10:59.0,Defensive rebound by J. Ennis,,57,67
240,3,10:46.0,M. Conley misses 3-pt jump shot from 26 ft,,57,67
241,3,10:46.0,Offensive rebound by J. Green,,57,67
242,3,10:44.0,J. Ennis makes 2-pt layup from 2 ft (assist by J. Green),,59,67
243,3,10:22.0,,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by S. Curry),59,69
244,3,10:07.0,J. Ennis misses 3-pt jump shot from 28 ft,,59,69
245,3,10:07.0,,Defensive rebound by D. Green,59,69
246,3,10:04.0,,Shooting foul by J. Ennis (drawn by K. Durant),59,69
247,3,10:04.0,,K. Durant makes free throw 1 of 2,59,70
248,3,10:04.0,,K. Durant makes free throw 2 of 2,59,71
249,3,9:42.0,J. Green misses 2-pt jump shot from 4 ft (block by K. Durant),,59,71
250,3,9:41.0,Offensive rebound by J. Ennis,,59,71
251,3,9:39.0,Turnover by J. Ennis (bad pass; steal by D. Green),,59,71
252,3,9:23.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),59,74
253,3,9:05.0,J. Green makes 3-pt jump shot from 24 ft (assist by M. Conley),,62,74
254,3,8:47.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),62,76
255,3,8:23.0,M. Conley misses 3-pt jump shot from 23 ft,,62,76
256,3,8:18.0,,Defensive rebound by K. Durant,62,76
257,3,8:06.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),62,79
258,3,8:04.0,Memphis full timeout,,62,79
259,3,7:53.0,Turnover by J. Ennis (bad pass; steal by D. Green),,62,79
260,3,7:53.0,,Personal foul by J. Ennis (drawn by D. Green),62,79
261,3,7:34.0,,Turnover by S. Curry (lost ball; steal by J. Ennis),62,79
262,3,7:27.0,T. Allen makes 2-pt layup from 2 ft (assist by J. Green),,64,79
263,3,7:08.0,,K. Durant makes 2-pt jump shot from 10 ft,64,81
264,3,6:50.0,M. Gasol misses 2-pt jump shot from 13 ft,,64,81
265,3,6:49.0,,Defensive rebound by K. Durant,64,81
266,3,6:34.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),64,84
267,3,6:33.0,Memphis full timeout,,64,84
268,3,6:33.0,V. Carter enters the game for J. Green,,64,84
269,3,6:33.0,Z. Randolph enters the game for J. Ennis,,64,84
270,3,6:17.0,T. Allen misses 2-pt jump shot from 21 ft,,64,84
271,3,6:16.0,,Defensive rebound by K. Durant,64,84
272,3,6:02.0,,K. Thompson misses 3-pt jump shot from 26 ft,64,84
273,3,6:02.0,Defensive rebound by Team,,64,84
274,3,6:02.0,,Loose ball foul by D. Green (drawn by M. Conley),64,84
275,3,5:48.0,V. Carter misses 3-pt jump shot from 25 ft,,64,84
276,3,5:47.0,,Defensive rebound by Z. Pachulia,64,84
277,3,5:30.0,,K. Thompson misses 3-pt jump shot from 23 ft,64,84
278,3,5:30.0,Defensive rebound by M. Gasol,,64,84
279,3,5:22.0,M. Gasol misses 3-pt jump shot from 29 ft,,64,84
280,3,5:22.0,,Defensive rebound by S. Curry,64,84
281,3,5:16.0,,Shooting foul by V. Carter (drawn by S. Curry),64,84
282,3,5:16.0,,S. Curry makes 3-pt jump shot from 26 ft,64,87
283,3,5:16.0,,S. Curry makes free throw 1 of 1,64,88
284,3,5:08.0,Personal foul by Z. Pachulia (drawn by M. Gasol),,64,88
285,3,5:01.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),,66,88
286,3,4:52.0,,S. Curry makes 2-pt layup from 1 ft,66,90
287,3,4:36.0,M. Gasol makes 2-pt layup from 1 ft,,68,90
288,3,4:28.0,,S. Curry misses 3-pt jump shot from 29 ft,68,90
289,3,4:28.0,Defensive rebound by V. Carter,,68,90
290,3,4:21.0,Z. Randolph makes 2-pt jump shot from 4 ft (assist by M. Conley),,70,90
291,3,4:03.0,,Shooting foul by V. Carter (drawn by K. Durant),70,90
292,3,4:03.0,,K. Durant misses free throw 1 of 3,70,90
293,3,4:03.0,,Offensive rebound by Team,70,90
294,3,4:03.0,,K. Durant makes free throw 2 of 3,70,91
295,3,4:03.0,T. Daniels enters the game for V. Carter,,70,90
296,3,4:03.0,,I. Clark enters the game for K. Thompson,70,91
297,3,4:03.0,,K. Durant makes free throw 3 of 3,70,92
298,3,3:42.0,T. Allen misses 3-pt jump shot from 25 ft,,70,92
299,3,3:41.0,Offensive rebound by M. Gasol,,70,92
300,3,3:39.0,M. Gasol makes 2-pt hook shot from 4 ft,,72,92
301,3,3:39.0,,Golden State full timeout,72,92
302,3,3:39.0,,J. McGee enters the game for K. Durant,72,92
303,3,3:39.0,,A. Iguodala enters the game for Z. Pachulia,72,92
304,3,3:19.0,,J. McGee makes 2-pt dunk at rim (assist by S. Curry),72,94
305,3,2:55.0,M. Conley misses 2-pt jump shot from 10 ft,,72,94
306,3,2:55.0,,Defensive rebound by D. Green,72,94
307,3,2:50.0,,S. Curry misses 2-pt layup from 1 ft,72,94
308,3,2:50.0,Defensive rebound by Z. Randolph,,72,94
309,3,2:30.0,M. Conley misses 2-pt layup from 2 ft (block by S. Curry),,72,94
310,3,2:28.0,Offensive rebound by Z. Randolph,,72,94
311,3,2:25.0,M. Conley makes 2-pt layup from 2 ft (assist by Z. Randolph),,74,94
312,3,2:05.0,,J. McGee makes 2-pt jump shot from 6 ft (assist by S. Curry),74,96
313,3,1:44.0,Turnover by T. Daniels (bad pass),,74,96
314,3,1:44.0,J. Martin enters the game for M. Gasol,,74,96
315,3,1:23.0,,Turnover by D. Green (bad pass; steal by T. Allen),74,96
316,3,1:18.0,T. Allen misses 2-pt layup from 2 ft,,74,96
317,3,1:18.0,Offensive rebound by Team,,74,96
318,3,1:18.0,Turnover by T. Allen (traveling),,74,96
319,3,1:00.0,,I. Clark misses 3-pt jump shot from 27 ft,74,96
320,3,1:00.0,Defensive rebound by J. Martin,,74,96
321,3,0:47.0,M. Conley makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,77,96
322,3,0:31.0,Offensive charge foul by J. McGee (drawn by T. Daniels),,77,96
323,3,0:31.0,,Turnover by J. McGee (offensive foul),77,96
324,3,0:31.0,,K. Durant enters the game for D. Green,77,96
325,3,0:31.0,,D. West enters the game for J. McGee,77,96
326,3,0:14.0,Z. Randolph misses 2-pt hook shot from 8 ft,,77,96
327,3,0:14.0,Offensive rebound by Z. Randolph,,77,96
328,3,0:14.0,Z. Randolph makes 2-pt layup from 8 ft,,79,96
329,3,0:04.0,,S. Curry makes 2-pt jump shot from 13 ft,79,98
330,4,11:49.0,,Personal foul by Z. Randolph (drawn by D. West),79,98
331,4,11:39.0,,A. Iguodala misses 3-pt jump shot from 25 ft,79,98
332,4,11:38.0,Defensive rebound by J. Ennis,,79,98
333,4,11:22.0,T. Daniels makes 3-pt jump shot from 27 ft,,82,98
334,4,11:10.0,,Personal foul by J. Martin (drawn by D. West),82,98
335,4,11:01.0,,Turnover by K. Durant (lost ball; steal by J. Ennis),82,98
336,4,10:55.0,J. Ennis makes 2-pt dunk at rim,,84,98
337,4,10:40.0,,S. Livingston misses 2-pt jump shot from 17 ft,84,98
338,4,10:39.0,Defensive rebound by J. Martin,,84,98
339,4,10:23.0,Z. Randolph misses 2-pt jump shot from 18 ft,,84,98
340,4,10:22.0,Offensive rebound by Team,,84,98
341,4,10:19.0,Shooting foul by D. West (drawn by Z. Randolph),,84,98
342,4,10:19.0,Z. Randolph makes free throw 1 of 2,,85,98
343,4,10:19.0,Z. Randolph makes free throw 2 of 2,,86,98
344,4,10:10.0,,Turnover by S. Livingston (bad pass; steal by T. Allen),86,98
345,4,9:54.0,Z. Randolph misses 2-pt jump shot from 7 ft,,86,98
346,4,9:54.0,,Defensive rebound by S. Livingston,86,98
347,4,9:46.0,,D. West misses 2-pt jump shot from 22 ft,86,98
348,4,9:46.0,,Offensive rebound by K. Durant,86,98
349,4,9:46.0,,Shooting foul by T. Allen (drawn by K. Durant),86,98
350,4,9:46.0,,K. Durant makes free throw 1 of 2,86,99
351,4,9:46.0,,K. Durant makes free throw 2 of 2,86,100
352,4,9:26.0,J. Ennis misses 2-pt jump shot from 17 ft,,86,100
353,4,9:25.0,,Defensive rebound by K. Durant,86,100
354,4,9:19.0,,Shooting block foul by J. Ennis (drawn by K. Durant),86,100
355,4,9:19.0,,K. Durant makes free throw 1 of 2,86,101
356,4,9:19.0,,K. Durant makes free throw 2 of 2,86,102
357,4,9:03.0,T. Daniels misses 3-pt jump shot from 31 ft,,86,102
358,4,9:03.0,,Defensive rebound by D. West,86,102
359,4,8:50.0,,Turnover by S. Livingston (bad pass; steal by T. Allen),86,102
360,4,8:44.0,Personal foul by S. Livingston (drawn by T. Allen),,86,102
361,4,8:44.0,Official timeout,,86,102
362,4,8:44.0,V. Carter enters the game for J. Ennis,,86,102
363,4,8:44.0,M. Gasol enters the game for J. Martin,,86,102
364,4,8:44.0,,Z. Pachulia enters the game for A. Iguodala,86,102
365,4,8:33.0,T. Allen misses 2-pt layup from 3 ft (block by D. West),,86,102
366,4,8:32.0,,Defensive rebound by D. West,86,102
367,4,8:16.0,,Shooting foul by V. Carter (drawn by S. Livingston),86,102
368,4,8:16.0,,S. Livingston makes free throw 1 of 2,86,103
369,4,8:16.0,M. Conley enters the game for V. Carter,,86,102
370,4,8:16.0,,S. Livingston misses free throw 2 of 2,86,103
371,4,8:14.0,Defensive rebound by Z. Randolph,,86,103
372,4,7:53.0,M. Gasol misses 2-pt jump shot from 18 ft,,86,103
373,4,7:53.0,,Defensive rebound by D. West,86,103
374,4,7:47.0,,Shooting foul by Z. Randolph (drawn by D. West),86,103
375,4,7:47.0,,D. West misses free throw 1 of 2,86,103
376,4,7:47.0,,Offensive rebound by Team,86,103
377,4,7:47.0,,D. West makes free throw 2 of 2,86,104
378,4,7:26.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,89,104
379,4,7:13.0,,Turnover by K. Durant (bad pass; steal by T. Daniels),89,104
380,4,7:13.0,Personal foul by D. West (drawn by T. Daniels),,89,104
381,4,7:13.0,,S. Curry enters the game for K. Durant,89,104
382,4,7:13.0,,D. Green enters the game for D. West,89,104
383,4,6:58.0,M. Gasol makes 2-pt layup from 1 ft (assist by T. Daniels),,91,104
384,4,6:58.0,Shooting foul by D. Green (drawn by M. Gasol),,91,104
385,4,6:58.0,M. Gasol makes free throw 1 of 1,,92,104
386,4,6:47.0,,D. Green misses 2-pt layup from 3 ft,92,104
387,4,6:46.0,Defensive rebound by Team,,92,104
388,4,6:34.0,M. Conley misses 3-pt jump shot from 26 ft,,92,104
389,4,6:32.0,Offensive rebound by Z. Randolph,,92,104
