,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
31,1,8:08.0,,Golden State full timeout,11,6
32,1,7:52.0,,Turnover by Z. Pachulia (3 sec),11,6
33,1,7:43.0,Ö. Aşık misses 2-pt layup from 2 ft (block by D. Green),,11,6
34,1,7:42.0,Offensive rebound by B. Hield,,11,6
35,1,7:34.0,Ö. Aşık misses 2-pt layup from 2 ft,,11,6
36,1,7:33.0,,Defensive rebound by Z. Pachulia,11,6
37,1,7:29.0,,S. Curry makes 3-pt jump shot from 30 ft (assist by K. Durant),11,9
38,1,7:13.0,Shooting foul by S. Curry (drawn by A. Davis),,11,9
39,1,7:13.0,A. Davis makes free throw 1 of 2,,12,9
40,1,7:13.0,A. Davis makes free throw 2 of 2,,13,9
41,1,7:05.0,,S. Curry misses 3-pt jump shot from 28 ft,13,9
42,1,7:04.0,Defensive rebound by A. Davis,,13,9
43,1,6:47.0,B. Hield misses 3-pt jump shot from 25 ft,,13,9
44,1,6:47.0,Offensive rebound by B. Hield,,13,9
45,1,6:38.0,S. Hill misses 2-pt jump shot from 20 ft,,13,9
46,1,6:38.0,,Defensive rebound by K. Thompson,13,9
47,1,6:31.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),13,11
48,1,6:17.0,Turnover by S. Hill (bad pass),,13,11
49,1,6:10.0,,Turnover by K. Durant (bad pass),13,11
50,1,6:10.0,,K. Looney enters the game for Z. Pachulia,13,11
51,1,5:50.0,T. Frazier misses 2-pt jump shot from 16 ft,,13,11
52,1,5:50.0,Offensive rebound by Ö. Aşık,,13,11
53,1,5:47.0,Ö. Aşık misses 2-pt layup from 2 ft (block by D. Green),,13,11
54,1,5:45.0,Offensive rebound by Ö. Aşık,,13,11
55,1,5:42.0,B. Hield misses 3-pt jump shot from 25 ft,,13,11
56,1,5:42.0,,Defensive rebound by D. Green,13,11
57,1,5:35.0,,K. Thompson misses 3-pt jump shot from 25 ft,13,11
58,1,5:35.0,Defensive rebound by Team,,13,11
59,1,5:35.0,,Loose ball foul by K. Looney (drawn by Ö. Aşık),13,11
60,1,5:35.0,T. Jones enters the game for Ö. Aşık,,13,11
61,1,5:21.0,A. Davis makes 2-pt hook shot from 9 ft (assist by T. Frazier),,15,11
62,1,5:13.0,,Shooting foul by T. Jones (drawn by S. Curry),15,11
63,1,5:13.0,,S. Curry makes free throw 1 of 2,15,12
64,1,5:13.0,,S. Curry misses free throw 2 of 2,15,12
65,1,5:13.0,,A. Iguodala enters the game for K. Durant,15,12
66,1,5:11.0,Defensive rebound by S. Hill,,15,12
67,1,5:05.0,T. Frazier makes 2-pt layup from 2 ft (assist by S. Hill),,17,12
68,1,4:55.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),17,14
69,1,4:43.0,Turnover by T. Frazier (bad pass; steal by K. Thompson),,17,14
70,1,4:32.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),17,17
71,1,4:12.0,T. Jones makes 2-pt layup from 2 ft (assist by S. Hill),,19,17
72,1,4:01.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),19,19
73,1,3:54.0,,Violation by A. Iguodala (kicked ball),19,19
74,1,3:54.0,,I. Clark enters the game for K. Thompson,19,19
75,1,3:49.0,T. Frazier misses 2-pt jump shot from 12 ft,,19,19
76,1,3:48.0,,Defensive rebound by S. Curry,19,19
77,1,3:41.0,,Turnover by S. Curry (bad pass; steal by T. Jones),19,19
78,1,3:39.0,Turnover by T. Jones (bad pass; steal by S. Curry),,19,19
79,1,3:35.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by I. Clark),19,22
80,1,3:16.0,T. Jones makes 2-pt layup from 2 ft (assist by A. Davis),,21,22
81,1,3:01.0,,A. Iguodala misses 3-pt jump shot from 24 ft,21,22
82,1,3:00.0,Defensive rebound by T. Jones,,21,22
83,1,2:54.0,Turnover by T. Frazier (lost ball; steal by D. Green),,21,22
84,1,2:34.0,,K. Looney misses 2-pt jump shot from 19 ft,21,22
85,1,2:33.0,Defensive rebound by B. Hield,,21,22
86,1,2:28.0,Shooting foul by K. Looney (drawn by A. Davis),,21,22
87,1,2:28.0,A. Davis misses free throw 1 of 2,,21,22
88,1,2:28.0,Offensive rebound by Team,,21,22
89,1,2:28.0,D. Cunningham enters the game for S. Hill,,21,22
90,1,2:28.0,L. Galloway enters the game for T. Frazier,,21,22
91,1,2:28.0,A. Davis makes free throw 2 of 2,,22,22
92,1,2:07.0,,A. Iguodala misses 3-pt jump shot from 25 ft,22,22
93,1,2:07.0,,Offensive rebound by Team,22,22
94,1,2:07.0,Loose ball foul by D. Cunningham (drawn by K. Looney),,22,22
95,1,1:54.0,,S. Curry misses 2-pt jump shot from 23 ft,22,22
96,1,1:54.0,Defensive rebound by A. Davis,,22,22
97,1,1:46.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Cunningham),,24,22
98,1,1:25.0,,K. Looney makes 2-pt dunk at rim (assist by A. Iguodala),24,24
99,1,1:06.0,Offensive foul by T. Jones (drawn by D. Green),,24,24
100,1,1:06.0,Turnover by T. Jones (offensive foul),,24,24
101,1,1:06.0,,K. Durant enters the game for D. Green,24,24
102,1,1:06.0,,S. Livingston enters the game for S. Curry,24,24
103,1,0:54.0,,I. Clark makes 2-pt layup from 3 ft (assist by K. Durant),24,26
104,1,0:31.0,T. Jones misses 3-pt jump shot from 25 ft,,24,26
105,1,0:31.0,,Defensive rebound by A. Iguodala,24,26
106,1,0:25.0,,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),24,28
107,1,0:03.0,L. Galloway misses 2-pt jump shot from 22 ft,,24,28
108,1,0:03.0,,Defensive rebound by K. Durant,24,28
109,1,0:00.0,,I. Clark misses 3-pt jump shot from 51 ft,24,28
110,1,0:00.0,,Offensive rebound by Team,24,28
111,2,11:43.0,D. Cunningham makes 2-pt jump shot from 19 ft (assist by L. Galloway),,26,28
112,2,11:28.0,,K. Durant makes 2-pt jump shot from 14 ft,26,30
113,2,11:06.0,B. Hield makes 2-pt layup from 1 ft,,28,30
114,2,10:48.0,,D. West misses 2-pt jump shot from 18 ft,28,30
115,2,10:47.0,Defensive rebound by S. Hill,,28,30
116,2,10:40.0,S. Hill misses 2-pt layup from 2 ft,,28,30
117,2,10:39.0,,Defensive rebound by S. Livingston,28,30
118,2,10:29.0,,S. Livingston misses 2-pt jump shot from 15 ft,28,30
119,2,10:29.0,Defensive rebound by S. Hill,,28,30
120,2,10:18.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by L. Galloway),,30,30
121,2,10:08.0,,Turnover by K. Durant (bad pass),30,30
122,2,10:08.0,,K. Thompson enters the game for I. Clark,30,30
123,2,10:08.0,E. Moore enters the game for B. Hield,,30,30
124,2,9:49.0,Turnover by A. Ajinça (3 sec),,30,30
125,2,9:31.0,,Turnover by D. West (lost ball; steal by S. Hill),30,30
126,2,9:14.0,Turnover by S. Hill (bad pass; steal by A. Iguodala),,30,30
127,2,9:04.0,,K. Thompson misses 2-pt layup from 1 ft,30,30
128,2,9:02.0,,Offensive rebound by D. West,30,30
129,2,9:02.0,,D. West makes 2-pt layup from 1 ft,30,32
130,2,8:49.0,L. Galloway makes 2-pt jump shot from 19 ft,,32,32
131,2,8:37.0,,D. West makes 2-pt layup from 1 ft (assist by K. Durant),32,34
132,2,8:32.0,New Orleans full timeout,,32,34
133,2,8:24.0,Shooting foul by D. West (drawn by L. Galloway),,32,34
134,2,8:24.0,L. Galloway makes free throw 1 of 2,,33,34
135,2,8:24.0,L. Galloway makes free throw 2 of 2,,34,34
136,2,8:08.0,,A. Iguodala misses 3-pt jump shot from 26 ft,34,34
137,2,8:08.0,Defensive rebound by S. Hill,,34,34
138,2,8:01.0,L. Galloway misses 2-pt jump shot from 21 ft,,34,34
139,2,8:00.0,,Defensive rebound by D. West,34,34
140,2,7:45.0,,K. Durant misses 3-pt jump shot from 23 ft,34,34
141,2,7:45.0,Defensive rebound by A. Ajinça,,34,34
142,2,7:35.0,Shooting foul by S. Livingston (drawn by A. Ajinça),,34,34
143,2,7:35.0,A. Ajinça misses free throw 1 of 2,,34,34
144,2,7:35.0,Offensive rebound by Team,,34,34
145,2,7:35.0,A. Ajinça makes free throw 2 of 2,,35,34
146,2,7:17.0,,S. Livingston misses 2-pt jump shot from 14 ft,35,34
147,2,7:17.0,,Offensive rebound by D. West,35,34
148,2,7:11.0,,K. Thompson misses 3-pt jump shot from 26 ft,35,34
149,2,7:11.0,Defensive rebound by A. Ajinça,,35,34
150,2,6:58.0,E. Moore misses 2-pt jump shot from 11 ft,,35,34
151,2,6:57.0,,Defensive rebound by A. Iguodala,35,34
152,2,6:51.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by D. West),35,37
153,2,6:36.0,L. Galloway misses 2-pt jump shot from 19 ft,,35,37
154,2,6:36.0,,Defensive rebound by S. Livingston,35,37
155,2,6:25.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),35,39
156,2,6:14.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by S. Hill),,37,39
157,2,5:57.0,,Shooting foul by S. Hill (drawn by K. Durant),37,39
158,2,5:57.0,Official timeout,,37,39
159,2,5:57.0,,K. Durant makes free throw 1 of 2,37,40
160,2,5:57.0,A. Davis enters the game for A. Ajinça,,37,39
161,2,5:57.0,,S. Curry enters the game for A. Iguodala,37,39
162,2,5:57.0,,K. Durant makes free throw 2 of 2,37,41
163,2,5:49.0,Def 3 sec tech foul by D. West,,37,41
164,2,5:49.0,A. Davis makes technical free throw,,38,41
165,2,5:49.0,,D. Green enters the game for K. Durant,38,41
166,2,5:42.0,Turnover by L. Galloway (bad pass; steal by D. West),,38,41
167,2,5:34.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),38,44
168,2,5:17.0,A. Davis makes 2-pt hook shot from 11 ft (assist by L. Galloway),,40,44
169,2,5:05.0,,S. Curry makes 3-pt jump shot from 26 ft,40,47
170,2,4:56.0,Turnover by A. Davis (lost ball; steal by D. West),,40,47
171,2,4:45.0,,K. Thompson misses 3-pt jump shot from 23 ft,40,47
172,2,4:45.0,Defensive rebound by A. Davis,,40,47
173,2,4:28.0,E. Moore misses 2-pt hook shot from 8 ft,,40,47
174,2,4:28.0,,Defensive rebound by D. Green,40,47
175,2,4:20.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),40,50
176,2,4:14.0,New Orleans full timeout,,40,50
177,2,4:14.0,T. Frazier enters the game for S. Hill,,40,50
178,2,4:14.0,B. Hield enters the game for L. Galloway,,40,50
179,2,4:14.0,,K. Durant enters the game for D. West,40,50
180,2,4:14.0,,A. Iguodala enters the game for S. Livingston,40,50
181,2,4:01.0,D. Cunningham misses 3-pt jump shot from 24 ft,,40,50
182,2,4:00.0,,Defensive rebound by K. Thompson,40,50
183,2,3:54.0,,S. Curry makes 3-pt jump shot from 26 ft,40,53
184,2,3:29.0,Turnover by Team (shot clock),,40,53
185,2,3:14.0,,S. Curry misses 2-pt jump shot from 8 ft,40,53
186,2,3:13.0,,Offensive rebound by D. Green,40,53
187,2,3:06.0,,K. Durant makes 2-pt layup from 1 ft (assist by D. Green),40,55
188,2,2:56.0,A. Davis misses 2-pt jump shot from 6 ft (block by K. Durant),,40,55
189,2,2:54.0,,Defensive rebound by D. Green,40,55
190,2,2:48.0,,Personal foul by T. Frazier (drawn by S. Curry),40,55
191,2,2:33.0,,K. Thompson makes 2-pt jump shot from 10 ft,40,57
192,2,2:29.0,Turnover by A. Davis (bad pass; steal by K. Durant),,40,57
193,2,2:24.0,,Personal foul by B. Hield (drawn by K. Durant),40,57
194,2,2:24.0,,K. Durant makes free throw 1 of 2,40,58
195,2,2:24.0,,K. Durant makes free throw 2 of 2,40,59
196,2,2:12.0,B. Hield misses 3-pt jump shot from 26 ft,,40,59
197,2,2:11.0,,Defensive rebound by D. Green,40,59
198,2,2:00.0,,S. Curry makes 2-pt layup from 1 ft,40,61
199,2,1:51.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by T. Frazier),,43,61
200,2,1:37.0,,D. Green misses 2-pt jump shot from 4 ft (block by A. Davis),43,61
201,2,1:36.0,,Offensive rebound by S. Curry,43,61
202,2,1:35.0,,Personal foul by T. Frazier (drawn by S. Curry),43,61
203,2,1:35.0,L. Galloway enters the game for T. Frazier,,43,61
204,2,1:27.0,,Turnover by D. Green (bad pass),43,61
205,2,1:12.0,L. Galloway misses 3-pt jump shot from 24 ft,,43,61
206,2,1:12.0,Offensive rebound by E. Moore,,43,61
207,2,1:10.0,E. Moore makes 2-pt layup from 3 ft,,45,61
208,2,0:50.0,,Turnover by S. Curry (palming),45,61
209,2,0:38.0,E. Moore misses 2-pt jump shot from 13 ft,,45,61
210,2,0:37.0,,Defensive rebound by D. Green,45,61
211,2,0:29.0,,Turnover by S. Curry (bad pass; steal by L. Galloway),45,61
212,2,0:26.0,E. Moore makes 2-pt layup from 1 ft (assist by L. Galloway),,47,61
213,2,0:26.0,,Golden State full timeout,47,61
214,2,0:26.0,,Violation by Team (jump ball),47,61
215,2,0:07.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),47,63
216,2,0:01.0,Personal foul by K. Thompson (drawn by E. Moore),,47,63
217,2,0:01.0,E. Moore makes free throw 1 of 2,,48,63
218,2,0:01.0,E. Moore makes free throw 2 of 2,,49,63
219,2,0:01.0,,S. Curry misses 3-pt jump shot from 56 ft,49,63
220,2,0:00.0,,Offensive rebound by Team,49,63
221,3,11:49.0,A. Davis misses 2-pt jump shot from 11 ft,,49,63
222,3,11:48.0,,Defensive rebound by K. Thompson,49,63
223,3,11:32.0,,D. Green misses 3-pt jump shot from 24 ft,49,63
224,3,11:32.0,Defensive rebound by T. Frazier,,49,63
225,3,11:24.0,E. Moore misses 3-pt jump shot from 23 ft,,49,63
226,3,11:23.0,,Defensive rebound by D. Green,49,63
227,3,11:13.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),49,66
228,3,11:03.0,Ö. Aşık makes 2-pt layup from 2 ft (assist by T. Frazier),,51,66
229,3,11:03.0,Shooting foul by Z. Pachulia (drawn by Ö. Aşık),,51,66
230,3,11:03.0,Ö. Aşık makes free throw 1 of 1,,52,66
231,3,10:57.0,,Turnover by S. Curry (lost ball; steal by T. Frazier),52,66
232,3,10:36.0,T. Frazier makes 2-pt jump shot from 18 ft,,54,66
233,3,10:17.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),54,68
234,3,10:01.0,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Frazier),,56,68
235,3,9:51.0,,K. Durant misses 2-pt jump shot from 15 ft,56,68
236,3,9:50.0,Defensive rebound by Ö. Aşık,,56,68
237,3,9:32.0,T. Frazier misses 3-pt jump shot from 26 ft,,56,68
238,3,9:31.0,,Defensive rebound by D. Green,56,68
239,3,9:13.0,,S. Curry makes 2-pt jump shot from 14 ft (assist by D. Green),56,70
240,3,8:51.0,T. Frazier makes 2-pt layup from 2 ft,,58,70
241,3,8:40.0,,K. Durant misses 2-pt layup from 2 ft,58,70
242,3,8:40.0,Defensive rebound by S. Hill,,58,70
243,3,8:38.0,Personal foul by D. Green (drawn by T. Frazier),,58,70
244,3,8:22.0,E. Moore makes 2-pt jump shot from 9 ft (assist by T. Frazier),,60,70
245,3,8:09.0,,K. Durant misses 2-pt jump shot from 13 ft,60,70
246,3,8:09.0,,Offensive rebound by K. Durant,60,70
247,3,8:07.0,,K. Durant misses 2-pt jump shot from 6 ft,60,70
248,3,8:05.0,Defensive rebound by A. Davis,,60,70
249,3,7:55.0,A. Davis makes 2-pt layup from 3 ft (assist by T. Frazier),,62,70
250,3,7:55.0,Shooting foul by K. Thompson (drawn by A. Davis),,62,70
251,3,7:55.0,,Golden State full timeout,62,70
252,3,7:55.0,A. Davis makes free throw 1 of 1,,63,70
253,3,7:43.0,,S. Curry misses 2-pt jump shot from 12 ft,63,70
254,3,7:42.0,Defensive rebound by A. Davis,,63,70
255,3,7:19.0,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Frazier),,66,70
256,3,7:01.0,,K. Durant misses 2-pt jump shot from 15 ft,66,70
257,3,7:00.0,Defensive rebound by A. Davis,,66,70
258,3,6:39.0,T. Frazier misses 3-pt jump shot from 25 ft,,66,70
259,3,6:39.0,Offensive rebound by A. Davis,,66,70
260,3,6:37.0,Shooting foul by Z. Pachulia (drawn by A. Davis),,66,70
261,3,6:37.0,A. Davis makes free throw 1 of 2,,67,70
262,3,6:37.0,,K. Looney enters the game for Z. Pachulia,67,70
263,3,6:37.0,,A. Iguodala enters the game for K. Durant,67,70
264,3,6:37.0,A. Davis makes free throw 2 of 2,,68,70
265,3,6:22.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),68,72
266,3,6:10.0,Shooting foul by K. Looney (drawn by S. Hill),,68,72
267,3,6:10.0,S. Hill makes free throw 1 of 2,,69,72
268,3,6:10.0,S. Hill makes free throw 2 of 2,,70,72
269,3,5:59.0,,S. Curry misses 3-pt jump shot from 25 ft,70,72
270,3,5:59.0,Defensive rebound by Team,,70,72
271,3,5:59.0,,Loose ball foul by K. Looney (drawn by Ö. Aşık),70,72
272,3,5:59.0,Ö. Aşık misses free throw 1 of 2,,70,72
273,3,5:59.0,Offensive rebound by Team,,70,72
274,3,5:59.0,Ö. Aşık makes free throw 2 of 2,,71,72
275,3,5:41.0,,S. Curry misses 2-pt jump shot from 19 ft,71,72
276,3,5:41.0,Defensive rebound by Ö. Aşık,,71,72
277,3,5:30.0,A. Davis misses 3-pt jump shot from 27 ft,,71,72
278,3,5:30.0,,Defensive rebound by S. Curry,71,72
279,3,5:17.0,,K. Thompson misses 2-pt jump shot from 16 ft,71,72
280,3,5:17.0,Defensive rebound by Ö. Aşık,,71,72
281,3,4:56.0,A. Davis misses 2-pt jump shot from 18 ft,,71,72
282,3,4:55.0,,Defensive rebound by A. Iguodala,71,72
283,3,4:32.0,,A. Iguodala misses 3-pt jump shot from 23 ft,71,72
284,3,4:31.0,Defensive rebound by A. Davis,,71,72
285,3,4:14.0,A. Davis makes 2-pt hook shot from 8 ft (assist by T. Frazier),,73,72
286,3,4:14.0,,Golden State full timeout,73,72
287,3,4:14.0,,I. Clark enters the game for K. Thompson,73,72
288,3,4:14.0,,K. Durant enters the game for K. Looney,73,72
289,3,4:06.0,,Personal foul by E. Moore (drawn by S. Curry),73,72
290,3,4:06.0,T. Jones enters the game for Ö. Aşık,,73,72
291,3,4:06.0,D. Cunningham enters the game for S. Hill,,73,72
292,3,3:59.0,,S. Curry makes 3-pt jump shot from 26 ft,73,75
293,3,3:37.0,T. Jones misses 2-pt jump shot from 18 ft,,73,75
294,3,3:36.0,,Defensive rebound by I. Clark,73,75
295,3,3:24.0,,Turnover by I. Clark (bad pass),73,75
296,3,3:24.0,L. Galloway enters the game for E. Moore,,73,75
297,3,3:14.0,T. Frazier misses 2-pt jump shot from 17 ft,,73,75
298,3,3:13.0,Offensive rebound by T. Frazier,,73,75
299,3,3:04.0,A. Davis makes 2-pt jump shot from 14 ft (assist by T. Frazier),,75,75
300,3,2:49.0,,K. Durant misses 3-pt jump shot from 26 ft,75,75
301,3,2:49.0,Defensive rebound by L. Galloway,,75,75
302,3,2:37.0,Def 3 sec tech foul by K. Durant,,75,75
303,3,2:37.0,A. Davis makes technical free throw,,76,75
304,3,2:23.0,D. Cunningham misses 2-pt jump shot from 23 ft,,76,75
305,3,2:23.0,,Defensive rebound by Team,76,75
306,3,2:23.0,Loose ball foul by A. Davis (drawn by D. Green),,76,75
307,3,2:08.0,,K. Durant makes 2-pt dunk at rim,76,77
308,3,1:50.0,A. Davis misses 2-pt jump shot from 19 ft,,76,77
309,3,1:50.0,,Defensive rebound by I. Clark,76,77
310,3,1:45.0,,Personal foul by T. Frazier (drawn by S. Curry),76,77
311,3,1:45.0,,Technical foul by S. Curry,76,77
312,3,1:45.0,L. Galloway misses technical free throw,,76,77
313,3,1:45.0,,Offensive rebound by Team,76,77
314,3,1:45.0,B. Hield enters the game for A. Davis,,76,77
315,3,1:41.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),76,80
316,3,1:22.0,B. Hield misses 2-pt jump shot from 20 ft,,76,80
317,3,1:22.0,,Defensive rebound by K. Durant,76,80
318,3,1:11.0,,S. Curry misses 2-pt hook shot from 6 ft,76,80
319,3,1:10.0,Defensive rebound by T. Frazier,,76,80
320,3,1:05.0,Turnover by T. Jones (bad pass),,76,80
321,3,0:58.0,,Turnover by D. Green (lost ball; steal by T. Frazier),76,80
322,3,0:52.0,L. Galloway misses 2-pt layup from 3 ft,,76,80
323,3,0:49.0,Offensive rebound by L. Galloway,,76,80
324,3,0:49.0,Shooting foul by S. Curry (drawn by T. Frazier),,76,80
325,3,0:49.0,T. Frazier makes free throw 1 of 2,,77,80
326,3,0:49.0,,D. West enters the game for D. Green,77,80
327,3,0:49.0,T. Frazier makes free throw 2 of 2,,78,80
328,3,0:38.0,,Shooting foul by D. Cunningham (drawn by K. Durant),78,80
329,3,0:38.0,,K. Durant makes free throw 1 of 2,78,81
330,3,0:38.0,,K. Durant misses free throw 2 of 2,78,81
331,3,0:37.0,Defensive rebound by B. Hield,,78,81
332,3,0:31.0,T. Frazier misses 2-pt layup from 3 ft (block by I. Clark),,78,81
333,3,0:31.0,,Defensive rebound by Team,78,81
334,3,0:10.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by I. Clark),78,84
335,3,0:04.0,Turnover by T. Frazier (lost ball; steal by D. West),,78,84
336,4,11:44.0,,Turnover by K. Durant (bad pass; steal by L. Galloway),78,84
337,4,11:39.0,L. Galloway makes 2-pt layup from 3 ft,,80,84
338,4,11:21.0,,S. Livingston makes 2-pt layup from 2 ft (assist by D. West),80,86
339,4,11:03.0,B. Hield makes 3-pt jump shot from 25 ft,,83,86
340,4,10:50.0,,D. West misses 2-pt hook shot from 8 ft,83,86
341,4,10:50.0,Defensive rebound by B. Hield,,83,86
342,4,10:32.0,E. Moore enters the game for T. Frazier,,83,86
343,4,10:29.0,T. Jones misses 3-pt jump shot from 25 ft,,83,86
344,4,10:28.0,,Defensive rebound by A. Iguodala,83,86
345,4,10:11.0,,K. Durant misses 3-pt jump shot from 25 ft,83,86
346,4,10:10.0,,Offensive rebound by S. Livingston,83,86
347,4,10:02.0,,Shooting foul by D. Cunningham (drawn by D. West),83,86
348,4,10:02.0,,D. West makes free throw 1 of 2,83,87
349,4,10:02.0,,D. West makes free throw 2 of 2,83,88
350,4,9:41.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by E. Moore),,86,88
351,4,9:26.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by A. Iguodala),86,90
352,4,9:00.0,Turnover by D. Cunningham (bad pass; steal by A. Iguodala),,86,90
353,4,8:59.0,,Personal foul by B. Hield (drawn by A. Iguodala),86,90
354,4,8:59.0,Official timeout,,86,90
355,4,8:41.0,,K. Thompson misses 3-pt jump shot from 26 ft,86,90
356,4,8:40.0,,Offensive rebound by D. West,86,90
357,4,8:29.0,,K. Durant makes 2-pt dunk at rim (assist by A. Iguodala),86,92
358,4,8:07.0,E. Moore makes 2-pt jump shot from 10 ft,,88,92
359,4,7:46.0,,K. Thompson makes 2-pt layup from 3 ft (assist by K. Durant),88,94
360,4,7:30.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by E. Moore),,91,94
361,4,7:11.0,,K. Thompson misses 2-pt jump shot from 20 ft,91,94
362,4,7:10.0,Defensive rebound by B. Hield,,91,94
363,4,6:57.0,Turnover by B. Hield (bad pass; steal by K. Thompson),,91,94
364,4,6:48.0,,D. West makes 2-pt dunk at rim (assist by K. Durant),91,96
365,4,6:48.0,New Orleans full timeout,,91,96
366,4,6:48.0,,S. Curry enters the game for K. Durant,91,96
367,4,6:48.0,,D. Green enters the game for A. Iguodala,91,96
368,4,6:48.0,A. Davis enters the game for B. Hield,,91,96
369,4,6:48.0,S. Hill enters the game for T. Jones,,91,96
370,4,6:31.0,Turnover by E. Moore (bad pass; steal by S. Curry),,91,96
371,4,6:31.0,,Personal foul by E. Moore (drawn by D. Green),91,96
372,4,6:31.0,T. Frazier enters the game for L. Galloway,,91,96
373,4,6:31.0,,I. Clark enters the game for D. West,91,96
374,4,6:12.0,,I. Clark misses 3-pt jump shot from 27 ft,91,96
375,4,6:12.0,,Offensive rebound by S. Curry,91,96
376,4,6:02.0,,S. Curry misses 3-pt jump shot from 26 ft,91,96
377,4,6:02.0,Defensive rebound by A. Davis,,91,96
378,4,5:48.0,A. Davis misses 2-pt jump shot from 16 ft,,91,96
379,4,5:48.0,Offensive rebound by D. Cunningham,,91,96
380,4,5:43.0,Personal foul by S. Livingston (drawn by E. Moore),,91,96
381,4,5:36.0,Turnover by E. Moore (bad pass; steal by K. Thompson),,91,96
382,4,5:17.0,,D. Green makes 2-pt jump shot from 8 ft (assist by S. Curry),91,98
383,4,4:59.0,Turnover by A. Davis (lost ball; steal by D. Green),,91,98
384,4,4:46.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),91,100
385,4,4:45.0,New Orleans full timeout,,91,100
386,4,4:45.0,B. Hield enters the game for D. Cunningham,,91,100
387,4,4:31.0,Turnover by E. Moore (bad pass),,91,100
