,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
56,1,4:47.0,,T. Harris makes free throw 1 of 2,14,22
57,1,4:47.0,,T. Harris makes free throw 2 of 2,14,23
58,1,4:35.0,K. Porziņģis makes 2-pt dunk at rim (assist by D. Rose),,16,23
59,1,4:17.0,,Turnover by I. Smith (bad pass; steal by K. O'Quinn),16,23
60,1,4:04.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,16,23
61,1,4:04.0,,Defensive rebound by Team,16,23
62,1,4:03.0,L. Thomas enters the game for K. Porziņģis,,16,23
63,1,3:46.0,,A. Drummond makes 2-pt hook shot from 7 ft (assist by T. Harris),16,25
64,1,3:26.0,C. Anthony misses 3-pt jump shot from 26 ft,,16,25
65,1,3:25.0,,Defensive rebound by A. Drummond,16,25
66,1,3:14.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by I. Smith),16,28
67,1,3:07.0,Shooting foul by I. Smith (drawn by D. Rose),,16,28
68,1,3:07.0,D. Rose makes free throw 1 of 2,,17,28
69,1,3:07.0,D. Rose misses free throw 2 of 2,,17,28
70,1,3:07.0,J. Holiday enters the game for C. Lee,,17,28
71,1,3:04.0,,Defensive rebound by A. Drummond,17,28
72,1,2:46.0,,T. Harris misses 2-pt jump shot from 14 ft,17,28
73,1,2:46.0,Defensive rebound by Team,,17,28
74,1,2:46.0,,Detroit full timeout,17,28
75,1,2:46.0,,A. Baynes enters the game for A. Drummond,17,28
76,1,2:46.0,,J. Leuer enters the game for T. Harris,17,28
77,1,2:21.0,K. O'Quinn misses 2-pt jump shot from 8 ft,,17,28
78,1,2:21.0,,Defensive rebound by I. Smith,17,28
79,1,2:13.0,,I. Smith misses 2-pt jump shot from 17 ft,17,28
80,1,2:13.0,Defensive rebound by K. O'Quinn,,17,28
81,1,2:04.0,C. Anthony misses 2-pt jump shot from 21 ft,,17,28
82,1,2:04.0,,Defensive rebound by Team,17,28
83,1,2:04.0,Loose ball foul by K. O'Quinn (drawn by M. Morris),,17,28
84,1,2:04.0,C. Randle enters the game for D. Rose,,17,28
85,1,1:50.0,,J. Leuer makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),17,31
86,1,1:37.0,Turnover by C. Anthony (bad pass; steal by I. Smith),,17,31
87,1,1:31.0,,I. Smith misses 2-pt layup from 1 ft (block by J. Holiday),17,31
88,1,1:30.0,,Offensive rebound by K. Caldwell-Pope,17,31
89,1,1:28.0,,K. Caldwell-Pope makes 2-pt layup at rim,17,33
90,1,1:13.0,J. Holiday misses 2-pt jump shot from 18 ft,,17,33
91,1,1:13.0,,Defensive rebound by I. Smith,17,33
92,1,1:05.0,,A. Baynes makes 2-pt jump shot from 18 ft (assist by I. Smith),17,35
93,1,0:51.0,C. Randle makes 3-pt jump shot from 26 ft (assist by J. Holiday),,20,35
94,1,0:38.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,20,35
95,1,0:37.0,Defensive rebound by L. Thomas,,20,35
96,1,0:27.0,C. Anthony misses 3-pt jump shot from 27 ft,,20,35
97,1,0:26.0,,Defensive rebound by K. Caldwell-Pope,20,35
98,1,0:04.0,,M. Morris misses 2-pt jump shot from 14 ft,20,35
99,1,0:03.0,Defensive rebound by C. Randle,,20,35
100,1,0:00.0,C. Randle makes 3-pt jump shot from 38 ft,,23,35
101,2,11:43.0,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by C. Randle),,25,35
102,2,11:14.0,,J. Leuer makes 2-pt jump shot from 17 ft (assist by R. Jackson),25,37
103,2,10:55.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,28,37
104,2,10:40.0,,R. Jackson misses 2-pt jump shot from 16 ft,28,37
105,2,10:39.0,Defensive rebound by L. Thomas,,28,37
106,2,10:26.0,C. Randle misses 2-pt jump shot from 4 ft (block by R. Jackson),,28,37
107,2,10:26.0,Offensive rebound by Team,,28,37
108,2,10:20.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,28,37
109,2,10:19.0,,Defensive rebound by A. Baynes,28,37
110,2,10:04.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by S. Johnson),28,40
111,2,9:43.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by C. Randle),,31,40
112,2,9:25.0,,R. Bullock misses 3-pt jump shot from 26 ft,31,40
113,2,9:25.0,Defensive rebound by L. Thomas,,31,40
114,2,9:22.0,Personal foul by R. Jackson (drawn by C. Randle),,31,40
115,2,9:09.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,31,40
116,2,9:09.0,,Defensive rebound by S. Johnson,31,40
117,2,9:05.0,,S. Johnson misses 2-pt jump shot from 7 ft,31,40
118,2,9:04.0,,Offensive rebound by S. Johnson,31,40
119,2,9:03.0,,S. Johnson misses 2-pt layup from 1 ft,31,40
120,2,9:02.0,,Offensive rebound by A. Baynes,31,40
121,2,9:01.0,,A. Baynes misses 2-pt layup from 1 ft,31,40
122,2,8:57.0,Defensive rebound by L. Thomas,,31,40
123,2,8:49.0,C. Randle misses 3-pt jump shot from 28 ft,,31,40
124,2,8:48.0,Offensive rebound by K. O'Quinn,,31,40
125,2,8:48.0,Turnover by C. Randle (lost ball),,31,40
126,2,8:48.0,Official timeout,,31,40
127,2,8:48.0,W. Hernangómez enters the game for K. O'Quinn,,31,40
128,2,8:38.0,,Offensive foul by A. Baynes (drawn by L. Thomas),31,40
129,2,8:38.0,,Turnover by A. Baynes (offensive foul),31,40
130,2,8:26.0,,Violation by A. Baynes (def goaltending),31,40
131,2,8:26.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by C. Randle),,33,40
132,2,8:19.0,,Personal foul by J. Holiday (drawn by R. Bullock),33,40
133,2,8:12.0,,R. Jackson makes 2-pt dunk at rim,33,42
134,2,8:01.0,Turnover by J. Holiday (bad pass; steal by R. Bullock),,33,42
135,2,7:54.0,,S. Johnson makes 2-pt jump shot from 19 ft (assist by R. Jackson),33,44
136,2,7:41.0,Personal foul by S. Johnson (drawn by L. Thomas),,33,44
137,2,7:41.0,C. Lee enters the game for J. Holiday,,33,44
138,2,7:34.0,C. Randle makes 3-pt jump shot from 27 ft (assist by W. Hernangómez),,36,44
139,2,7:20.0,,Turnover by R. Jackson (bad pass; steal by C. Lee),36,44
140,2,7:14.0,C. Lee makes 2-pt layup at rim,,38,44
141,2,7:07.0,,Detroit full timeout,38,44
142,2,7:07.0,C. Anthony enters the game for L. Thomas,,38,44
143,2,7:07.0,,T. Harris enters the game for A. Baynes,38,44
144,2,7:07.0,,A. Drummond enters the game for J. Leuer,38,44
145,2,6:50.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by R. Jackson),38,46
146,2,6:33.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,38,46
147,2,6:33.0,,Defensive rebound by A. Drummond,38,46
148,2,6:28.0,,S. Johnson misses 2-pt jump shot from 18 ft,38,46
149,2,6:24.0,,Offensive rebound by S. Johnson,38,46
150,2,6:21.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),38,49
151,2,6:04.0,C. Lee makes 2-pt jump shot from 17 ft,,40,49
152,2,5:44.0,,S. Johnson misses 3-pt jump shot from 26 ft,40,49
153,2,5:44.0,Defensive rebound by K. Porziņģis,,40,49
154,2,5:35.0,Turnover by C. Lee (bad pass; steal by R. Bullock),,40,49
155,2,5:20.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Johnson),40,52
156,2,4:58.0,Personal foul by S. Johnson (drawn by C. Anthony),,40,52
157,2,4:58.0,,I. Smith enters the game for R. Jackson,40,52
158,2,4:58.0,,K. Caldwell-Pope enters the game for R. Bullock,40,52
159,2,4:58.0,,M. Morris enters the game for S. Johnson,40,52
160,2,4:58.0,D. Rose enters the game for C. Randle,,40,52
161,2,4:51.0,D. Rose misses 2-pt jump shot from 6 ft,,40,52
162,2,4:51.0,,Defensive rebound by M. Morris,40,52
163,2,4:40.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),40,54
164,2,4:13.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by K. Porziņģis),,42,54
165,2,4:08.0,,T. Harris misses 3-pt jump shot from 26 ft,42,54
166,2,4:08.0,Defensive rebound by Team,,42,54
167,2,4:08.0,Personal foul by A. Drummond (drawn by W. Hernangómez),,42,54
168,2,3:53.0,Shooting foul by M. Morris (drawn by C. Anthony),,42,54
169,2,3:53.0,C. Anthony makes free throw 1 of 2,,43,54
170,2,3:53.0,C. Anthony makes free throw 2 of 2,,44,54
171,2,3:40.0,,Shooting foul by C. Lee (drawn by A. Drummond),44,54
172,2,3:40.0,,A. Drummond makes free throw 1 of 2,44,55
173,2,3:40.0,,A. Drummond misses free throw 2 of 2,44,55
174,2,3:39.0,Defensive rebound by W. Hernangómez,,44,55
175,2,3:15.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Lee),,46,55
176,2,3:03.0,,Turnover by K. Caldwell-Pope (bad pass),46,55
177,2,2:44.0,W. Hernangómez makes 2-pt jump shot from 7 ft,,48,55
178,2,2:29.0,,I. Smith makes 2-pt layup from 1 ft,48,57
179,2,2:05.0,D. Rose makes 2-pt jump shot from 16 ft,,50,57
180,2,1:49.0,,I. Smith misses 2-pt jump shot from 18 ft,50,57
181,2,1:48.0,,Offensive rebound by A. Drummond,50,57
182,2,1:48.0,,A. Drummond makes 2-pt layup from 1 ft,50,59
183,2,1:48.0,New York full timeout,,50,59
184,2,1:48.0,,A. Baynes enters the game for A. Drummond,50,59
185,2,1:31.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,50,59
186,2,1:30.0,,Defensive rebound by M. Morris,50,59
187,2,1:22.0,,I. Smith misses 2-pt jump shot from 16 ft,50,59
188,2,1:22.0,Defensive rebound by W. Hernangómez,,50,59
189,2,1:15.0,,Offensive charge foul by W. Hernangómez (drawn by A. Baynes),50,59
190,2,1:15.0,Turnover by W. Hernangómez (offensive foul),,50,59
191,2,1:00.0,,T. Harris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),50,61
192,2,0:42.0,D. Rose makes 2-pt jump shot from 17 ft (assist by C. Lee),,52,61
193,2,0:36.0,,Personal foul by C. Lee (drawn by K. Caldwell-Pope),52,61
194,2,0:36.0,,K. Caldwell-Pope makes free throw 1 of 3,52,62
195,2,0:36.0,,K. Caldwell-Pope makes free throw 2 of 3,52,63
196,2,0:36.0,,K. Caldwell-Pope makes free throw 3 of 3,52,64
197,2,0:14.0,Shooting foul by K. Caldwell-Pope (drawn by C. Lee),,52,64
198,2,0:14.0,C. Lee misses free throw 1 of 2,,52,64
199,2,0:14.0,Offensive rebound by Team,,52,64
200,2,0:14.0,L. Thomas enters the game for W. Hernangómez,,52,64
201,2,0:14.0,C. Lee makes free throw 2 of 2,,53,64
202,2,0:01.0,,T. Harris makes 2-pt jump shot from 15 ft,53,66
203,2,0:01.0,,Shooting foul by L. Thomas (drawn by T. Harris),53,66
204,2,0:01.0,,T. Harris misses free throw 1 of 1,53,66
205,2,0:00.0,,Offensive rebound by Team,53,66
206,3,11:46.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Anthony),,56,66
207,3,11:30.0,,T. Harris misses 3-pt jump shot from 25 ft,56,66
208,3,11:29.0,Defensive rebound by D. Rose,,56,66
209,3,11:18.0,C. Anthony misses 2-pt jump shot from 20 ft,,56,66
210,3,11:18.0,Offensive rebound by W. Hernangómez,,56,66
211,3,11:17.0,W. Hernangómez misses 2-pt layup from 1 ft,,56,66
212,3,11:15.0,,Defensive rebound by A. Drummond,56,66
213,3,11:02.0,,T. Harris makes 2-pt jump shot from 15 ft (assist by R. Jackson),56,68
214,3,10:43.0,Turnover by W. Hernangómez (traveling),,56,68
215,3,10:36.0,,Personal foul by C. Anthony (drawn by R. Jackson),56,68
216,3,10:20.0,,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),56,70
217,3,10:01.0,Turnover by D. Rose (bad pass; steal by A. Drummond),,56,70
218,3,9:54.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Jackson),56,72
219,3,9:37.0,D. Rose makes 2-pt jump shot from 18 ft (assist by W. Hernangómez),,58,72
220,3,9:17.0,,T. Harris misses 2-pt jump shot from 5 ft,58,72
221,3,9:17.0,,Offensive rebound by A. Drummond,58,72
222,3,9:17.0,,Shooting foul by K. Porziņģis (drawn by A. Drummond),58,72
223,3,9:17.0,,A. Drummond makes free throw 1 of 2,58,73
224,3,9:17.0,,A. Drummond misses free throw 2 of 2,58,73
225,3,9:17.0,,Offensive rebound by T. Harris,58,73
226,3,9:09.0,,M. Morris misses 2-pt jump shot from 15 ft,58,73
227,3,9:09.0,Defensive rebound by C. Lee,,58,73
228,3,8:57.0,C. Lee misses 3-pt jump shot from 24 ft,,58,73
229,3,8:57.0,Offensive rebound by C. Lee,,58,73
230,3,8:52.0,W. Hernangómez makes 2-pt dunk at rim (assist by K. Porziņģis),,60,73
231,3,8:26.0,,T. Harris makes 2-pt layup from 1 ft,60,75
232,3,8:08.0,Turnover by W. Hernangómez (bad pass; steal by A. Drummond),,60,75
233,3,8:02.0,,T. Harris misses 2-pt jump shot from 6 ft (block by K. Porziņģis),60,75
234,3,8:01.0,Defensive rebound by W. Hernangómez,,60,75
235,3,7:49.0,C. Lee misses 3-pt jump shot from 23 ft,,60,75
236,3,7:49.0,,Defensive rebound by K. Caldwell-Pope,60,75
237,3,7:39.0,,Turnover by A. Drummond (bad pass; steal by W. Hernangómez),60,75
238,3,7:27.0,W. Hernangómez makes 2-pt hook shot from 5 ft (assist by K. Porziņģis),,62,75
239,3,7:13.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),62,77
240,3,6:56.0,C. Anthony makes 3-pt jump shot from 27 ft (assist by C. Lee),,65,77
241,3,6:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,65,77
242,3,6:34.0,Defensive rebound by C. Lee,,65,77
243,3,6:21.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by W. Hernangómez),,67,77
244,3,6:21.0,Shooting foul by A. Drummond (drawn by K. Porziņģis),,67,77
245,3,6:21.0,K. Porziņģis misses free throw 1 of 1,,67,77
246,3,6:21.0,K. O'Quinn enters the game for W. Hernangómez,,67,77
247,3,6:20.0,,Defensive rebound by A. Drummond,67,77
248,3,6:04.0,,T. Harris misses 3-pt jump shot from 27 ft,67,77
249,3,6:03.0,Defensive rebound by C. Lee,,67,77
250,3,5:56.0,C. Lee makes 2-pt jump shot from 16 ft,,69,77
251,3,5:56.0,,Detroit full timeout,69,77
252,3,5:56.0,,J. Leuer enters the game for T. Harris,69,77
253,3,5:56.0,,I. Smith enters the game for R. Jackson,69,77
254,3,5:45.0,,M. Morris misses 3-pt jump shot from 25 ft,69,77
255,3,5:44.0,Defensive rebound by K. Porziņģis,,69,77
256,3,5:31.0,D. Rose misses 2-pt jump shot from 17 ft,,69,77
257,3,5:31.0,,Defensive rebound by I. Smith,69,77
258,3,5:19.0,,I. Smith misses 2-pt jump shot from 13 ft,69,77
259,3,5:19.0,Defensive rebound by K. O'Quinn,,69,77
260,3,4:56.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Anthony),,72,77
261,3,4:35.0,,M. Morris misses 2-pt jump shot from 18 ft,72,77
262,3,4:35.0,Defensive rebound by K. O'Quinn,,72,77
263,3,4:23.0,D. Rose misses 2-pt jump shot from 7 ft,,72,77
264,3,4:23.0,,Defensive rebound by M. Morris,72,77
265,3,4:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,72,77
266,3,4:08.0,,Offensive rebound by Team,72,77
267,3,4:08.0,Loose ball foul by K. Porziņģis (drawn by A. Drummond),,72,77
268,3,4:08.0,,S. Johnson enters the game for K. Caldwell-Pope,72,77
269,3,4:08.0,L. Thomas enters the game for K. Porziņģis,,72,77
270,3,4:00.0,,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),72,79
271,3,3:47.0,,Violation by M. Morris (kicked ball),72,79
272,3,3:40.0,L. Thomas misses 3-pt jump shot from 26 ft,,72,79
273,3,3:40.0,,Defensive rebound by S. Johnson,72,79
274,3,3:30.0,,S. Johnson misses 3-pt jump shot from 27 ft,72,79
275,3,3:30.0,,Offensive rebound by A. Drummond,72,79
276,3,3:26.0,,A. Drummond misses 2-pt hook shot from 6 ft,72,79
277,3,3:25.0,Defensive rebound by K. O'Quinn,,72,79
278,3,3:20.0,Turnover by D. Rose (bad pass; steal by S. Johnson),,72,79
279,3,3:14.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),72,81
280,3,2:56.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,72,81
281,3,2:56.0,Offensive rebound by K. O'Quinn,,72,81
282,3,2:51.0,Personal foul by J. Leuer (drawn by K. O'Quinn),,72,81
283,3,2:51.0,New York full timeout,,72,81
284,3,2:51.0,C. Randle enters the game for D. Rose,,72,81
285,3,2:31.0,C. Lee makes 3-pt jump shot from 26 ft,,75,81
286,3,2:08.0,,I. Smith misses 2-pt jump shot from 18 ft,75,81
287,3,2:07.0,,Offensive rebound by M. Morris,75,81
288,3,2:02.0,,I. Smith misses 2-pt layup at rim,75,81
289,3,2:01.0,Defensive rebound by C. Lee,,75,81
290,3,1:54.0,C. Randle makes 3-pt jump shot from 26 ft (assist by C. Lee),,78,81
291,3,1:25.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by I. Smith),78,83
292,3,1:06.0,L. Thomas misses 3-pt jump shot from 27 ft,,78,83
293,3,1:05.0,,Defensive rebound by A. Drummond,78,83
294,3,0:55.0,,A. Drummond makes 2-pt layup at rim (assist by I. Smith),78,85
295,3,0:44.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),,81,85
296,3,0:29.0,,I. Smith makes 2-pt jump shot from 6 ft,81,87
297,3,0:09.0,C. Randle misses 3-pt jump shot from 26 ft,,81,87
298,3,0:09.0,,Defensive rebound by J. Leuer,81,87
299,3,0:04.0,,Personal foul by C. Randle (drawn by I. Smith),81,87
300,3,0:01.0,,J. Leuer makes 2-pt jump shot from 12 ft (assist by S. Johnson),81,89
301,4,11:36.0,,R. Jackson misses 3-pt jump shot from 27 ft,81,89
302,4,11:36.0,Defensive rebound by K. O'Quinn,,81,89
303,4,11:20.0,C. Randle misses 2-pt jump shot from 5 ft (block by A. Baynes),,81,89
304,4,11:20.0,,Defensive rebound by R. Jackson,81,89
305,4,11:03.0,,J. Leuer misses 2-pt jump shot from 12 ft,81,89
306,4,11:02.0,,Offensive rebound by A. Baynes,81,89
307,4,10:59.0,,A. Baynes makes 2-pt layup from 1 ft,81,91
308,4,10:46.0,J. Holiday misses 3-pt jump shot from 27 ft,,81,91
309,4,10:45.0,,Defensive rebound by J. Leuer,81,91
310,4,10:36.0,,R. Jackson misses 3-pt jump shot from 26 ft,81,91
311,4,10:36.0,Defensive rebound by K. O'Quinn,,81,91
312,4,10:26.0,Personal foul by R. Jackson (drawn by C. Randle),,81,91
313,4,10:26.0,K. Porziņģis enters the game for C. Lee,,81,91
314,4,10:20.0,M. Kuzminskas makes 2-pt layup at rim (assist by K. O'Quinn),,83,91
315,4,10:02.0,,J. Leuer misses 2-pt jump shot from 12 ft,83,91
316,4,10:01.0,,Offensive rebound by A. Baynes,83,91
317,4,9:58.0,,A. Baynes misses 2-pt jump shot from 9 ft,83,91
318,4,9:57.0,Defensive rebound by J. Holiday,,83,91
319,4,9:50.0,Turnover by J. Holiday (lost ball; steal by A. Baynes),,83,91
320,4,9:39.0,,J. Leuer makes 2-pt jump shot from 9 ft (assist by R. Jackson),83,93
321,4,9:28.0,C. Randle misses 3-pt jump shot from 25 ft,,83,93
322,4,9:28.0,,Defensive rebound by S. Johnson,83,93
323,4,9:13.0,,J. Leuer misses 3-pt jump shot from 26 ft,83,93
324,4,9:13.0,Defensive rebound by Team,,83,93
325,4,8:54.0,J. Holiday misses 3-pt jump shot from 26 ft,,83,93
326,4,8:54.0,,Defensive rebound by T. Harris,83,93
327,4,8:49.0,,Personal foul by J. Holiday (drawn by J. Leuer),83,93
328,4,8:49.0,Official timeout,,83,93
329,4,8:49.0,S. Vujačić enters the game for K. O'Quinn,,83,93
330,4,8:49.0,W. Hernangómez enters the game for J. Holiday,,83,93
331,4,8:39.0,,R. Jackson misses 2-pt layup from 1 ft (block by K. Porziņģis),83,93
332,4,8:38.0,Defensive rebound by S. Vujačić,,83,93
333,4,8:23.0,Shooting foul by A. Baynes (drawn by M. Kuzminskas),,83,93
334,4,8:23.0,M. Kuzminskas makes free throw 1 of 2,,84,93
335,4,8:23.0,M. Kuzminskas makes free throw 2 of 2,,85,93
336,4,8:15.0,,Personal foul by M. Kuzminskas (drawn by R. Jackson),85,93
337,4,8:02.0,,J. Leuer makes 2-pt dunk at rim (assist by T. Harris),85,95
338,4,7:41.0,W. Hernangómez misses 2-pt layup at rim,,85,95
339,4,7:41.0,,Defensive rebound by A. Baynes,85,95
340,4,7:26.0,,Shooting foul by M. Kuzminskas (drawn by T. Harris),85,95
341,4,7:26.0,,T. Harris makes free throw 1 of 2,85,96
342,4,7:26.0,,T. Harris misses free throw 2 of 2,85,96
343,4,7:25.0,Defensive rebound by W. Hernangómez,,85,96
344,4,7:09.0,M. Kuzminskas misses 2-pt jump shot from 16 ft (block by T. Harris),,85,96
345,4,7:08.0,,Defensive rebound by J. Leuer,85,96
346,4,7:02.0,,R. Jackson misses 2-pt jump shot from 6 ft (block by K. Porziņģis),85,96
347,4,7:01.0,Defensive rebound by M. Kuzminskas,,85,96
348,4,6:54.0,S. Vujačić misses 2-pt jump shot from 16 ft,,85,96
349,4,6:54.0,,Defensive rebound by T. Harris,85,96
350,4,6:41.0,,T. Harris misses 2-pt jump shot from 4 ft (block by K. Porziņģis),85,96
351,4,6:39.0,Defensive rebound by C. Randle,,85,96
352,4,6:37.0,Turnover by M. Kuzminskas (lost ball; steal by S. Johnson),,85,96
353,4,6:29.0,,T. Harris misses 3-pt jump shot from 24 ft,85,96
354,4,6:29.0,Defensive rebound by C. Randle,,85,96
355,4,6:29.0,New York full timeout,,85,96
356,4,6:29.0,,A. Drummond enters the game for A. Baynes,85,96
357,4,6:29.0,,K. Caldwell-Pope enters the game for J. Leuer,85,96
358,4,6:29.0,,M. Morris enters the game for S. Johnson,85,96
359,4,6:29.0,C. Lee enters the game for M. Kuzminskas,,85,96
360,4,6:29.0,C. Anthony enters the game for S. Vujačić,,85,96
361,4,6:10.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,85,96
362,4,6:10.0,,Defensive rebound by A. Drummond,85,96
363,4,6:03.0,,R. Jackson misses 2-pt jump shot from 4 ft (block by K. Porziņģis),85,96
364,4,6:02.0,,Offensive rebound by A. Drummond,85,96
365,4,6:01.0,,A. Drummond makes 2-pt layup at rim,85,98
366,4,5:50.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),,88,98
367,4,5:32.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by T. Harris),88,100
368,4,5:14.0,Turnover by W. Hernangómez (bad pass; steal by K. Caldwell-Pope),,88,100
369,4,5:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,88,100
370,4,5:02.0,Defensive rebound by W. Hernangómez,,88,100
