,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
38,1,6:24.0,S. Curry misses 2-pt jump shot from 17 ft,,13,11
39,1,6:23.0,,Defensive rebound by J. Valančiūnas,13,11
40,1,6:14.0,,D. DeRozan misses 2-pt layup from 3 ft,13,11
41,1,6:14.0,Defensive rebound by Team,,13,11
42,1,6:14.0,S. Mejri enters the game for D. Nowitzki,,13,11
43,1,5:52.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by W. Matthews),,16,11
44,1,5:36.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft,16,13
45,1,5:18.0,H. Barnes misses 2-pt jump shot from 24 ft,,16,13
46,1,5:18.0,,Defensive rebound by Team,16,13
47,1,4:59.0,,J. Valančiūnas misses 2-pt layup from 4 ft,16,13
48,1,4:59.0,,Offensive rebound by J. Valančiūnas,16,13
49,1,4:58.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,16,15
50,1,4:48.0,Personal foul by N. Powell (drawn by S. Curry),,16,15
51,1,4:38.0,Shooting foul by J. Valančiūnas (drawn by Y. Ferrell),,16,15
52,1,4:38.0,Y. Ferrell makes free throw 1 of 2,,17,15
53,1,4:38.0,Y. Ferrell makes free throw 2 of 2,,18,15
54,1,4:14.0,,D. DeRozan makes 2-pt jump shot from 17 ft,18,17
55,1,3:59.0,W. Matthews misses 3-pt jump shot from 24 ft,,18,17
56,1,3:58.0,Offensive rebound by S. Mejri,,18,17
57,1,3:57.0,S. Mejri makes 2-pt dunk at rim,,20,17
58,1,3:42.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,20,17
59,1,3:42.0,,Offensive rebound by C. Joseph,20,17
60,1,3:29.0,,Personal block foul by S. Mejri (drawn by D. DeRozan),20,17
61,1,3:29.0,,Toronto full timeout,20,17
62,1,3:29.0,D. Harris enters the game for S. Curry,,20,17
63,1,3:29.0,J. Barea enters the game for Y. Ferrell,,20,17
64,1,3:29.0,,J. Poeltl enters the game for N. Powell,20,17
65,1,3:29.0,,D. Wright enters the game for J. Valančiūnas,20,17
66,1,3:24.0,,C. Joseph misses 2-pt layup from 4 ft,20,17
67,1,3:23.0,Defensive rebound by Team,,20,17
68,1,3:07.0,H. Barnes misses 2-pt jump shot from 18 ft,,20,17
69,1,3:06.0,,Defensive rebound by D. DeRozan,20,17
70,1,2:59.0,,D. DeRozan makes 2-pt jump shot from 7 ft,20,19
71,1,2:50.0,D. Harris makes 2-pt layup from 3 ft (assist by J. Barea),,22,19
72,1,2:31.0,,D. Wright makes 2-pt jump shot from 6 ft,22,21
73,1,2:08.0,Turnover by W. Matthews (lost ball; steal by D. DeRozan),,22,21
74,1,2:03.0,,D. DeRozan misses 2-pt layup from 2 ft (block by S. Mejri),22,21
75,1,2:02.0,,Offensive rebound by D. DeRozan,22,21
76,1,2:02.0,,Personal foul by W. Matthews (drawn by D. DeRozan),22,21
77,1,2:02.0,,D. DeRozan makes free throw 1 of 2,22,22
78,1,2:02.0,,P. Patterson enters the game for S. Ibaka,22,22
79,1,2:02.0,D. Powell enters the game for S. Mejri,,22,22
80,1,2:02.0,,D. DeRozan makes free throw 2 of 2,22,23
81,1,1:51.0,Shooting foul by J. Poeltl (drawn by D. Powell),,22,23
82,1,1:51.0,D. Powell misses free throw 1 of 2,,22,23
83,1,1:51.0,Offensive rebound by Team,,22,23
84,1,1:51.0,D. Powell makes free throw 2 of 2,,23,23
85,1,1:27.0,,P. Patterson misses 3-pt jump shot from 23 ft,23,23
86,1,1:27.0,Defensive rebound by J. Barea,,23,23
87,1,1:16.0,Turnover by W. Matthews (bad pass; steal by D. Wright),,23,23
88,1,1:09.0,,D. DeRozan makes 2-pt dunk at rim (assist by D. Wright),23,25
89,1,0:57.0,D. Powell misses 2-pt jump shot from 20 ft,,23,25
90,1,0:56.0,,Defensive rebound by P. Patterson,23,25
91,1,0:49.0,,Turnover by D. DeRozan (lost ball),23,25
92,1,0:49.0,D. Nowitzki enters the game for H. Barnes,,23,25
93,1,0:49.0,,F. VanVleet enters the game for D. DeRozan,23,25
94,1,0:49.0,,P. Tucker enters the game for C. Joseph,23,25
95,1,0:35.0,J. Barea misses 3-pt jump shot from 25 ft,,23,25
96,1,0:35.0,Offensive rebound by D. Powell,,23,25
97,1,0:31.0,Turnover by D. Powell (bad pass; steal by J. Poeltl),,23,25
98,1,0:25.0,,P. Tucker misses 3-pt jump shot from 23 ft,23,25
99,1,0:24.0,Defensive rebound by D. Nowitzki,,23,25
100,1,0:03.0,Shooting foul by D. Wright (drawn by D. Powell),,23,25
101,1,0:03.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),,25,25
102,1,0:03.0,D. Finney-Smith enters the game for D. Nowitzki,,25,25
103,1,0:03.0,D. Powell makes free throw 1 of 1,,26,25
104,1,0:01.0,Offensive charge foul by J. Poeltl (drawn by D. Harris),,26,25
105,1,0:01.0,,Turnover by J. Poeltl (offensive foul),26,25
106,2,11:45.0,Turnover by D. Harris (bad pass; steal by J. Poeltl),,26,25
107,2,11:44.0,,Personal foul by D. Finney-Smith (drawn by P. Tucker),26,25
108,2,11:30.0,,P. Tucker makes 2-pt jump shot from 13 ft (assist by J. Poeltl),26,27
109,2,11:15.0,D. Harris makes 2-pt layup at rim (assist by J. Barea),,28,27
110,2,10:56.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by P. Tucker),28,30
111,2,10:38.0,J. Barea misses 2-pt jump shot from 10 ft,,28,30
112,2,10:37.0,,Defensive rebound by J. Poeltl,28,30
113,2,10:27.0,,J. Poeltl makes 2-pt hook shot from 2 ft (assist by F. VanVleet),28,32
114,2,10:01.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,28,32
115,2,10:00.0,Offensive rebound by D. Powell,,28,32
116,2,9:45.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),,30,32
117,2,9:29.0,,P. Patterson misses 3-pt jump shot from 25 ft,30,32
118,2,9:29.0,Defensive rebound by D. Nowitzki,,30,32
119,2,9:20.0,D. Harris misses 2-pt hook shot from 3 ft,,30,32
120,2,9:20.0,,Defensive rebound by F. VanVleet,30,32
121,2,9:06.0,,F. VanVleet misses 2-pt jump shot from 18 ft,30,32
122,2,9:05.0,Defensive rebound by D. Powell,,30,32
123,2,8:54.0,D. Harris misses 2-pt layup from 3 ft (block by J. Poeltl),,30,32
124,2,8:52.0,,Defensive rebound by D. Wright,30,32
125,2,8:46.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by F. VanVleet),30,35
126,2,8:46.0,Dallas full timeout,,30,35
127,2,8:31.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),,32,35
128,2,8:10.0,,D. Wright misses 3-pt jump shot from 26 ft,32,35
129,2,8:10.0,Defensive rebound by D. Harris,,32,35
130,2,7:55.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,35,35
131,2,7:34.0,,P. Tucker misses 2-pt layup from 3 ft,35,35
132,2,7:32.0,Defensive rebound by J. Barea,,35,35
133,2,7:29.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,37,35
134,2,7:29.0,Shooting foul by F. VanVleet (drawn by D. Harris),,37,35
135,2,7:29.0,D. Harris misses free throw 1 of 1,,37,35
136,2,7:29.0,,N. Powell enters the game for D. Wright,37,35
137,2,7:29.0,,S. Ibaka enters the game for J. Poeltl,37,35
138,2,7:28.0,,Defensive rebound by P. Patterson,37,35
139,2,7:05.0,,Turnover by S. Ibaka (bad pass; steal by D. Nowitzki),37,35
140,2,6:56.0,J. Barea makes 2-pt jump shot from 6 ft,,39,35
141,2,6:49.0,,Toronto full timeout,39,35
142,2,6:49.0,S. Curry enters the game for D. Nowitzki,,39,35
143,2,6:49.0,H. Barnes enters the game for D. Harris,,39,35
144,2,6:49.0,,D. DeRozan enters the game for P. Tucker,39,35
145,2,6:49.0,,C. Joseph enters the game for F. VanVleet,39,35
146,2,6:49.0,W. Matthews enters the game for D. Finney-Smith,,39,35
147,2,6:31.0,,D. DeRozan makes 2-pt jump shot from 21 ft,39,37
148,2,6:15.0,D. Powell misses 2-pt jump shot from 21 ft,,39,37
149,2,6:14.0,,Defensive rebound by P. Patterson,39,37
150,2,5:55.0,,N. Powell makes 2-pt layup from 4 ft,39,39
151,2,5:55.0,,Shooting foul by H. Barnes (drawn by N. Powell),39,39
152,2,5:55.0,S. Mejri enters the game for D. Powell,,39,39
153,2,5:55.0,,N. Powell makes free throw 1 of 1,39,40
154,2,5:41.0,J. Barea misses 2-pt jump shot from 18 ft,,39,40
155,2,5:40.0,,Defensive rebound by P. Patterson,39,40
156,2,5:31.0,,N. Powell makes 2-pt dunk at rim (assist by C. Joseph),39,42
157,2,5:31.0,Dallas full timeout,,39,42
158,2,5:31.0,Y. Ferrell enters the game for J. Barea,,39,42
159,2,5:31.0,,J. Valančiūnas enters the game for P. Patterson,39,42
160,2,5:04.0,Y. Ferrell misses 3-pt jump shot from 28 ft,,39,42
161,2,5:03.0,,Defensive rebound by J. Valančiūnas,39,42
162,2,4:48.0,,Turnover by J. Valančiūnas (3 sec),39,42
163,2,4:27.0,W. Matthews misses 3-pt jump shot from 26 ft,,39,42
164,2,4:26.0,,Defensive rebound by J. Valančiūnas,39,42
165,2,4:20.0,,Turnover by D. DeRozan (bad pass),39,42
166,2,3:56.0,W. Matthews misses 3-pt jump shot from 26 ft,,39,42
167,2,3:56.0,,Defensive rebound by D. DeRozan,39,42
168,2,3:43.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by D. DeRozan),39,45
169,2,3:24.0,H. Barnes makes 2-pt jump shot from 16 ft,,41,45
170,2,3:14.0,,Personal foul by S. Mejri (drawn by C. Joseph),41,45
171,2,3:14.0,D. Nowitzki enters the game for S. Mejri,,41,45
172,2,3:03.0,,S. Ibaka misses 3-pt jump shot from 24 ft,41,45
173,2,3:03.0,Defensive rebound by Y. Ferrell,,41,45
174,2,2:53.0,S. Curry misses 3-pt jump shot from 27 ft,,41,45
175,2,2:53.0,,Defensive rebound by J. Valančiūnas,41,45
176,2,2:47.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. DeRozan),41,48
177,2,2:28.0,W. Matthews misses 2-pt layup from 2 ft (block by J. Valančiūnas),,41,48
178,2,2:26.0,,Defensive rebound by D. DeRozan,41,48
179,2,2:21.0,,N. Powell misses 3-pt jump shot from 23 ft,41,48
180,2,2:21.0,Defensive rebound by W. Matthews,,41,48
181,2,2:08.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,41,48
182,2,2:07.0,,Defensive rebound by D. DeRozan,41,48
183,2,1:58.0,,J. Valančiūnas misses 2-pt jump shot from 16 ft,41,48
184,2,1:57.0,Defensive rebound by D. Nowitzki,,41,48
185,2,1:44.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by W. Matthews),,44,48
186,2,1:34.0,,Toronto full timeout,44,48
187,2,1:34.0,Official timeout,,44,48
188,2,1:31.0,,S. Ibaka misses 3-pt jump shot from 25 ft,44,48
189,2,1:30.0,Defensive rebound by D. Nowitzki,,44,48
190,2,1:08.0,S. Curry misses 3-pt jump shot from 24 ft,,44,48
191,2,1:08.0,,Defensive rebound by Team,44,48
192,2,1:07.0,D. Finney-Smith enters the game for W. Matthews,,44,48
193,2,0:55.0,,D. DeRozan misses 2-pt jump shot from 20 ft,44,48
194,2,0:54.0,,Offensive rebound by S. Ibaka,44,48
195,2,0:42.0,,C. Joseph makes 2-pt layup from 4 ft,44,50
196,2,0:29.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),,46,50
197,2,0:07.0,,C. Joseph misses 3-pt jump shot from 26 ft,46,50
198,2,0:07.0,Defensive rebound by Y. Ferrell,,46,50
199,2,0:01.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,46,50
200,2,0:00.0,,Defensive rebound by J. Valančiūnas,46,50
201,3,11:46.0,S. Curry misses 2-pt jump shot from 6 ft (block by S. Ibaka),,46,50
202,3,11:46.0,Offensive rebound by Team,,46,50
203,3,11:36.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,46,50
204,3,11:36.0,,Defensive rebound by S. Ibaka,46,50
205,3,11:24.0,,C. Joseph misses 3-pt jump shot from 24 ft,46,50
206,3,11:24.0,Defensive rebound by S. Curry,,46,50
207,3,11:14.0,S. Curry makes 2-pt layup from 4 ft,,48,50
208,3,11:00.0,,Turnover by C. Joseph (bad pass; steal by S. Curry),48,50
209,3,10:53.0,S. Curry misses 2-pt hook shot from 5 ft,,48,50
210,3,10:52.0,,Defensive rebound by J. Valančiūnas,48,50
211,3,10:43.0,,Shooting foul by D. Nowitzki (drawn by J. Valančiūnas),48,50
212,3,10:43.0,,J. Valančiūnas makes 2-pt layup at rim (assist by C. Joseph),48,52
213,3,10:43.0,,J. Valančiūnas makes free throw 1 of 1,48,53
214,3,10:26.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,51,53
215,3,10:07.0,,D. DeRozan makes 2-pt jump shot from 14 ft,51,55
216,3,9:46.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,51,55
217,3,9:45.0,,Defensive rebound by N. Powell,51,55
218,3,9:27.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),51,58
219,3,9:13.0,H. Barnes makes 2-pt hook shot from 5 ft (assist by Y. Ferrell),,53,58
220,3,9:13.0,Shooting foul by S. Ibaka (drawn by H. Barnes),,53,58
221,3,9:13.0,H. Barnes makes free throw 1 of 1,,54,58
222,3,8:59.0,,D. DeRozan makes 2-pt jump shot from 13 ft,54,60
223,3,8:39.0,H. Barnes misses 2-pt jump shot from 18 ft,,54,60
224,3,8:39.0,,Defensive rebound by J. Valančiūnas,54,60
225,3,8:29.0,,Personal foul by D. Nowitzki (drawn by J. Valančiūnas),54,60
226,3,8:15.0,,N. Powell makes 3-pt jump shot from 27 ft (assist by C. Joseph),54,63
227,3,7:58.0,H. Barnes misses 3-pt jump shot from 25 ft,,54,63
228,3,7:58.0,,Defensive rebound by D. DeRozan,54,63
229,3,7:48.0,,D. DeRozan makes 2-pt dunk at rim,54,65
230,3,7:48.0,Dallas full timeout,,54,65
231,3,7:38.0,Personal foul by N. Powell (drawn by S. Curry),,54,65
232,3,7:27.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,54,65
233,3,7:27.0,,Defensive rebound by J. Valančiūnas,54,65
234,3,7:11.0,,Personal foul by H. Barnes (drawn by J. Valančiūnas),54,65
235,3,7:08.0,Violation by Y. Ferrell (kicked ball),,54,65
236,3,6:53.0,,C. Joseph misses 2-pt jump shot from 15 ft,54,65
237,3,6:53.0,,Offensive rebound by Team,54,65
238,3,6:53.0,,Turnover by Team (shot clock),54,65
239,3,6:41.0,S. Curry makes 3-pt jump shot from 25 ft,,57,65
240,3,6:20.0,,D. DeRozan misses 2-pt jump shot from 15 ft,57,65
241,3,6:19.0,Defensive rebound by Team,,57,65
242,3,5:59.0,D. Finney-Smith misses 2-pt jump shot from 5 ft,,57,65
243,3,5:58.0,,Defensive rebound by J. Valančiūnas,57,65
244,3,5:50.0,,C. Joseph makes 2-pt jump shot from 9 ft,57,67
245,3,5:28.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,60,67
246,3,5:05.0,,C. Joseph misses 3-pt jump shot from 26 ft,60,67
247,3,5:04.0,Defensive rebound by D. Nowitzki,,60,67
248,3,4:54.0,Y. Ferrell makes 2-pt layup from 1 ft,,62,67
249,3,4:28.0,,C. Joseph misses 2-pt jump shot from 17 ft (block by H. Barnes),62,67
250,3,4:27.0,Defensive rebound by H. Barnes,,62,67
251,3,4:17.0,Turnover by Y. Ferrell (bad pass; steal by D. DeRozan),,62,67
252,3,4:09.0,,Shooting foul by D. Finney-Smith (drawn by J. Valančiūnas),62,67
253,3,4:09.0,,J. Valančiūnas makes free throw 1 of 2,62,68
254,3,4:09.0,J. Barea enters the game for Y. Ferrell,,62,68
255,3,4:09.0,D. Powell enters the game for D. Nowitzki,,62,68
256,3,4:09.0,,D. Wright enters the game for N. Powell,62,68
257,3,4:09.0,,F. VanVleet enters the game for C. Joseph,62,68
258,3,4:09.0,,J. Valančiūnas makes free throw 2 of 2,62,69
259,3,3:50.0,D. Powell makes 2-pt jump shot from 14 ft (assist by J. Barea),,64,69
260,3,3:32.0,,D. DeRozan makes 2-pt jump shot from 20 ft,64,71
261,3,3:12.0,Personal foul by F. VanVleet,,64,71
262,3,3:12.0,,P. Patterson enters the game for J. Valančiūnas,64,71
263,3,2:57.0,S. Curry misses 3-pt jump shot from 26 ft,,64,71
264,3,2:57.0,,Defensive rebound by S. Ibaka,64,71
265,3,2:45.0,,Personal foul by S. Curry (drawn by D. Wright),64,71
266,3,2:45.0,,Toronto full timeout,64,71
267,3,2:45.0,,D. Wright makes free throw 1 of 2,64,72
268,3,2:45.0,,P. Tucker enters the game for S. Ibaka,64,71
269,3,2:45.0,,D. Wright makes free throw 2 of 2,64,73
270,3,2:37.0,Turnover by S. Curry (bad pass; steal by F. VanVleet),,64,73
271,3,2:33.0,,Turnover by F. VanVleet (bad pass; steal by S. Curry),64,73
272,3,2:20.0,D. Finney-Smith makes 2-pt dunk at rim (assist by J. Barea),,66,73
273,3,1:51.0,,P. Patterson makes 2-pt layup from 3 ft (assist by D. Wright),66,75
274,3,1:39.0,D. Powell misses 2-pt jump shot from 21 ft,,66,75
275,3,1:38.0,,Defensive rebound by D. Wright,66,75
276,3,1:22.0,,D. Wright misses 2-pt layup from 4 ft (block by D. Powell),66,75
277,3,1:22.0,,Offensive rebound by Team,66,75
278,3,1:22.0,,J. Poeltl enters the game for D. DeRozan,66,75
279,3,1:22.0,,Turnover by Team (5 sec inbounds),66,75
280,3,1:08.0,H. Barnes misses 2-pt jump shot from 14 ft,,66,75
281,3,1:08.0,,Defensive rebound by P. Tucker,66,75
282,3,1:02.0,,Offensive foul by J. Poeltl (drawn by J. Barea),66,75
283,3,1:02.0,,Turnover by J. Poeltl (offensive foul),66,75
284,3,0:47.0,J. Barea misses 2-pt jump shot from 14 ft,,66,75
285,3,0:47.0,,Defensive rebound by D. Wright,66,75
286,3,0:39.0,,D. Wright makes 2-pt layup from 2 ft,66,77
287,3,0:21.0,H. Barnes misses 2-pt jump shot from 21 ft,,66,77
288,3,0:20.0,,Defensive rebound by J. Poeltl,66,77
289,3,0:04.0,,Shooting block foul by D. Powell (drawn by J. Poeltl),66,77
290,3,0:04.0,,J. Poeltl makes free throw 1 of 2,66,78
291,3,0:04.0,N. Brussino enters the game for D. Finney-Smith,,66,78
292,3,0:04.0,,J. Poeltl makes free throw 2 of 2,66,79
293,4,11:46.0,,Turnover by J. Poeltl (3 sec),66,79
294,4,11:30.0,D. Powell misses 2-pt layup from 4 ft (block by D. Wright),,66,79
295,4,11:29.0,,Defensive rebound by P. Tucker,66,79
296,4,11:18.0,,F. VanVleet makes 2-pt jump shot from 22 ft,66,81
297,4,11:17.0,Dallas full timeout,,66,81
298,4,11:03.0,Turnover by D. Harris (bad pass; steal by P. Tucker),,66,81
299,4,10:51.0,,D. Wright misses 3-pt jump shot from 26 ft,66,81
300,4,10:51.0,Defensive rebound by D. Powell,,66,81
301,4,10:42.0,J. Barea misses 2-pt jump shot from 19 ft,,66,81
302,4,10:42.0,,Defensive rebound by P. Patterson,66,81
303,4,10:15.0,,P. Tucker misses 3-pt jump shot from 25 ft,66,81
304,4,10:15.0,Defensive rebound by D. Powell,,66,81
305,4,10:02.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,66,81
306,4,10:01.0,,Defensive rebound by Team,66,81
307,4,9:41.0,,D. Wright misses 2-pt jump shot from 6 ft (block by N. Brussino),66,81
308,4,9:40.0,Defensive rebound by D. Powell,,66,81
309,4,9:31.0,N. Brussino misses 3-pt jump shot from 27 ft,,66,81
310,4,9:30.0,,Defensive rebound by P. Tucker,66,81
311,4,9:14.0,,F. VanVleet misses 2-pt jump shot from 5 ft,66,81
312,4,9:14.0,Defensive rebound by D. Powell,,66,81
313,4,9:00.0,Personal foul by F. VanVleet (drawn by D. Harris),,66,81
314,4,9:00.0,H. Barnes enters the game for D. Powell,,66,81
315,4,9:00.0,,S. Ibaka enters the game for J. Poeltl,66,81
316,4,9:00.0,Y. Ferrell enters the game for J. Barea,,66,81
317,4,8:44.0,N. Brussino misses 3-pt jump shot from 25 ft,,66,81
318,4,8:44.0,,Defensive rebound by P. Tucker,66,81
319,4,8:31.0,,P. Tucker misses 2-pt jump shot from 16 ft,66,81
320,4,8:30.0,Defensive rebound by D. Harris,,66,81
321,4,8:06.0,D. Harris misses 2-pt jump shot from 5 ft,,66,81
322,4,8:05.0,,Defensive rebound by D. Wright,66,81
323,4,7:42.0,,P. Tucker misses 3-pt jump shot from 24 ft,66,81
324,4,7:42.0,Defensive rebound by D. Nowitzki,,66,81
325,4,7:31.0,D. Nowitzki misses 2-pt layup from 2 ft,,66,81
326,4,7:31.0,,Defensive rebound by P. Patterson,66,81
327,4,7:19.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. Wright),66,84
328,4,7:19.0,Dallas full timeout,,66,84
329,4,7:19.0,,D. DeRozan enters the game for D. Wright,66,84
330,4,7:19.0,,N. Powell enters the game for P. Tucker,66,84
331,4,7:19.0,S. Curry enters the game for D. Harris,,66,84
332,4,7:06.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,66,84
333,4,7:05.0,Offensive rebound by H. Barnes,,66,84
334,4,7:04.0,H. Barnes makes 2-pt dunk at rim,,68,84
335,4,6:46.0,,Shooting foul by N. Brussino (drawn by D. DeRozan),68,84
336,4,6:46.0,,D. DeRozan makes free throw 1 of 2,68,85
337,4,6:46.0,,D. DeRozan makes free throw 2 of 2,68,86
338,4,6:26.0,D. Nowitzki misses 2-pt jump shot from 6 ft,,68,86
339,4,6:26.0,,Defensive rebound by S. Ibaka,68,86
340,4,6:10.0,,P. Patterson makes 3-pt jump shot from 28 ft (assist by N. Powell),68,89
341,4,5:56.0,Shooting foul by P. Patterson (drawn by H. Barnes),,68,89
342,4,5:56.0,Official timeout,,68,89
343,4,5:56.0,H. Barnes makes free throw 1 of 2,,69,89
344,4,5:56.0,D. Powell enters the game for D. Nowitzki,,68,89
345,4,5:56.0,H. Barnes makes free throw 2 of 2,,70,89
346,4,5:35.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by N. Powell),70,92
347,4,5:14.0,Shooting foul by F. VanVleet (drawn by Y. Ferrell),,70,92
348,4,5:14.0,Y. Ferrell makes free throw 1 of 2,,71,92
349,4,5:14.0,Y. Ferrell misses free throw 2 of 2,,71,92
350,4,5:13.0,,Defensive rebound by S. Ibaka,71,92
351,4,4:54.0,,D. DeRozan misses 2-pt jump shot from 4 ft,71,92
352,4,4:54.0,Defensive rebound by D. Powell,,71,92
353,4,4:41.0,H. Barnes misses 2-pt hook shot from 4 ft,,71,92
354,4,4:41.0,Offensive rebound by D. Powell,,71,92
355,4,4:33.0,N. Brussino misses 3-pt jump shot from 28 ft,,71,92
356,4,4:33.0,,Defensive rebound by S. Ibaka,71,92
357,4,4:21.0,,N. Powell misses 3-pt jump shot from 22 ft,71,92
358,4,4:20.0,,Offensive rebound by P. Patterson,71,92
359,4,4:18.0,,Personal foul by Y. Ferrell (drawn by P. Patterson),71,92
360,4,4:18.0,Dallas full timeout,,71,92
361,4,4:04.0,,N. Powell makes 2-pt layup from 1 ft (assist by P. Patterson),71,94
362,4,3:48.0,H. Barnes makes 2-pt jump shot from 16 ft,,73,94
363,4,3:37.0,,Offensive foul by S. Ibaka (drawn by H. Barnes),73,94
364,4,3:37.0,,Turnover by S. Ibaka (offensive foul),73,94
365,4,3:37.0,,L. Nogueira enters the game for S. Ibaka,73,94
366,4,3:28.0,Personal foul by P. Patterson (drawn by H. Barnes),,73,94
367,4,3:28.0,,D. Wright enters the game for D. DeRozan,73,94
368,4,3:16.0,H. Barnes misses 2-pt jump shot from 20 ft,,73,94
369,4,3:16.0,,Defensive rebound by L. Nogueira,73,94
370,4,3:09.0,,Personal foul by N. Brussino (drawn by N. Powell),73,94
371,4,3:09.0,J. Uthoff enters the game for H. Barnes,,73,94
372,4,3:09.0,M. Harris enters the game for S. Curry,,73,94
373,4,3:09.0,Dallas full timeout,,73,94
374,4,3:09.0,,P. Siakam enters the game for P. Patterson,73,94
375,4,2:57.0,,Turnover by F. VanVleet (lost ball),73,94
376,4,2:39.0,Y. Ferrell misses 2-pt layup from 2 ft (block by L. Nogueira),,73,94
377,4,2:38.0,Offensive rebound by M. Harris,,73,94
