,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
0,1,11:37.0,J. Parker makes 2-pt layup from 1 ft (assist by M. Dellavedova),,2,0
1,1,11:18.0,,Turnover by A. Drummond (bad pass),2,0
2,1,11:18.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,2,0
3,1,11:13.0,M. Dellavedova misses 2-pt jump shot from 15 ft,,2,0
4,1,11:12.0,,Defensive rebound by A. Drummond,2,0
5,1,10:59.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,2,0
6,1,10:58.0,Defensive rebound by J. Henson,,2,0
7,1,10:49.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,4,0
8,1,10:23.0,,Shooting foul by J. Parker (drawn by M. Morris),4,0
9,1,10:23.0,,M. Morris misses free throw 1 of 2,4,0
10,1,10:23.0,,Offensive rebound by Team,4,0
11,1,10:23.0,,M. Morris makes free throw 2 of 2,4,1
12,1,10:13.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,4,1
13,1,10:13.0,,Defensive rebound by R. Jackson,4,1
14,1,10:06.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),4,4
15,1,9:46.0,J. Parker makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,7,4
16,1,9:27.0,,M. Morris misses 3-pt jump shot from 26 ft,7,4
17,1,9:27.0,,Offensive rebound by A. Drummond,7,4
18,1,9:23.0,,A. Drummond makes 2-pt layup from 1 ft,7,6
19,1,9:09.0,J. Henson misses 2-pt hook shot from 7 ft,,7,6
20,1,9:07.0,,Defensive rebound by A. Drummond,7,6
21,1,8:53.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by J. Leuer),7,8
22,1,8:40.0,J. Parker makes 2-pt layup from 1 ft,,9,8
23,1,8:22.0,,R. Jackson makes 2-pt jump shot from 19 ft,9,10
24,1,8:02.0,M. Dellavedova makes 2-pt jump shot from 7 ft (assist by J. Parker),,11,10
25,1,7:49.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by M. Morris),11,12
26,1,7:32.0,Turnover by M. Dellavedova (bad pass; steal by A. Drummond),,11,12
27,1,7:13.0,,M. Morris misses 2-pt layup from 1 ft,11,12
28,1,7:13.0,,Offensive rebound by J. Leuer,11,12
29,1,7:10.0,,J. Leuer makes 2-pt layup from 1 ft,11,14
30,1,7:00.0,J. Parker misses 3-pt jump shot from 26 ft,,11,14
31,1,6:59.0,,Defensive rebound by M. Morris,11,14
32,1,6:52.0,,A. Drummond misses 2-pt hook shot from 4 ft,11,14
33,1,6:51.0,Defensive rebound by J. Henson,,11,14
34,1,6:43.0,Shooting foul by R. Jackson (drawn by J. Henson),,11,14
35,1,6:43.0,J. Henson makes free throw 1 of 2,,12,14
36,1,6:43.0,M. Brogdon enters the game for M. Dellavedova,,12,14
37,1,6:43.0,M. Beasley enters the game for G. Antetokounmpo,,12,14
38,1,6:43.0,J. Henson makes free throw 2 of 2,,13,14
39,1,6:27.0,,J. Leuer misses 2-pt jump shot from 18 ft,13,14
40,1,6:27.0,Defensive rebound by J. Parker,,13,14
41,1,6:18.0,J. Henson misses 2-pt layup from 3 ft,,13,14
42,1,6:17.0,,Defensive rebound by J. Leuer,13,14
43,1,6:12.0,G. Monroe enters the game for J. Henson,,13,14
44,1,6:09.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by M. Morris),13,16
45,1,5:47.0,J. Parker makes 2-pt layup from 1 ft,,15,16
46,1,5:26.0,,A. Drummond misses 2-pt hook shot from 7 ft,15,16
47,1,5:25.0,Defensive rebound by M. Beasley,,15,16
