,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
411,4,0:07.0,M. Brogdon misses free throw 2 of 2,,109,107
412,4,0:07.0,,Defensive rebound by D. Dedmon,109,107
413,4,0:07.0,,San Antonio full timeout,109,107
414,4,0:07.0,,P. Gasol enters the game for J. Simmons,109,107
415,4,0:07.0,,D. Dedmon enters the game for M. Ginóbili,109,107
416,4,0:07.0,T. Snell enters the game for J. Terry,,109,107
417,4,0:07.0,,M. Ginóbili enters the game for D. Dedmon,109,107
418,4,0:07.0,,D. Lee enters the game for P. Gasol,109,107
419,4,0:01.0,,M. Ginóbili misses 2-pt jump shot from 24 ft,109,107
420,4,0:00.0,,Offensive rebound by Team,109,107
