,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:45.0,,J. Wall misses 2-pt jump shot from 5 ft,0,0
1,1,11:44.0,Defensive rebound by J. Valančiūnas,,0,0
2,1,11:30.0,D. DeRozan misses 2-pt jump shot from 15 ft,,0,0
3,1,11:30.0,,Defensive rebound by M. Gortat,0,0
4,1,11:20.0,,B. Beal makes 2-pt jump shot from 16 ft,0,2
5,1,11:02.0,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,2,2
6,1,10:40.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),2,5
7,1,10:12.0,D. DeRozan misses 2-pt jump shot from 19 ft,,2,5
8,1,10:12.0,,Defensive rebound by M. Gortat,2,5
9,1,10:07.0,,J. Wall makes 2-pt layup from 2 ft (assist by M. Gortat),2,7
10,1,9:45.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by J. Wall),,2,7
11,1,9:43.0,,Defensive rebound by M. Gortat,2,7
12,1,9:31.0,,M. Gortat misses 2-pt jump shot from 14 ft,2,7
13,1,9:30.0,,Offensive rebound by O. Porter,2,7
14,1,9:29.0,,O. Porter makes 2-pt layup from 2 ft,2,9
15,1,9:23.0,Toronto full timeout,,2,9
16,1,9:10.0,D. Carroll misses 3-pt jump shot from 26 ft,,2,9
17,1,9:09.0,,Defensive rebound by O. Porter,2,9
18,1,9:02.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),2,11
19,1,8:50.0,Def 3 sec tech foul by M. Morris,,2,11
20,1,8:50.0,D. DeRozan misses technical free throw,,2,11
21,1,8:50.0,Offensive rebound by Team,,2,11
22,1,8:50.0,Turnover by D. Carroll (bad pass; steal by J. Wall),,2,11
23,1,8:47.0,,Turnover by J. Wall (step out of bounds),2,11
24,1,8:28.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),,5,11
25,1,8:13.0,,Personal foul by D. DeRozan (drawn by O. Porter),5,11
