,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
70,1,2:42.0,Offensive rebound by P. George,,20,24
71,1,2:35.0,P. George makes 2-pt jump shot from 12 ft,,22,24
72,1,2:15.0,,Turnover by A. Drummond (lost ball; steal by P. George),22,24
73,1,2:03.0,T. Young misses 2-pt jump shot from 18 ft,,22,24
74,1,2:03.0,,Defensive rebound by Team,22,24
75,1,2:03.0,A. Brooks enters the game for J. Teague,,22,24
76,1,1:44.0,,I. Smith misses 3-pt jump shot from 26 ft,22,24
77,1,1:44.0,,Offensive rebound by A. Drummond,22,24
78,1,1:42.0,,Turnover by A. Drummond (lost ball),22,24
79,1,1:42.0,L. Allen enters the game for T. Young,,22,24
80,1,1:17.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by A. Brooks),,24,24
81,1,1:04.0,,K. Caldwell-Pope misses 2-pt layup at rim,24,24
82,1,1:03.0,Defensive rebound by A. Jefferson,,24,24
83,1,0:52.0,C. Miles misses 3-pt jump shot from 23 ft,,24,24
84,1,0:51.0,,Defensive rebound by A. Drummond,24,24
85,1,0:45.0,,Shooting foul by L. Allen (drawn by T. Harris),24,24
86,1,0:45.0,,T. Harris makes free throw 1 of 2,24,25
87,1,0:45.0,,A. Baynes enters the game for A. Drummond,24,25
88,1,0:45.0,,T. Harris makes free throw 2 of 2,24,26
89,1,0:27.0,A. Brooks misses 2-pt jump shot from 7 ft,,24,26
90,1,0:26.0,,Defensive rebound by T. Harris,24,26
91,1,0:09.0,,I. Smith misses 2-pt jump shot from 12 ft,24,26
92,1,0:09.0,Defensive rebound by P. George,,24,26
93,1,0:01.0,P. George makes 3-pt jump shot from 26 ft,,27,26
94,2,11:44.0,Shooting foul by A. Baynes (drawn by A. Jefferson),,27,26
95,2,11:44.0,A. Jefferson misses free throw 1 of 2,,27,26
96,2,11:44.0,Offensive rebound by Team,,27,26
97,2,11:44.0,A. Jefferson makes free throw 2 of 2,,28,26
98,2,11:24.0,,Turnover by A. Baynes (lost ball; steal by A. Jefferson),28,26
99,2,11:14.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by C. Miles),,30,26
100,2,10:52.0,,M. Morris misses 2-pt jump shot from 15 ft,30,26
101,2,10:51.0,Defensive rebound by G. Robinson,,30,26
102,2,10:45.0,A. Brooks misses 2-pt jump shot from 7 ft,,30,26
103,2,10:44.0,Offensive rebound by A. Jefferson,,30,26
104,2,10:44.0,Shooting foul by A. Baynes (drawn by A. Jefferson),,30,26
105,2,10:44.0,A. Jefferson misses free throw 1 of 2,,30,26
106,2,10:44.0,Offensive rebound by Team,,30,26
107,2,10:44.0,A. Jefferson makes free throw 2 of 2,,31,26
108,2,10:27.0,,A. Baynes misses 2-pt hook shot from 9 ft,31,26
109,2,10:26.0,Defensive rebound by G. Robinson,,31,26
110,2,10:11.0,A. Jefferson misses 2-pt jump shot from 18 ft,,31,26
111,2,10:10.0,Offensive rebound by Team,,31,26
112,2,9:55.0,A. Jefferson misses 2-pt jump shot from 9 ft,,31,26
113,2,9:54.0,,Defensive rebound by A. Baynes,31,26
114,2,9:43.0,,A. Baynes misses 2-pt hook shot from 6 ft,31,26
115,2,9:42.0,Defensive rebound by G. Robinson,,31,26
116,2,9:37.0,G. Robinson misses 2-pt layup from 1 ft,,31,26
117,2,9:36.0,Offensive rebound by G. Robinson,,31,26
118,2,9:33.0,G. Robinson makes 2-pt layup from 1 ft,,33,26
119,2,9:27.0,,Detroit full timeout,33,26
120,2,9:12.0,,D. Hilliard misses 2-pt jump shot from 19 ft,33,26
121,2,9:12.0,Defensive rebound by A. Jefferson,,33,26
122,2,9:05.0,Personal foul by D. Hilliard (drawn by G. Robinson),,33,26
123,2,8:57.0,A. Brooks misses 2-pt layup from 2 ft,,33,26
124,2,8:56.0,Offensive rebound by L. Allen,,33,26
125,2,8:55.0,L. Allen misses 2-pt layup from 1 ft,,33,26
126,2,8:54.0,Offensive rebound by A. Jefferson,,33,26
127,2,8:53.0,A. Jefferson misses 2-pt layup at rim,,33,26
128,2,8:51.0,Offensive rebound by Team,,33,26
129,2,8:51.0,,A. Drummond enters the game for A. Baynes,33,26
130,2,8:30.0,C. Miles misses 3-pt jump shot from 24 ft,,33,26
131,2,8:30.0,,Defensive rebound by I. Smith,33,26
132,2,8:24.0,,S. Johnson makes 2-pt layup at rim (assist by I. Smith),33,28
133,2,8:00.0,A. Brooks makes 2-pt jump shot from 17 ft,,35,28
134,2,7:46.0,,I. Smith misses 3-pt jump shot from 27 ft,35,28
135,2,7:46.0,Defensive rebound by C. Miles,,35,28
136,2,7:32.0,A. Jefferson makes 2-pt layup at rim (assist by A. Brooks),,37,28
137,2,7:14.0,,D. Hilliard misses 2-pt layup from 1 ft,37,28
138,2,7:13.0,Defensive rebound by A. Jefferson,,37,28
139,2,7:10.0,Turnover by A. Brooks (bad pass; steal by D. Hilliard),,37,28
140,2,7:04.0,,M. Morris makes 2-pt dunk at rim (assist by I. Smith),37,30
141,2,6:51.0,Turnover by G. Robinson (bad pass; steal by A. Drummond),,37,30
142,2,6:46.0,,I. Smith makes 2-pt layup from 1 ft,37,32
143,2,6:46.0,,Shooting foul by A. Brooks (drawn by I. Smith),37,32
144,2,6:46.0,J. Teague enters the game for A. Jefferson,,37,32
145,2,6:46.0,T. Young enters the game for A. Brooks,,37,32
146,2,6:46.0,M. Turner enters the game for L. Allen,,37,32
147,2,6:46.0,,T. Harris enters the game for S. Johnson,37,32
148,2,6:46.0,,K. Caldwell-Pope enters the game for D. Hilliard,37,32
149,2,6:46.0,,I. Smith makes free throw 1 of 1,37,33
150,2,6:25.0,J. Teague makes 2-pt jump shot from 6 ft,,39,33
151,2,6:10.0,,M. Morris makes 2-pt jump shot from 14 ft,39,35
152,2,5:42.0,J. Teague misses 2-pt jump shot from 19 ft,,39,35
153,2,5:42.0,,Defensive rebound by K. Caldwell-Pope,39,35
154,2,5:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,39,35
155,2,5:33.0,Defensive rebound by J. Teague,,39,35
156,2,5:29.0,Turnover by J. Teague (bad pass),,39,35
157,2,5:29.0,Official timeout,,39,35
158,2,5:29.0,P. George enters the game for G. Robinson,,39,35
159,2,5:29.0,,R. Jackson enters the game for I. Smith,39,35
160,2,5:14.0,,A. Drummond misses 2-pt hook shot from 6 ft,39,35
161,2,5:13.0,Defensive rebound by T. Young,,39,35
162,2,4:59.0,M. Turner misses 2-pt jump shot from 21 ft,,39,35
163,2,4:58.0,,Defensive rebound by A. Drummond,39,35
164,2,4:47.0,,T. Harris misses 3-pt jump shot from 26 ft,39,35
165,2,4:47.0,Defensive rebound by J. Teague,,39,35
166,2,4:31.0,P. George makes 2-pt jump shot from 19 ft,,41,35
167,2,4:18.0,,R. Jackson makes 2-pt layup from 1 ft,41,37
168,2,4:08.0,P. George makes 2-pt layup from 1 ft (assist by M. Turner),,43,37
169,2,4:08.0,Shooting foul by A. Drummond (drawn by P. George),,43,37
170,2,4:08.0,G. Robinson enters the game for C. Miles,,43,37
171,2,4:08.0,P. George makes free throw 1 of 1,,44,37
172,2,3:51.0,,R. Jackson misses 3-pt jump shot from 27 ft,44,37
173,2,3:50.0,Defensive rebound by G. Robinson,,44,37
174,2,3:40.0,P. George misses 2-pt jump shot from 5 ft,,44,37
175,2,3:40.0,,Defensive rebound by T. Harris,44,37
176,2,3:31.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,44,37
177,2,3:30.0,,Offensive rebound by K. Caldwell-Pope,44,37
178,2,3:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by M. Turner),44,37
179,2,3:25.0,Defensive rebound by J. Teague,,44,37
180,2,3:21.0,P. George misses 3-pt jump shot from 24 ft,,44,37
181,2,3:20.0,,Defensive rebound by A. Drummond,44,37
182,2,3:09.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),44,40
183,2,2:57.0,J. Teague makes 3-pt jump shot from 23 ft (assist by T. Young),,47,40
184,2,2:48.0,,Detroit full timeout,47,40
185,2,2:48.0,Indiana full timeout,,47,40
186,2,2:34.0,,T. Harris makes 2-pt dunk at rim (assist by K. Caldwell-Pope),47,42
187,2,2:18.0,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),,49,42
188,2,2:04.0,,T. Harris makes 2-pt jump shot from 7 ft (assist by R. Jackson),49,44
189,2,1:51.0,Shooting foul by M. Morris (drawn by J. Teague),,49,44
190,2,1:51.0,J. Teague makes free throw 1 of 2,,50,44
191,2,1:51.0,J. Teague makes free throw 2 of 2,,51,44
192,2,1:32.0,,R. Jackson misses 3-pt jump shot from 24 ft,51,44
193,2,1:31.0,Defensive rebound by P. George,,51,44
194,2,1:19.0,T. Young makes 2-pt hook shot from 4 ft,,53,44
195,2,0:57.0,,Turnover by T. Harris (lost ball; steal by T. Young),53,44
196,2,0:50.0,P. George makes 2-pt jump shot from 8 ft,,55,44
197,2,0:37.0,,R. Jackson misses 2-pt jump shot from 6 ft,55,44
198,2,0:37.0,Defensive rebound by J. Teague,,55,44
199,2,0:28.0,M. Turner misses 2-pt jump shot from 7 ft,,55,44
200,2,0:25.0,,Defensive rebound by M. Morris,55,44
201,2,0:07.0,,R. Jackson misses 2-pt jump shot from 6 ft,55,44
202,2,0:07.0,,Offensive rebound by A. Drummond,55,44
203,2,0:07.0,,Personal foul by J. Teague (drawn by A. Drummond),55,44
204,2,0:07.0,A. Brooks enters the game for J. Teague,,55,44
205,2,0:01.0,,R. Jackson misses 2-pt jump shot from 18 ft,55,44
206,2,0:00.0,,Offensive rebound by Team,55,44
207,3,11:46.0,Turnover by J. Teague (lost ball; steal by R. Jackson),,55,44
208,3,11:40.0,,Turnover by M. Morris (lost ball; steal by J. Teague),55,44
209,3,11:35.0,Personal foul by M. Morris (drawn by P. George),,55,44
210,3,11:30.0,P. George makes 2-pt layup from 1 ft (assist by T. Young),,57,44
211,3,11:04.0,,Turnover by Team (shot clock),57,44
212,3,10:45.0,P. George makes 2-pt jump shot from 18 ft,,59,44
213,3,10:17.0,,R. Jackson misses 2-pt jump shot from 18 ft,59,44
214,3,10:16.0,Defensive rebound by G. Robinson,,59,44
215,3,10:14.0,Personal foul by R. Jackson (drawn by J. Teague),,59,44
216,3,10:09.0,Shooting foul by A. Drummond (drawn by M. Turner),,59,44
217,3,10:09.0,M. Turner misses free throw 1 of 2,,59,44
218,3,10:09.0,Offensive rebound by Team,,59,44
219,3,10:09.0,M. Turner makes free throw 2 of 2,,60,44
220,3,9:56.0,,T. Harris misses 3-pt jump shot from 26 ft,60,44
221,3,9:56.0,,Offensive rebound by A. Drummond,60,44
222,3,9:56.0,,Shooting foul by P. George (drawn by A. Drummond),60,44
223,3,9:56.0,,A. Drummond misses free throw 1 of 2,60,44
224,3,9:56.0,,Offensive rebound by Team,60,44
225,3,9:56.0,,A. Drummond makes free throw 2 of 2,60,45
226,3,9:45.0,T. Young makes 2-pt layup from 1 ft,,62,45
227,3,9:45.0,,Detroit full timeout,62,45
228,3,9:32.0,,Personal foul by M. Turner (drawn by A. Drummond),62,45
229,3,9:21.0,,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,62,45
230,3,9:20.0,Defensive rebound by J. Teague,,62,45
231,3,9:14.0,J. Teague makes 2-pt jump shot from 14 ft,,64,45
232,3,8:49.0,,Turnover by R. Jackson (lost ball),64,45
233,3,8:38.0,P. George misses 2-pt jump shot from 18 ft,,64,45
234,3,8:37.0,,Defensive rebound by T. Harris,64,45
235,3,8:34.0,,Personal foul by T. Young (drawn by A. Drummond),64,45
236,3,8:18.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by T. Harris),64,47
237,3,8:08.0,Personal foul by T. Harris (drawn by T. Young),,64,47
238,3,8:00.0,M. Turner misses 2-pt jump shot from 19 ft,,64,47
239,3,8:00.0,,Defensive rebound by T. Harris,64,47
240,3,7:47.0,,A. Drummond misses 2-pt jump shot from 10 ft (block by M. Turner),64,47
241,3,7:46.0,Defensive rebound by P. George,,64,47
242,3,7:42.0,G. Robinson misses 2-pt jump shot from 7 ft,,64,47
243,3,7:42.0,Offensive rebound by G. Robinson,,64,47
244,3,7:38.0,Personal foul by A. Drummond (drawn by G. Robinson),,64,47
245,3,7:38.0,G. Robinson makes free throw 1 of 2,,65,47
246,3,7:38.0,G. Robinson makes free throw 2 of 2,,66,47
247,3,7:31.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by R. Jackson),66,49
248,3,7:13.0,P. George misses 2-pt jump shot from 14 ft,,66,49
249,3,7:13.0,,Defensive rebound by T. Harris,66,49
250,3,6:59.0,,M. Morris misses 3-pt jump shot from 27 ft,66,49
251,3,6:59.0,Defensive rebound by G. Robinson,,66,49
252,3,6:48.0,J. Teague misses 2-pt jump shot from 8 ft,,66,49
253,3,6:48.0,,Defensive rebound by A. Drummond,66,49
254,3,6:40.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),66,52
255,3,6:13.0,M. Turner makes 2-pt jump shot from 17 ft,,68,52
256,3,5:58.0,,T. Harris misses 3-pt jump shot from 22 ft,68,52
257,3,5:57.0,Defensive rebound by M. Turner,,68,52
258,3,5:38.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,70,52
259,3,5:19.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),70,55
260,3,5:10.0,Shooting foul by K. Caldwell-Pope (drawn by M. Turner),,70,55
261,3,5:10.0,M. Turner makes free throw 1 of 2,,71,55
262,3,5:10.0,,S. Johnson enters the game for T. Harris,71,55
263,3,5:10.0,M. Turner makes free throw 2 of 2,,72,55
264,3,4:57.0,,R. Jackson makes 2-pt layup at rim,72,57
265,3,4:43.0,P. George makes 2-pt layup from 1 ft,,74,57
266,3,4:32.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),74,60
267,3,4:17.0,Personal foul by R. Jackson (drawn by J. Teague),,74,60
268,3,4:17.0,J. Teague makes free throw 1 of 2,,75,60
269,3,4:17.0,C. Miles enters the game for G. Robinson,,75,60
270,3,4:17.0,J. Teague makes free throw 2 of 2,,76,60
271,3,3:52.0,,M. Morris makes 2-pt jump shot from 17 ft,76,62
272,3,3:42.0,P. George makes 2-pt jump shot from 12 ft,,78,62
273,3,3:26.0,,R. Jackson makes 2-pt jump shot from 12 ft,78,64
274,3,3:19.0,Shooting foul by R. Jackson (drawn by J. Teague),,78,64
275,3,3:19.0,J. Teague misses free throw 1 of 2,,78,64
276,3,3:19.0,Offensive rebound by Team,,78,64
277,3,3:19.0,J. Teague makes free throw 2 of 2,,79,64
278,3,3:08.0,,Turnover by R. Jackson (bad pass; steal by P. George),79,64
279,3,2:58.0,C. Miles misses 3-pt jump shot from 23 ft,,79,64
280,3,2:58.0,,Defensive rebound by K. Caldwell-Pope,79,64
281,3,2:50.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,79,64
282,3,2:49.0,Defensive rebound by T. Young,,79,64
283,3,2:38.0,Personal foul by K. Caldwell-Pope (drawn by P. George),,79,64
284,3,2:38.0,Indiana full timeout,,79,64
285,3,2:38.0,P. George misses free throw 1 of 2,,79,64
286,3,2:38.0,Offensive rebound by Team,,79,64
287,3,2:38.0,,I. Smith enters the game for M. Morris,79,64
288,3,2:38.0,,T. Harris enters the game for R. Jackson,79,64
289,3,2:38.0,P. George makes free throw 2 of 2,,80,64
290,3,2:25.0,,Shooting foul by P. George (drawn by K. Caldwell-Pope),80,64
291,3,2:25.0,,K. Caldwell-Pope makes free throw 1 of 3,80,65
292,3,2:25.0,,K. Caldwell-Pope makes free throw 2 of 3,80,66
293,3,2:25.0,A. Brooks enters the game for J. Teague,,80,64
294,3,2:25.0,,K. Caldwell-Pope makes free throw 3 of 3,80,67
295,3,2:04.0,P. George misses 2-pt jump shot from 10 ft,,80,67
296,3,2:03.0,,Defensive rebound by A. Drummond,80,67
297,3,1:53.0,,A. Drummond misses 2-pt layup from 2 ft (block by P. George),80,67
298,3,1:52.0,,Offensive rebound by A. Drummond,80,67
299,3,1:50.0,,A. Drummond makes 2-pt layup from 1 ft,80,69
300,3,1:34.0,Indiana full timeout,,80,69
301,3,1:29.0,P. George misses 3-pt jump shot from 27 ft,,80,69
302,3,1:29.0,,Defensive rebound by A. Drummond,80,69
303,3,1:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,80,69
304,3,1:17.0,Defensive rebound by M. Turner,,80,69
305,3,0:59.0,T. Young misses 2-pt jump shot from 7 ft,,80,69
306,3,0:59.0,,Defensive rebound by S. Johnson,80,69
307,3,0:43.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,80,69
308,3,0:42.0,Defensive rebound by C. Miles,,80,69
309,3,0:23.0,P. George makes 3-pt jump shot from 27 ft (assist by T. Young),,83,69
310,3,0:07.0,,S. Johnson misses 2-pt jump shot from 15 ft,83,69
311,3,0:06.0,,Offensive rebound by A. Drummond,83,69
312,3,0:04.0,,Shooting foul by M. Turner (drawn by A. Drummond),83,69
313,3,0:04.0,,A. Drummond misses free throw 1 of 2,83,69
314,3,0:04.0,,Offensive rebound by Team,83,69
315,3,0:04.0,,A. Drummond misses free throw 2 of 2,83,69
316,3,0:04.0,Defensive rebound by C. Miles,,83,69
317,3,0:04.0,G. Robinson enters the game for P. George,,83,69
318,3,0:00.0,A. Brooks misses 3-pt jump shot from 50 ft,,83,69
319,3,0:00.0,Offensive rebound by Team,,83,69
320,4,11:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,83,69
321,4,11:47.0,Defensive rebound by A. Jefferson,,83,69
322,4,11:34.0,C. Miles makes 2-pt jump shot from 19 ft (assist by A. Brooks),,85,69
323,4,11:14.0,,S. Johnson misses 3-pt jump shot from 25 ft,85,69
324,4,11:14.0,Defensive rebound by A. Jefferson,,85,69
325,4,10:56.0,A. Brooks makes 2-pt hook shot from 8 ft,,87,69
326,4,10:38.0,,Shooting foul by A. Brooks (drawn by S. Johnson),87,69
327,4,10:38.0,,S. Johnson misses free throw 1 of 2,87,69
328,4,10:38.0,,Offensive rebound by Team,87,69
329,4,10:38.0,,S. Johnson makes free throw 2 of 2,87,70
330,4,10:18.0,G. Robinson misses 3-pt jump shot from 24 ft,,87,70
331,4,10:17.0,,Defensive rebound by T. Harris,87,70
332,4,10:09.0,,Personal foul by T. Young (drawn by A. Drummond),87,70
333,4,10:07.0,,Personal foul by A. Brooks (drawn by S. Johnson),87,70
334,4,9:51.0,,A. Drummond misses 2-pt jump shot from 17 ft,87,70
335,4,9:51.0,,Offensive rebound by K. Caldwell-Pope,87,70
336,4,9:28.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,87,70
337,4,9:28.0,Defensive rebound by A. Jefferson,,87,70
338,4,9:12.0,Shooting foul by A. Drummond (drawn by G. Robinson),,87,70
339,4,9:12.0,G. Robinson makes free throw 1 of 2,,88,70
340,4,9:12.0,,R. Jackson enters the game for I. Smith,88,70
341,4,9:12.0,,A. Baynes enters the game for A. Drummond,88,70
342,4,9:12.0,,M. Morris enters the game for T. Harris,88,70
343,4,9:12.0,G. Robinson makes free throw 2 of 2,,89,70
344,4,8:54.0,,R. Jackson makes 2-pt layup at rim,89,72
345,4,8:30.0,A. Jefferson misses 2-pt jump shot from 7 ft,,89,72
346,4,8:30.0,,Defensive rebound by R. Jackson,89,72
347,4,8:13.0,,S. Johnson misses 2-pt jump shot from 6 ft,89,72
348,4,8:13.0,Defensive rebound by Team,,89,72
349,4,8:13.0,Official timeout,,89,72
350,4,8:13.0,J. Teague enters the game for T. Young,,89,72
351,4,8:13.0,P. George enters the game for A. Brooks,,89,72
352,4,7:57.0,C. Miles misses 3-pt jump shot from 26 ft,,89,72
353,4,7:56.0,Offensive rebound by G. Robinson,,89,72
354,4,7:50.0,P. George misses 3-pt jump shot from 25 ft,,89,72
355,4,7:49.0,,Defensive rebound by A. Baynes,89,72
356,4,7:35.0,,R. Jackson misses 3-pt jump shot from 26 ft,89,72
357,4,7:35.0,Defensive rebound by P. George,,89,72
358,4,7:10.0,A. Jefferson misses 2-pt jump shot from 5 ft,,89,72
359,4,7:09.0,,Defensive rebound by A. Baynes,89,72
360,4,7:03.0,,M. Morris misses 3-pt jump shot from 26 ft,89,72
361,4,7:02.0,Defensive rebound by P. George,,89,72
362,4,6:48.0,G. Robinson makes 2-pt layup at rim (assist by A. Jefferson),,91,72
363,4,6:33.0,,S. Johnson misses 3-pt jump shot from 26 ft,91,72
364,4,6:32.0,Defensive rebound by A. Jefferson,,91,72
365,4,6:24.0,Personal foul by K. Caldwell-Pope (drawn by J. Teague),,91,72
366,4,6:24.0,,D. Hilliard enters the game for K. Caldwell-Pope,91,72
367,4,6:15.0,Shooting foul by M. Morris (drawn by C. Miles),,91,72
368,4,6:15.0,C. Miles makes free throw 1 of 2,,92,72
369,4,6:15.0,C. Miles makes free throw 2 of 2,,93,72
370,4,6:06.0,,Shooting foul by A. Jefferson (drawn by R. Jackson),93,72
371,4,6:06.0,,R. Jackson makes free throw 1 of 2,93,73
372,4,6:06.0,,R. Jackson makes free throw 2 of 2,93,74
373,4,5:47.0,A. Jefferson misses 2-pt jump shot from 15 ft,,93,74
374,4,5:46.0,,Defensive rebound by D. Hilliard,93,74
375,4,5:30.0,,Turnover by R. Jackson (lost ball; steal by J. Teague),93,74
376,4,5:24.0,Turnover by J. Teague (lost ball; steal by M. Morris),,93,74
377,4,5:15.0,,S. Johnson misses 3-pt jump shot from 26 ft,93,74
378,4,5:15.0,,Offensive rebound by A. Baynes,93,74
379,4,5:14.0,,Personal foul by C. Miles (drawn by A. Baynes),93,74
380,4,5:14.0,,Detroit full timeout,93,74
381,4,5:14.0,,A. Baynes makes free throw 1 of 2,93,75
382,4,5:14.0,,M. Gbinije enters the game for M. Morris,93,74
383,4,5:14.0,,H. Ellenson enters the game for R. Jackson,93,74
384,4,5:14.0,,B. Marjanović enters the game for S. Johnson,93,74
385,4,5:14.0,,R. Jackson enters the game for B. Marjanović,93,74
386,4,5:14.0,,A. Baynes makes free throw 2 of 2,93,76
387,4,4:59.0,G. Robinson misses 2-pt jump shot from 4 ft,,93,76
388,4,4:58.0,,Defensive rebound by D. Hilliard,93,76
389,4,4:46.0,,A. Baynes makes 2-pt layup from 1 ft (assist by R. Jackson),93,78
390,4,4:32.0,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),,96,78
