,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:49.0,,Personal foul by B. McLemore (drawn by H. Barnes),0,0
1,1,11:37.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by H. Barnes),0,3
2,1,11:23.0,D. Cousins misses 2-pt jump shot from 6 ft (block by S. Mejri),,0,3
3,1,11:22.0,Offensive rebound by Team,,0,3
4,1,11:13.0,D. Cousins misses 2-pt layup at rim,,0,3
5,1,11:12.0,,Defensive rebound by S. Mejri,0,3
6,1,11:00.0,,W. Matthews makes 3-pt jump shot from 24 ft,0,6
7,1,10:47.0,D. Cousins makes 2-pt layup from 1 ft,,2,6
8,1,10:31.0,,H. Barnes misses 2-pt jump shot from 19 ft,2,6
9,1,10:31.0,Defensive rebound by D. Cousins,,2,6
10,1,10:14.0,D. Cousins makes 2-pt jump shot from 14 ft,,4,6
11,1,10:02.0,,D. Williams makes 2-pt jump shot from 19 ft,4,8
12,1,9:43.0,,Offensive charge foul by D. Cousins (drawn by S. Mejri),4,8
13,1,9:43.0,Turnover by D. Cousins (offensive foul),,4,8
14,1,9:34.0,,Turnover by D. Williams (lost ball; steal by G. Temple),4,8
15,1,9:28.0,Shooting block foul by W. Matthews (drawn by G. Temple),,4,8
16,1,9:28.0,G. Temple makes free throw 1 of 2,,5,8
17,1,9:28.0,G. Temple makes free throw 2 of 2,,6,8
18,1,9:11.0,,Turnover by D. Finney-Smith (bad pass; steal by G. Temple),6,8
19,1,8:53.0,G. Temple misses 3-pt jump shot from 25 ft,,6,8
20,1,8:52.0,,Defensive rebound by H. Barnes,6,8
21,1,8:41.0,,H. Barnes makes 2-pt jump shot from 16 ft,6,10
22,1,8:29.0,D. Cousins makes 2-pt layup from 2 ft,,8,10
23,1,8:06.0,,Turnover by D. Finney-Smith (bad pass; steal by K. Koufos),8,10
24,1,8:05.0,Personal take foul by D. Williams (drawn by D. Collison),,8,10
25,1,7:53.0,B. McLemore misses 2-pt jump shot from 21 ft,,8,10
26,1,7:52.0,,Defensive rebound by H. Barnes,8,10
27,1,7:37.0,,D. Williams makes 2-pt jump shot from 20 ft (assist by D. Finney-Smith),8,12
28,1,7:11.0,D. Collison misses 3-pt jump shot from 23 ft,,8,12
29,1,7:10.0,,Defensive rebound by S. Mejri,8,12
30,1,6:59.0,,Shooting block foul by B. McLemore (drawn by H. Barnes),8,12
31,1,6:59.0,,H. Barnes misses free throw 1 of 2,8,12
32,1,6:59.0,,Offensive rebound by Team,8,12
33,1,6:59.0,,H. Barnes makes free throw 2 of 2,8,13
34,1,6:40.0,D. Cousins makes 2-pt hook shot from 4 ft,,10,13
35,1,6:24.0,,D. Williams misses 3-pt jump shot from 25 ft,10,13
36,1,6:23.0,Defensive rebound by G. Temple,,10,13
37,1,6:17.0,M. Barnes enters the game for B. McLemore,,10,13
38,1,6:17.0,A. Tolliver enters the game for K. Koufos,,10,13
39,1,6:17.0,,D. Harris enters the game for D. Williams,10,13
40,1,6:17.0,,D. Powell enters the game for D. Finney-Smith,10,13
41,1,6:17.0,,A. Hammons enters the game for H. Barnes,10,13
42,1,6:17.0,,S. Curry enters the game for S. Mejri,10,13
43,1,6:04.0,D. Cousins misses 2-pt dunk at rim,,10,13
44,1,6:03.0,,Defensive rebound by D. Powell,10,13
45,1,5:52.0,,A. Hammons misses 2-pt hook shot from 9 ft,10,13
46,1,5:51.0,Defensive rebound by D. Cousins,,10,13
