,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
68,1,3:27.0,D. Cousins makes 3-pt jump shot from 27 ft (assist by D. Collison),,20,24
69,1,3:13.0,,Personal foul by M. Richardson (drawn by K. Durant),20,24
70,1,3:13.0,M. Barnes enters the game for B. McLemore,,20,24
71,1,3:07.0,,S. Curry misses 3-pt jump shot from 24 ft,20,24
72,1,3:07.0,Defensive rebound by D. Cousins,,20,24
73,1,2:54.0,D. Cousins misses 3-pt jump shot from 26 ft,,20,24
74,1,2:53.0,,Defensive rebound by S. Curry,20,24
75,1,2:44.0,,K. Looney makes 2-pt dunk at rim (assist by A. Iguodala),20,26
76,1,2:26.0,A. Tolliver misses 3-pt jump shot from 25 ft (block by A. Iguodala),,20,26
77,1,2:25.0,,Defensive rebound by S. Curry,20,26
78,1,2:18.0,,S. Curry misses 3-pt jump shot from 26 ft,20,26
79,1,2:18.0,Defensive rebound by M. Richardson,,20,26
80,1,2:11.0,Turnover by D. Cousins (lost ball; steal by K. Looney),,20,26
81,1,2:03.0,,S. Curry misses 2-pt layup from 3 ft,20,26
82,1,2:02.0,Defensive rebound by M. Richardson,,20,26
83,1,1:49.0,M. Richardson makes 2-pt jump shot from 22 ft (assist by D. Cousins),,22,26
84,1,1:43.0,,Golden State full timeout,22,26
85,1,1:43.0,,D. Green enters the game for K. Durant,22,26
86,1,1:43.0,W. Cauley-Stein enters the game for D. Cousins,,22,26
87,1,1:33.0,,I. Clark misses 3-pt jump shot from 25 ft,22,26
88,1,1:33.0,Defensive rebound by M. Barnes,,22,26
89,1,1:14.0,M. Richardson misses 2-pt layup from 2 ft,,22,26
90,1,1:13.0,,Defensive rebound by D. Green,22,26
91,1,1:04.0,,D. Green misses 3-pt jump shot from 27 ft,22,26
92,1,1:03.0,Defensive rebound by M. Barnes,,22,26
93,1,0:51.0,D. Collison misses 2-pt jump shot from 17 ft,,22,26
94,1,0:50.0,,Defensive rebound by A. Iguodala,22,26
95,1,0:47.0,,Personal foul by M. Richardson (drawn by K. Looney),22,26
96,1,0:39.0,,D. Green misses 3-pt jump shot from 23 ft,22,26
97,1,0:38.0,,Offensive rebound by Team,22,26
98,1,0:37.0,Loose ball foul by W. Cauley-Stein (drawn by S. Curry),,22,26
99,1,0:37.0,,S. Curry makes free throw 1 of 2,22,27
100,1,0:37.0,,S. Curry makes free throw 2 of 2,22,28
101,1,0:27.0,M. Barnes makes 3-pt jump shot from 27 ft (assist by A. Tolliver),,25,28
102,1,0:09.0,,Turnover by S. Curry (bad pass),25,28
103,1,0:03.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by S. Curry),,25,28
104,1,0:02.0,Offensive rebound by Team,,25,28
105,1,0:01.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft,,25,28
106,1,0:00.0,Offensive rebound by Team,,25,28
107,2,11:43.0,,D. Green misses 2-pt jump shot from 8 ft,25,28
108,2,11:42.0,Defensive rebound by M. Barnes,,25,28
109,2,11:36.0,A. Tolliver misses 3-pt jump shot from 27 ft,,25,28
110,2,11:35.0,,Defensive rebound by A. Iguodala,25,28
111,2,11:22.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),25,31
112,2,11:01.0,Turnover by W. Cauley-Stein (bad pass; steal by A. Iguodala),,25,31
113,2,10:55.0,,A. Iguodala misses 2-pt layup from 2 ft,25,31
114,2,10:55.0,Defensive rebound by M. Barnes,,25,31
115,2,10:47.0,Personal foul by D. Green (drawn by A. Tolliver),,25,31
116,2,10:38.0,M. Richardson makes 2-pt layup from 1 ft (assist by M. Barnes),,27,31
117,2,10:18.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),27,33
118,2,10:06.0,Def 3 sec tech foul by J. McAdoo,,27,33
119,2,10:06.0,A. Afflalo makes technical free throw,,28,33
120,2,9:54.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by M. Barnes),,30,33
121,2,9:32.0,,K. Thompson misses 3-pt jump shot from 25 ft,30,33
122,2,9:31.0,Defensive rebound by M. Richardson,,30,33
123,2,9:10.0,Turnover by M. Barnes (lost ball),,30,33
124,2,8:48.0,,A. Iguodala misses 3-pt jump shot from 26 ft,30,33
125,2,8:47.0,Defensive rebound by W. Cauley-Stein,,30,33
126,2,8:26.0,A. Afflalo misses 2-pt layup from 3 ft,,30,33
127,2,8:25.0,Offensive rebound by W. Cauley-Stein,,30,33
128,2,8:25.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,32,33
129,2,8:08.0,,S. Livingston misses 2-pt jump shot from 12 ft,32,33
130,2,8:07.0,Defensive rebound by M. Richardson,,32,33
131,2,7:57.0,Sacramento full timeout,,32,33
132,2,7:57.0,,K. Durant enters the game for D. Green,32,33
133,2,7:57.0,,I. Clark enters the game for A. Iguodala,32,33
134,2,7:45.0,M. Richardson misses 2-pt jump shot from 20 ft,,32,33
135,2,7:45.0,,Defensive rebound by J. McAdoo,32,33
136,2,7:25.0,,K. Durant makes 2-pt jump shot from 18 ft,32,35
137,2,7:01.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,32,35
138,2,7:01.0,,Defensive rebound by K. Durant,32,35
139,2,6:48.0,,K. Thompson misses 3-pt jump shot from 26 ft,32,35
140,2,6:48.0,Defensive rebound by M. Barnes,,32,35
141,2,6:36.0,A. Afflalo misses 2-pt jump shot from 8 ft (block by J. McAdoo),,32,35
142,2,6:35.0,Offensive rebound by W. Cauley-Stein,,32,35
143,2,6:28.0,M. Richardson misses 2-pt jump shot from 12 ft,,32,35
144,2,6:27.0,Offensive rebound by M. Richardson,,32,35
145,2,6:25.0,M. Richardson misses 2-pt jump shot from 4 ft,,32,35
146,2,6:23.0,,Defensive rebound by J. McAdoo,32,35
147,2,6:03.0,,Shooting foul by M. Barnes (drawn by J. McAdoo),32,35
148,2,6:03.0,,J. McAdoo misses free throw 1 of 2,32,35
149,2,6:03.0,,Offensive rebound by Team,32,35
150,2,6:03.0,,S. Curry enters the game for K. Thompson,32,35
151,2,6:03.0,D. Cousins enters the game for A. Tolliver,,32,35
152,2,6:03.0,,J. McAdoo makes free throw 2 of 2,32,36
153,2,5:42.0,D. Cousins makes 2-pt jump shot from 5 ft (assist by A. Afflalo),,34,36
154,2,5:30.0,,J. McAdoo makes 2-pt layup from 2 ft (assist by S. Curry),34,38
155,2,5:06.0,M. Barnes makes 2-pt hook shot from 6 ft (assist by D. Cousins),,36,38
156,2,4:51.0,,I. Clark makes 2-pt jump shot from 7 ft (assist by S. Curry),36,40
157,2,4:33.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,38,40
158,2,4:33.0,Shooting foul by K. Durant (drawn by W. Cauley-Stein),,38,40
159,2,4:33.0,Official timeout,,38,40
160,2,4:33.0,D. Collison enters the game for M. Richardson,,38,40
161,2,4:33.0,,J. McGee enters the game for I. Clark,38,40
162,2,4:33.0,,A. Iguodala enters the game for J. McAdoo,38,40
163,2,4:33.0,W. Cauley-Stein makes free throw 1 of 1,,39,40
164,2,4:19.0,,K. Durant makes 2-pt layup from 2 ft,39,42
165,2,3:57.0,D. Cousins makes 2-pt layup from 2 ft (assist by M. Barnes),,41,42
166,2,3:44.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),41,45
167,2,3:24.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,41,45
168,2,3:24.0,,Defensive rebound by S. Curry,41,45
169,2,3:05.0,,K. Durant misses 3-pt jump shot from 28 ft,41,45
170,2,3:04.0,Defensive rebound by D. Cousins,,41,45
171,2,3:01.0,,D. Green enters the game for S. Livingston,41,45
172,2,3:01.0,B. McLemore enters the game for A. Afflalo,,41,45
173,2,3:01.0,A. Tolliver enters the game for W. Cauley-Stein,,41,45
174,2,2:54.0,B. McLemore misses 3-pt jump shot from 24 ft,,41,45
175,2,2:53.0,Offensive rebound by A. Tolliver,,41,45
176,2,2:51.0,A. Tolliver makes 2-pt layup from 1 ft,,43,45
177,2,2:43.0,,S. Curry misses 3-pt jump shot from 29 ft,43,45
178,2,2:43.0,,Offensive rebound by Team,43,45
179,2,2:42.0,,Golden State full timeout,43,45
180,2,2:42.0,,K. Thompson enters the game for J. McGee,43,45
181,2,2:34.0,,K. Durant makes 2-pt layup from 3 ft (assist by D. Green),43,47
182,2,2:13.0,D. Cousins misses 2-pt layup from 3 ft,,43,47
183,2,2:13.0,,Defensive rebound by K. Thompson,43,47
184,2,2:12.0,,Personal foul by D. Cousins (drawn by K. Thompson),43,47
185,2,1:56.0,,K. Thompson misses 3-pt jump shot from 25 ft,43,47
186,2,1:56.0,Defensive rebound by M. Barnes,,43,47
187,2,1:33.0,D. Cousins misses 2-pt jump shot from 5 ft (block by K. Durant),,43,47
188,2,1:32.0,,Defensive rebound by K. Durant,43,47
189,2,1:23.0,,K. Durant misses 3-pt jump shot from 27 ft,43,47
190,2,1:22.0,,Offensive rebound by K. Thompson,43,47
191,2,1:20.0,,K. Thompson misses 2-pt jump shot from 19 ft,43,47
192,2,1:16.0,Defensive rebound by A. Tolliver,,43,47
193,2,1:07.0,Personal foul by S. Curry (drawn by A. Tolliver),,43,47
194,2,0:54.0,D. Cousins misses 2-pt jump shot from 14 ft,,43,47
195,2,0:53.0,Offensive rebound by A. Tolliver,,43,47
196,2,0:36.0,D. Cousins makes 2-pt jump shot from 6 ft,,45,47
197,2,0:36.0,Shooting foul by D. Green (drawn by D. Cousins),,45,47
198,2,0:36.0,,Technical foul by D. Green,45,47
199,2,0:36.0,D. Collison makes technical free throw,,46,47
200,2,0:36.0,,Technical foul by D. Green,46,47
201,2,0:36.0,D. Collison makes technical free throw,,47,47
202,2,0:36.0,,K. Looney enters the game for D. Green,46,47
203,2,0:36.0,D. Cousins misses free throw 1 of 1,,47,47
204,2,0:35.0,,Defensive rebound by K. Durant,47,47
205,2,0:31.0,,Turnover by K. Durant (bad pass; steal by M. Barnes),47,47
206,2,0:29.0,M. Barnes misses 3-pt jump shot from 27 ft,,47,47
207,2,0:27.0,,Defensive rebound by A. Iguodala,47,47
208,2,0:11.0,,Turnover by S. Curry (bad pass; steal by A. Tolliver),47,47
209,2,0:06.0,D. Collison makes 3-pt jump shot from 27 ft,,50,47
210,2,0:01.0,,S. Curry misses 3-pt jump shot from 29 ft,50,47
211,2,0:00.0,,Offensive rebound by Team,50,47
212,3,11:43.0,,K. Thompson misses 3-pt jump shot from 25 ft,50,47
213,3,11:43.0,Defensive rebound by D. Collison,,50,47
214,3,11:30.0,Personal foul by K. Thompson (drawn by B. McLemore),,50,47
215,3,11:26.0,Personal foul by J. McGee (drawn by D. Cousins),,50,47
216,3,11:26.0,,Technical foul by J. McGee,50,47
217,3,11:26.0,D. Collison makes technical free throw,,51,47
218,3,11:11.0,M. Barnes misses 3-pt jump shot from 25 ft,,51,47
219,3,11:10.0,,Defensive rebound by J. McGee,51,47
220,3,11:00.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by K. Thompson),51,49
221,3,10:47.0,D. Collison makes 2-pt layup from 1 ft,,53,49
222,3,10:47.0,Shooting foul by S. Curry (drawn by D. Collison),,53,49
223,3,10:47.0,D. Collison misses free throw 1 of 1,,53,49
224,3,10:46.0,,Defensive rebound by J. McGee,53,49
225,3,10:40.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),53,51
226,3,10:40.0,,Shooting foul by K. Koufos (drawn by K. Thompson),53,51
227,3,10:40.0,,K. Thompson makes free throw 1 of 1,53,52
228,3,10:23.0,,Violation by J. McGee (def goaltending),53,52
229,3,10:23.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,55,52
230,3,10:09.0,,J. McGee makes 2-pt dunk at rim (assist by S. Curry),55,54
231,3,9:54.0,B. McLemore misses 3-pt jump shot from 23 ft,,55,54
232,3,9:53.0,,Defensive rebound by S. Curry,55,54
233,3,9:47.0,,S. Curry misses 2-pt layup from 1 ft (block by K. Koufos),55,54
234,3,9:46.0,Defensive rebound by B. McLemore,,55,54
235,3,9:45.0,Personal foul by P. McCaw (drawn by B. McLemore),,55,54
236,3,9:29.0,D. Collison makes 2-pt jump shot from 21 ft (assist by D. Cousins),,57,54
237,3,9:18.0,,Shooting foul by M. Barnes (drawn by P. McCaw),57,54
238,3,9:18.0,,P. McCaw makes free throw 1 of 2,57,55
239,3,9:18.0,,P. McCaw makes free throw 2 of 2,57,56
240,3,8:59.0,B. McLemore misses 2-pt layup from 2 ft,,57,56
241,3,8:57.0,,Defensive rebound by P. McCaw,57,56
242,3,8:56.0,,Personal foul by K. Koufos (drawn by P. McCaw),57,56
243,3,8:51.0,,P. McCaw misses 3-pt jump shot from 24 ft (block by D. Cousins),57,56
244,3,8:50.0,,Offensive rebound by K. Thompson,57,56
245,3,8:49.0,,Personal foul by B. McLemore (drawn by K. Durant),57,56
246,3,8:45.0,,Shooting foul by B. McLemore (drawn by K. Thompson),57,56
247,3,8:45.0,,K. Thompson makes free throw 1 of 2,57,57
248,3,8:45.0,,K. Thompson misses free throw 2 of 2,57,57
249,3,8:44.0,Defensive rebound by K. Koufos,,57,57
250,3,8:32.0,D. Cousins misses 3-pt jump shot from 25 ft,,57,57
251,3,8:31.0,,Defensive rebound by S. Curry,57,57
252,3,8:24.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),57,60
253,3,8:01.0,M. Barnes makes 2-pt jump shot from 6 ft (assist by D. Cousins),,59,60
254,3,7:58.0,,Shooting foul by K. Koufos (drawn by K. Thompson),59,60
255,3,7:58.0,,K. Thompson makes free throw 1 of 2,59,61
256,3,7:58.0,,K. Thompson misses free throw 2 of 2,59,61
257,3,7:58.0,A. Tolliver enters the game for K. Koufos,,59,61
258,3,7:56.0,Defensive rebound by M. Barnes,,59,61
259,3,7:41.0,D. Collison misses 3-pt jump shot from 26 ft,,59,61
260,3,7:40.0,,Defensive rebound by J. McGee,59,61
261,3,7:34.0,,S. Curry makes 3-pt jump shot from 31 ft,59,64
262,3,7:26.0,Sacramento full timeout,,59,64
263,3,7:05.0,A. Tolliver misses 3-pt jump shot from 27 ft (block by K. Durant),,59,64
264,3,7:04.0,Offensive rebound by A. Tolliver,,59,64
265,3,7:03.0,Turnover by A. Tolliver (lost ball; steal by K. Thompson),,59,64
266,3,6:58.0,,K. Durant makes 2-pt dunk at rim (assist by P. McCaw),59,66
267,3,6:37.0,D. Cousins misses 2-pt jump shot from 13 ft,,59,66
268,3,6:37.0,,Defensive rebound by J. McGee,59,66
269,3,6:28.0,,K. Durant makes 2-pt layup from 2 ft (assist by K. Thompson),59,68
270,3,6:04.0,A. Tolliver misses 3-pt jump shot from 24 ft,,59,68
271,3,6:04.0,,Defensive rebound by K. Durant,59,68
272,3,5:47.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),59,71
273,3,5:41.0,Sacramento full timeout,,59,71
274,3,5:41.0,W. Cauley-Stein enters the game for D. Cousins,,59,71
275,3,5:34.0,Turnover by D. Collison (bad pass; steal by P. McCaw),,59,71
276,3,5:25.0,,K. Thompson makes 2-pt layup from 2 ft,59,73
277,3,5:16.0,Turnover by A. Tolliver (bad pass; steal by K. Thompson),,59,73
278,3,5:06.0,,K. Thompson makes 3-pt jump shot from 30 ft (assist by K. Durant),59,76
279,3,4:51.0,D. Collison misses 2-pt layup from 3 ft,,59,76
280,3,4:50.0,,Defensive rebound by J. McGee,59,76
281,3,4:44.0,,P. McCaw makes 2-pt layup from 1 ft (assist by K. Thompson),59,78
282,3,4:29.0,W. Cauley-Stein misses 2-pt jump shot from 3 ft (block by K. Durant),,59,78
283,3,4:27.0,,Defensive rebound by J. McGee,59,78
284,3,4:21.0,,J. McGee makes 2-pt dunk at rim (assist by S. Curry),59,80
285,3,4:21.0,Sacramento full timeout,,59,80
286,3,4:21.0,,K. Looney enters the game for K. Durant,59,80
287,3,4:21.0,,A. Iguodala enters the game for J. McGee,59,80
288,3,3:59.0,B. McLemore misses 2-pt jump shot from 16 ft (block by S. Curry),,59,80
289,3,3:58.0,,Defensive rebound by P. McCaw,59,80
290,3,3:51.0,,S. Curry misses 3-pt jump shot from 27 ft,59,80
291,3,3:51.0,Defensive rebound by W. Cauley-Stein,,59,80
292,3,3:42.0,Turnover by B. McLemore (step out of bounds),,59,80
293,3,3:28.0,,Shooting foul by B. McLemore (drawn by K. Thompson),59,80
294,3,3:28.0,,K. Thompson makes free throw 1 of 2,59,81
295,3,3:28.0,,K. Thompson misses free throw 2 of 2,59,81
296,3,3:28.0,M. Richardson enters the game for B. McLemore,,59,81
297,3,3:27.0,Defensive rebound by M. Barnes,,59,81
298,3,3:13.0,Turnover by D. Collison (bad pass; steal by K. Looney),,59,81
299,3,3:07.0,,Turnover by A. Iguodala (bad pass; steal by W. Cauley-Stein),59,81
300,3,2:45.0,M. Richardson misses 2-pt jump shot from 22 ft,,59,81
301,3,2:44.0,,Defensive rebound by K. Thompson,59,81
302,3,2:37.0,,Shooting foul by A. Tolliver (drawn by K. Looney),59,81
303,3,2:37.0,,K. Looney misses free throw 1 of 2,59,81
304,3,2:37.0,,Offensive rebound by Team,59,81
305,3,2:37.0,,I. Clark enters the game for K. Thompson,59,81
306,3,2:37.0,,K. Looney makes free throw 2 of 2,59,82
307,3,2:22.0,W. Cauley-Stein misses 2-pt hook shot from 5 ft,,59,82
308,3,2:19.0,Offensive rebound by M. Barnes,,59,82
309,3,2:19.0,M. Barnes makes 2-pt dunk at rim,,61,82
310,3,2:01.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by K. Looney),61,85
311,3,1:54.0,Turnover by D. Collison (lost ball),,61,85
312,3,1:48.0,,Shooting foul by W. Cauley-Stein (drawn by S. Curry),61,85
313,3,1:48.0,,S. Curry makes free throw 1 of 2,61,86
314,3,1:48.0,,S. Curry misses free throw 2 of 2,61,86
315,3,1:48.0,,K. Durant enters the game for P. McCaw,61,86
316,3,1:45.0,Defensive rebound by M. Barnes,,61,86
317,3,1:23.0,A. Tolliver misses 2-pt jump shot from 11 ft,,61,86
318,3,1:23.0,Offensive rebound by W. Cauley-Stein,,61,86
319,3,1:23.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,61,86
320,3,1:22.0,Offensive rebound by M. Barnes,,61,86
321,3,1:22.0,Personal foul by A. Iguodala (drawn by M. Barnes),,61,86
322,3,1:22.0,M. Barnes makes free throw 1 of 2,,62,86
323,3,1:22.0,M. Barnes makes free throw 2 of 2,,63,86
324,3,1:03.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),63,89
325,3,0:45.0,M. Barnes misses 2-pt jump shot from 9 ft (block by K. Durant),,63,89
326,3,0:43.0,Offensive rebound by M. Barnes,,63,89
327,3,0:43.0,Shooting foul by K. Looney (drawn by M. Barnes),,63,89
328,3,0:43.0,M. Barnes makes free throw 1 of 2,,64,89
329,3,0:43.0,B. McLemore enters the game for D. Collison,,64,89
330,3,0:43.0,M. Barnes makes free throw 2 of 2,,65,89
331,3,0:33.0,,S. Curry misses 3-pt jump shot from 29 ft,65,89
332,3,0:32.0,Defensive rebound by M. Barnes,,65,89
333,3,0:24.0,M. Barnes misses 3-pt jump shot from 27 ft,,65,89
334,3,0:24.0,,Defensive rebound by S. Curry,65,89
335,3,0:04.0,,K. Looney misses 2-pt layup from 3 ft,65,89
336,3,0:04.0,Defensive rebound by A. Tolliver,,65,89
337,3,0:01.0,M. Barnes misses 3-pt jump shot from 54 ft,,65,89
338,3,0:00.0,Offensive rebound by Team,,65,89
339,4,11:37.0,M. Barnes misses 2-pt jump shot from 8 ft (block by A. Iguodala),,65,89
340,4,11:36.0,,Defensive rebound by S. Livingston,65,89
341,4,11:33.0,,K. Thompson makes 3-pt jump shot from 27 ft,65,92
342,4,11:13.0,,Violation by J. McAdoo (kicked ball),65,92
343,4,11:02.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,65,92
344,4,11:01.0,,Defensive rebound by A. Iguodala,65,92
345,4,10:54.0,,J. McAdoo makes 2-pt layup from 1 ft (assist by A. Iguodala),65,94
346,4,10:47.0,M. Barnes misses 2-pt jump shot from 22 ft,,65,94
347,4,10:47.0,Offensive rebound by Team,,65,94
348,4,10:39.0,M. Barnes makes 2-pt dunk at rim (assist by W. Cauley-Stein),,67,94
349,4,10:18.0,,K. Durant misses 2-pt jump shot from 18 ft,67,94
350,4,10:18.0,Defensive rebound by A. Tolliver,,67,94
351,4,9:53.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft,,67,94
352,4,9:52.0,,Defensive rebound by A. Iguodala,67,94
353,4,9:48.0,,J. McAdoo misses 2-pt dunk at rim (block by W. Cauley-Stein),67,94
354,4,9:46.0,,Offensive rebound by A. Iguodala,67,94
355,4,9:46.0,,A. Iguodala makes 2-pt layup from 1 ft,67,96
356,4,9:34.0,Turnover by W. Cauley-Stein (lost ball),,67,96
357,4,9:34.0,S. Labissière enters the game for W. Cauley-Stein,,67,96
358,4,9:18.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),67,99
359,4,9:00.0,M. Richardson makes 2-pt jump shot from 21 ft (assist by A. Tolliver),,69,99
360,4,8:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,69,99
361,4,8:39.0,Defensive rebound by M. Barnes,,69,99
362,4,8:28.0,B. McLemore misses 2-pt jump shot from 19 ft,,69,99
363,4,8:27.0,,Defensive rebound by K. Durant,69,99
364,4,8:20.0,,K. Durant makes 2-pt dunk at rim,69,101
365,4,7:58.0,M. Richardson makes 2-pt jump shot from 22 ft,,71,101
366,4,7:46.0,,J. McAdoo misses 2-pt layup from 2 ft,71,101
367,4,7:44.0,Defensive rebound by B. McLemore,,71,101
368,4,7:36.0,A. Tolliver misses 3-pt jump shot from 24 ft,,71,101
369,4,7:35.0,,Defensive rebound by K. Durant,71,101
370,4,7:32.0,,Golden State full timeout,71,101
371,4,7:32.0,G. Papagiannis enters the game for M. Barnes,,71,101
372,4,7:32.0,,K. Looney enters the game for K. Durant,71,101
373,4,7:32.0,,P. McCaw enters the game for K. Thompson,71,101
374,4,7:32.0,,I. Clark enters the game for A. Iguodala,71,101
375,4,7:19.0,,S. Livingston misses 2-pt jump shot from 16 ft,71,101
376,4,7:18.0,Defensive rebound by G. Papagiannis,,71,101
377,4,7:08.0,Turnover by S. Labissière (bad pass; steal by K. Looney),,71,101
378,4,7:02.0,,P. McCaw misses 3-pt jump shot from 24 ft,71,101
379,4,7:02.0,Defensive rebound by M. Richardson,,71,101
380,4,6:48.0,S. Labissière misses 2-pt jump shot from 4 ft,,71,101
381,4,6:47.0,Offensive rebound by A. Tolliver,,71,101
